table_id,row_id,aggregated_field_name_and_constituent_fields_full_path,aggregated_field_name_and_constituent_fields_level_1,aggregated_field_name_and_constituent_fields_level_2,aggregated_field_name_and_constituent_fields_level_3,aggregated_field_name_and_constituent_fields_hierarchy_depth
1035,r112,"Social sciences -> Demography, gerontology, statistics, urban affairs, social sciences-general, social sciences-other -> Social sciences, general",Social sciences,"Demography, gerontology, statistics, urban affairs, social sciences-general, social sciences-other","Social sciences, general",3
1035,r113,"Social sciences -> Demography, gerontology, statistics, urban affairs, social sciences-general, social sciences-other -> Social sciences, other",Social sciences,"Demography, gerontology, statistics, urban affairs, social sciences-general, social sciences-other","Social sciences, other",3
1035,r114,"Other engineering, aggregated","Other engineering, aggregated",,,1
1035,r115,"Other engineering, aggregated -> Agricultural engineering","Other engineering, aggregated",Agricultural engineering,,2
1035,r116,"Other engineering, aggregated -> Communications engineering<sup>*</sup>","Other engineering, aggregated",Communications engineering<sup>*</sup>,,2
1035,r117,"Other engineering, aggregated -> Engineering management, administration","Other engineering, aggregated","Engineering management, administration",,2
1035,r118,"Other engineering, aggregated -> Engineering mechanics<sup>*</sup>","Other engineering, aggregated",Engineering mechanics<sup>*</sup>,,2
1035,r119,"Other engineering, aggregated -> Engineering physics<sup>*</sup>","Other engineering, aggregated",Engineering physics<sup>*</sup>,,2
1035,r120,"Other engineering, aggregated -> Engineering science<sup>*</sup>","Other engineering, aggregated",Engineering science<sup>*</sup>,,2
1035,r121,"Other engineering, aggregated -> Geotechnical and geoenvironmental engineering","Other engineering, aggregated",Geotechnical and geoenvironmental engineering,,2
1035,r122,"Other engineering, aggregated -> Metallurgical engineering<sup>*</sup>","Other engineering, aggregated",Metallurgical engineering<sup>*</sup>,,2
1035,r123,"Other engineering, aggregated -> Ocean engineering<sup>*</sup>","Other engineering, aggregated",Ocean engineering<sup>*</sup>,,2
1035,r124,"Other engineering, aggregated -> Operations research (engineering)","Other engineering, aggregated",Operations research (engineering),,2
1035,r125,"Other engineering, aggregated -> Petroleum engineering<sup>*</sup>","Other engineering, aggregated",Petroleum engineering<sup>*</sup>,,2
1035,r126,"Other engineering, aggregated -> Polymer, plastics engineering<sup>*</sup>","Other engineering, aggregated","Polymer, plastics engineering<sup>*</sup>",,2
1035,r127,"Other engineering, aggregated -> Transportation and highway engineering","Other engineering, aggregated",Transportation and highway engineering,,2
1035,r128,"Other engineering, aggregated -> Engineering, general<sup>*</sup>","Other engineering, aggregated","Engineering, general<sup>*</sup>",,2
1035,r129,"Other engineering, aggregated -> Engineering, other","Other engineering, aggregated","Engineering, other",,2
1035,r130,Education,Education,,,1
1035,r131,"Education -> Educational/instructional technology, media design",Education,"Educational/instructional technology, media design",,2
1035,r132,"Education -> Educational/instructional technology, media design -> Educational and instructional media design<sup>*</sup>",Education,"Educational/instructional technology, media design",Educational and instructional media design<sup>*</sup>,3
1035,r133,"Education -> Educational/instructional technology, media design -> Educational and instructional technology ",Education,"Educational/instructional technology, media design",Educational and instructional technology ,3
1035,r134,Education -> Teacher education ,Education,Teacher education ,,2
1035,r135,Education -> Teacher education  -> Adult and continuing teacher education,Education,Teacher education ,Adult and continuing teacher education,3
1035,r136,Education -> Teacher education  -> Elementary teacher education,Education,Teacher education ,Elementary teacher education,3
1035,r137,"Education -> Teacher education  -> Pre-elementary, early childhood teacher education ",Education,Teacher education ,"Pre-elementary, early childhood teacher education ",3
1035,r138,Education -> Teacher education  -> Secondary teacher education<sup>*</sup>,Education,Teacher education ,Secondary teacher education<sup>*</sup>,3
1035,r139,"Education -> Teaching fields, aggregated",Education,"Teaching fields, aggregated",,2
1035,r140,"Education -> Teaching fields, aggregated -> Agricultural education",Education,"Teaching fields, aggregated",Agricultural education,3
1035,r141,"Education -> Teaching fields, aggregated -> Art education",Education,"Teaching fields, aggregated",Art education,3
1035,r142,"Education -> Teaching fields, aggregated -> Bilingual and multilingual education",Education,"Teaching fields, aggregated",Bilingual and multilingual education,3
1035,r143,"Education -> Teaching fields, aggregated -> English education",Education,"Teaching fields, aggregated",English education,3
1035,r144,"Education -> Teaching fields, aggregated -> Family, consumer, and human sciences<sup>*</sup>",Education,"Teaching fields, aggregated","Family, consumer, and human sciences<sup>*</sup>",3
1035,r145,"Education -> Teaching fields, aggregated -> Foreign languages education<sup>*</sup>",Education,"Teaching fields, aggregated",Foreign languages education<sup>*</sup>,3
1035,r146,"Education -> Teaching fields, aggregated -> Nursing education",Education,"Teaching fields, aggregated",Nursing education,3
1035,r147,"Education -> Teaching fields, aggregated -> Physical education and coaching<sup>*</sup>",Education,"Teaching fields, aggregated",Physical education and coaching<sup>*</sup>,3
1035,r148,"Education -> Teaching fields, aggregated -> Social science education<sup>*</sup>",Education,"Teaching fields, aggregated",Social science education<sup>*</sup>,3
1035,r149,"Education -> Teaching fields, aggregated -> Teacher education and professional development, other",Education,"Teaching fields, aggregated","Teacher education and professional development, other",3
1035,r150,Foreign languages and literature ,Foreign languages and literature ,,,1
1035,r151,"Foreign languages and literature  -> Other languages, aggregated",Foreign languages and literature ,"Other languages, aggregated",,2
1035,r152,"Foreign languages and literature  -> Other languages, aggregated -> Arabic language and literature<sup>*</sup>",Foreign languages and literature ,"Other languages, aggregated",Arabic language and literature<sup>*</sup>,3
1035,r153,"Foreign languages and literature  -> Other languages, aggregated -> Chinese language and literature<sup>*</sup>",Foreign languages and literature ,"Other languages, aggregated",Chinese language and literature<sup>*</sup>,3
1035,r154,"Foreign languages and literature  -> Other languages, aggregated -> Japanese language and literature<sup>*</sup>",Foreign languages and literature ,"Other languages, aggregated",Japanese language and literature<sup>*</sup>,3
1035,r155,"Foreign languages and literature  -> Other languages, aggregated -> Latin American languages and literature<sup>*</sup>",Foreign languages and literature ,"Other languages, aggregated",Latin American languages and literature<sup>*</sup>,3
1035,r156,"Foreign languages and literature  -> Other languages, aggregated -> Russian language and literature<sup>*</sup>",Foreign languages and literature ,"Other languages, aggregated",Russian language and literature<sup>*</sup>,3
1035,r157,"Foreign languages and literature  -> Other languages, aggregated -> Foreign languages and literatures, other",Foreign languages and literature ,"Other languages, aggregated","Foreign languages and literatures, other",3
1035,r158,"History, aggregated","History, aggregated",,,1
1035,r159,"History, aggregated -> African history<sup>*</sup>","History, aggregated",African history<sup>*</sup>,,2
1035,r160,"History, aggregated -> History, other","History, aggregated","History, other",,2
1035,r161,"Letters, aggregated","Letters, aggregated",,,1
1035,r162,"Letters, aggregated -> Creative writing","Letters, aggregated",Creative writing,,2
1035,r163,"Letters, aggregated -> Letters, general<sup>*</sup>","Letters, aggregated","Letters, general<sup>*</sup>",,2
1035,r164,"Letters, aggregated -> Letters, other<sup>*</sup>","Letters, aggregated","Letters, other<sup>*</sup>",,2
1035,r165,Other humanities and arts,Other humanities and arts,,,1
1035,r166,"Other humanities and arts -> Dance, drama",Other humanities and arts,"Dance, drama",,2
1035,r167,"Other humanities and arts -> Dance, drama -> Dance<sup>*</sup>",Other humanities and arts,"Dance, drama",Dance<sup>*</sup>,3
1035,r168,"Other humanities and arts -> Dance, drama -> Drama, theater arts",Other humanities and arts,"Dance, drama","Drama, theater arts",3
1035,r169,"Other humanities and arts -> Philosophy, ethics",Other humanities and arts,"Philosophy, ethics",,2
1035,r170,"Other humanities and arts -> Philosophy, ethics -> Ethics<sup>*</sup>",Other humanities and arts,"Philosophy, ethics",Ethics<sup>*</sup>,3
1035,r171,"Other humanities and arts -> Philosophy, ethics -> Philosophy",Other humanities and arts,"Philosophy, ethics",Philosophy,3
1035,r172,"Other humanities and arts -> Religion/religious studies, Jewish/Judaic studies",Other humanities and arts,"Religion/religious studies, Jewish/Judaic studies",,2
1035,r173,"Other humanities and arts -> Religion/religious studies, Jewish/Judaic studies -> Jewish, Judaic studies<sup>*</sup>",Other humanities and arts,"Religion/religious studies, Jewish/Judaic studies","Jewish, Judaic studies<sup>*</sup>",3
1035,r174,"Other humanities and arts -> Religion/religious studies, Jewish/Judaic studies -> Religion, religious studies",Other humanities and arts,"Religion/religious studies, Jewish/Judaic studies","Religion, religious studies",3
1035,r175,"Other humanities and arts -> Other humanities, aggregated",Other humanities and arts,"Other humanities, aggregated",,2
1035,r176,"Other humanities and arts -> Other humanities, aggregated -> Bible, biblical studies",Other humanities and arts,"Other humanities, aggregated","Bible, biblical studies",3
1035,r177,"Other humanities and arts -> Other humanities, aggregated -> Music, other<sup>*</sup>",Other humanities and arts,"Other humanities, aggregated","Music, other<sup>*</sup>",3
1035,r178,"Other humanities and arts -> Other humanities, aggregated -> Humanities, general",Other humanities and arts,"Other humanities, aggregated","Humanities, general",3
1035,r179,"Other humanities and arts -> Other humanities, aggregated -> Humanities, other",Other humanities and arts,"Other humanities, aggregated","Humanities, other",3
1035,r180,Business management and administration,Business management and administration,,,1
1035,r181,"Business management and administration -> Human resources, organizational behavior",Business management and administration,"Human resources, organizational behavior",,2
1035,r182,"Business management and administration -> Human resources, organizational behavior -> Human resources development<sup>*</sup>",Business management and administration,"Human resources, organizational behavior",Human resources development<sup>*</sup>,3
1035,r183,"Business management and administration -> Human resources, organizational behavior -> Organizational behavior",Business management and administration,"Human resources, organizational behavior",Organizational behavior,3
