table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
10067,r049,World -> Dominican Republic -> Total articles -> With domestic institutions only,World,Dominican Republic,Total articles,With domestic institutions only,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
10067,r050,World -> Dominican Republic -> Total articles -> With international institutions,World,Dominican Republic,Total articles,With international institutions,4,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,0,3,0
10067,r051,World -> El Salvador,World,El Salvador,,,2,,,,,,,,,,,,,,,,,,,,
10067,r052,World -> El Salvador -> Total articles,World,El Salvador,Total articles,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,1,6,23
10067,r053,World -> El Salvador -> Total articles -> With multiple institutions,World,El Salvador,Total articles,With multiple institutions,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,1,4,11
10067,r054,World -> El Salvador -> Total articles -> With domestic institutions only,World,El Salvador,Total articles,With domestic institutions only,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,2,18
10067,r055,World -> El Salvador -> Total articles -> With international institutions,World,El Salvador,Total articles,With international institutions,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,4,5
10067,r056,World -> Grenada,World,Grenada,,,2,,,,,,,,,,,,,,,,,,,,
10067,r057,World -> Grenada -> Total articles,World,Grenada,Total articles,,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10067,r058,World -> Grenada -> Total articles -> With multiple institutions,World,Grenada,Total articles,With multiple institutions,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10067,r059,World -> Grenada -> Total articles -> With domestic institutions only,World,Grenada,Total articles,With domestic institutions only,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10067,r060,World -> Grenada -> Total articles -> With international institutions,World,Grenada,Total articles,With international institutions,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10067,r061,World -> Guatemala,World,Guatemala,,,2,,,,,,,,,,,,,,,,,,,,
10067,r062,World -> Guatemala -> Total articles,World,Guatemala,Total articles,,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,9,7,2,6
10067,r063,World -> Guatemala -> Total articles -> With multiple institutions,World,Guatemala,Total articles,With multiple institutions,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,6,4,2,3
10067,r064,World -> Guatemala -> Total articles -> With domestic institutions only,World,Guatemala,Total articles,With domestic institutions only,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,3,0,4
10067,r065,World -> Guatemala -> Total articles -> With international institutions,World,Guatemala,Total articles,With international institutions,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,6,4,2,2
10067,r066,World -> Haiti,World,Haiti,,,2,,,,,,,,,,,,,,,,,,,,
10067,r067,World -> Haiti -> Total articles,World,Haiti,Total articles,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10067,r068,World -> Haiti -> Total articles -> With multiple institutions,World,Haiti,Total articles,With multiple institutions,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10067,r069,World -> Haiti -> Total articles -> With domestic institutions only,World,Haiti,Total articles,With domestic institutions only,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10067,r070,World -> Haiti -> Total articles -> With international institutions,World,Haiti,Total articles,With international institutions,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10067,r071,World -> Honduras,World,Honduras,,,2,,,,,,,,,,,,,,,,,,,,
10067,r072,World -> Honduras -> Total articles,World,Honduras,Total articles,,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,3,13,12,6,38
10067,r073,World -> Honduras -> Total articles -> With multiple institutions,World,Honduras,Total articles,With multiple institutions,4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,8,7,2,17
10067,r074,World -> Honduras -> Total articles -> With domestic institutions only,World,Honduras,Total articles,With domestic institutions only,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,6,4,23
10067,r075,World -> Honduras -> Total articles -> With international institutions,World,Honduras,Total articles,With international institutions,4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,4,6,2,7
10067,r076,World -> Jamaica,World,Jamaica,,,2,,,,,,,,,,,,,,,,,,,,
10067,r077,World -> Jamaica -> Total articles,World,Jamaica,Total articles,,3,0,0,0,0,2,2,3,2,1,0,0,2,2,1,3,3,1,5,7,2
10067,r078,World -> Jamaica -> Total articles -> With multiple institutions,World,Jamaica,Total articles,With multiple institutions,4,0,0,0,0,2,1,2,1,1,0,0,1,2,0,1,1,1,3,3,2
10067,r079,World -> Jamaica -> Total articles -> With domestic institutions only,World,Jamaica,Total articles,With domestic institutions only,4,0,0,0,0,0,1,2,1,0,0,0,1,0,1,2,2,0,2,4,0
10067,r080,World -> Jamaica -> Total articles -> With international institutions,World,Jamaica,Total articles,With international institutions,4,0,0,0,0,2,1,1,1,1,0,0,1,2,0,1,1,1,3,3,2
10067,r081,World -> Nicaragua,World,Nicaragua,,,2,,,,,,,,,,,,,,,,,,,,
10067,r082,World -> Nicaragua -> Total articles,World,Nicaragua,Total articles,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0,4
10067,r083,World -> Nicaragua -> Total articles -> With multiple institutions,World,Nicaragua,Total articles,With multiple institutions,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3
10067,r084,World -> Nicaragua -> Total articles -> With domestic institutions only,World,Nicaragua,Total articles,With domestic institutions only,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,2
10067,r085,World -> Nicaragua -> Total articles -> With international institutions,World,Nicaragua,Total articles,With international institutions,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
10067,r086,World -> Panama,World,Panama,,,2,,,,,,,,,,,,,,,,,,,,
10067,r087,World -> Panama -> Total articles,World,Panama,Total articles,,3,0,1,1,2,0,2,1,7,1,8,1,4,4,3,3,7,15,6,5,38
10067,r088,World -> Panama -> Total articles -> With multiple institutions,World,Panama,Total articles,With multiple institutions,4,0,1,1,2,0,2,0,6,1,5,1,4,4,2,3,6,11,5,3,24
10067,r089,World -> Panama -> Total articles -> With domestic institutions only,World,Panama,Total articles,With domestic institutions only,4,0,0,0,0,0,0,1,1,0,5,0,1,0,1,0,1,4,2,2,26
10067,r090,World -> Panama -> Total articles -> With international institutions,World,Panama,Total articles,With international institutions,4,0,1,1,2,0,2,0,6,1,3,1,3,4,2,3,6,11,4,3,10
10067,r091,World -> Saint Lucia,World,Saint Lucia,,,2,,,,,,,,,,,,,,,,,,,,
10067,r092,World -> Saint Lucia -> Total articles,World,Saint Lucia,Total articles,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10067,r093,World -> Saint Lucia -> Total articles -> With multiple institutions,World,Saint Lucia,Total articles,With multiple institutions,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10067,r094,World -> Saint Lucia -> Total articles -> With domestic institutions only,World,Saint Lucia,Total articles,With domestic institutions only,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10067,r095,World -> Saint Lucia -> Total articles -> With international institutions,World,Saint Lucia,Total articles,With international institutions,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10067,r096,World -> Trinidad and Tobago,World,Trinidad and Tobago,,,2,,,,,,,,,,,,,,,,,,,,
10067,r097,World -> Trinidad and Tobago -> Total articles,World,Trinidad and Tobago,Total articles,,3,3,0,0,0,9,9,2,7,7,1,1,2,2,4,13,1,2,4,11,7
10067,r098,World -> Trinidad and Tobago -> Total articles -> With multiple institutions,World,Trinidad and Tobago,Total articles,With multiple institutions,4,3,0,0,0,7,3,1,3,5,1,1,1,0,0,3,1,1,1,1,1
10067,r099,World -> Trinidad and Tobago -> Total articles -> With domestic institutions only,World,Trinidad and Tobago,Total articles,With domestic institutions only,4,0,0,0,0,3,7,2,4,2,0,0,1,2,4,12,0,1,3,10,6
10067,r100,World -> Trinidad and Tobago -> Total articles -> With international institutions,World,Trinidad and Tobago,Total articles,With international institutions,4,3,0,0,0,6,2,0,3,5,1,1,1,0,0,1,1,1,1,1,1
10067,r101,World -> Argentina,World,Argentina,,,2,,,,,,,,,,,,,,,,,,,,
10067,r102,World -> Argentina -> Total articles,World,Argentina,Total articles,,3,11,19,29,31,50,63,58,75,52,63,85,74,87,214,225,103,185,308,106,91
10067,r103,World -> Argentina -> Total articles -> With multiple institutions,World,Argentina,Total articles,With multiple institutions,4,9,17,15,15,29,45,43,47,41,44,51,57,55,112,142,69,125,202,86,72
10067,r104,World -> Argentina -> Total articles -> With domestic institutions only,World,Argentina,Total articles,With domestic institutions only,4,2,9,17,22,32,29,33,44,26,43,57,46,53,167,160,55,123,218,52,45
10067,r105,World -> Argentina -> Total articles -> With international institutions,World,Argentina,Total articles,With international institutions,4,9,10,12,9,18,34,25,31,26,20,28,28,34,47,65,48,61,88,54,46
10067,r106,World -> Bolivia,World,Bolivia,,,2,,,,,,,,,,,,,,,,,,,,
10067,r107,World -> Bolivia -> Total articles,World,Bolivia,Total articles,,3,0,0,0,1,0,0,0,1,1,0,0,1,0,3,3,2,5,4,4,4
10067,r108,World -> Bolivia -> Total articles -> With multiple institutions,World,Bolivia,Total articles,With multiple institutions,4,0,0,0,1,0,0,0,0,1,0,0,1,0,3,0,1,4,1,0,1
10067,r109,World -> Bolivia -> Total articles -> With domestic institutions only,World,Bolivia,Total articles,With domestic institutions only,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,3,4,3
10067,r110,World -> Bolivia -> Total articles -> With international institutions,World,Bolivia,Total articles,With international institutions,4,0,0,0,1,0,0,0,0,1,0,0,1,0,3,0,0,4,1,0,1
10067,r111,World -> Brazil,World,Brazil,,,2,,,,,,,,,,,,,,,,,,,,
10067,r112,World -> Brazil -> Total articles,World,Brazil,Total articles,,3,123,85,179,248,314,474,633,487,569,618,778,838,839,1031,1189,1439,1964,1368,1383,1280
10067,r113,World -> Brazil -> Total articles -> With multiple institutions,World,Brazil,Total articles,With multiple institutions,4,78,60,123,157,196,264,367,275,338,363,480,519,505,618,732,888,1199,913,952,946
10067,r114,World -> Brazil -> Total articles -> With domestic institutions only,World,Brazil,Total articles,With domestic institutions only,4,89,48,116,195,239,374,504,388,452,496,587,643,633,788,873,1068,1472,921,921,786
10067,r115,World -> Brazil -> Total articles -> With international institutions,World,Brazil,Total articles,With international institutions,4,34,37,62,52,70,93,128,99,116,120,190,194,205,241,313,369,487,438,453,484
10067,r116,World -> Chile,World,Chile,,,2,,,,,,,,,,,,,,,,,,,,
10067,r117,World -> Chile -> Total articles,World,Chile,Total articles,,3,12,11,19,34,31,63,67,69,83,61,72,93,100,130,134,140,409,186,249,155
10067,r118,World -> Chile -> Total articles -> With multiple institutions,World,Chile,Total articles,With multiple institutions,4,8,10,13,21,20,36,44,40,46,44,55,72,76,108,97,114,304,150,208,125
10067,r119,World -> Chile -> Total articles -> With domestic institutions only,World,Chile,Total articles,With domestic institutions only,4,4,3,8,16,15,36,37,41,51,31,26,41,41,53,61,53,217,72,113,57
10067,r120,World -> Chile -> Total articles -> With international institutions,World,Chile,Total articles,With international institutions,4,8,8,11,18,15,27,30,28,32,28,46,52,59,77,73,87,190,114,136,98
10067,r121,World -> Colombia,World,Colombia,,,2,,,,,,,,,,,,,,,,,,,,
10067,r122,World -> Colombia -> Total articles,World,Colombia,Total articles,,3,5,4,11,42,24,50,45,84,107,89,137,159,92,196,178,336,240,213,270,197
10067,r123,World -> Colombia -> Total articles -> With multiple institutions,World,Colombia,Total articles,With multiple institutions,4,4,3,9,22,14,26,35,46,53,51,77,89,48,104,110,191,158,145,195,140
10067,r124,World -> Colombia -> Total articles -> With domestic institutions only,World,Colombia,Total articles,With domestic institutions only,4,2,1,3,29,10,33,17,55,73,61,97,110,62,136,109,228,135,105,140,103
10067,r125,World -> Colombia -> Total articles -> With international institutions,World,Colombia,Total articles,With international institutions,4,3,3,8,13,14,16,28,29,32,28,40,49,30,60,69,107,104,108,129,94
10067,r126,World -> Ecuador,World,Ecuador,,,2,,,,,,,,,,,,,,,,,,,,
10067,r127,World -> Ecuador -> Total articles,World,Ecuador,Total articles,,3,1,0,0,2,0,0,4,4,4,6,5,11,79,59,130,385,215,270,147,122
10067,r128,World -> Ecuador -> Total articles -> With multiple institutions,World,Ecuador,Total articles,With multiple institutions,4,1,0,0,1,0,0,3,2,3,6,2,6,61,44,90,244,152,161,96,90
10067,r129,World -> Ecuador -> Total articles -> With domestic institutions only,World,Ecuador,Total articles,With domestic institutions only,4,0,0,0,1,0,0,1,2,1,1,4,5,31,20,65,222,116,169,88,70
10067,r130,World -> Ecuador -> Total articles -> With international institutions,World,Ecuador,Total articles,With international institutions,4,1,0,0,1,0,0,3,2,3,5,1,6,48,39,65,163,99,101,59,52
10067,r131,World -> Guyana,World,Guyana,,,2,,,,,,,,,,,,,,,,,,,,
10067,r132,World -> Guyana -> Total articles,World,Guyana,Total articles,,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
10067,r133,World -> Guyana -> Total articles -> With multiple institutions,World,Guyana,Total articles,With multiple institutions,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10067,r134,World -> Guyana -> Total articles -> With domestic institutions only,World,Guyana,Total articles,With domestic institutions only,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
10067,r135,World -> Guyana -> Total articles -> With international institutions,World,Guyana,Total articles,With international institutions,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10067,r136,World -> Paraguay,World,Paraguay,,,2,,,,,,,,,,,,,,,,,,,,
10067,r137,World -> Paraguay -> Total articles,World,Paraguay,Total articles,,3,0,0,5,1,0,5,2,2,6,1,6,3,20,4,17,11,33,35,43,7
10067,r138,World -> Paraguay -> Total articles -> With multiple institutions,World,Paraguay,Total articles,With multiple institutions,4,0,0,5,0,0,4,1,1,6,1,4,3,9,3,9,5,26,24,30,2
10067,r139,World -> Paraguay -> Total articles -> With domestic institutions only,World,Paraguay,Total articles,With domestic institutions only,4,0,0,0,1,0,2,1,1,0,0,2,0,15,1,10,7,17,21,29,7
10067,r140,World -> Paraguay -> Total articles -> With international institutions,World,Paraguay,Total articles,With international institutions,4,0,0,5,0,0,3,1,1,6,1,4,3,5,3,7,4,16,14,14,0
10067,r141,World -> Peru,World,Peru,,,2,,,,,,,,,,,,,,,,,,,,
10067,r142,World -> Peru -> Total articles,World,Peru,Total articles,,3,0,0,2,1,1,6,2,6,11,2,13,10,32,30,67,106,200,213,328,361
10067,r143,World -> Peru -> Total articles -> With multiple institutions,World,Peru,Total articles,With multiple institutions,4,0,0,2,1,1,3,2,5,4,2,13,4,16,15,34,56,111,104,162,177
10067,r144,World -> Peru -> Total articles -> With domestic institutions only,World,Peru,Total articles,With domestic institutions only,4,0,0,0,0,1,3,0,2,7,0,4,8,23,18,45,67,139,163,264,288
10067,r145,World -> Peru -> Total articles -> With international institutions,World,Peru,Total articles,With international institutions,4,0,0,2,1,0,3,2,4,4,2,9,2,9,12,22,39,61,49,64,73
10067,r146,World -> Uruguay,World,Uruguay,,,2,,,,,,,,,,,,,,,,,,,,
10067,r147,World -> Uruguay -> Total articles,World,Uruguay,Total articles,,3,1,1,1,1,3,5,4,3,11,6,11,6,18,18,26,20,33,28,39,30
10067,r148,World -> Uruguay -> Total articles -> With multiple institutions,World,Uruguay,Total articles,With multiple institutions,4,1,1,1,1,2,3,3,3,9,3,4,4,13,16,16,8,23,16,18,20
10067,r149,World -> Uruguay -> Total articles -> With domestic institutions only,World,Uruguay,Total articles,With domestic institutions only,4,0,0,1,0,1,2,1,0,3,3,8,3,7,5,13,12,16,15,28,15
10067,r150,World -> Uruguay -> Total articles -> With international institutions,World,Uruguay,Total articles,With international institutions,4,1,1,0,1,2,3,3,3,8,3,3,3,11,13,13,8,17,13,11,15
10067,r151,World -> Venezuela,World,Venezuela,,,2,,,,,,,,,,,,,,,,,,,,
10067,r152,World -> Venezuela -> Total articles,World,Venezuela,Total articles,,3,7,10,16,50,22,25,20,50,12,17,17,45,24,18,30,37,22,22,17,12
10067,r153,World -> Venezuela -> Total articles -> With multiple institutions,World,Venezuela,Total articles,With multiple institutions,4,5,9,11,24,18,14,18,37,9,10,9,24,21,15,22,33,20,17,17,11
10067,r154,World -> Venezuela -> Total articles -> With domestic institutions only,World,Venezuela,Total articles,With domestic institutions only,4,3,2,8,39,10,15,7,21,4,10,9,35,4,3,10,5,2,7,0,1
10067,r155,World -> Venezuela -> Total articles -> With international institutions,World,Venezuela,Total articles,With international institutions,4,4,8,8,11,12,10,13,29,8,7,8,10,20,15,20,32,20,15,17,11
10067,r156,World -> United Kingdom<sup>a</sup>,World,United Kingdom<sup>a</sup>,,,2,,,,,,,,,,,,,,,,,,,,
10067,r157,World -> United Kingdom<sup>a</sup> -> Total articles,World,United Kingdom<sup>a</sup>,Total articles,,3,712,601,1029,1489,1543,1824,2032,1820,1808,1818,1982,2316,2435,2760,2930,3386,3779,4062,4555,4675
10067,r158,World -> United Kingdom<sup>a</sup> -> Total articles -> With multiple institutions,World,United Kingdom<sup>a</sup>,Total articles,With multiple institutions,4,366,312,525,786,845,1059,1152,983,1047,1117,1299,1498,1604,1880,2042,2493,2787,3014,3444,3686
10067,r159,World -> United Kingdom<sup>a</sup> -> Total articles -> With domestic institutions only,World,United Kingdom<sup>a</sup>,Total articles,With domestic institutions only,4,448,382,675,1000,951,1055,1205,1087,977,945,938,1118,1152,1256,1260,1362,1523,1566,1660,1575
10067,r160,World -> United Kingdom<sup>a</sup> -> Total articles -> With international institutions,World,United Kingdom<sup>a</sup>,Total articles,With international institutions,4,258,218,347,478,563,754,815,730,824,871,1039,1198,1281,1502,1668,2019,2246,2478,2867,3067
10067,r161,World -> Austria,World,Austria,,,2,,,,,,,,,,,,,,,,,,,,
10067,r162,World -> Austria -> Total articles,World,Austria,Total articles,,3,86,71,90,153,189,278,278,240,246,228,268,297,314,355,332,394,444,526,567,606
10067,r163,World -> Austria -> Total articles -> With multiple institutions,World,Austria,Total articles,With multiple institutions,4,48,45,54,87,105,160,164,128,131,135,167,191,195,238,223,279,327,352,425,453
10067,r164,World -> Austria -> Total articles -> With domestic institutions only,World,Austria,Total articles,With domestic institutions only,4,52,39,60,92,107,159,173,156,151,126,133,159,159,171,155,178,178,244,222,231
10067,r165,World -> Austria -> Total articles -> With international institutions,World,Austria,Total articles,With international institutions,4,33,32,30,60,79,119,103,83,95,102,135,138,155,184,177,216,263,280,341,372
10067,r166,World -> Belgium,World,Belgium,,,2,,,,,,,,,,,,,,,,,,,,
10067,r167,World -> Belgium -> Total articles,World,Belgium,Total articles,,3,109,108,154,206,232,300,304,274,339,314,314,334,333,362,355,448,482,513,603,581
