table_id,row_id,_b_field_and_sex_b_full_path,_b_field_and_sex_b_level_1,_b_field_and_sex_b_level_2,_b_field_and_sex_b_level_3,_b_field_and_sex_b_level_4,_b_field_and_sex_b_hierarchy_depth,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022,field__change_2012_22
9464,r019,All doctorate recipients<sup>a</sup> -> Psychology and social sciences -> Other social sciences,All doctorate recipients<sup>a</sup>,Psychology and social sciences,Other social sciences,,3,1752,1816,1852,1950,2073,1998,1984,2103,2160,2106,2254,28.7
9464,r020,All doctorate recipients<sup>a</sup> -> Engineering,All doctorate recipients<sup>a</sup>,Engineering,,,2,8469,9000,9626,9875,9459,9776,10164,10298,10468,10233,11530,36.1
9464,r021,"All doctorate recipients<sup>a</sup> -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All doctorate recipients<sup>a</sup>,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3,307,348,386,361,370,379,383,379,399,372,374,21.8
9464,r022,All doctorate recipients<sup>a</sup> -> Engineering -> Bioengineering and biomedical engineering,All doctorate recipients<sup>a</sup>,Engineering,Bioengineering and biomedical engineering,,3,943,1039,1046,1125,1089,1032,1133,1163,1082,1064,1228,30.2
9464,r023,All doctorate recipients<sup>a</sup> -> Engineering -> Chemical engineering,All doctorate recipients<sup>a</sup>,Engineering,Chemical engineering,,3,840,824,973,1002,921,931,981,980,994,1022,1142,36.0
9464,r024,All doctorate recipients<sup>a</sup> -> Engineering -> Civil engineering,All doctorate recipients<sup>a</sup>,Engineering,Civil engineering,,3,495,542,617,632,564,713,675,700,795,621,898,81.4
9464,r025,"All doctorate recipients<sup>a</sup> -> Engineering -> Electrical, electronics, and communications engineering",All doctorate recipients<sup>a</sup>,Engineering,"Electrical, electronics, and communications engineering",,3,1938,1897,1952,1997,1823,1879,1943,1799,1971,2081,2193,13.2
9464,r026,All doctorate recipients<sup>a</sup> -> Engineering -> Industrial and manufacturing engineering,All doctorate recipients<sup>a</sup>,Engineering,Industrial and manufacturing engineering,,3,226,241,298,243,256,249,272,234,304,361,381,68.6
9464,r027,All doctorate recipients<sup>a</sup> -> Engineering -> Materials science engineering,All doctorate recipients<sup>a</sup>,Engineering,Materials science engineering,,3,743,815,832,871,984,937,992,992,879,934,1136,52.9
9464,r028,All doctorate recipients<sup>a</sup> -> Engineering -> Mechanical engineering,All doctorate recipients<sup>a</sup>,Engineering,Mechanical engineering,,3,1220,1277,1331,1466,1297,1398,1503,1532,1633,1444,1676,37.4
9464,r029,All doctorate recipients<sup>a</sup> -> Engineering -> Other engineering,All doctorate recipients<sup>a</sup>,Engineering,Other engineering,,3,1757,2017,2191,2178,2155,2258,2282,2519,2411,2334,2502,42.4
9464,r030,All doctorate recipients<sup>a</sup> -> Education,All doctorate recipients<sup>a</sup>,Education,,,2,4802,4934,4789,5098,5146,4826,4818,4633,4714,4252,4509,-6.1
9464,r031,All doctorate recipients<sup>a</sup> -> Education -> Education administration,All doctorate recipients<sup>a</sup>,Education,Education administration,,3,1057,965,893,920,824,922,895,839,931,710,734,-30.6
9464,r032,All doctorate recipients<sup>a</sup> -> Education -> Education research,All doctorate recipients<sup>a</sup>,Education,Education research,,3,2516,2638,2490,2717,2328,2373,2457,2253,2275,2198,2289,-9.0
9464,r033,All doctorate recipients<sup>a</sup> -> Education -> Teacher education,All doctorate recipients<sup>a</sup>,Education,Teacher education,,3,156,109,152,156,180,114,96,104,113,111,110,-29.5
9464,r034,All doctorate recipients<sup>a</sup> -> Education -> Teaching fields,All doctorate recipients<sup>a</sup>,Education,Teaching fields,,3,757,892,915,953,1166,925,959,957,938,797,890,17.6
9464,r035,All doctorate recipients<sup>a</sup> -> Education -> Other education,All doctorate recipients<sup>a</sup>,Education,Other education,,3,316,330,339,352,648,492,411,480,457,436,486,53.8
9464,r036,All doctorate recipients<sup>a</sup> -> Humanities and arts,All doctorate recipients<sup>a</sup>,Humanities and arts,,,2,5561,5715,5524,5594,5482,5286,5139,5051,4924,4134,4464,-19.7
9464,r037,All doctorate recipients<sup>a</sup> -> Humanities and arts -> Foreign languages and literature,All doctorate recipients<sup>a</sup>,Humanities and arts,Foreign languages and literature,,3,684,701,674,656,599,618,617,610,564,377,442,-35.4
9464,r038,All doctorate recipients<sup>a</sup> -> Humanities and arts -> History,All doctorate recipients<sup>a</sup>,Humanities and arts,History,,3,1086,1148,1186,1146,1148,1058,948,912,884,725,750,-30.9
9464,r039,All doctorate recipients<sup>a</sup> -> Humanities and arts -> Letters,All doctorate recipients<sup>a</sup>,Humanities and arts,Letters,,3,1638,1606,1551,1583,1531,1462,1439,1386,1389,1192,1292,-21.1
9464,r040,All doctorate recipients<sup>a</sup> -> Humanities and arts -> Other humanities and arts,All doctorate recipients<sup>a</sup>,Humanities and arts,Other humanities and arts,,3,2153,2260,2113,2209,2204,2148,2135,2143,2087,1840,1980,-8.0
9464,r041,All doctorate recipients<sup>a</sup> -> Other,All doctorate recipients<sup>a</sup>,Other,,,2,2734,3023,3043,3019,2941,3152,2977,3027,3005,2974,3144,15.0
9464,r042,All doctorate recipients<sup>a</sup> -> Other -> Business management and administration,All doctorate recipients<sup>a</sup>,Other,Business management and administration,,3,1404,1551,1584,1582,1509,1565,1473,1533,1468,1389,1450,3.3
9464,r043,All doctorate recipients<sup>a</sup> -> Other -> Communication,All doctorate recipients<sup>a</sup>,Other,Communication,,3,595,645,663,667,672,622,630,543,591,508,580,-2.5
9464,r044,All doctorate recipients<sup>a</sup> -> Other -> Non-science and engineering fields nec,All doctorate recipients<sup>a</sup>,Other,Non-science and engineering fields nec,,3,735,827,796,770,760,965,874,951,946,1077,1114,51.6
9464,r045,All doctorate recipients<sup>a</sup> -> Male,All doctorate recipients<sup>a</sup>,Male,,,2,27362,28326,29008,29532,29572,29446,29742,30111,29846,28056,30522,11.5
9464,r046,All doctorate recipients<sup>a</sup> -> Male -> Life sciences,All doctorate recipients<sup>a</sup>,Male,Life sciences,,3,5335,5492,5514,5563,5628,5662,5648,5806,5543,5232,5729,7.4
9464,r047,All doctorate recipients<sup>a</sup> -> Male -> Life sciences -> Agricultural sciences and natural resources,All doctorate recipients<sup>a</sup>,Male,Life sciences,Agricultural sciences and natural resources,4,698,702,691,746,755,763,746,758,745,672,694,-0.6
9464,r048,All doctorate recipients<sup>a</sup> -> Male -> Life sciences -> Biological and biomedical sciences,All doctorate recipients<sup>a</sup>,Male,Life sciences,Biological and biomedical sciences,4,3891,3941,4088,4100,4154,4088,4079,4192,3883,3811,4219,8.4
9464,r049,All doctorate recipients<sup>a</sup> -> Male -> Life sciences -> Health sciences,All doctorate recipients<sup>a</sup>,Male,Life sciences,Health sciences,4,746,849,735,717,719,811,823,856,915,749,816,9.4
9464,r050,All doctorate recipients<sup>a</sup> -> Male -> Physical sciences and earth sciences,All doctorate recipients<sup>a</sup>,Male,Physical sciences and earth sciences,,3,3684,3717,3968,3928,4285,4103,4211,4363,4173,3751,4300,16.7
9464,r051,All doctorate recipients<sup>a</sup> -> Male -> Physical sciences and earth sciences -> Chemistry,All doctorate recipients<sup>a</sup>,Male,Physical sciences and earth sciences,Chemistry,4,1521,1497,1642,1592,1712,1676,1741,1788,1668,1471,1806,18.7
9464,r052,"All doctorate recipients<sup>a</sup> -> Male -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences",All doctorate recipients<sup>a</sup>,Male,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",4,538,539,622,600,716,657,659,738,736,594,634,17.8
9464,r053,All doctorate recipients<sup>a</sup> -> Male -> Physical sciences and earth sciences -> Physics and astronomy,All doctorate recipients<sup>a</sup>,Male,Physical sciences and earth sciences,Physics and astronomy,4,1625,1681,1704,1736,1857,1770,1811,1837,1769,1686,1860,14.5
9464,r054,All doctorate recipients<sup>a</sup> -> Male -> Mathematics and computer sciences,All doctorate recipients<sup>a</sup>,Male,Mathematics and computer sciences,,3,2638,2792,2912,2877,2994,2906,3036,3137,3295,3227,3569,35.3
9464,r055,All doctorate recipients<sup>a</sup> -> Male -> Mathematics and computer sciences -> Computer and information sciences,All doctorate recipients<sup>a</sup>,Male,Mathematics and computer sciences,Computer and information sciences,4,1419,1502,1580,1581,1662,1566,1565,1711,1861,1774,1958,38.0
9464,r056,All doctorate recipients<sup>a</sup> -> Male -> Mathematics and computer sciences -> Mathematics and statistics,All doctorate recipients<sup>a</sup>,Male,Mathematics and computer sciences,Mathematics and statistics,4,1219,1290,1332,1296,1332,1340,1471,1426,1434,1453,1611,32.2
9464,r057,All doctorate recipients<sup>a</sup> -> Male -> Psychology and social sciences,All doctorate recipients<sup>a</sup>,Male,Psychology and social sciences,,3,3539,3501,3507,3757,3741,3718,3634,3666,3582,3481,3593,1.5
9464,r058,All doctorate recipients<sup>a</sup> -> Male -> Psychology and social sciences -> Psychology,All doctorate recipients<sup>a</sup>,Male,Psychology and social sciences,Psychology,4,1040,997,1063,1057,1133,1132,1095,1113,1079,1064,1055,1.4
9464,r059,All doctorate recipients<sup>a</sup> -> Male -> Psychology and social sciences -> Anthropology,All doctorate recipients<sup>a</sup>,Male,Psychology and social sciences,Anthropology,4,187,188,195,185,171,159,126,155,144,120,128,-31.6
9464,r060,All doctorate recipients<sup>a</sup> -> Male -> Psychology and social sciences -> Economics,All doctorate recipients<sup>a</sup>,Male,Psychology and social sciences,Economics,4,840,767,785,821,819,827,848,818,808,820,850,1.2
9464,r061,All doctorate recipients<sup>a</sup> -> Male -> Psychology and social sciences -> Political science and government,All doctorate recipients<sup>a</sup>,Male,Psychology and social sciences,Political science and government,4,420,469,433,527,462,456,429,433,387,339,399,-5.0
9464,r062,All doctorate recipients<sup>a</sup> -> Male -> Psychology and social sciences -> Sociology,All doctorate recipients<sup>a</sup>,Male,Psychology and social sciences,Sociology,4,230,259,247,284,257,266,250,229,243,211,231,0.4
9464,r063,All doctorate recipients<sup>a</sup> -> Male -> Psychology and social sciences -> Other social sciences,All doctorate recipients<sup>a</sup>,Male,Psychology and social sciences,Other social sciences,4,822,821,784,883,899,878,886,918,921,927,930,13.1
9464,r064,All doctorate recipients<sup>a</sup> -> Male -> Engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,,3,6565,6946,7401,7578,7267,7449,7710,7830,7875,7576,8415,28.2
9464,r065,"All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All doctorate recipients<sup>a</sup>,Male,Engineering,"Aerospace, aeronautical, and astronautical engineering",4,268,293,330,308,314,337,337,323,329,310,309,15.3
9464,r066,All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Bioengineering and biomedical engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,Bioengineering and biomedical engineering,4,608,684,660,698,686,613,687,720,652,631,671,10.4
9464,r067,All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Chemical engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,Chemical engineering,4,583,566,682,685,624,665,688,664,695,695,745,27.8
9464,r068,All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Civil engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,Civil engineering,4,388,417,465,457,437,520,505,541,586,429,598,54.1
9464,r069,"All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Electrical, electronics, and communications engineering",All doctorate recipients<sup>a</sup>,Male,Engineering,"Electrical, electronics, and communications engineering",4,1594,1616,1614,1704,1529,1550,1599,1501,1628,1720,1793,12.5
9464,r070,All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Industrial and manufacturing engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,Industrial and manufacturing engineering,4,164,176,209,154,185,169,204,172,209,245,262,59.8
9464,r071,All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Materials science engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,Materials science engineering,4,556,598,617,648,721,698,718,701,637,648,771,38.7
9464,r072,All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Mechanical engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,Mechanical engineering,4,1042,1081,1126,1265,1096,1179,1285,1283,1372,1182,1361,30.6
9464,r073,All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Other engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,Other engineering,4,1362,1515,1698,1659,1675,1718,1687,1925,1767,1716,1905,39.9
9464,r074,All doctorate recipients<sup>a</sup> -> Male -> Education,All doctorate recipients<sup>a</sup>,Male,Education,,3,1500,1570,1468,1605,1545,1535,1494,1422,1457,1239,1285,-14.3
9464,r075,All doctorate recipients<sup>a</sup> -> Male -> Education -> Education administration,All doctorate recipients<sup>a</sup>,Male,Education,Education administration,4,389,372,371,344,304,349,323,342,349,247,233,-40.1
9464,r076,All doctorate recipients<sup>a</sup> -> Male -> Education -> Education research,All doctorate recipients<sup>a</sup>,Male,Education,Education research,4,751,802,701,837,703,764,751,644,664,640,633,-15.7
9464,r077,All doctorate recipients<sup>a</sup> -> Male -> Education -> Teacher education,All doctorate recipients<sup>a</sup>,Male,Education,Teacher education,4,43,22,35,36,43,21,18,20,28,18,20,-53.5
9464,r078,All doctorate recipients<sup>a</sup> -> Male -> Education -> Teaching fields,All doctorate recipients<sup>a</sup>,Male,Education,Teaching fields,4,229,275,265,294,313,265,271,259,291,216,256,11.8
9464,r079,All doctorate recipients<sup>a</sup> -> Male -> Education -> Other education,All doctorate recipients<sup>a</sup>,Male,Education,Other education,4,88,99,96,94,182,136,131,157,125,118,143,62.5
9464,r080,All doctorate recipients<sup>a</sup> -> Male -> Humanities and arts,All doctorate recipients<sup>a</sup>,Male,Humanities and arts,,3,2741,2829,2760,2763,2639,2606,2564,2478,2506,2113,2191,-20.1
9464,r081,All doctorate recipients<sup>a</sup> -> Male -> Humanities and arts -> Foreign languages and literature,All doctorate recipients<sup>a</sup>,Male,Humanities and arts,Foreign languages and literature,4,238,271,248,238,228,239,247,215,223,170,177,-25.6
9464,r082,All doctorate recipients<sup>a</sup> -> Male -> Humanities and arts -> History,All doctorate recipients<sup>a</sup>,Male,Humanities and arts,History,4,602,632,664,632,621,602,513,529,510,409,396,-34.2
9464,r083,All doctorate recipients<sup>a</sup> -> Male -> Humanities and arts -> Letters,All doctorate recipients<sup>a</sup>,Male,Humanities and arts,Letters,4,659,665,657,647,600,593,585,560,587,489,504,-23.5
9464,r084,All doctorate recipients<sup>a</sup> -> Male -> Humanities and arts -> Other humanities and arts,All doctorate recipients<sup>a</sup>,Male,Humanities and arts,Other humanities and arts,4,1242,1261,1191,1246,1190,1172,1219,1174,1186,1045,1114,-10.3
9464,r085,All doctorate recipients<sup>a</sup> -> Male -> Other,All doctorate recipients<sup>a</sup>,Male,Other,,3,1360,1479,1478,1461,1473,1467,1445,1409,1415,1437,1440,5.9
9464,r086,All doctorate recipients<sup>a</sup> -> Male -> Other -> Business management and administration,All doctorate recipients<sup>a</sup>,Male,Other,Business management and administration,4,837,909,909,934,932,900,863,872,851,793,808,-3.5
9464,r087,All doctorate recipients<sup>a</sup> -> Male -> Other -> Communication,All doctorate recipients<sup>a</sup>,Male,Other,Communication,4,244,244,277,256,261,200,234,205,228,213,197,-19.3
9464,r088,All doctorate recipients<sup>a</sup> -> Male -> Other -> Non-science and engineering fields nec,All doctorate recipients<sup>a</sup>,Male,Other,Non-science and engineering fields nec,4,279,326,292,271,280,367,348,332,336,431,435,55.9
9464,r089,All doctorate recipients<sup>a</sup> -> Female,All doctorate recipients<sup>a</sup>,Female,,,2,23526,24365,24813,25347,25222,25084,25308,25488,25356,24128,27069,15.1
9464,r090,All doctorate recipients<sup>a</sup> -> Female -> Life sciences,All doctorate recipients<sup>a</sup>,Female,Life sciences,,3,6614,6712,6930,6929,6908,6887,7100,6941,6997,6566,7482,13.1
9464,r091,All doctorate recipients<sup>a</sup> -> Female -> Life sciences -> Agricultural sciences and natural resources,All doctorate recipients<sup>a</sup>,Female,Life sciences,Agricultural sciences and natural resources,4,554,622,646,688,623,728,693,730,723,662,740,33.6
9464,r092,All doctorate recipients<sup>a</sup> -> Female -> Life sciences -> Biological and biomedical sciences,All doctorate recipients<sup>a</sup>,Female,Life sciences,Biological and biomedical sciences,4,4422,4410,4747,4682,4707,4476,4700,4485,4520,4325,4999,13.0
9464,r093,All doctorate recipients<sup>a</sup> -> Female -> Life sciences -> Health sciences,All doctorate recipients<sup>a</sup>,Female,Life sciences,Health sciences,4,1638,1680,1537,1559,1578,1683,1707,1726,1754,1579,1743,6.4
9464,r094,All doctorate recipients<sup>a</sup> -> Female -> Physical sciences and earth sciences,All doctorate recipients<sup>a</sup>,Female,Physical sciences and earth sciences,,3,1730,1864,1924,1987,1963,1978,2115,2212,2066,2023,2349,35.8
9464,r095,All doctorate recipients<sup>a</sup> -> Female -> Physical sciences and earth sciences -> Chemistry,All doctorate recipients<sup>a</sup>,Female,Physical sciences and earth sciences,Chemistry,4,894,985,1021,1074,991,1022,1066,1151,1091,1081,1254,40.3
9464,r096,"All doctorate recipients<sup>a</sup> -> Female -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences",All doctorate recipients<sup>a</sup>,Female,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",4,403,449,475,457,510,512,526,533,505,470,547,35.7
9464,r097,All doctorate recipients<sup>a</sup> -> Female -> Physical sciences and earth sciences -> Physics and astronomy,All doctorate recipients<sup>a</sup>,Female,Physical sciences and earth sciences,Physics and astronomy,4,433,430,428,456,462,444,523,528,470,472,548,26.6
9464,r098,All doctorate recipients<sup>a</sup> -> Female -> Mathematics and computer sciences,All doctorate recipients<sup>a</sup>,Female,Mathematics and computer sciences,,3,855,868,934,939,959,935,982,1092,1092,1143,1285,50.3
9464,r099,All doctorate recipients<sup>a</sup> -> Female -> Mathematics and computer sciences -> Computer and information sciences,All doctorate recipients<sup>a</sup>,Female,Mathematics and computer sciences,Computer and information sciences,4,374,341,400,422,420,432,434,508,502,586,648,73.3
9464,r100,All doctorate recipients<sup>a</sup> -> Female -> Mathematics and computer sciences -> Mathematics and statistics,All doctorate recipients<sup>a</sup>,Female,Mathematics and computer sciences,Mathematics and statistics,4,481,527,534,517,539,503,548,584,590,557,637,32.4
9464,r101,All doctorate recipients<sup>a</sup> -> Female -> Psychology and social sciences,All doctorate recipients<sup>a</sup>,Female,Psychology and social sciences,,3,4955,5077,5217,5315,5295,5312,5239,5377,5346,5171,5641,13.8
9464,r102,All doctorate recipients<sup>a</sup> -> Female -> Psychology and social sciences -> Psychology,All doctorate recipients<sup>a</sup>,Female,Psychology and social sciences,Psychology,4,2558,2594,2648,2719,2776,2793,2726,2796,2789,2715,2935,14.7
9464,r103,All doctorate recipients<sup>a</sup> -> Female -> Psychology and social sciences -> Anthropology,All doctorate recipients<sup>a</sup>,Female,Psychology and social sciences,Anthropology,4,360,362,328,307,289,287,298,290,303,280,287,-20.3
9464,r104,All doctorate recipients<sup>a</sup> -> Female -> Psychology and social sciences -> Economics,All doctorate recipients<sup>a</sup>,Female,Psychology and social sciences,Economics,4,402,416,404,434,417,410,396,429,404,408,437,8.7
9464,r105,All doctorate recipients<sup>a</sup> -> Female -> Psychology and social sciences -> Political science and government,All doctorate recipients<sup>a</sup>,Female,Psychology and social sciences,Political science and government,4,303,333,341,332,283,287,304,274,249,242,279,-7.9
9464,r106,All doctorate recipients<sup>a</sup> -> Female -> Psychology and social sciences -> Sociology,All doctorate recipients<sup>a</sup>,Female,Psychology and social sciences,Sociology,4,402,377,431,457,356,416,418,403,362,349,380,-5.5
9464,r107,All doctorate recipients<sup>a</sup> -> Female -> Psychology and social sciences -> Other social sciences,All doctorate recipients<sup>a</sup>,Female,Psychology and social sciences,Other social sciences,4,930,995,1065,1066,1174,1119,1097,1185,1239,1177,1323,42.3
9464,r108,All doctorate recipients<sup>a</sup> -> Female -> Engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,,3,1887,2052,2184,2297,2189,2321,2450,2466,2591,2656,3115,65.1
9464,r109,"All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All doctorate recipients<sup>a</sup>,Female,Engineering,"Aerospace, aeronautical, and astronautical engineering",4,39,55,55,53,56,42,46,56,70,62,65,66.7
9464,r110,All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Bioengineering and biomedical engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,Bioengineering and biomedical engineering,4,335,355,384,427,403,419,445,443,430,432,557,66.3
9464,r111,All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Chemical engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,Chemical engineering,4,256,258,290,317,296,265,293,316,299,327,397,55.1
9464,r112,All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Civil engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,Civil engineering,4,106,125,147,175,127,191,170,159,209,192,300,183.0
9464,r113,"All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Electrical, electronics, and communications engineering",All doctorate recipients<sup>a</sup>,Female,Engineering,"Electrical, electronics, and communications engineering",4,336,279,325,293,293,329,344,297,343,361,400,19.0
9464,r114,All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Industrial and manufacturing engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,Industrial and manufacturing engineering,4,62,65,89,89,71,79,68,62,95,116,119,91.9
9464,r115,All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Materials science engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,Materials science engineering,4,184,217,211,223,262,239,274,290,242,286,365,98.4
9464,r116,All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Mechanical engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,Mechanical engineering,4,177,196,197,201,201,219,216,249,261,262,315,78.0
9464,r117,All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Other engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,Other engineering,4,392,502,486,519,480,538,594,594,642,618,597,52.3
9464,r118,All doctorate recipients<sup>a</sup> -> Female -> Education,All doctorate recipients<sup>a</sup>,Female,Education,,3,3298,3364,3311,3492,3601,3289,3323,3211,3256,3012,3224,-2.2
9464,r119,All doctorate recipients<sup>a</sup> -> Female -> Education -> Education administration,All doctorate recipients<sup>a</sup>,Female,Education,Education administration,4,665,593,522,576,520,573,572,497,581,463,501,-24.7
9464,r120,All doctorate recipients<sup>a</sup> -> Female -> Education -> Education research,All doctorate recipients<sup>a</sup>,Female,Education,Education research,4,1765,1836,1783,1879,1625,1608,1705,1609,1611,1558,1656,-6.2
9464,r121,All doctorate recipients<sup>a</sup> -> Female -> Education -> Teacher education,All doctorate recipients<sup>a</sup>,Female,Education,Teacher education,4,113,87,117,120,137,92,78,84,85,93,90,-20.4
9464,r122,All doctorate recipients<sup>a</sup> -> Female -> Education -> Teaching fields,All doctorate recipients<sup>a</sup>,Female,Education,Teaching fields,4,527,617,649,659,853,660,688,698,647,580,634,20.3
9464,r123,All doctorate recipients<sup>a</sup> -> Female -> Education -> Other education,All doctorate recipients<sup>a</sup>,Female,Education,Other education,4,228,231,240,258,466,356,280,323,332,318,343,50.4
