table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_usda_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
3176,r012,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,11,"['31,364', '']","['3,107', '']","['391', '']","['23,058', '']","['7', '']","['80', '']","['0', '']","['334', '']","['1,998', '']","['2,260', '']","['129', '']"
3176,r013,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,12,"['31,137', '']","['0', '']","['5', '']","['26,240', '']","['0', '']","['49', '']","['0', '']","['2,788', '']","['8', '']","['1,961', '']","['86', '']"
3176,r014,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,13,"['29,714', '']","['342', '']","['0', '']","['19,931', '']","['0', '']","['21', '']","['925', '']","['1,963', '']","['0', '']","['6,362', '']","['170', '']"
3176,r015,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,14,"['29,336', '']","['46', '']","['0', '']","['21,435', '']","['3,431', '']","['264', '']","['189', '']","['270', '']","['1,248', '']","['2,393', '']","['60', '']"
3176,r016,All institutions -> U. Maryland<sup>a</sup>,All institutions,U. Maryland<sup>a</sup>,2,15,"['26,761', '']","['45', '']","['135', '']","['24,769', '']","['0', '']","['87', '']","['0', '']","['284', '']","['0', '']","['791', '']","['650', '']"
3176,r017,All institutions -> U. Georgia,All institutions,U. Georgia,2,16,"['26,571', '']","['0', '']","['95', '']","['23,585', '']","['4', '']","['0', '']","['88', '']","['1,656', '']","['0', '']","['1,121', '']","['22', '']"
3176,r018,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,17,"['23,791', '']","['0', '']","['28', '']","['18,808', '']","['12', '']","['0', '']","['0', '']","['356', '']","['0', '']","['3,537', '']","['1,050', '']"
3176,r019,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,18,"['23,474', '']","['66', '']","['931', '']","['18,820', '']","['0', '']","['0', '']","['1,923', '']","['106', '']","['0', '']","['776', '']","['852', '']"
3176,r020,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,19,"['22,377', '']","['0', '']","['0', '']","['20,346', '']","['0', '']","['0', '']","['0', '']","['143', '']","['10', '']","['1,839', '']","['39', '']"
3176,r021,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,20,"['21,174', '']","['272', '']","['0', '']","['18,868', '']","['23', '']","['0', '']","['4', '']","['44', '']","['0', '']","['1,799', '']","['164', '']"
3176,r022,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,21,"['19,682', '']","['93', '']","['0', '']","['13,852', '']","['1', '']","['8', '']","['1,043', '']","['51', '']","['0', '']","['2,542', '']","['2,092', '']"
3176,r023,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,22,"['19,204', '']","['163', '']","['11', '']","['16,794', '']","['103', '']","['0', '']","['30', '']","['479', '']","['0', '']","['883', '']","['741', '']"
3176,r024,"All institutions -> U. Tennessee, Knoxville, Institute of Agriculture",All institutions,"U. Tennessee, Knoxville, Institute of Agriculture",2,23,"['17,338', '']","['0', '']","['0', '']","['14,855', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,483', '']","['0', '']"
3176,r025,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,24,"['17,022', '']","['0', '']","['21', '']","['16,996', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3176,r026,All institutions -> U. Maine,All institutions,U. Maine,2,25,"['16,162', '']","['0', '']","['669', '']","['13,776', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['865', '']","['852', '']"
3176,r027,All institutions -> U. Arizona,All institutions,U. Arizona,2,26,"['16,066', '']","['0', '']","['214', '']","['12,607', '']","['8', '']","['0', '']","['0', '']","['857', '']","['0', '']","['2,362', '']","['18', '']"
3176,r028,All institutions -> Tufts U.,All institutions,Tufts U.,2,27,"['15,811', '']","['0', '']","['0', '']","['6,812', '']","['0', '']","['872', '']","['0', '']","['0', '']","['15', '']","['603', '']","['7,509', '']"
3176,r029,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,28,"['15,495', '']","['0', '']","['0', '']","['14,364', '']","['35', '']","['0', '']","['0', '']","['12', '']","['0', '']","['1,084', '']","['0', '']"
3176,r030,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,29,"['14,812', '']","['0', '']","['0', '']","['14,812', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3176,r031,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,30,"['14,709', '']","['0', '']","['162', '']","['13,276', '']","['0', '']","['0', '']","['107', '']","['363', '']","['0', '']","['706', '']","['95', '']"
3176,r032,All institutions -> U. Idaho,All institutions,U. Idaho,2,31,"['13,853', '']","['0', '']","['319', '']","['12,645', '']","['0', '']","['0', '']","['0', '']","['260', '']","['0', '']","['512', '']","['117', '']"
3176,r033,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,32,"['13,762', '']","['206', '']","['42', '']","['11,326', '']","['0', '']","['0', '']","['0', '']","['13', '']","['0', '']","['1,050', '']","['1,125', '']"
3176,r034,All institutions -> Utah State U.,All institutions,Utah State U.,2,33,"['13,648', '']","['0', '']","['0', '']","['13,174', '']","['1', '']","['0', '']","['0', '']","['18', '']","['0', '']","['403', '']","['52', '']"
3176,r035,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,34,"['12,538', '']","['35', '']","['53', '']","['11,164', '']","['19', '']","['0', '']","['0', '']","['173', '']","['0', '']","['750', '']","['344', '']"
3176,r036,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,35,"['10,176', '']","['0', '']","['408', '']","['8,851', '']","['0', '']","['0', '']","['0', '']","['3', '']","['0', '']","['868', '']","['46', '']"
3176,r037,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,36,"['9,766', '']","['0', '']","['0', '']","['8,912', '']","['0', '']","['0', '']","['7', '']","['66', '']","['0', '']","['714', '']","['67', '']"
3176,r038,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,37,"['9,587', '']","['0', '']","['30', '']","['9,226', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['317', '']","['14', '']"
3176,r039,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,38,"['9,373', '']","['0', '']","['303', '']","['8,721', '']","['23', '']","['0', '']","['0', '']","['14', '']","['0', '']","['280', '']","['32', '']"
3176,r040,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,39,"['9,200', '']","['11', '']","['35', '']","['6,487', '']","['0', '']","['0', '']","['22', '']","['99', '']","['0', '']","['2,174', '']","['372', '']"
3176,r041,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,40,"['8,753', '']","['0', '']","['170', '']","['8,215', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['368', '']","['0', '']"
3176,r042,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,41,"['8,739', '']","['0', '']","['0', '']","['7,277', '']","['0', '']","['0', '']","['0', '']","['29', '']","['716', '']","['592', '']","['125', '']"
3176,r043,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,42,"['7,999', '']","['0', '']","['96', '']","['7,330', '']","['4', '']","['8', '']","['0', '']","['8', '']","['0', '']","['170', '']","['383', '']"
3176,r044,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,43,"['7,953', '']","['0', '']","['1,015', '']","['6,300', '']","['14', '']","['0', '']","['0', '']","['63', '']","['0', '']","['561', '']","['0', '']"
3176,r045,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,44,"['7,496', '']","['0', '']","['495', '']","['6,228', '']","['0', '']","['85', '']","['0', '']","['8', '']","['40', '']","['640', '']","['0', '']"
3176,r046,All institutions -> U. Vermont,All institutions,U. Vermont,2,45,"['7,413', '']","['0', '']","['0', '']","['7,413', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3176,r047,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,46,"['7,212', '']","['0', '']","['297', '']","['6,501', '']","['0', '']","['0', '']","['0', '']","['0', '']","['208', '']","['201', '']","['5', '']"
3176,r048,All institutions -> Alcorn State U.,All institutions,Alcorn State U.,2,47,"['7,129', '']","['0', '']","['0', '']","['4,752', '']","['0', '']","['0', '']","['0', '']","['2,377', '']","['0', '']","['0', '']","['0', '']"
3176,r049,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,48,"['6,803', '']","['5', '']","['0', '']","['6,291', '']","['0', '']","['0', '']","['0', '']","['75', '']","['432', '']","['0', '']","['0', '']"
3176,r050,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,49,"['6,650', '']","['0', '']","['312', '']","['6,243', '']","['0', '']","['0', '']","['0', '']","['2', '']","['0', '']","['93', '']","['0', '']"
3176,r051,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,50,"['6,527', '']","['39', '']","['263', '']","['5,493', '']","['0', '']","['0', '']","['0', '']","['732', '']","['0', '']","['0', '']","['0', '']"
3176,r052,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,51,"['6,461', '']","['0', '']","['690', '']","['5,677', '']","['0', '']","['0', '']","['0', '']","['48', '']","['0', '']","['16', '']","['30', '']"
3176,r053,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,52,"['6,419', '']","['0', '']","['3,216', '']","['2,775', '']","['0', '']","['0', '']","['0', '']","['409', '']","['16', '']","['0', '']","['3', '']"
3176,r054,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,53,"['6,183', '']","['0', '']","['145', '']","['4,301', '']","['0', '']","['443', '']","['0', '']","['0', '']","['0', '']","['1,163', '']","['131', '']"
3176,r055,All institutions -> Clemson U.,All institutions,Clemson U.,2,54,"['5,737', '']","['427', '']","['0', '']","['2,456', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['210', '']","['2,644', '']"
3176,r056,All institutions -> Langston U.,All institutions,Langston U.,2,55,"['5,663', '']","['0', '']","['0', '']","['5,431', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['232', '']"
3176,r057,All institutions -> Tennessee State U.,All institutions,Tennessee State U.,2,56,"['5,555', '']","['82', '']","['0', '']","['5,347', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['126', '']"
3176,r058,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,57,"['5,516', '']","['0', '']","['314', '']","['4,207', '']","['0', '']","['245', '']","['0', '']","['539', '']","['56', '']","['155', '']","['0', '']"
3176,r059,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,58,"['5,407', '']","['0', '']","['113', '']","['4,403', '']","['0', '']","['0', '']","['52', '']","['756', '']","['0', '']","['69', '']","['14', '']"
3176,r060,All institutions -> Prairie View A&M U.,All institutions,Prairie View A&M U.,2,59,"['5,401', '']","['0', '']","['0', '']","['5,236', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['165', '']","['0', '']"
3176,r061,All institutions -> North Carolina Agricultural and Technical State U.,All institutions,North Carolina Agricultural and Technical State U.,2,60,"['5,371', '']","['0', '']","['14', '']","['5,231', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['126', '']"
3176,r062,All institutions -> Tuskegee U.,All institutions,Tuskegee U.,2,61,"['5,362', '']","['0', '']","['0', '']","['5,107', '']","['0', '']","['0', '']","['0', '']","['255', '']","['0', '']","['0', '']","['0', '']"
3176,r063,All institutions -> U. Delaware,All institutions,U. Delaware,2,62,"['5,352', '']","['0', '']","['87', '']","['4,123', '']","['0', '']","['0', '']","['0', '']","['994', '']","['45', '']","['99', '']","['4', '']"
3176,r064,All institutions -> Kentucky State U.,All institutions,Kentucky State U.,2,63,"['4,398', '']","['0', '']","['0', '']","['4,398', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3176,r065,All institutions -> Virginia State U.,All institutions,Virginia State U.,2,64,"['4,198', '']","['0', '']","['157', '']","['3,987', '']","['0', '']","['0', '']","['0', '']","['54', '']","['0', '']","['0', '']","['0', '']"
3176,r066,All institutions -> Tarleton State U.,All institutions,Tarleton State U.,2,65,"['4,194', '']","['0', '']","['214', '']","['3,980', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3176,r067,All institutions -> Texas A&M U.-Kingsville,All institutions,Texas A&M U.-Kingsville,2,66,"['4,008', '']","['0', '']","['0', '']","['3,966', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['42', '']","['0', '']"
3176,r068,All institutions -> Fort Valley State U.,All institutions,Fort Valley State U.,2,67,"['3,974', '']","['0', '']","['0', '']","['3,973', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']"
3176,r069,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,68,"['3,731', '']","['27', '']","['425', '']","['3,090', '']","['0', '']","['0', '']","['0', '']","['0', '']","['106', '']","['83', '']","['0', '']"
3176,r070,"All institutions -> U. Arkansas, Pine Bluff",All institutions,"U. Arkansas, Pine Bluff",2,69,"['3,693', '']","['0', '']","['0', '']","['3,693', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3176,r071,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,70,"['3,686', '']","['0', '']","['0', '']","['2,941', '']","['0', '']","['0', '']","['0', '']","['0', '']","['293', '']","['265', '']","['187', '']"
3176,r072,All institutions -> Delaware State U.,All institutions,Delaware State U.,2,71,"['3,191', '']","['0', '']","['0', '']","['3,025', '']","['0', '']","['0', '']","['0', '']","['166', '']","['0', '']","['0', '']","['0', '']"
3176,r073,"All institutions -> Southern U. and A&M C., Agricultural Research and Extension Center",All institutions,"Southern U. and A&M C., Agricultural Research and Extension Center",2,72,"['3,057', '']","['0', '']","['0', '']","['3,057', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3176,r074,All institutions -> West Virginia State U.,All institutions,West Virginia State U.,2,73,"['2,786', '']","['0', '']","['0', '']","['2,786', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3176,r075,All institutions -> U. Guam,All institutions,U. Guam,2,74,"['2,733', '']","['0', '']","['32', '']","['2,680', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['21', '']"
3176,r076,All institutions -> U. of the Virgin Islands,All institutions,U. of the Virgin Islands,2,75,"['2,694', '']","['0', '']","['0', '']","['2,642', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['51', '']"
3176,r077,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,76,"['2,615', '']","['0', '']","['15', '']","['2,311', '']","['0', '']","['0', '']","['0', '']","['11', '']","['0', '']","['0', '']","['278', '']"
3176,r078,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,77,"['2,452', '']","['0', '']","['0', '']","['652', '']","['256', '']","['0', '']","['186', '']","['1,056', '']","['242', '']","['60', '']","['0', '']"
3176,r079,"All institutions -> Lincoln U., Jefferson City",All institutions,"Lincoln U., Jefferson City",2,78,"['2,355', '']","['0', '']","['0', '']","['2,281', '']","['0', '']","['0', '']","['0', '']","['1', '']","['73', '']","['0', '']","['0', '']"
3176,r080,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,79,"['2,328', '']","['0', '']","['1,896', '']","['177', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['234', '']","['21', '']"
3176,r081,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,80,"['2,105', '']","['0', '']","['82', '']","['610', '']","['0', '']","['186', '']","['0', '']","['541', '']","['0', '']","['686', '']","['0', '']"
3176,r082,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,81,"['2,031', '']","['0', '']","['35', '']","['962', '']","['0', '']","['157', '']","['0', '']","['120', '']","['77', '']","['544', '']","['136', '']"
3176,r083,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,82,"['2,029', '']","['0', '']","['125', '']","['49', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['14', '']","['1,841', '']"
3176,r084,All institutions -> U. Texas Rio Grande Valley,All institutions,U. Texas Rio Grande Valley,2,83,"['2,018', '']","['47', '']","['0', '']","['1,461', '']","['0', '']","['483', '']","['0', '']","['0', '']","['0', '']","['0', '']","['27', '']"
3176,r085,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,84,"['1,917', '']","['0', '']","['0', '']","['1,917', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3176,r086,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,85,"['1,914', '']","['0', '']","['0', '']","['1,914', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3176,r087,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,86,"['1,906', '']","['11', '']","['6', '']","['752', '']","['0', '']","['0', '']","['0', '']","['23', '']","['591', '']","['34', '']","['489', '']"
3176,r088,All institutions -> U. of the District of Columbia,All institutions,U. of the District of Columbia,2,87,"['1,840', '']","['0', '']","['0', '']","['1,083', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['757', '']"
3176,r089,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,88,"['1,832', '']","['0', '']","['0', '']","['1,563', '']","['0', '']","['20', '']","['0', '']","['0', '']","['0', '']","['92', '']","['157', '']"
3176,r090,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,88,"['1,832', '']","['0', '']","['382', '']","['442', '']","['0', '']","['0', '']","['0', '']","['116', '']","['0', '']","['892', '']","['0', '']"
3176,r091,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,90,"['1,795', '']","['0', '']","['0', '']","['231', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,349', '']","['215', '']"
3176,r092,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,91,"['1,773', '']","['0', '']","['0', '']","['1,609', '']","['0', '']","['0', '']","['25', '']","['107', '']","['0', '']","['32', '']","['0', '']"
3176,r093,"All institutions -> SUNY, C. of Environmental Science and Forestry",All institutions,"SUNY, C. of Environmental Science and Forestry",2,92,"['1,754', '']","['2', '']","['169', '']","['1,277', '']","['0', '']","['44', '']","['0', '']","['35', '']","['0', '']","['227', '']","['0', '']"
3176,r094,All institutions -> Central State U.,All institutions,Central State U.,2,93,"['1,742', '']","['0', '']","['159', '']","['1,583', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3176,r095,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,94,"['1,584', '']","['0', '']","['1,578', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6', '']","['0', '']","['0', '']","['0', '']"
3176,r096,"All institutions -> U. Maryland, Eastern Shore",All institutions,"U. Maryland, Eastern Shore",2,95,"['1,570', '']","['0', '']","['239', '']","['611', '']","['0', '']","['0', '']","['0', '']","['720', '']","['0', '']","['0', '']","['0', '']"
3176,r097,"All institutions -> Arkansas State U., Jonesboro",All institutions,"Arkansas State U., Jonesboro",2,96,"['1,479', '']","['0', '']","['0', '']","['1,479', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3176,r098,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,97,"['1,407', '']","['0', '']","['18', '']","['330', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,059', '']"
3176,r099,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,98,"['1,367', '']","['15', '']","['101', '']","['1,138', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['113', '']","['0', '']"
3176,r100,All institutions -> Florida International U.,All institutions,Florida International U.,2,99,"['1,332', '']","['0', '']","['0', '']","['1,147', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['185', '']"
3176,r101,All institutions -> Boise State U.,All institutions,Boise State U.,2,100,"['1,325', '']","['0', '']","['88', '']","['1,101', '']","['0', '']","['111', '']","['0', '']","['8', '']","['0', '']","['0', '']","['17', '']"
3176,r102,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,101,"['1,319', '']","['0', '']","['54', '']","['614', '']","['0', '']","['0', '']","['0', '']","['165', '']","['0', '']","['474', '']","['12', '']"
3176,r103,All institutions -> Johns Hopkins U.<sup>b</sup>,All institutions,Johns Hopkins U.<sup>b</sup>,2,102,"['1,309', '']","['0', '']","['543', '']","['95', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['671', '']","['0', '']"
3176,r104,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,103,"['1,233', '']","['0', '']","['1,046', '']","['77', '']","['0', '']","['0', '']","['0', '']","['37', '']","['0', '']","['0', '']","['73', '']"
3176,r105,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,104,"['1,176', '']","['0', '']","['22', '']","['1,029', '']","['0', '']","['0', '']","['0', '']","['125', '']","['0', '']","['0', '']","['0', '']"
3176,r106,All institutions -> Portland State U.,All institutions,Portland State U.,2,105,"['1,123', '']","['0', '']","['78', '']","['912', '']","['0', '']","['0', '']","['0', '']","['133', '']","['0', '']","['0', '']","['0', '']"
3176,r107,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,106,"['1,120', '']","['0', '']","['168', '']","['602', '']","['0', '']","['67', '']","['0', '']","['0', '']","['0', '']","['30', '']","['253', '']"
3176,r108,All institutions -> Desert Research Institute,All institutions,Desert Research Institute,2,107,"['1,097', '']","['0', '']","['1,097', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3176,r109,"All institutions -> U. Puerto Rico, Mayaguez",All institutions,"U. Puerto Rico, Mayaguez",2,108,"['1,084', '']","['0', '']","['0', '']","['912', '']","['0', '']","['56', '']","['0', '']","['25', '']","['0', '']","['91', '']","['0', '']"
3176,r110,"All institutions -> California Polytechnic State U., San Luis Obispo",All institutions,"California Polytechnic State U., San Luis Obispo",2,109,"['1,068', '']","['0', '']","['0', '']","['1,008', '']","['0', '']","['0', '']","['0', '']","['55', '']","['0', '']","['0', '']","['5', '']"
3176,r111,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,110,"['1,059', '']","['6', '']","['0', '']","['129', '']","['0', '']","['0', '']","['0', '']","['6', '']","['0', '']","['898', '']","['20', '']"
3176,r112,All institutions -> Texas State U.,All institutions,Texas State U.,2,111,"['1,043', '']","['0', '']","['0', '']","['296', '']","['0', '']","['563', '']","['0', '']","['0', '']","['0', '']","['184', '']","['0', '']"
3176,r113,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,112,"['1,022', '']","['0', '']","['108', '']","['173', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['715', '']","['26', '']"
3176,r114,All institutions -> St. Edward's U.,All institutions,St. Edward's U.,2,113,"['1,000', '']","['100', '']","['200', '']","['400', '']","['0', '']","['100', '']","['0', '']","['100', '']","['100', '']","['0', '']","['0', '']"
3176,r115,All institutions -> Florida State U.,All institutions,Florida State U.,2,114,"['993', '']","['0', '']","['215', '']","['778', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3176,r116,"All institutions -> Southern Illinois U., Carbondale",All institutions,"Southern Illinois U., Carbondale",2,115,"['952', '']","['0', '']","['4', '']","['614', '']","['0', '']","['0', '']","['0', '']","['0', '']","['334', '']","['0', '']","['0', '']"
