table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures_received,field_total_from_higher_education_pass_through_entities,field_total_from_businesses,field_total_from_nonprofit_organizations,field_total_from_other_pass_through_entities,field_federally_financed_all_r_d_expenditures_received,field_federally_financed_from_higher_education_pass_through_entities,field_federally_financed_from_businesses,field_federally_financed_from_nonprofit_organizations,field_federally_financed_from_other_pass_through_entities
8020,r035,United States -> California,United States,California,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8020,r036,United States -> California -> Public,United States,California,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8020,r037,"United States -> California -> Public -> California Polytechnic State U., San Luis Obispo",United States,California,Public,"California Polytechnic State U., San Luis Obispo",4,"['3,744', '']","['1,733', '']","['963', '']","['369', '']","['679', '']","['2,998', '']","['1,548', '']","['635', '']","['272', '']","['543', '']"
8020,r038,"United States -> California -> Public -> California State Polytechnic U., Pomona",United States,California,Public,"California State Polytechnic U., Pomona",4,"['1,420', '']","['717', '']","['89', '']","['291', '']","['323', '']","['1,218', '']","['515', '']","['89', '']","['291', '']","['323', '']"
8020,r039,"United States -> California -> Public -> California State U., Bakersfield",United States,California,Public,"California State U., Bakersfield",4,"['82', '']","['48', '']","['0', '']","['0', '']","['34', '']","['34', '']","['0', '']","['0', '']","['0', '']","['34', '']"
8020,r040,"United States -> California -> Public -> California State U., Channel Islands",United States,California,Public,"California State U., Channel Islands",4,"['69', '']","['18', '']","['0', '']","['34', '']","['17', '']","['33', '']","['13', '']","['0', '']","['20', '']","['0', '']"
8020,r041,"United States -> California -> Public -> California State U., Chico",United States,California,Public,"California State U., Chico",4,"['456', '']","['304', '']","['0', '']","['0', '']","['152', '']","['290', '']","['290', '']","['0', '']","['0', '']","['0', '']"
8020,r042,"United States -> California -> Public -> California State U., Dominguez Hills",United States,California,Public,"California State U., Dominguez Hills",4,"['428', '']","['428', '']","['0', '']","['0', '']","['0', '']","['428', '']","['428', '']","['0', '']","['0', '']","['0', '']"
8020,r043,"United States -> California -> Public -> California State U., East Bay",United States,California,Public,"California State U., East Bay",4,"['2,294', '']","['991', '']","['168', '']","['6', '']","['1,129', '']","['763', '']","['232', '']","['85', '']","['0', '']","['446', '']"
8020,r044,"United States -> California -> Public -> California State U., Fresno",United States,California,Public,"California State U., Fresno",4,"['2,028', '']","['1,129', '']","['20', '']","['410', '']","['469', '']","['826', '']","['17', '']","['4', '']","['352', '']","['453', '']"
8020,r045,"United States -> California -> Public -> California State U., Fullerton",United States,California,Public,"California State U., Fullerton",4,"['830', '']","['768', '']","['20', '']","['42', '']","['0', '']","['620', '']","['600', '']","['20', '']","['0', '']","['0', '']"
8020,r046,"United States -> California -> Public -> California State U., Long Beach",United States,California,Public,"California State U., Long Beach",4,"['1,862', '']","['1,523', '']","['15', '']","['241', '']","['83', '']","['911', '']","['811', '']","['14', '']","['3', '']","['83', '']"
8020,r047,"United States -> California -> Public -> California State U., Los Angeles",United States,California,Public,"California State U., Los Angeles",4,"['938', '']","['893', '']","['0', '']","['45', '']","['0', '']","['697', '']","['652', '']","['0', '']","['45', '']","['0', '']"
8020,r048,"United States -> California -> Public -> California State U., Maritime Academy",United States,California,Public,"California State U., Maritime Academy",4,"['227', '']","['67', '']","['0', '']","['0', '']","['160', '']","['18', '']","['18', '']","['0', '']","['0', '']","['0', '']"
8020,r049,"United States -> California -> Public -> California State U., Monterey Bay",United States,California,Public,"California State U., Monterey Bay",4,"['2,683', '']","['703', '']","['2', '']","['1,571', '']","['407', '']","['2,318', '']","['520', '']","['2', '']","['1,558', '']","['238', '']"
8020,r050,"United States -> California -> Public -> California State U., Northridge",United States,California,Public,"California State U., Northridge",4,"['3,273', '']","['1,809', '']","['81', '']","['711', '']","['672', '']","['1,740', '']","['1,199', '']","['0', '']","['214', '']","['327', '']"
8020,r051,"United States -> California -> Public -> California State U., Sacramento",United States,California,Public,"California State U., Sacramento",4,"['1,360', '']","['1,197', '']","['9', '']","['63', '']","['91', '']","['335', '']","['275', '']","['0', '']","['8', '']","['52', '']"
8020,r052,"United States -> California -> Public -> California State U., San Bernardino",United States,California,Public,"California State U., San Bernardino",4,"['632', '']","['334', '']","['0', '']","['0', '']","['298', '']","['302', '']","['289', '']","['0', '']","['0', '']","['13', '']"
8020,r053,"United States -> California -> Public -> California State U., San Marcos",United States,California,Public,"California State U., San Marcos",4,"['173', '']","['127', '']","['0', '']","['46', '']","['0', '']","['171', '']","['125', '']","['0', '']","['46', '']","['0', '']"
8020,r054,"United States -> California -> Public -> California State U., Stanislaus",United States,California,Public,"California State U., Stanislaus",4,"['225', '']","['223', '']","['0', '']","['0', '']","['2', '']","['224', '']","['222', '']","['0', '']","['0', '']","['2', '']"
8020,r055,United States -> California -> Public -> Humboldt State U.,United States,California,Public,Humboldt State U.,4,"['2,109', '']","['1,061', '']","['55', '']","['532', '']","['461', '']","['823', '']","['277', '']","['12', '']","['196', '']","['338', '']"
8020,r056,United States -> California -> Public -> Naval Postgraduate School,United States,California,Public,Naval Postgraduate School,4,"['638', '']","['312', '']","['264', '']","['62', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8020,r057,United States -> California -> Public -> San Diego State U.,United States,California,Public,San Diego State U.,4,"['9,513', '']","['7,023', '']","['841', '']","['1,249', '']","['400', '']","['8,666', '']","['6,299', '']","['838', '']","['1,249', '']","['280', '']"
8020,r058,United States -> California -> Public -> San Francisco State U.,United States,California,Public,San Francisco State U.,4,"['2,534', '']","['1,968', '']","['24', '']","['341', '']","['201', '']","['2,058', '']","['1,852', '']","['15', '']","['181', '']","['10', '']"
8020,r059,United States -> California -> Public -> San Jose State U.,United States,California,Public,San Jose State U.,4,"['6,847', '']","['2,929', '']","['145', '']","['3,564', '']","['209', '']","['4,854', '']","['1,292', '']","['145', '']","['3,208', '']","['209', '']"
8020,r060,United States -> California -> Public -> Sonoma State U.,United States,California,Public,Sonoma State U.,4,"['526', '']","['508', '']","['0', '']","['15', '']","['3', '']","['421', '']","['403', '']","['0', '']","['15', '']","['3', '']"
8020,r061,"United States -> California -> Public -> U. California, Berkeley",United States,California,Public,"U. California, Berkeley",4,"['59,524', '']","['41,909', '']","['3,615', '']","['6,826', '']","['7,174', '']","['47,367', '']","['33,381', '']","['3,047', '']","['4,289', '']","['6,650', '']"
8020,r062,"United States -> California -> Public -> U. California, Davis",United States,California,Public,"U. California, Davis",4,"['53,026', '']","['28,924', '']","['6,322', '']","['12,788', '']","['4,992', '']","['44,679', '']","['26,385', '']","['4,488', '']","['9,402', '']","['4,404', '']"
8020,r063,"United States -> California -> Public -> U. California, Irvine",United States,California,Public,"U. California, Irvine",4,"['34,387', '']","['20,369', '']","['7,011', '']","['6,770', '']","['237', '']","['27,406', '']","['17,942', '']","['3,908', '']","['5,368', '']","['188', '']"
8020,r064,"United States -> California -> Public -> U. California, Los Angeles",United States,California,Public,"U. California, Los Angeles",4,"['78,743', '']","['49,104', '']","['10,742', '']","['18,480', '']","['417', '']","['66,321', '']","['43,445', '']","['7,745', '']","['14,965', '']","['166', '']"
8020,r065,"United States -> California -> Public -> U. California, Merced",United States,California,Public,"U. California, Merced",4,"['1,189', 'i']","['858', 'i']","['50', 'i']","['0', 'i']","['281', 'i']","['825', 'i']","['746', 'i']","['0', 'i']","['0', 'i']","['79', 'i']"
8020,r066,"United States -> California -> Public -> U. California, Office of the President",United States,California,Public,"U. California, Office of the President",4,"['55', '']","['0', '']","['0', '']","['0', '']","['55', '']","['55', '']","['0', '']","['0', '']","['0', '']","['55', '']"
8020,r067,"United States -> California -> Public -> U. California, Riverside",United States,California,Public,"U. California, Riverside",4,"['10,261', '']","['5,960', '']","['1,278', '']","['1,856', '']","['1,167', '']","['8,982', '']","['5,743', '']","['638', '']","['1,735', '']","['866', '']"
8020,r068,"United States -> California -> Public -> U. California, San Diego",United States,California,Public,"U. California, San Diego",4,"['141,475', '']","['57,636', '']","['21,675', '']","['27,945', '']","['34,219', '']","['102,909', '']","['48,092', '']","['12,037', '']","['23,389', '']","['19,391', '']"
8020,r069,"United States -> California -> Public -> U. California, San Francisco",United States,California,Public,"U. California, San Francisco",4,"['107,633', '']","['52,457', '']","['7,438', '']","['46,690', '']","['1,048', '']","['98,152', '']","['48,791', '']","['6,815', '']","['42,305', '']","['241', '']"
8020,r070,"United States -> California -> Public -> U. California, Santa Barbara",United States,California,Public,"U. California, Santa Barbara",4,"['24,228', '']","['13,665', '']","['4,353', '']","['6,161', '']","['49', '']","['21,105', '']","['11,683', '']","['4,051', '']","['5,344', '']","['27', '']"
8020,r071,"United States -> California -> Public -> U. California, Santa Cruz",United States,California,Public,"U. California, Santa Cruz",4,"['7,669', '']","['5,983', '']","['289', '']","['1,222', '']","['175', '']","['6,663', '']","['5,174', '']","['289', '']","['1,189', '']","['11', '']"
8020,r072,United States -> California -> Private,United States,California,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8020,r073,United States -> California -> Private -> Azusa Pacific U.,United States,California,Private,Azusa Pacific U.,4,"['197', '']","['46', '']","['0', '']","['11', '']","['140', '']","['57', '']","['46', '']","['0', '']","['11', '']","['0', '']"
8020,r074,United States -> California -> Private -> Biola U.,United States,California,Private,Biola U.,4,"['111', 'i']","['60', 'i']","['15', 'i']","['27', 'i']","['9', 'i']","['95', 'i']","['56', 'i']","['12', 'i']","['21', 'i']","['6', 'i']"
8020,r075,United States -> California -> Private -> California Institute of Technology,United States,California,Private,California Institute of Technology,4,"['38,725', '']","['29,331', '']","['1,571', '']","['7,823', '']","['0', '']","['34,354', '']","['26,217', '']","['1,569', '']","['6,568', '']","['0', '']"
8020,r076,United States -> California -> Private -> Chapman U.,United States,California,Private,Chapman U.,4,"['2,410', 'i']","['1,476', 'i']","['624', 'i']","['310', 'i']","['0', 'i']","['2,253', '']","['1,406', '']","['624', '']","['223', '']","['0', '']"
8020,r077,United States -> California -> Private -> Charles R. Drew U. of Medicine and Science,United States,California,Private,Charles R. Drew U. of Medicine and Science,4,"['1,386', '']","['0', '']","['0', '']","['0', '']","['1,386', '']","['1,386', '']","['0', '']","['0', '']","['0', '']","['1,386', '']"
8020,r078,United States -> California -> Private -> Claremont Graduate U.,United States,California,Private,Claremont Graduate U.,4,"['567', '']","['116', '']","['0', '']","['424', '']","['27', '']","['226', '']","['116', '']","['0', '']","['83', '']","['27', '']"
8020,r079,United States -> California -> Private -> Claremont McKenna C.,United States,California,Private,Claremont McKenna C.,4,"['128', '']","['128', '']","['0', '']","['0', '']","['0', '']","['128', '']","['128', '']","['0', '']","['0', '']","['0', '']"
8020,r080,United States -> California -> Private -> Fielding Graduate U.,United States,California,Private,Fielding Graduate U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8020,r081,United States -> California -> Private -> Harvey Mudd C.,United States,California,Private,Harvey Mudd C.,4,"['79', '']","['69', '']","['0', '']","['10', '']","['0', '']","['79', '']","['69', '']","['0', '']","['10', '']","['0', '']"
8020,r082,United States -> California -> Private -> High Tech High Graduate School of Ed.,United States,California,Private,High Tech High Graduate School of Ed.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8020,r083,United States -> California -> Private -> Keck Graduate Institute,United States,California,Private,Keck Graduate Institute,4,"['155', 'i']","['21', 'i']","['134', 'i']","['0', 'i']","['0', 'i']","['134', 'i']","['0', 'i']","['134', 'i']","['0', 'i']","['0', 'i']"
8020,r084,United States -> California -> Private -> La Sierra U.,United States,California,Private,La Sierra U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8020,r085,United States -> California -> Private -> Loma Linda U.,United States,California,Private,Loma Linda U.,4,"['1,207', '']","['924', '']","['239', '']","['44', '']","['0', '']","['1,207', '']","['924', '']","['239', '']","['44', '']","['0', '']"
8020,r086,United States -> California -> Private -> Loyola Marymount U.,United States,California,Private,Loyola Marymount U.,4,"['570', '']","['397', '']","['0', '']","['173', '']","['0', '']","['68', '']","['68', '']","['0', '']","['0', '']","['0', '']"
8020,r087,United States -> California -> Private -> Marshall B. Ketchum U.,United States,California,Private,Marshall B. Ketchum U.,4,"['36', 'i']","['36', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['36', 'i']","['36', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
8020,r088,United States -> California -> Private -> Mills C.,United States,California,Private,Mills C.,4,"['129', '']","['0', '']","['0', '']","['129', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8020,r089,United States -> California -> Private -> Occidental C.,United States,California,Private,Occidental C.,4,"['154', '']","['106', '']","['0', '']","['0', '']","['48', '']","['67', '']","['19', '']","['0', '']","['0', '']","['48', '']"
8020,r090,United States -> California -> Private -> Pepperdine U.,United States,California,Private,Pepperdine U.,4,"['319', '']","['276', '']","['0', '']","['38', '']","['5', '']","['143', '']","['121', '']","['0', '']","['22', '']","['0', '']"
8020,r091,United States -> California -> Private -> Pomona C.,United States,California,Private,Pomona C.,4,"['65', '']","['65', '']","['0', '']","['0', '']","['0', '']","['65', '']","['65', '']","['0', '']","['0', '']","['0', '']"
8020,r092,United States -> California -> Private -> Santa Clara U.,United States,California,Private,Santa Clara U.,4,"['334', '']","['116', '']","['217', '']","['1', '']","['0', '']","['326', '']","['108', '']","['217', '']","['1', '']","['0', '']"
8020,r093,United States -> California -> Private -> Scripps Research Institute,United States,California,Private,Scripps Research Institute,4,"['28,733', '']","['16,630', '']","['949', '']","['10,759', '']","['395', '']","['26,422', '']","['15,397', '']","['949', '']","['9,681', '']","['395', '']"
8020,r094,United States -> California -> Private -> Stanford U.,United States,California,Private,Stanford U.,4,"['147,307', '']","['96,636', '']","['16,707', '']","['29,845', '']","['4,119', '']","['113,359', '']","['77,377', '']","['11,176', '']","['24,167', '']","['639', '']"
8020,r095,United States -> California -> Private -> Touro U.,United States,California,Private,Touro U.,4,"['395', '']","['395', '']","['0', '']","['0', '']","['0', '']","['395', '']","['395', '']","['0', '']","['0', '']","['0', '']"
8020,r096,United States -> California -> Private -> U. of the Pacific,United States,California,Private,U. of the Pacific,4,"['40', '']","['40', '']","['0', '']","['0', '']","['0', '']","['40', '']","['40', '']","['0', '']","['0', '']","['0', '']"
8020,r097,United States -> California -> Private -> U. San Diego,United States,California,Private,U. San Diego,4,"['262', '']","['145', '']","['10', '']","['54', '']","['53', '']","['252', '']","['145', '']","['0', '']","['54', '']","['53', '']"
8020,r098,United States -> California -> Private -> U. San Francisco,United States,California,Private,U. San Francisco,4,"['61', '']","['42', '']","['0', '']","['19', '']","['0', '']","['61', '']","['42', '']","['0', '']","['19', '']","['0', '']"
8020,r099,United States -> California -> Private -> U. Southern California,United States,California,Private,U. Southern California,4,"['90,912', '']","['52,848', '']","['12,475', '']","['24,357', '']","['1,232', '']","['83,007', '']","['47,295', '']","['12,106', '']","['22,622', '']","['984', '']"
8020,r100,United States -> California -> Private -> Western U. of Health Sciences,United States,California,Private,Western U. of Health Sciences,4,"['385', '']","['285', '']","['100', '']","['0', '']","['0', '']","['373', '']","['285', '']","['88', '']","['0', '']","['0', '']"
8020,r101,United States -> Colorado,United States,Colorado,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8020,r102,United States -> Colorado -> Public,United States,Colorado,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8020,r103,United States -> Colorado -> Public -> Colorado School of Mines,United States,Colorado,Public,Colorado School of Mines,4,"['18,822', '']","['6,104', '']","['3,851', '']","['2,349', '']","['6,518', '']","['12,081', '']","['5,582', '']","['3,728', '']","['1,950', '']","['821', '']"
8020,r104,"United States -> Colorado -> Public -> Colorado State U., Fort Collins",United States,Colorado,Public,"Colorado State U., Fort Collins",4,"['40,374', '']","['20,991', '']","['7,628', '']","['4,194', '']","['7,561', '']","['39,069', '']","['20,432', '']","['7,299', '']","['3,830', '']","['7,508', '']"
8020,r105,"United States -> Colorado -> Public -> Colorado State U., Pueblo",United States,Colorado,Public,"Colorado State U., Pueblo",4,"['69', '']","['69', '']","['0', '']","['0', '']","['0', '']","['69', '']","['69', '']","['0', '']","['0', '']","['0', '']"
8020,r106,United States -> Colorado -> Public -> Fort Lewis C.,United States,Colorado,Public,Fort Lewis C.,4,"['379', '']","['379', '']","['0', '']","['0', '']","['0', '']","['379', '']","['379', '']","['0', '']","['0', '']","['0', '']"
8020,r107,United States -> Colorado -> Public -> U. Colorado Anschutz Medical Campus,United States,Colorado,Public,U. Colorado Anschutz Medical Campus,4,"['61,407', 'i']","['32,501', 'i']","['8,148', 'i']","['14,314', 'i']","['6,444', 'i']","['56,208', '']","['31,157', '']","['6,920', '']","['12,844', '']","['5,287', '']"
8020,r108,United States -> Colorado -> Public -> U. Colorado Boulder,United States,Colorado,Public,U. Colorado Boulder,4,"['68,887', 'i']","['35,216', 'i']","['12,494', 'i']","['8,115', 'i']","['13,062', 'i']","['67,133', '']","['34,743', '']","['11,987', '']","['7,759', '']","['12,644', '']"
8020,r109,United States -> Colorado -> Public -> U. Colorado Colorado Springs,United States,Colorado,Public,U. Colorado Colorado Springs,4,"['1,638', '']","['584', '']","['1,032', '']","['22', '']","['0', '']","['1,638', '']","['584', '']","['1,032', '']","['22', '']","['0', '']"
8020,r110,United States -> Colorado -> Public -> U. Colorado Denver<sup>a</sup>,United States,Colorado,Public,U. Colorado Denver<sup>a</sup>,4,"['2,871', 'i']","['1,751', 'i']","['542', 'i']","['174', 'i']","['404', 'i']","['2,710', '']","['1,709', '']","['504', '']","['129', '']","['368', '']"
8020,r111,United States -> Colorado -> Public -> U. Northern Colorado,United States,Colorado,Public,U. Northern Colorado,4,"['535', '']","['348', '']","['119', '']","['0', '']","['68', '']","['535', '']","['348', '']","['119', '']","['0', '']","['68', '']"
8020,r112,United States -> Colorado -> Public -> U.S. Air Force Academy,United States,Colorado,Public,U.S. Air Force Academy,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8020,r113,United States -> Colorado -> Private,United States,Colorado,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8020,r114,United States -> Colorado -> Private -> Colorado C.,United States,Colorado,Private,Colorado C.,4,"['12', '']","['12', '']","['0', '']","['0', '']","['0', '']","['12', '']","['12', '']","['0', '']","['0', '']","['0', '']"
