table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2018,field_2019,field_2020,field_2021_all_life_sciences,field_2021_agricultural_sciences,field_2021_biological_and_biomedical_sciences,field_2021_health_sciences,field_2021_natural_resources_and_conservation,field_2021_life_sciences_nec
7984,r011,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,10,"['489,297', '']","['513,100', '']","['521,691', '']","['569,385', '']","['0', '']","['143,283', '']","['426,102', '']","['0', '']","['0', '']"
7984,r012,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,11,"['398,656', '']","['443,745', '']","['480,452', '']","['554,582', '']","['0', '']","['235,660', '']","['318,922', '']","['0', '']","['0', '']"
7984,r013,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,12,"['501,174', '']","['548,206', '']","['547,904', '']","['549,127', '']","['0', '']","['185,914', '']","['333,812', '']","['6,254', '']","['23,147', '']"
7984,r014,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,13,"['444,153', '']","['476,233', '']","['489,071', '']","['528,261', '']","['0', '']","['237,968', '']","['290,293', '']","['0', '']","['0', '']"
7984,r015,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,14,"['392,520', '']","['417,741', '']","['459,909', '']","['523,747', '']","['0', '']","['21,562', '']","['502,185', '']","['0', '']","['0', '']"
7984,r016,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,15,"['382,263', '']","['391,543', '']","['413,212', '']","['484,119', '']","['0', '']","['121,941', '']","['361,743', '']","['13', '']","['422', '']"
7984,r017,All institutions -> Emory U.,All institutions,Emory U.,2,16,"['367,597', '']","['393,978', '']","['419,593', '']","['478,989', '']","['0', '']","['161,290', '']","['307,719', '']","['0', '']","['9,980', '']"
7984,r018,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,17,"['393,698', '']","['408,818', '']","['413,628', '']","['465,019', '']","['0', '']","['45,133', '']","['419,886', '']","['0', '']","['0', '']"
7984,r019,All institutions -> New York U.,All institutions,New York U.,2,18,"['318,869', '']","['335,764', '']","['353,092', '']","['446,533', '']","['0', '']","['177,500', '']","['267,032', '']","['0', '']","['2,001', '']"
7984,r020,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,19,"['339,676', '']","['370,062', '']","['393,156', '']","['426,804', '']","['0', '']","['115,175', '']","['302,805', '']","['0', '']","['8,824', '']"
7984,r021,All institutions -> Harvard U.,All institutions,Harvard U.,2,20,"['389,289', '']","['423,934', '']","['401,466', '']","['411,239', '']","['0', '']","['308,919', '']","['74,024', '']","['5,613', '']","['22,683', '']"
7984,r022,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,21,"['290,484', '']","['312,158', '']","['334,529', '']","['388,235', '']","['24,629', '']","['75,180', '']","['274,027', '']","['11,115', '']","['3,284', '']"
7984,r023,All institutions -> Cornell U.,All institutions,Cornell U.,2,22,"['278,645', '']","['321,219', '']","['352,059', '']","['385,534', '']","['32,441', '']","['164,967', '']","['185,010', '']","['2,952', '']","['164', '']"
7984,r024,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,23,"['330,313', '']","['366,311', '']","['373,989', '']","['385,530', '']","['40,355', '']","['159,456', '']","['185,553', '']","['102', '']","['64', '']"
7984,r025,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,24,"['319,449', '']","['345,887', '']","['341,725', '']","['366,366', '']","['0', '']","['100,726', '']","['265,640', '']","['0', '']","['0', '']"
7984,r026,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,25,"['300,098', '']","['309,354', '']","['315,101', '']","['365,472', '']","['0', '']","['196,635', '']","['168,837', '']","['0', '']","['0', '']"
7984,r027,All institutions -> U. Maryland<sup>b</sup>,All institutions,U. Maryland<sup>b</sup>,2,26,"['na', '']","['377,610', '']","['360,827', '']","['362,219', '']","['23,474', '']","['116,912', '']","['215,882', '']","['998', '']","['4,953', '']"
7984,r028,All institutions -> U. Colorado Anschutz Medical Campus<sup>c</sup>,All institutions,U. Colorado Anschutz Medical Campus<sup>c</sup>,2,27,"['na', '']","['na', '']","['na', '']","['361,493', '']","['299', '']","['4,008', '']","['357,186', '']","['0', '']","['0', '']"
7984,r029,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,28,"['270,596', '']","['289,023', '']","['321,704', '']","['350,221', '']","['31,002', '']","['65,420', '']","['245,788', '']","['4,590', '']","['3,421', '']"
7984,r030,All institutions -> U. Southern California,All institutions,U. Southern California,2,29,"['280,016', '']","['304,604', '']","['321,802', '']","['328,186', '']","['0', '']","['82,518', '']","['235,884', '']","['0', '']","['9,784', '']"
7984,r031,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,30,"['255,794', '']","['287,578', '']","['312,023', '']","['318,175', '']","['0', '']","['17,330', '']","['195,006', '']","['744', '']","['105,095', '']"
7984,r032,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,31,"['304,739', '']","['314,870', '']","['316,948', '']","['294,556', '']","['0', '']","['71,246', '']","['206,937', '']","['0', '']","['16,373', '']"
7984,r033,All institutions -> Boston U.,All institutions,Boston U.,2,32,"['175,980', '']","['217,748', '']","['228,882', '']","['293,731', '']","['0', '']","['112,638', '']","['181,093', '']","['0', '']","['0', '']"
7984,r034,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,33,"['225,026', '']","['228,266', '']","['263,035', '']","['282,277', '']","['0', '']","['34,328', '']","['239,842', '']","['0', '']","['8,107', '']"
7984,r035,All institutions -> U. Florida,All institutions,U. Florida,2,34,"['247,852', '']","['261,847', '']","['265,894', '']","['281,503', '']","['52,672', '']","['66,696', '']","['156,907', '']","['5,228', '']","['0', '']"
7984,r036,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,35,"['277,842', '']","['287,847', '']","['293,608', '']","['279,849', '']","['32,317', '']","['120,744', '']","['126,788', '']","['0', '']","['0', '']"
7984,r037,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,36,"['267,088', '']","['267,122', '']","['243,502', '']","['272,181', '']","['0', '']","['272,181', '']","['0', '']","['0', '']","['0', '']"
7984,r038,All institutions -> Uniformed Services U. of the Health Sciences,All institutions,Uniformed Services U. of the Health Sciences,2,37,"['211,620', '']","['289,658', '']","['229,498', '']","['262,204', '']","['0', '']","['5,079', '']","['257,125', '']","['0', '']","['0', '']"
7984,r039,All institutions -> U. Chicago,All institutions,U. Chicago,2,38,"['188,680', '']","['212,983', '']","['231,277', '']","['260,911', '']","['0', '']","['66,653', '']","['194,258', '']","['0', '']","['0', '']"
7984,r040,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,39,"['197,910', '']","['203,544', '']","['242,679', '']","['257,611', '']","['0', '']","['100,990', '']","['156,620', '']","['0', '']","['1', '']"
7984,r041,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,40,"['238,865', '']","['205,955', '']","['218,451', '']","['254,944', '']","['31,252', '']","['54,432', '']","['165,473', '']","['0', '']","['3,787', '']"
7984,r042,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,41,"['185,135', '']","['235,383', '']","['243,023', '']","['251,142', '']","['0', '']","['82,191', '']","['168,420', '']","['0', '']","['531', '']"
7984,r043,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,42,"['112,702', '']","['127,756', '']","['275,643', '']","['250,689', '']","['42,991', '']","['55,631', '']","['139,429', '']","['9,155', '']","['3,483', '']"
7984,r044,"All institutions -> U. Massachusetts, Medical School",All institutions,"U. Massachusetts, Medical School",2,43,"['194,953', '']","['197,388', '']","['192,938', '']","['248,873', '']","['0', '']","['100,459', '']","['62,856', '']","['0', '']","['85,558', '']"
7984,r045,All institutions -> U. Utah,All institutions,U. Utah,2,44,"['213,459', '']","['164,525', '']","['202,404', '']","['218,204', '']","['0', '']","['28,068', '']","['186,207', '']","['17', '']","['3,912', '']"
7984,r046,All institutions -> Albert Einstein C. of Medicine,All institutions,Albert Einstein C. of Medicine,2,45,"['196,457', '']","['202,513', '']","['204,635', '']","['214,619', '']","['0', '']","['0', '']","['214,619', '']","['0', '']","['0', '']"
7984,r047,All institutions -> U. Iowa,All institutions,U. Iowa,2,46,"['186,334', '']","['192,564', '']","['202,824', '']","['212,393', '']","['0', '']","['80,979', '']","['130,852', '']","['0', '']","['562', '']"
7984,r048,All institutions -> U. Arizona,All institutions,U. Arizona,2,47,"['157,629', '']","['177,953', '']","['179,457', '']","['206,315', '']","['13,626', '']","['115,658', '']","['71,073', '']","['5,958', '']","['0', '']"
7984,r049,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,48,"['153,711', '']","['154,878', '']","['163,540', '']","['194,972', '']","['7,306', '']","['73,202', '']","['114,464', '']","['0', '']","['0', '']"
7984,r050,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,49,"['154,913', '']","['167,585', '']","['186,706', '']","['190,160', '']","['0', '']","['130,255', '']","['59,905', '']","['0', '']","['0', '']"
7984,r051,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,50,"['101,725', '']","['144,035', '']","['160,153', '']","['187,839', '']","['17,728', '']","['37,530', '']","['17,382', '']","['111,322', '']","['3,877', '']"
7984,r052,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,51,"['151,899', '']","['163,236', '']","['164,482', '']","['186,487', '']","['0', '']","['2,321', '']","['184,166', '']","['0', '']","['0', '']"
7984,r053,All institutions -> U. Rochester,All institutions,U. Rochester,2,52,"['171,199', '']","['172,698', '']","['173,198', '']","['185,919', '']","['0', '']","['48,117', '']","['137,802', '']","['0', '']","['0', '']"
7984,r054,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,53,"['152,074', '']","['162,930', '']","['173,236', '']","['182,440', '']","['0', '']","['41,820', '']","['139,546', '']","['1,074', '']","['0', '']"
7984,r055,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,54,"['107,957', '']","['96,789', '']","['94,977', '']","['180,991', '']","['10', '']","['22,646', '']","['156,667', '']","['1,158', '']","['510', '']"
7984,r056,All institutions -> U. Miami,All institutions,U. Miami,2,55,"['138,701', '']","['159,479', '']","['167,153', '']","['167,201', '']","['0', '']","['62,744', '']","['98,956', '']","['632', '']","['4,869', '']"
7984,r057,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,56,"['124,665', '']","['146,907', '']","['154,842', '']","['166,751', '']","['13,036', '']","['101,455', '']","['52,260', '']","['0', '']","['0', '']"
7984,r058,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,57,"['128,232', '']","['132,647', '']","['133,624', '']","['165,139', '']","['0', '']","['36,466', '']","['72,125', '']","['0', '']","['56,548', '']"
7984,r059,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,58,"['142,639', '']","['153,226', '']","['153,802', '']","['162,394', '']","['0', '']","['51,796', '']","['48,670', '']","['0', '']","['61,928', '']"
7984,r060,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,59,"['115,983', '']","['128,408', '']","['142,756', '']","['154,668', '']","['0', '']","['75,077', '']","['79,591', '']","['0', '']","['0', '']"
7984,r061,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,60,"['131,739', '']","['134,964', '']","['146,249', '']","['142,063', '']","['26,181', '']","['63,659', '']","['51,789', '']","['434', '']","['0', '']"
7984,r062,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,61,"['143,557', '']","['155,127', '']","['136,029', '']","['141,436', '']","['38,807', '']","['62,624', '']","['28,328', '']","['2,642', '']","['9,035', '']"
7984,r063,All institutions -> U. Georgia,All institutions,U. Georgia,2,62,"['108,494', '']","['114,935', '']","['124,753', '']","['135,261', '']","['30,083', '']","['90,936', '']","['13,291', '']","['0', '']","['951', '']"
7984,r064,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,63,"['106,409', '']","['113,007', '']","['122,394', '']","['131,164', '']","['0', '']","['49,607', '']","['81,557', '']","['0', '']","['0', '']"
7984,r065,All institutions -> George Washington U.,All institutions,George Washington U.,2,64,"['117,015', '']","['114,065', '']","['117,325', '']","['122,600', '']","['0', '']","['39,381', '']","['83,219', '']","['0', '']","['0', '']"
7984,r066,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,65,"['81,037', '']","['97,918', '']","['110,331', '']","['121,883', '']","['23,746', '']","['54,744', '']","['1,159', '']","['42,234', '']","['0', '']"
7984,r067,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,66,"['112,538', '']","['115,309', '']","['119,018', '']","['119,251', '']","['199', '']","['65,808', '']","['26,345', '']","['26,899', '']","['0', '']"
7984,r068,All institutions -> Temple U.,All institutions,Temple U.,2,67,"['110,881', '']","['122,159', '']","['118,429', '']","['117,907', '']","['0', '']","['29,114', '']","['62,141', '']","['0', '']","['26,652', '']"
7984,r069,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,68,"['100,472', '']","['101,127', '']","['108,867', '']","['117,761', '']","['0', '']","['47,612', '']","['60,154', '']","['0', '']","['9,995', '']"
7984,r070,All institutions -> U. Texas Medical Branch,All institutions,U. Texas Medical Branch,2,69,"['103,263', '']","['107,395', '']","['113,827', '']","['117,490', '']","['0', '']","['85,905', '']","['31,585', '']","['0', '']","['0', '']"
7984,r071,All institutions -> Tufts U.,All institutions,Tufts U.,2,70,"['48,260', '']","['83,149', '']","['102,746', '']","['115,629', '']","['1,073', '']","['71,168', '']","['38,262', '']","['0', '']","['5,126', '']"
7984,r072,All institutions -> U. Kansas,All institutions,U. Kansas,2,71,"['94,896', '']","['102,440', '']","['113,305', '']","['115,370', '']","['0', '']","['30,741', '']","['83,587', '']","['1,042', '']","['0', '']"
7984,r073,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,72,"['102,258', '']","['102,425', '']","['108,496', '']","['115,162', '']","['0', '']","['51,230', '']","['62,571', '']","['0', '']","['1,361', '']"
7984,r074,"All institutions -> U. Nebraska, Medical Center",All institutions,"U. Nebraska, Medical Center",2,73,"['93,463', '']","['102,604', '']","['105,158', '']","['111,042', '']","['0', '']","['71,474', '']","['39,568', '']","['0', '']","['0', '']"
7984,r075,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,74,"['88,197', '']","['92,664', '']","['99,475', '']","['109,626', '']","['23,336', '']","['35,810', '']","['44,407', '']","['6,073', '']","['0', '']"
7984,r076,All institutions -> Thomas Jefferson U.,All institutions,Thomas Jefferson U.,2,75,"['64,869', '']","['74,816', '']","['74,594', '']","['109,364', '']","['0', '']","['49,473', '']","['59,891', '']","['0', '']","['0', '']"
7984,r077,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,76,"['74,985', '']","['77,391', '']","['77,133', '']","['109,131', '']","['0', '']","['8,536', '']","['99,766', '']","['0', '']","['829', '']"
7984,r078,All institutions -> Brown U.,All institutions,Brown U.,2,77,"['89,486', '']","['94,797', '']","['99,779', '']","['108,063', '']","['0', '']","['43,126', '']","['37,100', '']","['0', '']","['27,837', '']"
7984,r079,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,78,"['86,956', '']","['96,502', '']","['102,959', '']","['106,824', '']","['0', '']","['48,445', '']","['58,379', '']","['0', '']","['0', '']"
7984,r080,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,79,"['84,253', '']","['94,232', '']","['93,227', '']","['105,940', '']","['3,267', '']","['52,731', '']","['47,916', '']","['2,026', '']","['0', '']"
7984,r081,All institutions -> Washington State U.,All institutions,Washington State U.,2,80,"['78,651', '']","['86,617', '']","['84,222', '']","['101,065', '']","['37,176', '']","['23,178', '']","['36,732', '']","['2,264', '']","['1,715', '']"
7984,r082,All institutions -> U. South Florida<sup>d</sup>,All institutions,U. South Florida<sup>d</sup>,2,81,"['103,580', '']","['105,807', '']","['89,644', '']","['98,950', '']","['0', '']","['64,801', '']","['33,784', '']","['272', '']","['93', '']"
7984,r083,All institutions -> Tulane U.,All institutions,Tulane U.,2,82,"['89,243', '']","['90,615', '']","['92,019', '']","['98,650', '']","['0', '']","['25,730', '']","['21,498', '']","['110', '']","['51,312', '']"
7984,r084,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,83,"['100,337', '']","['94,317', '']","['94,419', '']","['98,639', '']","['0', '']","['53,355', '']","['44,449', '']","['543', '']","['292', '']"
7984,r085,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,84,"['82,864', '']","['81,326', '']","['82,626', '']","['92,292', '']","['0', '']","['87,220', '']","['5,072', '']","['0', '']","['0', '']"
7984,r086,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,85,"['88,216', '']","['92,845', '']","['89,306', '']","['88,791', '']","['0', '']","['16,595', '']","['72,186', '']","['0', '']","['10', '']"
7984,r087,All institutions -> U. Vermont,All institutions,U. Vermont,2,86,"['70,687', '']","['74,193', '']","['81,752', '']","['87,438', '']","['12,330', '']","['35,980', '']","['37,336', '']","['1,792', '']","['0', '']"
7984,r088,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,87,"['71,862', '']","['70,469', '']","['70,386', '']","['84,849', '']","['22', '']","['44,438', '']","['36,365', '']","['1,230', '']","['2,794', '']"
7984,r089,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,88,"['74,981', '']","['73,576', '']","['76,677', '']","['84,604', '']","['37,063', '']","['13,625', '']","['33,916', '']","['0', '']","['0', '']"
7984,r090,All institutions -> U. Arkansas for Medical Sciences,All institutions,U. Arkansas for Medical Sciences,2,89,"['57,523', '']","['63,498', '']","['70,508', '']","['83,387', '']","['0', '']","['34,745', '']","['47,652', '']","['0', '']","['990', '']"
7984,r091,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,90,"['64,447', '']","['66,880', '']","['72,245', '']","['79,517', '']","['0', '']","['32,725', '']","['46,790', '']","['0', '']","['2', '']"
7984,r092,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,91,"['64,925', '']","['68,066', '']","['70,516', '']","['78,583', '']","['26,857', '']","['32,710', '']","['7,005', '']","['11,927', '']","['84', '']"
7984,r093,All institutions -> U. Louisville,All institutions,U. Louisville,2,92,"['67,365', '']","['71,330', '']","['71,342', '']","['77,090', '']","['0', '']","['44,936', '']","['29,156', '']","['18', '']","['2,980', '']"
7984,r094,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,93,"['68,297', '']","['70,069', '']","['68,962', '']","['75,648', '']","['23,589', '']","['47,017', '']","['0', '']","['0', '']","['5,042', '']"
7984,r095,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,94,"['80,693', '']","['80,200', '']","['76,829', '']","['75,204', '']","['0', '']","['37,649', '']","['16,015', '']","['0', '']","['21,540', '']"
7984,r096,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,95,"['62,230', '']","['63,440', '']","['66,263', '']","['72,683', '']","['0', '']","['40,518', '']","['32,165', '']","['0', '']","['0', '']"
7984,r097,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,96,"['62,829', '']","['67,390', '']","['64,084', '']","['72,611', '']","['21,982', '']","['18,558', '']","['21,979', '']","['9,772', '']","['320', '']"
7984,r098,All institutions -> Rush U.,All institutions,Rush U.,2,97,"['61,445', '']","['66,527', '']","['63,438', '']","['70,912', '']","['0', '']","['10,059', '']","['60,853', '']","['0', '']","['0', '']"
7984,r099,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,98,"['54,071', '']","['60,735', '']","['65,063', '']","['67,899', '']","['0', '']","['67,730', '']","['123', '']","['0', '']","['46', '']"
7984,r100,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,99,"['65,897', '']","['66,036', '']","['62,548', '']","['62,074', '']","['6,687', '']","['19,052', '']","['28,587', '']","['1,093', '']","['6,655', '']"
7984,r101,All institutions -> Augusta U.,All institutions,Augusta U.,2,100,"['48,749', '']","['46,970', '']","['55,685', '']","['61,727', '']","['0', '']","['29,845', '']","['30,933', '']","['0', '']","['949', '']"
7984,r102,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,101,"['51,426', '']","['57,460', '']","['59,546', '']","['60,201', '']","['177', '']","['19,215', '']","['39,086', '']","['0', '']","['1,723', '']"
7984,r103,All institutions -> Drexel U.,All institutions,Drexel U.,2,102,"['47,522', '']","['51,968', '']","['49,999', '']","['58,129', '']","['0', '']","['26,987', '']","['30,650', '']","['492', '']","['0', '']"
7984,r104,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,103,"['67,139', '']","['73,854', '']","['62,068', '']","['56,889', '']","['2,207', '']","['54,682', '']","['0', '']","['0', '']","['0', '']"
7984,r105,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,104,"['54,201', '']","['54,905', '']","['60,272', '']","['56,344', '']","['21,142', '']","['17,834', '']","['6,315', '']","['0', '']","['11,053', '']"
7984,r106,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,105,"['64,121', '']","['47,334', '']","['51,775', '']","['56,184', '']","['0', '']","['40,918', '']","['15,101', '']","['164', '']","['1', '']"
7984,r107,"All institutions -> U. Tennessee, Health Science Center",All institutions,"U. Tennessee, Health Science Center",2,106,"['38,895', '']","['42,347', '']","['48,264', '']","['56,021', '']","['0', '']","['23,001', '']","['33,007', '']","['0', '']","['13', '']"
7984,r108,All institutions -> Princeton U.,All institutions,Princeton U.,2,107,"['47,385', '']","['55,044', '']","['53,867', '']","['54,327', '']","['0', '']","['52,315', '']","['0', '']","['2,012', '']","['0', '']"
7984,r109,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,108,"['48,945', '']","['53,489', '']","['53,870', '']","['53,300', '']","['0', '']","['9,864', '']","['43,436', '']","['0', '']","['0', '']"
7984,r110,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,109,"['39,026', '']","['40,114', '']","['45,895', '']","['51,926', '']","['183', '']","['14,945', '']","['26,382', '']","['10,416', '']","['0', '']"
7984,r111,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,110,"['35,726', '']","['39,527', '']","['41,367', '']","['51,717', '']","['5,139', '']","['16,135', '']","['24,940', '']","['4,225', '']","['1,278', '']"
7984,r112,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,111,"['44,434', '']","['47,731', '']","['45,823', '']","['51,067', '']","['18,185', '']","['29,672', '']","['234', '']","['2,976', '']","['0', '']"
7984,r113,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,112,"['46,984', '']","['48,939', '']","['48,702', '']","['48,519', '']","['24,698', '']","['14,327', '']","['6,214', '']","['3,280', '']","['0', '']"
7984,r114,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,113,"['28,846', '']","['31,966', '']","['41,696', '']","['45,420', '']","['8,249', '']","['24,845', '']","['12,326', '']","['0', '']","['0', '']"
7984,r115,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,114,"['30,829', '']","['31,278', '']","['33,564', '']","['43,804', '']","['3,561', '']","['25,242', '']","['11,439', '']","['2,560', '']","['1,002', '']"
7984,r116,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,115,"['33,518', '']","['42,813', '']","['42,667', '']","['43,726', '']","['977', '']","['36,680', '']","['3,515', '']","['580', '']","['1,974', '']"
7984,r117,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,116,"['31,543', '']","['35,061', '']","['37,520', '']","['42,435', '']","['30,757', '']","['2,552', '']","['734', '']","['5,937', '']","['2,455', '']"
7984,r118,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,117,"['47,740', '']","['46,819', '']","['43,367', '']","['40,991', '']","['29,741', '']","['10,615', '']","['635', '']","['0', '']","['0', '']"
7984,r119,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,118,"['65,947', '']","['71,179', '']","['45,162', '']","['38,544', '']","['0', '']","['18,406', '']","['20,138', '']","['0', '']","['0', '']"
