table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2018,field_2019,field_2020_all_engineering,field_2020_aerospace_aeronautical_and_astronautical_engineering,field_2020_bioengineering_and_biomedical_engineering,field_2020_chemical_engineering,field_2020_civil_engineering,field_2020_electrical_electronic_and_communications_engineering,field_2020_industrial_and_manufacturing_engineering,field_2020_mechanical_engineering,field_2020_metallurgical_and_materials_engineering,field_2020_engineering_nec_
5437,r011,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,10,"['242,963', '']","['249,788', '']","['259,935', '']","['12,615', '']","['12,543', '']","['37,569', '']","['35,537', '']","['63,425', '']","['141', '']","['49,202', '']","['21,465', '']","['27,438', '']"
5437,r012,All institutions -> Utah State U.,All institutions,Utah State U.,2,11,"['140,407', '']","['202,345', '']","['226,616', '']","['204,547', '']","['1,087', '']","['0', '']","['11,050', '']","['4,692', '']","['0', '']","['3,853', '']","['0', '']","['1,387', '']"
5437,r013,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,12,"['200,668', '']","['200,122', '']","['209,293', '']","['0', '']","['228', '']","['7,665', '']","['33,921', '']","['129,736', '']","['89', '']","['24', '']","['0', '']","['37,630', '']"
5437,r014,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,13,"['195,413', '']","['201,028', '']","['203,564', '']","['10,210', '']","['13,055', '']","['17,451', '']","['20,674', '']","['60,400', '']","['0', '']","['32,041', '']","['16,575', '']","['33,158', '']"
5437,r015,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,14,"['150,596', '']","['172,919', '']","['182,495', '']","['0', '']","['53,586', '']","['0', '']","['0', '']","['83,383', '']","['0', '']","['14,973', '']","['0', '']","['30,553', '']"
5437,r016,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,15,"['183,646', '']","['177,518', '']","['175,109', '']","['406', '']","['5,461', '']","['12,621', '']","['7,144', '']","['28,085', '']","['6,521', '']","['71,587', '']","['22,487', '']","['20,797', '']"
5437,r017,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,16,"['166,680', '']","['174,590', '']","['174,740', '']","['1,632', '']","['14,969', '']","['31,878', '']","['19,313', '']","['41,712', '']","['9,520', '']","['10,736', '']","['22,414', '']","['22,566', '']"
5437,r018,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,17,"['171,965', '']","['152,391', '']","['160,423', '']","['97,881', '']","['10,069', '']","['10,701', '']","['12,731', '']","['12,491', '']","['0', '']","['11,878', '']","['1,190', '']","['3,482', '']"
5437,r019,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,18,"['142,175', '']","['152,395', '']","['155,015', '']","['0', '']","['12,067', '']","['6,998', '']","['26,738', '']","['52,719', '']","['3,092', '']","['11,303', '']","['6,100', '']","['35,998', '']"
5437,r020,All institutions -> U. Maryland<sup>b</sup>,All institutions,U. Maryland<sup>b</sup>,2,19,"['na', '']","['158,814', '']","['153,109', '']","['13,740', '']","['20,034', '']","['5,367', '']","['35,931', '']","['20,393', '']","['0', '']","['17,561', '']","['12,927', '']","['27,156', '']"
5437,r021,All institutions -> U. Dayton,All institutions,U. Dayton,2,20,"['139,036', '']","['157,016', '']","['153,082', '']","['13,746', '']","['0', '']","['9,840', '']","['490', '']","['8,499', '']","['28,274', '']","['7,667', '']","['68,755', '']","['15,811', '']"
5437,r022,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,21,"['149,931', '']","['155,076', '']","['152,919', '']","['8,328', '']","['28,542', '']","['9,057', '']","['19,942', '']","['41,430', '']","['1,874', '']","['14,436', '']","['5,907', '']","['23,403', '']"
5437,r023,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,22,"['63,328', '']","['109,248', '']","['134,848', '']","['131,285', '']","['48', '']","['0', '']","['0', '']","['518', '']","['311', '']","['323', '']","['0', '']","['2,363', '']"
5437,r024,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,23,"['118,576', '']","['126,587', '']","['133,600', '']","['0', '']","['15,701', '']","['12,549', '']","['13,952', '']","['16,300', '']","['4,798', '']","['12,790', '']","['11,362', '']","['46,148', '']"
5437,r025,All institutions -> Stanford U.,All institutions,Stanford U.,2,24,"['146,504', '']","['134,585', '']","['130,950', '']","['15,157', '']","['26,083', '']","['17,176', '']","['15,130', '']","['18,285', '']","['0', '']","['24,302', '']","['9,972', '']","['4,845', '']"
5437,r026,"All institutions -> U. Tennessee, Knoxville<sup>c</sup>",All institutions,"U. Tennessee, Knoxville<sup>c</sup>",2,25,"['128,675', '']","['116,528', '']","['128,542', '']","['20,649', '']","['2,629', '']","['6,273', '']","['12,133', '']","['21,008', '']","['34,275', '']","['0', '']","['13,830', '']","['17,745', '']"
5437,r027,All institutions -> Cornell U.,All institutions,Cornell U.,2,26,"['92,590', '']","['110,545', '']","['123,703', '']","['3,050', '']","['18,636', '']","['12,915', '']","['8,567', '']","['25,517', '']","['4,657', '']","['20,086', '']","['19,421', '']","['10,854', '']"
5437,r028,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,27,"['124,637', '']","['120,976', '']","['120,929', '']","['12,046', '']","['25,028', '']","['24,803', '']","['13,513', '']","['19,080', '']","['2,281', '']","['18,088', '']","['6,090', '']","['0', '']"
5437,r029,All institutions -> U. Florida,All institutions,U. Florida,2,28,"['93,580', '']","['107,598', '']","['119,066', '']","['9,587', '']","['23,017', '']","['5,453', '']","['2,316', '']","['28,069', '']","['1,949', '']","['7,119', '']","['15,764', '']","['25,792', '']"
5437,r030,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,29,"['95,234', '']","['95,040', '']","['112,843', '']","['16,026', '']","['15,771', '']","['16,072', '']","['10,690', '']","['5,146', '']","['12,273', '']","['20,311', '']","['2,245', '']","['14,309', '']"
5437,r031,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,30,"['99,214', '']","['104,798', '']","['109,473', '']","['5,301', '']","['8,679', '']","['6,746', '']","['21,348', '']","['12,327', '']","['0', '']","['13,685', '']","['4,870', '']","['36,517', '']"
5437,r032,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,31,"['99,201', '']","['95,496', '']","['102,955', '']","['1,549', '']","['10,273', '']","['12,813', '']","['6,651', '']","['25,294', '']","['0', '']","['21,286', '']","['10,117', '']","['14,972', '']"
5437,r033,All institutions -> New York U.,All institutions,New York U.,2,32,"['85,767', '']","['99,711', '']","['100,207', '']","['0', '']","['107', '']","['1,874', '']","['1,394', '']","['15,280', '']","['0', '']","['2,888', '']","['0', '']","['78,664', '']"
5437,r034,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,33,"['89,128', '']","['92,277', '']","['97,951', '']","['0', '']","['22,983', '']","['2,488', '']","['44,957', '']","['12,137', '']","['0', '']","['10,049', '']","['0', '']","['5,337', '']"
5437,r035,All institutions -> Harvard U.,All institutions,Harvard U.,2,34,"['96,786', '']","['95,651', '']","['97,884', '']","['0', '']","['60,486', '']","['382', '']","['3,646', '']","['11,132', '']","['0', '']","['815', '']","['19,888', '']","['1,535', '']"
5437,r036,All institutions -> Duke U.,All institutions,Duke U.,2,35,"['92,715', '']","['100,379', '']","['95,657', '']","['0', '']","['43,021', '']","['0', '']","['9,763', '']","['31,499', '']","['0', '']","['8,266', '']","['2,282', '']","['826', '']"
5437,r037,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,36,"['87,250', '']","['94,340', '']","['94,674', '']","['0', '']","['16,001', '']","['13,064', '']","['17,127', '']","['34,296', '']","['0', '']","['11,033', '']","['0', '']","['3,153', '']"
5437,r038,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,37,"['91,799', '']","['95,797', '']","['93,520', '']","['0', '']","['10,244', '']","['8,111', '']","['7,469', '']","['33,642', '']","['0', '']","['16,512', '']","['6,140', '']","['11,402', '']"
5437,r039,All institutions -> Rice U.,All institutions,Rice U.,2,38,"['67,934', '']","['77,299', '']","['91,913', '']","['0', '']","['37,712', '']","['8,133', '']","['9,307', '']","['21,554', '']","['0', '']","['4,535', '']","['7,864', '']","['2,808', '']"
5437,r040,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,39,"['65,147', '']","['79,836', '']","['89,954', '']","['0', '']","['7,429', '']","['4,312', '']","['11,595', '']","['31,541', '']","['12,807', '']","['17,181', '']","['0', '']","['5,089', '']"
5437,r041,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,40,"['77,535', '']","['67,395', '']","['87,681', '']","['0', '']","['15,226', '']","['9,585', '']","['2,527', '']","['41,250', '']","['0', '']","['7,700', '']","['10,902', '']","['491', '']"
5437,r042,All institutions -> Boston U.,All institutions,Boston U.,2,41,"['83,013', '']","['78,154', '']","['85,651', '']","['1,746', '']","['35,868', '']","['188', '']","['0', '']","['22,851', '']","['2,635', '']","['10,916', '']","['1,020', '']","['10,427', '']"
5437,r043,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,42,"['77,243', '']","['89,702', '']","['84,478', '']","['31,277', '']","['0', '']","['14,730', '']","['14,901', '']","['22,234', '']","['0', '']","['0', '']","['52', '']","['1,284', '']"
5437,r044,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,43,"['61,221', '']","['83,974', '']","['84,333', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['84,333', '']"
5437,r045,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,44,"['77,165', '']","['79,638', '']","['82,690', '']","['0', '']","['22,392', '']","['14,650', '']","['7,482', '']","['18,763', '']","['0', '']","['12,106', '']","['0', '']","['7,297', '']"
5437,r046,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,45,"['67,574', '']","['78,444', '']","['82,299', '']","['0', '']","['20,457', '']","['9,194', '']","['0', '']","['16,788', '']","['0', '']","['22,352', '']","['0', '']","['13,508', '']"
5437,r047,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,46,"['69,735', '']","['78,455', '']","['82,047', '']","['0', '']","['12,232', '']","['7,274', '']","['20,610', '']","['3,859', '']","['0', '']","['2,274', '']","['0', '']","['35,798', '']"
5437,r048,All institutions -> U. Arizona,All institutions,U. Arizona,2,47,"['70,100', '']","['75,555', '']","['79,463', '']","['1,601', '']","['8,552', '']","['5,811', '']","['2,914', '']","['39,690', '']","['4,178', '']","['5,097', '']","['7,902', '']","['3,718', '']"
5437,r049,All institutions -> U. Southern California,All institutions,U. Southern California,2,48,"['72,961', '']","['76,180', '']","['78,005', '']","['1,523', '']","['8,416', '']","['3,205', '']","['7,048', '']","['42,612', '']","['2,425', '']","['6,665', '']","['0', '']","['6,111', '']"
5437,r050,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,49,"['81,662', '']","['80,413', '']","['77,150', '']","['0', '']","['14,678', '']","['14,434', '']","['5,619', '']","['7,501', '']","['3,948', '']","['6,525', '']","['15,415', '']","['9,030', '']"
5437,r051,All institutions -> Clemson U.,All institutions,Clemson U.,2,50,"['73,506', '']","['76,739', '']","['76,971', '']","['0', '']","['12,996', '']","['5,904', '']","['14,483', '']","['9,687', '']","['2,637', '']","['14,581', '']","['11,759', '']","['4,924', '']"
5437,r052,All institutions -> U. Delaware,All institutions,U. Delaware,2,51,"['52,932', '']","['66,447', '']","['74,258', '']","['0', '']","['5,239', '']","['41,292', '']","['8,565', '']","['11,012', '']","['0', '']","['6,898', '']","['0', '']","['1,252', '']"
5437,r053,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,52,"['72,301', '']","['72,596', '']","['72,758', '']","['2,088', '']","['19,807', '']","['6,151', '']","['2,143', '']","['4,606', '']","['821', '']","['5,696', '']","['0', '']","['31,446', '']"
5437,r054,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,53,"['70,000', '']","['83,072', '']","['72,602', '']","['0', '']","['16,398', '']","['4,574', '']","['1,549', '']","['16,824', '']","['0', '']","['9,288', '']","['10,680', '']","['13,289', '']"
5437,r055,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,54,"['56,233', '']","['59,742', '']","['70,593', '']","['3,723', '']","['1,206', '']","['7,466', '']","['9,482', '']","['9,695', '']","['4,338', '']","['19,199', '']","['522', '']","['14,962', '']"
5437,r056,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,55,"['48,399', '']","['60,183', '']","['69,220', '']","['12,558', '']","['1,368', '']","['6,372', '']","['5,317', '']","['8,023', '']","['6,252', '']","['17,936', '']","['299', '']","['11,095', '']"
5437,r057,All institutions -> Princeton U.,All institutions,Princeton U.,2,56,"['67,450', '']","['65,000', '']","['67,014', '']","['2,799', '']","['6,731', '']","['5,921', '']","['5,014', '']","['17,156', '']","['2,810', '']","['7,421', '']","['11,788', '']","['7,374', '']"
5437,r058,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,57,"['62,734', '']","['62,258', '']","['62,071', '']","['14,549', '']","['882', '']","['0', '']","['7,022', '']","['11,432', '']","['5,284', '']","['8,784', '']","['4,929', '']","['9,189', '']"
5437,r059,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,58,"['70,449', '']","['55,995', '']","['59,695', '']","['0', '']","['10,443', '']","['6,490', '']","['9,983', '']","['14,476', '']","['0', '']","['12,313', '']","['4,603', '']","['1,387', '']"
5437,r060,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,59,"['48,513', '']","['54,450', '']","['59,395', '']","['4,444', '']","['5,453', '']","['0', '']","['11,785', '']","['6,625', '']","['12,438', '']","['4,451', '']","['0', '']","['14,199', '']"
5437,r061,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,60,"['54,219', '']","['49,745', '']","['58,804', '']","['0', '']","['1,111', '']","['21,952', '']","['14,209', '']","['10,658', '']","['0', '']","['8,915', '']","['0', '']","['1,959', '']"
5437,r062,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,61,"['57,190', '']","['59,831', '']","['57,923', '']","['0', '']","['5,241', '']","['9,362', '']","['4,797', '']","['12,815', '']","['498', '']","['16,872', '']","['4,393', '']","['3,945', '']"
5437,r063,All institutions -> U. Utah,All institutions,U. Utah,2,62,"['42,053', 'i']","['55,478', 'i']","['57,608', 'i']","['0', 'i']","['10,656', 'i']","['9,364', 'i']","['4,901', 'i']","['13,230', 'i']","['0', 'i']","['12,796', 'i']","['3,945', 'i']","['2,716', 'i']"
5437,r064,All institutions -> Florida State U.,All institutions,Florida State U.,2,63,"['56,281', '']","['56,352', '']","['56,493', '']","['2,776', '']","['4,015', '']","['3,193', '']","['6,512', '']","['13,819', '']","['2,397', '']","['20,996', '']","['2,138', '']","['647', '']"
5437,r065,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,64,"['104,371', '']","['92,937', '']","['55,880', '']","['0', '']","['5,209', '']","['4,166', '']","['2,131', '']","['6,067', '']","['509', '']","['6,927', '']","['3,113', '']","['27,758', '']"
5437,r066,All institutions -> U. Houston,All institutions,U. Houston,2,65,"['50,047', '']","['51,806', '']","['55,210', '']","['2,244', '']","['11,839', '']","['12,273', '']","['6,515', '']","['8,165', '']","['722', '']","['6,834', '']","['603', '']","['6,015', '']"
5437,r067,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,66,"['44,995', '']","['46,075', '']","['53,586', '']","['0', '']","['14,129', '']","['10,975', '']","['3,983', '']","['8,768', '']","['2,291', '']","['9,752', '']","['0', '']","['3,688', '']"
5437,r068,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,67,"['44,864', '']","['48,028', '']","['53,343', '']","['587', '']","['3,107', '']","['674', '']","['5,955', '']","['6,429', '']","['680', '']","['2,617', '']","['85', '']","['33,209', '']"
5437,r069,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,68,"['48,102', '']","['47,555', '']","['53,030', '']","['8,271', '']","['6,470', '']","['3,507', '']","['693', '']","['5,960', '']","['0', '']","['7,356', '']","['18,086', '']","['2,687', '']"
5437,r070,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,69,"['52,960', '']","['54,760', '']","['52,511', '']","['0', '']","['0', '']","['1,055', '']","['36,181', '']","['1,899', '']","['0', '']","['906', '']","['827', '']","['11,643', '']"
5437,r071,All institutions -> George Mason U.,All institutions,George Mason U.,2,70,"['15,785', '']","['36,101', '']","['52,423', '']","['0', '']","['6,016', '']","['0', '']","['5,129', '']","['20,341', '']","['18,591', '']","['1,705', '']","['389', '']","['252', '']"
5437,r072,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,71,"['45,494', '']","['46,972', '']","['51,693', '']","['9,139', '']","['3,051', '']","['7,955', '']","['12,202', '']","['4,877', '']","['0', '']","['307', '']","['12', '']","['14,150', '']"
5437,r073,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,72,"['49,434', '']","['53,932', '']","['51,685', '']","['0', '']","['9,481', '']","['3,662', '']","['15,613', '']","['9,457', '']","['38', '']","['5,476', '']","['6,267', '']","['1,691', '']"
5437,r074,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,73,"['34,105', '']","['40,733', '']","['51,198', '']","['30,622', '']","['254', '']","['1,031', '']","['3,390', '']","['5,450', '']","['3,602', '']","['5,612', '']","['465', '']","['772', '']"
5437,r075,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,74,"['49,271', '']","['49,587', '']","['50,900', '']","['0', '']","['2,773', '']","['1,832', '']","['11,468', '']","['13,571', '']","['3,645', '']","['7,683', '']","['519', '']","['9,409', '']"
5437,r076,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,75,"['43,363', '']","['48,666', '']","['50,812', '']","['0', '']","['14,739', '']","['0', '']","['0', '']","['12,239', '']","['1,464', '']","['7,611', '']","['4,821', '']","['9,938', '']"
5437,r077,All institutions -> U. Iowa,All institutions,U. Iowa,2,76,"['50,848', '']","['50,377', '']","['48,433', '']","['0', '']","['588', '']","['1,529', '']","['21,652', '']","['3,616', '']","['757', '']","['1,946', '']","['0', '']","['18,345', '']"
5437,r078,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,77,"['47,821', '']","['50,743', '']","['46,976', '']","['1,169', '']","['1,756', '']","['3,512', '']","['8,775', '']","['2,510', '']","['206', '']","['3,462', '']","['4,557', '']","['21,029', '']"
5437,r079,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,78,"['39,907', '']","['44,044', '']","['46,751', '']","['0', '']","['3,677', '']","['6,131', '']","['14,913', '']","['8,364', '']","['0', '']","['5,456', '']","['6,583', '']","['1,627', '']"
5437,r080,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,79,"['35,504', '']","['44,195', '']","['46,694', '']","['369', '']","['1,627', '']","['5,512', '']","['7,318', '']","['476', '']","['0', '']","['7,364', '']","['15,810', '']","['8,218', '']"
5437,r081,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,80,"['45,745', '']","['47,435', '']","['45,263', '']","['0', '']","['2,350', '']","['2,325', '']","['3,777', '']","['8,273', '']","['0', '']","['20,255', '']","['3,936', '']","['4,347', '']"
5437,r082,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,81,"['44,588', '']","['46,889', '']","['43,098', '']","['6,836', '']","['1,886', '']","['3,844', '']","['7,668', '']","['9,508', '']","['0', '']","['10,998', '']","['0', '']","['2,358', '']"
5437,r083,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,82,"['40,249', '']","['44,057', '']","['42,856', '']","['0', '']","['0', '']","['8,952', '']","['9,653', '']","['10,124', '']","['2,090', '']","['5,229', '']","['0', '']","['6,808', '']"
5437,r084,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,83,"['38,919', '']","['42,609', '']","['42,839', '']","['0', '']","['814', '']","['2,513', '']","['15,082', '']","['8,951', '']","['213', '']","['13,995', '']","['0', '']","['1,271', '']"
5437,r085,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,84,"['31,294', '']","['31,748', '']","['42,804', '']","['243', '']","['0', '']","['7,329', '']","['3,523', '']","['4,944', '']","['0', '']","['18,846', '']","['0', '']","['7,919', '']"
5437,r086,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,85,"['35,067', '']","['37,950', '']","['42,739', '']","['7,567', '']","['684', '']","['5,399', '']","['6,911', '']","['10,458', '']","['829', '']","['1,408', '']","['900', '']","['8,583', '']"
5437,r087,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,86,"['29,724', '']","['39,111', '']","['41,752', '']","['0', '']","['1,549', '']","['0', '']","['0', '']","['3,918', '']","['0', '']","['0', '']","['0', '']","['36,285', '']"
5437,r088,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,87,"['37,520', '']","['42,516', '']","['40,786', '']","['60', '']","['0', '']","['5,613', '']","['4,569', '']","['5,879', '']","['5,086', '']","['11,021', '']","['1,824', '']","['6,734', '']"
5437,r089,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,88,"['44,604', '']","['45,803', '']","['40,084', '']","['0', '']","['0', '']","['6,543', '']","['10,772', '']","['2,195', '']","['444', '']","['4,160', '']","['4,667', '']","['11,303', '']"
5437,r090,All institutions -> Florida International U.,All institutions,Florida International U.,2,89,"['31,410', '']","['35,138', '']","['39,826', '']","['0', '']","['5,219', '']","['0', '']","['13,669', '']","['11,045', '']","['77', '']","['3,662', '']","['1,254', '']","['4,900', '']"
5437,r091,All institutions -> Washington State U.,All institutions,Washington State U.,2,90,"['43,674', '']","['39,578', '']","['39,533', '']","['15', '']","['4,061', '']","['5,290', '']","['7,608', '']","['7,580', '']","['64', '']","['7,150', '']","['4,580', '']","['3,185', '']"
5437,r092,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,91,"['25,643', '']","['36,521', '']","['38,833', '']","['0', '']","['5,056', '']","['1,169', '']","['6,597', '']","['2,987', '']","['16', '']","['5,113', '']","['0', '']","['17,895', '']"
5437,r093,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,92,"['46,184', '']","['41,228', '']","['37,911', '']","['0', '']","['15,944', '']","['6,537', '']","['837', '']","['6,909', '']","['0', '']","['6,932', '']","['554', '']","['198', '']"
5437,r094,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,93,"['36,132', '']","['34,590', '']","['37,758', '']","['0', '']","['8,320', '']","['4,314', '']","['4,737', '']","['11,510', '']","['3,315', '']","['3,489', '']","['0', '']","['2,073', '']"
5437,r095,All institutions -> Mercer U.,All institutions,Mercer U.,2,94,"['23,532', '']","['32,624', '']","['37,450', '']","['12,953', '']","['0', '']","['0', '']","['3', '']","['404', '']","['0', '']","['14,423', '']","['9,143', '']","['524', '']"
5437,r096,"All institutions -> U. South Florida, Tampa",All institutions,"U. South Florida, Tampa",2,95,"['45,487', '']","['45,508', '']","['37,162', '']","['36', '']","['3,394', '']","['3,732', '']","['17,467', '']","['5,761', '']","['955', '']","['4,575', '']","['0', '']","['1,242', '']"
5437,r097,All institutions -> Yale U.,All institutions,Yale U.,2,96,"['35,939', '']","['36,591', '']","['36,806', '']","['0', '']","['12,158', '']","['5,222', '']","['0', '']","['10,978', '']","['0', '']","['7,619', '']","['0', '']","['829', '']"
5437,r098,All institutions -> U. Maine,All institutions,U. Maine,2,97,"['27,459', '']","['32,368', '']","['36,760', '']","['0', '']","['20', '']","['8,189', '']","['1,153', '']","['1,616', '']","['1,291', '']","['2,610', '']","['20,974', '']","['907', '']"
