table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
3194,r011,All institutions -> Stanford U.,All institutions,Stanford U.,2,10,"['810,300', '']","['868,393', '']","['854,580', '']","['900,547', '']","['912,244', '']","['969,643', '']","['1,012,351', '']","['1,055,418', '']","['1,106,314', '']","['1,158,689', '']"
3194,r012,All institutions -> Harvard U.,All institutions,Harvard U.,2,11,"['561,703', '']","['623,116', '']","['753,973', '']","['910,569', '']","['875,964', '']","['955,246', '']","['1,011,950', '']","['1,032,590', '']","['1,066,612', '']","['1,129,158', '']"
3194,r013,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,12,"['746,828', '']","['846,499', '']","['864,748', '']","['942,467', '']","['955,601', '']","['939,252', '']","['1,013,128', '']","['1,061,535', '']","['1,094,063', '']","['1,113,654', '']"
3194,r014,All institutions -> Cornell U.,All institutions,Cornell U.,2,13,"['747,199', '']","['779,809', '']","['799,794', '']","['841,224', '']","['874,727', '']","['946,419', '']","['956,184', '']","['963,166', '']","['1,033,740', '']","['1,103,810', '']"
3194,r015,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,14,"['806,014', '']","['880,425', '']","['839,793', '']","['846,556', '']","['835,838', '']","['852,333', '']","['880,508', '']","['930,198', '']","['995,762', '']","['1,068,746', '']"
3194,r016,All institutions -> Yale U.,All institutions,Yale U.,2,15,"['621,125', '']","['654,259', '']","['654,824', '']","['787,609', '']","['764,002', '']","['792,953', '']","['865,970', '']","['930,569', '']","['972,856', '']","['1,056,640', '']"
3194,r017,All institutions -> U. Maryland<sup>b</sup>,All institutions,U. Maryland<sup>b</sup>,2,16,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['1,047,276', '']"
3194,r018,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,17,"['764,916', '']","['824,489', '']","['806,832', '']","['834,181', '']","['850,880', '']","['844,016', '']","['872,514', '']","['881,286', '']","['915,798', '']","['970,212', '']"
3194,r019,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,18,"['599,529', '']","['663,279', '']","['685,814', '']","['718,096', '']","['794,980', '']","['833,406', '']","['852,095', '']","['888,029', '']","['929,710', '']","['969,496', '']"
3194,r020,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,19,"['770,888', '']","['841,173', '']","['847,809', '']","['845,847', '']","['844,766', '']","['826,010', '']","['793,710', '']","['848,733', '']","['908,771', '']","['965,696', '']"
3194,r021,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,20,"['646,222', '']","['693,714', '']","['770,367', '']","['833,884', '']","['815,008', '']","['858,917', '']","['880,111', '']","['878,964', '']","['893,508', '']","['940,079', '']"
3194,r022,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,21,"['611,226', '']","['650,588', '']","['683,894', '']","['726,377', '']","['720,248', '']","['757,116', '']","['780,118', '']","['785,603', '']","['859,009', '']","['931,076', '']"
3194,r023,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,22,"['762,041', '']","['776,945', '']","['783,894', '']","['825,011', '']","['785,705', '']","['774,384', '']","['809,985', '']","['826,683', '']","['885,661', '']","['924,031', '']"
3194,r024,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,23,"['666,516', '']","['682,553', '']","['669,968', '']","['796,101', '']","['826,152', '']","['836,250', '']","['859,952', '']","['869,100', '']","['882,191', '']","['911,375', '']"
3194,r025,All institutions -> U. Florida,All institutions,U. Florida,2,24,"['636,607', '']","['686,048', '']","['649,988', '']","['642,502', '']","['652,341', '']","['699,750', '']","['741,945', '']","['766,469', '']","['831,362', '']","['880,771', '']"
3194,r026,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,25,"['719,574', '']","['794,023', '']","['720,082', '']","['743,321', '']","['752,836', '']","['745,238', '']","['751,293', '']","['804,699', '']","['818,428', '']","['876,402', '']"
3194,r027,All institutions -> U. Southern California,All institutions,U. Southern California,2,26,"['574,366', '']","['579,717', '']","['593,003', '']","['610,382', '']","['650,506', '']","['650,457', '']","['662,029', '']","['725,528', '']","['854,673', '']","['869,142', '']"
3194,r028,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,27,"['693,749', '']","['707,404', '']","['689,035', '']","['665,484', '']","['646,756', '']","['680,150', '']","['726,622', '']","['740,005', '']","['797,267', '']","['866,478', '']"
3194,r029,All institutions -> New York U.,All institutions,New York U.,2,28,"['343,762', '']","['402,327', '']","['425,043', '']","['435,095', '']","['490,614', '']","['505,071', '']","['751,393', '']","['822,329', '']","['801,961', '']","['845,249', '']"
3194,r030,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,29,"['554,228', '']","['595,202', '']","['602,451', '']","['612,009', '']","['621,504', '']","['627,320', '']","['684,767', '']","['724,060', '']","['776,458', '']","['827,607', '']"
3194,r031,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,30,"['669,282', '']","['698,193', '']","['704,999', '']","['715,870', '']","['699,689', '']","['706,087', '']","['726,070', '']","['726,469', '']","['774,775', '']","['791,184', '']"
3194,r032,All institutions -> Emory U.,All institutions,Emory U.,2,31,"['498,309', '']","['479,678', 'i']","['474,537', '']","['493,734', '']","['551,556', 'i']","['574,472', '']","['597,971', '']","['646,146', '']","['693,172', '']","['773,843', '']"
3194,r033,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,32,"['659,572', '']","['670,926', '']","['696,904', '']","['690,299', '']","['708,485', '']","['748,139', '']","['734,486', '']","['724,817', '']","['747,690', '']","['751,584', '']"
3194,r034,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,33,"['478,345', '']","['534,806', '']","['533,878', '']","['548,086', '']","['659,418', '']","['619,866', '']","['612,351', '']","['681,286', '']","['702,128', '']","['730,378', '']"
3194,r035,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,34,"['370,666', '']","['405,527', '']","['400,680', '']","['428,654', '']","['463,429', '']","['508,353', '']","['540,296', '']","['575,448', '']","['640,141', '']","['722,241', '']"
3194,r036,All institutions -> U. Arizona,All institutions,U. Arizona,2,35,"['577,958', '']","['597,988', '']","['615,434', '']","['616,487', '']","['575,864', '']","['592,874', '']","['592,412', '']","['609,965', '']","['672,038', '']","['715,290', '']"
3194,r037,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,36,"['399,358', '']","['423,766', '']","['471,620', '']","['479,145', '']","['492,501', '']","['519,994', '']","['573,204', '']","['653,611', '']","['673,959', '']","['682,018', '']"
3194,r038,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,37,"['447,874', '']","['466,061', '']","['474,700', '']","['508,799', '']","['496,314', '']","['520,220', '']","['572,527', '']","['604,952', '']","['623,396', '']","['651,920', '']"
3194,r039,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,38,"['493,386', '']","['522,769', '']","['558,022', '']","['721,587', '']","['598,531', '']","['614,011', '']","['587,264', '']","['602,641', '']","['609,984', '']","['640,880', '']"
3194,r040,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,39,"['156,996', '']","['160,038', '']","['151,240', '']","['173,464', '']","['172,380', '']","['451,508', '']","['471,055', '']","['507,553', '']","['534,811', '']","['630,449', '']"
3194,r041,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,40,"['407,170', '']","['415,502', '']","['420,737', '']","['474,192', '']","['627,076', '']","['607,257', '']","['610,648', '']","['633,789', '']","['666,368', '']","['621,194', '']"
3194,r042,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,41,"['531,412', '']","['558,377', '']","['549,312', '']","['572,959', '']","['526,173', '']","['551,654', '']","['565,708', '']","['598,597', '']","['617,567', '']","['619,929', '']"
3194,r043,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,42,"['477,145', '']","['520,001', '']","['528,140', '']","['528,564', '']","['502,457', '']","['498,887', '']","['517,879', '']","['533,598', '']","['535,826', '']","['598,411', '']"
3194,r044,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,43,"['483,862', '']","['497,680', '']","['449,108', '']","['434,882', '']","['421,475', '']","['509,586', '']","['531,492', '']","['553,651', '']","['575,060', '']","['595,361', '']"
3194,r045,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,44,"['296,458', '']","['323,567', '']","['344,611', '']","['367,277', '']","['380,581', '']","['403,708', '']","['441,411', '']","['484,315', '']","['559,391', '']","['572,588', '']"
3194,r046,All institutions -> U. Utah,All institutions,U. Utah,2,45,"['375,420', '']","['410,392', '']","['425,558', '']","['486,245', '']","['476,017', '']","['509,409', '']","['322,670', '']","['318,956', '']","['534,208', 'i']","['548,714', 'i']"
3194,r047,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,46,"['271,843', '']","['377,757', '']","['363,569', '']","['366,103', '']","['337,732', '']","['339,813', '']","['367,926', '']","['431,793', '']","['490,902', '']","['547,179', '']"
3194,r048,All institutions -> U. Colorado Denver and Anschutz Medical Campus,All institutions,U. Colorado Denver and Anschutz Medical Campus,2,47,"['376,917', '']","['407,517', '']","['422,844', '']","['400,815', '']","['401,230', '']","['400,515', '']","['432,693', '']","['472,859', '']","['517,749', '']","['535,819', '']"
3194,r049,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,48,"['393,888', '']","['445,302', '']","['448,054', '']","['487,121', '']","['502,486', '']","['495,502', '']","['512,333', '']","['511,340', '']","['520,575', '']","['532,154', '']"
3194,r050,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,49,"['357,802', '']","['374,446', '']","['400,046', '']","['413,524', '']","['440,392', '']","['462,347', '']","['479,039', '']","['488,974', '']","['497,851', '']","['523,124', '']"
3194,r051,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,50,"['393,518', '']","['419,456', '']","['408,294', '']","['414,738', '']","['399,571', '']","['408,412', '']","['401,701', '']","['427,236', '']","['464,289', '']","['513,397', '']"
3194,r052,All institutions -> Boston U.,All institutions,Boston U.,2,51,"['344,687', '']","['348,593', '']","['330,247', '']","['359,312', '']","['353,850', '']","['372,267', '']","['379,117', '']","['398,754', '']","['435,864', '']","['508,813', '']"
3194,r053,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,52,"['419,220', '']","['431,883', '']","['435,085', '']","['440,620', '']","['434,627', '']","['438,824', '']","['442,666', '']","['461,797', '']","['474,260', '']","['496,697', '']"
3194,r054,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,53,"['335,983', '']","['372,034', '']","['373,512', '']","['369,663', '']","['362,882', '']","['403,654', '']","['433,850', '']","['474,496', '']","['488,883', '']","['486,073', '']"
3194,r055,All institutions -> U. Iowa,All institutions,U. Iowa,2,54,"['435,118', '']","['433,088', '']","['432,980', '']","['423,097', '']","['436,852', '']","['423,528', '']","['447,718', '']","['466,462', '']","['484,253', '']","['483,809', '']"
3194,r056,All institutions -> U. Chicago,All institutions,U. Chicago,2,55,"['432,943', '']","['446,512', '']","['411,864', '']","['389,900', '']","['378,322', '']","['402,777', '']","['402,491', '']","['419,996', '']","['412,791', '']","['448,263', '']"
3194,r057,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,56,"['417,805', '']","['428,206', '']","['430,246', '']","['422,041', '']","['417,436', '']","['400,167', '']","['403,827', '']","['406,196', '']","['430,379', '']","['435,852', '']"
3194,r058,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,57,"['387,298', '']","['400,768', '']","['398,673', '']","['399,899', '']","['386,231', '']","['384,161', '']","['364,670', '']","['354,582', '']","['396,839', '']","['427,734', '']"
3194,r059,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,58,"['311,105', '']","['328,870', '']","['335,874', '']","['329,500', '']","['322,315', '']","['313,798', '']","['325,582', '']","['339,309', '']","['399,295', '']","['422,781', '']"
3194,r060,All institutions -> Uniformed Services U. of the Health Sciences,All institutions,Uniformed Services U. of the Health Sciences,2,59,"['134,126', '']","['175,365', '']","['143,250', '']","['164,232', '']","['262,489', '']","['361,173', '']","['256,203', '']","['298,370', '']","['308,326', '']","['417,300', '']"
3194,r061,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,60,"['314,990', '']","['334,324', '']","['305,360', '']","['307,134', '']","['313,112', '']","['325,268', '']","['329,414', '']","['346,710', '']","['372,148', '']","['415,629', '']"
3194,r062,All institutions -> U. Georgia,All institutions,U. Georgia,2,61,"['274,380', '']","['300,388', '']","['311,498', '']","['308,486', '']","['313,445', '']","['330,273', '']","['360,520', '']","['403,575', '']","['390,773', '']","['414,909', '']"
3194,r063,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,62,"['350,857', '']","['364,175', '']","['354,132', '']","['332,366', '']","['322,313', '']","['325,558', '']","['340,295', '']","['367,934', '']","['382,973', '']","['398,384', '']"
3194,r064,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,63,"['337,976', '']","['337,783', '']","['340,930', '']","['371,387', '']","['370,083', '']","['367,133', '']","['373,308', '']","['386,386', '']","['393,241', '']","['394,279', '']"
3194,r065,All institutions -> U. Rochester,All institutions,U. Rochester,2,64,"['412,704', '']","['428,144', '']","['388,401', '']","['382,399', '']","['347,161', '']","['344,921', '']","['344,489', '']","['351,924', '']","['369,072', '']","['392,275', '']"
3194,r066,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,65,"['291,621', '']","['321,130', '']","['335,336', '']","['303,461', '']","['300,572', '']","['308,785', '']","['323,068', '']","['328,221', '']","['356,951', '']","['382,252', '']"
3194,r067,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,66,"['359,245', '']","['374,636', '']","['374,075', 'i']","['333,548', 'i']","['358,137', '']","['350,833', '']","['356,204', '']","['380,711', '']","['363,007', '']","['375,558', '']"
3194,r068,All institutions -> Princeton U.,All institutions,Princeton U.,2,67,"['231,862', '']","['255,483', '']","['264,980', '']","['264,998', '']","['287,730', '']","['272,379', '']","['285,733', '']","['321,953', '']","['351,297', '']","['370,700', '']"
3194,r069,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,68,"['355,581', '']","['373,750', '']","['381,918', '']","['358,797', '']","['339,644', '']","['344,619', '']","['314,365', '']","['352,200', '']","['343,254', '']","['365,409', '']"
3194,r070,All institutions -> U. Miami,All institutions,U. Miami,2,69,"['278,664', '']","['321,830', '']","['361,772', '']","['338,568', '']","['342,852', '']","['328,082', '']","['355,690', '']","['365,310', '']","['355,132', '']","['358,621', '']"
3194,r071,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,70,"['na', '']","['na', '']","['na', '']","['na', '']","['412,851', '']","['295,313', '']","['316,680', '']","['308,843', '']","['257,316', '']","['352,788', '']"
3194,r072,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,71,"['265,750', '']","['272,491', '']","['292,896', '']","['298,474', '']","['316,368', '']","['323,932', '']","['335,136', '']","['348,845', '']","['353,142', '']","['351,089', '']"
3194,r073,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,72,"['221,376', '']","['240,956', '']","['254,992', '']","['270,898', '']","['250,497', '']","['241,829', '']","['304,383', '']","['313,145', '']","['318,218', '']","['346,356', '']"
3194,r074,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,73,"['243,890', '']","['261,016', '']","['252,675', '']","['259,320', '']","['297,293', '']","['295,635', '']","['316,822', '']","['310,100', '']","['343,890', '']","['342,498', '']"
3194,r075,"All institutions -> U. South Florida, Tampa",All institutions,"U. South Florida, Tampa",2,74,"['330,528', '']","['343,366', '']","['394,694', '']","['410,092', '']","['436,578', '']","['420,002', '']","['447,812', '']","['502,216', '']","['334,944', '']","['330,968', '']"
3194,r076,All institutions -> Washington State U.,All institutions,Washington State U.,2,75,"['285,120', '']","['299,905', '']","['288,693', '']","['273,037', '']","['287,942', 'i']","['306,989', '']","['307,431', '']","['310,607', '']","['314,688', '']","['319,147', '']"
3194,r077,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,76,"['193,608', '']","['210,274', '']","['195,251', '']","['198,995', '']","['204,360', '']","['203,660', '']","['224,497', '']","['277,638', '']","['287,951', '']","['303,965', '']"
3194,r078,All institutions -> Albert Einstein C. of Medicine,All institutions,Albert Einstein C. of Medicine,2,77,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['289,660', '']","['289,685', '']","['297,328', '']","['298,824', '']"
3194,r079,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,78,"['224,632', '']","['213,346', '']","['236,586', '']","['245,451', '']","['242,594', '']","['243,534', '']","['260,098', '']","['262,267', '']","['282,253', '']","['295,600', '']"
3194,r080,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,79,"['280,432', '']","['281,221', '']","['279,019', '']","['276,748', '']","['282,462', '']","['274,001', '']","['282,574', '']","['258,402', '']","['278,075', '']","['287,203', '']"
3194,r081,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,80,"['211,385', '']","['220,141', '']","['238,472', '']","['245,171', '']","['254,877', '']","['260,152', '']","['264,485', '']","['270,749', '']","['275,161', '']","['284,544', '']"
3194,r082,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,81,"['201,187', '']","['223,828', '']","['217,177', '']","['220,916', '']","['227,104', '']","['227,568', '']","['240,239', '']","['250,627', '']","['262,863', '']","['283,375', '']"
3194,r083,All institutions -> U. Kansas,All institutions,U. Kansas,2,82,"['251,992', '']","['248,076', '']","['256,310', '']","['267,050', '']","['251,186', '']","['257,766', '']","['241,656', '']","['251,140', '']","['269,494', '']","['282,642', '']"
3194,r084,"All institutions -> U. Massachusetts, Medical School",All institutions,"U. Massachusetts, Medical School",2,83,"['232,039', '']","['262,714', '']","['256,090', '']","['245,923', '']","['241,869', '']","['250,338', '']","['253,099', '']","['279,884', '']","['274,211', '']","['281,507', '']"
3194,r085,All institutions -> Utah State U.,All institutions,Utah State U.,2,84,"['147,612', '']","['172,563', '']","['155,305', '']","['156,774', '']","['167,256', '']","['173,848', '']","['178,830', '']","['184,746', '']","['215,994', '']","['280,476', '']"
3194,r086,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,85,"['303,085', '']","['318,316', '']","['312,311', '']","['326,402', '']","['319,818', '']","['313,046', '']","['300,864', '']","['288,294', '']","['272,971', '']","['277,704', '']"
3194,r087,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,86,"['230,387', '']","['247,252', '']","['250,468', '']","['236,126', '']","['247,379', '']","['251,621', '']","['257,958', '']","['257,176', '']","['256,826', '']","['273,034', '']"
3194,r088,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,87,"['240,772', '']","['261,172', '']","['236,250', '']","['233,256', '']","['233,737', '']","['234,299', '']","['237,016', '']","['246,060', '']","['258,411', '']","['271,525', '']"
3194,r089,All institutions -> Temple U.,All institutions,Temple U.,2,88,"['115,543', '']","['122,663', '']","['126,288', '']","['207,190', '']","['206,556', '']","['210,371', '']","['232,379', '']","['249,156', '']","['253,548', '']","['263,217', '']"
3194,r090,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,89,"['133,120', '']","['130,269', '']","['234,975', '']","['232,760', '']","['233,613', '']","['243,430', '']","['238,605', '']","['242,967', '']","['245,600', '']","['262,763', '']"
3194,r091,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,90,"['215,400', '']","['227,752', '']","['239,571', '']","['231,342', '']","['229,456', '']","['242,874', '']","['252,541', '']","['260,893', '']","['266,684', '']","['257,935', '']"
3194,r092,All institutions -> Florida State U.,All institutions,Florida State U.,2,91,"['208,834', '']","['216,869', '']","['208,005', '']","['224,425', '']","['231,390', '']","['237,427', '']","['243,327', '']","['247,319', '']","['260,486', '']","['257,656', '']"
3194,r093,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,92,"['201,846', '']","['206,207', '']","['218,209', '']","['224,030', '']","['210,301', '']","['219,485', '']","['227,942', '']","['235,430', '']","['240,949', '']","['257,048', '']"
3194,r094,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,93,"['223,032', '']","['217,793', '']","['222,320', '']","['197,359', '']","['200,251', '']","['216,817', '']","['229,939', '']","['233,024', '']","['235,581', '']","['255,674', '']"
3194,r095,All institutions -> George Washington U.,All institutions,George Washington U.,2,94,"['189,113', '']","['189,427', '']","['187,652', '']","['192,152', '']","['213,334', '']","['226,132', '']","['214,984', '']","['226,005', '']","['242,029', '']","['249,198', '']"
3194,r096,All institutions -> Brown U.,All institutions,Brown U.,2,95,"['201,116', '']","['223,455', '']","['234,906', '']","['222,945', '']","['291,917', 'i']","['286,332', 'i']","['235,373', '']","['201,253', '']","['233,689', '']","['245,883', '']"
3194,r097,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,96,"['191,816', '']","['215,358', '']","['209,040', '']","['201,237', '']","['199,713', '']","['199,283', '']","['199,925', '']","['209,618', '']","['229,436', '']","['244,752', '']"
3194,r098,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,97,"['192,034', '']","['208,460', '']","['203,730', '']","['182,721', '']","['176,380', '']","['171,538', '']","['169,533', '']","['181,876', '']","['190,991', '']","['236,494', '']"
3194,r099,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,98,"['248,753', '']","['252,620', '']","['221,666', '']","['217,984', '']","['213,253', '']","['207,830', '']","['214,306', '']","['220,199', '']","['230,231', '']","['235,072', '']"
3194,r100,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,99,"['207,906', '']","['217,206', '']","['216,218', '']","['220,840', '']","['221,817', '']","['224,321', '']","['227,591', '']","['236,623', '']","['245,400', '']","['233,310', '']"
3194,r101,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,100,"['176,422', '']","['185,566', '']","['179,310', '']","['175,880', '']","['177,540', '']","['196,412', '']","['202,150', '']","['210,827', '']","['222,757', '']","['230,882', '']"
3194,r102,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,101,"['217,952', '']","['217,877', '']","['222,916', '']","['225,976', '']","['225,614', '']","['213,537', '']","['219,907', '']","['225,767', '']","['223,349', '']","['230,097', '']"
3194,r103,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,102,"['181,746', '']","['198,775', '']","['204,352', '']","['198,232', '']","['220,016', '']","['216,592', '']","['212,374', '']","['194,088', '']","['204,400', '']","['229,143', '']"
3194,r104,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,103,"['133,877', 'i']","['151,814', '']","['165,708', '']","['175,264', '']","['170,471', '']","['166,591', '']","['177,240', '']","['199,356', '']","['233,705', '']","['221,726', '']"
3194,r105,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,104,"['104,288', '']","['121,466', '']","['143,328', '']","['156,234', '']","['160,461', '']","['171,148', '']","['175,187', '']","['184,061', '']","['190,469', '']","['211,694', '']"
3194,r106,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,105,"['155,538', '']","['164,301', '']","['171,829', '']","['170,503', '']","['162,983', '']","['157,308', '']","['162,734', '']","['187,948', '']","['192,160', '']","['210,896', '']"
3194,r107,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,106,"['164,850', '']","['176,545', '']","['178,207', '']","['172,217', '']","['183,210', '']","['197,183', '']","['193,863', '']","['194,030', '']","['193,495', '']","['203,885', '']"
