table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_nsf_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
5445,r014,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,13,"['82,731', '']","['9,376', '']","['19,301', '']","['4,761', '']","['1,589', '']","['20,012', '']","['313', '']","['5,166', '']","['429', '']","['11,289', '']","['10,495', '']"
5445,r015,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,14,"['78,931', '']","['4,369', '']","['817', '']","['18,083', '']","['3,767', '']","['34,662', '']","['995', '']","['1,889', '']","['1,163', '']","['6,432', '']","['6,754', '']"
5445,r016,All institutions -> Stanford U.,All institutions,Stanford U.,2,15,"['78,681', '']","['5,614', '']","['4,039', '']","['6,112', '']","['3,521', '']","['14,540', '']","['1,529', '']","['2,238', '']","['0', '']","['17,168', '']","['23,920', '']"
5445,r017,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,16,"['70,426', '']","['10,062', '']","['1,505', '']","['6,601', '']","['677', '']","['6,927', '']","['430', '']","['1,008', '']","['0', '']","['38,101', '']","['5,115', '']"
5445,r018,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,17,"['69,146', '']","['5,947', '']","['4,411', '']","['6,926', '']","['997', '']","['4,466', '']","['572', '']","['6,598', '']","['7,898', '']","['29,248', '']","['2,083', '']"
5445,r019,All institutions -> Princeton U.,All institutions,Princeton U.,2,18,"['68,930', '']","['10,667', '']","['7,783', '']","['5,066', '']","['4,517', '']","['25,331', '']","['1,026', '']","['2,153', '']","['0', '']","['12,339', '']","['48', '']"
5445,r020,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,19,"['68,052', '']","['158', '']","['2,416', '']","['10,191', '']","['5,074', '']","['15,086', '']","['1,324', '']","['596', '']","['4,953', '']","['25,213', '']","['3,041', '']"
5445,r021,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,20,"['67,630', '']","['14,103', '']","['2,628', '']","['1,959', '']","['3,633', '']","['7,669', '']","['100', '']","['1,831', '']","['0', '']","['32,235', '']","['3,472', '']"
5445,r022,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,21,"['66,439', '']","['7,240', '']","['6,524', '']","['11,255', '']","['4,081', '']","['7,468', '']","['1,700', '']","['3,572', '']","['94', '']","['22,898', '']","['1,607', '']"
5445,r023,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,22,"['65,585', '']","['6,010', '']","['8,322', '']","['7,457', '']","['3,314', '']","['16,256', '']","['1,932', '']","['3,004', '']","['0', '']","['17,697', '']","['1,593', '']"
5445,r024,All institutions -> Florida State U.,All institutions,Florida State U.,2,23,"['63,396', '']","['2,707', '']","['3,513', '']","['4,060', '']","['1,086', '']","['31,565', '']","['182', '']","['448', '']","['32', '']","['16,510', '']","['3,293', '']"
5445,r025,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,24,"['59,478', '']","['6,474', '']","['5,687', '']","['5,614', '']","['4,023', '']","['7,988', '']","['1,449', '']","['1,967', '']","['5,753', '']","['14,185', '']","['6,338', '']"
5445,r026,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,25,"['59,177', '']","['35,021', '']","['335', '']","['938', '']","['2,058', '']","['4,084', '']","['1,626', '']","['672', '']","['2,531', '']","['11,832', '']","['80', '']"
5445,r027,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,26,"['57,879', '']","['6,776', '']","['3,552', '']","['6,554', '']","['3,066', '']","['17,546', '']","['1,158', '']","['3,653', '']","['1,443', '']","['13,159', '']","['972', '']"
5445,r028,All institutions -> U. Maryland<sup>a</sup>,All institutions,U. Maryland<sup>a</sup>,2,27,"['56,545', '']","['7,469', '']","['2,712', '']","['6,457', '']","['3,262', '']","['21,683', '']","['219', '']","['2,559', '']","['494', '']","['9,754', '']","['1,936', '']"
5445,r029,All institutions -> U. Southern California,All institutions,U. Southern California,2,28,"['56,035', '']","['21,041', '']","['5,157', '']","['8,993', '']","['1,068', '']","['4,314', '']","['473', '']","['909', '']","['0', '']","['12,349', '']","['1,731', '']"
5445,r030,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,29,"['55,600', '']","['8,150', '']","['1,592', '']","['8,023', '']","['5,685', '']","['3,554', '']","['376', '']","['753', '']","['152', '']","['24,224', '']","['3,091', '']"
5445,r031,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,30,"['49,659', '']","['3,108', '']","['284', '']","['3,392', '']","['1,580', '']","['14,343', '']","['628', '']","['2,146', '']","['11,005', '']","['12,763', '']","['410', '']"
5445,r032,All institutions -> Harvard U.,All institutions,Harvard U.,2,31,"['48,684', '']","['3,223', '']","['5,741', '']","['6,465', '']","['2,161', '']","['11,480', '']","['276', '']","['1,937', '']","['0', '']","['14,000', '']","['3,401', '']"
5445,r033,All institutions -> U. Arizona,All institutions,U. Arizona,2,32,"['48,163', '']","['2,338', '']","['5,637', '']","['13,302', '']","['1,656', '']","['9,860', '']","['290', '']","['2,939', '']","['1,994', '']","['8,730', '']","['1,417', '']"
5445,r034,All institutions -> U. Florida,All institutions,U. Florida,2,33,"['48,114', '']","['4,653', '']","['6,595', '']","['8,823', '']","['379', '']","['7,468', '']","['298', '']","['687', '']","['0', '']","['14,130', '']","['5,081', '']"
5445,r035,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,34,"['47,950', '']","['1,539', '']","['17,553', '']","['9,174', '']","['802', '']","['2,141', '']","['349', '']","['1,101', '']","['3,548', '']","['7,568', '']","['4,175', '']"
5445,r036,All institutions -> U. Chicago,All institutions,U. Chicago,2,35,"['47,157', '']","['11,935', '']","['5,688', '']","['3,153', '']","['2,971', '']","['15,904', '']","['1,209', '']","['1,397', '']","['0', '']","['3,647', '']","['1,253', '']"
5445,r037,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,36,"['46,235', '']","['5,119', '']","['940', '']","['5,561', '']","['1,900', '']","['7,270', '']","['53', '']","['321', '']","['11', '']","['24,343', '']","['717', '']"
5445,r038,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,37,"['45,598', '']","['6,810', '']","['3,511', '']","['4,353', '']","['3,000', '']","['10,847', '']","['979', '']","['1,148', '']","['0', '']","['9,169', '']","['5,781', '']"
5445,r039,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,38,"['44,669', '']","['2,196', '']","['8,314', '']","['3,303', '']","['942', '']","['16,123', '']","['1,046', '']","['787', '']","['6', '']","['11,201', '']","['751', '']"
5445,r040,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,39,"['44,032', '']","['4,380', '']","['7,490', '']","['6,655', '']","['4,412', '']","['6,990', '']","['788', '']","['193', '']","['21', '']","['10,228', '']","['2,875', '']"
5445,r041,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,40,"['43,122', '']","['19,163', '']","['841', '']","['3,305', '']","['1,071', '']","['8,659', '']","['1,876', '']","['1,466', '']","['4', '']","['4,171', '']","['2,566', '']"
5445,r042,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,41,"['43,067', '']","['3,964', '']","['601', '']","['3,802', '']","['1,175', '']","['15,655', '']","['1,193', '']","['1,566', '']","['51', '']","['8,088', '']","['6,972', '']"
5445,r043,All institutions -> New York U.,All institutions,New York U.,2,42,"['40,824', '']","['5,484', '']","['133', '']","['5,406', '']","['4,547', '']","['8,701', '']","['2,643', '']","['3,102', '']","['0', '']","['8,147', '']","['2,661', '']"
5445,r044,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,43,"['40,700', '']","['8,606', '']","['1,764', '']","['2,217', '']","['685', '']","['4,067', '']","['320', '']","['615', '']","['0', '']","['19,925', '']","['2,501', '']"
5445,r045,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,44,"['40,535', '']","['8,911', '']","['4,302', '']","['5,342', '']","['4,321', '']","['8,359', '']","['584', '']","['2,012', '']","['0', '']","['1,742', '']","['4,962', '']"
5445,r046,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,45,"['38,314', '']","['9,252', '']","['1,656', '']","['4,430', '']","['1,133', '']","['6,117', '']","['1,048', '']","['1,230', '']","['0', '']","['10,708', '']","['2,740', '']"
5445,r047,All institutions -> Johns Hopkins U.<sup>b</sup>,All institutions,Johns Hopkins U.<sup>b</sup>,2,46,"['36,694', '']","['3,444', '']","['1,952', '']","['4,163', '']","['1,408', '']","['12,270', '']","['202', '']","['70', '']","['108', '']","['12,775', '']","['302', '']"
5445,r048,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,47,"['36,165', '']","['3,064', '']","['2,826', '']","['12,123', '']","['3,026', '']","['5,249', '']","['258', '']","['1,343', '']","['0', '']","['6,756', '']","['1,520', '']"
5445,r049,All institutions -> Rice U.,All institutions,Rice U.,2,48,"['36,060', '']","['3,227', '']","['1,291', '']","['1,864', '']","['2,260', '']","['7,364', '']","['712', '']","['703', '']","['444', '']","['16,102', '']","['2,093', '']"
5445,r050,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,49,"['36,027', '']","['5,356', '']","['3,540', '']","['2,384', '']","['2,129', '']","['15,005', '']","['562', '']","['571', '']","['1,883', '']","['4,219', '']","['378', '']"
5445,r051,All institutions -> U. Utah,All institutions,U. Utah,2,50,"['34,587', '']","['10,656', '']","['949', '']","['3,372', '']","['2,033', '']","['6,579', '']","['494', '']","['1,070', '']","['3', '']","['8,630', '']","['801', '']"
5445,r052,All institutions -> Duke U.,All institutions,Duke U.,2,51,"['34,439', '']","['3,388', '']","['1,545', '']","['7,162', '']","['3,673', '']","['3,187', '']","['128', '']","['3,001', '']","['0', '']","['11,649', '']","['706', '']"
5445,r053,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,52,"['32,660', '']","['22', '']","['21,989', '']","['2,911', '']","['116', '']","['1,390', '']","['0', '']","['590', '']","['2,942', '']","['1,912', '']","['788', '']"
5445,r054,All institutions -> Boston U.,All institutions,Boston U.,2,53,"['32,444', '']","['3,592', '']","['1,432', '']","['2,517', '']","['946', '']","['6,020', '']","['976', '']","['321', '']","['1,271', '']","['13,841', '']","['1,528', '']"
5445,r055,All institutions -> U. Delaware,All institutions,U. Delaware,2,54,"['31,843', '']","['3,252', '']","['5,707', '']","['3,815', '']","['891', '']","['6,953', '']","['1,128', '']","['1,744', '']","['482', '']","['6,500', '']","['1,371', '']"
5445,r056,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,55,"['31,618', '']","['7,072', '']","['2,934', '']","['1,874', '']","['834', '']","['4,745', '']","['600', '']","['2,098', '']","['1,113', '']","['7,932', '']","['2,416', '']"
5445,r057,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,56,"['30,334', '']","['9,060', '']","['1,625', '']","['1,136', '']","['459', '']","['4,351', '']","['330', '']","['219', '']","['0', '']","['11,912', '']","['1,242', '']"
5445,r058,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,57,"['29,570', '']","['2,393', '']","['823', '']","['7,550', '']","['1,167', '']","['2,624', '']","['216', '']","['362', '']","['55', '']","['12,984', '']","['1,396', '']"
5445,r059,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,58,"['29,444', '']","['2,141', '']","['18,396', '']","['1,692', '']","['296', '']","['3,357', '']","['53', '']","['937', '']","['460', '']","['1,918', '']","['194', '']"
5445,r060,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,59,"['29,197', '']","['1,899', '']","['4,190', '']","['4,960', '']","['1,029', '']","['2,487', '']","['85', '']","['1,143', '']","['1,524', '']","['10,140', '']","['1,740', '']"
5445,r061,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,60,"['29,078', '']","['1,205', '']","['7,439', '']","['4,379', '']","['1,764', '']","['3,075', '']","['1,077', '']","['239', '']","['139', '']","['7,689', '']","['2,072', '']"
5445,r062,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,61,"['28,642', '']","['2,502', '']","['504', '']","['4,736', '']","['1,169', '']","['5,307', '']","['266', '']","['321', '']","['2,238', '']","['10,304', '']","['1,295', '']"
5445,r063,All institutions -> U. Georgia,All institutions,U. Georgia,2,62,"['28,103', '']","['842', '']","['2,704', '']","['14,956', '']","['1,013', '']","['1,652', '']","['1,245', '']","['725', '']","['69', '']","['2,949', '']","['1,948', '']"
5445,r064,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,63,"['28,026', '']","['3,375', '']","['893', '']","['10,565', '']","['579', '']","['7,029', '']","['401', '']","['513', '']","['0', '']","['3,455', '']","['1,216', '']"
5445,r065,All institutions -> Yale U.,All institutions,Yale U.,2,64,"['27,645', '']","['2,497', '']","['1,662', '']","['8,166', '']","['1,516', '']","['5,349', '']","['994', '']","['1,540', '']","['0', '']","['5,765', '']","['156', '']"
5445,r066,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,65,"['27,578', '']","['3,447', '']","['0', '']","['1,246', '']","['2,675', '']","['9,956', '']","['533', '']","['594', '']","['405', '']","['8,558', '']","['164', '']"
5445,r067,All institutions -> Brown U.,All institutions,Brown U.,2,66,"['25,460', '']","['2,550', '']","['1,747', '']","['5,628', '']","['5,514', '']","['3,581', '']","['0', '']","['329', '']","['171', '']","['5,774', '']","['166', '']"
5445,r068,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,67,"['24,384', '']","['4,172', '']","['904', '']","['5,903', '']","['759', '']","['5,808', '']","['263', '']","['417', '']","['34', '']","['5,783', '']","['341', '']"
5445,r069,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,68,"['24,383', '']","['2,202', '']","['2,633', '']","['4,679', '']","['1,181', '']","['2,942', '']","['1,347', '']","['521', '']","['496', '']","['6,284', '']","['2,098', '']"
5445,r070,All institutions -> Florida International U.,All institutions,Florida International U.,2,69,"['24,368', '']","['6,698', '']","['2,702', '']","['2,619', '']","['138', '']","['3,202', '']","['302', '']","['158', '']","['575', '']","['7,872', '']","['102', '']"
5445,r071,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,70,"['23,791', '']","['0', '']","['657', '']","['2,275', '']","['847', '']","['2,130', '']","['2,315', '']","['99', '']","['0', '']","['9,216', '']","['6,252', '']"
5445,r072,"All institutions -> U. Tennessee, Knoxville<sup>c</sup>",All institutions,"U. Tennessee, Knoxville<sup>c</sup>",2,71,"['23,561', '']","['4,490', '']","['336', '']","['3,096', '']","['388', '']","['1,996', '']","['800', '']","['282', '']","['600', '']","['11,206', '']","['367', '']"
5445,r073,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,72,"['22,704', '']","['2,741', '']","['1', '']","['1,052', '']","['780', '']","['2,834', '']","['16', '']","['290', '']","['109', '']","['13,349', '']","['1,532', '']"
5445,r074,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,73,"['21,625', '']","['5,178', '']","['44', '']","['1,637', '']","['2,383', '']","['4,160', '']","['205', '']","['42', '']","['0', '']","['5,835', '']","['2,141', '']"
5445,r075,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,74,"['21,551', '']","['2,874', '']","['1,228', '']","['4,378', '']","['856', '']","['3,617', '']","['121', '']","['300', '']","['2,104', '']","['5,788', '']","['285', '']"
5445,r076,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,75,"['19,828', '']","['259', '']","['8,113', '']","['3,629', '']","['797', '']","['810', '']","['168', '']","['156', '']","['4,759', '']","['1,029', '']","['108', '']"
5445,r077,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,76,"['18,563', '']","['576', '']","['4,268', '']","['4,902', '']","['290', '']","['1,841', '']","['14', '']","['225', '']","['0', '']","['5,735', '']","['712', '']"
5445,r078,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,77,"['18,523', '']","['401', '']","['7,216', '']","['2,156', '']","['0', '']","['1,088', '']","['0', '']","['625', '']","['4,239', '']","['2,438', '']","['360', '']"
5445,r079,All institutions -> Clemson U.,All institutions,Clemson U.,2,78,"['18,435', '']","['1,461', '']","['0', '']","['1,676', '']","['843', '']","['1,861', '']","['246', '']","['280', '']","['0', '']","['10,292', '']","['1,776', '']"
5445,r080,All institutions -> U. Kansas,All institutions,U. Kansas,2,79,"['18,369', '']","['1,075', '']","['1,992', '']","['7,767', '']","['514', '']","['2,538', '']","['24', '']","['769', '']","['106', '']","['2,862', '']","['722', '']"
5445,r081,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,80,"['18,313', '']","['685', '']","['418', '']","['9,638', '']","['737', '']","['1,015', '']","['369', '']","['214', '']","['607', '']","['3,378', '']","['1,252', '']"
5445,r082,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,81,"['17,832', '']","['2,090', '']","['677', '']","['1,779', '']","['654', '']","['2,498', '']","['2,588', '']","['419', '']","['606', '']","['5,999', '']","['522', '']"
5445,r083,All institutions -> Washington State U.,All institutions,Washington State U.,2,82,"['17,807', '']","['2,295', '']","['1,998', '']","['5,062', '']","['69', '']","['2,344', '']","['0', '']","['277', '']","['0', '']","['4,926', '']","['836', '']"
5445,r084,All institutions -> U. Rochester,All institutions,U. Rochester,2,83,"['16,881', '']","['2,238', '']","['1,980', '']","['1,630', '']","['185', '']","['4,822', '']","['375', '']","['203', '']","['517', '']","['3,844', '']","['1,087', '']"
5445,r085,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,84,"['16,712', '']","['1,232', '']","['1,564', '']","['6,222', '']","['718', '']","['1,424', '']","['19', '']","['338', '']","['0', '']","['2,464', '']","['2,731', '']"
5445,r086,All institutions -> U. Houston,All institutions,U. Houston,2,85,"['16,703', '']","['1,337', '']","['1,267', '']","['1,422', '']","['2,325', '']","['2,363', '']","['477', '']","['141', '']","['292', '']","['6,959', '']","['120', '']"
5445,r087,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,86,"['16,181', '']","['2,251', '']","['1,997', '']","['0', '']","['411', '']","['3,661', '']","['0', '']","['107', '']","['0', '']","['6,375', '']","['1,379', '']"
5445,r088,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,87,"['15,899', '']","['851', '']","['1,819', '']","['2,596', '']","['1,466', '']","['5,885', '']","['24', '']","['335', '']","['185', '']","['2,263', '']","['475', '']"
5445,r089,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,88,"['15,818', '']","['1,989', '']","['3,892', '']","['1,371', '']","['161', '']","['4,527', '']","['42', '']","['458', '']","['0', '']","['2,888', '']","['490', '']"
5445,r090,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,89,"['15,661', '']","['864', '']","['242', '']","['4,289', '']","['497', '']","['3,331', '']","['0', '']","['168', '']","['201', '']","['5,695', '']","['374', '']"
5445,r091,All institutions -> U. Oregon,All institutions,U. Oregon,2,90,"['15,062', '']","['844', '']","['2,378', '']","['1,899', '']","['853', '']","['4,116', '']","['588', '']","['1,196', '']","['0', '']","['0', '']","['3,188', '']"
5445,r092,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,91,"['14,852', '']","['530', '']","['198', '']","['6,310', '']","['188', '']","['2,140', '']","['0', '']","['418', '']","['186', '']","['3,319', '']","['1,563', '']"
5445,r093,All institutions -> George Washington U.,All institutions,George Washington U.,2,92,"['14,795', '']","['2,091', '']","['243', '']","['1,392', '']","['398', '']","['2,023', '']","['98', '']","['2,152', '']","['769', '']","['4,856', '']","['773', '']"
5445,r094,All institutions -> Tufts U.,All institutions,Tufts U.,2,93,"['14,208', '']","['1,011', '']","['95', '']","['2,278', '']","['1,615', '']","['1,729', '']","['203', '']","['612', '']","['0', '']","['5,002', '']","['1,663', '']"
5445,r095,All institutions -> U. Idaho,All institutions,U. Idaho,2,94,"['14,093', '']","['855', '']","['571', '']","['8,118', '']","['118', '']","['3', '']","['0', '']","['918', '']","['0', '']","['2,071', '']","['1,439', '']"
5445,r096,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,95,"['13,559', '']","['1,117', '']","['1,080', '']","['3,178', '']","['69', '']","['1,760', '']","['0', '']","['304', '']","['0', '']","['5,926', '']","['125', '']"
5445,r097,All institutions -> Drexel U.,All institutions,Drexel U.,2,96,"['13,275', '']","['1,891', '']","['0', '']","['1,365', '']","['452', '']","['757', '']","['0', '']","['1,032', '']","['200', '']","['5,497', '']","['2,081', '']"
5445,r098,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,97,"['12,782', '']","['3,516', '']","['163', '']","['264', '']","['565', '']","['1,847', '']","['0', '']","['302', '']","['3', '']","['5,411', '']","['711', '']"
5445,r099,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,98,"['12,725', '']","['966', '']","['1,980', '']","['7,798', '']","['626', '']","['782', '']","['0', '']","['546', '']","['0', '']","['0', '']","['27', '']"
5445,r100,"All institutions -> U. South Florida, Tampa",All institutions,"U. South Florida, Tampa",2,99,"['12,607', '']","['1,732', '']","['2,731', '']","['886', '']","['688', '']","['2,027', '']","['71', '']","['666', '']","['0', '']","['3,278', '']","['528', '']"
5445,r101,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,100,"['12,593', '']","['773', '']","['1,292', '']","['1,280', '']","['300', '']","['4,229', '']","['0', '']","['900', '']","['102', '']","['3,605', '']","['112', '']"
5445,r102,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,101,"['12,520', '']","['468', '']","['2,464', '']","['3,346', '']","['361', '']","['1,997', '']","['55', '']","['653', '']","['0', '']","['2,953', '']","['223', '']"
5445,r103,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,102,"['12,507', '']","['1,638', '']","['372', '']","['1,331', '']","['486', '']","['1,072', '']","['178', '']","['101', '']","['0', '']","['7,265', '']","['64', '']"
5445,r104,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,103,"['12,443', '']","['1,084', '']","['978', '']","['1,133', '']","['194', '']","['815', '']","['144', '']","['0', '']","['0', '']","['7,899', '']","['196', '']"
5445,r105,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,104,"['12,179', '']","['879', '']","['1,526', '']","['2,514', '']","['743', '']","['1,714', '']","['0', '']","['35', '']","['1,705', '']","['2,800', '']","['263', '']"
5445,r106,All institutions -> Emory U.,All institutions,Emory U.,2,105,"['12,065', '']","['208', '']","['53', '']","['2,758', '']","['972', '']","['6,331', '']","['338', '']","['634', '']","['0', '']","['732', '']","['39', '']"
5445,r107,All institutions -> U. Maine,All institutions,U. Maine,2,106,"['11,554', '']","['573', '']","['3,130', '']","['2,607', '']","['65', '']","['734', '']","['0', '']","['112', '']","['3,267', '']","['927', '']","['139', '']"
