table_id,row_id,time_period,gdp_level_1,gdp_level_2,gdp_level_3,gdp_hierarchy_depth,value
10473,r093,1960,GDP,Constant 2017 $billions,,2,3500.3
10473,r094,1960,GDP,Deflatora (2017 = 1.00000),,2,0.15495
10473,r095,1960,Total R&D,Current $billions,,2,13.7
10473,r096,1960,Total R&D,Constant 2017 $billions,,2,88.5
10473,r097,1960,R&D/GDP (%),Total,,2,2.53
10473,r098,1960,R&D/GDP (%),"R&D, by performer",Business,3,1.85
10473,r099,1960,R&D/GDP (%),"R&D, by performer",Federalb,3,0.5
10473,r100,1960,R&D/GDP (%),"R&D, by performer",Higher education,3,0.13
10473,r101,1960,R&D/GDP (%),"R&D, by performer",Otherc,3,0.05
10473,r102,1960,R&D/GDP (%),"R&D, by source of funding",Business,3,0.83
10473,r103,1960,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.64
10473,r104,1960,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.05
10473,r105,1961,GDP,Current $billions,,2,562.2
10473,r106,1961,GDP,Constant 2017 $billions,,2,3590.1
10473,r107,1961,GDP,Deflatora (2017 = 1.00000),,2,0.1566
10473,r108,1961,Total R&D,Current $billions,,2,14.6
10473,r109,1961,Total R&D,Constant 2017 $billions,,2,93.0
10473,r110,1961,R&D/GDP (%),Total,,2,2.59
10473,r111,1961,R&D/GDP (%),"R&D, by performer",Business,3,1.84
10473,r112,1961,R&D/GDP (%),"R&D, by performer",Federalb,3,0.55
10473,r113,1961,R&D/GDP (%),"R&D, by performer",Higher education,3,0.15
10473,r114,1961,R&D/GDP (%),"R&D, by performer",Otherc,3,0.05
10473,r115,1961,R&D/GDP (%),"R&D, by source of funding",Business,3,0.85
10473,r116,1961,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.69
10473,r117,1961,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.06
10473,r118,1962,GDP,Current $billions,,2,603.9
10473,r119,1962,GDP,Constant 2017 $billions,,2,3810.1
10473,r120,1962,GDP,Deflatora (2017 = 1.00000),,2,0.1585
10473,r121,1962,Total R&D,Current $billions,,2,15.6
10473,r122,1962,Total R&D,Constant 2017 $billions,,2,98.6
10473,r123,1962,R&D/GDP (%),Total,,2,2.59
10473,r124,1962,R&D/GDP (%),"R&D, by performer",Business,3,1.83
10473,r125,1962,R&D/GDP (%),"R&D, by performer",Federalb,3,0.54
10473,r126,1962,R&D/GDP (%),"R&D, by performer",Higher education,3,0.16
10473,r127,1962,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
10473,r128,1962,R&D/GDP (%),"R&D, by source of funding",Business,3,0.85
10473,r129,1962,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.68
10473,r130,1962,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.06
10473,r131,1963,GDP,Current $billions,,2,637.5
10473,r132,1963,GDP,Constant 2017 $billions,,2,3976.1
10473,r133,1963,GDP,Deflatora (2017 = 1.00000),,2,0.16032
10473,r134,1963,Total R&D,Current $billions,,2,17.5
10473,r135,1963,Total R&D,Constant 2017 $billions,,2,109.3
10473,r136,1963,R&D/GDP (%),Total,,2,2.75
10473,r137,1963,R&D/GDP (%),"R&D, by performer",Business,3,1.92
10473,r138,1963,R&D/GDP (%),"R&D, by performer",Federalb,3,0.58
10473,r139,1963,R&D/GDP (%),"R&D, by performer",Higher education,3,0.18
10473,r140,1963,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
10473,r141,1963,R&D/GDP (%),"R&D, by source of funding",Business,3,0.86
10473,r142,1963,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.83
10473,r143,1963,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.07
10473,r144,1964,GDP,Current $billions,,2,684.5
10473,r145,1964,GDP,Constant 2017 $billions,,2,4205.3
10473,r146,1964,GDP,Deflatora (2017 = 1.00000),,2,0.16276
10473,r147,1964,Total R&D,Current $billions,,2,19.1
10473,r148,1964,Total R&D,Constant 2017 $billions,,2,117.4
10473,r149,1964,R&D/GDP (%),Total,,2,2.79
10473,r150,1964,R&D/GDP (%),"R&D, by performer",Business,3,1.91
10473,r151,1964,R&D/GDP (%),"R&D, by performer",Federalb,3,0.62
10473,r152,1964,R&D/GDP (%),"R&D, by performer",Higher education,3,0.2
10473,r153,1964,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
10473,r154,1964,R&D/GDP (%),"R&D, by source of funding",Business,3,0.86
10473,r155,1964,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.86
10473,r156,1964,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.07
10473,r157,1965,GDP,Current $billions,,2,742.3
10473,r158,1965,GDP,Constant 2017 $billions,,2,4478.6
10473,r159,1965,GDP,Deflatora (2017 = 1.00000),,2,0.16574
10473,r160,1965,Total R&D,Current $billions,,2,20.3
10473,r161,1965,Total R&D,Constant 2017 $billions,,2,122.2
10473,r162,1965,R&D/GDP (%),Total,,2,2.73
10473,r163,1965,R&D/GDP (%),"R&D, by performer",Business,3,1.86
10473,r164,1965,R&D/GDP (%),"R&D, by performer",Federalb,3,0.59
10473,r165,1965,R&D/GDP (%),"R&D, by performer",Higher education,3,0.21
10473,r166,1965,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
10473,r167,1965,R&D/GDP (%),"R&D, by source of funding",Business,3,0.88
10473,r168,1965,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.78
10473,r169,1965,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.07
10473,r170,1966,GDP,Current $billions,,2,813.4
10473,r171,1966,GDP,Constant 2017 $billions,,2,4773.9
10473,r172,1966,GDP,Deflatora (2017 = 1.00000),,2,0.17039
10473,r173,1966,Total R&D,Current $billions,,2,22.1
10473,r174,1966,Total R&D,Constant 2017 $billions,,2,129.5
10473,r175,1966,R&D/GDP (%),Total,,2,2.71
10473,r176,1966,R&D/GDP (%),"R&D, by performer",Business,3,1.87
10473,r177,1966,R&D/GDP (%),"R&D, by performer",Federalb,3,0.56
10473,r178,1966,R&D/GDP (%),"R&D, by performer",Higher education,3,0.22
10473,r179,1966,R&D/GDP (%),"R&D, by performer",Otherc,3,0.07
10473,r180,1966,R&D/GDP (%),"R&D, by source of funding",Business,3,0.9
10473,r181,1966,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.74
10473,r182,1966,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.07
10473,r183,1967,GDP,Current $billions,,2,860.0
10473,r184,1967,GDP,Constant 2017 $billions,,2,4904.9
10473,r185,1967,GDP,Deflatora (2017 = 1.00000),,2,0.17533
10473,r186,1967,Total R&D,Current $billions,,2,23.3
10473,r187,1967,Total R&D,Constant 2017 $billions,,2,133.2
10473,r188,1967,R&D/GDP (%),Total,,2,2.71
10473,r189,1967,R&D/GDP (%),"R&D, by performer",Business,3,1.86
10473,r190,1967,R&D/GDP (%),"R&D, by performer",Federalb,3,0.56
10473,r191,1967,R&D/GDP (%),"R&D, by performer",Higher education,3,0.24
10473,r192,1967,R&D/GDP (%),"R&D, by performer",Otherc,3,0.07
10473,r193,1967,R&D/GDP (%),"R&D, by source of funding",Business,3,0.95
10473,r194,1967,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.69
10473,r195,1967,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.07
10473,r196,1968,GDP,Current $billions,,2,940.7
10473,r197,1968,GDP,Constant 2017 $billions,,2,5145.9
10473,r198,1968,GDP,Deflatora (2017 = 1.00000),,2,0.1828
10473,r199,1968,Total R&D,Current $billions,,2,24.7
10473,r200,1968,Total R&D,Constant 2017 $billions,,2,134.9
10473,r201,1968,R&D/GDP (%),Total,,2,2.62
10473,r202,1968,R&D/GDP (%),"R&D, by performer",Business,3,1.81
10473,r203,1968,R&D/GDP (%),"R&D, by performer",Federalb,3,0.52
10473,r204,1968,R&D/GDP (%),"R&D, by performer",Higher education,3,0.23
10473,r205,1968,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
10473,r206,1968,R&D/GDP (%),"R&D, by source of funding",Business,3,0.96
10473,r207,1968,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.59
10473,r208,1968,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.07
10473,r209,1969,GDP,Current $billions,,2,1017.6
10473,r210,1969,GDP,Constant 2017 $billions,,2,5306.6
10473,r211,1969,GDP,Deflatora (2017 = 1.00000),,2,0.19176
10473,r212,1969,Total R&D,Current $billions,,2,26.0
10473,r213,1969,Total R&D,Constant 2017 $billions,,2,135.6
10473,r214,1969,R&D/GDP (%),Total,,2,2.55
10473,r215,1969,R&D/GDP (%),"R&D, by performer",Business,3,1.75
10473,r216,1969,R&D/GDP (%),"R&D, by performer",Federalb,3,0.51
10473,r217,1969,R&D/GDP (%),"R&D, by performer",Higher education,3,0.22
10473,r218,1969,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
10473,r219,1969,R&D/GDP (%),"R&D, by source of funding",Business,3,0.98
10473,r220,1969,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.5
10473,r221,1969,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.07
10473,r222,1970,GDP,Current $billions,,2,1073.3
10473,r223,1970,GDP,Constant 2017 $billions,,2,5316.4
10473,r224,1970,GDP,Deflatora (2017 = 1.00000),,2,0.20189
10473,r225,1970,Total R&D,Current $billions,,2,26.3
10473,r226,1970,Total R&D,Constant 2017 $billions,,2,130.1
10473,r227,1970,R&D/GDP (%),Total,,2,2.45
10473,r228,1970,R&D/GDP (%),"R&D, by performer",Business,3,1.64
10473,r229,1970,R&D/GDP (%),"R&D, by performer",Federalb,3,0.52
10473,r230,1970,R&D/GDP (%),"R&D, by performer",Higher education,3,0.23
10473,r231,1970,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
10473,r232,1970,R&D/GDP (%),"R&D, by source of funding",Business,3,0.97
10473,r233,1970,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.4
10473,r234,1970,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.08
10473,r235,1971,GDP,Current $billions,,2,1164.9
10473,r236,1971,GDP,Constant 2017 $billions,,2,5491.4
10473,r237,1971,GDP,Deflatora (2017 = 1.00000),,2,0.21212
10473,r238,1971,Total R&D,Current $billions,,2,27.0
10473,r239,1971,Total R&D,Constant 2017 $billions,,2,127.1
10473,r240,1971,R&D/GDP (%),Total,,2,2.31
10473,r241,1971,R&D/GDP (%),"R&D, by performer",Business,3,1.53
10473,r242,1971,R&D/GDP (%),"R&D, by performer",Federalb,3,0.5
10473,r243,1971,R&D/GDP (%),"R&D, by performer",Higher education,3,0.22
10473,r244,1971,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
10473,r245,1971,R&D/GDP (%),"R&D, by source of funding",Business,3,0.93
10473,r246,1971,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.31
10473,r247,1971,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.08
10473,r248,1972,GDP,Current $billions,,2,1279.1
10473,r249,1972,GDP,Constant 2017 $billions,,2,5780.0
10473,r250,1972,GDP,Deflatora (2017 = 1.00000),,2,0.2213
10473,r251,1972,Total R&D,Current $billions,,2,28.7
10473,r252,1972,Total R&D,Constant 2017 $billions,,2,129.9
10473,r253,1972,R&D/GDP (%),Total,,2,2.25
10473,r254,1972,R&D/GDP (%),"R&D, by performer",Business,3,1.49
10473,r255,1972,R&D/GDP (%),"R&D, by performer",Federalb,3,0.49
10473,r256,1972,R&D/GDP (%),"R&D, by performer",Higher education,3,0.22
10473,r257,1972,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
10473,r258,1972,R&D/GDP (%),"R&D, by source of funding",Business,3,0.92
10473,r259,1972,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.25
10473,r260,1972,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.08
10473,r261,1973,GDP,Current $billions,,2,1425.4
10473,r262,1973,GDP,Constant 2017 $billions,,2,6106.4
10473,r263,1973,GDP,Deflatora (2017 = 1.00000),,2,0.23342
10473,r264,1973,Total R&D,Current $billions,,2,31.0
10473,r265,1973,Total R&D,Constant 2017 $billions,,2,132.6
10473,r266,1973,R&D/GDP (%),Total,,2,2.17
10473,r267,1973,R&D/GDP (%),"R&D, by performer",Business,3,1.45
10473,r268,1973,R&D/GDP (%),"R&D, by performer",Federalb,3,0.45
10473,r269,1973,R&D/GDP (%),"R&D, by performer",Higher education,3,0.21
10473,r270,1973,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
10473,r271,1973,R&D/GDP (%),"R&D, by source of funding",Business,3,0.93
10473,r272,1973,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.16
10473,r273,1973,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.07
10473,r274,1974,GDP,Current $billions,,2,1545.2
10473,r275,1974,GDP,Constant 2017 $billions,,2,6073.4
10473,r276,1974,GDP,Deflatora (2017 = 1.00000),,2,0.25443
10473,r277,1974,Total R&D,Current $billions,,2,33.4
10473,r278,1974,Total R&D,Constant 2017 $billions,,2,131.1
10473,r279,1974,R&D/GDP (%),Total,,2,2.16
10473,r280,1974,R&D/GDP (%),"R&D, by performer",Business,3,1.44
10473,r281,1974,R&D/GDP (%),"R&D, by performer",Federalb,3,0.45
10473,r282,1974,R&D/GDP (%),"R&D, by performer",Higher education,3,0.21
10473,r283,1974,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
10473,r284,1974,R&D/GDP (%),"R&D, by source of funding",Business,3,0.96
10473,r285,1974,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.12
10473,r286,1974,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.08
10473,r287,1975,GDP,Current $billions,,2,1684.9
10473,r288,1975,GDP,Constant 2017 $billions,,2,6060.9
10473,r289,1975,GDP,Deflatora (2017 = 1.00000),,2,0.278
10473,r290,1975,Total R&D,Current $billions,,2,35.7
10473,r291,1975,Total R&D,Constant 2017 $billions,,2,128.3
10473,r292,1975,R&D/GDP (%),Total,,2,2.12
10473,r293,1975,R&D/GDP (%),"R&D, by performer",Business,3,1.39
10473,r294,1975,R&D/GDP (%),"R&D, by performer",Federalb,3,0.45
10473,r295,1975,R&D/GDP (%),"R&D, by performer",Higher education,3,0.21
10473,r296,1975,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
10473,r297,1975,R&D/GDP (%),"R&D, by source of funding",Business,3,0.94
10473,r298,1975,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.1
10473,r299,1975,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.08
10473,r300,1976,GDP,Current $billions,,2,1873.4
10473,r301,1976,GDP,Constant 2017 $billions,,2,6387.4
10473,r302,1976,GDP,Deflatora (2017 = 1.00000),,2,0.2933
10473,r303,1976,Total R&D,Current $billions,,2,39.4
10473,r304,1976,Total R&D,Constant 2017 $billions,,2,134.5
10473,r305,1976,R&D/GDP (%),Total,,2,2.1
10473,r306,1976,R&D/GDP (%),"R&D, by performer",Business,3,1.39
10473,r307,1976,R&D/GDP (%),"R&D, by performer",Federalb,3,0.44
10473,r308,1976,R&D/GDP (%),"R&D, by performer",Higher education,3,0.21
10473,r309,1976,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
10473,r310,1976,R&D/GDP (%),"R&D, by source of funding",Business,3,0.94
10473,r311,1976,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.08
10473,r312,1976,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.08
10473,r313,1977,GDP,Current $billions,,2,2081.8
10473,r314,1977,GDP,Constant 2017 $billions,,2,6682.8
10473,r315,1977,GDP,Deflatora (2017 = 1.00000),,2,0.31152
10473,r316,1977,Total R&D,Current $billions,,2,43.3
10473,r317,1977,Total R&D,Constant 2017 $billions,,2,139.1
10473,r318,1977,R&D/GDP (%),Total,,2,2.08
10473,r319,1977,R&D/GDP (%),"R&D, by performer",Business,3,1.39
10473,r320,1977,R&D/GDP (%),"R&D, by performer",Federalb,3,0.43
10473,r321,1977,R&D/GDP (%),"R&D, by performer",Higher education,3,0.21
10473,r322,1977,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
10473,r323,1977,R&D/GDP (%),"R&D, by source of funding",Business,3,0.94
10473,r324,1977,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.06
10473,r325,1977,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.08
10473,r326,1978,GDP,Current $billions,,2,2351.6
10473,r327,1978,GDP,Constant 2017 $billions,,2,7052.7
10473,r328,1978,GDP,Deflatora (2017 = 1.00000),,2,0.33343
10473,r329,1978,Total R&D,Current $billions,,2,48.7
10473,r330,1978,Total R&D,Constant 2017 $billions,,2,146.1
10473,r331,1978,R&D/GDP (%),Total,,2,2.07
10473,r332,1978,R&D/GDP (%),"R&D, by performer",Business,3,1.37
10473,r333,1978,R&D/GDP (%),"R&D, by performer",Federalb,3,0.43
10473,r334,1978,R&D/GDP (%),"R&D, by performer",Higher education,3,0.21
10473,r335,1978,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
10473,r336,1978,R&D/GDP (%),"R&D, by source of funding",Business,3,0.95
10473,r337,1978,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.04
10473,r338,1978,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.08
10473,r339,1979,GDP,Current $billions,,2,2627.3
10473,r340,1979,GDP,Constant 2017 $billions,,2,7276.0
10473,r341,1979,GDP,Deflatora (2017 = 1.00000),,2,0.3611
10473,r342,1979,Total R&D,Current $billions,,2,55.4
10473,r343,1979,Total R&D,Constant 2017 $billions,,2,153.4
10473,r344,1979,R&D/GDP (%),Total,,2,2.11
10473,r345,1979,R&D/GDP (%),"R&D, by performer",Business,3,1.41
10473,r346,1979,R&D/GDP (%),"R&D, by performer",Federalb,3,0.42
10473,r347,1979,R&D/GDP (%),"R&D, by performer",Higher education,3,0.22
10473,r348,1979,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
10473,r349,1979,R&D/GDP (%),"R&D, by source of funding",Business,3,0.99
10473,r350,1979,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.04
10473,r351,1979,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.08
10473,r352,1980,GDP,Current $billions,,2,2857.3
10473,r353,1980,GDP,Constant 2017 $billions,,2,7257.3
10473,r354,1980,GDP,Deflatora (2017 = 1.00000),,2,0.39371
10473,r355,1980,Total R&D,Current $billions,,2,63.2
10473,r356,1980,Total R&D,Constant 2017 $billions,,2,160.6
10473,r357,1980,R&D/GDP (%),Total,,2,2.21
10473,r358,1980,R&D/GDP (%),"R&D, by performer",Business,3,1.51
10473,r359,1980,R&D/GDP (%),"R&D, by performer",Federalb,3,0.42
10473,r360,1980,R&D/GDP (%),"R&D, by performer",Higher education,3,0.23
10473,r361,1980,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
10473,r362,1980,R&D/GDP (%),"R&D, by source of funding",Business,3,1.08
10473,r363,1980,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.05
10473,r364,1980,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.08
10473,r365,1981,GDP,Current $billions,,2,3207.0
10473,r366,1981,GDP,Constant 2017 $billions,,2,7441.5
10473,r367,1981,GDP,Deflatora (2017 = 1.00000),,2,0.43097
10473,r368,1981,Total R&D,Current $billions,,2,72.3
10473,r369,1981,Total R&D,Constant 2017 $billions,,2,167.7
10473,r370,1981,R&D/GDP (%),Total,,2,2.25
10473,r371,1981,R&D/GDP (%),"R&D, by performer",Business,3,1.57
10473,r372,1981,R&D/GDP (%),"R&D, by performer",Federalb,3,0.41
10473,r373,1981,R&D/GDP (%),"R&D, by performer",Higher education,3,0.22
10473,r374,1981,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
10473,r375,1981,R&D/GDP (%),"R&D, by source of funding",Business,3,1.12
10473,r376,1981,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.05
10473,r377,1981,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.08
10473,r378,1982,GDP,Current $billions,,2,3343.8
10473,r379,1982,GDP,Constant 2017 $billions,,2,7307.3
10473,r380,1982,GDP,Deflatora (2017 = 1.00000),,2,0.45759
10473,r381,1982,Total R&D,Current $billions,,2,80.7
10473,r382,1982,Total R&D,Constant 2017 $billions,,2,176.5
10473,r383,1982,R&D/GDP (%),Total,,2,2.41
10473,r384,1982,R&D/GDP (%),"R&D, by performer",Business,3,1.71
10473,r385,1982,R&D/GDP (%),"R&D, by performer",Federalb,3,0.42
10473,r386,1982,R&D/GDP (%),"R&D, by performer",Higher education,3,0.23
10473,r387,1982,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
10473,r388,1982,R&D/GDP (%),"R&D, by source of funding",Business,3,1.22
10473,r389,1982,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.11
10473,r390,1982,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.09
10473,r391,1983,GDP,Current $billions,,2,3634.0
10473,r392,1983,GDP,Constant 2017 $billions,,2,7642.3
10473,r393,1983,GDP,Deflatora (2017 = 1.00000),,2,0.47552
