table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2018,field_2019,field_2020,field_2021_all_geosciences_atmospheric_sciences_and_ocean_sciences,field_2021_atmospheric_science_and_meteorology,field_2021_geological_and_earth_sciences,field_2021_ocean_sciences_and_marine_sciences,field_2021_geosciences_atmospheric_sciences_and_ocean_sciences_nec
7981,r031,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,30,"['41,824', '']","['34,015', '']","['32,718', '']","['30,961', '']","['7,956', '']","['11,360', '']","['9,521', '']","['2,124', '']"
7981,r032,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,31,"['27,316', '']","['29,166', '']","['30,153', '']","['30,603', '']","['3,995', '']","['1,653', '']","['4,848', '']","['20,107', '']"
7981,r033,All institutions -> Princeton U.,All institutions,Princeton U.,2,32,"['28,636', '']","['24,755', '']","['23,819', '']","['29,203', '']","['12,846', '']","['7,670', '']","['386', '']","['8,301', '']"
7981,r034,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,33,"['31,488', '']","['31,853', '']","['32,283', '']","['28,763', '']","['0', '']","['3,597', '']","['19,120', '']","['6,046', '']"
7981,r035,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,34,"['25,646', '']","['26,282', '']","['25,334', '']","['26,694', '']","['154', '']","['6,542', '']","['19,885', '']","['113', '']"
7981,r036,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,35,"['18,864', '']","['29,968', '']","['29,843', '']","['26,110', '']","['0', '']","['5,211', '']","['5,342', '']","['15,557', '']"
7981,r037,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,36,"['19,819', '']","['21,691', '']","['27,010', '']","['25,579', '']","['6,504', '']","['0', '']","['6,271', '']","['12,804', '']"
7981,r038,All institutions -> U. Maine,All institutions,U. Maine,2,37,"['22,741', '']","['25,039', '']","['24,874', '']","['24,778', '']","['0', '']","['6,687', '']","['18,068', '']","['23', '']"
7981,r039,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,38,"['19,173', '']","['18,036', '']","['25,634', '']","['24,326', '']","['2,528', '']","['141', '']","['21,232', '']","['425', '']"
7981,r040,All institutions -> Desert Research Institute,All institutions,Desert Research Institute,2,39,"['24,601', '']","['23,991', '']","['22,889', '']","['22,791', '']","['5,410', '']","['17,381', '']","['0', '']","['0', '']"
7981,r041,All institutions -> Stanford U.,All institutions,Stanford U.,2,40,"['18,036', '']","['17,624', '']","['20,216', '']","['21,216', '']","['0', '']","['11,821', '']","['2,827', '']","['6,568', '']"
7981,r042,All institutions -> U. South Florida<sup>c</sup>,All institutions,U. South Florida<sup>c</sup>,2,41,"['26,509', '']","['25,127', '']","['24,670', '']","['19,373', '']","['0', '']","['6,911', '']","['12,460', '']","['2', '']"
7981,r043,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,42,"['14,369', '']","['14,563', '']","['15,077', '']","['19,030', '']","['243', '']","['17,178', '']","['794', '']","['815', '']"
7981,r044,All institutions -> U. Delaware,All institutions,U. Delaware,2,43,"['20,689', '']","['18,346', '']","['17,697', '']","['18,173', '']","['0', '']","['3,575', '']","['8,990', '']","['5,608', '']"
7981,r045,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,44,"['12,552', '']","['16,001', '']","['17,304', '']","['17,960', '']","['17,546', '']","['399', '']","['15', '']","['0', '']"
7981,r046,All institutions -> U. Georgia,All institutions,U. Georgia,2,45,"['22,530', '']","['23,281', '']","['20,493', '']","['17,846', '']","['0', '']","['3,577', '']","['14,269', '']","['0', '']"
7981,r047,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,46,"['19,136', '']","['16,922', '']","['19,242', '']","['16,879', '']","['0', '']","['5,690', '']","['6,294', '']","['4,895', '']"
7981,r048,All institutions -> Florida International U.,All institutions,Florida International U.,2,47,"['14,800', '']","['14,955', '']","['16,023', '']","['16,584', '']","['4,651', '']","['2,129', '']","['9,804', '']","['0', '']"
7981,r049,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,48,"['13,885', '']","['14,388', '']","['13,896', '']","['16,272', '']","['1,476', '']","['40', '']","['6,404', '']","['8,352', '']"
7981,r050,All institutions -> Florida State U.,All institutions,Florida State U.,2,49,"['20,650', '']","['18,343', '']","['20,816', '']","['16,252', '']","['4,423', '']","['2,979', '']","['7,935', '']","['915', '']"
7981,r051,All institutions -> U. Florida,All institutions,U. Florida,2,50,"['16,846', '']","['17,186', '']","['17,740', '']","['16,189', '']","['0', '']","['9,582', '']","['6,607', '']","['0', '']"
7981,r052,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,51,"['17,696', '']","['15,833', '']","['15,523', '']","['15,605', '']","['13,754', '']","['1,851', '']","['0', '']","['0', '']"
7981,r053,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,52,"['8,947', '']","['10,928', '']","['17,335', '']","['15,520', '']","['1,332', '']","['10,865', '']","['3,169', '']","['154', '']"
7981,r054,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,53,"['20,275', '']","['13,585', '']","['15,158', '']","['15,087', '']","['1,599', '']","['10,678', '']","['2,208', '']","['602', '']"
7981,r055,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,54,"['14,278', '']","['15,705', '']","['14,928', '']","['15,080', '']","['0', '']","['15,080', '']","['0', '']","['0', '']"
7981,r056,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,55,"['14,627', '']","['12,777', '']","['13,747', '']","['14,857', '']","['2,883', '']","['269', '']","['11,483', '']","['222', '']"
7981,r057,All institutions -> U. Southern California,All institutions,U. Southern California,2,56,"['16,323', '']","['16,850', '']","['19,983', '']","['14,323', '']","['0', '']","['10,291', '']","['4,032', '']","['0', '']"
7981,r058,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,57,"['12,380', '']","['12,260', '']","['12,904', '']","['13,998', '']","['344', '']","['13,347', '']","['307', '']","['0', '']"
7981,r059,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,58,"['14,248', '']","['14,391', '']","['14,715', '']","['13,634', '']","['0', '']","['13,634', '']","['0', '']","['0', '']"
7981,r060,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,59,"['10,922', '']","['11,580', '']","['12,705', '']","['13,034', '']","['176', '']","['12,858', '']","['0', '']","['0', '']"
7981,r061,All institutions -> George Mason U.,All institutions,George Mason U.,2,60,"['11,977', '']","['11,598', '']","['10,679', '']","['12,577', '']","['5,254', '']","['6,485', '']","['513', '']","['325', '']"
7981,r062,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,61,"['14,719', '']","['13,494', '']","['11,900', '']","['12,296', '']","['591', '']","['994', '']","['5,294', '']","['5,417', '']"
7981,r063,"All institutions -> U. Massachusetts, Dartmouth",All institutions,"U. Massachusetts, Dartmouth",2,62,"['11,084', '']","['11,550', '']","['10,917', '']","['12,196', '']","['0', '']","['0', '']","['12,196', '']","['0', '']"
7981,r064,All institutions -> U. Kansas,All institutions,U. Kansas,2,63,"['11,329', '']","['10,594', '']","['10,485', '']","['11,923', '']","['842', '']","['11,081', '']","['0', '']","['0', '']"
7981,r065,"All institutions -> U. Hawaii, system office",All institutions,"U. Hawaii, system office",2,64,"['11,022', '']","['10,531', '']","['11,853', '']","['11,591', '']","['11,576', '']","['0', '']","['15', '']","['0', '']"
7981,r066,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,65,"['9,473', '']","['6,755', '']","['12,944', '']","['11,251', '']","['6,464', '']","['2,971', '']","['0', '']","['1,816', '']"
7981,r067,All institutions -> Nova Southeastern U.,All institutions,Nova Southeastern U.,2,66,"['7,857', '']","['8,878', '']","['11,436', '']","['10,973', '']","['0', '']","['0', '']","['10,973', '']","['0', '']"
7981,r068,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,67,"['10,356', '']","['10,974', '']","['9,186', '']","['10,483', '']","['0', '']","['746', '']","['9,737', '']","['0', '']"
7981,r069,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,68,"['9,880', '']","['10,774', '']","['10,855', '']","['10,303', '']","['0', '']","['2,839', '']","['0', '']","['7,464', '']"
7981,r070,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,69,"['12,405', '']","['13,185', '']","['10,875', '']","['9,952', '']","['0', '']","['2,242', '']","['0', '']","['7,710', '']"
7981,r071,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,70,"['1,781', '']","['988', '']","['8,374', '']","['9,609', '']","['0', '']","['900', '']","['8,709', '']","['0', '']"
7981,r072,All institutions -> U. Houston,All institutions,U. Houston,2,71,"['8,002', '']","['10,516', '']","['9,437', '']","['9,292', '']","['4,960', '']","['3,501', '']","['331', '']","['500', '']"
7981,r073,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,72,"['6,583', '']","['8,213', '']","['8,913', '']","['9,282', '']","['520', '']","['5,609', '']","['0', '']","['3,153', '']"
7981,r074,All institutions -> Washington State U.,All institutions,Washington State U.,2,73,"['8,441', '']","['10,109', '']","['9,440', '']","['8,946', '']","['3', '']","['1,103', '']","['46', '']","['7,794', '']"
7981,r075,All institutions -> U. Chicago,All institutions,U. Chicago,2,74,"['9,652', '']","['9,370', '']","['9,090', '']","['8,854', '']","['0', '']","['8,854', '']","['0', '']","['0', '']"
7981,r076,All institutions -> Montana Technological U.,All institutions,Montana Technological U.,2,75,"['7,162', '']","['7,235', '']","['7,825', '']","['8,222', '']","['0', '']","['8,222', '']","['0', '']","['0', '']"
7981,r077,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,76,"['9,286', '']","['9,030', '']","['9,158', '']","['7,979', '']","['0', '']","['7,979', '']","['0', '']","['0', '']"
7981,r078,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,77,"['5,528', '']","['7,220', '']","['8,053', '']","['7,960', '']","['2,945', '']","['1,546', '']","['0', '']","['3,469', '']"
7981,r079,All institutions -> Brown U.,All institutions,Brown U.,2,78,"['4,306', '']","['4,310', '']","['5,954', '']","['7,954', '']","['0', '']","['2,151', '']","['189', '']","['5,614', '']"
7981,r080,All institutions -> Boston U.,All institutions,Boston U.,2,79,"['7,105', '']","['8,701', '']","['8,573', '']","['7,876', '']","['0', '']","['7,876', '']","['0', '']","['0', '']"
7981,r081,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,80,"['11,473', '']","['9,429', '']","['9,845', '']","['7,857', '']","['2', '']","['7,855', '']","['0', '']","['0', '']"
7981,r082,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,81,"['6,013', '']","['7,119', '']","['10,166', '']","['7,578', '']","['6,482', '']","['0', '']","['0', '']","['1,096', '']"
7981,r083,All institutions -> Boston C.,All institutions,Boston C.,2,82,"['5,533', '']","['5,130', '']","['5,836', '']","['7,414', '']","['6,176', '']","['1,238', '']","['0', '']","['0', '']"
7981,r084,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,83,"['7,681', '']","['6,442', '']","['7,288', '']","['7,385', '']","['1,162', '']","['298', '']","['5,925', '']","['0', '']"
7981,r085,All institutions -> Texas State U.,All institutions,Texas State U.,2,84,"['5,402', '']","['7,349', '']","['7,357', '']","['7,338', '']","['2', '']","['1,692', '']","['0', '']","['5,644', '']"
7981,r086,All institutions -> Duke U.,All institutions,Duke U.,2,85,"['11,171', '']","['11,077', '']","['9,675', '']","['7,310', '']","['0', '']","['1,186', '']","['6,124', '']","['0', '']"
7981,r087,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,86,"['5,610', '']","['6,791', '']","['6,729', '']","['7,309', '']","['0', '']","['7,309', '']","['0', '']","['0', '']"
7981,r088,All institutions -> Yale U.,All institutions,Yale U.,2,87,"['7,613', '']","['6,995', '']","['5,916', '']","['7,021', '']","['0', '']","['7,021', '']","['0', '']","['0', '']"
7981,r089,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,88,"['9,714', '']","['7,984', '']","['7,408', '']","['6,790', '']","['96', '']","['5,122', '']","['41', '']","['1,531', '']"
7981,r090,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,89,"['7,775', '']","['7,329', '']","['6,924', '']","['6,727', '']","['393', '']","['6,334', '']","['0', '']","['0', '']"
7981,r091,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,90,"['7,227', '']","['6,339', '']","['6,566', '']","['6,591', '']","['2,089', '']","['644', '']","['3,346', '']","['512', '']"
7981,r092,All institutions -> Cornell U.,All institutions,Cornell U.,2,91,"['6,568', '']","['6,531', '']","['8,145', '']","['6,589', '']","['1,136', '']","['5,218', '']","['235', '']","['0', '']"
7981,r093,All institutions -> U. of the Virgin Islands,All institutions,U. of the Virgin Islands,2,92,"['542', '']","['830', '']","['3,639', '']","['6,508', '']","['0', '']","['184', '']","['4,405', '']","['1,919', '']"
7981,r094,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,93,"['3,290', '']","['3,957', '']","['5,426', '']","['6,277', '']","['0', '']","['5,186', '']","['1,091', '']","['0', '']"
7981,r095,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,94,"['4,056', '']","['6,713', '']","['6,781', '']","['6,234', '']","['5,562', '']","['672', '']","['0', '']","['0', '']"
7981,r096,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,95,"['5,035', '']","['6,376', '']","['5,878', '']","['6,212', '']","['0', '']","['2,677', '']","['3,535', '']","['0', '']"
7981,r097,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,96,"['5,045', '']","['5,676', '']","['5,509', '']","['6,083', '']","['0', '']","['6,083', '']","['0', '']","['0', '']"
7981,r098,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,97,"['4,253', '']","['4,526', '']","['6,342', '']","['6,082', '']","['394', '']","['5,400', '']","['0', '']","['288', '']"
7981,r099,All institutions -> U. Oregon,All institutions,U. Oregon,2,98,"['3,785', '']","['4,871', '']","['6,704', '']","['6,060', '']","['0', '']","['5,486', '']","['574', '']","['0', '']"
7981,r100,"All institutions -> U. Alaska, Anchorage",All institutions,"U. Alaska, Anchorage",2,99,"['5,101', '']","['5,186', '']","['7,339', '']","['5,735', '']","['310', '']","['4,732', '']","['650', '']","['43', '']"
7981,r101,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,100,"['8,380', '']","['8,238', '']","['8,916', '']","['5,713', '']","['0', '']","['5,052', '']","['0', '']","['661', '']"
7981,r102,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,101,"['3,779', '']","['5,244', '']","['5,435', '']","['5,695', '']","['0', '']","['5,480', '']","['0', '']","['215', '']"
7981,r103,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,102,"['4,287', '']","['4,449', '']","['3,499', '']","['5,686', '']","['0', '']","['5,686', '']","['0', '']","['0', '']"
7981,r104,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,103,"['3,659', '']","['3,917', '']","['4,538', '']","['5,650', '']","['0', '']","['5,650', '']","['0', '']","['0', '']"
7981,r105,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,104,"['3,701', '']","['5,282', '']","['5,844', '']","['5,633', '']","['0', '']","['0', '']","['5,137', '']","['496', '']"
7981,r106,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,105,"['7,272', '']","['6,868', '']","['6,281', '']","['5,521', '']","['3,785', '']","['1,736', '']","['0', '']","['0', '']"
7981,r107,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,106,"['5,125', '']","['5,618', '']","['5,603', '']","['5,468', '']","['0', '']","['4,099', '']","['0', '']","['1,369', '']"
7981,r108,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,107,"['5,941', '']","['6,954', '']","['6,100', '']","['5,367', '']","['0', '']","['5,367', '']","['0', '']","['0', '']"
7981,r109,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,108,"['4,785', '']","['5,352', '']","['6,040', '']","['5,356', '']","['3', '']","['0', '']","['0', '']","['5,353', '']"
7981,r110,All institutions -> U. Toledo,All institutions,U. Toledo,2,109,"['4,189', '']","['5,659', '']","['5,748', '']","['5,309', '']","['0', '']","['4,934', '']","['0', '']","['375', '']"
7981,r111,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,110,"['4,939', '']","['3,908', '']","['5,381', '']","['5,067', '']","['203', '']","['2,165', '']","['0', '']","['2,699', '']"
7981,r112,"All institutions -> U. Tennessee, Knoxville<sup>d</sup>",All institutions,"U. Tennessee, Knoxville<sup>d</sup>",2,111,"['5,752', '']","['5,557', '']","['5,322', '']","['5,062', '']","['0', '']","['3,355', '']","['0', '']","['1,707', '']"
7981,r113,All institutions -> U. Guam,All institutions,U. Guam,2,112,"['2,548', '']","['2,753', '']","['2,696', '']","['5,047', '']","['0', '']","['262', '']","['4,673', '']","['112', '']"
7981,r114,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,113,"['4,479', '']","['3,533', '']","['3,739', '']","['4,912', '']","['0', '']","['4,912', '']","['0', '']","['0', '']"
7981,r115,All institutions -> U. Idaho,All institutions,U. Idaho,2,114,"['5,244', '']","['5,923', '']","['4,933', '']","['4,803', '']","['115', '']","['4,612', '']","['0', '']","['76', '']"
7981,r116,All institutions -> Rice U.,All institutions,Rice U.,2,115,"['3,958', '']","['4,341', '']","['5,152', '']","['4,786', '']","['0', '']","['4,786', '']","['0', '']","['0', '']"
7981,r117,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,116,"['4,771', '']","['4,359', '']","['5,241', '']","['4,607', '']","['0', '']","['4,607', '']","['0', '']","['0', '']"
7981,r118,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,117,"['4,433', '']","['3,684', '']","['4,586', '']","['4,564', '']","['0', '']","['410', '']","['4,154', '']","['0', '']"
7981,r119,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,118,"['4,186', '']","['4,222', '']","['5,011', '']","['4,466', '']","['0', '']","['244', '']","['4,222', '']","['0', '']"
7981,r120,"All institutions -> U. North Carolina, Wilmington",All institutions,"U. North Carolina, Wilmington",2,119,"['4,511', '']","['5,193', '']","['5,206', '']","['4,311', '']","['0', '']","['28', '']","['4,204', '']","['79', '']"
7981,r121,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,120,"['895', '']","['1,000', '']","['3,062', '']","['4,302', '']","['0', '']","['2,847', '']","['1,455', '']","['0', '']"
7981,r122,All institutions -> Tulane U.,All institutions,Tulane U.,2,121,"['3,753', '']","['4,317', '']","['4,825', '']","['4,217', '']","['0', '']","['4,217', '']","['0', '']","['0', '']"
7981,r123,"All institutions -> U. Maryland, Eastern Shore",All institutions,"U. Maryland, Eastern Shore",2,122,"['2,775', '']","['4,369', '']","['3,454', '']","['4,182', '']","['0', '']","['0', '']","['4,182', '']","['0', '']"
7981,r124,All institutions -> U. Memphis,All institutions,U. Memphis,2,123,"['4,629', '']","['4,117', '']","['5,493', '']","['4,089', '']","['0', '']","['4,089', '']","['0', '']","['0', '']"
7981,r125,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,124,"['4,296', '']","['4,603', '']","['4,039', '']","['4,044', '']","['0', '']","['1,195', '']","['2,849', '']","['0', '']"
7981,r126,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,125,"['2,171', '']","['2,690', '']","['3,460', '']","['4,008', '']","['0', '']","['2,241', '']","['0', '']","['1,767', '']"
7981,r127,All institutions -> San Francisco State U.,All institutions,San Francisco State U.,2,126,"['3,233', '']","['4,297', '']","['3,759', 'i']","['3,975', '']","['229', '']","['394', '']","['3,077', '']","['275', '']"
7981,r128,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,127,"['7,266', '']","['10,049', '']","['9,625', '']","['3,965', '']","['0', '']","['3,320', '']","['0', '']","['645', '']"
