table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_nsf_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
7995,r040,All institutions -> Harvard U.,All institutions,Harvard U.,2,39,"['47,086', '']","['3,358', '']","['3,177', '']","['7,554', '']","['2,199', '']","['12,741', '']","['196', '']","['1,904', '']","['0', '']","['13,286', '']","['2,671', '']"
7995,r041,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,40,"['47,054', '']","['4,808', '']","['455', '']","['3,930', '']","['1,262', '']","['15,419', '']","['1,154', '']","['1,502', '']","['1', '']","['10,877', '']","['7,646', '']"
7995,r042,All institutions -> New York U.,All institutions,New York U.,2,41,"['42,854', '']","['5,646', '']","['71', '']","['5,626', '']","['5,958', '']","['6,890', '']","['2,747', '']","['3,264', '']","['0', '']","['9,799', '']","['2,853', '']"
7995,r043,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,42,"['41,762', '']","['3,616', '']","['4,173', '']","['9,138', '']","['4,794', '']","['5,879', '']","['421', '']","['136', '']","['25', '']","['10,827', '']","['2,753', '']"
7995,r044,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,43,"['40,234', '']","['6,758', '']","['3,451', '']","['2,229', '']","['2,032', '']","['16,705', '']","['564', '']","['255', '']","['2,823', '']","['5,055', '']","['362', '']"
7995,r045,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,44,"['40,150', '']","['10,719', '']","['3,516', '']","['4,553', '']","['3,526', '']","['8,794', '']","['469', '']","['2,024', '']","['0', '']","['1,507', '']","['5,042', '']"
7995,r046,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,45,"['39,460', '']","['17,143', '']","['964', '']","['4,059', '']","['841', '']","['7,416', '']","['1,744', '']","['1,342', '']","['29', '']","['2,811', '']","['3,111', '']"
7995,r047,All institutions -> U. Utah,All institutions,U. Utah,2,46,"['38,298', '']","['12,172', '']","['2,891', '']","['3,529', '']","['1,551', '']","['8,585', '']","['200', '']","['596', '']","['0', '']","['6,715', '']","['2,059', '']"
7995,r048,All institutions -> Johns Hopkins U.<sup>b</sup>,All institutions,Johns Hopkins U.<sup>b</sup>,2,47,"['36,823', '']","['3,427', '']","['2,787', '']","['4,047', '']","['1,355', '']","['10,756', '']","['531', '']","['111', '']","['82', '']","['12,990', '']","['737', '']"
7995,r049,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,48,"['36,484', '']","['53', '']","['22,242', '']","['9,461', '']","['118', '']","['2,287', '']","['0', '']","['410', '']","['50', '']","['961', '']","['902', '']"
7995,r050,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,49,"['35,864', '']","['7,508', '']","['2,402', '']","['4,599', '']","['1,089', '']","['5,589', '']","['686', '']","['2,561', '']","['986', '']","['8,295', '']","['2,149', '']"
7995,r051,All institutions -> Rice U.,All institutions,Rice U.,2,50,"['35,401', '']","['3,691', '']","['994', '']","['1,716', '']","['2,095', '']","['7,459', '']","['764', '']","['602', '']","['393', '']","['15,488', '']","['2,199', '']"
7995,r052,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,51,"['34,803', '']","['3,022', '']","['2,298', '']","['12,092', '']","['3,165', '']","['4,296', '']","['478', '']","['945', '']","['2', '']","['6,830', '']","['1,675', '']"
7995,r053,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,52,"['34,549', '']","['7,425', '']","['1,177', '']","['4,377', '']","['1,060', '']","['4,905', '']","['1,374', '']","['1,197', '']","['0', '']","['9,959', '']","['3,075', '']"
7995,r054,All institutions -> Duke U.,All institutions,Duke U.,2,53,"['33,567', '']","['3,165', '']","['1,153', '']","['7,213', '']","['3,577', '']","['3,527', '']","['126', '']","['2,578', '']","['7', '']","['11,470', '']","['751', '']"
7995,r055,All institutions -> Boston U.,All institutions,Boston U.,2,54,"['33,284', '']","['3,261', '']","['1,270', '']","['2,398', '']","['756', '']","['7,322', '']","['1,150', '']","['460', '']","['1,184', '']","['13,451', '']","['2,032', '']"
7995,r056,All institutions -> U. Delaware,All institutions,U. Delaware,2,55,"['32,207', '']","['1,498', '']","['5,820', '']","['3,610', '']","['1,023', '']","['6,990', '']","['828', '']","['1,545', '']","['658', '']","['9,112', '']","['1,123', '']"
7995,r057,All institutions -> Yale U.,All institutions,Yale U.,2,56,"['31,835', '']","['4,015', '']","['1,565', '']","['10,441', '']","['1,515', '']","['5,608', '']","['1,006', '']","['1,519', '']","['0', '']","['6,054', '']","['112', '']"
7995,r058,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,57,"['30,813', '']","['1,873', '']","['828', '']","['7,369', '']","['1,367', '']","['3,584', '']","['198', '']","['310', '']","['0', '']","['13,499', '']","['1,785', '']"
7995,r059,All institutions -> U. Georgia,All institutions,U. Georgia,2,58,"['30,420', '']","['982', '']","['3,606', '']","['15,172', '']","['751', '']","['2,185', '']","['1,590', '']","['1,149', '']","['39', '']","['3,130', '']","['1,816', '']"
7995,r060,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,59,"['29,782', '']","['2,130', '']","['19,054', '']","['1,407', '']","['370', '']","['3,418', '']","['7', '']","['1,028', '']","['405', '']","['1,857', '']","['106', '']"
7995,r061,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,60,"['29,667', '']","['2,560', '']","['830', '']","['4,808', '']","['1,238', '']","['5,560', '']","['330', '']","['561', '']","['2,739', '']","['9,600', '']","['1,441', '']"
7995,r062,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,61,"['29,583', '']","['8,135', '']","['1,590', '']","['1,408', '']","['330', '']","['4,732', '']","['622', '']","['179', '']","['0', '']","['11,654', '']","['933', '']"
7995,r063,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,62,"['28,682', '']","['3,792', '']","['0', '']","['1,418', '']","['2,344', '']","['10,724', '']","['393', '']","['529', '']","['536', '']","['8,596', '']","['350', '']"
7995,r064,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,63,"['27,501', '']","['1,640', '']","['6,472', '']","['5,267', '']","['1,323', '']","['3,371', '']","['1,254', '']","['264', '']","['328', '']","['5,698', '']","['1,884', '']"
7995,r065,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,64,"['27,251', '']","['3,507', '']","['312', '']","['10,787', '']","['486', '']","['6,230', '']","['191', '']","['593', '']","['0', '']","['3,579', '']","['1,566', '']"
7995,r066,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,65,"['26,166', '']","['4,063', '']","['987', '']","['5,854', '']","['859', '']","['6,006', '']","['309', '']","['488', '']","['0', '']","['7,023', '']","['577', '']"
7995,r067,All institutions -> Brown U.,All institutions,Brown U.,2,66,"['26,053', '']","['2,467', '']","['2,481', '']","['6,138', '']","['4,616', '']","['4,463', '']","['0', '']","['321', '']","['1,055', '']","['4,482', '']","['30', '']"
7995,r068,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,67,"['25,555', '']","['4,336', '']","['504', '']","['3,503', '']","['548', '']","['1,916', '']","['1,839', '']","['258', '']","['0', '']","['6,142', '']","['6,509', '']"
7995,r069,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,68,"['23,926', '']","['1,719', '']","['3,776', '']","['3,589', '']","['789', '']","['2,006', '']","['14', '']","['1,356', '']","['0', '']","['8,895', '']","['1,782', '']"
7995,r070,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,69,"['23,480', '']","['2,874', '']","['14', '']","['910', '']","['547', '']","['3,102', '']","['29', '']","['313', '']","['90', '']","['13,569', '']","['2,032', '']"
7995,r071,All institutions -> Florida International U.,All institutions,Florida International U.,2,70,"['22,802', '']","['7,133', '']","['2,791', '']","['2,122', '']","['520', '']","['2,326', '']","['416', '']","['162', '']","['731', '']","['6,550', '']","['51', '']"
7995,r072,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,71,"['22,779', '']","['2,090', '']","['2,570', '']","['6,018', '']","['999', '']","['2,429', '']","['1,006', '']","['499', '']","['41', '']","['6,634', '']","['493', '']"
7995,r073,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,72,"['22,000', '']","['3,466', '']","['581', '']","['3,323', '']","['434', '']","['2,335', '']","['641', '']","['146', '']","['619', '']","['9,948', '']","['507', '']"
7995,r074,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,73,"['21,630', '']","['3,936', '']","['126', '']","['2,078', '']","['1,966', '']","['3,795', '']","['4', '']","['196', '']","['0', '']","['7,431', '']","['2,098', '']"
7995,r075,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,74,"['19,938', '']","['2,453', '']","['1,078', '']","['4,153', '']","['652', '']","['3,814', '']","['62', '']","['537', '']","['1,949', '']","['5,040', '']","['200', '']"
7995,r076,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,75,"['19,473', '']","['376', '']","['9,006', '']","['2,132', '']","['0', '']","['900', '']","['0', '']","['67', '']","['4,336', '']","['2,336', '']","['320', '']"
7995,r077,All institutions -> U. Kansas,All institutions,U. Kansas,2,76,"['19,377', '']","['1,315', '']","['2,505', '']","['6,011', '']","['332', '']","['4,471', '']","['522', '']","['626', '']","['0', '']","['3,125', '']","['470', '']"
7995,r078,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,77,"['18,918', '']","['2,812', '']","['771', '']","['1,401', '']","['331', '']","['3,149', '']","['1,963', '']","['613', '']","['633', '']","['6,982', '']","['263', '']"
7995,r079,All institutions -> Washington State U.,All institutions,Washington State U.,2,78,"['18,295', '']","['3,034', '']","['1,178', '']","['4,888', '']","['59', '']","['2,524', '']","['91', '']","['431', '']","['137', '']","['5,001', '']","['952', '']"
7995,r080,All institutions -> Clemson U.,All institutions,Clemson U.,2,79,"['17,932', '']","['1,647', '']","['0', '']","['1,247', '']","['872', '']","['1,617', '']","['344', '']","['730', '']","['0', '']","['10,036', '']","['1,439', '']"
7995,r081,All institutions -> U. Rochester,All institutions,U. Rochester,2,80,"['17,335', '']","['2,545', '']","['1,822', '']","['1,890', '']","['210', '']","['5,094', '']","['400', '']","['149', '']","['664', '']","['3,414', '']","['1,147', '']"
7995,r082,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,81,"['17,191', '']","['1,120', '']","['1,581', '']","['2,350', '']","['1,232', '']","['5,684', '']","['50', '']","['400', '']","['102', '']","['3,725', '']","['947', '']"
7995,r083,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,82,"['17,125', '']","['360', '']","['5,336', '']","['3,012', '']","['582', '']","['1,101', '']","['47', '']","['387', '']","['4,636', '']","['1,640', '']","['24', '']"
7995,r084,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,83,"['16,540', '']","['1,185', '']","['354', '']","['4,045', '']","['432', '']","['3,421', '']","['34', '']","['206', '']","['74', '']","['6,290', '']","['499', '']"
7995,r085,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,84,"['16,102', '']","['709', '']","['1,798', '']","['2,502', '']","['545', '']","['6,024', '']","['0', '']","['43', '']","['1,436', '']","['2,627', '']","['418', '']"
7995,r086,All institutions -> U. Houston,All institutions,U. Houston,2,85,"['14,994', '']","['1,422', '']","['798', '']","['1,192', '']","['2,170', '']","['2,367', '']","['163', '']","['214', '']","['233', '']","['6,326', '']","['109', '']"
7995,r087,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,86,"['14,915', '']","['1,337', '']","['458', '']","['5,902', '']","['633', '']","['1,102', '']","['515', '']","['284', '']","['661', '']","['2,529', '']","['1,494', '']"
7995,r088,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,87,"['14,905', '']","['2,462', '']","['1,389', '']","['105', '']","['163', '']","['2,885', '']","['0', '']","['233', '']","['0', '']","['5,892', '']","['1,776', '']"
7995,r089,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,88,"['14,761', '']","['551', '']","['4,760', '']","['2,892', '']","['335', '']","['1,215', '']","['11', '']","['342', '']","['0', '']","['4,211', '']","['444', '']"
7995,r090,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,89,"['14,529', '']","['3,721', '']","['128', '']","['318', '']","['673', '']","['2,433', '']","['63', '']","['730', '']","['0', '']","['5,992', '']","['471', '']"
7995,r091,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,90,"['14,409', '']","['1,406', '']","['1,432', '']","['4,970', '']","['681', '']","['669', '']","['3', '']","['363', '']","['0', '']","['2,274', '']","['2,611', '']"
7995,r092,All institutions -> Drexel U.,All institutions,Drexel U.,2,91,"['14,399', '']","['2,826', '']","['0', '']","['1,678', '']","['550', '']","['840', '']","['0', '']","['709', '']","['238', '']","['5,782', '']","['1,776', '']"
7995,r093,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,92,"['14,101', '']","['1,624', '']","['1,491', '']","['3,540', '']","['34', '']","['1,563', '']","['54', '']","['220', '']","['0', '']","['5,403', '']","['172', '']"
7995,r094,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,93,"['14,066', '']","['829', '']","['291', '']","['5,075', '']","['123', '']","['2,080', '']","['0', '']","['329', '']","['89', '']","['3,642', '']","['1,608', '']"
7995,r095,All institutions -> U. Idaho,All institutions,U. Idaho,2,94,"['14,048', '']","['1,210', '']","['669', '']","['8,620', '']","['142', '']","['0', '']","['0', '']","['583', '']","['0', '']","['1,303', '']","['1,521', '']"
7995,r096,All institutions -> U. Oregon,All institutions,U. Oregon,2,95,"['14,016', '']","['570', '']","['2,409', '']","['1,895', '']","['641', '']","['4,043', '']","['322', '']","['933', '']","['0', '']","['0', '']","['3,203', '']"
7995,r097,All institutions -> Emory U.,All institutions,Emory U.,2,96,"['13,948', '']","['799', '']","['19', '']","['3,047', '']","['834', '']","['7,524', '']","['218', '']","['674', '']","['0', '']","['745', '']","['88', '']"
7995,r098,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,97,"['13,870', '']","['2,005', '']","['3,710', '']","['1,026', '']","['139', '']","['3,459', '']","['13', '']","['482', '']","['0', '']","['2,780', '']","['256', '']"
7995,r099,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,98,"['13,801', '']","['988', '']","['361', '']","['2,232', '']","['243', '']","['1,457', '']","['41', '']","['624', '']","['0', '']","['6,274', '']","['1,581', '']"
7995,r100,All institutions -> Tufts U.,All institutions,Tufts U.,2,99,"['13,665', '']","['559', '']","['181', '']","['1,715', '']","['2,185', '']","['1,685', '']","['163', '']","['807', '']","['115', '']","['5,369', '']","['886', '']"
7995,r101,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,100,"['13,514', '']","['1,764', '']","['2,520', '']","['3,033', '']","['402', '']","['1,530', '']","['132', '']","['997', '']","['0', '']","['2,614', '']","['522', '']"
7995,r102,All institutions -> George Washington U.,All institutions,George Washington U.,2,101,"['13,487', '']","['1,654', '']","['59', '']","['1,851', '']","['345', '']","['1,365', '']","['239', '']","['1,596', '']","['875', '']","['4,845', '']","['658', '']"
7995,r103,All institutions -> U. South Florida<sup>c</sup>,All institutions,U. South Florida<sup>c</sup>,2,102,"['13,081', '']","['1,807', '']","['2,394', '']","['1,307', '']","['484', '']","['1,677', '']","['103', '']","['654', '']","['237', '']","['3,912', '']","['506', '']"
7995,r104,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,103,"['12,999', '']","['555', '']","['2,551', '']","['8,193', '']","['366', '']","['830', '']","['0', '']","['473', '']","['0', '']","['0', '']","['31', '']"
7995,r105,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,104,"['12,778', '']","['1,879', '']","['1,416', '']","['3,078', '']","['404', '']","['2,060', '']","['596', '']","['62', '']","['0', '']","['3,011', '']","['272', '']"
7995,r106,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,105,"['12,585', '']","['1,035', '']","['999', '']","['976', '']","['457', '']","['4,127', '']","['0', '']","['720', '']","['3', '']","['4,188', '']","['80', '']"
7995,r107,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,106,"['12,458', '']","['3,165', '']","['1,252', '']","['1,705', '']","['57', '']","['2,871', '']","['89', '']","['104', '']","['24', '']","['2,880', '']","['311', '']"
7995,r108,All institutions -> George Mason U.,All institutions,George Mason U.,2,107,"['12,345', '']","['3,490', '']","['1,407', '']","['789', '']","['568', '']","['752', '']","['291', '']","['363', '']","['14', '']","['2,906', '']","['1,765', '']"
