table_id,row_id,_b_detailed_field_b_full_path,_b_detailed_field_b_level_1,_b_detailed_field_b_level_2,_b_detailed_field_b_level_3,_b_detailed_field_b_level_4,_b_detailed_field_b_level_5,_b_detailed_field_b_level_6,_b_detailed_field_b_hierarchy_depth,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
10675,r046,All fields -> Science -> Mathematics and statistics -> Statistics,All fields,Science,Mathematics and statistics,Statistics,,,4,2977,3158,3257,3387,3400,3345
10675,r047,All fields -> Science -> Multidisciplinary and interdisciplinary sciences<sup>c</sup>,All fields,Science,Multidisciplinary and interdisciplinary sciences<sup>c</sup>,,,,3,2931,2924,2978,3553,3774,4014
10675,r048,All fields -> Science -> Multidisciplinary and interdisciplinary sciences<sup>c</sup> -> Biological and physical sciences<sup>d</sup>,All fields,Science,Multidisciplinary and interdisciplinary sciences<sup>c</sup>,Biological and physical sciences<sup>d</sup>,,,4,NA,NA,NA,815,887,956
10675,r049,All fields -> Science -> Multidisciplinary and interdisciplinary sciences<sup>c</sup> -> Computational science<sup>d</sup>,All fields,Science,Multidisciplinary and interdisciplinary sciences<sup>c</sup>,Computational science<sup>d</sup>,,,4,NA,NA,NA,298,347,335
10675,r050,All fields -> Science -> Multidisciplinary and interdisciplinary sciences<sup>c</sup> -> Data science and data analytics<sup>d</sup>,All fields,Science,Multidisciplinary and interdisciplinary sciences<sup>c</sup>,Data science and data analytics<sup>d</sup>,,,4,NA,NA,NA,42,46,104
10675,r051,All fields -> Science -> Multidisciplinary and interdisciplinary sciences<sup>c</sup> -> International and global studies<sup>d</sup>,All fields,Science,Multidisciplinary and interdisciplinary sciences<sup>c</sup>,International and global studies<sup>d</sup>,,,4,NA,NA,NA,173,183,175
10675,r052,All fields -> Science -> Multidisciplinary and interdisciplinary sciences<sup>c</sup> -> Multidisciplinary and interdisciplinary sciences nec<sup>d</sup>,All fields,Science,Multidisciplinary and interdisciplinary sciences<sup>c</sup>,Multidisciplinary and interdisciplinary sciences nec<sup>d</sup>,,,4,NA,NA,NA,2225,2311,2444
10675,r053,All fields -> Science -> Natural resources and conservation,All fields,Science,Natural resources and conservation,,,,3,3568,3716,3677,3705,3910,3955
10675,r054,All fields -> Science -> Natural resources and conservation -> Environmental science and studies,All fields,Science,Natural resources and conservation,Environmental science and studies,,,4,1621,1744,1738,1799,1956,1980
10675,r055,"All fields -> Science -> Natural resources and conservation -> Forestry, natural resources, and conservation",All fields,Science,Natural resources and conservation,"Forestry, natural resources, and conservation",,,4,1947,1972,1939,1906,1954,1975
10675,r056,All fields -> Science -> Physical sciences,All fields,Science,Physical sciences,,,,3,35461,36000,36506,36341,37732,37836
10675,r057,All fields -> Science -> Physical sciences -> Astronomy and astrophysics,All fields,Science,Physical sciences,Astronomy and astrophysics,,,4,1236,1281,1373,1430,1539,1603
10675,r058,All fields -> Science -> Physical sciences -> Chemistry,All fields,Science,Physical sciences,Chemistry,,,4,19367,19547,19748,19389,20149,19695
10675,r059,All fields -> Science -> Physical sciences -> Materials sciences,All fields,Science,Physical sciences,Materials sciences,,,4,927,875,1013,1028,1002,1223
10675,r060,All fields -> Science -> Physical sciences -> Physics,All fields,Science,Physical sciences,Physics,,,4,13505,13913,13951,13985,14501,14747
10675,r061,All fields -> Science -> Physical sciences -> Physical sciences nec,All fields,Science,Physical sciences,Physical sciences nec,,,4,426,384,421,509,541,568
10675,r062,All fields -> Science -> Psychology<sup>a</sup>,All fields,Science,Psychology<sup>a</sup>,,,,3,20395,20303,20231,21115,21447,21121
10675,r063,All fields -> Science -> Psychology<sup>a</sup> -> Clinical psychology,All fields,Science,Psychology<sup>a</sup>,Clinical psychology,,,4,3751,3814,3785,3668,3389,3274
10675,r064,All fields -> Science -> Psychology<sup>a</sup> -> Counseling and applied psychology<sup>c</sup>,All fields,Science,Psychology<sup>a</sup>,Counseling and applied psychology<sup>c</sup>,,,4,6825,6946,6537,6193,6371,6504
10675,r065,All fields -> Science -> Psychology<sup>a</sup> -> Counseling and applied psychology<sup>c</sup> -> Applied psychology<sup>d</sup>,All fields,Science,Psychology<sup>a</sup>,Counseling and applied psychology<sup>c</sup>,Applied psychology<sup>d</sup>,,5,NA,NA,NA,4833,4910,5104
10675,r066,All fields -> Science -> Psychology<sup>a</sup> -> Counseling and applied psychology<sup>c</sup> -> Counseling psychology<sup>d</sup>,All fields,Science,Psychology<sup>a</sup>,Counseling and applied psychology<sup>c</sup>,Counseling psychology<sup>d</sup>,,5,NA,NA,NA,1360,1461,1400
10675,r067,All fields -> Science -> Psychology<sup>a</sup> -> Human development<sup>b</sup>,All fields,Science,Psychology<sup>a</sup>,Human development<sup>b</sup>,,,4,na,na,na,742,797,768
10675,r068,"All fields -> Science -> Psychology<sup>a</sup> -> Psychology, general",All fields,Science,Psychology<sup>a</sup>,"Psychology, general",,,4,7353,6683,6749,6601,6554,5835
10675,r069,All fields -> Science -> Psychology<sup>a</sup> -> Research and experimental psychology,All fields,Science,Psychology<sup>a</sup>,Research and experimental psychology,,,4,2466,2860,3160,3911,4336,4740
10675,r070,All fields -> Science -> Social sciences<sup>a</sup>,All fields,Science,Social sciences<sup>a</sup>,,,,3,35078,35259,35392,34434,34607,34016
10675,r071,All fields -> Science -> Social sciences<sup>a</sup> -> Agricultural and natural resource economics,All fields,Science,Social sciences<sup>a</sup>,Agricultural and natural resource economics,,,4,872,919,806,639,522,416
10675,r072,All fields -> Science -> Social sciences<sup>a</sup> -> Anthropology,All fields,Science,Social sciences<sup>a</sup>,Anthropology,,,4,4562,4471,4365,4296,4129,4047
10675,r073,All fields -> Science -> Social sciences<sup>a</sup> -> Criminal justice and safety studies,All fields,Science,Social sciences<sup>a</sup>,Criminal justice and safety studies,,,4,538,663,900,988,1227,1390
10675,r074,All fields -> Science -> Social sciences<sup>a</sup> -> Economics (except agricultural and natural resource),All fields,Science,Social sciences<sup>a</sup>,Economics (except agricultural and natural resource),,,4,7831,7917,8045,7959,8266,8201
10675,r075,All fields -> Science -> Social sciences<sup>a</sup> -> Geography and cartography,All fields,Science,Social sciences<sup>a</sup>,Geography and cartography,,,4,1856,1849,1741,1652,1729,1547
10675,r076,All fields -> Science -> Social sciences<sup>a</sup> -> Human development<sup>b</sup>,All fields,Science,Social sciences<sup>a</sup>,Human development<sup>b</sup>,,,4,685,793,731,na,na,na
10675,r077,All fields -> Science -> Social sciences<sup>a</sup> -> International relations and national security studies,All fields,Science,Social sciences<sup>a</sup>,International relations and national security studies,,,4,398,439,413,408,474,331
10675,r078,All fields -> Science -> Social sciences<sup>a</sup> -> Linguistics,All fields,Science,Social sciences<sup>a</sup>,Linguistics,,,4,1646,1548,1616,1686,1652,1695
10675,r079,All fields -> Science -> Social sciences<sup>a</sup> -> Political science and government,All fields,Science,Social sciences<sup>a</sup>,Political science and government,,,4,5609,5611,5488,5366,5332,5310
10675,r080,All fields -> Science -> Social sciences<sup>a</sup> -> Public policy analysis,All fields,Science,Social sciences<sup>a</sup>,Public policy analysis,,,4,2234,2320,2414,2547,2740,2690
10675,r081,All fields -> Science -> Social sciences<sup>a</sup> -> Sociology and population studies,All fields,Science,Social sciences<sup>a</sup>,Sociology and population studies,,,4,5340,5128,5070,5067,4875,4655
10675,r082,"All fields -> Science -> Social sciences<sup>a</sup> -> Social sciences, nec<sup>c</sup>",All fields,Science,Social sciences<sup>a</sup>,"Social sciences, nec<sup>c</sup>",,,4,3507,3601,3803,3826,3661,3734
10675,r083,"All fields -> Science -> Social sciences<sup>a</sup> -> Social sciences, nec<sup>c</sup> -> Area, ethnic, cultural, gender, and group studies<sup>d</sup>",All fields,Science,Social sciences<sup>a</sup>,"Social sciences, nec<sup>c</sup>","Area, ethnic, cultural, gender, and group studies<sup>d</sup>",,5,NA,NA,NA,2482,2326,2345
10675,r084,"All fields -> Science -> Social sciences<sup>a</sup> -> Social sciences, nec<sup>c</sup> -> Criminology<sup>d</sup>",All fields,Science,Social sciences<sup>a</sup>,"Social sciences, nec<sup>c</sup>",Criminology<sup>d</sup>,,5,NA,NA,NA,318,308,322
10675,r085,"All fields -> Science -> Social sciences<sup>a</sup> -> Social sciences, nec<sup>c</sup> -> Urban studies and affairs<sup>d</sup>",All fields,Science,Social sciences<sup>a</sup>,"Social sciences, nec<sup>c</sup>",Urban studies and affairs<sup>d</sup>,,5,NA,NA,NA,405,391,398
10675,r086,"All fields -> Science -> Social sciences<sup>a</sup> -> Social sciences, nec<sup>c</sup> -> Social sciences, other<sup>d</sup>",All fields,Science,Social sciences<sup>a</sup>,"Social sciences, nec<sup>c</sup>","Social sciences, other<sup>d</sup>",,5,na,na,na,621,636,669
10675,r087,"All fields -> Science -> Social sciences<sup>a</sup> -> Social sciences, nec<sup>c</sup> -> Social sciences, other<sup>d</sup> -> History and philosophy of science and technology<sup>e</sup>",All fields,Science,Social sciences<sup>a</sup>,"Social sciences, nec<sup>c</sup>","Social sciences, other<sup>d</sup>",History and philosophy of science and technology<sup>e</sup>,6,235,270,257,na,na,na
10675,r088,"All fields -> Science -> Social sciences<sup>a</sup> -> Social sciences, nec<sup>c</sup> -> Social sciences, other<sup>d</sup> -> Social sciences, nec<sup>c</sup>",All fields,Science,Social sciences<sup>a</sup>,"Social sciences, nec<sup>c</sup>","Social sciences, other<sup>d</sup>","Social sciences, nec<sup>c</sup>",6,3272,3331,3546,na,na,na
10675,r089,All fields -> Engineering,All fields,Engineering,,,,,2,68825,70237,72065,71279,72924,72980
10675,r090,"All fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,,,3,2386,2506,2554,2645,2773,2832
10675,r091,"All fields -> Engineering -> Biological, biomedical, and biosystems engineering",All fields,Engineering,"Biological, biomedical, and biosystems engineering",,,,3,7008,7481,7934,8239,8867,9265
10675,r092,"All fields -> Engineering -> Biological, biomedical, and biosystems engineering -> Bioengineering and biomedical engineering",All fields,Engineering,"Biological, biomedical, and biosystems engineering",Bioengineering and biomedical engineering,,,4,6845,7278,7715,na,na,na
10675,r093,"All fields -> Engineering -> Biological, biomedical, and biosystems engineering -> Biological and biosystems engineering",All fields,Engineering,"Biological, biomedical, and biosystems engineering",Biological and biosystems engineering,,,4,163,203,219,na,na,na
10675,r094,"All fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",All fields,Engineering,"Chemical, petroleum, and chemical-related engineering",,,,3,7536,7599,7664,7612,7713,7590
10675,r095,"All fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> Chemical engineering",All fields,Engineering,"Chemical, petroleum, and chemical-related engineering",Chemical engineering,,,4,6874,6950,7057,7031,7115,7069
10675,r096,"All fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> Petroleum engineering",All fields,Engineering,"Chemical, petroleum, and chemical-related engineering",Petroleum engineering,,,4,662,649,607,581,598,521
10675,r097,"All fields -> Engineering -> Civil, environmental, transportation and related engineering fields<sup>c</sup>",All fields,Engineering,"Civil, environmental, transportation and related engineering fields<sup>c</sup>",,,,3,7626,7732,7752,7485,7878,7754
10675,r098,"All fields -> Engineering -> Civil, environmental, transportation and related engineering fields<sup>c</sup> -> Civil engineering<sup>d</sup>",All fields,Engineering,"Civil, environmental, transportation and related engineering fields<sup>c</sup>",Civil engineering<sup>d</sup>,,,4,7626,7732,7752,6517,6760,6629
10675,r099,"All fields -> Engineering -> Civil, environmental, transportation and related engineering fields<sup>c</sup> -> Architectural, environmental, construction and surveying engineering<sup>d</sup>",All fields,Engineering,"Civil, environmental, transportation and related engineering fields<sup>c</sup>","Architectural, environmental, construction and surveying engineering<sup>d</sup>",,,4,NA,NA,NA,968,1118,1125
10675,r100,"All fields -> Engineering -> Electrical, electronics, communications and computer engineering",All fields,Engineering,"Electrical, electronics, communications and computer engineering",,,,3,17936,18119,18577,17720,17570,17585
10675,r101,"All fields -> Engineering -> Electrical, electronics, communications and computer engineering -> Electrical, electronics, and communications engineering<sup>c</sup>",All fields,Engineering,"Electrical, electronics, communications and computer engineering","Electrical, electronics, and communications engineering<sup>c</sup>",,,4,17936,18119,18577,14694,14767,14780
10675,r102,"All fields -> Engineering -> Electrical, electronics, communications and computer engineering -> Computer engineering<sup>d</sup>",All fields,Engineering,"Electrical, electronics, communications and computer engineering",Computer engineering<sup>d</sup>,,,4,NA,NA,NA,3026,2803,2805
10675,r103,"All fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",All fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",,,,3,3633,3598,3762,3839,3921,3856
10675,r104,"All fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research -> Industrial and manufacturing engineering<sup>c</sup>",All fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",Industrial and manufacturing engineering<sup>c</sup>,,,4,3633,3598,3762,2413,2322,2301
10675,r105,"All fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research -> Systems engineering and operations research<sup>d</sup>",All fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",Systems engineering and operations research<sup>d</sup>,,,4,NA,NA,NA,1426,1599,1555
10675,r106,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,,,,3,11149,11159,11247,11477,11540,11523
10675,r107,"All fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",All fields,Engineering,"Metallurgical, mining, materials and related engineering fields",,,,3,4655,4821,4817,4882,4904,4573
10675,r108,"All fields -> Engineering -> Metallurgical, mining, materials and related engineering fields -> Metallurgical and materials engineering<sup>e</sup>",All fields,Engineering,"Metallurgical, mining, materials and related engineering fields",Metallurgical and materials engineering<sup>e</sup>,,,4,4426,4610,4616,na,na,na
10675,r109,"All fields -> Engineering -> Metallurgical, mining, materials and related engineering fields -> Mining engineering<sup>e</sup>",All fields,Engineering,"Metallurgical, mining, materials and related engineering fields",Mining engineering<sup>e</sup>,,,4,229,211,201,na,na,na
10675,r110,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,,,,3,6896,7222,7758,7380,7758,8002
10675,r111,All fields -> Engineering -> Other engineering -> Agricultural engineering,All fields,Engineering,Other engineering,Agricultural engineering,,,4,681,661,662,654,668,631
10675,r112,"All fields -> Engineering -> Other engineering -> Engineering mechanics, physics, and science",All fields,Engineering,Other engineering,"Engineering mechanics, physics, and science",,,4,1457,1428,1447,1468,1457,1588
10675,r113,All fields -> Engineering -> Other engineering -> Nuclear engineering,All fields,Engineering,Other engineering,Nuclear engineering,,,4,998,1046,1031,1038,1032,1085
10675,r114,"All fields -> Engineering -> Other engineering -> Engineering, other",All fields,Engineering,Other engineering,"Engineering, other",,,4,na,na,na,4220,4601,4698
10675,r115,"All fields -> Engineering -> Other engineering -> Engineering, other -> Engineering, nec",All fields,Engineering,Other engineering,"Engineering, other","Engineering, nec",,5,3665,4016,4472,na,na,na
10675,r116,"All fields -> Engineering -> Other engineering -> Engineering, other -> Nanotechnology",All fields,Engineering,Other engineering,"Engineering, other",Nanotechnology,,5,95,71,146,na,na,na
10675,r117,All fields -> Health,All fields,Health,,,,,2,15301,15931,15928,15314,16631,18060
10675,r118,All fields -> Health -> Clinical medicine<sup>a</sup>,All fields,Health,Clinical medicine<sup>a</sup>,,,,3,4410,4508,4571,4796,5612,5966
10675,r119,All fields -> Health -> Clinical medicine<sup>a</sup> -> Medical clinical sciences and clinical and medical laboratory sciences,All fields,Health,Clinical medicine<sup>a</sup>,Medical clinical sciences and clinical and medical laboratory sciences,,,4,NA,NA,NA,443,677,954
10675,r120,All fields -> Health -> Clinical medicine<sup>a</sup> -> Public health,All fields,Health,Clinical medicine<sup>a</sup>,Public health,,,4,4087,4104,4191,4353,4935,5012
10675,r121,All fields -> Health -> Clinical medicine<sup>a</sup> -> Clinical medicine nec,All fields,Health,Clinical medicine<sup>a</sup>,Clinical medicine nec,,,4,323,404,380,ne,ne,ne
10675,r122,All fields -> Health -> Other health,All fields,Health,Other health,,,,3,10891,11423,11357,10518,11019,12094
10675,r123,All fields -> Health -> Other health -> Communication disorders sciences,All fields,Health,Other health,Communication disorders sciences,,,4,1305,1099,911,844,792,821
10675,r124,All fields -> Health -> Other health -> Dental sciences,All fields,Health,Other health,Dental sciences,,,4,248,247,208,217,219,228
10675,r125,All fields -> Health -> Other health -> Nursing science,All fields,Health,Other health,Nursing science,,,4,3598,3551,3439,3359,3512,3657
10675,r126,All fields -> Health -> Other health -> Pharmaceutical sciences,All fields,Health,Other health,Pharmaceutical sciences,,,4,2566,2954,3121,2893,2936,3059
10675,r127,All fields -> Health -> Other health -> Veterinary biomedical and clinical sciences<sup>b</sup>,All fields,Health,Other health,Veterinary biomedical and clinical sciences<sup>b</sup>,,,4,577,575,692,na,na,na
10675,r128,All fields -> Health -> Other health -> Other health nec<sup>c</sup>,All fields,Health,Other health,Other health nec<sup>c</sup>,,,4,na,na,na,3205,3560,4329
10675,r129,All fields -> Health -> Other health -> Other health nec<sup>c</sup> -> Kinesiology and exercise science<sup>d</sup>,All fields,Health,Other health,Other health nec<sup>c</sup>,Kinesiology and exercise science<sup>d</sup>,,5,NA,NA,NA,1024,1031,981
10675,r130,All fields -> Health -> Other health -> Other health nec<sup>c</sup> -> Other health nec<sup>d</sup>,All fields,Health,Other health,Other health nec<sup>c</sup>,Other health nec<sup>d</sup>,,5,2597,2997,2986,2181,2529,3348
