table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_sciences,field_mathematics,field_other_computer_sciences_and_mathematics
3886,r019,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,260499.0,239656.4,0.0,20842.5
3886,r020,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,238856.4,238856.4,0.0,0.0
3886,r021,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,21642.5,800.0,0.0,20842.5
3886,r022,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,699738.8,69141.4,630597.4,0.0
3886,r023,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,215936.9,34988.8,180948.1,0.0
3886,r024,All agencies -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,43388.9,34988.8,8400.1,0.0
3886,r025,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,172548.0,0.0,172548.0,0.0
3886,r026,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,57026.1,56922.9,0.0,103.2
3886,r027,All agencies -> Departments -> Department of Homeland Security -> Cybersecurity and Infrastructure Security Agency,All agencies,Departments,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,,4,5028.3,5028.3,0.0,0.0
3886,r028,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,51425.8,51425.8,0.0,0.0
3886,r029,All agencies -> Departments -> Department of Homeland Security -> U.S. Coast Guard,All agencies,Departments,Department of Homeland Security,U.S. Coast Guard,,4,571.9,468.7,0.0,103.2
3886,r030,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,3538.5,3538.5,0.0,0.0
3886,r031,All agencies -> Departments -> Department of the Interior -> Bureau of Ocean Energy Management,All agencies,Departments,Department of the Interior,Bureau of Ocean Energy Management,,4,3538.5,3538.5,0.0,0.0
3886,r032,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,2170.4,1326.1,844.4,0.0
3886,r033,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,2170.4,1326.1,844.4,0.0
3886,r034,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,54154.1,54154.1,0.0,0.0
3886,r035,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,31726.6,31726.6,0.0,0.0
3886,r036,All agencies -> Departments -> Department of Transportation -> National Highway Traffic Safety Administration,All agencies,Departments,Department of Transportation,National Highway Traffic Safety Administration,,4,22427.5,22427.5,0.0,0.0
3886,r037,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,
3886,r038,All agencies -> Other agencies -> Administrative Office of the U.S. Courts,All agencies,Other agencies,Administrative Office of the U.S. Courts,,,3,6448.3,6448.3,0.0,0.0
3886,r039,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,8622.4,4743.0,3078.2,801.3
3886,r040,All agencies -> Other agencies -> Federal Communications Commission,All agencies,Other agencies,Federal Communications Commission,,,3,75.0,75.0,0.0,0.0
3886,r041,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,4175.2,0.0,0.0,4175.2
3886,r042,All agencies -> Other agencies -> National Archives and Records Administration,All agencies,Other agencies,National Archives and Records Administration,,,3,511.0,511.0,0.0,0.0
3886,r043,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,1071069.5,838597.2,232472.3,0.0
