table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2019,field_2020,field_2021,field_2022_all_life_sciences,field_2022_agricultural_sciences,field_2022_biological_and_biomedical_sciences,field_2022_health_sciences,field_2022_natural_resources_and_conservation,field_2022_life_sciences_nec
10134,r050,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,49,"['353,934', '']","['319,883', '']","['317,235', '']","['347,119', '']","['128,448', '']","['117,176', '']","['71,382', '']","['13,883', '']","['16,230', '']"
10134,r051,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,50,"['332,899', '']","['337,377', '']","['339,729', '']","['344,493', '']","['0', '']","['328,999', '']","['15,494', '']","['0', '']","['0', '']"
10134,r052,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,51,"['271,525', '']","['273,862', '']","['308,823', '']","['342,633', '']","['0', '']","['59,833', '']","['152,507', '']","['0', '']","['130,293', '']"
10134,r053,All institutions -> U. Miami,All institutions,U. Miami,2,52,"['284,045', '']","['302,160', '']","['297,764', '']","['342,103', '']","['0', '']","['89,556', '']","['247,302', '']","['1,166', '']","['4,079', '']"
10134,r054,All institutions -> U. Georgia,All institutions,U. Georgia,2,53,"['294,353', '']","['302,667', '']","['309,153', '']","['334,447', '']","['126,469', '']","['167,001', '']","['36,409', '']","['547', '']","['4,021', '']"
10134,r055,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,54,"['289,366', '']","['314,296', '']","['324,053', '']","['325,514', '']","['0', '']","['77,134', '']","['241,065', '']","['7,315', '']","['0', '']"
10134,r056,All institutions -> Thomas Jefferson U.,All institutions,Thomas Jefferson U.,2,55,"['170,458', '']","['171,207', '']","['200,309', '']","['321,561', '']","['0', '']","['123,144', '']","['198,417', '']","['0', '']","['0', '']"
10134,r057,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,56,"['266,143', '']","['291,299', '']","['291,733', '']","['319,598', '']","['85,040', '']","['105,362', '']","['118,266', '']","['10,930', '']","['0', '']"
10134,r058,All institutions -> Albert Einstein C. of Medicine,All institutions,Albert Einstein C. of Medicine,2,57,"['298,824', '']","['288,654', '']","['301,715', '']","['318,314', '']","['0', '']","['0', '']","['318,314', '']","['0', '']","['0', '']"
10134,r059,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,58,"['266,485', '']","['289,422', '']","['315,900', '']","['318,016', '']","['0', '']","['130,710', '']","['187,306', '']","['0', '']","['0', '']"
10134,r060,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,59,"['243,500', '']","['255,783', '']","['269,290', '']","['313,888', '']","['0', '']","['98,248', '']","['215,640', '']","['0', '']","['0', '']"
10134,r061,All institutions -> U. Rochester,All institutions,U. Rochester,2,60,"['248,086', '']","['259,224', '']","['271,630', '']","['291,673', '']","['0', '']","['61,720', '']","['229,953', '']","['0', '']","['0', '']"
10134,r062,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,61,"['211,774', '']","['231,734', '']","['288,731', '']","['289,050', '']","['55,140', '']","['74,575', '']","['26,764', '']","['127,234', '']","['5,337', '']"
10134,r063,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,62,"['295,600', '']","['272,590', '']","['277,761', '']","['284,553', '']","['0', '']","['66,799', '']","['91,364', '']","['0', '']","['126,390', '']"
10134,r064,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,63,"['210,550', '']","['220,890', '']","['237,728', '']","['283,404', '']","['91,367', '']","['56,404', '']","['98,322', '']","['25,941', '']","['11,370', '']"
10134,r065,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,64,"['239,459', '']","['258,228', '']","['264,394', '']","['275,739', '']","['5,372', '']","['138,783', '']","['60,240', '']","['71,344', '']","['0', '']"
10134,r066,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,65,"['222,994', '']","['241,661', '']","['258,253', '']","['270,361', '']","['67,828', '']","['93,256', '']","['5,483', '']","['103,794', '']","['0', '']"
10134,r067,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,66,"['185,744', '']","['206,550', '']","['233,486', '']","['269,742', '']","['0', '']","['72,614', '']","['175,197', '']","['0', '']","['21,931', '']"
10134,r068,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,67,"['244,235', '']","['240,399', '']","['237,289', '']","['262,669', '']","['122,332', '']","['123,482', '']","['0', '']","['0', '']","['16,855', '']"
10134,r069,All institutions -> Uniformed Services U. of the Health Sciences,All institutions,Uniformed Services U. of the Health Sciences,2,68,"['406,726', '']","['316,838', '']","['366,610', '']","['257,828', '']","['0', '']","['5,696', '']","['252,132', '']","['0', '']","['0', '']"
10134,r070,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,69,"['249,349', '']","['241,467', '']","['254,314', '']","['257,060', '']","['0', '']","['95,707', '']","['159,310', '']","['0', '']","['2,043', '']"
10134,r071,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,70,"['237,317', '']","['243,953', '']","['237,182', '']","['254,784', '']","['135,315', '']","['27,675', '']","['91,794', '']","['0', '']","['0', '']"
10134,r072,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,71,"['230,592', '']","['236,154', '']","['253,797', '']","['253,966', '']","['0', '']","['3,339', '']","['250,627', '']","['0', '']","['0', '']"
10134,r073,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,72,"['188,483', '']","['202,572', '']","['219,734', '']","['238,510', '']","['0', '']","['80,739', '']","['132,856', '']","['0', '']","['24,915', '']"
10134,r074,All institutions -> U. Kansas,All institutions,U. Kansas,2,73,"['212,241', '']","['226,786', '']","['230,059', '']","['237,780', '']","['0', '']","['46,127', '']","['172,748', '']","['3,357', '']","['15,548', '']"
10134,r075,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,74,"['148,618', '']","['148,158', '']","['243,730', '']","['230,657', '']","['0', '']","['27,705', '']","['200,164', '']","['2,221', '']","['567', '']"
10134,r076,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,75,"['198,424', '']","['199,798', '']","['207,204', '']","['223,775', '']","['92,790', '']","['49,745', '']","['48,844', '']","['27,874', '']","['4,522', '']"
10134,r077,All institutions -> Temple U.,All institutions,Temple U.,2,76,"['218,527', '']","['216,388', '']","['223,136', '']","['223,126', '']","['81', '']","['36,172', '']","['101,776', '']","['0', '']","['85,097', '']"
10134,r078,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,77,"['165,087', '']","['157,618', '']","['175,232', '']","['220,304', '']","['13,050', '']","['105,565', '']","['89,129', '']","['5,190', '']","['7,370', '']"
10134,r079,All institutions -> Washington State U.,All institutions,Washington State U.,2,78,"['193,878', '']","['196,649', '']","['211,107', '']","['211,742', '']","['108,785', '']","['32,110', '']","['64,128', '']","['3,094', '']","['3,625', '']"
10134,r080,All institutions -> U. Arkansas for Medical Sciences,All institutions,U. Arkansas for Medical Sciences,2,79,"['153,135', '']","['174,549', '']","['194,709', '']","['205,493', '']","['0', '']","['58,106', '']","['145,560', '']","['0', '']","['1,827', '']"
10134,r081,"All institutions -> U. Nebraska, Medical Center",All institutions,"U. Nebraska, Medical Center",2,80,"['194,455', '']","['202,406', '']","['200,974', '']","['205,253', '']","['0', '']","['102,327', '']","['102,926', '']","['0', '']","['0', '']"
10134,r082,All institutions -> U. South Florida<sup>d</sup>,All institutions,U. South Florida<sup>d</sup>,2,81,"['200,585', '']","['164,666', '']","['184,291', '']","['203,592', '']","['0', '']","['103,543', '']","['99,029', '']","['146', '']","['874', '']"
10134,r083,All institutions -> U. Texas Medical Branch,All institutions,U. Texas Medical Branch,2,82,"['173,776', '']","['179,403', '']","['184,500', '']","['202,875', '']","['0', '']","['154,731', '']","['48,144', '']","['0', '']","['0', '']"
10134,r084,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,83,"['155,013', '']","['155,197', '']","['183,629', '']","['190,912', '']","['0', '']","['12,526', '']","['176,598', '']","['0', '']","['1,788', '']"
10134,r085,All institutions -> U. Louisville,All institutions,U. Louisville,2,84,"['141,409', '']","['158,677', '']","['157,735', '']","['185,107', '']","['23', '']","['71,947', '']","['99,867', '']","['51', '']","['13,219', '']"
10134,r086,All institutions -> George Washington U.,All institutions,George Washington U.,2,85,"['175,830', '']","['179,803', '']","['180,965', '']","['184,091', '']","['0', '']","['69,589', '']","['114,499', '']","['0', '']","['3', '']"
10134,r087,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,86,"['186,531', '']","['182,757', '']","['175,847', '']","['183,074', '']","['0', '']","['28,121', '']","['152,350', '']","['23', '']","['2,580', '']"
10134,r088,All institutions -> Tulane U.,All institutions,Tulane U.,2,87,"['152,554', '']","['161,642', '']","['164,874', '']","['179,205', '']","['0', '']","['45,028', '']","['50,018', '']","['188', '']","['83,971', '']"
10134,r089,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,88,"['148,621', '']","['164,967', '']","['165,745', '']","['176,123', '']","['0', '']","['50,190', '']","['125,256', '']","['0', '']","['677', '']"
10134,r090,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,89,"['160,443', '']","['155,187', '']","['158,608', '']","['173,539', '']","['91,647', '']","['71,438', '']","['670', '']","['9,784', '']","['0', '']"
10134,r091,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,90,"['176,231', '']","['170,704', '']","['163,702', '']","['171,185', '']","['0', '']","['89,693', '']","['80,239', '']","['1,252', '']","['1', '']"
10134,r092,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,91,"['161,097', '']","['161,499', '']","['158,894', '']","['170,212', '']","['103,125', '']","['30,056', '']","['17,663', '']","['18,273', '']","['1,095', '']"
10134,r093,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,92,"['136,589', '']","['143,505', '']","['151,779', '']","['162,192', '']","['85,445', '']","['43,217', '']","['7,475', '']","['25,869', '']","['186', '']"
10134,r094,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,93,"['149,764', '']","['123,853', '']","['142,283', '']","['160,235', '']","['85,319', '']","['42,147', '']","['402', '']","['0', '']","['32,367', '']"
10134,r095,All institutions -> U. Vermont,All institutions,U. Vermont,2,94,"['111,873', '']","['142,081', '']","['142,622', '']","['158,896', '']","['23,593', '']","['61,287', '']","['65,313', '']","['8,703', '']","['0', '']"
10134,r096,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,95,"['117,716', '']","['130,377', '']","['148,471', '']","['156,202', '']","['75', '']","['71,830', '']","['77,108', '']","['4,167', '']","['3,022', '']"
10134,r097,All institutions -> Brown U.,All institutions,Brown U.,2,96,"['130,419', '']","['134,751', '']","['139,126', '']","['149,795', '']","['0', '']","['60,922', '']","['49,964', '']","['0', '']","['38,909', '']"
10134,r098,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,97,"['101,129', '']","['103,558', '']","['111,790', '']","['141,306', '']","['0', '']","['95,701', '']","['42,576', '']","['2,543', '']","['486', '']"
10134,r099,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,98,"['118,479', '']","['119,753', '']","['127,096', '']","['140,283', '']","['104,790', '']","['11,727', '']","['2,544', '']","['18,183', '']","['3,039', '']"
10134,r100,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,99,"['117,953', '']","['121,070', '']","['127,257', '']","['139,641', '']","['0', '']","['60,840', '']","['78,801', '']","['0', '']","['0', '']"
10134,r101,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,100,"['104,435', '']","['108,264', '']","['124,894', '']","['135,260', '']","['14,556', '']","['31,046', '']","['76,948', '']","['10,739', '']","['1,971', '']"
10134,r102,All institutions -> Tufts U.,All institutions,Tufts U.,2,101,"['114,635', '']","['136,826', '']","['149,664', '']","['134,584', '']","['3,836', '']","['102,498', '']","['19,825', '']","['0', '']","['8,425', '']"
10134,r103,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,102,"['104,935', '']","['110,768', '']","['111,491', '']","['128,578', '']","['83,715', '']","['17,753', '']","['14,411', '']","['1,910', '']","['10,789', '']"
10134,r104,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,103,"['143,017', '']","['126,648', '']","['118,283', '']","['128,090', '']","['0', '']","['56,438', '']","['27,534', '']","['811', '']","['43,307', '']"
10134,r105,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,104,"['133,246', '']","['127,024', '']","['119,328', '']","['124,308', '']","['98,598', '']","['25,276', '']","['434', '']","['0', '']","['0', '']"
10134,r106,All institutions -> Augusta U.,All institutions,Augusta U.,2,105,"['96,123', '']","['103,554', '']","['115,862', '']","['123,587', '']","['0', '']","['45,192', '']","['73,958', '']","['0', '']","['4,437', '']"
10134,r107,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,106,"['130,373', '']","['123,649', '']","['123,962', '']","['122,760', '']","['16,884', '']","['60,677', '']","['37,830', '']","['1,669', '']","['5,700', '']"
10134,r108,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,107,"['126,773', '']","['115,051', '']","['114,885', '']","['118,034', '']","['2,112', '']","['115,922', '']","['0', '']","['0', '']","['0', '']"
10134,r109,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,108,"['104,204', '']","['101,693', '']","['106,163', '']","['115,027', '']","['92,009', '']","['4,972', '']","['7,540', '']","['10,506', '']","['0', '']"
10134,r110,"All institutions -> U. Tennessee, Health Science Center",All institutions,"U. Tennessee, Health Science Center",2,109,"['95,852', '']","['98,345', '']","['107,620', '']","['113,398', '']","['0', '']","['35,849', '']","['74,096', '']","['0', '']","['3,453', '']"
10134,r111,All institutions -> Princeton U.,All institutions,Princeton U.,2,110,"['95,882', '']","['91,903', '']","['95,938', '']","['112,932', '']","['0', '']","['102,181', '']","['0', '']","['10,751', '']","['0', '']"
10134,r112,All institutions -> Rush U.,All institutions,Rush U.,2,111,"['93,701', '']","['92,494', '']","['104,999', '']","['111,165', '']","['0', '']","['11,598', '']","['99,567', '']","['0', '']","['0', '']"
10134,r113,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,112,"['91,835', '']","['95,431', '']","['98,539', '']","['107,118', '']","['28,479', '']","['60,605', '']","['18,034', '']","['0', '']","['0', '']"
10134,r114,"All institutions -> U. Tennessee, Knoxville<sup>e</sup>",All institutions,"U. Tennessee, Knoxville<sup>e</sup>",2,113,"['24,065', '']","['84,619', '']","['86,080', '']","['100,488', '']","['48,003', '']","['33,638', '']","['10,264', '']","['8,583', '']","['0', '']"
10134,r115,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,114,"['87,505', '']","['89,626', '']","['100,754', 'i']","['98,580', '']","['0', '']","['98,392', '']","['142', '']","['0', '']","['46', '']"
10134,r116,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,115,"['70,689', '']","['93,409', '']","['84,069', '']","['97,376', '']","['0', '']","['19,230', '']","['78,146', '']","['0', '']","['0', '']"
10134,r117,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,116,"['103,882', '']","['86,130', '']","['82,916', '']","['93,555', '']","['239', '']","['26,692', '']","['65,860', '']","['0', '']","['764', '']"
10134,r118,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,117,"['89,593', '']","['77,569', '']","['79,509', '']","['92,217', '']","['79,353', '']","['7,885', '']","['4,979', '']","['0', '']","['0', '']"
