table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_2016,field_2017,field_2018,field_2019
3198,r024,California -> Private -> Dominican U. California,California,Private,Dominican U. California,3,"['708', '']","['914', '']","['840', '']","['828', 'i']"
3198,r025,California -> Private -> Fielding Graduate U.,California,Private,Fielding Graduate U.,3,"['ne', '']","['ne', '']","['817', '']","['852', '']"
3198,r026,California -> Private -> High Tech High Graduate School of Ed.,California,Private,High Tech High Graduate School of Ed.,3,"['ne', '']","['ne', '']","['861', '']","['2,223', '']"
3198,r027,California -> Private -> International Technological U.,California,Private,International Technological U.,3,"['696', '']","['695', '']","['620', '']","['660', 'i']"
3198,r028,California -> Private -> Life Chiropractic C.-West,California,Private,Life Chiropractic C.-West,3,"['ne', '']","['ne', '']","['300', '']","['350', '']"
3198,r029,California -> Private -> Palo Alto U.,California,Private,Palo Alto U.,3,"['849', '']","['1,459', '']","['964', '']","['290', '']"
3198,r030,California -> Private -> Pitzer C.,California,Private,Pitzer C.,3,"['525', '']","['837', '']","['808', '']","['468', '']"
3198,r031,California -> Private -> Point Loma Nazarene U.,California,Private,Point Loma Nazarene U.,3,"['361', '']","['168', '']","['350', '']","['265', '']"
3198,r032,California -> Private -> Southern California U. of Health Sciences,California,Private,Southern California U. of Health Sciences,3,"['ne', '']","['ne', '']","['ne', '']","['150', 'i']"
3198,r033,California -> Private -> Westmont C.,California,Private,Westmont C.,3,"['289', 'i']","['261', '']","['240', '']","['376', '']"
3198,r034,California -> Private -> Whittier C.,California,Private,Whittier C.,3,"['ne', '']","['455', '']","['344', '']","['388', '']"
3198,r035,Colorado,Colorado,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r036,Colorado -> Public,Colorado,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r037,Colorado -> Public -> Colorado Mesa U.,Colorado,Public,Colorado Mesa U.,3,"['429', '']","['353', '']","['329', '']","['372', '']"
3198,r038,Colorado -> Public -> Metropolitan State U. of Denver,Colorado,Public,Metropolitan State U. of Denver,3,"['ne', '']","['ne', '']","['939', '']","['574', '']"
3198,r039,Colorado -> Public -> Western State Colorado U.,Colorado,Public,Western State Colorado U.,3,"['ne', '']","['ne', '']","['491', '']","['460', '']"
3198,r040,Colorado -> Private,Colorado,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r041,Colorado -> Private -> Regis U.,Colorado,Private,Regis U.,3,"['778', '']","['661', '']","['780', '']","['706', '']"
3198,r042,Connecticut,Connecticut,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r043,Connecticut -> Public,Connecticut,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r044,Connecticut -> Public -> U.S. Coast Guard Academy,Connecticut,Public,U.S. Coast Guard Academy,3,"['568', '']","['644', '']","['829', '']","['708', '']"
3198,r045,Connecticut -> Public -> Western Connecticut State U.,Connecticut,Public,Western Connecticut State U.,3,"['260', '']","['414', '']","['646', '']","['713', '']"
3198,r046,Connecticut -> Private,Connecticut,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r047,Connecticut -> Private -> Quinnipiac U.,Connecticut,Private,Quinnipiac U.,3,"['1,022', 'i']","['1,036', 'i']","['994', 'i']","['980', 'i']"
3198,r048,Connecticut -> Private -> Sacred Heart U.,Connecticut,Private,Sacred Heart U.,3,"['ne', '']","['ne', '']","['ne', '']","['563', '']"
3198,r049,Connecticut -> Private -> U. Bridgeport,Connecticut,Private,U. Bridgeport,3,"['1,094', '']","['726', '']","['603', '']","['642', 'i']"
3198,r050,Florida,Florida,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r051,Florida -> Public,Florida,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r052,Florida -> Public -> New C. Florida,Florida,Public,New C. Florida,3,"['1,103', '']","['998', '']","['875', '']","['962', '']"
3198,r053,Florida -> Private,Florida,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r054,Florida -> Private -> Barry U.,Florida,Private,Barry U.,3,"['660', '']","['450', '']","['436', '']","['295', '']"
3198,r055,Florida -> Private -> Eckerd C.,Florida,Private,Eckerd C.,3,"['753', '']","['809', '']","['495', '']","['435', '']"
3198,r056,Florida -> Private -> Jacksonville U.,Florida,Private,Jacksonville U.,3,"['ne', '']","['649', '']","['237', '']","['365', '']"
3198,r057,Florida -> Private -> Keiser U.,Florida,Private,Keiser U.,3,"['ne', '']","['729', '']","['480', '']","['450', '']"
3198,r058,Florida -> Private -> Rollins C.,Florida,Private,Rollins C.,3,"['423', '']","['543', '']","['668', '']","['626', '']"
3198,r059,"Florida -> Private -> St. Thomas U., Miami Gardens",Florida,Private,"St. Thomas U., Miami Gardens",3,"['ne', '']","['260', '']","['184', '']","['268', '']"
3198,r060,Florida -> Private -> Stetson U.,Florida,Private,Stetson U.,3,"['183', '']","['334', '']","['393', '']","['476', '']"
3198,r061,Florida -> Private -> U. Tampa,Florida,Private,U. Tampa,3,"['760', '']","['390', '']","['313', '']","['489', '']"
3198,r062,Georgia,Georgia,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r063,Georgia -> Public,Georgia,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r064,Georgia -> Public -> Clayton State U.,Georgia,Public,Clayton State U.,3,"['ne', '']","['ne', '']","['ne', '']","['330', '']"
3198,r065,Georgia -> Public -> Georgia C. and State U.,Georgia,Public,Georgia C. and State U.,3,"['440', '']","['275', '']","['154', '']","['548', '']"
3198,r066,Georgia -> Public -> Georgia Gwinnett C.,Georgia,Public,Georgia Gwinnett C.,3,"['255', '']","['492', '']","['522', '']","['610', '']"
3198,r067,Georgia -> Public -> Middle Georgia State U.,Georgia,Public,Middle Georgia State U.,3,"['ne', '']","['ne', '']","['ne', '']","['250', '']"
3198,r068,Georgia -> Public -> U. West Georgia,Georgia,Public,U. West Georgia,3,"['614', '']","['510', '']","['397', '']","['508', '']"
3198,r069,Georgia -> Public -> Valdosta State U.,Georgia,Public,Valdosta State U.,3,"['657', '']","['384', '']","['444', '']","['424', '']"
3198,r070,Georgia -> Private,Georgia,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r071,Georgia -> Private -> Agnes Scott C.,Georgia,Private,Agnes Scott C.,3,"['342', '']","['313', '']","['287', '']","['229', '']"
3198,r072,Georgia -> Private -> Berry C.,Georgia,Private,Berry C.,3,"['338', '']","['409', '']","['301', '']","['553', '']"
3198,r073,Georgia -> Private -> Life U.,Georgia,Private,Life U.,3,"['151', '']","['179', '']","['176', '']","['207', '']"
3198,r074,Hawaii,Hawaii,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r075,Hawaii -> Public,Hawaii,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r076,"Hawaii -> Public -> U. Hawaii, Maui C.",Hawaii,Public,"U. Hawaii, Maui C.",3,"['ne', '']","['ne', '']","['284', '']","['833', '']"
3198,r077,Idaho,Idaho,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r078,Idaho -> Public,Idaho,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r079,Idaho -> Public -> Lewis-Clark State C.,Idaho,Public,Lewis-Clark State C.,3,"['330', '']","['378', '']","['627', '']","['599', '']"
3198,r080,Idaho -> Private,Idaho,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r081,Idaho -> Private -> Northwest Nazarene U.,Idaho,Private,Northwest Nazarene U.,3,"['861', '']","['696', '']","['686', '']","['447', '']"
3198,r082,Illinois,Illinois,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r083,Illinois -> Public,Illinois,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r084,Illinois -> Public -> Eastern Illinois U.,Illinois,Public,Eastern Illinois U.,3,"['1,056', '']","['901', '']","['743', '']","['700', '']"
3198,r085,Illinois -> Public -> Governors State U.,Illinois,Public,Governors State U.,3,"['ne', '']","['655', '']","['698', '']","['735', '']"
3198,r086,Illinois -> Private,Illinois,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r087,"Illinois -> Private -> Augustana C., Rock Island",Illinois,Private,"Augustana C., Rock Island",3,"['527', '']","['255', '']","['284', '']","['237', '']"
3198,r088,Illinois -> Private -> Benedictine U.,Illinois,Private,Benedictine U.,3,"['ne', '']","['ne', '']","['219', '']","['175', '']"
3198,r089,Illinois -> Private -> Elmhurst C.,Illinois,Private,Elmhurst C.,3,"['ne', '']","['ne', '']","['154', '']","['224', '']"
3198,r090,Illinois -> Private -> Illinois C. of Optometry,Illinois,Private,Illinois C. of Optometry,3,"['318', '']","['329', '']","['179', '']","['326', '']"
3198,r091,Illinois -> Private -> Lake Forest C.,Illinois,Private,Lake Forest C.,3,"['456', 'i']","['457', 'i']","['459', '']","['452', 'i']"
3198,r092,Illinois -> Private -> North Central C.,Illinois,Private,North Central C.,3,"['318', '']","['358', '']","['324', '']","['350', '']"
3198,r093,Indiana,Indiana,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r094,Indiana -> Public,Indiana,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r095,"Indiana -> Public -> Indiana U., Kokomo",Indiana,Public,"Indiana U., Kokomo",3,"['423', '']","['335', '']","['405', '']","['393', '']"
3198,r096,"Indiana -> Public -> Indiana U., Northwest",Indiana,Public,"Indiana U., Northwest",3,"['203', '']","['355', '']","['200', '']","['509', '']"
3198,r097,"Indiana -> Public -> Indiana U., South Bend",Indiana,Public,"Indiana U., South Bend",3,"['1,474', '']","['1,039', '']","['958', '']","['968', '']"
3198,r098,"Indiana -> Public -> Indiana U., Southeast",Indiana,Public,"Indiana U., Southeast",3,"['719', '']","['505', '']","['588', '']","['557', '']"
3198,r099,Indiana -> Public -> U. Southern Indiana,Indiana,Public,U. Southern Indiana,3,"['ne', '']","['ne', '']","['298', '']","['362', '']"
3198,r100,Indiana -> Private,Indiana,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r101,Indiana -> Private -> Butler U.,Indiana,Private,Butler U.,3,"['395', '']","['525', '']","['938', '']","['680', '']"
3198,r102,Indiana -> Private -> DePauw U.,Indiana,Private,DePauw U.,3,"['303', '']","['327', '']","['308', '']","['308', '']"
3198,r103,Indiana -> Private -> Earlham C.,Indiana,Private,Earlham C.,3,"['554', '']","['603', '']","['451', '']","['456', '']"
3198,r104,Indiana -> Private -> Indiana Wesleyan U.,Indiana,Private,Indiana Wesleyan U.,3,"['231', '']","['615', '']","['418', '']","['706', '']"
3198,r105,Indiana -> Private -> Manchester U.,Indiana,Private,Manchester U.,3,"['ne', '']","['469', '']","['551', '']","['541', '']"
3198,r106,Indiana -> Private -> Rose-Hulman Institute of Technology,Indiana,Private,Rose-Hulman Institute of Technology,3,"['596', '']","['862', '']","['368', '']","['168', '']"
3198,r107,Indiana -> Private -> Taylor U.,Indiana,Private,Taylor U.,3,"['251', '']","['212', '']","['205', '']","['225', '']"
3198,r108,Indiana -> Private -> U. Evansville,Indiana,Private,U. Evansville,3,"['376', '']","['389', '']","['268', '']","['350', '']"
3198,r109,Indiana -> Private -> Valparaiso U.,Indiana,Private,Valparaiso U.,3,"['3,041', '']","['1,956', 'i']","['870', '']","['763', '']"
3198,r110,Indiana -> Private -> Wabash C.,Indiana,Private,Wabash C.,3,"['381', '']","['392', '']","['276', '']","['320', '']"
3198,r111,Iowa,Iowa,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r112,Iowa -> Private,Iowa,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r113,Iowa -> Private -> Coe C.,Iowa,Private,Coe C.,3,"['468', '']","['546', '']","['623', '']","['699', '']"
3198,r114,Iowa -> Private -> Cornell C.,Iowa,Private,Cornell C.,3,"['558', '']","['510', '']","['423', '']","['417', 'i']"
3198,r115,Iowa -> Private -> Dordt C.,Iowa,Private,Dordt C.,3,"['ne', '']","['641', '']","['848', '']","['920', '']"
3198,r116,Iowa -> Private -> Luther C.,Iowa,Private,Luther C.,3,"['751', '']","['838', '']","['685', '']","['451', '']"
3198,r117,Kansas,Kansas,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r118,Kansas -> Public,Kansas,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r119,Kansas -> Public -> Emporia State U.,Kansas,Public,Emporia State U.,3,"['449', '']","['367', '']","['732', '']","['777', '']"
3198,r120,Kentucky,Kentucky,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r121,Kentucky -> Private,Kentucky,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r122,Kentucky -> Private -> Centre C.,Kentucky,Private,Centre C.,3,"['537', '']","['498', '']","['495', '']","['506', '']"
3198,r123,Louisiana,Louisiana,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r124,Louisiana -> Public,Louisiana,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r125,"Louisiana -> Public -> Louisiana State U., Shreveport",Louisiana,Public,"Louisiana State U., Shreveport",3,"['955', '']","['705', '']","['707', '']","['572', '']"
3198,r126,Louisiana -> Public -> McNeese State U.,Louisiana,Public,McNeese State U.,3,"['1,265', '']","['1,467', '']","['416', '']","['370', '']"
3198,r127,Louisiana -> Public -> Nicholls State U.,Louisiana,Public,Nicholls State U.,3,"['665', '']","['866', '']","['496', '']","['738', '']"
3198,r128,"Louisiana -> Public -> Southern U., New Orleans",Louisiana,Public,"Southern U., New Orleans",3,"['318', '']","['264', '']","['597', '']","['596', '']"
3198,r129,Louisiana -> Private,Louisiana,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r130,"Louisiana -> Private -> Loyola U., New Orleans",Louisiana,Private,"Loyola U., New Orleans",3,"['703', '']","['541', '']","['461', '']","['443', '']"
3198,r131,Maine,Maine,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r132,Maine -> Public,Maine,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r133,Maine -> Public -> U. Maine Farmington,Maine,Public,U. Maine Farmington,3,"['ne', '']","['ne', '']","['ne', '']","['526', 'i']"
3198,r134,Maryland,Maryland,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r135,Maryland -> Public,Maryland,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r136,Maryland -> Public -> Coppin State U.,Maryland,Public,Coppin State U.,3,"['153', '']","['230', '']","['233', '']","['243', '']"
3198,r137,Maryland -> Public -> St. Mary's C. Maryland,Maryland,Public,St. Mary's C. Maryland,3,"['638', '']","['662', '']","['295', '']","['369', '']"
3198,r138,Maryland -> Private,Maryland,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r139,Maryland -> Private -> Goucher C.,Maryland,Private,Goucher C.,3,"['234', '']","['336', '']","['328', '']","['450', '']"
3198,r140,"Maryland -> Private -> Loyola U., Maryland",Maryland,Private,"Loyola U., Maryland",3,"['382', '']","['784', '']","['614', '']","['663', '']"
3198,r141,Maryland -> Private -> Maryland Institute C. of Art,Maryland,Private,Maryland Institute C. of Art,3,"['427', '']","['499', '']","['624', '']","['494', '']"
3198,r142,Massachusetts,Massachusetts,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r143,Massachusetts -> Public,Massachusetts,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r144,Massachusetts -> Public -> Bridgewater State U.,Massachusetts,Public,Bridgewater State U.,3,"['404', '']","['393', '']","['190', '']","['331', '']"
3198,r145,Massachusetts -> Public -> Framingham State U.,Massachusetts,Public,Framingham State U.,3,"['ne', '']","['1,901', '']","['164', '']","['1,540', '']"
3198,r146,Massachusetts -> Private,Massachusetts,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r147,Massachusetts -> Private -> Bentley U.,Massachusetts,Private,Bentley U.,3,"['544', 'i']","['562', '']","['620', '']","['465', '']"
3198,r148,Massachusetts -> Private -> C. of the Holy Cross,Massachusetts,Private,C. of the Holy Cross,3,"['643', '']","['673', '']","['612', '']","['477', '']"
3198,r149,Massachusetts -> Private -> Hampshire C.,Massachusetts,Private,Hampshire C.,3,"['404', '']","['585', '']","['348', '']","['225', '']"
3198,r150,Massachusetts -> Private -> Hult International Business School,Massachusetts,Private,Hult International Business School,3,"['1,000', 'i']","['1,014', 'i']","['973', 'i']","['959', 'i']"
3198,r151,Massachusetts -> Private -> Lasell C.,Massachusetts,Private,Lasell C.,3,"['ne', '']","['ne', '']","['ne', '']","['163', '']"
3198,r152,Massachusetts -> Private -> MCPHS U.,Massachusetts,Private,MCPHS U.,3,"['1,073', '']","['720', '']","['600', '']","['606', '']"
3198,r153,Massachusetts -> Private -> Merrimack C.,Massachusetts,Private,Merrimack C.,3,"['ne', '']","['1,055', '']","['796', '']","['1,097', '']"
3198,r154,Massachusetts -> Private -> Simmons U.,Massachusetts,Private,Simmons U.,3,"['247', '']","['306', '']","['386', '']","['472', '']"
3198,r155,Massachusetts -> Private -> Stonehill C.,Massachusetts,Private,Stonehill C.,3,"['859', '']","['755', '']","['977', '']","['1,019', '']"
3198,r156,Massachusetts -> Private -> Suffolk U.,Massachusetts,Private,Suffolk U.,3,"['1,492', 'i']","['1,679', 'i']","['1,866', 'i']","['2,056', '']"
3198,r157,Massachusetts -> Private -> Western New England U.,Massachusetts,Private,Western New England U.,3,"['1,291', '']","['610', '']","['479', '']","['283', '']"
3198,r158,"Massachusetts -> Private -> Wheaton C., Norton",Massachusetts,Private,"Wheaton C., Norton",3,"['373', '']","['223', '']","['185', '']","['240', '']"
3198,r159,Michigan,Michigan,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r160,Michigan -> Public,Michigan,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r161,Michigan -> Public -> Ferris State U.,Michigan,Public,Ferris State U.,3,"['607', '']","['728', '']","['597', '']","['366', '']"
3198,r162,Michigan -> Public -> Lake Superior State U.,Michigan,Public,Lake Superior State U.,3,"['1,039', '']","['1,067', '']","['633', '']","['830', '']"
3198,r163,Michigan -> Private,Michigan,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r164,Michigan -> Private -> Kalamazoo C.,Michigan,Private,Kalamazoo C.,3,"['619', '']","['671', '']","['644', 'i']","['635', 'i']"
3198,r165,Minnesota,Minnesota,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r166,Minnesota -> Public,Minnesota,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r167,Minnesota -> Public -> Metropolitan State U.,Minnesota,Public,Metropolitan State U.,3,"['ne', '']","['ne', '']","['ne', '']","['150', 'i']"
3198,r168,"Minnesota -> Public -> Minnesota State U., Moorhead",Minnesota,Public,"Minnesota State U., Moorhead",3,"['439', '']","['604', '']","['327', '']","['209', '']"
3198,r169,"Minnesota -> Public -> U. Minnesota, Crookston",Minnesota,Public,"U. Minnesota, Crookston",3,"['ne', '']","['ne', '']","['449', '']","['282', '']"
3198,r170,"Minnesota -> Public -> U. Minnesota, Rochester",Minnesota,Public,"U. Minnesota, Rochester",3,"['724', '']","['617', '']","['636', '']","['639', '']"
3198,r171,Minnesota -> Public -> Winona State U.,Minnesota,Public,Winona State U.,3,"['469', '']","['349', '']","['462', '']","['480', '']"
3198,r172,Minnesota -> Private,Minnesota,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r173,Minnesota -> Private -> Gustavus Adolphus C.,Minnesota,Private,Gustavus Adolphus C.,3,"['585', '']","['641', '']","['597', '']","['808', '']"
3198,r174,Minnesota -> Private -> Northwestern Health Sciences U.,Minnesota,Private,Northwestern Health Sciences U.,3,"['ne', '']","['ne', '']","['ne', '']","['150', 'i']"
3198,r175,Minnesota -> Private -> Saint Mary's U. Minnesota,Minnesota,Private,Saint Mary's U. Minnesota,3,"['549', '']","['153', '']","['680', '']","['603', '']"
3198,r176,Minnesota -> Private -> St. Catherine U.,Minnesota,Private,St. Catherine U.,3,"['647', '']","['605', '']","['814', '']","['267', '']"
3198,r177,Mississippi,Mississippi,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r178,Mississippi -> Public,Mississippi,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r179,Mississippi -> Public -> Delta State U.,Mississippi,Public,Delta State U.,3,"['286', '']","['483', '']","['489', '']","['204', '']"
3198,r180,Mississippi -> Public -> Mississippi Valley State U.,Mississippi,Public,Mississippi Valley State U.,3,"['642', '']","['806', '']","['944', '']","['986', '']"
3198,r181,Mississippi -> Private,Mississippi,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r182,Mississippi -> Private -> Millsaps C.,Mississippi,Private,Millsaps C.,3,"['823', '']","['839', '']","['552', '']","['243', '']"
3198,r183,Missouri,Missouri,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r184,Missouri -> Public,Missouri,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r185,Missouri -> Public -> Missouri Western State U.,Missouri,Public,Missouri Western State U.,3,"['255', '']","['286', '']","['500', '']","['176', '']"
3198,r186,Missouri -> Public -> Northwest Missouri State U.,Missouri,Public,Northwest Missouri State U.,3,"['250', '']","['586', '']","['234', '']","['192', '']"
3198,r187,Missouri -> Public -> Southeast Missouri State U.,Missouri,Public,Southeast Missouri State U.,3,"['367', '']","['604', '']","['511', '']","['372', '']"
3198,r188,Missouri -> Public -> Truman State U.,Missouri,Public,Truman State U.,3,"['526', '']","['374', '']","['332', '']","['285', '']"
3198,r189,Missouri -> Public -> U. Central Missouri,Missouri,Public,U. Central Missouri,3,"['269', '']","['289', '']","['315', '']","['415', '']"
3198,r190,Missouri -> Private,Missouri,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r191,Missouri -> Private -> Kansas City U. of Medicine and Biosciences,Missouri,Private,Kansas City U. of Medicine and Biosciences,3,"['454', '']","['896', '']","['251', '']","['245', '']"
3198,r192,Missouri -> Private -> Logan U.,Missouri,Private,Logan U.,3,"['216', '']","['193', '']","['205', '']","['166', '']"
3198,r193,Montana,Montana,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r194,Montana -> Public,Montana,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r195,"Montana -> Public -> Montana State U., Billings",Montana,Public,"Montana State U., Billings",3,"['460', '']","['573', '']","['593', '']","['545', '']"
3198,r196,"Montana -> Public -> Montana State U., Northern",Montana,Public,"Montana State U., Northern",3,"['548', '']","['481', '']","['258', '']","['236', '']"
3198,r197,Nevada,Nevada,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r198,Nevada -> Public,Nevada,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r199,Nevada -> Public -> C. Southern Nevada,Nevada,Public,C. Southern Nevada,3,"['ne', '']","['ne', '']","['211', '']","['232', '']"
3198,r200,Nevada -> Public -> Nevada State C.,Nevada,Public,Nevada State C.,3,"['ne', '']","['ne', '']","['796', '']","['701', '']"
3198,r201,New Hampshire,New Hampshire,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r202,New Hampshire -> Public,New Hampshire,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r203,New Hampshire -> Public -> Plymouth State U.,New Hampshire,Public,Plymouth State U.,3,"['1,340', '']","['1,131', '']","['990', '']","['880', '']"
3198,r204,New Jersey,New Jersey,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r205,New Jersey -> Public,New Jersey,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r206,New Jersey -> Public -> C. New Jersey,New Jersey,Public,C. New Jersey,3,"['1,306', '']","['1,078', '']","['949', '']","['1,199', '']"
3198,r207,New Jersey -> Public -> Kean U.,New Jersey,Public,Kean U.,3,"['908', '']","['558', '']","['645', '']","['2,174', '']"
3198,r208,New Jersey -> Public -> Ramapo C. New Jersey,New Jersey,Public,Ramapo C. New Jersey,3,"['288', '']","['383', '']","['401', '']","['351', '']"
3198,r209,New Jersey -> Private,New Jersey,Private,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r210,New Jersey -> Private -> Fairleigh Dickinson U.,New Jersey,Private,Fairleigh Dickinson U.,3,"['502', '']","['643', '']","['917', '']","['791', '']"
3198,r211,New Mexico,New Mexico,,,1,"['', '']","['', '']","['', '']","['', '']"
3198,r212,New Mexico -> Public,New Mexico,Public,,2,"['', '']","['', '']","['', '']","['', '']"
3198,r213,"New Mexico -> Public -> Eastern New Mexico U., Portales",New Mexico,Public,"Eastern New Mexico U., Portales",3,"['490', '']","['492', '']","['341', '']","['292', '']"
