table_id,row_id,time_period,_b_total_in_survey_b_level_1,_b_total_in_survey_b_level_2,_b_total_in_survey_b_hierarchy_depth,value
6019,r017,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Agricultural and veterinary sciences",Imputation rate (%),Postdoctoral appointees,2,4.8
6019,r018,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Agricultural and veterinary sciences",Imputation rate (%),Doctorate nonfaculty researchers,2,6.4
6019,r019,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences",Total in survey,Postdoctoral appointees,2,21902
6019,r020,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences",Total in survey,Doctorate nonfaculty researchers,2,8112
6019,r021,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences",Number imputed,Postdoctoral appointees,2,1583
6019,r022,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences",Number imputed,Doctorate nonfaculty researchers,2,667
6019,r023,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences",Imputation rate (%),Postdoctoral appointees,2,7.2
6019,r024,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences",Imputation rate (%),Doctorate nonfaculty researchers,2,8.2
6019,r025,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Computer and information sciences",Total in survey,Postdoctoral appointees,2,823
6019,r026,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Computer and information sciences",Total in survey,Doctorate nonfaculty researchers,2,458
6019,r027,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Computer and information sciences",Number imputed,Postdoctoral appointees,2,25
6019,r028,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Computer and information sciences",Number imputed,Doctorate nonfaculty researchers,2,22
6019,r029,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Computer and information sciences",Imputation rate (%),Postdoctoral appointees,2,3.0
6019,r030,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Computer and information sciences",Imputation rate (%),Doctorate nonfaculty researchers,2,4.8
6019,r031,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Postdoctoral appointees,2,1790
6019,r032,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Doctorate nonfaculty researchers,2,2150
6019,r033,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Postdoctoral appointees,2,31
6019,r034,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Doctorate nonfaculty researchers,2,102
6019,r035,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Postdoctoral appointees,2,1.7
6019,r036,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Doctorate nonfaculty researchers,2,4.7
6019,r037,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics",Total in survey,Postdoctoral appointees,2,1076
6019,r038,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics",Total in survey,Doctorate nonfaculty researchers,2,201
6019,r039,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics",Number imputed,Postdoctoral appointees,2,39
6019,r040,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics",Number imputed,Doctorate nonfaculty researchers,2,11
6019,r041,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics",Imputation rate (%),Postdoctoral appointees,2,3.6
6019,r042,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics",Imputation rate (%),Doctorate nonfaculty researchers,2,5.5
6019,r043,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Total in survey,Postdoctoral appointees,2,832
6019,r044,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Total in survey,Doctorate nonfaculty researchers,2,679
6019,r045,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Number imputed,Postdoctoral appointees,2,83
6019,r046,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Number imputed,Doctorate nonfaculty researchers,2,52
6019,r047,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Imputation rate (%),Postdoctoral appointees,2,10.0
6019,r048,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Imputation rate (%),Doctorate nonfaculty researchers,2,7.7
6019,r049,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation",Total in survey,Postdoctoral appointees,2,845
6019,r050,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation",Total in survey,Doctorate nonfaculty researchers,2,573
6019,r051,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation",Number imputed,Postdoctoral appointees,2,56
6019,r052,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation",Number imputed,Doctorate nonfaculty researchers,2,75
6019,r053,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation",Imputation rate (%),Postdoctoral appointees,2,6.6
6019,r054,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation",Imputation rate (%),Doctorate nonfaculty researchers,2,13.1
6019,r055,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Physical sciences",Total in survey,Postdoctoral appointees,2,6937
6019,r056,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Physical sciences",Total in survey,Doctorate nonfaculty researchers,2,2890
6019,r057,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Physical sciences",Number imputed,Postdoctoral appointees,2,149
6019,r058,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Physical sciences",Number imputed,Doctorate nonfaculty researchers,2,176
6019,r059,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Physical sciences",Imputation rate (%),Postdoctoral appointees,2,2.1
6019,r060,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Physical sciences",Imputation rate (%),Doctorate nonfaculty researchers,2,6.1
6019,r061,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Psychology",Total in survey,Postdoctoral appointees,2,1312
6019,r062,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Psychology",Total in survey,Doctorate nonfaculty researchers,2,749
6019,r063,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Psychology",Number imputed,Postdoctoral appointees,2,66
6019,r064,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Psychology",Number imputed,Doctorate nonfaculty researchers,2,53
6019,r065,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Psychology",Imputation rate (%),Postdoctoral appointees,2,5.0
6019,r066,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Psychology",Imputation rate (%),Doctorate nonfaculty researchers,2,7.1
6019,r067,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Social sciences",Total in survey,Postdoctoral appointees,2,1546
6019,r068,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Social sciences",Total in survey,Doctorate nonfaculty researchers,2,1436
6019,r069,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Social sciences",Number imputed,Postdoctoral appointees,2,49
6019,r070,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Social sciences",Number imputed,Doctorate nonfaculty researchers,2,84
6019,r071,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Social sciences",Imputation rate (%),Postdoctoral appointees,2,3.2
6019,r072,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Social sciences",Imputation rate (%),Doctorate nonfaculty researchers,2,5.8
6019,r073,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering",Total in survey,Postdoctoral appointees,2,8462
6019,r074,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering",Total in survey,Doctorate nonfaculty researchers,2,3921
6019,r075,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering",Number imputed,Postdoctoral appointees,2,134
6019,r076,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering",Number imputed,Doctorate nonfaculty researchers,2,288
6019,r077,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering",Imputation rate (%),Postdoctoral appointees,2,1.6
6019,r078,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,7.3
6019,r079,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Total in survey,Postdoctoral appointees,2,233
6019,r080,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Total in survey,Doctorate nonfaculty researchers,2,149
6019,r081,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Number imputed,Postdoctoral appointees,2,2
6019,r082,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Number imputed,Doctorate nonfaculty researchers,2,5
6019,r083,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Imputation rate (%),Postdoctoral appointees,2,0.9
6019,r084,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,3.4
6019,r085,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Biological, biomedical, and biosystems engineering",Total in survey,Postdoctoral appointees,2,1696
6019,r086,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Biological, biomedical, and biosystems engineering",Total in survey,Doctorate nonfaculty researchers,2,525
6019,r087,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Biological, biomedical, and biosystems engineering",Number imputed,Postdoctoral appointees,2,39
6019,r088,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Biological, biomedical, and biosystems engineering",Number imputed,Doctorate nonfaculty researchers,2,65
6019,r089,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Biological, biomedical, and biosystems engineering",Imputation rate (%),Postdoctoral appointees,2,2.3
6019,r090,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Biological, biomedical, and biosystems engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,12.4
6019,r091,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Chemical, petroleum, and chemical-related engineering",Total in survey,Postdoctoral appointees,2,1157
6019,r092,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Chemical, petroleum, and chemical-related engineering",Total in survey,Doctorate nonfaculty researchers,2,330
6019,r093,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Chemical, petroleum, and chemical-related engineering",Number imputed,Postdoctoral appointees,2,5
6019,r094,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Chemical, petroleum, and chemical-related engineering",Number imputed,Doctorate nonfaculty researchers,2,45
6019,r095,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Chemical, petroleum, and chemical-related engineering",Imputation rate (%),Postdoctoral appointees,2,0.4
6019,r096,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Chemical, petroleum, and chemical-related engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,13.6
6019,r097,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Civil, environmental, transportation and related engineering fields",Total in survey,Postdoctoral appointees,2,1006
6019,r098,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Civil, environmental, transportation and related engineering fields",Total in survey,Doctorate nonfaculty researchers,2,488
6019,r099,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Civil, environmental, transportation and related engineering fields",Number imputed,Postdoctoral appointees,2,12
6019,r100,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Civil, environmental, transportation and related engineering fields",Number imputed,Doctorate nonfaculty researchers,2,29
6019,r101,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Civil, environmental, transportation and related engineering fields",Imputation rate (%),Postdoctoral appointees,2,1.2
6019,r102,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Civil, environmental, transportation and related engineering fields",Imputation rate (%),Doctorate nonfaculty researchers,2,5.9
6019,r103,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Electrical, electronics, communications and computer engineering",Total in survey,Postdoctoral appointees,2,1302
6019,r104,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Electrical, electronics, communications and computer engineering",Total in survey,Doctorate nonfaculty researchers,2,706
6019,r105,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Electrical, electronics, communications and computer engineering",Number imputed,Postdoctoral appointees,2,16
6019,r106,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Electrical, electronics, communications and computer engineering",Number imputed,Doctorate nonfaculty researchers,2,36
6019,r107,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Electrical, electronics, communications and computer engineering",Imputation rate (%),Postdoctoral appointees,2,1.2
6019,r108,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Electrical, electronics, communications and computer engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,5.1
6019,r109,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Total in survey,Postdoctoral appointees,2,194
6019,r110,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Total in survey,Doctorate nonfaculty researchers,2,155
6019,r111,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Number imputed,Postdoctoral appointees,2,17
6019,r112,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Number imputed,Doctorate nonfaculty researchers,2,53
6019,r113,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Imputation rate (%),Postdoctoral appointees,2,8.8
6019,r114,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Imputation rate (%),Doctorate nonfaculty researchers,2,34.2
6019,r115,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Mechanical engineering",Total in survey,Postdoctoral appointees,2,1149
6019,r116,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Mechanical engineering",Total in survey,Doctorate nonfaculty researchers,2,469
6019,r117,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Mechanical engineering",Number imputed,Postdoctoral appointees,2,26
6019,r118,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Mechanical engineering",Number imputed,Doctorate nonfaculty researchers,2,16
6019,r119,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Mechanical engineering",Imputation rate (%),Postdoctoral appointees,2,2.3
6019,r120,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Mechanical engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,3.4
6019,r121,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Metallurgical, mining, materials and related engineering fields",Total in survey,Postdoctoral appointees,2,630
6019,r122,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Metallurgical, mining, materials and related engineering fields",Total in survey,Doctorate nonfaculty researchers,2,299
6019,r123,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Metallurgical, mining, materials and related engineering fields",Number imputed,Postdoctoral appointees,2,11
6019,r124,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Metallurgical, mining, materials and related engineering fields",Number imputed,Doctorate nonfaculty researchers,2,15
6019,r125,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Metallurgical, mining, materials and related engineering fields",Imputation rate (%),Postdoctoral appointees,2,1.7
6019,r126,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Metallurgical, mining, materials and related engineering fields",Imputation rate (%),Doctorate nonfaculty researchers,2,5.0
6019,r127,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Other engineering",Total in survey,Postdoctoral appointees,2,1095
6019,r128,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Other engineering",Total in survey,Doctorate nonfaculty researchers,2,800
6019,r129,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Other engineering",Number imputed,Postdoctoral appointees,2,6
6019,r130,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Other engineering",Number imputed,Doctorate nonfaculty researchers,2,24
6019,r131,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Other engineering",Imputation rate (%),Postdoctoral appointees,2,0.5
6019,r132,"Fall 2020, all surveyed fields<sup>a</sup> -> Engineering -> Other engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,3.0
6019,r133,"Fall 2020, all surveyed fields<sup>a</sup> -> Health",Total in survey,Postdoctoral appointees,2,18478
6019,r134,"Fall 2020, all surveyed fields<sup>a</sup> -> Health",Total in survey,Doctorate nonfaculty researchers,2,7528
6019,r135,"Fall 2020, all surveyed fields<sup>a</sup> -> Health",Number imputed,Postdoctoral appointees,2,631
6019,r136,"Fall 2020, all surveyed fields<sup>a</sup> -> Health",Number imputed,Doctorate nonfaculty researchers,2,343
6019,r137,"Fall 2020, all surveyed fields<sup>a</sup> -> Health",Imputation rate (%),Postdoctoral appointees,2,3.4
6019,r138,"Fall 2020, all surveyed fields<sup>a</sup> -> Health",Imputation rate (%),Doctorate nonfaculty researchers,2,4.6
6019,r139,"Fall 2020, all surveyed fields<sup>a</sup> -> Health -> Clinical medicine<sup>b</sup>",Total in survey,Postdoctoral appointees,2,16287
6019,r140,"Fall 2020, all surveyed fields<sup>a</sup> -> Health -> Clinical medicine<sup>b</sup>",Total in survey,Doctorate nonfaculty researchers,2,6500
6019,r141,"Fall 2020, all surveyed fields<sup>a</sup> -> Health -> Clinical medicine<sup>b</sup>",Number imputed,Postdoctoral appointees,2,522
6019,r142,"Fall 2020, all surveyed fields<sup>a</sup> -> Health -> Clinical medicine<sup>b</sup>",Number imputed,Doctorate nonfaculty researchers,2,262
6019,r143,"Fall 2020, all surveyed fields<sup>a</sup> -> Health -> Clinical medicine<sup>b</sup>",Imputation rate (%),Postdoctoral appointees,2,3.2
6019,r144,"Fall 2020, all surveyed fields<sup>a</sup> -> Health -> Clinical medicine<sup>b</sup>",Imputation rate (%),Doctorate nonfaculty researchers,2,4.0
6019,r145,"Fall 2020, all surveyed fields<sup>a</sup> -> Health -> Other health",Total in survey,Postdoctoral appointees,2,2191
6019,r146,"Fall 2020, all surveyed fields<sup>a</sup> -> Health -> Other health",Total in survey,Doctorate nonfaculty researchers,2,1028
6019,r147,"Fall 2020, all surveyed fields<sup>a</sup> -> Health -> Other health",Number imputed,Postdoctoral appointees,2,109
6019,r148,"Fall 2020, all surveyed fields<sup>a</sup> -> Health -> Other health",Number imputed,Doctorate nonfaculty researchers,2,81
6019,r149,"Fall 2020, all surveyed fields<sup>a</sup> -> Health -> Other health",Imputation rate (%),Postdoctoral appointees,2,5.0
6019,r150,"Fall 2020, all surveyed fields<sup>a</sup> -> Health -> Other health",Imputation rate (%),Doctorate nonfaculty researchers,2,7.9
6019,r151,"Fall 2019, all surveyed fields",Total in survey,Postdoctoral appointees,2,66247
6019,r152,"Fall 2019, all surveyed fields",Total in survey,Doctorate nonfaculty researchers,2,30349
6019,r153,"Fall 2019, all surveyed fields",Number imputed,Postdoctoral appointees,2,2986
6019,r154,"Fall 2019, all surveyed fields",Number imputed,Doctorate nonfaculty researchers,2,2886
6019,r155,"Fall 2019, all surveyed fields",Imputation rate (%),Postdoctoral appointees,2,4.5
6019,r156,"Fall 2019, all surveyed fields",Imputation rate (%),Doctorate nonfaculty researchers,2,9.5
6019,r157,"Fall 2019, all surveyed fields -> Science and engineering",Total in survey,Postdoctoral appointees,2,46769
6019,r158,"Fall 2019, all surveyed fields -> Science and engineering",Total in survey,Doctorate nonfaculty researchers,2,22728
6019,r159,"Fall 2019, all surveyed fields -> Science and engineering",Number imputed,Postdoctoral appointees,2,1585
6019,r160,"Fall 2019, all surveyed fields -> Science and engineering",Number imputed,Doctorate nonfaculty researchers,2,2257
6019,r161,"Fall 2019, all surveyed fields -> Science and engineering",Imputation rate (%),Postdoctoral appointees,2,3.4
6019,r162,"Fall 2019, all surveyed fields -> Science and engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,9.9
6019,r163,"Fall 2019, all surveyed fields -> Science and engineering -> Science",Total in survey,Postdoctoral appointees,2,38503
6019,r164,"Fall 2019, all surveyed fields -> Science and engineering -> Science",Total in survey,Doctorate nonfaculty researchers,2,18819
6019,r165,"Fall 2019, all surveyed fields -> Science and engineering -> Science",Number imputed,Postdoctoral appointees,2,1327
6019,r166,"Fall 2019, all surveyed fields -> Science and engineering -> Science",Number imputed,Doctorate nonfaculty researchers,2,1863
6019,r167,"Fall 2019, all surveyed fields -> Science and engineering -> Science",Imputation rate (%),Postdoctoral appointees,2,3.4
6019,r168,"Fall 2019, all surveyed fields -> Science and engineering -> Science",Imputation rate (%),Doctorate nonfaculty researchers,2,9.9
6019,r169,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Agricultural sciences",Total in survey,Postdoctoral appointees,2,1079
6019,r170,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Agricultural sciences",Total in survey,Doctorate nonfaculty researchers,2,645
6019,r171,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Agricultural sciences",Number imputed,Postdoctoral appointees,2,10
6019,r172,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Agricultural sciences",Number imputed,Doctorate nonfaculty researchers,2,90
6019,r173,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Agricultural sciences",Imputation rate (%),Postdoctoral appointees,2,0.9
6019,r174,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Agricultural sciences",Imputation rate (%),Doctorate nonfaculty researchers,2,14.0
6019,r175,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Biological and biomedical sciences",Total in survey,Postdoctoral appointees,2,21847
6019,r176,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Biological and biomedical sciences",Total in survey,Doctorate nonfaculty researchers,2,8229
6019,r177,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Biological and biomedical sciences",Number imputed,Postdoctoral appointees,2,864
6019,r178,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Biological and biomedical sciences",Number imputed,Doctorate nonfaculty researchers,2,924
6019,r179,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Biological and biomedical sciences",Imputation rate (%),Postdoctoral appointees,2,4.0
6019,r180,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Biological and biomedical sciences",Imputation rate (%),Doctorate nonfaculty researchers,2,11.2
6019,r181,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Computer and information sciences",Total in survey,Postdoctoral appointees,2,878
6019,r182,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Computer and information sciences",Total in survey,Doctorate nonfaculty researchers,2,510
6019,r183,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Computer and information sciences",Number imputed,Postdoctoral appointees,2,27
6019,r184,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Computer and information sciences",Number imputed,Doctorate nonfaculty researchers,2,24
6019,r185,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Computer and information sciences",Imputation rate (%),Postdoctoral appointees,2,3.1
6019,r186,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Computer and information sciences",Imputation rate (%),Doctorate nonfaculty researchers,2,4.7
6019,r187,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Postdoctoral appointees,2,1778
6019,r188,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Doctorate nonfaculty researchers,2,2177
6019,r189,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Postdoctoral appointees,2,37
6019,r190,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Doctorate nonfaculty researchers,2,108
6019,r191,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Postdoctoral appointees,2,2.1
6019,r192,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Doctorate nonfaculty researchers,2,5.0
6019,r193,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Mathematics and statistics",Total in survey,Postdoctoral appointees,2,1070
6019,r194,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Mathematics and statistics",Total in survey,Doctorate nonfaculty researchers,2,305
6019,r195,"Fall 2019, all surveyed fields -> Science and engineering -> Science -> Mathematics and statistics",Number imputed,Postdoctoral appointees,2,27
