table_id,row_id,characteristic_full_path,characteristic_level_1,characteristic_level_2,characteristic_level_3,characteristic_level_4,characteristic_level_5,characteristic_level_6,characteristic_hierarchy_depth,field_all_physical_sciences_and_earth_sciences_fields,field_chemistry,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_physics_and_astronomy
993,r012,All doctorate recipients (number)<sup>a</sup> -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Government,All doctorate recipients (number)<sup>a</sup>,Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Government,,,4,8.9,4.2,27.4,5.3
993,r013,All doctorate recipients (number)<sup>a</sup> -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Industry or business<sup>g</sup>,All doctorate recipients (number)<sup>a</sup>,Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Industry or business<sup>g</sup>,,,4,59.7,66.4,32.4,65.6
993,r014,All doctorate recipients (number)<sup>a</sup> -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Nonprofit organization,All doctorate recipients (number)<sup>a</sup>,Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Nonprofit organization,,,4,3.6,2.4,3.6,5.3
993,r015,All doctorate recipients (number)<sup>a</sup> -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Other or unknown<sup>h</sup>,All doctorate recipients (number)<sup>a</sup>,Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Other or unknown<sup>h</sup>,,,4,2.0,1.8,2.8,1.8
993,r016,All doctorate recipients (number)<sup>a</sup> -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Primary activity<sup>i</sup>,All doctorate recipients (number)<sup>a</sup>,Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Primary activity<sup>i</sup>,,,4,,,,
993,r017,All doctorate recipients (number)<sup>a</sup> -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Primary activity<sup>i</sup> -> R&D,All doctorate recipients (number)<sup>a</sup>,Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Primary activity<sup>i</sup>,R&D,,5,62.1,64.7,49.6,65.4
993,r018,All doctorate recipients (number)<sup>a</sup> -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Primary activity<sup>i</sup> -> Teaching,All doctorate recipients (number)<sup>a</sup>,Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Primary activity<sup>i</sup>,Teaching,,5,19.8,20.5,24.3,16.1
993,r019,All doctorate recipients (number)<sup>a</sup> -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Primary activity<sup>i</sup> -> Management or administration,All doctorate recipients (number)<sup>a</sup>,Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Primary activity<sup>i</sup>,Management or administration,,5,3.5,4.4,,
993,r020,All doctorate recipients (number)<sup>a</sup> -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Primary activity<sup>i</sup> -> Professional services,All doctorate recipients (number)<sup>a</sup>,Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Primary activity<sup>i</sup>,Professional services,,5,8.7,6.8,9.9,10.8
993,r021,All doctorate recipients (number)<sup>a</sup> -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Primary activity<sup>i</sup> -> Other,All doctorate recipients (number)<sup>a</sup>,Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Primary activity<sup>i</sup>,Other,,5,5.9,3.5,,
993,r022,All doctorate recipients (number)<sup>a</sup> -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup>,All doctorate recipients (number)<sup>a</sup>,Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,,,4,,,,
993,r023,All doctorate recipients (number)<sup>a</sup> -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup> -> R&D,All doctorate recipients (number)<sup>a</sup>,Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,R&D,,5,16.6,14.3,26.1,14.3
993,r024,All doctorate recipients (number)<sup>a</sup> -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup> -> Teaching,All doctorate recipients (number)<sup>a</sup>,Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,Teaching,,5,4.6,3.7,9.2,3.3
993,r025,All doctorate recipients (number)<sup>a</sup> -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup> -> Management or administration,All doctorate recipients (number)<sup>a</sup>,Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,Management or administration,,5,14.2,18.5,12.9,9.1
993,r026,All doctorate recipients (number)<sup>a</sup> -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup> -> Professional services,All doctorate recipients (number)<sup>a</sup>,Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,Professional services,,5,4.0,3.4,4.0,4.8
993,r027,All doctorate recipients (number)<sup>a</sup> -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup> -> Other,All doctorate recipients (number)<sup>a</sup>,Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,Other,,5,3.0,2.8,2.2,3.7
993,r028,All doctorate recipients (number)<sup>a</sup> -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup> -> No secondary activity,All doctorate recipients (number)<sup>a</sup>,Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,No secondary activity,,5,57.7,57.5,45.6,64.8
993,r029,All doctorate recipients (number)<sup>a</sup> -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Activity unknown,All doctorate recipients (number)<sup>a</sup>,Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Activity unknown,,,4,4.3,4.2,3.2,5.1
993,r030,All doctorate recipients (number)<sup>a</sup> -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup>,All doctorate recipients (number)<sup>a</sup>,Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,,,,3,,,,
993,r031,All doctorate recipients (number)<sup>a</sup> -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup>,All doctorate recipients (number)<sup>a</sup>,Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,,,4,89.1,92.9,86.7,86.0
993,r032,All doctorate recipients (number)<sup>a</sup> -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> New England,All doctorate recipients (number)<sup>a</sup>,Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,New England,,5,10.0,10.7,9.8,9.3
993,r033,All doctorate recipients (number)<sup>a</sup> -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> Middle Atlantic,All doctorate recipients (number)<sup>a</sup>,Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,Middle Atlantic,,5,11.2,11.7,7.7,12.5
993,r034,All doctorate recipients (number)<sup>a</sup> -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> East North Central,All doctorate recipients (number)<sup>a</sup>,Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,East North Central,,5,12.1,15.4,5.0,12.2
993,r035,All doctorate recipients (number)<sup>a</sup> -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> West North Central,All doctorate recipients (number)<sup>a</sup>,Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,West North Central,,5,3.7,4.8,3.1,2.7
993,r036,All doctorate recipients (number)<sup>a</sup> -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> South Atlantic,All doctorate recipients (number)<sup>a</sup>,Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,South Atlantic,,5,13.7,12.8,17.1,12.9
993,r037,All doctorate recipients (number)<sup>a</sup> -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> East South Central,All doctorate recipients (number)<sup>a</sup>,Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,East South Central,,5,2.4,3.7,1.0,1.7
993,r038,All doctorate recipients (number)<sup>a</sup> -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> West South Central,All doctorate recipients (number)<sup>a</sup>,Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,West South Central,,5,5.7,5.3,9.6,3.9
993,r039,All doctorate recipients (number)<sup>a</sup> -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> Mountain,All doctorate recipients (number)<sup>a</sup>,Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,Mountain,,5,6.5,4.3,9.6,7.2
993,r040,All doctorate recipients (number)<sup>a</sup> -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> Pacific and insular,All doctorate recipients (number)<sup>a</sup>,Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,Pacific and insular,,5,23.2,23.2,23.4,23.1
993,r041,All doctorate recipients (number)<sup>a</sup> -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> Not in United States,All doctorate recipients (number)<sup>a</sup>,Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,Not in United States,,,4,10.9,7.1,13.2,14.0
993,r042,All doctorate recipients (number)<sup>a</sup> -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> Location unknown,All doctorate recipients (number)<sup>a</sup>,Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,Location unknown,,,4,0.1,0.1,0.1,0
993,r043,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number),All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),,,,,2,4068,1669,645,1754
993,r044,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup>,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,,,,3,,,,
993,r045,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite postgraduation study,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite postgraduation study,,,4,1537,579,261,697
993,r046,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment,,,4,990,409,165,416
993,r047,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Seeking employment or study,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Seeking employment or study,,,4,1176,508,168,500
993,r048,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Other<sup>c</sup>,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Other<sup>c</sup>,,,4,84,46,9,29
993,r049,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite postgraduation study (%)<sup>d</sup>,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite postgraduation study (%)<sup>d</sup>,,,4,,,,
993,r050,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite postgraduation study (%)<sup>d</sup> -> Postdoc fellowship or research associateship,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite postgraduation study (%)<sup>d</sup>,Postdoc fellowship or research associateship,,5,98.1,98.4,98.1,97.8
993,r051,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite postgraduation study (%)<sup>d</sup> -> Other or unknown<sup>e</sup>,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite postgraduation study (%)<sup>d</sup>,Other or unknown<sup>e</sup>,,5,1.9,1.6,1.9,2.2
993,r052,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup>,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,,,4,,,,
993,r053,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Academe,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Academe,,5,23.9,23.5,33.9,20.4
993,r054,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Government,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Government,,5,8.4,3.7,,
993,r055,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Industry or business<sup>g</sup>,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Industry or business<sup>g</sup>,,5,62.2,68.7,32.7,67.5
993,r056,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Nonprofit organization,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Nonprofit organization,,5,3.6,2.7,,
993,r057,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Other or unknown<sup>h</sup>,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Other or unknown<sup>h</sup>,,5,1.8,1.5,3.0,1.7
993,r058,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Primary activity<sup>i</sup>,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Primary activity<sup>i</sup>,,5,,,,
993,r059,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Primary activity<sup>i</sup> -> R&D,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Primary activity<sup>i</sup>,R&D,6,65.0,66.2,53.8,68.4
993,r060,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Primary activity<sup>i</sup> -> Teaching,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Primary activity<sup>i</sup>,Teaching,6,18.1,19.7,23.8,14.2
993,r061,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Primary activity<sup>i</sup> -> Management or administration,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Primary activity<sup>i</sup>,Management or administration,6,2.9,4.6,,
993,r062,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Primary activity<sup>i</sup> -> Professional services,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Primary activity<sup>i</sup>,Professional services,6,8.7,6.4,10.6,10.2
993,r063,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Primary activity<sup>i</sup> -> Other,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Primary activity<sup>i</sup>,Other,6,5.3,3.1,,
993,r064,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup>,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,,5,,,,
993,r065,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup> -> R&D,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,R&D,6,15.6,13.8,24.4,13.7
993,r066,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup> -> Teaching,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,Teaching,6,4.6,4.4,,
993,r067,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup> -> Management or administration,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,Management or administration,6,15.3,22.1,13.8,9.2
993,r068,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup> -> Professional services,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,Professional services,6,4.5,3.6,,
993,r069,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup> -> Other,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,Other,6,2.8,2.3,1.9,3.6
993,r070,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Secondary activity<sup>j</sup> -> No secondary activity,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Secondary activity<sup>j</sup>,No secondary activity,6,57.4,53.8,45.6,65.6
993,r071,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Definite employment (%)<sup>f</sup> -> Activity unknown,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Definite employment (%)<sup>f</sup>,Activity unknown,,5,4.7,4.6,3.0,5.5
993,r072,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup>,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,,,4,,,,
993,r073,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup>,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,,5,89.0,92.9,88.0,86.0
993,r074,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> New England,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,New England,6,9.5,10.0,10.6,8.6
993,r075,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> Middle Atlantic,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,Middle Atlantic,6,11.2,10.6,7.7,13.1
993,r076,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> East North Central,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,East North Central,6,12.7,16.5,5.6,11.9
993,r077,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>b</sup> -> Postgraduation location (%)<sup>k</sup> -> United States<sup>l</sup> -> West North Central,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>b</sup>,Postgraduation location (%)<sup>k</sup>,United States<sup>l</sup>,West North Central,6,3.7,4.4,,
