table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_dod_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
12707,r017,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,16,"['88,719', '']","['3,879', '']","['1,195', '']","['11,707', '']","['375', '']","['1,236', '']","['56', '']","['1,122', '']","['24', '']","['68,199', '']","['926', '']"
12707,r018,All institutions -> Stanford U.,All institutions,Stanford U.,2,17,"['87,775', '']","['5,736', '']","['2,178', '']","['25,449', '']","['1,084', '']","['18,833', '']","['613', '']","['1,612', '']","['0', '']","['31,851', '']","['419', '']"
12707,r019,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,18,"['86,728', '']","['4,234', '']","['15', '']","['3,009', '']","['344', '']","['4,859', '']","['0', '']","['0', '']","['0', '']","['70,631', '']","['3,636', '']"
12707,r020,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,19,"['79,110', '']","['179', '']","['370', '']","['12,753', '']","['965', '']","['4,426', '']","['0', '']","['5,130', '']","['0', '']","['55,287', '']","['0', '']"
12707,r021,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,20,"['71,734', '']","['5,095', '']","['0', '']","['2,778', '']","['4,464', '']","['2,357', '']","['7', '']","['0', '']","['0', '']","['43,779', '']","['13,254', '']"
12707,r022,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,21,"['70,896', '']","['3,129', '']","['8', '']","['51,685', '']","['777', '']","['5,006', '']","['0', '']","['14', '']","['171', '']","['10,038', '']","['68', '']"
12707,r023,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,22,"['67,527', '']","['36,476', '']","['159', '']","['64', '']","['0', '']","['450', '']","['157', '']","['1,580', '']","['0', '']","['28,538', '']","['103', '']"
12707,r024,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,23,"['62,081', '']","['1,463', '']","['0', '']","['6,233', '']","['46', '']","['1,645', '']","['51', '']","['0', '']","['0', '']","['52,391', '']","['252', '']"
12707,r025,All institutions -> Duke U.,All institutions,Duke U.,2,24,"['61,598', '']","['489', '']","['2,527', '']","['33,567', '']","['764', '']","['1,748', '']","['38', '']","['638', '']","['0', '']","['21,827', '']","['0', '']"
12707,r026,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,25,"['59,094', '']","['7,256', '']","['215', '']","['5,724', '']","['91', '']","['7,970', '']","['231', '']","['268', '']","['45', '']","['36,612', '']","['682', '']"
12707,r027,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,26,"['58,296', '']","['9,761', '']","['989', '']","['20,844', '']","['0', '']","['5,501', '']","['312', '']","['293', '']","['0', '']","['20,582', '']","['14', '']"
12707,r028,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,27,"['57,248', '']","['762', '']","['712', '']","['19,031', '']","['354', '']","['2,112', '']","['370', '']","['241', '']","['1,672', '']","['30,474', '']","['1,520', '']"
12707,r029,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,28,"['56,875', '']","['7,091', '']","['8,493', '']","['366', '']","['1,925', '']","['4,038', '']","['356', '']","['5,008', '']","['4,272', '']","['20,170', '']","['5,156', '']"
12707,r030,All institutions -> George Mason U.,All institutions,George Mason U.,2,29,"['54,139', '']","['7,007', '']","['2,310', '']","['4,384', '']","['552', '']","['953', '']","['579', '']","['1,060', '']","['0', '']","['36,588', '']","['706', '']"
12707,r031,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,30,"['53,640', '']","['2,850', '']","['1,776', '']","['18,754', '']","['2,698', '']","['3,226', '']","['161', '']","['1,535', '']","['415', '']","['21,748', '']","['477', '']"
12707,r032,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,31,"['53,246', '']","['7,878', '']","['95', '']","['14,681', '']","['656', '']","['5,749', '']","['642', '']","['5,319', '']","['0', '']","['16,667', '']","['1,559', '']"
12707,r033,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,32,"['52,929', '']","['620', '']","['258', '']","['2,752', '']","['0', '']","['3,676', '']","['0', '']","['0', '']","['0', '']","['37,654', '']","['7,969', '']"
12707,r034,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,33,"['51,407', '']","['2,207', '']","['0', '']","['30,427', '']","['0', '']","['5,749', '']","['212', '']","['106', '']","['1,043', '']","['10,348', '']","['1,315', '']"
12707,r035,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,34,"['51,327', '']","['3,513', '']","['94', '']","['0', '']","['520', '']","['11,005', '']","['366', '']","['332', '']","['176', '']","['35,285', '']","['36', '']"
12707,r036,All institutions -> Cornell U.,All institutions,Cornell U.,2,35,"['50,537', '']","['5,532', '']","['44', '']","['12,743', '']","['64', '']","['15,006', '']","['110', '']","['438', '']","['0', '']","['16,600', '']","['0', '']"
12707,r037,All institutions -> Harvard U.,All institutions,Harvard U.,2,36,"['49,624', '']","['1,669', '']","['17', '']","['12,114', '']","['129', '']","['20,051', '']","['479', '']","['4,259', '']","['0', '']","['10,906', '']","['0', '']"
12707,r038,All institutions -> U. Florida,All institutions,U. Florida,2,37,"['49,481', '']","['3,551', '']","['173', '']","['16,551', '']","['85', '']","['1,573', '']","['194', '']","['2,056', '']","['0', '']","['25,165', '']","['133', '']"
12707,r039,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,38,"['46,290', '']","['13,108', '']","['425', '']","['3,771', '']","['429', '']","['908', '']","['981', '']","['1,891', '']","['92', '']","['23,570', '']","['1,115', '']"
12707,r040,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,39,"['46,139', '']","['0', 'i']","['19,173', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['26,966', '']","['0', '']"
12707,r041,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,40,"['44,782', '']","['3,698', '']","['2,003', '']","['10,508', '']","['615', '']","['4,575', '']","['223', '']","['0', '']","['2,615', '']","['20,347', '']","['198', '']"
12707,r042,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,41,"['44,502', '']","['0', '']","['0', '']","['2,765', '']","['671', '']","['9,639', '']","['669', '']","['678', '']","['1,366', '']","['28,714', '']","['0', '']"
12707,r043,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,42,"['43,913', '']","['17,451', '']","['8,941', '']","['2,165', '']","['0', '']","['1,746', '']","['0', '']","['0', '']","['0', '']","['13,610', '']","['0', '']"
12707,r044,All institutions -> U.S. Air Force Academy,All institutions,U.S. Air Force Academy,2,43,"['43,793', '']","['1,260', '']","['46', '']","['4,130', '']","['0', '']","['1,579', '']","['0', '']","['106', '']","['1,014', '']","['35,658', '']","['0', '']"
12707,r045,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,44,"['43,759', '']","['4,139', '']","['0', '']","['237', '']","['0', '']","['2,065', '']","['373', '']","['171', '']","['0', '']","['36,113', '']","['661', '']"
12707,r046,"All institutions -> U. Nebraska, Lincoln and Medical Center<sup>c</sup>",All institutions,"U. Nebraska, Lincoln and Medical Center<sup>c</sup>",2,45,"['42,877', '']","['574', '']","['125', '']","['21,354', '']","['25', '']","['3,304', '']","['93', '']","['401', '']","['0', '']","['16,561', '']","['440', '']"
12707,r047,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,46,"['41,391', '']","['3,049', '']","['1,753', '']","['1,994', '']","['699', '']","['14,737', '']","['24', '']","['253', '']","['0', '']","['18,766', '']","['116', '']"
12707,r048,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,47,"['41,062', '']","['0', '']","['30,607', '']","['657', '']","['0', '']","['2,176', '']","['0', '']","['119', '']","['3,205', '']","['4,277', '']","['21', '']"
12707,r049,All institutions -> Air Force Institute of Technology,All institutions,Air Force Institute of Technology,2,48,"['41,057', '']","['7,354', '']","['1,103', '']","['0', '']","['352', '']","['6,124', '']","['0', '']","['0', '']","['0', '']","['26,124', '']","['0', '']"
12707,r050,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,49,"['41,031', '']","['0', '']","['0', '']","['34,361', '']","['0', '']","['6,670', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12707,r051,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,50,"['39,589', '']","['720', '']","['0', '']","['16,318', '']","['309', '']","['1,517', '']","['58', '']","['345', '']","['0', '']","['20,322', '']","['0', '']"
12707,r052,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,51,"['37,555', '']","['9,751', '']","['0', '']","['1,434', '']","['79', '']","['15,560', '']","['1,292', '']","['248', '']","['212', '']","['8,979', '']","['0', '']"
12707,r053,All institutions -> Yale U.,All institutions,Yale U.,2,52,"['37,473', '']","['1,672', '']","['46', '']","['17,040', '']","['222', '']","['12,428', '']","['231', '']","['0', '']","['0', '']","['5,834', '']","['0', '']"
12707,r054,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,53,"['35,688', '']","['2,148', '']","['0', '']","['3,524', '']","['345', '']","['1,130', '']","['0', '']","['0', '']","['2,441', '']","['26,100', '']","['0', '']"
12707,r055,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,54,"['35,148', '']","['5,726', '']","['26', '']","['16,864', '']","['72', '']","['0', '']","['0', '']","['0', '']","['0', '']","['12,454', '']","['6', '']"
12707,r056,All institutions -> U. Arizona,All institutions,U. Arizona,2,55,"['35,142', '']","['3,112', '']","['498', '']","['7,455', '']","['5', '']","['3,838', '']","['124', '']","['293', '']","['0', '']","['19,721', '']","['96', '']"
12707,r057,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,56,"['34,976', '']","['8,559', '']","['8', '']","['5,024', '']","['101', '']","['716', '']","['52', '']","['424', '']","['0', '']","['19,272', '']","['820', '']"
12707,r058,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,57,"['34,737', '']","['5,473', '']","['11', '']","['277', '']","['0', '']","['249', '']","['158', '']","['2,221', '']","['0', '']","['26,348', '']","['0', '']"
12707,r059,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,58,"['33,966', '']","['2,558', '']","['445', '']","['2,669', '']","['849', '']","['1,341', '']","['20', '']","['400', '']","['7,470', '']","['18,214', '']","['0', '']"
12707,r060,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,59,"['30,414', '']","['5,373', '']","['708', '']","['2,339', '']","['0', '']","['4,079', '']","['100', '']","['0', '']","['0', '']","['17,815', '']","['0', '']"
12707,r061,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,60,"['29,801', '']","['1,904', '']","['0', '']","['0', '']","['219', '']","['448', '']","['0', '']","['0', '']","['0', '']","['27,230', '']","['0', '']"
12707,r062,All institutions -> U. Miami,All institutions,U. Miami,2,61,"['28,129', '']","['21', '']","['13,750', '']","['12,553', '']","['0', '']","['257', '']","['960', '']","['0', '']","['0', '']","['588', '']","['0', '']"
12707,r063,All institutions -> Rice U.,All institutions,Rice U.,2,62,"['27,925', '']","['1,229', '']","['19', '']","['1,545', '']","['510', '']","['4,741', '']","['853', '']","['0', '']","['0', '']","['19,004', '']","['24', '']"
12707,r064,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,63,"['27,914', '']","['12,121', '']","['0', '']","['0', '']","['0', '']","['5,837', '']","['0', '']","['0', '']","['0', '']","['9,956', '']","['0', '']"
12707,r065,All institutions -> U. Chicago,All institutions,U. Chicago,2,64,"['27,455', '']","['2,667', '']","['64', '']","['5,409', '']","['612', '']","['6,109', '']","['510', '']","['291', '']","['0', '']","['11,793', '']","['0', '']"
12707,r066,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,65,"['27,332', '']","['18', '']","['0', '']","['349', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['26,965', '']","['0', '']"
12707,r067,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,66,"['26,963', '']","['341', '']","['141', '']","['5,789', '']","['111', '']","['895', '']","['0', '']","['3', '']","['859', '']","['18,821', '']","['3', '']"
12707,r068,All institutions -> Mercer U.,All institutions,Mercer U.,2,67,"['26,952', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['26,952', '']","['0', '']"
12707,r069,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,68,"['26,942', '']","['1,902', '']","['753', '']","['19,506', '']","['30', '']","['3,012', '']","['0', '']","['371', '']","['0', '']","['1,088', '']","['280', '']"
12707,r070,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,69,"['26,468', '']","['3,074', '']","['177', '']","['18,485', '']","['308', '']","['492', '']","['403', '']","['15', '']","['0', '']","['1,963', '']","['1,551', '']"
12707,r071,All institutions -> U. Maine,All institutions,U. Maine,2,70,"['25,645', '']","['0', '']","['21', '']","['69', '']","['0', '']","['52', '']","['0', '']","['0', '']","['0', '']","['25,474', '']","['29', '']"
12707,r072,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,71,"['25,612', '']","['772', '']","['29', '']","['19,608', '']","['33', '']","['1,633', '']","['88', '']","['13', '']","['0', '']","['3,436', '']","['0', '']"
12707,r073,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,72,"['25,359', '']","['0', '']","['0', '']","['25,359', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12707,r074,All institutions -> Princeton U.,All institutions,Princeton U.,2,73,"['25,234', '']","['2,592', '']","['97', '']","['1,990', '']","['1,126', '']","['2,942', '']","['193', '']","['796', '']","['0', '']","['15,498', '']","['0', '']"
12707,r075,All institutions -> U. Delaware,All institutions,U. Delaware,2,74,"['24,933', '']","['662', '']","['2,588', '']","['1,739', '']","['376', '']","['3,161', '']","['547', '']","['4', '']","['0', '']","['15,754', '']","['102', '']"
12707,r076,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,75,"['24,576', '']","['1,196', '']","['113', '']","['11,146', '']","['272', '']","['729', '']","['0', '']","['808', '']","['0', '']","['10,261', '']","['51', '']"
12707,r077,All institutions -> Florida State U.,All institutions,Florida State U.,2,76,"['24,311', '']","['500', '']","['3,001', '']","['532', '']","['251', '']","['633', '']","['1,534', '']","['81', '']","['0', '']","['17,779', '']","['0', '']"
12707,r078,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,77,"['24,162', '']","['363', '']","['225', '']","['5,047', '']","['0', '']","['2,249', '']","['60', '']","['301', '']","['0', '']","['15,917', '']","['0', '']"
12707,r079,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,78,"['23,535', '']","['595', '']","['0', '']","['1,719', '']","['129', '']","['305', '']","['21', '']","['0', '']","['106', '']","['20,623', '']","['37', '']"
12707,r080,All institutions -> U. Utah,All institutions,U. Utah,2,79,"['23,494', '']","['0', '']","['631', '']","['13,235', '']","['159', '']","['1,863', '']","['1,174', '']","['340', '']","['0', '']","['5,911', '']","['181', '']"
12707,r081,All institutions -> Florida International U.,All institutions,Florida International U.,2,80,"['23,309', '']","['1,399', '']","['322', '']","['1,321', '']","['58', '']","['9,213', '']","['0', '']","['1,496', '']","['0', '']","['9,451', '']","['49', '']"
12707,r082,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,81,"['22,360', '']","['307', '']","['238', '']","['2,574', '']","['143', '']","['1,732', '']","['0', '']","['0', '']","['0', '']","['17,366', '']","['0', '']"
12707,r083,All institutions -> New York U.,All institutions,New York U.,2,82,"['21,849', '']","['4,575', '']","['0', '']","['7,185', '']","['1,683', '']","['3,813', '']","['321', '']","['0', '']","['0', '']","['3,766', '']","['506', '']"
12707,r084,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,83,"['20,980', '']","['1,752', '']","['0', '']","['247', '']","['151', '']","['7,703', '']","['0', '']","['500', '']","['0', '']","['9,949', '']","['678', '']"
12707,r085,All institutions -> Boston U.,All institutions,Boston U.,2,84,"['20,847', '']","['2,984', '']","['29', '']","['6,389', '']","['246', '']","['447', '']","['500', '']","['0', '']","['0', '']","['10,197', '']","['55', '']"
12707,r086,All institutions -> Clemson U.,All institutions,Clemson U.,2,85,"['20,118', '']","['1,131', '']","['0', '']","['628', '']","['265', '']","['354', '']","['0', '']","['0', '']","['0', '']","['17,740', '']","['0', '']"
12707,r087,All institutions -> Brown U.,All institutions,Brown U.,2,86,"['19,737', '']","['3,075', '']","['36', '']","['3,094', '']","['3,370', '']","['110', '']","['0', '']","['34', '']","['154', '']","['9,864', '']","['0', '']"
12707,r088,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,87,"['19,315', '']","['147', '']","['0', '']","['3,396', '']","['90', '']","['664', '']","['0', '']","['0', '']","['0', '']","['15,018', '']","['0', '']"
12707,r089,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,88,"['19,246', '']","['192', '']","['1,124', '']","['8,615', '']","['271', '']","['784', '']","['0', '']","['316', '']","['22', '']","['7,922', '']","['0', '']"
12707,r090,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,89,"['18,957', '']","['0', '']","['4,177', '']","['1,754', '']","['0', '']","['287', '']","['101', '']","['0', '']","['180', '']","['12,458', '']","['0', '']"
12707,r091,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,90,"['18,949', '']","['2,333', '']","['0', '']","['7,349', '']","['507', '']","['599', '']","['359', '']","['0', '']","['0', '']","['7,802', '']","['0', '']"
12707,r092,All institutions -> U. South Florida,All institutions,U. South Florida,2,91,"['18,617', '']","['2,262', '']","['2,660', '']","['1,160', '']","['269', '']","['103', '']","['256', '']","['25', '']","['0', '']","['11,610', '']","['272', '']"
12707,r093,All institutions -> U.S. Military Academy,All institutions,U.S. Military Academy,2,92,"['18,493', '']","['3,417', '']","['138', '']","['120', '']","['1,516', '']","['408', '']","['109', '']","['5,331', '']","['0', '']","['7,213', '']","['241', '']"
12707,r094,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,93,"['18,081', '']","['3,303', '']","['2,363', '']","['0', '']","['0', '']","['159', '']","['0', '']","['0', '']","['0', '']","['12,256', '']","['0', '']"
12707,r095,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,94,"['17,986', '']","['0', '']","['0', '']","['17,986', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12707,r096,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,95,"['17,814', '']","['448', '']","['797', '']","['2,312', '']","['0', '']","['929', '']","['0', '']","['349', '']","['0', '']","['12,904', '']","['75', '']"
12707,r097,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,96,"['17,584', '']","['0', '']","['0', '']","['17,210', '']","['0', '']","['63', '']","['0', '']","['311', '']","['0', '']","['0', '']","['0', '']"
12707,r098,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,97,"['17,074', '']","['630', '']","['0', '']","['6,710', '']","['0', '']","['1,208', '']","['0', '']","['585', '']","['363', '']","['6,136', '']","['1,442', '']"
12707,r099,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,98,"['16,982', '']","['35', '']","['0', '']","['12,314', '']","['79', '']","['0', '']","['0', '']","['433', '']","['0', '']","['3,874', '']","['247', '']"
12707,r100,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,99,"['16,848', '']","['3,399', '']","['498', '']","['1,816', '']","['204', '']","['1,977', '']","['0', '']","['116', '']","['190', '']","['8,648', '']","['0', '']"
12707,r101,All institutions -> U. Iowa,All institutions,U. Iowa,2,100,"['16,153', '']","['157', '']","['0', '']","['6,220', '']","['0', '']","['1,347', '']","['0', '']","['4', '']","['0', '']","['8,113', '']","['312', '']"
12707,r102,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,101,"['15,763', '']","['1,958', '']","['159', '']","['2,390', '']","['700', '']","['2,695', '']","['342', '']","['116', '']","['96', '']","['6,010', '']","['1,297', '']"
12707,r103,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,102,"['15,506', '']","['449', '']","['210', '']","['713', '']","['51', '']","['0', '']","['0', '']","['315', '']","['0', '']","['13,561', '']","['207', '']"
12707,r104,All institutions -> U. Colorado Anschutz Medical Campus,All institutions,U. Colorado Anschutz Medical Campus,2,103,"['15,486', '']","['0', '']","['0', '']","['15,486', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12707,r105,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,104,"['15,251', '']","['2,747', '']","['1,756', '']","['1,077', '']","['305', '']","['433', '']","['0', '']","['0', '']","['0', '']","['2,302', '']","['6,631', '']"
12707,r106,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,105,"['15,146', '']","['3', '']","['0', '']","['6,633', '']","['0', '']","['259', '']","['306', '']","['118', '']","['0', '']","['7,827', '']","['0', '']"
12707,r107,All institutions -> Drexel U.,All institutions,Drexel U.,2,106,"['15,008', '']","['1,226', '']","['0', '']","['1,404', '']","['22', '']","['0', '']","['79', '']","['0', '']","['0', '']","['12,155', '']","['122', '']"
12707,r108,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,107,"['14,781', '']","['3,774', '']","['0', '']","['691', '']","['313', '']","['158', '']","['0', '']","['0', '']","['0', '']","['9,801', '']","['44', '']"
12707,r109,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,108,"['14,714', '']","['207', '']","['151', '']","['7,263', '']","['0', '']","['222', '']","['0', '']","['0', '']","['0', '']","['5,980', '']","['891', '']"
12707,r110,All institutions -> U. Rochester,All institutions,U. Rochester,2,109,"['14,305', '']","['494', '']","['0', '']","['5,300', '']","['0', '']","['4,595', '']","['0', '']","['36', '']","['1,122', '']","['2,758', '']","['0', '']"
12707,r111,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,110,"['14,006', '']","['5,153', '']","['529', '']","['2,214', '']","['54', '']","['2,741', '']","['184', '']","['10', '']","['0', '']","['3,121', '']","['0', '']"
