table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
10172,r041,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,40,"['294,236', '']","['312,796', '']","['348,536', '']","['459,791', '']","['336,172', '']","['330,479', '']","['320,703', '']","['344,657', '']","['339,732', '']","['369,006', '']","['376,505', '']","['394,374', '']","['407,278', '']"
10172,r042,All institutions -> Boston U.,All institutions,Boston U.,2,41,"['298,467', '']","['300,923', '']","['273,204', '']","['265,476', '']","['254,285', '']","['256,562', '']","['250,523', '']","['253,828', '']","['264,281', '']","['313,670', '']","['333,387', '']","['396,685', '']","['406,151', '']"
10172,r043,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,42,"['333,438', '']","['352,938', '']","['358,722', '']","['347,628', '']","['328,548', '']","['307,960', '']","['320,402', '']","['325,354', '']","['346,935', '']","['355,970', '']","['356,751', '']","['339,658', '']","['379,602', '']"
10172,r044,All institutions -> U. Arizona,All institutions,U. Arizona,2,43,"['307,038', '']","['324,751', '']","['328,369', '']","['334,680', '']","['286,595', '']","['265,878', '']","['259,443', '']","['269,201', '']","['287,852', '']","['323,060', '']","['325,621', '']","['350,487', '']","['371,931', '']"
10172,r045,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,44,"['198,735', '']","['222,937', '']","['250,416', '']","['246,131', '']","['247,970', '']","['256,228', '']","['294,369', '']","['329,533', '']","['315,674', '']","['317,653', '']","['317,885', '']","['339,614', '']","['369,302', '']"
10172,r046,All institutions -> U. Utah,All institutions,U. Utah,2,45,"['226,489', '']","['263,623', '']","['271,629', '']","['297,099', '']","['284,125', '']","['270,311', '']","['224,270', '']","['218,405', '']","['302,586', '']","['282,157', '']","['306,629', '']","['329,537', '']","['358,535', '']"
10172,r047,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,46,"['67,483', '']","['69,298', '']","['72,501', '']","['82,005', '']","['80,109', '']","['206,263', '']","['216,917', '']","['241,350', '']","['245,402', '']","['304,116', '']","['314,721', '']","['320,591', '']","['353,187', '']"
10172,r048,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,47,"['261,982', '']","['286,003', '']","['266,507', '']","['256,816', '']","['243,705', '']","['250,457', '']","['229,761', '']","['239,659', '']","['246,400', '']","['249,656', '']","['283,059', '']","['306,411', '']","['347,321', '']"
10172,r049,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,48,"['247,054', '']","['268,777', '']","['242,219', '']","['244,867', '']","['246,050', '']","['243,876', '']","['230,608', '']","['243,495', '']","['264,492', '']","['298,227', '']","['321,572', '']","['329,016', '']","['346,724', '']"
10172,r050,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,49,"['218,910', '']","['235,178', '']","['273,498', '']","['288,374', '']","['355,116', '']","['320,311', '']","['318,123', '']","['316,118', '']","['330,823', '']","['287,031', '']","['304,486', '']","['332,033', '']","['343,447', '']"
10172,r051,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,50,"['221,679', '']","['246,116', '']","['255,691', '']","['258,596', '']","['227,857', '']","['209,005', '']","['214,373', '']","['224,965', '']","['230,208', '']","['231,188', '']","['257,641', '']","['277,663', '']","['335,125', '']"
10172,r052,All institutions -> U. Rochester,All institutions,U. Rochester,2,51,"['321,258', '']","['337,312', '']","['307,390', '']","['298,781', '']","['265,686', '']","['261,023', '']","['265,430', '']","['267,040', '']","['283,973', '']","['305,325', '']","['295,154', '']","['308,426', '']","['332,302', '']"
10172,r053,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,52,"['325,751', '']","['340,131', '']","['322,295', '']","['272,223', '']","['276,447', '']","['269,156', '']","['260,489', '']","['272,323', '']","['268,765', '']","['278,846', '']","['309,386', '']","['287,810', '']","['322,107', '']"
10172,r054,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,53,"['205,890', '']","['230,661', '']","['245,573', '']","['213,355', '']","['206,958', '']","['213,685', '']","['227,624', '']","['232,405', '']","['257,355', '']","['276,173', '']","['276,863', '']","['296,067', '']","['310,004', '']"
10172,r055,All institutions -> U. Iowa,All institutions,U. Iowa,2,54,"['280,089', '']","['280,989', '']","['265,780', '']","['252,161', '']","['234,122', '']","['223,730', '']","['236,363', '']","['236,679', '']","['243,216', '']","['248,639', '']","['255,617', '']","['278,615', '']","['307,534', '']"
10172,r056,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,55,"['224,607', '']","['239,249', '']","['225,558', '']","['212,051', '']","['192,907', '']","['186,676', '']","['198,760', '']","['215,193', '']","['231,161', '']","['257,013', '']","['282,429', '']","['282,472', '']","['307,111', '']"
10172,r057,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,56,"['232,027', '']","['231,639', '']","['207,513', '']","['198,114', '']","['185,137', '']","['183,787', '']","['185,263', '']","['200,085', '']","['197,910', '']","['203,544', '']","['242,679', '']","['257,611', '']","['298,154', '']"
10172,r058,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,57,"['164,890', '']","['178,153', '']","['182,188', '']","['190,066', '']","['186,126', '']","['186,890', '']","['200,280', '']","['214,845', '']","['244,795', '']","['253,530', '']","['262,377', '']","['256,875', '']","['288,495', '']"
10172,r059,All institutions -> Utah State U.,All institutions,Utah State U.,2,58,"['89,750', '']","['112,611', '']","['107,054', '']","['106,074', '']","['114,075', '']","['119,811', '']","['124,981', '']","['137,295', '']","['158,576', '']","['219,912', '']","['241,433', '']","['263,341', '']","['278,857', '']"
10172,r060,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,59,"['189,343', '']","['204,134', '']","['204,062', '']","['196,256', '']","['180,431', '']","['170,622', '']","['170,674', '']","['178,789', '']","['192,182', '']","['207,234', '']","['225,967', '']","['237,874', '']","['276,782', '']"
10172,r061,All institutions -> U. Miami,All institutions,U. Miami,2,60,"['196,435', '']","['223,870', '']","['222,535', '']","['204,315', '']","['202,818', '']","['192,691', '']","['194,346', '']","['193,549', '']","['191,408', '']","['211,493', '']","['223,774', '']","['230,632', '']","['264,366', '']"
10172,r062,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,61,"['179,136', '']","['200,878', '']","['209,307', '']","['215,560', '']","['198,247', '']","['187,259', '']","['190,620', '']","['189,974', '']","['181,958', '']","['197,927', '']","['217,481', '']","['234,743', '']","['259,034', '']"
10172,r063,"All institutions -> U. Massachusetts, Medical School",All institutions,"U. Massachusetts, Medical School",2,62,"['178,293', '']","['208,244', '']","['202,149', '']","['189,159', '']","['183,582', '']","['183,588', '']","['181,446', '']","['200,232', '']","['194,953', '']","['197,388', '']","['192,938', '']","['248,873', '']","['258,147', '']"
10172,r064,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,63,"['167,192', '']","['175,801', '']","['157,813', '']","['148,758', '']","['140,450', '']","['145,097', '']","['152,708', '']","['168,347', '']","['168,968', '']","['189,860', '']","['197,848', '']","['218,566', '']","['250,152', '']"
10172,r065,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,64,"['137,124', '']","['152,790', '']","['171,464', '']","['174,440', '']","['177,722', '']","['196,058', '']","['197,261', '']","['213,544', '']","['214,440', '']","['224,471', '']","['227,964', '']","['234,181', '']","['245,159', '']"
10172,r066,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,65,"['229,131', '']","['245,323', '']","['243,622', '']","['219,473', '']","['201,646', '']","['192,930', '']","['175,302', '']","['188,730', '']","['189,322', '']","['200,926', '']","['215,990', '']","['230,140', '']","['243,243', '']"
10172,r067,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,66,"['313,746', '']","['317,201', '']","['309,471', '']","['308,628', '']","['292,268', '']","['274,097', '']","['242,489', '']","['250,090', '']","['267,088', '']","['267,122', '']","['243,502', '']","['272,181', '']","['242,135', '']"
10172,r068,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,67,"['161,636', '']","['187,269', '']","['181,371', '']","['197,462', '']","['198,092', '']","['191,080', '']","['190,975', '']","['181,379', '']","['195,140', '']","['206,208', '']","['208,952', '']","['214,291', '']","['231,144', '']"
10172,r069,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,68,"['147,003', '']","['161,950', '']","['159,302', '']","['155,684', '']","['151,082', '']","['151,619', '']","['153,100', '']","['159,583', '']","['167,315', '']","['156,865', '']","['158,882', '']","['239,587', '']","['229,987', '']"
10172,r070,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,69,"['128,700', '']","['141,252', '']","['150,402', '']","['146,400', '']","['139,594', '']","['135,349', '']","['143,955', '']","['141,977', '']","['139,022', '']","['153,496', '']","['160,763', '']","['180,758', '']","['227,351', '']"
10172,r071,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,70,"['206,664', '']","['236,400', '']","['196,753', '']","['182,971', '']","['158,986', '']","['161,171', '']","['155,044', '']","['166,552', '']","['173,206', '']","['176,156', '']","['186,488', '']","['217,073', '']","['225,659', '']"
10172,r072,All institutions -> Albert Einstein C. of Medicine,All institutions,Albert Einstein C. of Medicine,2,71,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['188,521', '']","['188,259', '']","['196,457', '']","['202,513', '']","['204,635', '']","['214,619', '']","['220,780', '']"
10172,r073,All institutions -> Princeton U.,All institutions,Princeton U.,2,72,"['149,164', '']","['162,491', '']","['160,985', '']","['156,070', '']","['163,805', '']","['157,867', '']","['161,562', '']","['175,485', '']","['179,659', '']","['192,747', '']","['202,447', '']","['204,430', '']","['217,505', '']"
10172,r074,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,73,"['164,477', '']","['176,923', '']","['186,747', '']","['200,212', '']","['185,144', '']","['174,146', '']","['180,095', '']","['184,313', '']","['183,124', '']","['178,458', '']","['195,829', '']","['207,224', '']","['214,559', '']"
10172,r075,All institutions -> U. Georgia,All institutions,U. Georgia,2,74,"['117,225', '']","['134,200', '']","['133,525', '']","['127,487', '']","['122,145', '']","['127,825', '']","['138,374', '']","['153,279', '']","['144,926', '']","['156,628', '']","['167,347', '']","['184,847', '']","['214,505', '']"
10172,r076,All institutions -> Brown U.,All institutions,Brown U.,2,75,"['120,749', '']","['123,649', '']","['127,665', '']","['120,977', '']","['125,005', '']","['127,886', '']","['131,751', '']","['141,864', '']","['161,384', '']","['175,849', '']","['183,180', '']","['195,302', '']","['212,899', '']"
10172,r077,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,76,"['153,066', '']","['165,819', '']","['161,115', '']","['158,672', '']","['177,616', '']","['172,995', '']","['166,010', '']","['148,491', '']","['163,003', '']","['184,995', '']","['191,186', '']","['222,351', '']","['211,550', 'i']"
10172,r078,All institutions -> U. Dayton,All institutions,U. Dayton,2,77,"['72,567', '']","['69,847', '']","['64,369', '']","['66,396', '']","['63,881', '']","['74,548', '']","['97,635', '']","['112,584', '']","['130,488', '']","['152,545', '']","['153,215', '']","['180,479', '']","['201,898', '']"
10172,r079,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,78,"['100,065', '']","['112,146', '']","['124,131', '']","['119,762', '']","['108,356', '']","['122,918', '']","['128,260', '']","['126,510', '']","['142,470', '']","['159,640', '']","['179,640', '']","['181,388', '']","['197,521', '']"
10172,r080,All institutions -> Uniformed Services U. of the Health Sciences,All institutions,Uniformed Services U. of the Health Sciences,2,79,"['72,125', '']","['117,781', '']","['102,134', '']","['119,647', '']","['213,389', '']","['299,007', '']","['175,007', '']","['204,241', '']","['218,702', '']","['297,808', '']","['235,202', '']","['275,573', '']","['194,187', '']"
10172,r081,All institutions -> U. Delaware,All institutions,U. Delaware,2,80,"['102,637', '']","['112,523', '']","['110,760', '']","['114,048', '']","['111,933', '']","['109,258', '']","['108,378', '']","['113,031', '']","['113,582', '']","['128,651', '']","['139,682', '']","['152,665', '']","['189,374', '']"
10172,r082,All institutions -> U. South Florida<sup>d</sup>,All institutions,U. South Florida<sup>d</sup>,2,81,"['219,634', '']","['220,931', '']","['218,772', '']","['207,441', '']","['205,155', '']","['196,215', '']","['210,823', '']","['234,871', '']","['163,013', '']","['164,662', '']","['142,086', '']","['161,278', '']","['187,491', '']"
10172,r083,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,82,"['135,081', '']","['146,069', '']","['155,667', '']","['148,174', '']","['143,815', '']","['150,625', '']","['156,437', '']","['157,708', '']","['166,354', '']","['162,781', '']","['161,646', '']","['173,532', '']","['186,756', '']"
10172,r084,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,83,"['150,324', '']","['156,790', '']","['146,424', '']","['144,235', '']","['136,145', '']","['125,890', '']","['121,098', '']","['124,461', '']","['128,232', '']","['132,647', '']","['133,624', '']","['165,139', '']","['184,205', '']"
10172,r085,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,84,"['120,090', '']","['124,938', '']","['123,198', '']","['118,432', '']","['111,386', '']","['115,031', '']","['118,296', '']","['125,150', '']","['134,802', '']","['143,258', '']","['145,526', '']","['161,552', '']","['182,212', '']"
10172,r086,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,85,"['159,084', '']","['173,004', '']","['172,779', '']","['156,506', '']","['153,069', '']","['148,084', '']","['140,651', '']","['147,746', '']","['154,031', '']","['165,439', '']","['166,480', '']","['188,809', '']","['180,681', '']"
10172,r087,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,86,"['108,181', '']","['116,109', '']","['117,144', '']","['120,934', '']","['115,285', '']","['113,443', '']","['124,242', '']","['125,607', '']","['145,241', '']","['145,541', '']","['161,153', '']","['160,520', '']","['179,143', '']"
10172,r088,All institutions -> Thomas Jefferson U.,All institutions,Thomas Jefferson U.,2,87,"['77,817', '']","['80,027', '']","['68,976', '']","['56,247', '']","['54,676', '']","['58,536', '']","['58,866', '']","['62,029', '']","['64,869', '']","['74,816', '']","['74,653', '']","['109,419', '']","['173,855', '']"
10172,r089,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,88,"['196,275', '']","['201,700', '']","['193,722', '']","['225,263', '']","['202,574', '']","['199,818', '']","['189,683', '']","['181,750', '']","['166,398', '']","['167,432', '']","['163,091', '']","['156,953', '']","['168,711', '']"
10172,r090,All institutions -> U. Kansas,All institutions,U. Kansas,2,89,"['137,458', '']","['143,300', '']","['147,052', '']","['147,557', '']","['131,186', '']","['128,374', '']","['117,549', '']","['126,109', '']","['130,036', '']","['141,679', '']","['151,987', '']","['156,707', '']","['164,326', '']"
10172,r091,All institutions -> Washington State U.,All institutions,Washington State U.,2,90,"['105,333', '']","['115,775', '']","['120,146', '']","['119,921', '']","['112,568', '']","['121,627', '']","['122,275', '']","['133,308', '']","['131,229', '']","['137,424', '']","['135,023', '']","['162,455', '']","['163,595', '']"
