table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_local_government,field_source_of_funds_institution_funds,field_source_of_funds_business,field_source_of_funds_nonprofit_organizations,field_source_of_funds_all_other_sources
10162,r019,"United States -> Alaska -> Public -> U. Alaska, Fairbanks",United States,Alaska,Public,"U. Alaska, Fairbanks",4,"['202,516', '']","['154,742', '']","['1,508', '']","['39,501', '']","['3,346', '']","['1,433', '']","['1,986', '']"
10162,r020,"United States -> Alaska -> Public -> U. Alaska, Southeast",United States,Alaska,Public,"U. Alaska, Southeast",4,"['1,570', '']","['1,392', '']","['28', '']","['43', '']","['24', '']","['64', '']","['19', '']"
10162,r021,United States -> Alaska -> Private,United States,Alaska,Private,,3,"['1,607', '']","['581', '']","['0', '']","['0', '']","['1,015', '']","['0', '']","['11', '']"
10162,r022,United States -> Alaska -> Private -> Alaska Pacific U.,United States,Alaska,Private,Alaska Pacific U.,4,"['1,607', '']","['581', '']","['0', '']","['0', '']","['1,015', '']","['0', '']","['11', '']"
10162,r023,United States -> Arizona,United States,Arizona,,,2,"['1,690,904', '']","['729,574', '']","['136,865', '']","['552,382', '']","['51,204', '']","['92,415', '']","['128,464', '']"
10162,r024,United States -> Arizona -> Public,United States,Arizona,Public,,3,"['1,690,384', '']","['729,574', '']","['136,865', '']","['552,362', '']","['50,704', '']","['92,415', '']","['128,464', '']"
10162,r025,United States -> Arizona -> Public -> Arizona State U.,United States,Arizona,Public,Arizona State U.,4,"['797,224', '']","['309,094', '']","['98,817', '']","['282,983', '']","['21,980', '']","['62,833', '']","['21,517', '']"
10162,r026,United States -> Arizona -> Public -> Dine C.,United States,Arizona,Public,Dine C.,4,"['2,091', '']","['2,091', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10162,r027,United States -> Arizona -> Public -> Northern Arizona U.,United States,Arizona,Public,Northern Arizona U.,4,"['66,729', '']","['43,453', '']","['7,055', '']","['14,501', '']","['813', '']","['768', '']","['139', '']"
10162,r028,United States -> Arizona -> Public -> U. Arizona,United States,Arizona,Public,U. Arizona,4,"['824,340', '']","['374,936', '']","['30,993', '']","['254,878', '']","['27,911', '']","['28,814', '']","['106,808', '']"
10162,r029,United States -> Arizona -> Private,United States,Arizona,Private,,3,"['520', '']","['0', '']","['0', '']","['20', '']","['500', '']","['0', '']","['0', '']"
10162,r030,United States -> Arizona -> Private -> Sonoran U. Health Sciences,United States,Arizona,Private,Sonoran U. Health Sciences,4,"['520', '']","['0', '']","['0', '']","['20', '']","['500', '']","['0', '']","['0', '']"
10162,r031,United States -> Arkansas,United States,Arkansas,,,2,"['416,507', '']","['174,976', '']","['69,558', '']","['135,614', '']","['16,168', '']","['12,338', '']","['7,853', '']"
10162,r032,United States -> Arkansas -> Public,United States,Arkansas,Public,,3,"['416,507', '']","['174,976', '']","['69,558', '']","['135,614', '']","['16,168', '']","['12,338', '']","['7,853', '']"
10162,r033,"United States -> Arkansas -> Public -> Arkansas State U., Jonesboro",United States,Arkansas,Public,"Arkansas State U., Jonesboro",4,"['8,214', '']","['3,932', '']","['3,325', '']","['658', '']","['271', '']","['28', '']","['0', '']"
10162,r034,United States -> Arkansas -> Public -> U. Arkansas for Medical Sciences,United States,Arkansas,Public,U. Arkansas for Medical Sciences,4,"['205,493', '']","['95,080', '']","['15,287', '']","['71,431', '']","['11,022', '']","['6,253', '']","['6,420', '']"
10162,r035,"United States -> Arkansas -> Public -> U. Arkansas, Fayetteville",United States,Arkansas,Public,"U. Arkansas, Fayetteville",4,"['184,080', '']","['64,252', '']","['48,654', '']","['59,522', '']","['4,705', '']","['5,742', '']","['1,205', '']"
10162,r036,"United States -> Arkansas -> Public -> U. Arkansas, Little Rock",United States,Arkansas,Public,"U. Arkansas, Little Rock",4,"['7,530', '']","['6,675', '']","['220', '']","['80', '']","['170', '']","['157', '']","['228', '']"
10162,r037,"United States -> Arkansas -> Public -> U. Arkansas, Pine Bluff",United States,Arkansas,Public,"U. Arkansas, Pine Bluff",4,"['7,506', '']","['3,306', '']","['1,449', '']","['2,737', '']","['0', '']","['14', '']","['0', '']"
10162,r038,United States -> Arkansas -> Public -> U. Central Arkansas,United States,Arkansas,Public,U. Central Arkansas,4,"['3,684', '']","['1,731', '']","['623', '']","['1,186', '']","['0', '']","['144', '']","['0', '']"
10162,r039,United States -> California,United States,California,,,2,"['12,107,605', '']","['6,587,133', '']","['463,811', '']","['2,481,533', '']","['813,103', '']","['1,244,886', '']","['517,139', '']"
10162,r040,United States -> California -> Public,United States,California,Public,,3,"['8,558,137', '']","['4,495,513', '']","['419,587', '']","['1,842,888', '']","['523,159', '']","['865,626', '']","['411,364', '']"
10162,r041,"United States -> California -> Public -> California Polytechnic State U., San Luis Obispo",United States,California,Public,"California Polytechnic State U., San Luis Obispo",4,"['33,155', '']","['15,084', '']","['3,155', '']","['9,964', '']","['2,008', '']","['2,890', '']","['54', '']"
10162,r042,"United States -> California -> Public -> California State Polytechnic U., Humboldt",United States,California,Public,"California State Polytechnic U., Humboldt",4,"['15,612', '']","['2,421', '']","['4,248', '']","['4,784', '']","['110', '']","['2,209', '']","['1,840', '']"
10162,r043,"United States -> California -> Public -> California State Polytechnic U., Pomona",United States,California,Public,"California State Polytechnic U., Pomona",4,"['7,909', '']","['5,407', '']","['846', '']","['1,441', '']","['204', '']","['11', '']","['0', '']"
10162,r044,"United States -> California -> Public -> California State U., Bakersfield",United States,California,Public,"California State U., Bakersfield",4,"['4,815', '']","['2,665', '']","['259', '']","['1,878', '']","['0', '']","['13', '']","['0', '']"
10162,r045,"United States -> California -> Public -> California State U., Channel Islands",United States,California,Public,"California State U., Channel Islands",4,"['3,377', '']","['1,638', '']","['746', '']","['690', '']","['267', '']","['36', '']","['0', '']"
10162,r046,"United States -> California -> Public -> California State U., Chico",United States,California,Public,"California State U., Chico",4,"['4,177', '']","['2,312', '']","['763', '']","['422', '']","['130', '']","['44', '']","['506', '']"
10162,r047,"United States -> California -> Public -> California State U., Dominguez Hills",United States,California,Public,"California State U., Dominguez Hills",4,"['4,230', '']","['3,156', '']","['23', '']","['1,001', '']","['0', '']","['50', '']","['0', '']"
10162,r048,"United States -> California -> Public -> California State U., East Bay",United States,California,Public,"California State U., East Bay",4,"['19,035', '']","['8,997', '']","['693', '']","['8,232', '']","['2', '']","['1,036', '']","['75', '']"
10162,r049,"United States -> California -> Public -> California State U., Fresno",United States,California,Public,"California State U., Fresno",4,"['12,603', '']","['5,928', '']","['1,102', '']","['3,854', '']","['356', '']","['1,258', '']","['105', '']"
10162,r050,"United States -> California -> Public -> California State U., Fullerton",United States,California,Public,"California State U., Fullerton",4,"['16,642', '']","['6,136', '']","['305', '']","['9,664', '']","['95', '']","['442', '']","['0', '']"
10162,r051,"United States -> California -> Public -> California State U., Long Beach",United States,California,Public,"California State U., Long Beach",4,"['17,807', '']","['11,739', '']","['572', '']","['2,980', '']","['534', '']","['837', '']","['1,145', '']"
10162,r052,"United States -> California -> Public -> California State U., Los Angeles",United States,California,Public,"California State U., Los Angeles",4,"['9,839', '']","['8,605', '']","['130', '']","['943', '']","['0', '']","['161', '']","['0', '']"
10162,r053,"United States -> California -> Public -> California State U., Maritime Academy",United States,California,Public,"California State U., Maritime Academy",4,"['526', '']","['192', '']","['105', '']","['10', '']","['219', '']","['0', '']","['0', '']"
10162,r054,"United States -> California -> Public -> California State U., Monterey Bay",United States,California,Public,"California State U., Monterey Bay",4,"['8,975', '']","['5,051', '']","['1,404', '']","['2,300', '']","['50', '']","['164', '']","['6', '']"
10162,r055,"United States -> California -> Public -> California State U., Northridge",United States,California,Public,"California State U., Northridge",4,"['19,638', '']","['15,546', '']","['984', '']","['1,207', '']","['181', '']","['1,703', '']","['17', '']"
10162,r056,"United States -> California -> Public -> California State U., Sacramento",United States,California,Public,"California State U., Sacramento",4,"['23,795', '']","['6,646', '']","['10,203', '']","['5,694', '']","['115', '']","['511', '']","['626', '']"
10162,r057,"United States -> California -> Public -> California State U., San Bernardino",United States,California,Public,"California State U., San Bernardino",4,"['11,929', '']","['6,693', '']","['2,445', '']","['2,657', '']","['3', '']","['131', '']","['0', '']"
10162,r058,"United States -> California -> Public -> California State U., San Marcos",United States,California,Public,"California State U., San Marcos",4,"['9,238', '']","['7,986', '']","['980', '']","['265', '']","['0', '']","['7', '']","['0', '']"
10162,r059,"United States -> California -> Public -> California State U., Stanislaus",United States,California,Public,"California State U., Stanislaus",4,"['1,966', '']","['1,056', '']","['243', '']","['176', '']","['464', '']","['27', '']","['0', '']"
10162,r060,United States -> California -> Public -> Naval Postgraduate School,United States,California,Public,Naval Postgraduate School,4,"['64,055', '']","['44,852', '']","['0', '']","['18,483', '']","['313', '']","['66', '']","['341', '']"
10162,r061,United States -> California -> Public -> San Diego State U.,United States,California,Public,San Diego State U.,4,"['123,856', '']","['50,540', '']","['4,812', '']","['64,484', '']","['457', '']","['2,489', '']","['1,074', '']"
10162,r062,United States -> California -> Public -> San Francisco State U.,United States,California,Public,San Francisco State U.,4,"['36,617', '']","['15,276', '']","['2,013', '']","['18,257', '']","['53', '']","['990', '']","['28', '']"
10162,r063,United States -> California -> Public -> San Jose State U.,United States,California,Public,San Jose State U.,4,"['71,695', '']","['30,984', '']","['7,796', '']","['27,661', '']","['1,792', '']","['2,296', '']","['1,166', '']"
10162,r064,United States -> California -> Public -> Sonoma State U.,United States,California,Public,Sonoma State U.,4,"['3,774', '']","['2,889', '']","['406', '']","['298', '']","['40', '']","['141', '']","['0', '']"
10162,r065,"United States -> California -> Public -> U. California, Berkeley",United States,California,Public,"U. California, Berkeley",4,"['981,035', '']","['468,542', '']","['37,894', '']","['210,324', '']","['69,062', '']","['169,790', '']","['25,423', '']"
10162,r066,"United States -> California -> Public -> U. California, Davis",United States,California,Public,"U. California, Davis",4,"['883,807', '']","['468,468', '']","['71,806', '']","['211,277', '']","['50,684', '']","['42,552', '']","['39,020', '']"
10162,r067,"United States -> California -> Public -> U. California, Irvine",United States,California,Public,"U. California, Irvine",4,"['534,947', '']","['291,393', '']","['15,008', '']","['115,832', '']","['42,941', '']","['33,110', '']","['36,663', '']"
10162,r068,"United States -> California -> Public -> U. California, Los Angeles",United States,California,Public,"U. California, Los Angeles",4,"['1,536,197', '']","['848,138', '']","['89,554', '']","['287,147', '']","['87,218', '']","['187,416', '']","['36,724', '']"
10162,r069,"United States -> California -> Public -> U. California, Merced",United States,California,Public,"U. California, Merced",4,"['48,147', '']","['23,421', '']","['5,992', '']","['14,279', '']","['768', '']","['1,918', '']","['1,769', '']"
10162,r070,"United States -> California -> Public -> U. California, Office of the President",United States,California,Public,"U. California, Office of the President",4,"['54,640', '']","['158', '']","['34,007', '']","['20,390', '']","['0', '']","['0', '']","['85', '']"
10162,r071,"United States -> California -> Public -> U. California, Riverside",United States,California,Public,"U. California, Riverside",4,"['199,135', '']","['114,257', '']","['8,566', '']","['51,532', '']","['6,267', '']","['8,538', '']","['9,975', '']"
10162,r072,"United States -> California -> Public -> U. California, San Diego",United States,California,Public,"U. California, San Diego",4,"['1,533,357', '']","['970,696', '']","['58,556', '']","['213,400', '']","['106,189', '']","['111,854', '']","['72,662', '']"
10162,r073,"United States -> California -> Public -> U. California, San Francisco",United States,California,Public,"U. California, San Francisco",4,"['1,805,950', '']","['780,318', '']","['40,658', '']","['438,949', '']","['128,983', '']","['251,612', '']","['165,430', '']"
10162,r074,"United States -> California -> Public -> U. California, Santa Barbara",United States,California,Public,"U. California, Santa Barbara",4,"['278,897', '']","['161,241', '']","['6,212', '']","['57,814', '']","['16,324', '']","['27,839', '']","['9,467', '']"
10162,r075,"United States -> California -> Public -> U. California, Santa Cruz",United States,California,Public,"U. California, Santa Cruz",4,"['176,760', '']","['107,082', '']","['7,101', '']","['34,599', '']","['7,330', '']","['13,485', '']","['7,163', '']"
10162,r076,United States -> California -> Private,United States,California,Private,,3,"['3,549,468', '']","['2,091,620', '']","['44,224', '']","['638,645', '']","['289,944', '']","['379,260', '']","['105,775', '']"
10162,r077,United States -> California -> Private -> Azusa Pacific U.,United States,California,Private,Azusa Pacific U.,4,"['3,389', '']","['282', '']","['266', '']","['2,680', '']","['0', '']","['161', '']","['0', '']"
10162,r078,United States -> California -> Private -> Biola U.,United States,California,Private,Biola U.,4,"['3,260', '']","['0', '']","['2', '']","['0', '']","['0', '']","['3,088', '']","['170', '']"
10162,r079,United States -> California -> Private -> California Institute of Technology,United States,California,Private,California Institute of Technology,4,"['478,142', '']","['326,401', '']","['5,009', '']","['54,587', '']","['17,200', '']","['52,970', '']","['21,975', '']"
10162,r080,United States -> California -> Private -> California Lutheran U.,United States,California,Private,California Lutheran U.,4,"['627', '']","['298', '']","['0', '']","['116', '']","['178', '']","['35', '']","['0', '']"
10162,r081,United States -> California -> Private -> Chapman U.,United States,California,Private,Chapman U.,4,"['34,212', '']","['11,098', '']","['854', '']","['13,710', '']","['425', '']","['7,989', '']","['136', '']"
10162,r082,United States -> California -> Private -> Charles R. Drew U. of Medicine and Science,United States,California,Private,Charles R. Drew U. of Medicine and Science,4,"['14,581', '']","['10,656', '']","['220', '']","['3,098', '']","['0', '']","['607', '']","['0', '']"
10162,r083,United States -> California -> Private -> Claremont Graduate U.,United States,California,Private,Claremont Graduate U.,4,"['8,382', '']","['1,610', '']","['342', '']","['1,113', '']","['3,384', '']","['1,381', '']","['552', '']"
10162,r084,United States -> California -> Private -> Claremont McKenna C.,United States,California,Private,Claremont McKenna C.,4,"['5,893', '']","['1,070', '']","['56', '']","['4,377', '']","['0', '']","['390', '']","['0', '']"
10162,r085,United States -> California -> Private -> Harvey Mudd C.,United States,California,Private,Harvey Mudd C.,4,"['3,350', '']","['1,956', '']","['0', '']","['1,020', '']","['2', '']","['138', '']","['234', '']"
10162,r086,United States -> California -> Private -> High Tech High Graduate School of Ed.,United States,California,Private,High Tech High Graduate School of Ed.,4,"['6,203', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6,203', '']","['0', '']"
10162,r087,United States -> California -> Private -> Keck Graduate Institute,United States,California,Private,Keck Graduate Institute,4,"['1,282', '']","['643', '']","['0', '']","['153', '']","['165', '']","['321', '']","['0', '']"
10162,r088,United States -> California -> Private -> La Sierra U.,United States,California,Private,La Sierra U.,4,"['2,246', '']","['972', '']","['0', '']","['654', '']","['0', '']","['620', '']","['0', '']"
10162,r089,United States -> California -> Private -> Loma Linda U.,United States,California,Private,Loma Linda U.,4,"['15,517', '']","['9,134', '']","['630', '']","['3,012', '']","['1,358', '']","['942', '']","['441', '']"
10162,r090,United States -> California -> Private -> Loyola Marymount U.,United States,California,Private,Loyola Marymount U.,4,"['12,773', '']","['2,824', '']","['1,334', '']","['7,360', '']","['6', '']","['1,249', '']","['0', '']"
10162,r091,United States -> California -> Private -> Marshall B. Ketchum U.,United States,California,Private,Marshall B. Ketchum U.,4,"['1,559', 'i']","['383', 'i']","['0', 'i']","['779', 'i']","['397', 'i']","['0', 'i']","['0', 'i']"
10162,r092,United States -> California -> Private -> Occidental C.,United States,California,Private,Occidental C.,4,"['4,139', 'i']","['2,622', 'i']","['484', 'i']","['NA', '']","['480', 'i']","['553', 'i']","['0', 'i']"
10162,r093,United States -> California -> Private -> Pepperdine U.,United States,California,Private,Pepperdine U.,4,"['3,775', '']","['883', '']","['19', '']","['885', '']","['0', '']","['1,988', '']","['0', '']"
10162,r094,United States -> California -> Private -> Pomona C.,United States,California,Private,Pomona C.,4,"['2,589', '']","['1,217', '']","['12', '']","['1,238', '']","['0', '']","['122', '']","['0', '']"
10162,r095,United States -> California -> Private -> Santa Clara U.,United States,California,Private,Santa Clara U.,4,"['4,225', '']","['2,660', '']","['299', '']","['NA', '']","['518', '']","['748', '']","['0', '']"
10162,r096,United States -> California -> Private -> Scripps Research Institute,United States,California,Private,Scripps Research Institute,4,"['492,639', '']","['242,135', '']","['1,424', '']","['164,488', '']","['35,318', '']","['49,274', '']","['0', '']"
10162,r097,United States -> California -> Private -> Stanford U.,United States,California,Private,Stanford U.,4,"['1,384,555', '']","['860,125', '']","['20,064', '']","['169,346', '']","['138,118', '']","['189,536', '']","['7,366', '']"
10162,r098,"United States -> California -> Private -> Touro U., California",United States,California,Private,"Touro U., California",4,"['2,561', '']","['964', '']","['0', '']","['1,354', '']","['182', '']","['0', '']","['61', '']"
10162,r099,United States -> California -> Private -> U. of the Pacific,United States,California,Private,U. of the Pacific,4,"['1,835', '']","['1,351', '']","['413', '']","['NA', '']","['18', '']","['53', '']","['0', '']"
10162,r100,United States -> California -> Private -> U. San Diego,United States,California,Private,U. San Diego,4,"['10,143', '']","['2,911', '']","['510', '']","['5,842', '']","['0', '']","['576', '']","['304', '']"
10162,r101,United States -> California -> Private -> U. San Francisco,United States,California,Private,U. San Francisco,4,"['2,657', '']","['547', '']","['265', '']","['1,123', '']","['0', '']","['717', '']","['5', '']"
10162,r102,United States -> California -> Private -> U. Southern California,United States,California,Private,U. Southern California,4,"['1,039,905', '']","['601,747', '']","['11,421', '']","['201,486', '']","['91,844', '']","['58,895', '']","['74,512', '']"
10162,r103,United States -> California -> Private -> Western U. of Health Sciences,United States,California,Private,Western U. of Health Sciences,4,"['9,029', '']","['7,131', '']","['600', '']","['224', '']","['351', '']","['704', '']","['19', '']"
10162,r104,United States -> Colorado,United States,Colorado,,,2,"['1,898,797', '']","['1,407,578', '']","['71,912', '']","['184,892', '']","['88,938', '']","['93,464', '']","['52,013', '']"
10162,r105,United States -> Colorado -> Public,United States,Colorado,Public,,3,"['1,849,590', '']","['1,380,167', '']","['67,235', '']","['176,849', '']","['87,001', '']","['87,327', '']","['51,011', '']"
10162,r106,United States -> Colorado -> Public -> Colorado School of Mines,United States,Colorado,Public,Colorado School of Mines,4,"['98,404', '']","['66,200', '']","['1,446', '']","['13,739', '']","['9,580', '']","['2,329', '']","['5,110', '']"
10162,r107,"United States -> Colorado -> Public -> Colorado State U., Fort Collins",United States,Colorado,Public,"Colorado State U., Fort Collins",4,"['456,911', '']","['316,727', '']","['30,749', '']","['65,700', '']","['11,888', '']","['22,618', '']","['9,229', '']"
10162,r108,"United States -> Colorado -> Public -> Colorado State U., Pueblo",United States,Colorado,Public,"Colorado State U., Pueblo",4,"['3,117', '']","['1,278', '']","['1,721', '']","['82', '']","['0', '']","['27', '']","['9', '']"
10162,r109,United States -> Colorado -> Public -> Fort Lewis C.,United States,Colorado,Public,Fort Lewis C.,4,"['2,765', '']","['2,590', '']","['48', '']","['51', '']","['0', '']","['76', '']","['0', '']"
10162,r110,United States -> Colorado -> Public -> U. Colorado Anschutz Medical Campus<sup>a</sup>,United States,Colorado,Public,U. Colorado Anschutz Medical Campus<sup>a</sup>,4,"['611,358', '']","['429,949', '']","['24,575', '']","['47,955', '']","['52,346', '']","['43,531', '']","['13,002', '']"
10162,r111,United States -> Colorado -> Public -> U. Colorado Boulder,United States,Colorado,Public,U. Colorado Boulder,4,"['611,380', '']","['507,892', '']","['5,422', '']","['46,096', '']","['11,316', '']","['17,307', '']","['23,347', '']"
10162,r112,United States -> Colorado -> Public -> U. Colorado Colorado Springs,United States,Colorado,Public,U. Colorado Colorado Springs,4,"['7,761', '']","['5,345', '']","['752', '']","['939', '']","['595', '']","['130', '']","['0', '']"
10162,r113,United States -> Colorado -> Public -> U. Colorado Denver<sup>a</sup>,United States,Colorado,Public,U. Colorado Denver<sup>a</sup>,4,"['18,080', '']","['12,668', '']","['2,422', '']","['1,063', '']","['453', '']","['1,160', '']","['314', '']"
10162,r114,United States -> Colorado -> Public -> U. Northern Colorado,United States,Colorado,Public,U. Northern Colorado,4,"['3,308', '']","['1,692', '']","['100', '']","['1,224', '']","['143', '']","['149', '']","['0', '']"
10162,r115,United States -> Colorado -> Public -> U.S. Air Force Academy,United States,Colorado,Public,U.S. Air Force Academy,4,"['36,506', '']","['35,826', '']","['0', '']","['0', '']","['680', '']","['0', '']","['0', '']"
10162,r116,United States -> Colorado -> Private,United States,Colorado,Private,,3,"['49,207', '']","['27,411', '']","['4,677', '']","['8,043', '']","['1,937', '']","['6,137', '']","['1,002', '']"
10162,r117,United States -> Colorado -> Private -> Colorado C.,United States,Colorado,Private,Colorado C.,4,"['3,646', '']","['1,371', '']","['258', '']","['1,090', '']","['0', '']","['927', '']","['0', '']"
10162,r118,United States -> Colorado -> Private -> U. Denver,United States,Colorado,Private,U. Denver,4,"['45,561', '']","['26,040', '']","['4,419', '']","['6,953', '']","['1,937', '']","['5,210', '']","['1,002', '']"
10162,r119,United States -> Connecticut,United States,Connecticut,,,2,"['1,587,047', '']","['931,776', '']","['7,291', '']","['460,465', '']","['88,066', '']","['90,640', '']","['8,809', '']"
10162,r120,United States -> Connecticut -> Public,United States,Connecticut,Public,,3,"['376,612', '']","['232,237', '']","['4,406', '']","['110,752', '']","['11,371', '']","['13,532', '']","['4,314', '']"
10162,r121,United States -> Connecticut -> Public -> Central Connecticut State U.,United States,Connecticut,Public,Central Connecticut State U.,4,"['1,035', '']","['511', '']","['58', '']","['459', '']","['0', '']","['4', '']","['3', '']"
10162,r122,United States -> Connecticut -> Public -> Eastern Connecticut State U.,United States,Connecticut,Public,Eastern Connecticut State U.,4,"['1,734', '']","['126', '']","['3', '']","['1,605', '']","['0', '']","['0', '']","['0', '']"
10162,r123,United States -> Connecticut -> Public -> Southern Connecticut State U.,United States,Connecticut,Public,Southern Connecticut State U.,4,"['6,286', '']","['848', '']","['103', '']","['4,722', '']","['0', '']","['362', '']","['251', '']"
10162,r124,United States -> Connecticut -> Public -> U. Connecticut,United States,Connecticut,Public,U. Connecticut,4,"['367,557', '']","['230,752', '']","['4,242', '']","['103,966', '']","['11,371', '']","['13,166', '']","['4,060', '']"
10162,r125,United States -> Connecticut -> Private,United States,Connecticut,Private,,3,"['1,210,435', '']","['699,539', '']","['2,885', '']","['349,713', '']","['76,695', '']","['77,108', '']","['4,495', '']"
10162,r126,United States -> Connecticut -> Private -> Connecticut C.,United States,Connecticut,Private,Connecticut C.,4,"['1,875', '']","['620', '']","['0', '']","['1,252', '']","['0', '']","['0', '']","['3', '']"
10162,r127,"United States -> Connecticut -> Private -> Trinity C., Hartford",United States,Connecticut,Private,"Trinity C., Hartford",4,"['1,620', '']","['1,049', '']","['0', '']","['533', '']","['4', '']","['34', '']","['0', '']"
10162,r128,United States -> Connecticut -> Private -> U. Hartford,United States,Connecticut,Private,U. Hartford,4,"['1,090', '']","['886', '']","['17', '']","['117', '']","['6', '']","['64', '']","['0', '']"
10162,r129,United States -> Connecticut -> Private -> U. New Haven,United States,Connecticut,Private,U. New Haven,4,"['4,548', '']","['2,447', '']","['504', '']","['405', '']","['352', '']","['807', '']","['33', '']"
10162,r130,United States -> Connecticut -> Private -> Wesleyan U.,United States,Connecticut,Private,Wesleyan U.,4,"['10,101', '']","['5,267', '']","['0', '']","['3,652', '']","['93', '']","['1,052', '']","['37', '']"
10162,r131,United States -> Connecticut -> Private -> Yale U.,United States,Connecticut,Private,Yale U.,4,"['1,191,201', '']","['689,270', '']","['2,364', '']","['343,754', '']","['76,240', '']","['75,151', '']","['4,422', '']"
10162,r132,United States -> Delaware,United States,Delaware,,,2,"['397,123', '']","['219,136', '']","['12,150', '']","['145,855', '']","['5,989', '']","['5,692', '']","['8,301', '']"
10162,r133,United States -> Delaware -> Public,United States,Delaware,Public,,3,"['397,123', '']","['219,136', '']","['12,150', '']","['145,855', '']","['5,989', '']","['5,692', '']","['8,301', '']"
