table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_nasa_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
10155,r016,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,15,"['27,890', '']","['0', '']","['483', '']","['614', '']","['68', '']","['2,889', '']","['16', '']","['54', '']","['0', '']","['23,766', '']","['0', '']"
10155,r017,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,16,"['27,592', '']","['444', '']","['14,233', '']","['17', '']","['0', '']","['12,284', '']","['2', '']","['0', '']","['0', '']","['552', '']","['60', '']"
10155,r018,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,17,"['22,954', '']","['24', '']","['17,374', '']","['113', '']","['0', '']","['4,789', '']","['0', '']","['0', '']","['160', '']","['494', '']","['0', '']"
10155,r019,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,18,"['21,796', '']","['69', '']","['13,684', '']","['614', '']","['0', '']","['4,596', '']","['0', '']","['0', '']","['0', '']","['2,833', '']","['0', '']"
10155,r020,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,19,"['20,794', '']","['125', '']","['8,683', '']","['1,993', '']","['0', '']","['3,217', '']","['0', '']","['36', '']","['0', '']","['6,674', '']","['66', '']"
10155,r021,All institutions -> Stanford U.,All institutions,Stanford U.,2,20,"['19,608', '']","['0', '']","['1,605', '']","['1,002', '']","['0', '']","['11,540', '']","['0', '']","['178', '']","['0', '']","['4,286', '']","['997', '']"
10155,r022,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,21,"['18,875', '']","['23', '']","['3,021', '']","['189', '']","['45', '']","['10,900', '']","['0', '']","['0', '']","['0', '']","['4,648', '']","['49', '']"
10155,r023,All institutions -> Catholic U. of America,All institutions,Catholic U. of America,2,22,"['18,342', '']","['0', '']","['0', '']","['0', '']","['0', '']","['17,890', '']","['0', '']","['0', '']","['0', '']","['452', '']","['0', '']"
10155,r024,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,23,"['17,474', '']","['0', '']","['967', '']","['0', '']","['0', '']","['351', '']","['16,106', '']","['0', '']","['0', '']","['50', '']","['0', '']"
10155,r025,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,24,"['17,385', '']","['558', '']","['2,417', '']","['442', '']","['198', '']","['3,920', '']","['0', '']","['0', '']","['0', '']","['9,850', '']","['0', '']"
10155,r026,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,25,"['16,360', '']","['0', '']","['0', '']","['16,360', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10155,r027,All institutions -> Princeton U.,All institutions,Princeton U.,2,26,"['15,677', '']","['0', '']","['518', '']","['0', '']","['0', '']","['14,406', '']","['0', '']","['0', '']","['0', '']","['753', '']","['0', '']"
10155,r028,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,27,"['14,950', '']","['165', '']","['2,950', '']","['135', '']","['93', '']","['4,338', '']","['0', '']","['0', '']","['0', '']","['7,085', '']","['184', '']"
10155,r029,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,28,"['13,781', '']","['214', '']","['7,679', '']","['522', '']","['0', '']","['2,994', '']","['0', '']","['0', '']","['0', '']","['2,372', '']","['0', '']"
10155,r030,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,29,"['13,728', '']","['704', '']","['5,562', '']","['3,998', '']","['0', '']","['2,344', '']","['0', '']","['7', '']","['40', '']","['1,073', '']","['0', '']"
10155,r031,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,30,"['13,223', '']","['45', '']","['2,744', '']","['309', '']","['0', '']","['518', '']","['0', '']","['0', '']","['0', '']","['9,607', '']","['0', '']"
10155,r032,All institutions -> U. Florida,All institutions,U. Florida,2,31,"['11,394', '']","['1', '']","['375', '']","['3,015', '']","['0', '']","['1,354', '']","['0', '']","['26', '']","['0', '']","['6,459', '']","['164', '']"
10155,r033,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,32,"['11,011', '']","['31', '']","['6,063', '']","['95', '']","['0', '']","['4,705', '']","['0', '']","['0', '']","['0', '']","['117', '']","['0', '']"
10155,r034,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,33,"['10,846', '']","['65', '']","['1,245', '']","['465', '']","['3', '']","['2,749', '']","['1', '']","['73', '']","['0', '']","['6,146', '']","['99', '']"
10155,r035,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,34,"['10,455', '']","['0', '']","['6,148', '']","['2,413', '']","['60', '']","['0', '']","['0', '']","['0', '']","['180', '']","['1,654', '']","['0', '']"
10155,r036,All institutions -> Boston U.,All institutions,Boston U.,2,35,"['10,452', '']","['0', '']","['3,586', '']","['0', '']","['0', '']","['5,066', '']","['0', '']","['0', '']","['0', '']","['1,527', '']","['273', '']"
10155,r037,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,36,"['10,168', '']","['0', '']","['2,968', '']","['1,219', '']","['35', '']","['908', '']","['0', '']","['0', '']","['0', '']","['5,038', '']","['0', '']"
10155,r038,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,37,"['9,549', '']","['44', '']","['4,205', '']","['0', '']","['0', '']","['4,141', '']","['0', '']","['0', '']","['0', '']","['1,159', '']","['0', '']"
10155,r039,All institutions -> Harvard U.,All institutions,Harvard U.,2,38,"['9,545', '']","['81', '']","['4,895', '']","['510', '']","['0', '']","['3,212', '']","['0', '']","['31', '']","['0', '']","['816', '']","['0', '']"
10155,r040,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,39,"['9,173', '']","['0', '']","['947', '']","['161', '']","['15', '']","['2,435', '']","['0', '']","['0', '']","['60', '']","['5,314', '']","['241', '']"
10155,r041,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,40,"['8,863', '']","['714', '']","['0', '']","['129', '']","['0', '']","['3,173', '']","['0', '']","['0', '']","['0', '']","['4,847', '']","['0', '']"
10155,r042,All institutions -> Cornell U.,All institutions,Cornell U.,2,41,"['8,604', '']","['58', '']","['1,036', '']","['929', '']","['0', '']","['4,499', '']","['0', '']","['0', '']","['0', '']","['2,082', '']","['0', '']"
10155,r043,All institutions -> U. Chicago,All institutions,U. Chicago,2,42,"['8,437', '']","['0', '']","['2,491', '']","['0', '']","['0', '']","['5,946', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10155,r044,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,43,"['8,406', 'i']","['0', 'i']","['7,690', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['716', 'i']","['0', '']"
10155,r045,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,44,"['8,267', '']","['0', '']","['632', '']","['1,838', '']","['23', '']","['4,462', '']","['0', '']","['82', '']","['0', '']","['1,230', '']","['0', '']"
10155,r046,All institutions -> George Mason U.,All institutions,George Mason U.,2,45,"['8,244', '']","['45', '']","['6,012', '']","['0', '']","['0', '']","['1,647', '']","['0', '']","['0', '']","['0', '']","['356', '']","['184', '']"
10155,r047,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,46,"['7,974', '']","['0', '']","['267', '']","['1,023', '']","['0', '']","['959', '']","['0', '']","['0', '']","['0', '']","['5,725', '']","['0', '']"
10155,r048,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,47,"['7,810', '']","['1', '']","['521', '']","['673', '']","['0', '']","['3,952', '']","['0', '']","['0', '']","['1,099', '']","['1,404', '']","['160', '']"
10155,r049,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,48,"['7,239', '']","['2,468', '']","['494', '']","['0', '']","['0', '']","['450', '']","['0', '']","['0', '']","['0', '']","['3,827', '']","['0', '']"
10155,r050,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,49,"['6,825', '']","['0', '']","['3,000', '']","['0', '']","['0', '']","['3,025', '']","['0', '']","['0', '']","['0', '']","['800', '']","['0', '']"
10155,r051,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,50,"['6,492', '']","['38', '']","['3,061', '']","['2,375', '']","['0', '']","['260', '']","['26', '']","['0', '']","['30', '']","['125', '']","['577', '']"
10155,r052,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,51,"['6,286', '']","['15', '']","['16', '']","['208', '']","['0', '']","['1,486', '']","['0', '']","['0', '']","['0', '']","['4,561', '']","['0', '']"
10155,r053,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,52,"['6,264', '']","['0', '']","['1,651', '']","['220', '']","['0', '']","['4,183', '']","['0', '']","['0', '']","['0', '']","['210', '']","['0', '']"
10155,r054,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,53,"['5,622', '']","['0', '']","['5,483', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['70', '']","['69', '']"
10155,r055,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,54,"['5,554', '']","['0', '']","['386', '']","['600', '']","['0', '']","['3,559', '']","['0', '']","['142', '']","['22', '']","['845', '']","['0', '']"
10155,r056,All institutions -> U. Delaware,All institutions,U. Delaware,2,55,"['5,475', '']","['46', '']","['536', '']","['385', '']","['0', '']","['2,606', '']","['0', '']","['0', '']","['0', '']","['1,902', '']","['0', '']"
10155,r057,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,56,"['5,171', '']","['0', '']","['277', '']","['510', '']","['1', '']","['147', '']","['0', '']","['25', '']","['0', '']","['4,211', '']","['0', '']"
10155,r058,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,57,"['5,167', '']","['0', '']","['2,159', '']","['1,006', '']","['0', '']","['1,099', '']","['0', '']","['0', '']","['0', '']","['903', '']","['0', '']"
10155,r059,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,58,"['5,115', '']","['5', '']","['1,824', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6', '']","['0', '']","['3,280', '']","['0', '']"
10155,r060,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,59,"['4,873', '']","['0', '']","['617', '']","['32', '']","['0', '']","['2,466', '']","['0', '']","['0', '']","['0', '']","['1,688', '']","['70', '']"
10155,r061,All institutions -> Brown U.,All institutions,Brown U.,2,60,"['4,764', '']","['31', '']","['2,993', '']","['0', '']","['0', '']","['1,414', '']","['0', '']","['0', '']","['0', '']","['326', '']","['0', '']"
10155,r062,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,61,"['4,578', '']","['68', '']","['2,659', '']","['612', '']","['0', '']","['719', '']","['0', '']","['0', '']","['236', '']","['244', '']","['40', '']"
10155,r063,All institutions -> Texas State U.,All institutions,Texas State U.,2,62,"['4,480', '']","['0', '']","['318', '']","['187', '']","['0', '']","['260', '']","['0', '']","['0', '']","['0', '']","['713', '']","['3,002', '']"
10155,r064,All institutions -> Rice U.,All institutions,Rice U.,2,63,"['4,431', '']","['3', '']","['1,390', '']","['59', '']","['0', '']","['1,837', '']","['15', '']","['0', '']","['0', '']","['1,127', '']","['0', '']"
10155,r065,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,64,"['4,419', '']","['359', '']","['525', '']","['601', '']","['0', '']","['2,078', '']","['0', '']","['0', '']","['0', '']","['856', '']","['0', '']"
10155,r066,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,65,"['4,351', '']","['0', '']","['1,015', '']","['715', '']","['0', '']","['2,598', '']","['0', '']","['0', '']","['23', '']","['0', '']","['0', '']"
10155,r067,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,66,"['4,307', '']","['15', '']","['678', '']","['197', '']","['0', '']","['1,927', '']","['0', '']","['0', '']","['0', '']","['479', '']","['1,011', '']"
10155,r068,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,67,"['4,277', '']","['0', '']","['1,120', '']","['138', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,019', '']","['0', '']"
10155,r069,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,68,"['4,119', '']","['127', '']","['131', '']","['328', '']","['0', '']","['186', '']","['0', '']","['0', '']","['0', '']","['3,347', '']","['0', '']"
10155,r070,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,69,"['4,085', '']","['70', '']","['65', '']","['34', '']","['0', '']","['923', '']","['0', '']","['0', '']","['0', '']","['2,992', '']","['1', '']"
10155,r071,All institutions -> Hampton U.,All institutions,Hampton U.,2,70,"['4,035', '']","['0', '']","['1,351', '']","['0', '']","['0', '']","['2,684', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10155,r072,All institutions -> U. Utah,All institutions,U. Utah,2,71,"['4,027', '']","['334', '']","['48', '']","['17', '']","['455', '']","['0', '']","['0', '']","['707', '']","['0', '']","['2,466', '']","['0', '']"
10155,r073,All institutions -> U. Toledo,All institutions,U. Toledo,2,72,"['4,013', '']","['0', '']","['0', '']","['0', '']","['0', '']","['550', '']","['0', '']","['0', '']","['0', '']","['1,995', '']","['1,468', '']"
10155,r074,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,73,"['3,972', '']","['107', '']","['20', '']","['192', '']","['0', '']","['285', '']","['0', '']","['8', '']","['0', '']","['3,360', '']","['0', '']"
10155,r075,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,74,"['3,930', '']","['0', '']","['64', '']","['471', '']","['99', '']","['633', '']","['0', '']","['1,708', '']","['0', '']","['953', '']","['2', '']"
10155,r076,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,75,"['3,917', '']","['0', '']","['0', '']","['0', '']","['32', '']","['3,766', '']","['0', '']","['0', '']","['0', '']","['119', '']","['0', '']"
10155,r077,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,76,"['3,872', '']","['0', '']","['90', '']","['137', '']","['0', '']","['2,138', '']","['0', '']","['0', '']","['0', '']","['1,244', '']","['263', '']"
10155,r078,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,77,"['3,851', '']","['76', '']","['1,259', '']","['83', '']","['0', '']","['1,401', '']","['0', '']","['0', '']","['0', '']","['1,032', '']","['0', '']"
10155,r079,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,78,"['3,635', '']","['0', '']","['145', '']","['1,581', '']","['0', '']","['1,482', '']","['0', '']","['0', '']","['0', '']","['427', '']","['0', '']"
10155,r080,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,79,"['3,629', '']","['0', '']","['369', '']","['23', '']","['0', '']","['787', '']","['0', '']","['0', '']","['0', '']","['2,450', '']","['0', '']"
10155,r081,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,80,"['3,569', '']","['425', '']","['145', '']","['125', '']","['0', '']","['49', '']","['0', '']","['0', '']","['0', '']","['2,825', '']","['0', '']"
10155,r082,All institutions -> U. Southern California,All institutions,U. Southern California,2,81,"['3,539', '']","['562', '']","['419', '']","['303', '']","['0', '']","['68', '']","['0', '']","['0', '']","['0', '']","['2,187', '']","['0', '']"
10155,r083,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,82,"['3,520', '']","['161', '']","['263', '']","['270', '']","['0', '']","['1,169', '']","['0', '']","['0', '']","['0', '']","['1,657', '']","['0', '']"
10155,r084,All institutions -> U. Houston,All institutions,U. Houston,2,83,"['3,277', '']","['0', '']","['843', '']","['1,356', '']","['0', '']","['166', '']","['10', '']","['0', '']","['0', '']","['902', '']","['0', '']"
10155,r085,All institutions -> U. Idaho,All institutions,U. Idaho,2,84,"['3,258', '']","['12', '']","['479', '']","['316', '']","['0', '']","['925', '']","['0', '']","['253', '']","['0', '']","['1,273', '']","['0', '']"
10155,r086,All institutions -> U. Miami,All institutions,U. Miami,2,85,"['3,246', '']","['0', '']","['2,345', '']","['78', '']","['0', '']","['738', '']","['0', '']","['0', '']","['0', '']","['85', '']","['0', '']"
10155,r087,All institutions -> Florida State U.,All institutions,Florida State U.,2,86,"['3,160', '']","['28', '']","['1,327', '']","['419', '']","['0', '']","['306', '']","['0', '']","['0', '']","['0', '']","['1,080', '']","['0', '']"
10155,r088,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,87,"['3,060', '']","['142', '']","['704', '']","['111', '']","['0', '']","['679', '']","['0', '']","['0', '']","['0', '']","['1,424', '']","['0', '']"
10155,r089,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,87,"['3,060', '']","['0', '']","['1,329', '']","['436', '']","['0', '']","['776', '']","['0', '']","['0', '']","['0', '']","['519', '']","['0', '']"
10155,r090,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,89,"['3,032', '']","['340', '']","['254', '']","['240', '']","['0', '']","['327', '']","['0', '']","['0', '']","['0', '']","['1,871', '']","['0', '']"
10155,r091,All institutions -> Duke U.,All institutions,Duke U.,2,90,"['3,027', '']","['0', '']","['230', '']","['1,017', '']","['0', '']","['405', '']","['0', '']","['0', '']","['0', '']","['1,375', '']","['0', '']"
10155,r092,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,91,"['2,981', '']","['0', '']","['0', '']","['1', '']","['0', '']","['190', '']","['0', '']","['126', '']","['0', '']","['2,313', '']","['351', '']"
10155,r093,All institutions -> U. Kansas,All institutions,U. Kansas,2,92,"['2,955', '']","['0', '']","['329', '']","['70', '']","['0', '']","['780', '']","['0', '']","['0', '']","['0', '']","['1,776', '']","['0', '']"
10155,r094,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,93,"['2,836', '']","['0', '']","['0', '']","['9', '']","['563', '']","['2,215', '']","['0', '']","['0', '']","['0', '']","['49', '']","['0', '']"
10155,r095,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,94,"['2,802', '']","['0', '']","['0', '']","['2,755', '']","['0', '']","['47', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10155,r096,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,95,"['2,752', '']","['0', '']","['0', '']","['0', '']","['0', '']","['246', '']","['0', '']","['0', '']","['0', '']","['2,477', '']","['29', '']"
10155,r097,All institutions -> American U.,All institutions,American U.,2,96,"['2,621', '']","['0', '']","['108', '']","['0', '']","['8', '']","['2,505', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10155,r098,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,97,"['2,589', '']","['0', '']","['1,632', '']","['0', '']","['0', '']","['880', '']","['0', '']","['0', '']","['0', '']","['77', '']","['0', '']"
10155,r099,All institutions -> Yale U.,All institutions,Yale U.,2,98,"['2,572', '']","['0', '']","['727', '']","['596', '']","['0', '']","['704', '']","['0', '']","['0', '']","['0', '']","['545', '']","['0', '']"
10155,r100,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,99,"['2,569', '']","['89', '']","['850', '']","['0', '']","['0', '']","['285', '']","['0', '']","['0', '']","['0', '']","['1,345', '']","['0', '']"
10155,r101,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,100,"['2,568', '']","['0', '']","['1,443', '']","['0', '']","['0', '']","['829', '']","['0', '']","['17', '']","['0', '']","['259', '']","['20', '']"
10155,r102,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,101,"['2,559', '']","['0', '']","['1,053', '']","['51', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,455', '']","['0', '']"
10155,r103,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,102,"['2,553', '']","['0', '']","['85', '']","['19', '']","['0', '']","['531', '']","['0', '']","['0', '']","['0', '']","['1,918', '']","['0', '']"
10155,r104,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,103,"['2,512', '']","['0', '']","['351', '']","['654', '']","['150', '']","['94', '']","['69', '']","['0', '']","['0', '']","['1,194', '']","['0', '']"
10155,r105,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,104,"['2,507', '']","['65', '']","['1,345', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,097', '']","['0', '']"
10155,r106,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,105,"['2,414', '']","['0', '']","['179', '']","['0', '']","['0', '']","['1,575', '']","['0', '']","['0', '']","['0', '']","['660', '']","['0', '']"
10155,r107,All institutions -> George Washington U.,All institutions,George Washington U.,2,106,"['2,367', '']","['0', '']","['0', '']","['1,075', '']","['0', '']","['753', '']","['0', '']","['9', '']","['9', '']","['454', '']","['67', '']"
10155,r108,All institutions -> U. South Florida<sup>c</sup>,All institutions,U. South Florida<sup>c</sup>,2,107,"['2,354', '']","['0', '']","['2,112', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['241', '']","['0', '']"
10155,r109,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,108,"['2,327', '']","['12', '']","['111', '']","['0', '']","['0', '']","['1,134', '']","['0', '']","['0', '']","['0', '']","['1,070', '']","['0', '']"
10155,r110,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,109,"['2,244', '']","['0', '']","['0', '']","['0', '']","['0', '']","['22', '']","['0', '']","['0', '']","['0', '']","['2,222', '']","['0', '']"
10155,r111,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,110,"['2,243', '']","['0', '']","['485', '']","['433', '']","['0', '']","['331', '']","['0', '']","['4', '']","['0', '']","['990', '']","['0', '']"
10155,r112,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,111,"['2,218', '']","['0', '']","['1,212', '']","['0', '']","['0', '']","['444', '']","['0', '']","['0', '']","['0', '']","['562', '']","['0', '']"
10155,r113,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,112,"['2,188', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,676', '']","['0', '']","['0', '']","['0', '']","['512', '']","['0', '']"
10155,r114,All institutions -> C. Charleston,All institutions,C. Charleston,2,113,"['2,136', '']","['23', '']","['1,740', '']","['59', '']","['0', '']","['154', '']","['0', '']","['0', '']","['0', '']","['158', '']","['2', '']"
10155,r115,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,114,"['2,096', '']","['0', '']","['84', '']","['0', '']","['83', '']","['492', '']","['0', '']","['0', '']","['0', '']","['1,437', '']","['0', '']"
10155,r116,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,115,"['2,066', '']","['20', '']","['467', '']","['292', '']","['0', '']","['916', '']","['0', '']","['0', '']","['0', '']","['371', '']","['0', '']"
