table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_doe_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
8007,r013,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,12,"['37,592', '']","['56', '']","['1,499', '']","['4,153', '']","['62', '']","['8,782', '']","['0', '']","['281', '']","['0', '']","['22,753', '']","['6', '']"
8007,r014,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,13,"['37,322', '']","['118', '']","['2,628', '']","['3,618', '']","['307', '']","['17,586', '']","['0', '']","['0', '']","['0', '']","['12,836', '']","['229', '']"
8007,r015,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,14,"['36,753', '']","['540', '']","['152', '']","['1,488', '']","['142', '']","['5,262', '']","['0', '']","['12', '']","['0', '']","['29,157', '']","['0', '']"
8007,r016,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,15,"['36,453', '']","['359', '']","['3,653', '']","['4,467', '']","['347', '']","['5,204', '']","['49', '']","['697', '']","['0', '']","['21,562', '']","['115', '']"
8007,r017,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,16,"['33,990', '']","['503', '']","['1,133', '']","['2,982', '']","['340', '']","['14,655', '']","['0', '']","['0', '']","['102', '']","['14,275', '']","['0', '']"
8007,r018,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,17,"['30,942', '']","['7', '']","['100', '']","['0', '']","['0', '']","['64', '']","['0', '']","['0', '']","['0', '']","['30,771', '']","['0', '']"
8007,r019,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,18,"['29,314', '']","['769', '']","['0', '']","['3,151', '']","['132', '']","['5,259', '']","['0', '']","['224', '']","['0', '']","['19,577', '']","['202', '']"
8007,r020,All institutions -> Stanford U.,All institutions,Stanford U.,2,19,"['28,660', '']","['787', '']","['1,512', '']","['1,413', '']","['0', '']","['7,217', '']","['0', '']","['0', '']","['0', '']","['17,731', '']","['0', '']"
8007,r021,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,20,"['28,064', '']","['1,056', '']","['83', '']","['3,341', '']","['0', '']","['11,195', '']","['0', '']","['3,260', '']","['38', '']","['9,091', '']","['0', '']"
8007,r022,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,21,"['27,891', '']","['471', '']","['2,637', '']","['616', '']","['159', '']","['9,957', '']","['0', '']","['0', '']","['80', '']","['13,971', '']","['0', '']"
8007,r023,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,22,"['26,674', '']","['483', '']","['656', '']","['1,244', '']","['0', '']","['6,718', '']","['0', '']","['294', '']","['199', '']","['17,080', '']","['0', '']"
8007,r024,All institutions -> Washington State U.,All institutions,Washington State U.,2,23,"['24,402', '']","['239', '']","['1,527', '']","['2,139', '']","['12', '']","['10,941', '']","['0', '']","['127', '']","['244', '']","['8,899', '']","['274', '']"
8007,r025,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,24,"['24,307', '']","['35', '']","['885', '']","['142', '']","['0', '']","['16,635', '']","['0', '']","['29', '']","['1,226', '']","['5,355', '']","['0', '']"
8007,r026,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,25,"['24,072', '']","['692', '']","['147', '']","['308', '']","['199', '']","['3,456', '']","['0', '']","['0', '']","['0', '']","['19,270', '']","['0', '']"
8007,r027,All institutions -> Princeton U.,All institutions,Princeton U.,2,26,"['22,575', '']","['89', '']","['618', '']","['1,958', '']","['0', '']","['11,681', '']","['0', '']","['0', '']","['0', '']","['8,229', '']","['0', '']"
8007,r028,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,27,"['22,531', '']","['133', '']","['35', '']","['1,745', '']","['0', '']","['12,906', '']","['0', '']","['117', '']","['0', '']","['7,556', '']","['39', '']"
8007,r029,All institutions -> U. Maryland<sup>a</sup>,All institutions,U. Maryland<sup>a</sup>,2,28,"['22,459', '']","['1,841', '']","['1,172', '']","['1,213', '']","['0', '']","['6,646', '']","['0', '']","['65', '']","['0', '']","['11,522', '']","['0', '']"
8007,r030,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,29,"['22,422', '']","['291', '']","['1,761', '']","['0', '']","['0', '']","['19,717', '']","['0', '']","['0', '']","['0', '']","['653', '']","['0', '']"
8007,r031,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,30,"['21,961', '']","['1,026', '']","['1,062', '']","['141', '']","['0', '']","['7,747', '']","['0', '']","['0', '']","['0', '']","['11,985', '']","['0', '']"
8007,r032,All institutions -> Cornell U.,All institutions,Cornell U.,2,31,"['21,928', '']","['186', '']","['281', '']","['1,406', '']","['0', '']","['12,340', '']","['0', '']","['0', '']","['0', '']","['7,619', '']","['96', '']"
8007,r033,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,32,"['21,913', '']","['348', '']","['1,847', '']","['414', '']","['487', '']","['11,797', '']","['0', '']","['0', '']","['2,263', '']","['4,757', '']","['0', '']"
8007,r034,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,33,"['20,880', '']","['258', '']","['804', '']","['758', '']","['72', '']","['5,250', '']","['0', '']","['608', '']","['0', '']","['13,064', '']","['66', '']"
8007,r035,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,34,"['20,543', '']","['0', '']","['118', '']","['2,981', '']","['125', '']","['3,688', '']","['0', '']","['355', '']","['1,838', '']","['11,438', '']","['0', '']"
8007,r036,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,35,"['20,533', '']","['215', '']","['632', '']","['124', '']","['0', '']","['618', '']","['0', '']","['0', '']","['0', '']","['18,384', '']","['560', '']"
8007,r037,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,36,"['17,358', '']","['1,760', '']","['0', '']","['0', '']","['0', '']","['4,635', '']","['0', '']","['10', '']","['0', '']","['10,953', '']","['0', '']"
8007,r038,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,37,"['17,255', '']","['0', '']","['2,945', '']","['3,107', '']","['36', '']","['3,520', '']","['0', '']","['60', '']","['15', '']","['7,572', '']","['0', '']"
8007,r039,All institutions -> U. Florida,All institutions,U. Florida,2,38,"['16,708', '']","['342', '']","['159', '']","['3,444', '']","['33', '']","['5,557', '']","['0', '']","['0', '']","['0', '']","['7,125', '']","['48', '']"
8007,r040,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,39,"['16,481', '']","['0', '']","['2,057', '']","['1,671', '']","['0', '']","['9,347', '']","['0', '']","['0', '']","['0', '']","['3,406', '']","['0', '']"
8007,r041,All institutions -> Harvard U.,All institutions,Harvard U.,2,40,"['16,476', '']","['445', '']","['105', '']","['3,212', '']","['0', '']","['11,465', '']","['0', '']","['0', '']","['0', '']","['1,249', '']","['0', '']"
8007,r042,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,41,"['16,347', '']","['1,013', '']","['115', '']","['4,596', '']","['0', '']","['4,188', '']","['0', '']","['232', '']","['0', '']","['6,150', '']","['53', '']"
8007,r043,All institutions -> Duke U.,All institutions,Duke U.,2,42,"['16,169', '']","['19', '']","['1,056', '']","['1,055', '']","['54', '']","['9,778', '']","['0', '']","['137', '']","['0', '']","['4,067', '']","['3', '']"
8007,r044,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,43,"['15,532', '']","['0', '']","['730', '']","['2,020', '']","['26', '']","['1,191', '']","['0', '']","['0', '']","['0', '']","['11,565', '']","['0', '']"
8007,r045,All institutions -> U. Delaware,All institutions,U. Delaware,2,44,"['14,132', '']","['143', '']","['313', '']","['712', '']","['0', '']","['2,390', '']","['0', '']","['0', '']","['532', '']","['10,042', '']","['0', '']"
8007,r046,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,45,"['13,594', '']","['1,002', '']","['0', '']","['489', '']","['0', '']","['5,752', '']","['0', '']","['0', '']","['9', '']","['6,224', '']","['118', '']"
8007,r047,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,46,"['13,369', '']","['7', '']","['0', '']","['202', '']","['5', '']","['6,264', '']","['0', '']","['0', '']","['0', '']","['6,891', '']","['0', '']"
8007,r048,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,47,"['13,023', '']","['0', '']","['1,193', '']","['988', '']","['0', '']","['1,618', '']","['0', '']","['55', '']","['0', '']","['9,108', '']","['61', '']"
8007,r049,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,48,"['13,008', '']","['0', '']","['257', '']","['0', '']","['0', '']","['1,634', '']","['0', '']","['0', '']","['0', '']","['11,117', '']","['0', '']"
8007,r050,All institutions -> U. Georgia,All institutions,U. Georgia,2,49,"['13,002', '']","['0', '']","['72', '']","['11,656', '']","['82', '']","['560', '']","['0', '']","['296', '']","['0', '']","['267', '']","['69', '']"
8007,r051,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,50,"['12,927', '']","['578', '']","['317', '']","['757', '']","['393', '']","['1,102', '']","['93', '']","['71', '']","['0', '']","['9,450', '']","['166', '']"
8007,r052,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,51,"['12,311', '']","['0', '']","['444', '']","['239', '']","['0', '']","['4,674', '']","['0', '']","['0', '']","['0', '']","['6,954', '']","['0', '']"
8007,r053,All institutions -> U. Chicago,All institutions,U. Chicago,2,52,"['11,983', '']","['1,496', '']","['695', '']","['453', '']","['12', '']","['5,155', '']","['0', '']","['13', '']","['0', '']","['4,159', '']","['0', '']"
8007,r054,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,53,"['11,968', '']","['248', '']","['60', '']","['0', '']","['48', '']","['1,341', '']","['0', '']","['0', '']","['53', '']","['9,659', '']","['559', '']"
8007,r055,All institutions -> Johns Hopkins U.<sup>b</sup>,All institutions,Johns Hopkins U.<sup>b</sup>,2,54,"['11,697', '']","['1,175', '']","['290', '']","['4', '']","['130', '']","['6,010', '']","['0', '']","['10', '']","['0', '']","['4,078', '']","['0', '']"
8007,r056,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,55,"['11,471', '']","['786', '']","['0', '']","['85', '']","['0', '']","['1,794', '']","['0', '']","['0', '']","['0', '']","['8,806', '']","['0', '']"
8007,r057,All institutions -> Yale U.,All institutions,Yale U.,2,56,"['10,818', '']","['0', '']","['0', '']","['623', '']","['0', '']","['7,262', '']","['0', '']","['0', '']","['0', '']","['2,933', '']","['0', '']"
8007,r058,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,57,"['10,770', '']","['107', '']","['0', '']","['231', '']","['0', '']","['8,497', '']","['0', '']","['0', '']","['0', '']","['1,935', '']","['0', '']"
8007,r059,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,58,"['10,601', '']","['239', '']","['329', '']","['1,588', '']","['137', '']","['3,962', '']","['0', '']","['0', '']","['0', '']","['4,346', '']","['0', '']"
8007,r060,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,59,"['10,401', '']","['0', '']","['14', '']","['100', '']","['0', '']","['2,318', '']","['0', '']","['0', '']","['0', '']","['7,969', '']","['0', '']"
8007,r061,All institutions -> U. Arizona,All institutions,U. Arizona,2,60,"['10,312', '']","['490', '']","['1,073', '']","['2,005', '']","['550', '']","['3,398', '']","['0', '']","['23', '']","['0', '']","['2,731', '']","['42', '']"
8007,r062,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,61,"['10,265', '']","['248', '']","['2,464', '']","['3,601', '']","['0', '']","['145', '']","['0', '']","['0', '']","['3', '']","['3,743', '']","['61', '']"
8007,r063,All institutions -> Florida State U.,All institutions,Florida State U.,2,62,"['10,098', '']","['36', '']","['189', '']","['0', '']","['65', '']","['5,746', '']","['0', '']","['11', '']","['63', '']","['3,956', '']","['32', '']"
8007,r064,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,63,"['9,760', '']","['227', '']","['34', '']","['2,472', '']","['151', '']","['413', '']","['0', '']","['845', '']","['0', '']","['5,576', '']","['42', '']"
8007,r065,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,64,"['9,512', '']","['0', '']","['0', '']","['3,268', '']","['0', '']","['3,297', '']","['0', '']","['0', '']","['0', '']","['2,947', '']","['0', '']"
8007,r066,All institutions -> U. Southern California,All institutions,U. Southern California,2,65,"['9,045', '']","['2,749', '']","['563', '']","['862', '']","['0', '']","['2,531', '']","['0', '']","['39', '']","['0', '']","['2,301', '']","['0', '']"
8007,r067,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,66,"['9,016', '']","['107', '']","['0', '']","['644', '']","['0', '']","['5,802', '']","['0', '']","['0', '']","['0', '']","['2,463', '']","['0', '']"
8007,r068,All institutions -> Rice U.,All institutions,Rice U.,2,67,"['8,951', '']","['1,167', '']","['358', '']","['279', '']","['87', '']","['4,427', '']","['0', '']","['0', '']","['0', '']","['2,633', '']","['0', '']"
8007,r069,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,68,"['8,845', '']","['0', '']","['3,243', '']","['54', '']","['0', '']","['67', '']","['0', '']","['0', '']","['272', '']","['5,209', '']","['0', '']"
8007,r070,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,69,"['8,289', '']","['0', '']","['72', '']","['891', '']","['0', '']","['5,142', '']","['0', '']","['0', '']","['0', '']","['2,184', '']","['0', '']"
8007,r071,All institutions -> U. Houston,All institutions,U. Houston,2,70,"['8,249', '']","['170', '']","['1,217', '']","['0', '']","['0', '']","['1,538', '']","['0', '']","['0', '']","['109', '']","['5,065', '']","['150', '']"
8007,r072,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,71,"['7,609', '']","['258', '']","['17', '']","['530', '']","['0', '']","['6,795', '']","['0', '']","['0', '']","['0', '']","['9', '']","['0', '']"
8007,r073,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,72,"['7,422', '']","['262', '']","['269', '']","['99', '']","['0', '']","['65', '']","['0', '']","['0', '']","['0', '']","['6,624', '']","['103', '']"
8007,r074,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,73,"['7,295', '']","['271', '']","['105', '']","['1,558', '']","['0', '']","['1,660', '']","['0', '']","['0', '']","['0', '']","['3,701', '']","['0', '']"
8007,r075,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,74,"['7,286', '']","['196', '']","['1,045', '']","['1,617', '']","['0', '']","['923', '']","['0', '']","['216', '']","['0', '']","['3,289', '']","['0', '']"
8007,r076,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,75,"['7,214', '']","['211', '']","['280', '']","['222', '']","['0', '']","['617', '']","['0', '']","['0', '']","['0', '']","['5,884', '']","['0', '']"
8007,r077,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,76,"['7,152', '']","['0', '']","['758', '']","['1,768', '']","['0', '']","['1,265', '']","['0', '']","['0', '']","['0', '']","['3,322', '']","['39', '']"
8007,r078,All institutions -> Clemson U.,All institutions,Clemson U.,2,77,"['7,012', '']","['0', '']","['0', '']","['2,097', '']","['0', '']","['277', '']","['0', '']","['0', '']","['0', '']","['4,638', '']","['0', '']"
8007,r079,All institutions -> Florida International U.,All institutions,Florida International U.,2,78,"['6,963', '']","['0', '']","['98', '']","['0', '']","['0', '']","['2,407', '']","['0', '']","['0', '']","['0', '']","['4,458', '']","['0', '']"
8007,r080,"All institutions -> CUNY, Queens C.",All institutions,"CUNY, Queens C.",2,79,"['6,809', '']","['0', '']","['83', '']","['6,577', '']","['0', '']","['149', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8007,r081,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,80,"['6,803', '']","['234', '']","['78', '']","['380', '']","['179', '']","['2,907', '']","['0', '']","['0', '']","['0', '']","['3,025', '']","['0', '']"
8007,r082,All institutions -> Brown U.,All institutions,Brown U.,2,81,"['6,729', '']","['0', '']","['0', '']","['0', '']","['681', '']","['3,561', '']","['0', '']","['40', '']","['216', '']","['1,677', '']","['554', '']"
8007,r083,All institutions -> U. Maine,All institutions,U. Maine,2,82,"['6,709', '']","['0', '']","['144', '']","['8', '']","['0', '']","['1,004', '']","['0', '']","['0', '']","['0', '']","['5,553', '']","['0', '']"
8007,r084,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,83,"['6,708', '']","['20', '']","['382', '']","['902', '']","['0', '']","['2,085', '']","['0', '']","['0', '']","['0', '']","['3,319', '']","['0', '']"
8007,r085,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,84,"['6,529', '']","['0', '']","['0', '']","['552', '']","['3', '']","['1,960', '']","['0', '']","['0', '']","['0', '']","['4,014', '']","['0', '']"
8007,r086,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,85,"['6,503', '']","['90', '']","['1,484', '']","['0', '']","['56', '']","['866', '']","['0', '']","['119', '']","['0', '']","['3,888', '']","['0', '']"
8007,r087,All institutions -> U. Oregon,All institutions,U. Oregon,2,86,"['6,447', '']","['3,588', '']","['79', '']","['174', '']","['0', '']","['2,572', '']","['0', '']","['0', '']","['0', '']","['0', '']","['34', '']"
8007,r088,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,87,"['6,372', '']","['132', '']","['0', '']","['617', '']","['0', '']","['2,250', '']","['0', '']","['10', '']","['0', '']","['3,363', '']","['0', '']"
8007,r089,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,88,"['6,240', '']","['0', '']","['19', '']","['397', '']","['0', '']","['4,069', '']","['0', '']","['0', '']","['0', '']","['1,755', '']","['0', '']"
8007,r090,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,89,"['6,227', '']","['16', '']","['130', '']","['636', '']","['21', '']","['3,327', '']","['0', '']","['0', '']","['0', '']","['2,097', '']","['0', '']"
8007,r091,All institutions -> Boston U.,All institutions,Boston U.,2,90,"['6,138', '']","['539', '']","['228', '']","['735', '']","['0', '']","['2,365', '']","['0', '']","['0', '']","['0', '']","['2,271', '']","['0', '']"
8007,r092,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,91,"['6,110', '']","['0', '']","['383', '']","['515', '']","['0', '']","['4,717', '']","['0', '']","['293', '']","['0', '']","['202', '']","['0', '']"
8007,r093,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,92,"['6,096', '']","['86', '']","['0', '']","['0', '']","['0', '']","['146', '']","['0', '']","['0', '']","['0', '']","['5,864', '']","['0', '']"
8007,r094,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,93,"['5,961', '']","['56', '']","['533', '']","['95', '']","['0', '']","['691', '']","['0', '']","['0', '']","['0', '']","['4,586', '']","['0', '']"
8007,r095,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,94,"['5,954', '']","['3,418', '']","['0', '']","['6', '']","['0', '']","['911', '']","['0', '']","['46', '']","['0', '']","['1,520', '']","['53', '']"
8007,r096,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,95,"['5,838', '']","['0', '']","['669', '']","['0', '']","['0', '']","['19', '']","['0', '']","['46', '']","['0', '']","['5,104', '']","['0', '']"
8007,r097,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,96,"['5,816', '']","['0', '']","['0', '']","['629', '']","['0', '']","['650', '']","['0', '']","['0', '']","['0', '']","['4,537', '']","['0', '']"
8007,r098,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,97,"['5,763', '']","['0', '']","['5', '']","['7', '']","['0', '']","['1,857', '']","['0', '']","['0', '']","['0', '']","['3,894', '']","['0', '']"
8007,r099,All institutions -> Desert Research Institute,All institutions,Desert Research Institute,2,98,"['5,701', '']","['0', '']","['5,701', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8007,r100,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,99,"['5,551', '']","['25', '']","['1,435', '']","['61', '']","['0', '']","['2,928', '']","['0', '']","['0', '']","['804', '']","['298', '']","['0', '']"
8007,r101,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,100,"['5,542', '']","['449', '']","['427', '']","['0', '']","['0', '']","['1,525', '']","['0', '']","['70', '']","['39', '']","['3,032', '']","['0', '']"
8007,r102,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,101,"['5,514', '']","['150', '']","['0', '']","['135', '']","['104', '']","['436', '']","['0', '']","['0', '']","['0', '']","['4,687', '']","['2', '']"
8007,r103,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,102,"['5,500', '']","['63', '']","['0', '']","['33', '']","['0', '']","['1,806', '']","['0', '']","['0', '']","['0', '']","['3,588', '']","['10', '']"
8007,r104,All institutions -> U. Idaho,All institutions,U. Idaho,2,103,"['5,409', '']","['202', '']","['106', '']","['2,444', '']","['0', '']","['287', '']","['51', '']","['37', '']","['0', '']","['2,274', '']","['8', '']"
8007,r105,All institutions -> Boise State U.,All institutions,Boise State U.,2,104,"['5,341', '']","['22', '']","['150', '']","['105', '']","['0', '']","['2,676', '']","['0', '']","['20', '']","['0', '']","['2,365', '']","['3', '']"
8007,r106,All institutions -> Catholic U. of America,All institutions,Catholic U. of America,2,105,"['5,338', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5,338', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8007,r107,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,106,"['5,014', '']","['55', '']","['617', '']","['65', '']","['0', '']","['939', '']","['0', '']","['0', '']","['0', '']","['3,338', '']","['0', '']"
8007,r108,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,107,"['4,963', '']","['218', '']","['464', '']","['0', '']","['0', '']","['4,244', '']","['0', '']","['0', '']","['0', '']","['37', '']","['0', '']"
8007,r109,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,108,"['4,949', '']","['0', '']","['48', '']","['0', '']","['0', '']","['539', '']","['0', '']","['0', '']","['0', '']","['4,362', '']","['0', '']"
8007,r110,All institutions -> Illinois Institute of Technology,All institutions,Illinois Institute of Technology,2,109,"['4,859', '']","['300', '']","['0', '']","['57', '']","['0', '']","['2,151', '']","['0', '']","['0', '']","['0', '']","['2,351', '']","['0', '']"
8007,r111,All institutions -> Utah State U.,All institutions,Utah State U.,2,110,"['4,773', '']","['0', '']","['41', '']","['377', '']","['0', '']","['870', '']","['0', '']","['0', '']","['0', '']","['3,485', '']","['0', '']"
8007,r112,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,111,"['4,508', '']","['0', '']","['21', '']","['0', '']","['0', '']","['592', '']","['0', '']","['122', '']","['0', '']","['3,773', '']","['0', '']"
8007,r113,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,112,"['4,453', '']","['63', '']","['0', '']","['0', '']","['0', '']","['2,543', '']","['0', '']","['0', '']","['0', '']","['1,847', '']","['0', '']"
8007,r114,All institutions -> U. Kansas,All institutions,U. Kansas,2,113,"['4,326', '']","['6', '']","['633', '']","['0', '']","['1', '']","['2,127', '']","['0', '']","['2', '']","['0', '']","['1,557', '']","['0', '']"
