table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2018,field_2019,field_2020_all_non_s_e_fields,field_2020_business_management_and_business_administration,field_2020_communication_and_communications_technologies,field_2020_education,field_2020_humanities,field_2020_law,field_2020_social_work,field_2020_visual_and_performing_arts,field_2020_other
5440,r027,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,26,"['9,358', '']","['11,623', '']","['14,855', '']","['58', '']","['0', '']","['256', '']","['140', '']","['0', '']","['14,401', '']","['0', '']","['0', '']"
5440,r028,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,27,"['18,382', '']","['14,831', '']","['14,656', '']","['64', '']","['161', '']","['13,207', '']","['316', '']","['0', '']","['0', '']","['9', '']","['899', '']"
5440,r029,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,28,"['8,108', '']","['4,059', '']","['14,125', '']","['4,493', '']","['0', '']","['5,311', '']","['4,321', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5440,r030,All institutions -> Texas State U.,All institutions,Texas State U.,2,29,"['18,016', '']","['16,111', '']","['13,652', '']","['40', '']","['0', '']","['5,669', '']","['38', '']","['7,796', '']","['0', '']","['0', '']","['109', '']"
5440,r031,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,30,"['21,309', '']","['18,643', '']","['12,964', '']","['847', '']","['54', '']","['4,598', '']","['194', '']","['0', '']","['0', '']","['112', '']","['7,159', '']"
5440,r032,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,31,"['18,090', '']","['12,974', '']","['12,811', '']","['125', '']","['1,832', '']","['10,326', '']","['211', '']","['50', '']","['0', '']","['101', '']","['166', '']"
5440,r033,All institutions -> U. Southern California,All institutions,U. Southern California,2,32,"['13,812', '']","['12,636', '']","['12,592', '']","['1,065', '']","['358', '']","['2,713', '']","['145', '']","['754', '']","['5,513', '']","['1,729', '']","['315', '']"
5440,r034,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,33,"['13,560', '']","['8,966', '']","['12,568', '']","['0', '']","['0', '']","['12,298', '']","['166', '']","['0', '']","['0', '']","['104', '']","['0', '']"
5440,r035,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,34,"['12,944', '']","['13,495', '']","['11,863', '']","['396', '']","['1,554', '']","['7,796', '']","['574', '']","['0', '']","['250', '']","['0', '']","['1,293', '']"
5440,r036,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,35,"['13,978', '']","['13,200', '']","['11,348', '']","['443', '']","['88', '']","['2,693', '']","['225', '']","['23', '']","['2,225', '']","['61', '']","['5,590', '']"
5440,r037,All institutions -> U. Baltimore,All institutions,U. Baltimore,2,36,"['5,789', '']","['7,794', '']","['10,724', '']","['0', '']","['0', '']","['37', '']","['0', '']","['571', '']","['0', '']","['0', '']","['10,116', '']"
5440,r038,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,37,"['9,006', '']","['10,651', '']","['10,678', '']","['733', '']","['313', '']","['7,610', '']","['763', '']","['293', '']","['300', '']","['0', '']","['666', '']"
5440,r039,All institutions -> U. West Florida,All institutions,U. West Florida,2,38,"['7,485', '']","['10,296', '']","['10,307', '']","['8,460', '']","['0', '']","['1,049', '']","['16', '']","['0', '']","['20', '']","['0', '']","['762', '']"
5440,r040,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,39,"['11,392', '']","['8,309', '']","['10,237', '']","['102', '']","['626', '']","['1,536', '']","['259', '']","['95', '']","['98', '']","['0', '']","['7,521', '']"
5440,r041,All institutions -> U. Denver,All institutions,U. Denver,2,40,"['2,775', '']","['8,855', '']","['10,202', '']","['17', '']","['22', '']","['2,708', '']","['0', '']","['18', '']","['7,437', '']","['0', '']","['0', '']"
5440,r042,"All institutions -> U. North Carolina, Greensboro",All institutions,"U. North Carolina, Greensboro",2,41,"['6,575', '']","['7,396', '']","['9,868', '']","['56', '']","['0', '']","['7,922', '']","['0', '']","['0', '']","['600', '']","['320', '']","['970', '']"
5440,r043,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,42,"['8,560', '']","['7,525', '']","['9,624', '']","['315', '']","['1,173', '']","['174', '']","['524', '']","['0', '']","['0', '']","['4,982', '']","['2,456', '']"
5440,r044,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,43,"['7,819', '']","['8,000', '']","['8,799', '']","['97', '']","['0', '']","['1,015', '']","['8', '']","['0', '']","['0', '']","['0', '']","['7,679', '']"
5440,r045,All institutions -> Temple U.,All institutions,Temple U.,2,44,"['13,807', '']","['11,472', '']","['8,036', '']","['1,067', '']","['361', '']","['4,935', '']","['149', '']","['371', '']","['965', '']","['0', '']","['188', '']"
5440,r046,All institutions -> Western Michigan U. and Homer Stryker M.D. School of Medicine,All institutions,Western Michigan U. and Homer Stryker M.D. School of Medicine,2,45,"['3,880', '']","['8,745', '']","['7,813', '']","['0', '']","['0', '']","['7,813', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5440,r047,All institutions -> Clemson U.,All institutions,Clemson U.,2,46,"['7,117', '']","['8,745', '']","['7,765', '']","['21', '']","['8', '']","['589', '']","['22', '']","['0', '']","['0', '']","['0', '']","['7,125', '']"
5440,r048,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,47,"['7,965', '']","['6,897', '']","['7,501', '']","['423', '']","['0', '']","['4,199', '']","['200', '']","['35', '']","['2,068', '']","['203', '']","['373', '']"
5440,r049,All institutions -> U. Utah,All institutions,U. Utah,2,48,"['5,258', '']","['20,428', '']","['7,394', '']","['3', '']","['1,925', '']","['0', '']","['7', '']","['0', '']","['0', '']","['860', '']","['4,599', '']"
5440,r050,All institutions -> Harvard U.,All institutions,Harvard U.,2,49,"['8,862', '']","['7,282', '']","['7,290', '']","['0', '']","['39', '']","['6,631', '']","['258', '']","['362', '']","['0', '']","['0', '']","['0', '']"
5440,r051,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,50,"['20,089', '']","['10,578', '']","['7,257', '']","['865', '']","['142', '']","['2,283', '']","['326', '']","['0', '']","['2,144', '']","['4', '']","['1,493', '']"
5440,r052,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,51,"['11,686', '']","['8,352', '']","['7,133', '']","['0', '']","['0', '']","['0', '']","['5,383', '']","['0', '']","['0', '']","['0', '']","['1,750', '']"
5440,r053,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,52,"['7,518', '']","['7,677', '']","['7,040', '']","['0', '']","['0', '']","['2,613', '']","['1,181', '']","['0', '']","['870', '']","['0', '']","['2,376', '']"
5440,r054,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,53,"['7,654', '']","['14,940', '']","['6,830', '']","['432', '']","['13', '']","['872', '']","['261', '']","['0', '']","['982', '']","['73', '']","['4,197', '']"
5440,r055,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,54,"['8,025', '']","['9,288', '']","['6,685', '']","['834', '']","['47', '']","['4,989', '']","['807', '']","['0', '']","['0', '']","['8', '']","['0', '']"
5440,r056,All institutions -> Portland State U.,All institutions,Portland State U.,2,55,"['7,797', '']","['6,754', '']","['6,563', '']","['0', '']","['0', '']","['1,528', '']","['84', '']","['5', '']","['1,416', '']","['0', '']","['3,530', '']"
5440,r057,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,56,"['6,037', '']","['6,179', '']","['6,558', '']","['1,188', '']","['0', '']","['3,994', '']","['117', '']","['0', '']","['296', '']","['0', '']","['963', '']"
5440,r058,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,57,"['5,451', '']","['5,790', '']","['5,848', '']","['0', '']","['0', '']","['0', '']","['94', '']","['0', '']","['0', '']","['0', '']","['5,754', '']"
5440,r059,All institutions -> Boston C.,All institutions,Boston C.,2,58,"['2,867', '']","['4,458', '']","['5,825', '']","['0', '']","['0', '']","['2,383', '']","['0', '']","['0', '']","['3,442', '']","['0', '']","['0', '']"
5440,r060,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,59,"['2,787', '']","['4,683', '']","['5,819', '']","['1,140', '']","['66', '']","['1,577', '']","['9', '']","['0', '']","['2,993', '']","['0', '']","['34', '']"
5440,r061,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,59,"['7,953', '']","['5,642', '']","['5,819', '']","['1,087', '']","['0', '']","['3,680', '']","['345', '']","['0', '']","['707', '']","['0', '']","['0', '']"
5440,r062,All institutions -> Boston U.,All institutions,Boston U.,2,61,"['20,607', '']","['4,841', '']","['5,785', '']","['283', '']","['15', '']","['3,361', '']","['21', '']","['0', '']","['2,105', '']","['0', '']","['0', '']"
5440,r063,All institutions -> Florida International U.,All institutions,Florida International U.,2,62,"['5,124', '']","['6,845', '']","['5,608', '']","['1,983', '']","['0', '']","['3,470', '']","['52', '']","['0', '']","['0', '']","['2', '']","['101', '']"
5440,r064,All institutions -> Naval War C.,All institutions,Naval War C.,2,63,"['0', '']","['4,381', '']","['5,220', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5,220', '']"
5440,r065,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,64,"['3,841', '']","['4,470', '']","['5,180', '']","['232', '']","['0', '']","['2,489', '']","['278', '']","['0', '']","['0', '']","['30', '']","['2,151', '']"
5440,r066,All institutions -> Illinois State U.,All institutions,Illinois State U.,2,65,"['3,570', '']","['5,437', '']","['5,080', '']","['0', '']","['0', '']","['4,838', '']","['0', '']","['0', '']","['21', '']","['0', '']","['221', '']"
5440,r067,All institutions -> William & Mary,All institutions,William & Mary,2,66,"['5,667', '']","['4,871', '']","['4,976', '']","['94', '']","['0', '']","['4,522', '']","['2', '']","['223', '']","['0', '']","['0', '']","['135', '']"
5440,r068,All institutions -> U. Colorado Denver and Anschutz Medical Campus,All institutions,U. Colorado Denver and Anschutz Medical Campus,2,67,"['5,691', '']","['5,122', '']","['4,932', '']","['324', '']","['0', '']","['3,413', '']","['167', '']","['0', '']","['169', '']","['0', '']","['859', '']"
5440,r069,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,68,"['4,943', '']","['6,273', '']","['4,886', '']","['292', '']","['1,350', '']","['2,885', '']","['137', '']","['222', '']","['0', '']","['0', '']","['0', '']"
5440,r070,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,69,"['2,438', '']","['2,325', '']","['4,759', '']","['379', '']","['11', '']","['1,015', '']","['858', '']","['0', '']","['0', '']","['1,644', '']","['852', '']"
5440,r071,All institutions -> George Mason U.,All institutions,George Mason U.,2,70,"['5,166', '']","['4,930', '']","['4,738', '']","['229', '']","['1,060', '']","['2,786', '']","['141', '']","['0', '']","['0', '']","['0', '']","['522', '']"
5440,r072,All institutions -> U. Chicago,All institutions,U. Chicago,2,71,"['5,351', '']","['4,939', '']","['4,713', '']","['138', '']","['0', '']","['1,371', '']","['506', '']","['0', '']","['2,658', '']","['0', '']","['40', '']"
5440,r073,All institutions -> U. Louisville,All institutions,U. Louisville,2,72,"['3,230', '']","['4,142', '']","['4,625', '']","['120', '']","['230', '']","['292', '']","['0', '']","['521', '']","['2,929', '']","['0', '']","['533', '']"
5440,r074,All institutions -> Drexel U.,All institutions,Drexel U.,2,73,"['2,703', '']","['3,321', '']","['4,611', '']","['27', '']","['0', '']","['2,183', '']","['0', '']","['0', '']","['0', '']","['37', '']","['2,364', '']"
5440,r075,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,74,"['3,227', '']","['3,694', '']","['4,601', '']","['0', '']","['0', '']","['369', '']","['16', '']","['14', '']","['2,870', '']","['57', '']","['1,275', '']"
5440,r076,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,75,"['3,078', '']","['3,524', '']","['4,557', '']","['7', '']","['0', '']","['2,476', '']","['1,006', '']","['425', '']","['54', '']","['79', '']","['510', '']"
5440,r077,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,76,"['5,268', '']","['4,099', '']","['4,521', '']","['831', '']","['314', '']","['2,449', '']","['28', '']","['629', '']","['0', '']","['82', '']","['188', '']"
5440,r078,All institutions -> U. Delaware,All institutions,U. Delaware,2,77,"['4,991', '']","['4,369', '']","['4,460', '']","['315', '']","['365', '']","['3,779', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5440,r079,"All institutions -> U. South Florida, Saint Petersburg",All institutions,"U. South Florida, Saint Petersburg",2,78,"['2,178', '']","['2,095', '']","['4,415', '']","['0', '']","['0', '']","['4,401', '']","['14', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5440,r080,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,79,"['3,370', '']","['4,525', '']","['4,326', '']","['103', '']","['0', '']","['3,914', '']","['302', '']","['0', '']","['0', '']","['0', '']","['7', '']"
5440,r081,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,80,"['6,493', '']","['5,660', '']","['4,323', '']","['1,040', '']","['180', '']","['751', '']","['30', '']","['2,046', '']","['0', '']","['0', '']","['276', '']"
5440,r082,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,81,"['4,038', '']","['4,076', '']","['4,287', '']","['43', '']","['0', '']","['0', '']","['81', '']","['0', '']","['0', '']","['0', '']","['4,163', '']"
5440,r083,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,82,"['3,735', '']","['3,203', '']","['4,216', '']","['50', '']","['21', '']","['0', '']","['0', '']","['0', '']","['0', '']","['78', '']","['4,067', '']"
5440,r084,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,83,"['4,818', '']","['4,474', '']","['4,146', '']","['0', '']","['0', '']","['2,678', '']","['1,468', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5440,r085,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,84,"['6,847', '']","['5,215', '']","['4,088', '']","['251', '']","['770', '']","['749', '']","['1', '']","['40', '']","['52', '']","['0', '']","['2,225', '']"
5440,r086,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,85,"['5,026', '']","['5,724', '']","['4,085', '']","['255', '']","['117', '']","['1,294', '']","['59', '']","['7', '']","['905', '']","['21', '']","['1,427', '']"
5440,r087,All institutions -> U. Iowa,All institutions,U. Iowa,2,86,"['2,901', '']","['3,924', '']","['4,022', '']","['179', '']","['0', '']","['2,490', '']","['382', '']","['336', '']","['635', '']","['0', '']","['0', '']"
5440,r088,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,87,"['3,298', '']","['4,164', '']","['4,013', '']","['0', '']","['0', '']","['3,297', '']","['236', '']","['0', '']","['0', '']","['342', '']","['138', '']"
5440,r089,All institutions -> U. Georgia,All institutions,U. Georgia,2,88,"['3,617', '']","['3,320', '']","['4,004', '']","['177', '']","['45', '']","['1,846', '']","['458', '']","['0', '']","['0', '']","['0', '']","['1,478', '']"
5440,r090,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,89,"['5,195', '']","['4,106', '']","['3,897', '']","['92', '']","['0', '']","['3,293', '']","['308', '']","['11', '']","['0', '']","['193', '']","['0', '']"
5440,r091,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,90,"['4,836', '']","['4,560', '']","['3,696', '']","['1,049', '']","['1,137', '']","['1,025', '']","['176', '']","['309', '']","['0', '']","['0', '']","['0', '']"
5440,r092,All institutions -> Cornell U.,All institutions,Cornell U.,2,91,"['5,552', '']","['3,147', '']","['3,675', '']","['131', '']","['490', '']","['0', '']","['180', '']","['25', '']","['0', '']","['279', '']","['2,570', '']"
5440,r093,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,92,"['7,099', '']","['7,296', '']","['3,624', '']","['303', '']","['0', '']","['1,333', '']","['9', '']","['68', '']","['0', '']","['117', '']","['1,794', '']"
5440,r094,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,93,"['957', '']","['1,884', '']","['3,585', '']","['23', '']","['0', '']","['2,842', '']","['593', '']","['0', '']","['25', '']","['0', '']","['102', '']"
5440,r095,All institutions -> George Washington U.,All institutions,George Washington U.,2,94,"['3,356', '']","['3,135', '']","['3,507', '']","['738', '']","['0', '']","['2,165', '']","['264', '']","['16', '']","['0', '']","['0', '']","['324', '']"
5440,r096,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,95,"['2,184', '']","['3,001', '']","['3,498', '']","['25', '']","['0', '']","['0', '']","['115', '']","['68', '']","['119', '']","['0', '']","['3,171', '']"
5440,r097,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,96,"['3,792', '']","['3,722', '']","['3,426', '']","['60', '']","['0', '']","['3,350', '']","['16', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5440,r098,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,97,"['13,686', '']","['2,258', '']","['3,415', '']","['272', '']","['0', '']","['2,048', '']","['46', '']","['0', '']","['0', '']","['0', '']","['1,049', '']"
5440,r099,All institutions -> U. North Florida,All institutions,U. North Florida,2,98,"['2,493', '']","['2,774', '']","['3,401', '']","['996', '']","['0', '']","['2,405', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5440,r100,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,99,"['2,733', '']","['2,647', '']","['3,322', '']","['0', '']","['48', '']","['1,266', '']","['14', '']","['0', '']","['1,946', '']","['0', '']","['48', '']"
5440,r101,All institutions -> U. Arizona,All institutions,U. Arizona,2,100,"['3,915', '']","['3,965', '']","['3,186', '']","['0', '']","['0', '']","['2,356', '']","['0', '']","['186', '']","['0', '']","['0', '']","['644', '']"
5440,r102,All institutions -> North Carolina Agricultural and Technical State U.,All institutions,North Carolina Agricultural and Technical State U.,2,101,"['2,662', '']","['2,939', '']","['3,168', '']","['915', '']","['0', '']","['718', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,535', '']"
5440,r103,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,102,"['2,989', '']","['5,190', '']","['3,161', '']","['1,871', '']","['128', '']","['659', '']","['0', '']","['0', '']","['0', '']","['0', '']","['503', '']"
5440,r104,All institutions -> St. Edward's U.,All institutions,St. Edward's U.,2,103,"['5,693', '']","['1,607', '']","['3,132', '']","['400', '']","['100', '']","['2,050', '']","['302', '']","['30', '']","['0', '']","['0', '']","['250', '']"
5440,r105,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,104,"['2,561', '']","['3,245', '']","['3,114', '']","['122', '']","['0', '']","['968', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,024', '']"
5440,r106,All institutions -> Rhode Island C.,All institutions,Rhode Island C.,2,105,"['2,668', '']","['2,606', '']","['3,026', '']","['187', '']","['0', '']","['2,470', '']","['0', '']","['0', '']","['369', '']","['0', '']","['0', '']"
5440,r107,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,106,"['2,706', '']","['2,391', '']","['2,936', '']","['31', '']","['0', '']","['1,393', '']","['205', '']","['0', '']","['0', '']","['1', '']","['1,306', '']"
5440,r108,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,107,"['2,959', '']","['2,493', '']","['2,904', '']","['84', '']","['0', '']","['226', '']","['0', '']","['0', '']","['124', '']","['0', '']","['2,470', '']"
5440,r109,All institutions -> Tufts U.,All institutions,Tufts U.,2,108,"['10,930', '']","['10,542', '']","['2,847', '']","['0', '']","['0', '']","['2,322', '']","['21', '']","['0', '']","['0', '']","['0', '']","['504', '']"
5440,r110,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,109,"['3,802', '']","['3,236', '']","['2,840', '']","['52', '']","['0', '']","['1,730', '']","['58', '']","['0', '']","['0', '']","['0', '']","['1,000', '']"
5440,r111,"All institutions -> CUNY, John Jay C. of Criminal Justice",All institutions,"CUNY, John Jay C. of Criminal Justice",2,110,"['2,947', '']","['3,817', '']","['2,825', '']","['0', '']","['0', '']","['50', '']","['0', '']","['2,671', '']","['0', '']","['0', '']","['104', '']"
5440,r112,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,111,"['2,704', '']","['3,085', '']","['2,816', '']","['462', '']","['191', '']","['480', '']","['17', '']","['0', '']","['755', '']","['0', '']","['911', '']"
5440,r113,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,112,"['1,964', '']","['2,566', '']","['2,793', '']","['29', '']","['0', '']","['370', '']","['36', '']","['0', '']","['440', '']","['0', '']","['1,918', '']"
