table_id,row_id,_b_citizenship_ethnicity_race_and_field_b_full_path,_b_citizenship_ethnicity_race_and_field_b_level_1,_b_citizenship_ethnicity_race_and_field_b_level_2,_b_citizenship_ethnicity_race_and_field_b_level_3,_b_citizenship_ethnicity_race_and_field_b_level_4,_b_citizenship_ethnicity_race_and_field_b_level_5,_b_citizenship_ethnicity_race_and_field_b_level_6,_b_citizenship_ethnicity_race_and_field_b_hierarchy_depth,field_graduate_students_all_graduate_students_total_number,field_graduate_students_all_graduate_students_percent_female,field_graduate_students_master_s_total_number,field_graduate_students_master_s_percent_female,field_graduate_students_doctoral_total_number,field_graduate_students_doctoral_percent_female,field_postdoctoral_appointees_total_number,field_postdoctoral_appointees_percent_female,field_doctorate_holding_nonfaculty_researchers_total_number,field_doctorate_holding_nonfaculty_researchers_percent_female
8309,r071,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,5,384,47.1,161,48.4,223,46.2,106,49.1,na,na
8309,r072,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Temporary visa holders",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Temporary visa holders,,,4,2556,40.3,503,42.3,2053,39.7,837,36.6,na,na
8309,r073,All surveyed fields -> Science -> Mathematics and statistics,All surveyed fields,Science,Mathematics and statistics,,,,3,34258,36.8,20639,41.3,13619,30.0,1112,25.1,235,32.3
8309,r074,All surveyed fields -> Science -> Mathematics and statistics -> U.S. citizens and permanent residents<sup>a</sup>,All surveyed fields,Science,Mathematics and statistics,U.S. citizens and permanent residents<sup>a</sup>,,,4,17325,33.5,10551,36.9,6774,28.0,561,28.0,na,na
8309,r075,All surveyed fields -> Science -> Mathematics and statistics -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All surveyed fields,Science,Mathematics and statistics,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,5,1979,32.9,1310,36.5,669,26.0,23,17.4,na,na
8309,r076,All surveyed fields -> Science -> Mathematics and statistics -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All surveyed fields,Science,Mathematics and statistics,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,5,,,,,,,,,,
8309,r077,All surveyed fields -> Science -> Mathematics and statistics -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All surveyed fields,Science,Mathematics and statistics,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,6,35,34.3,22,31.8,13,38.5,2,50.0,na,na
8309,r078,All surveyed fields -> Science -> Mathematics and statistics -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All surveyed fields,Science,Mathematics and statistics,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,6,2842,39.9,1951,44.0,891,30.9,95,28.4,na,na
8309,r079,All surveyed fields -> Science -> Mathematics and statistics -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All surveyed fields,Science,Mathematics and statistics,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,6,742,38.1,535,39.6,207,34.3,12,33.3,na,na
8309,r080,All surveyed fields -> Science -> Mathematics and statistics -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All surveyed fields,Science,Mathematics and statistics,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,6,14,42.9,9,33.3,5,60.0,1,0.0,na,na
8309,r081,All surveyed fields -> Science -> Mathematics and statistics -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All surveyed fields,Science,Mathematics and statistics,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,6,10296,31.9,5913,35.2,4383,27.4,338,26.3,na,na
8309,r082,All surveyed fields -> Science -> Mathematics and statistics -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All surveyed fields,Science,Mathematics and statistics,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,6,558,30.1,309,30.7,249,29.3,20,50.0,na,na
8309,r083,All surveyed fields -> Science -> Mathematics and statistics -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All surveyed fields,Science,Mathematics and statistics,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,5,859,30.2,502,31.9,357,27.7,70,31.4,na,na
8309,r084,All surveyed fields -> Science -> Mathematics and statistics -> Temporary visa holders,All surveyed fields,Science,Mathematics and statistics,Temporary visa holders,,,4,16933,40.2,10088,45.8,6845,31.9,551,22.1,na,na
8309,r085,All surveyed fields -> Science -> Multidisciplinary and interdisciplinary studies,All surveyed fields,Science,Multidisciplinary and interdisciplinary studies,,,,3,15768,54.6,11994,54.8,3774,54.1,878,47.3,816,37.5
8309,r086,All surveyed fields -> Science -> Multidisciplinary and interdisciplinary studies -> U.S. citizens and permanent residents<sup>a</sup>,All surveyed fields,Science,Multidisciplinary and interdisciplinary studies,U.S. citizens and permanent residents<sup>a</sup>,,,4,11344,56.2,8731,56.0,2613,56.7,543,52.5,na,na
8309,r087,All surveyed fields -> Science -> Multidisciplinary and interdisciplinary studies -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All surveyed fields,Science,Multidisciplinary and interdisciplinary studies,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,5,1519,58.7,1228,58.4,291,59.8,35,48.6,na,na
8309,r088,All surveyed fields -> Science -> Multidisciplinary and interdisciplinary studies -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All surveyed fields,Science,Multidisciplinary and interdisciplinary studies,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,5,,,,,,,,,,
