table_id,row_id,_b_citizenship_status_and_field_b_full_path,_b_citizenship_status_and_field_b_level_1,_b_citizenship_status_and_field_b_level_2,_b_citizenship_status_and_field_b_level_3,_b_citizenship_status_and_field_b_level_4,_b_citizenship_status_and_field_b_hierarchy_depth,field_all_recipients,field_recipients_with_definite_commitments,field_location_of_definite_commitments_united_states_total,field_location_of_definite_commitments_united_states_postdoctoral_study,field_location_of_definite_commitments_united_states_academic_employment,field_location_of_definite_commitments_united_states_industry_employmenta,field_location_of_definite_commitments_united_states_otherb,field_location_of_definite_commitments_abroad,field_location_of_definite_commitments_unknown
4688,r043,All doctorate recipients<sup>c</sup> -> Other<sup>d</sup> -> Communication,All doctorate recipients<sup>c</sup>,Other<sup>d</sup>,Communication,,3,593,381,342,46,239,35,22,39,0
4688,r044,All doctorate recipients<sup>c</sup> -> Other<sup>d</sup> -> Non-S&E fields nec,All doctorate recipients<sup>c</sup>,Other<sup>d</sup>,Non-S&E fields nec,,3,947,577,503,87,228,69,119,74,0
4688,r045,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,,,2,34492,22933,22176,7935,6242,4300,3699,753,4
4688,r046,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Life sciences,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Life sciences,,3,8707,5537,5386,2941,959,926,560,149,2
4688,r047,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Life sciences -> Agricultural sciences and natural resources,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Life sciences,Agricultural sciences and natural resources,4,796,527,500,171,131,92,106,27,0
4688,r048,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Life sciences -> Biological and biomedical sciences,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Life sciences,Biological and biomedical sciences,4,6008,3744,3643,2373,378,673,219,100,1
4688,r049,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Life sciences -> Health sciences,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Life sciences,Health sciences,4,1903,1266,1243,397,450,161,235,22,1
4688,r050,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Physical sciences and earth sciences,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Physical sciences and earth sciences,,3,3741,2471,2342,1249,210,670,213,129,0
4688,r051,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Physical sciences and earth sciences -> Chemistry,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Physical sciences and earth sciences,Chemistry,4,1696,1048,1019,508,84,365,62,29,0
4688,r052,"All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences",All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",4,811,577,542,315,63,81,83,35,0
4688,r053,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Physical sciences and earth sciences -> Physics and astronomy,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Physical sciences and earth sciences,Physics and astronomy,4,1234,846,781,426,63,224,68,65,0
4688,r054,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Mathematics and computer sciences,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Mathematics and computer sciences,,3,1736,1242,1171,299,308,430,134,70,1
4688,r055,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Mathematics and computer sciences -> Computer and information sciences,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Mathematics and computer sciences,Computer and information sciences,4,808,597,569,97,131,267,74,27,1
4688,r056,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Mathematics and computer sciences -> Mathematics and statistics,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Mathematics and computer sciences,Mathematics and statistics,4,928,645,602,202,177,163,60,43,0
4688,r057,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Psychology and social sciences,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Psychology and social sciences,,3,6605,4747,4592,1941,1329,527,795,155,0
4688,r058,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Psychology and social sciences -> Psychology,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Psychology and social sciences,Psychology,4,3317,2482,2443,1455,399,284,305,39,0
4688,r059,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Psychology and social sciences -> Anthropology,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Psychology and social sciences,Anthropology,4,366,205,185,58,79,10,38,20,0
4688,r060,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Psychology and social sciences -> Economics,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Psychology and social sciences,Economics,4,459,377,359,69,111,,,18,0
4688,r061,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Psychology and social sciences -> Political science and government,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Psychology and social sciences,Political science and government,4,460,335,320,90,150,,,15,0
4688,r062,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Psychology and social sciences -> Sociology,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Psychology and social sciences,Sociology,4,488,353,344,87,193,,,9,0
4688,r063,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Psychology and social sciences -> Other social sciences,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Psychology and social sciences,Other social sciences,4,1515,995,941,182,397,105,257,54,0
4688,r064,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Engineering,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Engineering,,3,4154,2762,2701,817,211,1261,412,60,1
4688,r065,"All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Engineering,"Aerospace, aeronautical, and astronautical engineering",4,221,163,,36,,57,51,,0
4688,r066,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Engineering -> Bioengineering and biomedical engineering,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Engineering,Bioengineering and biomedical engineering,4,689,397,387,178,19,167,23,10,0
4688,r067,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Engineering -> Chemical engineering,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Engineering,Chemical engineering,4,465,304,295,,,161,13,9,0
4688,r068,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Engineering -> Civil engineering,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Engineering,Civil engineering,4,245,155,148,38,19,49,42,6,1
4688,r069,"All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Engineering -> Electrical, electronics, and communications engineering",All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Engineering,"Electrical, electronics, and communications engineering",4,552,413,404,72,28,238,66,9,0
4688,r070,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Engineering -> Industrial and manufacturing engineering,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Engineering,Industrial and manufacturing engineering,4,82,45,,,8,22,10,,0
4688,r071,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Engineering -> Materials science engineering,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Engineering,Materials science engineering,4,398,253,243,,,127,25,10,0
4688,r072,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Engineering -> Mechanical engineering,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Engineering,Mechanical engineering,4,601,408,,,42,174,55,,0
4688,r073,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Engineering -> Other engineering,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Engineering,Other engineering,4,901,624,614,158,63,266,127,10,0
4688,r074,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Education,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Education,,3,3896,2760,2730,237,1337,180,976,30,0
4688,r075,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Education -> Education administration,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Education,Education administration,4,818,622,616,,,31,332,6,0
4688,r076,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Education -> Education research,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Education,Education research,4,1872,1343,1328,,694,,372,15,0
4688,r077,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Education -> Teacher education,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Education,Teacher education,4,94,,,,,,20,0,0
4688,r078,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Education -> Teaching fields,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Education,Teaching fields,4,751,,498,,268,,159,,0
4688,r079,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Education -> Other education,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Education,Other education,4,361,238,,25,,,93,,0
4688,r080,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Humanities and arts,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Humanities and arts,,3,3915,2196,2075,336,1189,133,417,121,0
4688,r081,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Humanities and arts -> Foreign languages and literature,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Humanities and arts,Foreign languages and literature,4,349,200,187,20,129,11,27,13,0
4688,r082,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Humanities and arts -> History,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Humanities and arts,History,4,746,431,405,,199,,88,26,0
4688,r083,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Humanities and arts -> Letters,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Humanities and arts,Letters,4,1165,648,625,,424,,79,23,0
4688,r084,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Humanities and arts -> Other humanities and arts,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Humanities and arts,Other humanities and arts,4,1655,917,858,,437,,223,59,0
4688,r085,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Other<sup>d</sup>,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Other<sup>d</sup>,,3,1738,1218,1179,115,699,173,192,39,0
4688,r086,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Other<sup>d</sup> -> Business management and administration,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Other<sup>d</sup>,Business management and administration,4,709,517,492,21,329,87,55,25,0
4688,r087,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Other<sup>d</sup> -> Communication,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Other<sup>d</sup>,Communication,4,412,276,269,33,187,29,20,7,0
4688,r088,All doctorate recipients<sup>c</sup> -> U.S. citizen or permanent resident -> Other<sup>d</sup> -> Non-S&E fields nec,All doctorate recipients<sup>c</sup>,U.S. citizen or permanent resident,Other<sup>d</sup>,Non-S&E fields nec,4,617,425,418,61,183,57,117,7,0
4688,r089,All doctorate recipients<sup>c</sup> -> Temporary visa holder,All doctorate recipients<sup>c</sup>,Temporary visa holder,,,2,18482,12223,9558,4317,1479,3504,258,2660,5
4688,r090,All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Life sciences,All doctorate recipients<sup>c</sup>,Temporary visa holder,Life sciences,,3,3430,2222,1734,1219,130,345,40,488,0
4688,r091,All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Life sciences -> Agricultural sciences and natural resources,All doctorate recipients<sup>c</sup>,Temporary visa holder,Life sciences,Agricultural sciences and natural resources,4,633,389,264,183,28,43,10,125,0
4688,r092,All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Life sciences -> Biological and biomedical sciences,All doctorate recipients<sup>c</sup>,Temporary visa holder,Life sciences,Biological and biomedical sciences,4,2176,1420,1197,885,52,239,21,223,0
4688,r093,All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Life sciences -> Health sciences,All doctorate recipients<sup>c</sup>,Temporary visa holder,Life sciences,Health sciences,4,621,413,273,151,50,63,9,140,0
4688,r094,All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Physical sciences and earth sciences,All doctorate recipients<sup>c</sup>,Temporary visa holder,Physical sciences and earth sciences,,3,2311,1560,1291,846,42,388,15,269,0
4688,r095,All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Physical sciences and earth sciences -> Chemistry,All doctorate recipients<sup>c</sup>,Temporary visa holder,Physical sciences and earth sciences,Chemistry,4,994,641,549,357,20,170,2,92,0
4688,r096,"All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences",All doctorate recipients<sup>c</sup>,Temporary visa holder,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",4,391,266,198,147,7,34,10,68,0
4688,r097,All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Physical sciences and earth sciences -> Physics and astronomy,All doctorate recipients<sup>c</sup>,Temporary visa holder,Physical sciences and earth sciences,Physics and astronomy,4,926,653,544,342,15,184,3,109,0
4688,r098,All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Mathematics and computer sciences,All doctorate recipients<sup>c</sup>,Temporary visa holder,Mathematics and computer sciences,,3,2475,1825,1531,438,215,849,29,291,3
4688,r099,All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Mathematics and computer sciences -> Computer and information sciences,All doctorate recipients<sup>c</sup>,Temporary visa holder,Mathematics and computer sciences,Computer and information sciences,4,1452,1078,918,185,138,575,20,159,1
4688,r100,All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Mathematics and computer sciences -> Mathematics and statistics,All doctorate recipients<sup>c</sup>,Temporary visa holder,Mathematics and computer sciences,Mathematics and statistics,4,1023,747,613,253,77,274,9,132,2
4688,r101,All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Psychology and social sciences,All doctorate recipients<sup>c</sup>,Temporary visa holder,Psychology and social sciences,,3,1832,1271,786,296,272,164,54,485,0
4688,r102,All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Psychology and social sciences -> Psychology,All doctorate recipients<sup>c</sup>,Temporary visa holder,Psychology and social sciences,Psychology,4,257,165,122,83,18,18,3,43,0
4688,r103,All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Psychology and social sciences -> Anthropology,All doctorate recipients<sup>c</sup>,Temporary visa holder,Psychology and social sciences,Anthropology,4,63,40,20,13,6,0,1,20,0
4688,r104,All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Psychology and social sciences -> Economics,All doctorate recipients<sup>c</sup>,Temporary visa holder,Psychology and social sciences,Economics,4,691,536,327,59,119,,,209,0
4688,r105,All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Psychology and social sciences -> Political science and government,All doctorate recipients<sup>c</sup>,Temporary visa holder,Psychology and social sciences,Political science and government,4,152,107,65,36,24,,,42,0
4688,r106,All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Psychology and social sciences -> Sociology,All doctorate recipients<sup>c</sup>,Temporary visa holder,Psychology and social sciences,Sociology,4,101,72,38,18,18,,,34,0
4688,r107,All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Psychology and social sciences -> Other social sciences,All doctorate recipients<sup>c</sup>,Temporary visa holder,Psychology and social sciences,Other social sciences,4,568,351,214,87,87,25,15,137,0
4688,r108,All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Engineering,All doctorate recipients<sup>c</sup>,Temporary visa holder,Engineering,,3,5955,3819,3264,1328,181,1681,74,553,2
4688,r109,"All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All doctorate recipients<sup>c</sup>,Temporary visa holder,Engineering,"Aerospace, aeronautical, and astronautical engineering",4,163,97,,38,,28,4,,0
4688,r110,All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Engineering -> Bioengineering and biomedical engineering,All doctorate recipients<sup>c</sup>,Temporary visa holder,Engineering,Bioengineering and biomedical engineering,4,364,234,203,132,10,58,3,30,1
4688,r111,All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Engineering -> Chemical engineering,All doctorate recipients<sup>c</sup>,Temporary visa holder,Engineering,Chemical engineering,4,482,292,256,,,144,1,36,0
4688,r112,All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Engineering -> Civil engineering,All doctorate recipients<sup>c</sup>,Temporary visa holder,Engineering,Civil engineering,4,513,304,246,123,19,92,12,58,0
4688,r113,"All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Engineering -> Electrical, electronics, and communications engineering",All doctorate recipients<sup>c</sup>,Temporary visa holder,Engineering,"Electrical, electronics, and communications engineering",4,1344,929,815,221,30,545,19,113,1
4688,r114,All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Engineering -> Industrial and manufacturing engineering,All doctorate recipients<sup>c</sup>,Temporary visa holder,Engineering,Industrial and manufacturing engineering,4,200,140,,,28,57,1,,0
4688,r115,All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Engineering -> Materials science engineering,All doctorate recipients<sup>c</sup>,Temporary visa holder,Engineering,Materials science engineering,4,463,259,229,,,95,2,30,0
4688,r116,All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Engineering -> Mechanical engineering,All doctorate recipients<sup>c</sup>,Temporary visa holder,Engineering,Mechanical engineering,4,983,595,,,19,240,9,,0
4688,r117,All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Engineering -> Other engineering,All doctorate recipients<sup>c</sup>,Temporary visa holder,Engineering,Other engineering,4,1443,969,812,309,58,422,23,157,0
4688,r118,All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Education,All doctorate recipients<sup>c</sup>,Temporary visa holder,Education,,3,661,347,175,44,95,18,18,172,0
4688,r119,All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Education -> Education administration,All doctorate recipients<sup>c</sup>,Temporary visa holder,Education,Education administration,4,59,21,7,,,0,1,14,0
4688,r120,All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Education -> Education research,All doctorate recipients<sup>c</sup>,Temporary visa holder,Education,Education research,4,387,199,113,,54,,13,86,0
4688,r121,All doctorate recipients<sup>c</sup> -> Temporary visa holder -> Education -> Teacher education,All doctorate recipients<sup>c</sup>,Temporary visa holder,Education,Teacher education,4,18,,,0,,,0,7,0
