table_id,row_id,citizenship_ethnicity_race_sex_and_enrollment_status_full_path,citizenship_ethnicity_race_sex_and_enrollment_status_level_1,citizenship_ethnicity_race_sex_and_enrollment_status_level_2,citizenship_ethnicity_race_sex_and_enrollment_status_level_3,citizenship_ethnicity_race_sex_and_enrollment_status_level_4,citizenship_ethnicity_race_sex_and_enrollment_status_level_5,citizenship_ethnicity_race_sex_and_enrollment_status_level_6,citizenship_ethnicity_race_sex_and_enrollment_status_hierarchy_depth,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
3240,r017,All enrolled -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino  ,All enrolled,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,,,4,7998252,8563637,8714329,8603008,8310872,8033736,7846346,7604434,7452405,7335061,7250625
3240,r018,All enrolled -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> American Indian or Alaska Native,All enrolled,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,American Indian or Alaska Native,,5,98372,103531,99617,96342,89696,84069,79240,76133,73982,72162,70496
3240,r019,All enrolled -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Asian,All enrolled,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Asian,,5,na,na,na,507916,500878,504366,513598,522673,535026,545647,557250
3240,r020,All enrolled -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Asian or Pacific Islander<sup>b</sup> ,All enrolled,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Asian or Pacific Islander<sup>b</sup> ,,5,539742,550903,539049,na,na,na,na,na,na,na,na
3240,r021,All enrolled -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Black or African American,All enrolled,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Black or African American,,5,1338120,1482349,1555539,1588235,1518996,1457906,1421583,1351642,1305347,1288926,1264590
3240,r022,All enrolled -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Native Hawaiian or Other Pacific Islander ,All enrolled,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Native Hawaiian or Other Pacific Islander ,,5,na,na,na,36438,34714,33188,32220,30133,29063,28488,28170
3240,r023,All enrolled -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> White,All enrolled,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,White,,5,5312728,5511696,5583912,5516732,5351637,5166366,5017111,4864087,4760866,4674912,4592108
3240,r024,All enrolled -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> More than one race<sup>c</sup>,All enrolled,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,More than one race<sup>c</sup>,,5,na,na,na,214418,248315,275886,308986,323362,326513,342890,357930
3240,r025,All enrolled -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Other or unknown race or ethnicity,All enrolled,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Other or unknown race or ethnicity,,5,709290,915158,936212,642927,566636,511955,473608,436404,421608,382036,380081
3240,r026,All enrolled -> Female -> Temporary resident ,All enrolled,Female,Temporary resident ,,,,3,182923,186795,196148,204519,213006,224666,242370,258009,260208,264800,263947
3240,r027,All enrolled -> Male,All enrolled,Male,,,,,2,7150043,7684409,7933477,7917009,7811842,7756274,7683152,7593906,7504884,7419046,7303492
3240,r028,All enrolled -> Male -> U.S. citizen and permanent resident,All enrolled,Male,U.S. citizen and permanent resident,,,,3,6972212,7497345,7732928,7700100,7575461,7498737,7396606,7287084,7196025,7109875,7001631
3240,r029,All enrolled -> Male -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All enrolled,Male,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,4,890045,977194,1080213,1150295,1192499,1244864,1290405,1325225,1366586,1384041,1413469
3240,r030,All enrolled -> Male -> U.S. citizen and permanent resident -> Not Hispanic or Latino  ,All enrolled,Male,U.S. citizen and permanent resident,Not Hispanic or Latino  ,,,4,6082167,6520151,6652715,6549805,6382962,6253873,6106201,5961859,5829439,5725834,5588162
3240,r031,All enrolled -> Male -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> American Indian or Alaska Native,All enrolled,Male,U.S. citizen and permanent resident,Not Hispanic or Latino  ,American Indian or Alaska Native,,5,65444,70133,67576,63896,59635,56658,53621,50917,49225,47285,45253
3240,r032,All enrolled -> Male -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Asian,All enrolled,Male,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Asian,,5,na,na,na,458338,454892,460093,467134,472932,480465,487186,493442
3240,r033,All enrolled -> Male -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Asian or Pacific Islander<sup>b</sup> ,All enrolled,Male,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Asian or Pacific Islander<sup>b</sup> ,,5,468213,484026,480824,na,na,na,na,na,na,na,na
3240,r034,All enrolled -> Male -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Black or African American ,All enrolled,Male,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Black or African American ,,5,759136,853635,907357,928173,907589,899935,875317,841275,805909,791651,762524
3240,r035,All enrolled -> Male -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Native Hawaiian or Other Pacific Islander ,All enrolled,Male,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Native Hawaiian or Other Pacific Islander ,,5,na,na,na,29074,28129,27178,26281,25475,23566,23310,22240
3240,r036,All enrolled -> Male -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> White,All enrolled,Male,U.S. citizen and permanent resident,Not Hispanic or Latino  ,White,,5,4248160,4430667,4498357,4411200,4296553,4189070,4070103,3969390,3881036,3798447,3686773
3240,r037,All enrolled -> Male -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> More than one race<sup>c</sup>,All enrolled,Male,U.S. citizen and permanent resident,Not Hispanic or Latino  ,More than one race<sup>c</sup>,,5,na,na,na,154111,183447,206191,229253,240787,244613,256029,263535
3240,r038,All enrolled -> Male -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Other or unknown race or ethnicity,All enrolled,Male,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Other or unknown race or ethnicity,,5,541214,681690,698601,505013,452717,414748,384492,361083,344625,321926,314395
3240,r039,All enrolled -> Male -> Temporary resident ,All enrolled,Male,Temporary resident ,,,,3,177831,187064,200549,216909,236381,257537,286546,306822,308859,309171,301861
3240,r040,All enrolled -> Full time,All enrolled,Full time,,,,,2,10419587,11315673,11642967,11556002,11288386,11123780,10969865,10783668,10603412,10499569,10414121
3240,r041,All enrolled -> Full time -> U.S. citizen and permanent resident,All enrolled,Full time,U.S. citizen and permanent resident,,,,3,10129326,11010895,11318539,11207720,10912349,10716340,10520792,10305743,10117740,10010441,9932298
3240,r042,All enrolled -> Full time -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All enrolled,Full time,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,4,1160534,1308170,1458581,1567870,1608719,1673429,1728507,1757129,1794339,1826160,1880887
3240,r043,All enrolled -> Full time -> U.S. citizen and permanent resident -> Not Hispanic or Latino  ,All enrolled,Full time,U.S. citizen and permanent resident,Not Hispanic or Latino  ,,,4,8968792,9702725,9859958,9639850,9303630,9042911,8792285,8548614,8323401,8184281,8051411
3240,r044,All enrolled -> Full time -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> American Indian or Alaska Native,All enrolled,Full time,U.S. citizen and permanent resident,Not Hispanic or Latino  ,American Indian or Alaska Native,,5,98669,107904,102643,96863,89586,83184,77848,73399,71009,67580,64977
3240,r045,All enrolled -> Full time -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Asian,All enrolled,Full time,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Asian,,5,na,na,na,623515,624949,634395,649399,662813,674421,687002,700766
3240,r046,All enrolled -> Full time -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Asian or Pacific Islander<sup>b</sup> ,All enrolled,Full time,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Asian or Pacific Islander<sup>b</sup> ,,5,639795,662862,656054,na,na,na,na,na,na,na,na
3240,r047,All enrolled -> Full time -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Black or African American ,All enrolled,Full time,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Black or African American ,,5,1276222,1455302,1516543,1528238,1455052,1412014,1360928,1303106,1241496,1235400,1194703
3240,r048,All enrolled -> Full time -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Native Hawaiian or Other Pacific Islander ,All enrolled,Full time,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Native Hawaiian or Other Pacific Islander ,,5,na,na,na,39301,36732,35760,34801,32527,30921,30519,29654
3240,r049,All enrolled -> Full time -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> White,All enrolled,Full time,U.S. citizen and permanent resident,Not Hispanic or Latino  ,White,,5,6249240,6571599,6633167,6447714,6228242,6032027,5841665,5682892,5527868,5427901,5305912
3240,r050,All enrolled -> Full time -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> More than one race<sup>c</sup>,All enrolled,Full time,U.S. citizen and permanent resident,Not Hispanic or Latino  ,More than one race<sup>c</sup>,,5,na,na,na,249352,294057,329088,369218,380798,378564,395269,408796
3240,r051,All enrolled -> Full time -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Other or unknown race or ethnicity,All enrolled,Full time,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Other or unknown race or ethnicity,,5,704866,905058,951551,654867,575012,516443,458426,413079,399122,340610,346603
3240,r052,All enrolled -> Full time -> Temporary resident ,All enrolled,Full time,Temporary resident ,,,,3,290261,304778,324428,348282,376037,407440,449073,477925,485672,489128,481823
3240,r053,All enrolled -> Full time -> Female,All enrolled,Full time,Female,,,,3,5775279,6267371,6445159,6401981,6222665,6094698,6013036,5896098,5803733,5760067,5749352
3240,r054,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident,All enrolled,Full time,Female,U.S. citizen and permanent resident,,,4,5632211,6118714,6288710,6236382,6048304,5908926,5811876,5682344,5586161,5539025,5529032
3240,r055,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All enrolled,Full time,Female,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,5,675509,755436,838898,901242,922263,955908,989185,1006267,1028728,1050953,1088442
3240,r056,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino  ,All enrolled,Full time,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,,5,4956702,5363278,5449812,5335140,5126041,4953018,4822691,4676077,4557433,4488072,4440590
3240,r057,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> American Indian or Alaska Native,All enrolled,Full time,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,American Indian or Alaska Native,6,58012,62681,59996,56949,52574,48515,45143,42779,41644,39761,38789
3240,r058,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Asian,All enrolled,Full time,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Asian,6,na,na,na,320578,320861,326106,335461,343471,350600,358045,366268
3240,r059,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Asian or Pacific Islander<sup>b</sup> ,All enrolled,Full time,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Asian or Pacific Islander<sup>b</sup> ,6,334184,344926,339576,na,na,na,na,na,na,na,na
3240,r060,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Black or African American ,All enrolled,Full time,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Black or African American ,6,793792,901189,932584,939985,885553,845752,816919,778204,742073,741310,720176
3240,r061,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Native Hawaiian or Other Pacific Islander ,All enrolled,Full time,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Native Hawaiian or Other Pacific Islander ,6,na,na,na,21750,20011,19505,19000,17535,16904,16687,16458
3240,r062,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> White,All enrolled,Full time,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,White,6,3377106,3541192,3578585,3489116,3361417,3241331,3143799,3053291,2971891,2924743,2874417
3240,r063,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> More than one race<sup>c</sup>,All enrolled,Full time,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,More than one race<sup>c</sup>,6,na,na,na,143124,166845,185828,210225,216157,213654,223268,231832
3240,r064,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Other or unknown race or ethnicity,All enrolled,Full time,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Other or unknown race or ethnicity,6,393608,513290,539071,363638,318780,285981,252144,224640,220667,184258,192650
3240,r065,All enrolled -> Full time -> Female -> Temporary resident ,All enrolled,Full time,Female,Temporary resident ,,,4,143068,148657,156449,165599,174361,185772,201160,213754,217572,221042,220320
3240,r066,All enrolled -> Full time -> Male,All enrolled,Full time,Male,,,,3,4644308,5048302,5197808,5154021,5065721,5029082,4956829,4887570,4799679,4739502,4664769
3240,r067,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident,All enrolled,Full time,Male,U.S. citizen and permanent resident,,,4,4497115,4892181,5029829,4971338,4864045,4807414,4708916,4623399,4531579,4471416,4403266
3240,r068,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All enrolled,Full time,Male,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,5,485025,552734,619683,666628,686456,717521,739322,750862,765611,775207,792445
3240,r069,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident -> Not Hispanic or Latino  ,All enrolled,Full time,Male,U.S. citizen and permanent resident,Not Hispanic or Latino  ,,5,4012090,4339447,4410146,4304710,4177589,4089893,3969594,3872537,3765968,3696209,3610821
3240,r070,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> American Indian or Alaska Native,All enrolled,Full time,Male,U.S. citizen and permanent resident,Not Hispanic or Latino  ,American Indian or Alaska Native,6,40657,45223,42647,39914,37012,34669,32705,30620,29365,27819,26188
3240,r071,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Asian,All enrolled,Full time,Male,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Asian,6,na,na,na,302937,304088,308289,313938,319342,323821,328957,334498
3240,r072,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Asian or Pacific Islander<sup>b</sup> ,All enrolled,Full time,Male,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Asian or Pacific Islander<sup>b</sup> ,6,305611,317936,316478,na,na,na,na,na,na,na,na
3240,r073,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Black or African American ,All enrolled,Full time,Male,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Black or African American ,6,482430,554113,583959,588253,569499,566262,544009,524902,499423,494090,474527
3240,r074,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Native Hawaiian or Other Pacific Islander ,All enrolled,Full time,Male,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Native Hawaiian or Other Pacific Islander ,6,na,na,na,17551,16721,16255,15801,14992,14017,13832,13196
3240,r075,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> White,All enrolled,Full time,Male,U.S. citizen and permanent resident,Not Hispanic or Latino  ,White,6,2872134,3030407,3054582,2958598,2866825,2790696,2697866,2629601,2555977,2503158,2431495
3240,r076,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> More than one race<sup>c</sup>,All enrolled,Full time,Male,U.S. citizen and permanent resident,Not Hispanic or Latino  ,More than one race<sup>c</sup>,6,na,na,na,106228,127212,143260,158993,164641,164910,172001,176964
3240,r077,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Other or unknown race or ethnicity,All enrolled,Full time,Male,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Other or unknown race or ethnicity,6,311258,391768,412480,291229,256232,230462,206282,188439,178455,156352,153953
3240,r078,All enrolled -> Full time -> Male -> Temporary resident ,All enrolled,Full time,Male,Temporary resident ,,,4,147193,156121,167979,182683,201676,221668,247913,264171,268100,268086,261503
