table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_doe_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
3179,r041,All institutions -> Princeton U.,All institutions,Princeton U.,2,40,"['14,676', '']","['46', '']","['637', '']","['1,064', '']","['1', '']","['7,557', '']","['0', '']","['0', '']","['0', '']","['5,371', '']","['0', '']"
3179,r042,All institutions -> Harvard U.,All institutions,Harvard U.,2,41,"['14,594', '']","['0', '']","['122', '']","['4,655', '']","['0', '']","['8,628', '']","['0', '']","['0', '']","['0', '']","['1,189', '']","['0', '']"
3179,r043,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,42,"['14,454', '']","['0', '']","['191', '']","['2,045', '']","['60', '']","['1,663', '']","['0', '']","['8', '']","['223', '']","['10,264', '']","['0', '']"
3179,r044,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,43,"['14,122', '']","['208', '']","['0', '']","['105', '']","['0', '']","['6,334', '']","['0', '']","['81', '']","['33', '']","['7,361', '']","['0', '']"
3179,r045,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,44,"['13,681', '']","['0', '']","['0', '']","['99', '']","['0', '']","['3,194', '']","['0', '']","['0', '']","['0', '']","['10,388', '']","['0', '']"
3179,r046,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,45,"['13,668', '']","['2,446', '']","['0', '']","['222', '']","['0', '']","['3,223', '']","['0', '']","['0', '']","['58', '']","['7,719', '']","['0', '']"
3179,r047,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,46,"['13,229', '']","['0', '']","['1,944', '']","['1,118', '']","['0', '']","['8,153', '']","['0', '']","['0', '']","['0', '']","['2,014', '']","['0', '']"
3179,r048,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,47,"['13,094', '']","['0', '']","['468', '']","['447', '']","['53', '']","['6,729', '']","['0', '']","['0', '']","['0', '']","['5,397', '']","['0', '']"
3179,r049,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,48,"['12,829', '']","['528', '']","['0', '']","['230', '']","['0', '']","['7,142', '']","['0', '']","['0', '']","['40', '']","['4,858', '']","['31', '']"
3179,r050,All institutions -> U. Delaware,All institutions,U. Delaware,2,49,"['12,097', '']","['111', '']","['503', '']","['0', '']","['0', '']","['1,906', '']","['0', '']","['0', '']","['294', '']","['9,283', '']","['0', '']"
3179,r051,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,50,"['11,784', '']","['124', '']","['181', '']","['1,277', '']","['366', '']","['1,204', '']","['43', '']","['65', '']","['0', '']","['8,361', '']","['163', '']"
3179,r052,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,51,"['11,548', '']","['0', '']","['23', '']","['0', '']","['0', '']","['1,928', '']","['0', '']","['0', '']","['0', '']","['9,597', '']","['0', '']"
3179,r053,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,52,"['11,374', '']","['421', '']","['238', '']","['0', '']","['289', '']","['1,683', '']","['0', '']","['0', '']","['0', '']","['8,670', '']","['73', '']"
3179,r054,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,53,"['11,321', '']","['534', '']","['680', '']","['837', '']","['0', '']","['5,141', '']","['0', '']","['0', '']","['289', '']","['3,799', '']","['41', '']"
3179,r055,All institutions -> Yale U.,All institutions,Yale U.,2,54,"['11,213', '']","['0', '']","['0', '']","['848', '']","['0', '']","['7,810', '']","['0', '']","['0', '']","['0', '']","['2,555', '']","['0', '']"
3179,r056,All institutions -> U. Georgia,All institutions,U. Georgia,2,55,"['10,682', '']","['0', '']","['148', '']","['9,902', '']","['4', '']","['305', '']","['0', '']","['68', '']","['0', '']","['34', '']","['221', '']"
3179,r057,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,56,"['9,526', '']","['0', '']","['0', '']","['569', '']","['0', '']","['7,803', '']","['0', '']","['0', '']","['0', '']","['1,154', '']","['0', '']"
3179,r058,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,57,"['9,439', '']","['18', '']","['856', '']","['5,090', '']","['0', '']","['386', '']","['0', '']","['0', '']","['1,310', '']","['1,779', '']","['0', '']"
3179,r059,All institutions -> Florida State U.,All institutions,Florida State U.,2,58,"['9,365', '']","['447', '']","['428', '']","['0', '']","['22', '']","['5,347', '']","['0', '']","['0', '']","['56', '']","['3,065', '']","['0', '']"
3179,r060,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,59,"['9,068', '']","['323', '']","['256', '']","['1,270', '']","['0', '']","['2,930', '']","['0', '']","['0', '']","['0', '']","['4,289', '']","['0', '']"
3179,r061,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,60,"['8,981', '']","['238', '']","['132', '']","['15', '']","['0', '']","['2,771', '']","['0', '']","['0', '']","['0', '']","['5,825', '']","['0', '']"
3179,r062,All institutions -> U. Chicago,All institutions,U. Chicago,2,61,"['8,892', '']","['747', '']","['395', '']","['309', '']","['105', '']","['4,407', '']","['0', '']","['56', '']","['0', '']","['2,873', '']","['0', '']"
3179,r063,All institutions -> U. Arizona,All institutions,U. Arizona,2,62,"['8,641', '']","['318', '']","['1,003', '']","['1,852', '']","['27', '']","['3,500', '']","['0', '']","['98', '']","['0', '']","['1,843', '']","['0', '']"
3179,r064,All institutions -> Johns Hopkins U.<sup>b</sup>,All institutions,Johns Hopkins U.<sup>b</sup>,2,63,"['8,315', '']","['147', '']","['148', '']","['35', '']","['86', '']","['4,655', '']","['0', '']","['0', '']","['0', '']","['3,237', '']","['7', '']"
3179,r065,"All institutions -> CUNY, Queens C.",All institutions,"CUNY, Queens C.",2,64,"['8,281', '']","['0', '']","['0', '']","['7,987', '']","['0', '']","['294', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3179,r066,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,65,"['8,023', '']","['0', '']","['0', '']","['4,051', '']","['0', '']","['2,478', '']","['0', '']","['0', '']","['0', '']","['1,478', '']","['16', '']"
3179,r067,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,66,"['8,006', '']","['70', '']","['0', '']","['328', '']","['0', '']","['4,739', '']","['0', '']","['0', '']","['0', '']","['2,869', '']","['0', '']"
3179,r068,All institutions -> Clemson U.,All institutions,Clemson U.,2,67,"['7,710', '']","['0', '']","['0', '']","['2,622', '']","['0', '']","['279', '']","['0', '']","['0', '']","['0', '']","['4,809', '']","['0', '']"
3179,r069,All institutions -> U. Southern California,All institutions,U. Southern California,2,68,"['7,490', '']","['2,129', '']","['341', '']","['615', '']","['0', '']","['2,316', '']","['0', '']","['0', '']","['0', '']","['2,089', '']","['0', '']"
3179,r070,All institutions -> Florida International U.,All institutions,Florida International U.,2,69,"['7,422', '']","['0', '']","['15', '']","['21', '']","['0', '']","['3,474', '']","['0', '']","['0', '']","['0', '']","['3,912', '']","['0', '']"
3179,r071,All institutions -> Rice U.,All institutions,Rice U.,2,70,"['7,377', '']","['1,429', '']","['0', '']","['215', '']","['130', '']","['3,589', '']","['0', '']","['0', '']","['0', '']","['2,014', '']","['0', '']"
3179,r072,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,71,"['7,228', '']","['203', '']","['9', '']","['531', '']","['0', '']","['3,672', '']","['0', '']","['0', '']","['0', '']","['2,813', '']","['0', '']"
3179,r073,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,72,"['7,010', '']","['143', '']","['0', '']","['1,327', '']","['216', '']","['470', '']","['0', '']","['862', '']","['0', '']","['3,992', '']","['0', '']"
3179,r074,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,73,"['6,947', '']","['0', '']","['470', '']","['235', '']","['0', '']","['4,229', '']","['0', '']","['47', '']","['0', '']","['1,921', '']","['45', '']"
3179,r075,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,74,"['6,794', '']","['0', '']","['1,590', '']","['18', '']","['0', '']","['962', '']","['0', '']","['11', '']","['0', '']","['4,161', '']","['52', '']"
3179,r076,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,75,"['6,662', '']","['346', '']","['227', '']","['950', '']","['0', '']","['5,009', '']","['0', '']","['0', '']","['0', '']","['130', '']","['0', '']"
3179,r077,All institutions -> U. Houston,All institutions,U. Houston,2,76,"['6,562', '']","['62', '']","['78', '']","['0', '']","['0', '']","['1,618', '']","['0', '']","['0', '']","['221', '']","['4,583', '']","['0', '']"
3179,r078,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,77,"['6,348', '']","['45', '']","['57', '']","['788', '']","['0', '']","['3,336', '']","['0', '']","['0', '']","['0', '']","['2,122', '']","['0', '']"
3179,r079,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,78,"['6,097', '']","['43', '']","['17', '']","['1,498', '']","['166', '']","['2,480', '']","['0', '']","['0', '']","['0', '']","['1,893', '']","['0', '']"
3179,r080,All institutions -> Brown U.,All institutions,Brown U.,2,79,"['6,030', '']","['0', '']","['0', '']","['0', '']","['441', '']","['3,984', '']","['0', '']","['0', '']","['0', '']","['1,605', '']","['0', '']"
3179,r081,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,80,"['5,941', '']","['109', '']","['632', '']","['279', '']","['0', '']","['909', '']","['0', '']","['0', '']","['0', '']","['4,012', '']","['0', '']"
3179,r082,All institutions -> Catholic U. of America,All institutions,Catholic U. of America,2,81,"['5,880', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5,880', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3179,r083,All institutions -> Desert Research Institute,All institutions,Desert Research Institute,2,82,"['5,795', '']","['0', '']","['5,795', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3179,r084,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,83,"['5,778', '']","['0', '']","['702', '']","['162', '']","['0', '']","['738', '']","['0', '']","['0', '']","['0', '']","['4,176', '']","['0', '']"
3179,r085,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,84,"['5,763', '']","['323', '']","['671', '']","['52', '']","['0', '']","['588', '']","['0', '']","['0', '']","['0', '']","['4,129', '']","['0', '']"
3179,r086,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,85,"['5,596', '']","['224', '']","['399', '']","['0', '']","['0', '']","['117', '']","['0', '']","['0', '']","['0', '']","['4,856', '']","['0', '']"
3179,r087,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,86,"['5,572', '']","['0', '']","['271', '']","['128', '']","['0', '']","['4,720', '']","['0', '']","['319', '']","['0', '']","['134', '']","['0', '']"
3179,r088,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,87,"['5,347', '']","['0', '']","['138', '']","['168', '']","['50', '']","['38', '']","['0', '']","['0', '']","['0', '']","['4,893', '']","['60', '']"
3179,r089,All institutions -> Boston U.,All institutions,Boston U.,2,88,"['5,270', '']","['155', '']","['144', '']","['177', '']","['0', '']","['2,525', '']","['0', '']","['0', '']","['0', '']","['2,269', '']","['0', '']"
3179,r090,All institutions -> Temple U.,All institutions,Temple U.,2,89,"['5,216', '']","['196', '']","['135', '']","['1,484', '']","['103', '']","['3,146', '']","['0', '']","['0', '']","['0', '']","['152', '']","['0', '']"
3179,r091,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,90,"['5,187', '']","['0', '']","['0', '']","['622', '']","['0', '']","['2,099', '']","['0', '']","['40', '']","['0', '']","['2,426', '']","['0', '']"
3179,r092,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,91,"['5,157', '']","['0', '']","['64', '']","['390', '']","['0', '']","['669', '']","['0', '']","['0', '']","['0', '']","['4,034', '']","['0', '']"
3179,r093,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,92,"['5,118', '']","['0', '']","['1,183', '']","['390', '']","['0', '']","['197', '']","['0', '']","['0', '']","['0', '']","['3,348', '']","['0', '']"
3179,r094,All institutions -> U. Idaho,All institutions,U. Idaho,2,93,"['5,065', '']","['89', '']","['0', '']","['2,340', '']","['0', '']","['241', '']","['83', '']","['19', '']","['0', '']","['2,268', '']","['25', '']"
3179,r095,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,94,"['5,024', '']","['0', '']","['1,372', '']","['0', '']","['0', '']","['2,804', '']","['0', '']","['0', '']","['703', '']","['145', '']","['0', '']"
3179,r096,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,95,"['4,949', '']","['0', '']","['0', '']","['12', '']","['0', '']","['1,809', '']","['0', '']","['0', '']","['0', '']","['2,881', '']","['247', '']"
3179,r097,All institutions -> George Washington U.,All institutions,George Washington U.,2,96,"['4,882', '']","['37', '']","['0', '']","['0', '']","['0', '']","['1,302', '']","['0', '']","['286', '']","['0', '']","['3,257', '']","['0', '']"
3179,r098,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,97,"['4,773', '']","['0', '']","['2,100', '']","['387', '']","['0', '']","['1,504', '']","['0', '']","['0', '']","['0', '']","['781', '']","['1', '']"
3179,r099,All institutions -> Illinois Institute of Technology,All institutions,Illinois Institute of Technology,2,98,"['4,648', '']","['308', '']","['0', '']","['55', '']","['0', '']","['2,380', '']","['0', '']","['0', '']","['0', '']","['1,905', '']","['0', '']"
3179,r100,All institutions -> U. Oregon,All institutions,U. Oregon,2,99,"['4,567', '']","['2,085', '']","['16', '']","['209', '']","['0', '']","['2,252', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5', '']"
3179,r101,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,100,"['4,554', '']","['0', '']","['93', '']","['1,784', '']","['0', '']","['922', '']","['0', '']","['0', '']","['0', '']","['1,755', '']","['0', '']"
3179,r102,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,101,"['4,549', '']","['28', '']","['624', '']","['1,888', '']","['0', '']","['972', '']","['0', '']","['154', '']","['0', '']","['883', '']","['0', '']"
3179,r103,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,102,"['4,515', '']","['223', '']","['204', '']","['0', '']","['0', '']","['4,088', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3179,r104,All institutions -> Boise State U.,All institutions,Boise State U.,2,103,"['4,404', '']","['11', '']","['176', '']","['91', '']","['127', '']","['922', '']","['22', '']","['198', '']","['0', '']","['2,857', '']","['0', '']"
3179,r105,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,104,"['4,379', '']","['208', '']","['579', '']","['259', '']","['0', '']","['1,533', '']","['0', '']","['60', '']","['0', '']","['1,740', '']","['0', '']"
3179,r106,All institutions -> New York U.,All institutions,New York U.,2,105,"['4,094', '']","['39', '']","['0', '']","['1,197', '']","['699', '']","['1,563', '']","['0', '']","['0', '']","['0', '']","['596', '']","['0', '']"
3179,r107,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,106,"['4,026', '']","['14', '']","['364', '']","['54', '']","['0', '']","['1,176', '']","['0', '']","['0', '']","['0', '']","['2,418', '']","['0', '']"
3179,r108,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,107,"['3,893', '']","['17', '']","['0', '']","['0', '']","['0', '']","['1,967', '']","['0', '']","['0', '']","['0', '']","['1,909', '']","['0', '']"
3179,r109,All institutions -> Norfolk State U.,All institutions,Norfolk State U.,2,108,"['3,891', '']","['3,774', '']","['0', '']","['0', '']","['0', '']","['65', '']","['0', '']","['0', '']","['0', '']","['0', '']","['52', '']"
3179,r110,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,109,"['3,838', '']","['0', '']","['0', '']","['53', '']","['0', '']","['2,139', '']","['0', '']","['0', '']","['0', '']","['1,646', '']","['0', '']"
3179,r111,All institutions -> U. Kansas,All institutions,U. Kansas,2,110,"['3,816', '']","['13', '']","['817', '']","['101', '']","['0', '']","['1,756', '']","['0', '']","['0', '']","['0', '']","['1,129', '']","['0', '']"
3179,r112,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,111,"['3,687', '']","['0', '']","['116', '']","['391', '']","['0', '']","['2,042', '']","['0', '']","['0', '']","['0', '']","['1,138', '']","['0', '']"
3179,r113,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,112,"['3,629', '']","['0', '']","['33', '']","['0', '']","['220', '']","['3,000', '']","['0', '']","['0', '']","['0', '']","['376', '']","['0', '']"
3179,r114,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,113,"['3,614', '']","['162', '']","['81', '']","['0', '']","['0', '']","['492', '']","['0', '']","['0', '']","['0', '']","['2,879', '']","['0', '']"
3179,r115,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,114,"['3,584', '']","['21', '']","['0', '']","['0', '']","['0', '']","['1,889', '']","['0', '']","['0', '']","['0', '']","['1,674', '']","['0', '']"
