table_id,row_id,_b_field_of_doctorate_b_full_path,_b_field_of_doctorate_b_level_1,_b_field_of_doctorate_b_level_2,_b_field_of_doctorate_b_level_3,_b_field_of_doctorate_b_level_4,_b_field_of_doctorate_b_hierarchy_depth,field_all_doctorate_recipients,field_doctorate_recipients_with_definite_commitments,field_location_of_definite_commitments_united_states_total,field_location_of_definite_commitments_united_states_postdoctoral_study,field_location_of_definite_commitments_united_states_academic_employment,field_location_of_definite_commitments_united_states_industry_employmenta,field_location_of_definite_commitments_united_states_otherb,field_location_of_definite_commitments_abroad,field_location_of_definite_commitments_unknown
7565,r011,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Biological and biomedical sciences -> Genetics and genomics,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Biological and biomedical sciences,Genetics and genomics,4,209,127,121,84,6,29,2,6,0
7565,r012,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Biological and biomedical sciences -> Microbiology and immunology,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Biological and biomedical sciences,Microbiology and immunology,4,549,377,365,251,24,69,21,12,0
7565,r013,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Biological and biomedical sciences -> Neurobiology and neurosciences,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Biological and biomedical sciences,Neurobiology and neurosciences,4,556,335,321,238,13,59,11,14,0
7565,r014,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Biological and biomedical sciences -> Pharmacology and toxicology,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Biological and biomedical sciences,Pharmacology and toxicology,4,164,104,99,69,,,5,5,0
7565,r015,"Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Biological and biomedical sciences -> Physiology, oncology and cancer biology",Female doctorate recipients reporting postgraduation commitments,Science and engineering,Biological and biomedical sciences,"Physiology, oncology and cancer biology",4,341,204,192,126,15,41,10,12,0
7565,r016,"Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Biological and biomedical sciences -> Biological and biomedical sciences, other",Female doctorate recipients reporting postgraduation commitments,Science and engineering,Biological and biomedical sciences,"Biological and biomedical sciences, other",4,694,424,391,252,40,69,30,33,0
7565,r017,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Computer and information sciences,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Computer and information sciences,,3,526,357,318,78,73,154,13,38,1
7565,r018,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Computer and information sciences -> Computer science,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Computer and information sciences,Computer science,4,336,229,205,50,44,104,7,24,0
7565,r019,"Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Computer and information sciences -> Computer and information sciences, other",Female doctorate recipients reporting postgraduation commitments,Science and engineering,Computer and information sciences,"Computer and information sciences, other",4,190,128,113,28,29,50,6,14,1
7565,r020,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Engineering,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Engineering,,3,2511,1481,1357,548,116,587,106,123,1
7565,r021,"Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Engineering -> Biological, biomedical, and biosystems engineering",Female doctorate recipients reporting postgraduation commitments,Science and engineering,Engineering,"Biological, biomedical, and biosystems engineering",4,434,260,246,135,12,90,9,14,0
7565,r022,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Engineering -> Chemical and petroleum engineering,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Engineering,Chemical and petroleum engineering,4,380,231,213,74,,128,,18,0
7565,r023,"Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering",Female doctorate recipients reporting postgraduation commitments,Science and engineering,Engineering,"Civil, environmental, and transportation engineering",4,317,170,146,60,20,45,21,24,0
7565,r024,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Engineering -> Electrical and computer engineering,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Engineering,Electrical and computer engineering,4,366,222,206,59,18,120,9,16,0
7565,r025,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Engineering -> Engineering technologies,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Engineering,Engineering technologies,4,130,72,62,34,,20,,10,0
7565,r026,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Engineering -> Industrial engineering and operations research,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Engineering,Industrial engineering and operations research,4,170,118,105,19,19,55,12,12,1
7565,r027,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Engineering -> Materials and mining engineering,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Engineering,Materials and mining engineering,4,212,116,110,45,,47,,6,0
7565,r028,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Engineering -> Mechanical engineering,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Engineering,Mechanical engineering,4,259,153,138,63,17,46,12,15,0
7565,r029,"Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Engineering -> Engineering, other",Female doctorate recipients reporting postgraduation commitments,Science and engineering,Engineering,"Engineering, other",4,243,139,131,59,20,36,16,8,0
7565,r030,"Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Geosciences, atmospheric, and ocean sciences",Female doctorate recipients reporting postgraduation commitments,Science and engineering,"Geosciences, atmospheric, and ocean sciences",,3,461,314,276,188,28,30,30,38,0
7565,r031,"Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Geological and earth sciences",Female doctorate recipients reporting postgraduation commitments,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Geological and earth sciences,4,254,165,141,87,19,22,13,24,0
7565,r032,"Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Ocean/ marine sciences and atmospheric science",Female doctorate recipients reporting postgraduation commitments,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Ocean/ marine sciences and atmospheric science,4,207,149,135,101,9,8,17,14,0
7565,r033,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Health sciences,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Health sciences,,3,1776,1164,1087,343,369,165,210,76,1
7565,r034,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Health sciences -> Nursing and nursing science,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Health sciences,Nursing and nursing science,4,537,380,356,71,180,,,24,0
7565,r035,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Health sciences -> Pharmacy and pharmaceutical sciences,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Health sciences,Pharmacy and pharmaceutical sciences,4,214,129,119,50,5,54,10,10,0
7565,r036,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Health sciences -> Public health,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Health sciences,Public health,4,474,316,296,125,77,31,63,19,1
7565,r037,"Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Health sciences -> Health sciences, other",Female doctorate recipients reporting postgraduation commitments,Science and engineering,Health sciences,"Health sciences, other",4,551,339,316,97,107,,,23,0
7565,r038,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Mathematics and statistics,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Mathematics and statistics,,3,534,371,320,107,76,121,16,51,0
7565,r039,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Mathematics and statistics -> Applied mathematics,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Mathematics and statistics,Applied mathematics,4,143,91,81,37,12,28,4,10,0
7565,r040,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Mathematics and statistics -> Mathematics,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Mathematics and statistics,Mathematics,4,186,126,101,43,33,20,5,25,0
7565,r041,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Mathematics and statistics -> Statistics,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Mathematics and statistics,Statistics,4,205,154,138,27,31,73,7,16,0
7565,r042,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Multidisciplinary/ interdisciplinary sciences,,3,536,350,319,134,67,84,34,31,0
7565,r043,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Interdisciplinary computer sciences,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Multidisciplinary/ interdisciplinary sciences,Interdisciplinary computer sciences,4,99,76,69,17,14,35,3,7,0
7565,r044,"Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences ->  Multidisciplinary/ interdisciplinary sciences, other",Female doctorate recipients reporting postgraduation commitments,Science and engineering,Multidisciplinary/ interdisciplinary sciences," Multidisciplinary/ interdisciplinary sciences, other",4,437,274,250,117,53,49,31,24,0
7565,r045,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Physical sciences,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Physical sciences,,3,1563,1027,919,497,65,318,39,108,0
7565,r046,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Physical sciences -> Astronomy and astrophysics,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Physical sciences,Astronomy and astrophysics,4,101,78,62,,,7,5,16,0
7565,r047,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Physical sciences -> Chemistry,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Physical sciences,Chemistry,4,1000,636,589,299,48,220,22,47,0
7565,r048,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Physical sciences -> Materials sciences,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Physical sciences,Materials sciences,4,130,81,73,,,34,4,8,0
7565,r049,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Physical sciences -> Physics,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Physical sciences,Physics,4,332,232,195,120,10,57,8,37,0
7565,r050,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Psychology,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Psychology,,3,2711,1804,1753,1088,257,195,213,51,0
7565,r051,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Psychology -> Clinical psychology,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Psychology,Clinical psychology,4,939,686,676,575,23,34,44,10,0
7565,r052,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Psychology -> Counseling and applied psychology,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Psychology,Counseling and applied psychology,4,1004,663,650,304,128,94,124,13,0
7565,r053,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Psychology -> Research and experimental psychology,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Psychology,Research and experimental psychology,4,422,294,,140,65,44,,,0
7565,r054,"Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Psychology -> Psychology, other",Female doctorate recipients reporting postgraduation commitments,Science and engineering,Psychology,"Psychology, other",4,346,161,,69,41,23,,,0
7565,r055,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Social sciences,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Social sciences,,3,2388,1511,1290,368,478,181,263,221,0
7565,r056,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Social sciences -> Anthropology,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Social sciences,Anthropology,4,271,141,125,56,45,12,12,16,0
7565,r057,"Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Social sciences -> Area, ethnic, cultural, gender, and group studies",Female doctorate recipients reporting postgraduation commitments,Science and engineering,Social sciences,"Area, ethnic, cultural, gender, and group studies",4,247,127,119,41,,,15,8,0
7565,r058,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Social sciences -> Economics,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Social sciences,Economics,4,446,336,250,53,79,73,45,86,0
7565,r059,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Social sciences -> Political science and government,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Social sciences,Political science and government,4,242,153,124,38,,,20,29,0
7565,r060,Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Social sciences -> Public policy analysis,Female doctorate recipients reporting postgraduation commitments,Science and engineering,Social sciences,Public policy analysis,4,230,148,137,31,44,14,48,11,0
7565,r061,"Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Social sciences -> Sociology, demography, and population studies",Female doctorate recipients reporting postgraduation commitments,Science and engineering,Social sciences,"Sociology, demography, and population studies",4,359,244,226,69,86,21,50,18,0
7565,r062,"Female doctorate recipients reporting postgraduation commitments -> Science and engineering -> Social sciences -> Social sciences, other",Female doctorate recipients reporting postgraduation commitments,Science and engineering,Social sciences,"Social sciences, other",4,593,362,309,80,118,38,73,53,0
7565,r063,Female doctorate recipients reporting postgraduation commitments -> Non-science and engineering,Female doctorate recipients reporting postgraduation commitments,Non-science and engineering,,,2,6217,3622,3308,480,1745,269,814,310,4
7565,r064,Female doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Business,Female doctorate recipients reporting postgraduation commitments,Non-science and engineering,Business,,3,584,393,311,27,212,44,28,81,1
7565,r065,Female doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Business -> Business administration and management,Female doctorate recipients reporting postgraduation commitments,Non-science and engineering,Business,Business administration and management,4,197,118,100,8,56,20,16,18,0
7565,r066,"Female doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Business -> Business, other",Female doctorate recipients reporting postgraduation commitments,Non-science and engineering,Business,"Business, other",4,387,275,211,19,156,24,12,63,1
7565,r067,Female doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Education,Female doctorate recipients reporting postgraduation commitments,Non-science and engineering,Education,,3,2599,1605,1526,120,756,120,530,79,0
7565,r068,Female doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Education -> Education leadership and administration,Female doctorate recipients reporting postgraduation commitments,Non-science and engineering,Education,Education leadership and administration,4,705,482,464,15,246,20,183,18,0
7565,r069,Female doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Education -> Education research,Female doctorate recipients reporting postgraduation commitments,Non-science and engineering,Education,Education research,4,834,506,489,44,248,59,138,17,0
7565,r070,Female doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Education -> Teacher education,Female doctorate recipients reporting postgraduation commitments,Non-science and engineering,Education,Teacher education,4,757,452,,39,205,,140,,0
7565,r071,"Female doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Education -> Education, other",Female doctorate recipients reporting postgraduation commitments,Non-science and engineering,Education,"Education, other",4,303,165,,22,57,,69,,0
7565,r072,Female doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Humanities,Female doctorate recipients reporting postgraduation commitments,Non-science and engineering,Humanities,,3,1455,791,709,175,392,38,104,81,1
7565,r073,"Female doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Humanities -> English language and literature, letters",Female doctorate recipients reporting postgraduation commitments,Non-science and engineering,Humanities,"English language and literature, letters",4,568,302,288,,191,,34,14,0
7565,r074,"Female doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Humanities -> Foreign languages, literatures, and linguistics",Female doctorate recipients reporting postgraduation commitments,Non-science and engineering,Humanities,"Foreign languages, literatures, and linguistics",4,288,147,117,24,68,6,19,29,1
7565,r075,Female doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Humanities -> History,Female doctorate recipients reporting postgraduation commitments,Non-science and engineering,Humanities,History,4,291,161,144,50,63,6,25,17,0
7565,r076,Female doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Humanities -> Philosophy and religious studies,Female doctorate recipients reporting postgraduation commitments,Non-science and engineering,Humanities,Philosophy and religious studies,4,213,132,119,43,50,8,18,13,0
7565,r077,"Female doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Humanities -> Humanities, other",Female doctorate recipients reporting postgraduation commitments,Non-science and engineering,Humanities,"Humanities, other",4,95,49,41,,20,,8,8,0
7565,r078,Female doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Visual and performing arts,Female doctorate recipients reporting postgraduation commitments,Non-science and engineering,Visual and performing arts,,3,422,199,174,41,81,12,40,25,0
7565,r079,Female doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Visual and performing arts -> Performing arts,Female doctorate recipients reporting postgraduation commitments,Non-science and engineering,Visual and performing arts,Performing arts,4,228,97,87,13,,,22,10,0
7565,r080,"Female doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Visual and performing arts -> Visual arts, media studies/ design",Female doctorate recipients reporting postgraduation commitments,Non-science and engineering,Visual and performing arts,"Visual arts, media studies/ design",4,194,102,87,28,,,18,15,0
7565,r081,Female doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Other non-science and engineering,Female doctorate recipients reporting postgraduation commitments,Non-science and engineering,Other non-science and engineering,,3,1157,634,588,117,304,55,112,44,2
7565,r082,Female doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Other non-science and engineering -> Communications and journalism,Female doctorate recipients reporting postgraduation commitments,Non-science and engineering,Other non-science and engineering,Communications and journalism,4,299,171,157,34,98,13,12,12,2
7565,r083,Female doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Other non-science and engineering -> Multidisciplinary/ interdisciplinary studies,Female doctorate recipients reporting postgraduation commitments,Non-science and engineering,Other non-science and engineering,Multidisciplinary/ interdisciplinary studies,4,180,86,,18,41,7,,,0
7565,r084,Female doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Other non-science and engineering -> Public administration and social services,Female doctorate recipients reporting postgraduation commitments,Non-science and engineering,Other non-science and engineering,Public administration and social services,4,331,188,178,26,91,9,52,10,0
7565,r085,"Female doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other",Female doctorate recipients reporting postgraduation commitments,Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other",4,347,189,,39,74,26,,,0
