table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2019,field_2020,field_2021,field_2022_all_geosciences_atmospheric_sciences_and_ocean_sciences,field_2022_atmospheric_science_and_meteorology,field_2022_geological_and_earth_sciences,field_2022_ocean_sciences_and_marine_sciences,field_2022_geosciences_atmospheric_sciences_and_ocean_sciences_nec
10133,r020,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,19,"['36,615', '']","['35,879', '']","['35,050', '']","['38,120', '']","['25,315', '']","['7,751', '']","['0', '']","['5,054', '']"
10133,r021,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,20,"['24,970', '']","['27,134', '']","['31,060', '']","['37,619', '']","['8,260', '']","['27,790', '']","['0', '']","['1,569', '']"
10133,r022,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,21,"['25,436', '']","['27,071', '']","['25,067', '']","['34,882', '']","['1,792', '']","['29,600', '']","['208', '']","['3,282', '']"
10133,r023,All institutions -> Harvard U.,All institutions,Harvard U.,2,22,"['27,835', '']","['28,723', '']","['24,827', '']","['25,109', '']","['4,245', '']","['4,089', '']","['308', '']","['16,467', '']"
10133,r024,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,23,"['28,218', '']","['24,605', '']","['20,062', '']","['24,690', '']","['10,323', '']","['11,460', '']","['2,907', '']","['0', '']"
10133,r025,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,24,"['21,324', '']","['21,092', '']","['20,411', '']","['21,980', '']","['0', '']","['5,620', '']","['2,802', '']","['13,558', '']"
10133,r026,All institutions -> Princeton U.,All institutions,Princeton U.,2,25,"['15,933', '']","['16,105', '']","['21,115', '']","['20,940', '']","['11,780', '']","['4,172', '']","['0', '']","['4,988', '']"
10133,r027,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,26,"['12,725', '']","['15,234', '']","['15,976', '']","['20,767', '']","['0', '']","['4,597', '']","['10,431', '']","['5,739', '']"
10133,r028,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,27,"['19,745', '']","['20,523', '']","['20,837', '']","['19,312', '']","['0', '']","['13,619', '']","['3,578', '']","['2,115', '']"
10133,r029,All institutions -> U. Delaware,All institutions,U. Delaware,2,28,"['10,066', '']","['10,785', '']","['11,596', '']","['19,133', '']","['0', '']","['2,723', '']","['9,059', '']","['7,351', '']"
10133,r030,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,29,"['22,382', '']","['20,477', '']","['20,764', '']","['18,567', '']","['6,985', '']","['6,466', '']","['3,912', '']","['1,204', '']"
10133,r031,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,30,"['12,920', '']","['14,123', '']","['14,376', '']","['18,414', '']","['16,642', '']","['1,537', '']","['207', '']","['28', '']"
10133,r032,All institutions -> Desert Research Institute,All institutions,Desert Research Institute,2,31,"['16,557', '']","['15,748', '']","['16,608', '']","['17,341', '']","['3,707', '']","['13,634', '']","['0', '']","['0', '']"
10133,r033,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,32,"['14,799', '']","['16,190', '']","['16,253', '']","['17,150', '']","['0', '']","['7,824', '']","['9,326', '']","['0', '']"
10133,r034,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,33,"['10,807', '']","['12,497', '']","['12,883', '']","['16,989', '']","['8,517', '']","['7,306', '']","['881', '']","['285', '']"
10133,r035,All institutions -> William & Mary,All institutions,William & Mary,2,34,"['14,272', '']","['12,158', '']","['12,138', '']","['15,166', '']","['0', '']","['273', '']","['14,893', '']","['0', '']"
10133,r036,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,35,"['11,158', '']","['12,873', '']","['11,575', '']","['14,864', '']","['0', '']","['4,058', '']","['6,007', '']","['4,799', '']"
10133,r037,All institutions -> U. Arizona,All institutions,U. Arizona,2,36,"['13,372', '']","['13,625', '']","['13,788', '']","['14,396', '']","['2,529', '']","['10,662', '']","['932', '']","['273', '']"
10133,r038,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,37,"['11,996', '']","['10,824', '']","['12,214', '']","['14,178', '']","['0', '']","['4,492', '']","['9,681', '']","['5', '']"
10133,r039,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,38,"['12,946', '']","['13,202', '']","['12,866', '']","['14,124', '']","['7,156', '']","['0', '']","['1,185', '']","['5,783', '']"
10133,r040,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,39,"['7,793', '']","['13,635', '']","['11,429', '']","['13,476', '']","['771', '']","['9,507', '']","['3,089', '']","['109', '']"
10133,r041,All institutions -> U. Southern California,All institutions,U. Southern California,2,40,"['10,664', '']","['9,079', '']","['8,192', '']","['13,278', '']","['0', '']","['7,226', '']","['6,052', '']","['0', '']"
10133,r042,All institutions -> Stanford U.,All institutions,Stanford U.,2,41,"['7,690', '']","['8,906', '']","['8,901', '']","['13,060', '']","['0', '']","['11,261', '']","['1,459', '']","['340', '']"
10133,r043,All institutions -> George Mason U.,All institutions,George Mason U.,2,42,"['9,912', '']","['9,390', '']","['11,636', '']","['12,644', '']","['5,368', '']","['6,374', '']","['595', '']","['307', '']"
10133,r044,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,43,"['11,993', '']","['16,060', '']","['12,836', '']","['12,612', '']","['1,456', '']","['33', '']","['10,834', '']","['289', '']"
10133,r045,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,44,"['8,715', '']","['8,015', '']","['9,646', '']","['12,460', '']","['2,994', '']","['0', '']","['4,880', '']","['4,586', '']"
10133,r046,All institutions -> U. South Florida<sup>c</sup>,All institutions,U. South Florida<sup>c</sup>,2,45,"['10,880', '']","['10,327', '']","['9,935', '']","['12,202', '']","['168', '']","['2,299', '']","['9,735', '']","['0', '']"
10133,r047,"All institutions -> U. Hawaii, system office",All institutions,"U. Hawaii, system office",2,46,"['10,531', '']","['11,673', '']","['11,375', '']","['11,996', '']","['11,996', '']","['0', '']","['0', '']","['0', '']"
10133,r048,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,47,"['5,473', '']","['10,107', '']","['8,601', '']","['10,884', '']","['6,619', '']","['4,116', '']","['149', '']","['0', '']"
10133,r049,All institutions -> Florida International U.,All institutions,Florida International U.,2,48,"['7,987', '']","['9,463', '']","['9,569', '']","['10,615', '']","['2,334', '']","['241', '']","['8,040', '']","['0', '']"
10133,r050,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,49,"['7,883', '']","['8,178', '']","['7,740', '']","['10,240', '']","['0', '']","['1,389', '']","['7,591', '']","['1,260', '']"
10133,r051,All institutions -> U. Maine,All institutions,U. Maine,2,50,"['9,385', '']","['9,064', '']","['8,996', '']","['10,119', '']","['0', '']","['2,057', '']","['8,062', '']","['0', '']"
10133,r052,All institutions -> U. Florida,All institutions,U. Florida,2,51,"['9,497', '']","['8,484', '']","['8,334', '']","['9,729', '']","['0', '']","['7,278', '']","['2,451', '']","['0', '']"
10133,r053,All institutions -> U. Chicago,All institutions,U. Chicago,2,52,"['8,639', '']","['8,514', '']","['8,384', '']","['9,530', '']","['0', '']","['9,530', '']","['0', '']","['0', '']"
10133,r054,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,53,"['6,459', '']","['7,014', '']","['5,881', '']","['9,146', '']","['1,444', '']","['2,070', '']","['1,885', '']","['3,747', '']"
10133,r055,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,54,"['6,263', '']","['6,910', '']","['6,038', '']","['9,087', '']","['368', '']","['8,049', '']","['44', '']","['626', '']"
10133,r056,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,55,"['7,822', '']","['7,862', '']","['7,744', '']","['8,730', '']","['0', '']","['8,093', '']","['637', '']","['0', '']"
10133,r057,All institutions -> Florida State U.,All institutions,Florida State U.,2,56,"['8,123', '']","['8,871', '']","['7,904', '']","['8,711', '']","['1,246', '']","['1,846', '']","['4,806', '']","['813', '']"
10133,r058,All institutions -> U. of the Virgin Islands,All institutions,U. of the Virgin Islands,2,57,"['713', '']","['2,990', '']","['5,241', '']","['8,544', '']","['0', '']","['157', '']","['6,000', '']","['2,387', '']"
10133,r059,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,58,"['8,568', '']","['7,374', '']","['7,431', '']","['8,410', '']","['0', '']","['1,763', '']","['0', '']","['6,647', '']"
10133,r060,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,59,"['8,070', '']","['8,059', '']","['7,910', '']","['8,308', '']","['0', '']","['8,308', '']","['0', '']","['0', '']"
10133,r061,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,60,"['9,510', '']","['9,301', '']","['9,271', '']","['8,168', '']","['0', '']","['8,168', '']","['0', '']","['0', '']"
10133,r062,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,61,"['8,058', '']","['7,624', '']","['8,548', '']","['8,067', '']","['0', '']","['8,067', '']","['0', '']","['0', '']"
10133,r063,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,62,"['6,235', '']","['6,328', '']","['6,427', '']","['7,855', '']","['0', '']","['7,855', '']","['0', '']","['0', '']"
10133,r064,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,63,"['6,674', '']","['7,020', '']","['7,650', '']","['7,812', '']","['0', '']","['864', '']","['6,948', '']","['0', '']"
10133,r065,All institutions -> U. Maryland Center for Environmental Science,All institutions,U. Maryland Center for Environmental Science,2,64,"['8,301', '']","['8,462', '']","['7,217', '']","['7,586', '']","['0', '']","['154', '']","['7,393', '']","['39', '']"
10133,r066,All institutions -> U. Georgia,All institutions,U. Georgia,2,65,"['6,855', '']","['6,304', '']","['7,051', '']","['7,577', '']","['0', '']","['347', '']","['7,230', '']","['0', '']"
10133,r067,All institutions -> Boston C.,All institutions,Boston C.,2,66,"['3,209', '']","['3,871', '']","['5,459', '']","['7,552', '']","['6,235', '']","['1,317', '']","['0', '']","['0', '']"
10133,r068,All institutions -> Boston U.,All institutions,Boston U.,2,67,"['5,898', '']","['6,447', '']","['6,053', '']","['7,310', '']","['0', '']","['7,310', '']","['0', '']","['0', '']"
10133,r069,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,68,"['8,618', '']","['7,847', '']","['6,871', '']","['7,076', '']","['1,358', '']","['217', '']","['5,501', '']","['0', '']"
10133,r070,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,69,"['6,674', '']","['6,249', '']","['6,164', '']","['6,868', '']","['338', '']","['6,508', '']","['0', '']","['22', '']"
10133,r071,All institutions -> U. Guam,All institutions,U. Guam,2,70,"['2,620', '']","['2,585', '']","['5,001', '']","['6,841', '']","['0', '']","['418', '']","['6,259', '']","['164', '']"
10133,r072,All institutions -> U. Kansas,All institutions,U. Kansas,2,71,"['3,873', '']","['4,622', '']","['4,531', '']","['6,530', '']","['782', '']","['5,748', '']","['0', '']","['0', '']"
10133,r073,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,72,"['2,843', '']","['3,340', '']","['4,463', '']","['6,462', '']","['340', '']","['3,455', '']","['0', '']","['2,667', '']"
10133,r074,All institutions -> Washington State U.,All institutions,Washington State U.,2,73,"['4,767', '']","['5,323', '']","['5,103', '']","['6,455', '']","['0', '']","['785', '']","['0', '']","['5,670', '']"
10133,r075,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,74,"['4,945', '']","['5,329', '']","['5,255', '']","['6,246', '']","['0', '']","['0', '']","['5,936', '']","['310', '']"
10133,r076,All institutions -> Brown U.,All institutions,Brown U.,2,75,"['2,488', '']","['3,436', '']","['5,321', '']","['6,164', '']","['13', '']","['1,034', '']","['218', '']","['4,899', '']"
10133,r077,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,76,"['5,638', '']","['5,816', '']","['5,198', '']","['6,156', '']","['0', '']","['6,156', '']","['0', '']","['0', '']"
10133,r078,"All institutions -> U. Massachusetts, Dartmouth",All institutions,"U. Massachusetts, Dartmouth",2,77,"['2,297', '']","['2,680', '']","['4,040', '']","['6,132', '']","['0', '']","['0', '']","['6,132', '']","['0', '']"
10133,r079,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,78,"['4,237', '']","['4,821', '']","['4,764', '']","['6,008', '']","['0', '']","['2,275', '']","['0', '']","['3,733', '']"
10133,r080,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,79,"['5,967', '']","['5,419', '']","['4,965', '']","['5,897', '']","['4,834', '']","['1,063', '']","['0', '']","['0', '']"
10133,r081,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,80,"['5,192', '']","['5,000', '']","['5,585', '']","['5,869', '']","['0', '']","['5,869', '']","['0', '']","['0', '']"
10133,r082,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,81,"['6,728', '']","['6,953', '']","['6,809', '']","['5,828', '']","['5,600', '']","['228', '']","['0', '']","['0', '']"
10133,r083,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,82,"['6,216', '']","['6,489', '']","['5,685', '']","['5,813', '']","['0', '']","['5,813', '']","['0', '']","['0', '']"
10133,r084,All institutions -> Duke U.,All institutions,Duke U.,2,83,"['7,079', '']","['6,194', '']","['5,406', '']","['5,542', '']","['0', '']","['1,106', '']","['4,436', '']","['0', '']"
10133,r085,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,84,"['3,955', '']","['3,351', '']","['3,298', '']","['5,512', '']","['0', '']","['5,512', '']","['0', '']","['0', '']"
10133,r086,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,85,"['3,042', '']","['4,079', '']","['3,938', '']","['5,251', '']","['5,251', '']","['0', '']","['0', '']","['0', '']"
10133,r087,All institutions -> U. Oregon,All institutions,U. Oregon,2,86,"['4,038', '']","['5,073', '']","['5,371', '']","['5,204', '']","['0', '']","['4,683', '']","['521', '']","['0', '']"
10133,r088,All institutions -> Cornell U.,All institutions,Cornell U.,2,87,"['4,796', '']","['6,428', '']","['4,852', '']","['5,066', '']","['22', '']","['4,921', '']","['123', '']","['0', '']"
10133,r089,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,88,"['3,896', '']","['4,059', '']","['3,582', '']","['4,842', '']","['0', '']","['0', '']","['0', '']","['4,842', '']"
10133,r090,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,89,"['4,981', '']","['4,424', '']","['3,708', '']","['4,590', '']","['0', '']","['4,411', '']","['0', '']","['179', '']"
10133,r091,All institutions -> Nova Southeastern U.,All institutions,Nova Southeastern U.,2,90,"['3,515', '']","['5,381', '']","['5,135', '']","['4,514', '']","['0', '']","['0', '']","['4,514', '']","['0', '']"
10133,r092,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,91,"['5,268', '']","['6,300', '']","['6,195', '']","['4,481', '']","['1,507', '']","['195', '']","['2,524', '']","['255', '']"
10133,r093,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,92,"['6,805', '']","['5,975', '']","['4,968', '']","['4,468', '']","['183', '']","['2,888', '']","['7', '']","['1,390', '']"
10133,r094,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,93,"['4,273', '']","['3,609', '']","['3,075', '']","['4,463', '']","['287', '']","['541', '']","['2,559', '']","['1,076', '']"
10133,r095,"All institutions -> U. Alaska, Anchorage",All institutions,"U. Alaska, Anchorage",2,94,"['4,476', '']","['6,432', '']","['4,761', '']","['4,424', '']","['322', '']","['2,717', '']","['1,385', '']","['0', '']"
10133,r096,"All institutions -> U. Puerto Rico, Mayaguez",All institutions,"U. Puerto Rico, Mayaguez",2,95,"['3,975', '']","['3,896', '']","['2,014', '']","['3,870', '']","['0', '']","['627', '']","['2,743', '']","['500', '']"
10133,r097,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,96,"['3,056', '']","['3,730', '']","['2,794', '']","['3,816', '']","['3,609', '']","['207', '']","['0', '']","['0', '']"
10133,r098,"All institutions -> U. Maryland, Eastern Shore",All institutions,"U. Maryland, Eastern Shore",2,97,"['4,369', '']","['3,454', '']","['4,182', '']","['3,743', '']","['0', '']","['0', '']","['3,743', '']","['0', '']"
10133,r099,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,98,"['4,100', '']","['4,026', '']","['3,893', '']","['3,697', '']","['0', '']","['3,697', '']","['0', '']","['0', '']"
10133,r100,All institutions -> U. Houston,All institutions,U. Houston,2,99,"['2,213', '']","['2,948', '']","['3,418', '']","['3,403', '']","['3,403', '']","['0', '']","['0', '']","['0', '']"
10133,r101,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,100,"['4,215', '']","['3,123', '']","['3,609', '']","['3,353', '']","['0', '']","['2,719', '']","['0', '']","['634', '']"
10133,r102,All institutions -> Rice U.,All institutions,Rice U.,2,101,"['1,929', '']","['2,747', '']","['2,546', '']","['3,342', '']","['0', '']","['3,342', '']","['0', '']","['0', '']"
10133,r103,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,102,"['3,009', '']","['2,460', '']","['3,326', '']","['3,266', '']","['0', '']","['3,266', '']","['0', '']","['0', '']"
10133,r104,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,103,"['983', '']","['3,889', '']","['3,288', '']","['3,255', '']","['0', '']","['0', '']","['3,255', '']","['0', '']"
10133,r105,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,104,"['2,797', '']","['3,870', '']","['3,286', '']","['3,216', '']","['10', '']","['779', '']","['0', '']","['2,427', '']"
10133,r106,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,105,"['3,174', '']","['2,235', '']","['2,358', '']","['3,160', '']","['0', '']","['1,128', '']","['2,032', '']","['0', '']"
10133,r107,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,106,"['1,630', '']","['1,602', '']","['2,420', '']","['3,155', '']","['1,293', '']","['1,365', '']","['0', '']","['497', '']"
10133,r108,"All institutions -> U. Washington, Tacoma",All institutions,"U. Washington, Tacoma",2,107,"['1,443', '']","['1,861', '']","['2,290', '']","['3,103', '']","['0', '']","['0', '']","['3,103', '']","['0', '']"
10133,r109,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,108,"['2,967', '']","['3,195', '']","['3,391', '']","['3,072', '']","['0', '']","['1,532', '']","['1,540', '']","['0', '']"
10133,r110,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,109,"['2,286', '']","['2,537', '']","['2,325', '']","['3,066', '']","['0', '']","['3,066', '']","['0', '']","['0', '']"
10133,r111,All institutions -> U. Idaho,All institutions,U. Idaho,2,110,"['2,451', '']","['1,662', '']","['1,924', '']","['3,065', '']","['97', '']","['2,899', '']","['0', '']","['69', '']"
10133,r112,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,111,"['1,776', '']","['2,890', '']","['2,725', '']","['3,061', '']","['0', '']","['3,061', '']","['0', '']","['0', '']"
10133,r113,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,112,"['2,983', '']","['2,792', '']","['3,071', '']","['3,028', '']","['0', '']","['3,028', '']","['0', '']","['0', '']"
10133,r114,All institutions -> Tulane U.,All institutions,Tulane U.,2,113,"['1,478', '']","['1,796', '']","['2,074', '']","['2,954', '']","['0', '']","['2,954', '']","['0', '']","['0', '']"
10133,r115,All institutions -> U. Vermont,All institutions,U. Vermont,2,114,"['606', '']","['1,471', '']","['1,824', '']","['2,946', '']","['1,551', '']","['1,395', '']","['0', '']","['0', '']"
10133,r116,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,115,"['6,255', '']","['6,352', '']","['1,749', '']","['2,844', '']","['0', '']","['2,728', '']","['0', '']","['116', '']"
10133,r117,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,116,"['617', '']","['991', '']","['2,037', '']","['2,814', '']","['0', '']","['742', '']","['0', '']","['2,072', '']"
10133,r118,All institutions -> Yale U.,All institutions,Yale U.,2,117,"['3,053', '']","['2,704', '']","['2,553', '']","['2,789', '']","['0', '']","['2,789', '']","['0', '']","['0', '']"
10133,r119,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,118,"['1,903', '']","['1,862', '']","['2,323', '']","['2,767', '']","['802', '']","['2', '']","['1,963', '']","['0', '']"
10133,r120,All institutions -> Texas State U.,All institutions,Texas State U.,2,119,"['3,137', '']","['2,870', '']","['2,168', '']","['2,759', '']","['12', '']","['1,521', '']","['0', '']","['1,226', '']"
10133,r121,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,120,"['1,654', '']","['1,768', '']","['1,498', '']","['2,753', '']","['2,753', '']","['0', '']","['0', '']","['0', '']"
10133,r122,All institutions -> U. Toledo,All institutions,U. Toledo,2,121,"['3,474', '']","['3,227', '']","['3,371', '']","['2,642', '']","['0', '']","['2,642', '']","['0', '']","['0', '']"
10133,r123,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,122,"['1,499', '']","['2,048', '']","['1,883', '']","['2,641', '']","['0', '']","['183', '']","['2,458', '']","['0', '']"
10133,r124,All institutions -> Hampton U.,All institutions,Hampton U.,2,123,"['3,779', '']","['3,454', '']","['2,881', '']","['2,576', '']","['1,710', '']","['0', '']","['864', '']","['2', '']"
10133,r125,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,124,"['4,021', '']","['2,803', '']","['2,117', '']","['2,553', '']","['0', '']","['2,553', '']","['0', '']","['0', '']"
10133,r126,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,125,"['2,543', '']","['3,541', '']","['3,096', '']","['2,540', '']","['209', '']","['2,311', '']","['0', '']","['20', '']"
10133,r127,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,126,"['2,251', '']","['1,619', '']","['1,732', '']","['2,538', '']","['98', '']","['2,422', '']","['0', '']","['18', '']"
10133,r128,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,127,"['851', '']","['1,051', '']","['1,198', '']","['2,494', '']","['0', '']","['796', '']","['1,698', '']","['0', '']"
10133,r129,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,128,"['1,391', '']","['1,783', '']","['1,948', '']","['2,364', '']","['239', '']","['400', '']","['12', '']","['1,713', '']"
