table_id,row_id,_b_department_b_full_path,_b_department_b_level_1,_b_department_b_level_2,_b_department_b_level_3,_b_department_b_hierarchy_depth,field_explanatory_information
10329,r013, -> Federal Grain Inspection Service,,Federal Grain Inspection Service,,2,"The Federal Grain Inspection Service was abolished on 20 October 1994, and the Grain Inspection, Packers, and Stockyards Administration assumed its functions."
10329,r014, -> Foreign Agricultural Service,,Foreign Agricultural Service,,2,The Office of International Cooperation and Development became part of the Foreign Agricultural Service (FAS) in June 1994. Data reported for FAS include funds appropriated to International Cooperation and Development programs within FAS as of FY 1994.
10329,r015," -> Grain Inspection, Packers, and Stockyards Administration",,"Grain Inspection, Packers, and Stockyards Administration",,2,"The Federal Grain Inspection Service was abolished on 20 October 1994, and the Grain Inspection, Packers, and Stockyards Administration (GIPSA) assumed its functions."
10329,r016,,,,,1,"GIPSA was reorganized and absorbed in the Agricultural Marketing Service in September 2017; GIPSA funding for FY 2017 declined because GIPSA R&D projects were closed out. GIPSA was eliminated as a standalone agency as of 14 November 2017, so no funding was reported for FY 2018."
10329,r017, -> Human Nutrition Information Service,,Human Nutrition Information Service,,2,The Human Nutrition Information Service merged with the Agricultural Research Service on 20 February 1994.
10329,r018, -> National Institute of Food and Agriculture,,National Institute of Food and Agriculture,,2,"The National Institute of Food and Agriculture was created through the Food, Conservation, and Energy Act of 2008 and replaced the former Cooperative State Research, Education, and Extension Service."
10329,r019, -> Natural Resources Conservation Service,,Natural Resources Conservation Service,,2,"The Soil Conservation Service became part of the Department of Agriculture in 1990; it was renamed the Natural Resources Conservation Service (NRCS) in 1994. NRCS started reporting for volume 71 (FYs 2021–22) because the Survey of Federal Science and Engineering Support to Universities, Colleges, and Nonprofit Institutions (Federal S&E Support Survey) was integrated as a module in volume 71 of the Survey of Federal Funds for R&D. NRCS continued to have no R&D data to report but did have S&E obligations to report in the module of the Federal S&E Support Survey module."
10329,r020, -> Office of International Cooperation and Development,,Office of International Cooperation and Development,,2,The Office of International Cooperation and Development became part of the Foreign Agricultural Service (FAS) in June 1994. Data reported for FAS include funds appropriated to International Cooperation and Development programs within FAS as of FY 1994.
10329,r021, -> Office of Transportation,,Office of Transportation,,2,Data reported for the Agricultural Marketing Service include funds for the Office of Transportation beginning in 1989.
10329,r022, -> Rural Business-Cooperative Service,,Rural Business-Cooperative Service,,2,This agency's name changed from the Rural Business and Cooperative Development Service to the Rural Business-Cooperative Service on 30 January 1996.
10329,r023,Department of Commerce,Department of Commerce,,,1,
10329,r024,Department of Commerce -> Maritime Administration,Department of Commerce,Maritime Administration,,2,"In 1981, the Maritime Administration moved from the Department of Commerce to the Department of Transportation."
10329,r025,,,,,1,The Maritime Administration resumed reporting for volume 71 (FYs 2021–22). It had last reported for volume 30 (FYs 1980–82).
10329,r026, -> National Fire Prevention and Control Administration,,National Fire Prevention and Control Administration,,2,Functions for the National Fire Prevention and Control Administration transferred from the Department of Commerce to the Federal Emergency Management Agency as of 1 April 1979.
10329,r027,Department of Defense,Department of Defense,,,1,"Since volume 40, the Department of Defense (DOD) has reported research obligations and development obligations separately. Tables reporting obligations for research, by state and performer, and obligations for development, by state and performer, were specifically created for DOD. Circumstances specific to DOD are (1) DOD funds the preponderance of federal development and (2) DOD development funded at institutions of higher education is typically performed at university-affiliated nonacademic laboratories, which are separate from universities’ academic departments, where university research is typically performed."
10329,r028,,,,,1,"During the volume 44 survey cycle, the Director for Defense Research and Engineering (DDR&E) at DOD requested that the National Science Foundation (NSF) further clarify the true character of DOD’s R&D program, particularly as it compares with other federal agencies, by adding more detail to development obligations reported by DOD respondents. Specifically, DOD requested that NSF allow DOD agencies to report development obligations in two separate categories: advanced technology development and major systems development. An excerpt from a letter written by Robert V. Tuohy, Chief, Program Analysis and Integration at DDR&E, to John E. Jankowski, Program Director, Research and Development Statistics Program, Division of Science Resources Statistics, NSF, explains the reasoning behind the DDR&E request: ""The DOD’s R&D program is divided into two major pieces, Science and Technology (S&T) and Major Systems Development. The other federal agencies’ entire R&D programs are equivalent in nature to DOD’s S&T program, with the exception of the Department of Energy and possibly the National Aeronautics and Space Administration. Comparing those other agency programs to DOD’s program, including the development of weapons systems such as F-22 Fighter and the New Attack Submarine, is misleading."""
10329,r029,,,,,1,"Not all DOD agencies with development obligations are able to categorize them according to the advanced technology and major systems development breakdown. Therefore, in the volume 46 (FYs 1996–98) survey cycle, total DOD development does not equal the sum of total DOD advanced technology development and total DOD major systems development."
10329,r030,,,,,1,"Beginning with volume 54 (FYs 2004–06), DOD now requires its reporting agencies to adhere to DOD control numbers when providing data to the Survey of Federal Funds for Research and Development."
10329,r031,,,,,1,"Starting with volume 61 (FYs 2011–13), DOD subagencies other than the Defense Advanced Research Projects Agency were reported as an aggregate total under other defense agencies to enable complete reporting of DOD R&D (both unclassified and classified). Consequently, DOD began reporting additional classified R&D not previously reported by its subagencies."
10329,r032,,,,,1,"Starting with volume 62 (FYs 2012–14), an ""undistributed"" category was added to the geographic location tables for DOD obligations for which the location of performance is not reported. It includes DOD obligations for industry R&D that were included in individual state totals prior to FY 2012 and DOD obligations for other performers that were not reported prior to FY 2011. This change was applied retroactively to FY 2011 data."
10329,r033,,,,,1,"Beginning with FY 2016, the totals reported for development outlays represent a refinement to this category by more narrowly defining it to be “experimental development.” Most notably, totals for development do not include the DOD Budget Activity 7 (Operational Systems Development) outlays. Those funds, previously included in DOD’s development outlay totals, support the development efforts to upgrade systems that have been fielded or have received approval for full rate production and anticipate production funding in the current or subsequent fiscal year. Therefore, the data are not directly comparable with totals reported in previous years."
10329,r034,,,,,1,"As of volume 66 (FYs 2016–17), the definition of major systems development was changed to represent DOD Budget Activities 4 through 6 instead of Budget Activities 4 through 7."
10329,r035,,,,,1,Funding for DOD's Operational Systems Development (Budget Activity 7) was first reported as a separate category for volume 66 (FYs 2016–17).
10329,r036,Defense Agencies,Defense Agencies,,,1,
10329,r037,Defense Agencies -> Chemical and Biological Defense,Defense Agencies,Chemical and Biological Defense,,2,"Before FY 2000, R&D of Chemical and Biological Defense was reported with the Washington Headquarters Services."
10329,r038,,,,,1,"Beginning with volume 61 (FYs 2011–13), agency totals are included in the category Other defense agencies."
10329,r039, -> Defense Advanced Research Projects Agency,,Defense Advanced Research Projects Agency,,2,"This agency's name changed to the Advanced Research Projects Agency on 13 July 1993, and it was changed back to Defense Advanced Research Projects Agency in February 1996."
10329,r040, -> Defense Business Transformation Agency,,Defense Business Transformation Agency,,2,The Defense Business Transformation Agency was established on 7 October 2005.
10329,r041, -> ,,,,2,"Beginning with volume 61 (FYs 2011–13), agency totals are included in the category Other defense agencies."
10329,r042, -> Defense Contract Management Agency,,Defense Contract Management Agency,,2,"Beginning with volume 61 (FYs 2011–13), agency totals are included in the category Other defense agencies."
10329,r043, -> Defense Health Agency,,Defense Health Agency,,2,"Beginning with volume 70 (FYs 2020–21), Defense Health Agency began reporting as a separate agency under the Department of Defense."
10329,r044, -> Defense Information Systems Agency,,Defense Information Systems Agency,,2,"Data reported for the Defense Information Systems Agency included data for the Defense Technical Information Center (DTIC) until FY 2006, when DTIC became a separate field activity."
10329,r045,,,,,1,"Beginning with volume 61 (FYs 2011–13), agency totals are included in the category Other defense agencies."
10329,r046, -> Defense Logistics Agency,,Defense Logistics Agency,,2,"Beginning with volume 61 (FYs 2011–13), agency totals are included in the category Other defense agencies."
10329,r047, -> Defense Security Cooperation Agency,,Defense Security Cooperation Agency,,2,"Beginning with volume 61 (FYs 2011–13), agency totals are included in the category Other defense agencies."
10329,r048, -> Defense Special Weapons Agency,,Defense Special Weapons Agency,,2,The Defense Nuclear Agency was renamed the Defense Special Weapons Agency (DSWA) in 1996 as a result of a new charter and an expanded mission.
10329,r049,,,,,1,"The Defense Threat Reduction Agency (DTRA) was established on 1 October 1998. DTRA was formed through a merger of elements of the Office of the Secretary of Defense staff, the Defense Technology Security Administration, DSWA, and the On-Site Inspection Agency."
10329,r050, -> Defense Technical Information Center,,Defense Technical Information Center,,2,"In FY 2006, the Defense Technical Information Center became a separate field activity; in prior years, these data were reported as part of the Defense Information Systems Agency."
10329,r051,,,,,1,"Beginning with volume 61 (FYs 2011–13), agency totals are included in the category Other defense agencies."
10329,r052, -> Defense Threat Reduction Agency,,Defense Threat Reduction Agency,,2,"The Defense Threat Reduction Agency (DTRA) was established on 1 October 1998. DTRA was formed through a merger of elements of the Office of the Secretary of Defense staff, the Defense Technology Security Administration, the Defense Special Weapons Agency, and the On-Site Inspection Agency."
10329,r053,,,,,1,"Beginning with volume 61 (FYs 2011–13), agency totals are included in the category Other defense agencies."
10329,r054, -> Joint Staff,,Joint Staff,,2,The name of this agency changed from Joint Chiefs of Staff to Joint Staff in FY 1986.
10329,r055,,,,,1,"Beginning with volume 61 (FYs 2011–13), agency totals are included in the category Other defense agencies."
10329,r056, -> Missile Defense Agency,,Missile Defense Agency,,2,"Beginning with volume 61 (FYs 2011–13), agency totals are included in the category Other defense agencies."
10329,r057, -> National Imagery and Mapping Agency,,National Imagery and Mapping Agency,,2,The Defense Mapping Agency merged with the newly created National Imagery and Mapping Agency on 1 October 1996.
10329,r058, -> Office of the Secretary of Defense,,Office of the Secretary of Defense,,2,"In FY 2006, the Washington Headquarters Service was renamed the Office of the Secretary of Defense (OSD)."
10329,r059,,,,,1,"Beginning with volume 61 (FYs 2011–13), excepting the Defense Advanced Research Projects Agency, OSD began reporting for the agencies that had been presented under Department of Defense agencies and activities and Operational Test and Evaluation, Director. These are now reported under Other defense agencies."
10329,r060, -> Other  defense agencies,,Other  defense agencies,,2,"Beginning in FY 2011, Other defense agencies displays aggregated data of Department of Defense subagencies engaged in classified R&D projects."
10329,r061, -> Special Operations Command,,Special Operations Command,,2,"Beginning with volume 61 (FYs 2011–13), agency totals are included in the category Other defense agencies."
10329,r062, -> Uniformed Services University of the Health Sciences,,Uniformed Services University of the Health Sciences,,2,Data for the Uniformed Services University of the Health Sciences are included with the Washington Headquarters Services' submission as of volume 45 (FYs 1995–97).
10329,r063, -> Washington Headquarters Services,,Washington Headquarters Services,,2,Data for the Uniformed Services University of the Health Sciences are included with the Washington Headquarters Services' (WHS's) submission as of volume 45 (FYs 1995–97).
10329,r064,,,,,1,"Public Law No. 103-160, Section 1703, made the Office of the Secretary of Defense (OSD) responsible for the Chemical and Biological Defense Program (CBDP). Section 1701 required the creation of CBDP research, development, test, and evaluation program elements be established in the President's Budget for FYs 1996–97. Data for these new program elements are included in the Survey of Federal Funds for Research and Development as of volume 46 (FYs 1996–98). Since FY 2000, R&D of Chemical and Biological Defense has been reported separately from the WHS."
10329,r065,,,,,1,WHS's basic research data were revised in volume 47 (FYs 1997–99) to reflect changes that were not incorporated in volume 46 (FYs 1996–98).
10329,r066,,,,,1,"In FY 2006, WHS was renamed OSD."
10329,r067, -> Defense Civil Preparedness Agency,,Defense Civil Preparedness Agency,,2,Functions for the Defense Civil Preparedness Agency transferred from the Department of Defense to the Federal Emergency Management Agency on 20 July 1979.
10329,r068, -> Department of the Air Force,,Department of the Air Force,,2,"Beginning in FY 2000, Air Force did not report Budget Activity 6.7 Operational Systems Development data because the agency misunderstood the reporting requirements. During the volume 57 data collection cycle, Air Force edited prior-year data for FYs 2000–07 to include Budget Activity 6.7 Operational Systems Development data. These data revisions were derived from FY 2007 distribution percentages that were then applied backward to revise data for FYs 2000–06."
10329,r069,,,,,1,"Beginning in FY 2011, the Air Force stopped reporting classified R&D projects by location and started reporting them as undistributed."
10329,r070,,,,,1,"Space Command stopped reporting as part of the Department of the Air Force after volume 69 (FYs 2019–20); it was replaced by the Space Force, which is now an independent service within the Department of Defense."
10329,r071, -> Department of the Army,,Department of the Army,,2,
10329,r072, -> Department of the Army -> Civil Functions,,Department of the Army,Civil Functions,3,"The Department of the Army (DA), Civil Functions (Corps of Engineers), development activities are appropriated by the Energy and Water Development and Related Agencies Appropriations Act and therefore cannot be categorized according to the advanced technology and major systems development breakdown. For accounting purposes, the funds are shown in the advanced technology total for DA."
10329,r073," -> Operational Test and Evaluation, Director",,"Operational Test and Evaluation, Director",,2,"On 7 June 1999, the Secretary of Defense approved the disestablishment of the Office of the Director, Test, Systems Engineering and Evaluation. As a result of the restructure, the Director, Operational Test and Evaluation, assumed management responsibility for the Central Test and Evaluation Investment Program and the Test and Evaluation Program, excluding the Joint Test and Evaluation Program."
10329,r074, -> Other defense agencies,,Other defense agencies,,2,"Beginning with volume 61 (FYs 2011–13), Other defense agencies displays aggregated data of Department of Defense (DOD) subagencies engaged in classified R&D projects. DOD does not report the location of performance for these projects; rather they report these obligations as undistributed."
10329,r075, -> Space Force,,Space Force,,2,"Founded 20 December 2019 as an independent service, the Space Force began reporting for volume 70 (FYs 2020–21)."
10329,r076," -> Test and Evaluation, Deputy under Secretary of Defense",,"Test and Evaluation, Deputy under Secretary of Defense",,2,"On 7 June 1999, the Secretary of Defense approved the disestablishment of the Office of the Director, Test, Systems Engineering and Evaluation. As a result of the restructure, the Director, Operational Test and Evaluation, assumed management responsibility for the Central Test and Evaluation Investment Program and the Test and Evaluation Program, excluding the Joint Test and Evaluation Program."
10329,r077,,,,,1,"Beginning with volume 61 (FYs 2011–13), agency totals are included in Other defense agencies."
10329,r078,Department of Education,Department of Education,,,1,"Several programs that serve older adults and people with disabilities were transferred from other agencies to the Department of Health and Human Services' Administration for Community Living, including a number of programs from the Department of Education due to the 2014 Workforce Innovation and Opportunities Act."
10329,r079,Department of Energy,Department of Energy,,,1,"In January 1996, the Bureau of Mines was abolished, and some of its activities were transferred to the Bureau of Land Management, the Geological Survey, and the Department of Energy."
10329,r080,Department of Energy -> Advanced Research Projects Agency-Energy,Department of Energy,Advanced Research Projects Agency-Energy,,2,"In FY 2007, the president signed the America Creating Opportunities to Meaningfully Promote Excellence in Technology, Education, and Science Act (America COMPETES), which authorized the creation of the Advanced Research Projects Agency-Energy. In FY 2009, Congress appropriated $400 million to fund the agency's first projects."
10329,r081,Department of Energy -> Bonneville Power Administration,Department of Energy,Bonneville Power Administration,,2,"In FY 1982, the Bonneville Power Administration (BPA) became part of the Department of Energy."
10329,r082,,,,,1,BPA ceased to be a respondent as of the volume 68 (FYs 2018–19) data collection cycle.
10329,r083, -> Energy Delivery and Energy Reliability,,Energy Delivery and Energy Reliability,,2,"In March 2003, the Department of Energy (DOE) created the Office of Electric Transmission and Distribution and the Office of Energy Assurance. In 2005, both offices and elements of the DOE Office of Fossil Energy were merged into the new Office of Electricity Delivery and Energy Reliability."
10329,r084," -> Office of Cybersecurity, Energy Security, and Emergency Response",,"Office of Cybersecurity, Energy Security, and Emergency Response",,2,"In March 2018, the Department of Energy (DOE) created the Office of Cybersecurity, Energy Security, and Emergency Response. Data were first collected on vol. 68 with estimated R&D obligations for FY 2019."
10329,r085,Department of Health and Human Services,Department of Health and Human Services,,,1,
10329,r086,Department of Health and Human Services -> Administration on Aging,Department of Health and Human Services,Administration on Aging,,2,"In FY 1991, Human Development Services was replaced by the Administration for Children and Families (ACF) and by the Administration on Aging (AOA). Since FY 1992, data shown for ACF have been separate from obligations for AOA."
10329,r087,,,,,1,"In FY 2012, AOA was transferred to the Administration for Community Living."
10329,r088, -> Administration for Children and Families,,Administration for Children and Families,,2,Obligations reported for the Administration for Children and Families (ACF) may be incomplete for FY 1992 due to unavailability of data.
10329,r089,,,,,1,"In FY 1991, Human Development Services was replaced by ACF and by the Administration on Aging (AOA). Since FY 1992, data shown for ACF have been separate from obligations for AOA."
10329,r090, -> Administration for Community Living,,Administration for Community Living,,2,"The Administration for Community Living (ACL) began reporting in FY 2015, replacing the Administration on Aging, which was transferred to ACL when ACL was established on 18 April 2012. Several programs that serve older adults and people with disabilities were transferred from other agencies to ACL, including a number of programs from the Department of Education due to the 2014 Workforce Innovation and Opportunities Act. "
10329,r091,,,,,1,"Prior to FY 2012, data reported for the ACL was for the Administration on Aging."
10329,r092, -> Agency for Healthcare Research and Quality,,Agency for Healthcare Research and Quality,,2,"In FY 1991, the Agency for Health Care Policy and Research (AHCPR) became separate from the Office of the Assistant Secretary for Health."
10329,r093,,,,,1,"AHCPR was renamed the Agency for Healthcare Research and Quality as stated in the Healthcare Research and Quality Act of 1999, signed by the president on 6 December 1999."
10329,r094, -> Agency for Toxic Substances and Disease Registry,,Agency for Toxic Substances and Disease Registry,,2,"Prior to FY 2000, data reported for the Environmental Protection Agency include R&D data for the Agency for Toxic Substances and Disease Registry."
10329,r095," -> Alcohol, Drug Abuse, and Mental Health Administration",,"Alcohol, Drug Abuse, and Mental Health Administration",,2,"Due to reorganization within the Department of Health and Human Services, the Alcohol, Drug Abuse, and Mental Health Administration ceased to exist as of October 1992, and its R&D functions are reported with National Institutes of Health data beginning with FY 1992. However, research support for some fields (such as psychology) in FY 1992 seems to be underreported."
10329,r096, -> Biomedical Advanced Research and Development Authority,,Biomedical Advanced Research and Development Authority,,2,"The Biomedical Advanced Research and Development Authority began reporting for volume 69 (FYs 2019–20). It could not submit any geographical data for FY 2019, so its data were reported as undistributed on the state tables."
10329,r097, -> Centers for Medicare and Medicaid Services,,Centers for Medicare and Medicaid Services,,2,The Health Care Financing Administration became the Centers for Medicare and Medicaid Services (CMS) as of 1 July 2001.
10329,r098,,,,,1,"Starting with volume 68 (FYs 2018–19), CMS funding was reported by the CMS Office of Financial Management at an agency-wide level instead of by the CMS Center for Medicare and Medicaid Innovation and its R&D group, the Office of Research, Development, and Information, which used to report at a component level."
10329,r099, -> Health Care Financing Administration,,Health Care Financing Administration,,2,The Health Care Financing Administration became the Centers for Medicare and Medicaid Services as of 1 July 2001.
10329,r100, -> Human Development Services,,Human Development Services,,2,"In FY 1991, Human Development Services was replaced by the Administration for Children and Families (ACF) and by the Administration on Aging (AOA). Since FY 1992, data shown for ACF have been separate from obligations for AOA."
10329,r101, -> National Institutes of Health,,National Institutes of Health,,2,"Due to reorganization within the Department of Health and Human Services, the Alcohol, Drug Abuse, and Mental Health Administration ceased to exist as of October 1992, and its R&D functions have been reported with National Institutes of Health (NIH) data since FY 1992. However, research support for some fields (such as psychology) in FY 1992 seems to be underreported."
10329,r102,,,,,1,"In FY 2000, NIH reclassified as research the activities that it had previously classified as development; NIH data for FY 2000 forward reflect this change. For more information on the classification changes at the National Aeronautics and Space Administration and NIH, refer to Classification Revisions Reduce Reported Federal Development Obligations (InfoBrief NSF 02-309), February 2002, available at https://www.nsf.gov/statistics/nsf02309/."
10329,r103,,,,,1,"NIH revised its financial database; beginning with FY 2004, NIH records no longer contain information on the field of science and engineering. Data for FY 2004 and later years are not directly comparable with data for FY 2003 and earlier years."
10329,r104, -> Office of the Assistant Secretary for Health,,Office of the Assistant Secretary for Health,,2,"In FY 1991, the Agency for Health Care Policy and Research became separate from the Office of the Assistant Secretary for Health (ASH)."
10329,r105,,,,,1,"ASH merged with the Office of the Secretary of Health and Human Services (OS) as of FY 1996. The merger created a new role for the Assistant Secretary for Health who became head of the Office of Public Health and Science, a new division within OS."
10329,r106, -> Office of the Secretary of Health and Human Services,,Office of the Secretary of Health and Human Services,,2,"The Office of the Assistant Secretary for Health merged with the Office of the Secretary of Health and Human Services (OS) as of FY 1996. The merger created a new role for the Assistant Secretary for Health who became head of the Office of Public Health and Science, a new division within OS."
10329,r107, -> Office of Public Health and Science,,Office of Public Health and Science,,2,"The Office of the Assistant Secretary for Health merged with the Office of the Secretary of Health and Human Services (OS) as of FY 1996. The merger created a new role for the Assistant Secretary for Health who became head of the Office of Public Health and Science, a new division within OS."
10329,r108, -> Social Security Administration,,Social Security Administration,,2,"Effective 31 March 1995, the Social Security Administration became an independent agency; it is no longer part of the Department of Health and Human Services."
10329,r109, -> Substance Abuse and Mental Health Services Administration,,Substance Abuse and Mental Health Services Administration,,2,"In FY 2003, the Substance Abuse and Mental Health Services Administration (SAMHSA) reclassified some of its funding categories as non-R&D that were considered R&D in prior years."
10329,r110,,,,,1,Data for FYs 2003–06 from SAMHSA are estimates based on SAMHSA's obligations by program activity budget and previously reported funding for development.
10329,r111,Department of Homeland Security,Department of Homeland Security,,,1,"On 25 November 2002, the president signed the Homeland Security Act of 2002, establishing the Department of Homeland Security (DHS). DHS includes the R&D activities previously reported by the Coast Guard, the Federal Emergency Management Agency, the Science and Technology Directorate, the Secret Service, and the Transportation Security Administration."
10329,r112,Department of Homeland Security -> Countering Weapons of Mass Destruction Office,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,2,"The Countering Weapons of Mass Destruction (CWMD) Office was established on 7 December 2017. CWMD consolidated primarily the Domestic Nuclear Detection Office (DNDO) and a majority of the Office of Health Affairs, as well as other DHS elements. Prior to FY 2018, data reported for the CWMD would have been under the DNDO."
10329,r113,Department of Homeland Security -> Domestic Nuclear Detection Office,Department of Homeland Security,Domestic Nuclear Detection Office,,2,The Domestic Nuclear Detection Office (DNDO) began reporting for FY 2014. It was consolidated under the Countering Weapons of Mass Destruction (CWMD) Office in December 2017. All of its funding is reported under the CWMD.
10329,r114,Department of Homeland Security -> Science and Technology Directorate,Department of Homeland Security,Science and Technology Directorate,,2,"The Transportation Security Laboratory (TSL) initially existed under the Transportation Security Administration (TSA) of the Department of Homeland Security (DHS), but in the 2005 DHS reorganization, TSL was moved from TSA to the Science and Technology Directorate."
10329,r115,,,,,1,"During the volume 67 (FYs 2017–18) data collection, the Science and Technology Directorate revised its FY 2016 data."
10329,r116, -> Secret Service,,Secret Service,,2,"The Secret Service, which did not report data between FY 2009 and FY 2017, resumed reporting for volume 68 (FYs 2018–19)."
10329,r117, -> Transportation Security Administration,,Transportation Security Administration,,2,"The Transportation Security Administration, which did not report data between FY 2010 and FY 2017, resumed reporting for volume 68 (FYs 2018–19)."
10329,r118,Department of the Interior,Department of the Interior,,,1,
10329,r119,Department of the Interior -> Bonneville Power Administration,Department of the Interior,Bonneville Power Administration,,2,"In FY 1982, the Bonneville Power Administration became part of the Department of Energy."
10329,r120,Department of the Interior -> Bureau of Land Management,Department of the Interior,Bureau of Land Management,,2,"In January 1996, the Bureau of Mines was abolished, and some of its activities were transferred to the Bureau of Land Management (BLM), the Geological Survey, and the Department of Energy."
10329,r121,,,,,1,"BLM, which did not report data between FY 1999 and FY 2014, resumed reporting for volume 65 (FYs 2015–17)."
10329,r122, -> Bureau of Mines,,Bureau of Mines,,2,"In January 1996, the Bureau of Mines was abolished, and some of its activities were transferred to the Bureau of Land Management, the Geological Survey, and the Department of Energy."
10329,r123, -> Bureau of Ocean Energy Management,,Bureau of Ocean Energy Management,,2,"The Bureau of Ocean Energy Management, Regulation and Enforcement was split into the Bureau of Ocean Energy Management and the Bureau of Safety and Environmental Enforcement in FY 2012."
10329,r124," -> Bureau of Ocean Energy Management, Regulation, and Enforcement",,"Bureau of Ocean Energy Management, Regulation, and Enforcement",,2,"On 19 May 2010, the Minerals Management Service was renamed the Bureau of Ocean Energy Management, Regulation, and Enforcement (BOEMRE)."
10329,r125,,,,,1,BOEMRE was split into the Bureau of Ocean Energy Management and the Bureau of Safety and Environmental Enforcement in FY 2012.
10329,r126, -> Bureau of Safety and Environmental Enforcement,,Bureau of Safety and Environmental Enforcement,,2,"The Bureau of Ocean Energy Management, Regulation and Enforcement was split into the Bureau of Ocean Energy Management and the Bureau of Safety and Environmental Enforcement in FY 2012."
10329,r127, -> Fish and Wildlife Service,,Fish and Wildlife Service,,2,"The name of the National Biological Survey changed to the National Biological Service (NBS) on 5 January 1995. Since FY 1994, the NBS has performed all biological research activities formerly funded by the Fish and Wildlife Service (FWS) and the National Park Service."
10329,r128,,,,,1,"FWS, which did not report data between FY 1999 and FY 2014, resumed reporting for volume 65 (FYs 2015–17)."
10329,r129, -> Geological Survey,,Geological Survey,,2,The Office of Water Research and Technology has been combined with the Geological Survey (USGS) since 1985.
10329,r130,,,,,1,"Funding for the National Biological Service (NBS) comes from the USGS congressional appropriation. Since FY 1996, data for NBS have been included with the USGS submission."
10329,r131,,,,,1,"In January 1996, the Bureau of Mines was abolished, and some of its activities were transferred to the Bureau of Land Management, the USGS, and the Department of Energy."
10329,r132, -> Minerals Management Service,,Minerals Management Service,,2,"On 19 May 2010, the Minerals Management Service was renamed the Bureau of Ocean Energy Management, Regulation, and Enforcement."
10329,r133, -> National Biological Service,,National Biological Service,,2,"The name of the National Biological Survey changed to the National Biological Service (NBS) on 5 January 1995. Since FY 1994, NBS has performed all biological research activities formerly funded by the Fish and Wildlife Service and the National Park Service."
10329,r134,,,,,1,"Funding for NBS comes from the Geological Survey's congressional appropriation. Since FY 1996, data for the NBS have been included with the Geological Survey submission."
10329,r135, -> National Park Service,,National Park Service,,2,"The name of the National Biological Survey changed to the National Biological Service (NBS) on 5 January 1995. Since FY 1994, NBS has performed all biological research activities formerly funded by the Fish and Wildlife Service and the National Park Service (NPS)."
10329,r136,,,,,1,Obligations for FYs 2003–08 are for the NPS natural resources program; data for the cultural resources program were not available.
10329,r137, -> Office of the Secretary of the Interior,,Office of the Secretary of the Interior,,2,The Department of the Interior's Office of the Secretary has not funded any R&D activities since FY 1995.
10329,r138, -> Office of Water Research and Technology,,Office of Water Research and Technology,,2,The Office of Water Research and Technology has been combined with the Geological Survey since 1985.
10329,r139,Department of Justice,Department of Justice,,,1,
10329,r140,Department of Justice -> Drug Enforcement Administration,Department of Justice,Drug Enforcement Administration,,2,Large differences exist between the Drug Enforcement Administration's R&D funding amounts for FYs 1996 and 1997 due to changes in the agency's R&D programs.
10329,r141,Department of Justice -> Immigration and Naturalization Service,Department of Justice,Immigration and Naturalization Service,,2,"On 1 March 2003, service and benefit functions of Immigration and Naturalization Service were transferred to the Department of Homeland Security as the Citizenship and Immigration Services."
10329,r142,Department of Labor,Department of Labor,,,1,
