table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2020,field_2021,field_2022_all_engineering,field_2022_aerospace_aeronautical_and_astronautical_engineering,field_2022_bioengineering_and_biomedical_engineering,field_2022_chemical_engineering,field_2022_civil_engineering,field_2022_electrical_electronic_and_communications_engineering,field_2022_industrial_and_manufacturing_engineering,field_2022_mechanical_engineering,field_2022_metallurgical_and_materials_engineering,field_2022_engineering_nec_
10148,r011,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,10,"['263,711', '']","['246,965', '']","['260,158', '']","['26,384', '']","['28,433', '']","['5,291', '']","['32,674', '']","['67,367', '']","['34,760', '']","['24,678', '']","['13,007', '']","['27,564', '']"
10148,r012,All institutions -> Utah State U.,All institutions,Utah State U.,2,11,"['226,616', '']","['247,332', '']","['259,482', '']","['229,932', '']","['1,993', '']","['0', '']","['11,555', '']","['11,984', '']","['0', '']","['2,953', '']","['0', '']","['1,065', '']"
10148,r013,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,12,"['203,564', '']","['216,233', '']","['228,786', '']","['16,647', '']","['15,966', '']","['20,595', '']","['26,706', '']","['56,110', '']","['0', '']","['31,526', '']","['19,386', '']","['41,850', '']"
10148,r014,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,13,"['134,848', '']","['157,430', '']","['226,111', '']","['219,716', '']","['165', '']","['0', '']","['0', '']","['1,543', '']","['748', '']","['1,178', '']","['0', '']","['2,761', '']"
10148,r015,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,14,"['175,109', '']","['163,509', '']","['219,388', '']","['803', '']","['4,213', '']","['12,200', '']","['19,553', '']","['32,558', '']","['18,026', '']","['84,396', '']","['23,085', '']","['24,554', '']"
10148,r016,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,15,"['182,495', '']","['177,564', '']","['212,583', '']","['90', '']","['65,665', '']","['52', '']","['689', '']","['101,813', '']","['0', '']","['19,971', '']","['3,228', '']","['21,075', '']"
10148,r017,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,16,"['209,293', '']","['199,711', '']","['206,541', '']","['0', '']","['160', '']","['7,364', '']","['31,779', '']","['120,849', '']","['27', '']","['618', '']","['0', '']","['45,744', '']"
10148,r018,All institutions -> U. Dayton,All institutions,U. Dayton,2,17,"['153,082', '']","['180,158', '']","['195,856', '']","['18,896', '']","['308', '']","['6,636', '']","['737', '']","['7,550', '']","['54,874', '']","['8,302', '']","['87,386', '']","['11,167', '']"
10148,r019,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,18,"['155,015', '']","['145,574', '']","['192,681', '']","['0', '']","['15,232', '']","['7,780', '']","['36,223', '']","['52,683', '']","['12,354', '']","['10,404', '']","['6,583', '']","['51,422', '']"
10148,r020,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,19,"['160,423', '']","['177,604', '']","['191,531', '']","['115,323', '']","['11,317', '']","['12,273', '']","['16,411', '']","['13,387', '']","['0', '']","['15,740', '']","['1,366', '']","['5,714', '']"
10148,r021,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,20,"['152,919', '']","['157,622', '']","['172,004', '']","['10,064', '']","['32,757', '']","['9,292', '']","['21,696', '']","['41,353', '']","['1,957', '']","['18,658', '']","['6,645', '']","['29,582', '']"
10148,r022,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,21,"['174,740', '']","['172,900', '']","['171,162', '']","['2,454', '']","['19,872', '']","['35,741', '']","['19,321', '']","['23,258', '']","['7,063', '']","['12,597', '']","['20,174', '']","['30,682', '']"
10148,r023,All institutions -> U. Maryland<sup>b</sup>,All institutions,U. Maryland<sup>b</sup>,2,22,"['153,109', '']","['154,163', '']","['164,304', '']","['14,446', '']","['24,576', '']","['11,741', '']","['39,169', '']","['13,659', '']","['484', '']","['19,750', '']","['14,237', '']","['26,242', '']"
10148,r024,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,23,"['133,600', '']","['131,709', '']","['148,673', '']","['0', '']","['16,734', '']","['15,061', '']","['14,220', '']","['20,315', '']","['5,387', '']","['16,882', '']","['13,129', '']","['46,945', '']"
10148,r025,All institutions -> Stanford U.,All institutions,Stanford U.,2,24,"['130,950', '']","['136,251', '']","['142,213', '']","['15,995', '']","['30,636', '']","['15,593', '']","['14,092', '']","['22,074', '']","['6,685', '']","['25,314', '']","['10,185', '']","['1,639', '']"
10148,r026,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,25,"['102,955', '']","['112,597', '']","['138,117', '']","['2,028', '']","['17,229', '']","['11,915', '']","['8,523', '']","['29,542', '']","['4,908', '']","['37,838', '']","['10,963', '']","['15,171', '']"
10148,r027,All institutions -> U. Florida,All institutions,U. Florida,2,26,"['119,066', '']","['122,704', '']","['134,339', '']","['4,288', '']","['25,593', '']","['5,587', '']","['27,354', '']","['37,630', '']","['2,350', '']","['16,131', '']","['12,833', '']","['2,573', '']"
10148,r028,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,27,"['109,473', '']","['123,428', '']","['132,475', '']","['8,492', '']","['16,789', '']","['8,421', '']","['23,902', '']","['12,017', '']","['0', '']","['9,094', '']","['9,811', '']","['43,949', '']"
10148,r029,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,28,"['120,929', '']","['121,637', '']","['131,042', '']","['10,420', '']","['33,495', '']","['21,128', '']","['14,114', '']","['19,282', '']","['1,501', '']","['24,802', '']","['6,300', '']","['0', '']"
10148,r030,All institutions -> Cornell U.,All institutions,Cornell U.,2,29,"['123,703', '']","['118,621', '']","['125,320', '']","['3,107', '']","['20,839', '']","['15,313', '']","['9,915', '']","['25,771', '']","['5,503', '']","['18,703', '']","['18,154', '']","['8,015', '']"
10148,r031,All institutions -> U. Delaware,All institutions,U. Delaware,2,30,"['74,258', '']","['90,327', '']","['123,997', '']","['0', '']","['10,569', '']","['74,497', '']","['11,799', '']","['14,130', '']","['0', '']","['9,265', '']","['0', '']","['3,737', '']"
10148,r032,All institutions -> New York U.,All institutions,New York U.,2,31,"['100,207', '']","['99,307', '']","['119,160', '']","['0', '']","['71', '']","['3,470', '']","['1,604', '']","['15,842', '']","['0', '']","['2,682', '']","['0', '']","['95,491', '']"
10148,r033,"All institutions -> U. Tennessee, Knoxville<sup>c</sup>",All institutions,"U. Tennessee, Knoxville<sup>c</sup>",2,32,"['128,542', '']","['128,579', '']","['115,464', '']","['30,537', '']","['3,011', '']","['6,717', '']","['13,606', '']","['20,024', '']","['8,586', '']","['0', '']","['10,172', '']","['22,811', '']"
10148,r034,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,33,"['97,951', '']","['102,370', '']","['114,118', '']","['0', '']","['31,286', '']","['210', '']","['47,509', '']","['15,736', '']","['0', '']","['12,164', '']","['0', '']","['7,213', '']"
10148,r035,All institutions -> Rice U.,All institutions,Rice U.,2,34,"['91,913', '']","['100,872', '']","['110,648', '']","['0', '']","['45,583', '']","['8,892', '']","['12,211', '']","['27,727', '']","['0', '']","['6,847', '']","['7,535', '']","['1,853', '']"
10148,r036,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,35,"['112,843', '']","['100,194', '']","['109,870', '']","['12,279', '']","['12,264', '']","['14,783', '']","['8,297', '']","['5,354', '']","['7,407', '']","['25,052', '']","['3,223', '']","['21,211', '']"
10148,r037,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,36,"['82,299', '']","['88,937', '']","['106,282', '']","['0', '']","['30,184', '']","['9,817', '']","['12', '']","['23,441', '']","['0', '']","['24,366', '']","['0', '']","['18,462', '']"
10148,r038,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,37,"['84,478', '']","['90,572', '']","['103,773', '']","['42,915', '']","['0', '']","['18,892', '']","['15,644', '']","['25,114', '']","['0', '']","['0', '']","['13', '']","['1,195', '']"
10148,r039,All institutions -> Duke U.,All institutions,Duke U.,2,38,"['95,657', '']","['94,483', '']","['102,748', '']","['0', '']","['47,302', '']","['0', '']","['9,177', '']","['34,006', '']","['0', '']","['10,424', '']","['1,723', '']","['116', '']"
10148,r040,All institutions -> Clemson U.,All institutions,Clemson U.,2,39,"['76,971', '']","['90,038', '']","['98,733', '']","['0', '']","['14,082', '']","['5,187', '']","['14,619', '']","['15,046', '']","['3,836', '']","['27,730', '']","['11,060', '']","['7,173', '']"
10148,r041,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,40,"['93,520', '']","['93,906', '']","['98,403', '']","['0', '']","['8,259', '']","['7,416', '']","['9,975', '']","['34,774', '']","['0', '']","['18,833', '']","['6,319', '']","['12,827', '']"
10148,r042,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,41,"['87,681', '']","['86,303', '']","['97,329', '']","['0', '']","['19,061', '']","['6,006', '']","['1,727', '']","['53,487', '']","['0', '']","['6,963', '']","['9,613', '']","['472', '']"
10148,r043,All institutions -> Harvard U.,All institutions,Harvard U.,2,42,"['97,884', '']","['92,782', '']","['96,920', '']","['0', '']","['62,685', '']","['1,513', '']","['4,317', '']","['5,323', '']","['0', '']","['292', '']","['20,335', '']","['2,455', '']"
10148,r044,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,43,"['70,593', '']","['78,720', '']","['93,219', '']","['5,193', '']","['2,161', '']","['10,044', '']","['17,821', '']","['9,727', '']","['11,603', '']","['18,859', '']","['1,176', '']","['16,635', '']"
10148,r045,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,44,"['89,954', '']","['92,723', '']","['92,855', '']","['0', '']","['7,939', '']","['4,829', '']","['12,209', '']","['33,744', '']","['9,682', '']","['18,268', '']","['0', '']","['6,184', '']"
10148,r046,All institutions -> Boston U.,All institutions,Boston U.,2,45,"['85,651', '']","['79,757', '']","['91,643', '']","['1,867', '']","['39,008', '']","['35', '']","['0', '']","['18,718', '']","['6,406', '']","['12,965', '']","['988', '']","['11,656', '']"
10148,r047,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,46,"['84,333', '']","['101,989', '']","['88,997', 'i']","['9,112', 'i']","['0', 'i']","['0', 'i']","['10,131', 'i']","['45,773', 'i']","['0', 'i']","['23,981', 'i']","['0', 'i']","['0', 'i']"
10148,r048,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,47,"['77,150', '']","['80,735', '']","['88,008', '']","['0', '']","['17,376', '']","['13,889', '']","['6,071', '']","['8,475', '']","['4,615', '']","['7,448', '']","['16,229', '']","['13,905', '']"
10148,r049,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,48,"['72,758', '']","['75,457', '']","['87,884', '']","['2,001', '']","['27,298', '']","['11,462', '']","['2,609', '']","['5,078', '']","['1,555', '']","['5,159', '']","['0', '']","['32,722', '']"
10148,r050,All institutions -> U. Arizona,All institutions,U. Arizona,2,49,"['79,463', '']","['72,158', '']","['84,682', '']","['2,561', '']","['8,817', '']","['5,579', '']","['2,386', '']","['43,553', '']","['4,463', '']","['4,268', '']","['7,398', '']","['5,657', '']"
10148,r051,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,50,"['52,511', '']","['86,578', '']","['84,614', '']","['0', '']","['0', '']","['1,710', '']","['51,632', '']","['2,542', '']","['0', '']","['1,935', '']","['891', '']","['25,904', '']"
10148,r052,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,51,"['85,445', '']","['82,240', '']","['83,738', '']","['0', '']","['10,569', '']","['8,106', '']","['24,292', '']","['5,235', '']","['0', '']","['2,899', '']","['197', '']","['32,440', '']"
10148,r053,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,52,"['82,690', '']","['79,360', '']","['81,143', '']","['0', '']","['19,620', '']","['11,917', '']","['10,614', '']","['17,545', '']","['0', '']","['11,501', '']","['0', '']","['9,946', '']"
10148,r054,All institutions -> Princeton U.,All institutions,Princeton U.,2,53,"['67,014', '']","['67,231', '']","['78,831', '']","['4,480', '']","['5,643', '']","['8,167', '']","['7,730', '']","['32,101', '']","['3,898', '']","['5,306', '']","['743', '']","['10,763', '']"
10148,r055,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,54,"['94,674', '']","['86,541', '']","['78,534', '']","['0', '']","['21,651', '']","['9,456', '']","['14,050', '']","['20,748', '']","['0', '']","['10,212', '']","['0', '']","['2,417', '']"
10148,r056,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,55,"['53,343', '']","['56,685', '']","['78,494', '']","['0', '']","['2,629', '']","['1,085', '']","['7,982', '']","['7,217', '']","['460', '']","['3,907', '']","['344', '']","['54,870', '']"
10148,r057,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,56,"['59,695', '']","['65,454', '']","['75,898', '']","['0', '']","['15,980', '']","['6,486', '']","['9,889', '']","['14,587', '']","['0', '']","['14,816', '']","['9,620', '']","['4,520', '']"
10148,r058,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,57,"['69,220', '']","['67,472', '']","['73,980', '']","['17,972', '']","['1,131', '']","['5,536', '']","['4,298', '']","['9,044', '']","['5,951', '']","['7,547', '']","['620', '']","['21,881', '']"
10148,r059,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,58,"['46,751', '']","['54,185', '']","['68,902', '']","['0', '']","['5,736', '']","['8,061', '']","['21,804', '']","['8,613', '']","['0', '']","['8,539', '']","['14,963', '']","['1,186', '']"
10148,r060,All institutions -> U. Maine,All institutions,U. Maine,2,59,"['37,127', '']","['46,986', '']","['68,261', '']","['16', '']","['97', '']","['9,990', '']","['1,948', '']","['1,961', '']","['1,395', '']","['2,371', '']","['49,355', '']","['1,128', '']"
10148,r061,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,60,"['58,804', '']","['60,065', '']","['67,776', '']","['0', '']","['3,913', '']","['21,842', '']","['15,006', '']","['13,103', '']","['0', '']","['9,172', '']","['0', '']","['4,740', '']"
10148,r062,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,61,"['53,586', '']","['56,681', '']","['65,936', '']","['0', '']","['19,319', '']","['10,535', '']","['5,713', '']","['9,496', '']","['2,279', '']","['14,365', '']","['0', '']","['4,229', '']"
10148,r063,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,62,"['72,602', '']","['62,271', '']","['65,604', '']","['0', '']","['15,055', '']","['6,028', '']","['0', '']","['11,820', '']","['0', '']","['11,272', '']","['12,527', '']","['8,902', '']"
10148,r064,All institutions -> U. Houston,All institutions,U. Houston,2,63,"['55,210', '']","['56,555', '']","['64,026', '']","['0', '']","['11,622', '']","['14,041', '']","['9,167', '']","['11,191', '']","['551', '']","['7,554', '']","['904', '']","['8,996', '']"
10148,r065,All institutions -> U. Southern California,All institutions,U. Southern California,2,64,"['78,005', '']","['78,179', '']","['63,694', '']","['4,996', '']","['7,801', '']","['8,307', '']","['3,608', '']","['32,486', '']","['2,572', '']","['0', '']","['0', '']","['3,924', '']"
10148,r066,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,65,"['70,156', '']","['67,810', '']","['63,146', '']","['0', '']","['8,233', '']","['9,971', '']","['3,369', '']","['14,865', '']","['440', '']","['17,423', '']","['5,813', '']","['3,032', '']"
10148,r067,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,66,"['59,395', '']","['58,154', '']","['61,467', '']","['5,890', '']","['4,880', '']","['0', '']","['13,842', '']","['6,928', '']","['12,597', '']","['5,889', '']","['0', '']","['11,441', '']"
10148,r068,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,67,"['46,976', '']","['52,361', '']","['61,287', '']","['0', '']","['3,028', '']","['3,262', '']","['11,874', '']","['2,243', '']","['1,109', '']","['5,732', '']","['5,093', '']","['28,946', '']"
10148,r069,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,68,"['46,694', '']","['54,062', '']","['60,371', '']","['1,384', '']","['1,998', '']","['4,141', '']","['13,493', '']","['491', '']","['2,508', '']","['3,250', '']","['13,612', '']","['19,494', '']"
10148,r070,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,69,"['59,627', '']","['57,620', '']","['59,060', '']","['14,651', '']","['73', '']","['0', '']","['8,191', '']","['9,547', '']","['2,980', '']","['10,922', '']","['4,480', '']","['8,216', '']"
10148,r071,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,70,"['50,900', '']","['52,731', '']","['58,552', '']","['0', '']","['2,150', '']","['2,306', '']","['16,363', '']","['14,790', '']","['4,711', '']","['6,876', '']","['607', '']","['10,749', '']"
10148,r072,All institutions -> Florida State U.,All institutions,Florida State U.,2,71,"['56,493', '']","['52,153', '']","['58,212', '']","['2,334', '']","['2,327', '']","['1,481', '']","['6,463', '']","['17,653', '']","['4,202', '']","['19,751', '']","['2,654', '']","['1,347', '']"
10148,r073,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,72,"['55,880', '']","['51,289', '']","['57,490', '']","['0', '']","['4,883', '']","['5,911', '']","['2,670', '']","['6,895', '']","['312', '']","['7,215', '']","['2,508', '']","['27,096', '']"
10148,r074,All institutions -> George Mason U.,All institutions,George Mason U.,2,73,"['52,423', '']","['49,826', '']","['57,196', '']","['0', '']","['7,892', '']","['0', '']","['5,780', '']","['20,900', '']","['19,862', '']","['1,295', '']","['955', '']","['512', '']"
10148,r075,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,74,"['51,685', '']","['53,927', '']","['56,068', '']","['0', '']","['13,382', '']","['3,331', '']","['18,859', '']","['7,618', '']","['423', '']","['4,869', '']","['5,434', '']","['2,152', '']"
10148,r076,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,75,"['41,752', '']","['49,576', '']","['55,542', '']","['0', '']","['1,439', '']","['0', '']","['0', '']","['6,933', '']","['0', '']","['0', '']","['0', '']","['47,170', '']"
10148,r077,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,76,"['38,833', '']","['51,785', '']","['54,188', '']","['0', '']","['7,225', '']","['2,426', '']","['6,800', '']","['6,567', '']","['18', '']","['8,063', '']","['0', '']","['23,089', '']"
10148,r078,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,77,"['40,084', '']","['39,104', '']","['53,974', '']","['0', '']","['0', '']","['8,733', '']","['14,299', '']","['5,273', '']","['1,230', '']","['7,067', '']","['5,130', '']","['12,242', '']"
10148,r079,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,78,"['51,198', '']","['55,510', '']","['53,958', '']","['32,628', '']","['120', '']","['1,117', '']","['3,469', '']","['6,422', '']","['4,347', '']","['3,689', '']","['754', '']","['1,412', '']"
10148,r080,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,79,"['13,084', '']","['13,002', '']","['53,897', '']","['340', '']","['0', '']","['2,028', '']","['0', '']","['316', '']","['0', '']","['1,829', '']","['1,294', '']","['48,090', '']"
10148,r081,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,80,"['51,693', '']","['51,630', 'i']","['51,975', '']","['7,418', '']","['6,392', '']","['7,286', '']","['11,452', '']","['7,780', '']","['0', '']","['183', '']","['96', '']","['11,368', '']"
10148,r082,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,81,"['50,812', '']","['50,646', '']","['51,310', '']","['0', '']","['14,392', '']","['0', '']","['0', '']","['11,903', '']","['1,164', '']","['9,581', '']","['5,999', '']","['8,271', '']"
10148,r083,All institutions -> U. South Florida<sup>d</sup>,All institutions,U. South Florida<sup>d</sup>,2,82,"['37,162', '']","['50,547', '']","['50,859', '']","['161', '']","['6,121', '']","['2,906', '']","['20,822', '']","['8,256', '']","['1,635', '']","['4,767', '']","['0', '']","['6,191', '']"
10148,r084,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,83,"['33,019', '']","['43,941', '']","['49,885', '']","['4,741', '']","['0', '']","['6,263', '']","['12,969', '']","['11,696', '']","['0', '']","['7,166', '']","['7,043', '']","['7', '']"
10148,r085,All institutions -> U. Iowa,All institutions,U. Iowa,2,84,"['48,433', '']","['47,722', '']","['49,233', '']","['0', '']","['1,377', '']","['948', '']","['19,430', '']","['2,174', '']","['681', '']","['1,740', '']","['0', '']","['22,883', '']"
10148,r086,All institutions -> Florida International U.,All institutions,Florida International U.,2,85,"['39,826', '']","['41,740', '']","['48,549', '']","['0', '']","['5,186', '']","['0', '']","['15,560', '']","['13,396', '']","['795', '']","['9,167', '']","['702', '']","['3,743', '']"
10148,r087,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,86,"['45,263', '']","['46,733', '']","['48,400', '']","['0', '']","['3,049', '']","['4,055', '']","['3,893', '']","['7,611', '']","['0', '']","['24,096', '']","['3,261', '']","['2,435', '']"
10148,r088,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,87,"['42,839', '']","['41,575', '']","['47,833', '']","['0', '']","['1,198', '']","['4,028', '']","['15,066', '']","['9,042', '']","['1,196', '']","['14,058', '']","['0', '']","['3,245', '']"
10148,r089,All institutions -> U. Utah,All institutions,U. Utah,2,88,"['57,608', 'i']","['48,225', 'i']","['47,060', '']","['0', '']","['9,552', '']","['4,170', '']","['9,583', '']","['8,112', '']","['0', '']","['2,052', '']","['722', '']","['12,869', '']"
10148,r090,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,89,"['43,098', '']","['42,434', '']","['46,955', '']","['7,787', '']","['2,804', '']","['3,684', '']","['7,945', '']","['11,173', '']","['0', '']","['11,273', '']","['0', '']","['2,289', '']"
10148,r091,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,90,"['42,856', '']","['41,962', '']","['46,952', '']","['0', '']","['0', '']","['8,432', '']","['10,384', '']","['10,791', '']","['3,297', '']","['7,698', '']","['0', '']","['6,350', '']"
10148,r092,All institutions -> Washington State U.,All institutions,Washington State U.,2,91,"['39,533', '']","['48,031', '']","['45,571', '']","['407', '']","['2,412', '']","['4,391', '']","['9,005', '']","['8,748', '']","['192', '']","['7,857', '']","['3,584', '']","['8,975', '']"
10148,r093,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,92,"['42,739', '']","['41,317', '']","['45,191', '']","['8,696', '']","['707', '']","['4,171', '']","['9,062', '']","['11,907', '']","['996', '']","['1,756', '']","['524', '']","['7,372', '']"
10148,r094,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,93,"['36,643', '']","['39,785', '']","['44,727', '']","['6,991', '']","['3,450', '']","['5,241', '']","['6,452', '']","['15,798', '']","['1,357', '']","['0', '']","['0', '']","['5,438', '']"
10148,r095,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,94,"['35,847', '']","['36,339', '']","['44,358', '']","['0', '']","['6,080', '']","['14,402', '']","['2,601', '']","['7,989', '']","['0', '']","['13,076', '']","['0', '']","['210', '']"
10148,r096,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,95,"['40,786', '']","['39,855', '']","['43,972', '']","['1,155', '']","['0', '']","['8,566', '']","['5,181', '']","['5,319', '']","['2,154', '']","['13,630', '']","['2,353', '']","['5,614', '']"
10148,r097,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,96,"['33,103', '']","['33,983', '']","['43,702', '']","['0', '']","['2,101', '']","['1,132', '']","['6,862', '']","['5,387', '']","['19,362', '']","['4,698', '']","['0', '']","['4,160', '']"
