table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_other_agency_r_d_expendituresa,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
3177,r016,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,15,"['36,939', '']","['726', '']","['86', '']","['24,195', '']","['1', '']","['50', '']","['526', '']","['6,090', '']","['41', '']","['2,777', '']","['2,447', '']"
3177,r017,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,16,"['33,946', '']","['127', '']","['0', '']","['0', '']","['0', '']","['56', '']","['0', '']","['0', '']","['0', '']","['32,068', '']","['1,695', '']"
3177,r018,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,17,"['33,429', '']","['263', '']","['108', '']","['10,259', '']","['518', '']","['317', '']","['1,406', '']","['878', '']","['25', '']","['18,017', '']","['1,638', '']"
3177,r019,All institutions -> U. Florida,All institutions,U. Florida,2,18,"['33,357', '']","['723', '']","['503', '']","['11,934', '']","['0', '']","['0', '']","['424', '']","['870', '']","['0', '']","['8,046', '']","['10,857', '']"
3177,r020,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,19,"['32,836', '']","['1,390', '']","['23,393', '']","['5,732', '']","['70', '']","['20', '']","['25', '']","['809', '']","['0', '']","['1,262', '']","['135', '']"
3177,r021,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,20,"['30,527', '']","['7', '']","['80', '']","['10,103', '']","['157', '']","['6,815', '']","['424', '']","['2,545', '']","['660', '']","['7,462', '']","['2,274', '']"
3177,r022,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,21,"['30,433', '']","['748', '']","['3,311', '']","['607', '']","['3,133', '']","['780', '']","['173', '']","['696', '']","['0', '']","['8,221', '']","['12,764', '']"
3177,r023,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,22,"['29,337', '']","['0', '']","['4,659', '']","['6,821', '']","['1,163', '']","['75', '']","['17', '']","['370', '']","['0', '']","['9,233', '']","['6,999', '']"
3177,r024,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,23,"['28,288', '']","['175', '']","['395', '']","['2,354', '']","['184', '']","['86', '']","['751', '']","['5,124', '']","['4,789', '']","['8,183', '']","['6,247', '']"
3177,r025,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,24,"['27,075', '']","['104', '']","['18,898', '']","['5,755', '']","['0', '']","['0', '']","['10', '']","['557', '']","['422', '']","['1,193', '']","['136', '']"
3177,r026,All institutions -> Clemson U.,All institutions,Clemson U.,2,25,"['26,678', '']","['70', '']","['0', '']","['5,351', '']","['129', '']","['2,032', '']","['55', '']","['3,210', '']","['0', '']","['12,229', '']","['3,602', '']"
3177,r027,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,26,"['26,675', '']","['262', '']","['786', '']","['11,235', '']","['1', '']","['71', '']","['659', '']","['441', '']","['488', '']","['11,591', '']","['1,141', '']"
3177,r028,All institutions -> U. Delaware,All institutions,U. Delaware,2,27,"['26,157', '']","['45', '']","['2,403', '']","['1,061', '']","['0', '']","['424', '']","['0', '']","['2,703', '']","['0', '']","['16,322', '']","['3,199', '']"
3177,r029,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,28,"['25,543', '']","['471', '']","['7,749', '']","['3,993', '']","['419', '']","['177', '']","['541', '']","['392', '']","['316', '']","['10,223', '']","['1,262', '']"
3177,r030,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,29,"['25,364', '']","['36', '']","['6,911', '']","['10,094', '']","['25', '']","['479', '']","['690', '']","['1,615', '']","['242', '']","['3,781', '']","['1,491', '']"
3177,r031,All institutions -> U. Miami,All institutions,U. Miami,2,30,"['25,220', '']","['0', '']","['19,073', '']","['1,970', '']","['0', '']","['2,653', '']","['1,023', '']","['47', '']","['0', '']","['76', '']","['378', '']"
3177,r032,All institutions -> Washington State U.,All institutions,Washington State U.,2,31,"['24,522', '']","['1', '']","['1,336', '']","['3,225', '']","['4', '']","['673', '']","['221', '']","['1,052', '']","['0', '']","['2,130', '']","['15,880', '']"
3177,r033,All institutions -> Utah State U.,All institutions,Utah State U.,2,32,"['24,312', '']","['126', '']","['3', '']","['5,358', '']","['0', '']","['122', '']","['34', '']","['105', '']","['0', '']","['18,330', '']","['234', '']"
3177,r034,All institutions -> U. Kansas,All institutions,U. Kansas,2,33,"['23,737', '']","['417', '']","['600', '']","['467', '']","['0', '']","['0', '']","['1,731', '']","['1,193', '']","['10', '']","['1,496', '']","['17,823', '']"
3177,r035,All institutions -> Tufts U.,All institutions,Tufts U.,2,34,"['23,547', '']","['0', '']","['49', '']","['15,546', '']","['340', '']","['220', '']","['39', '']","['1,568', '']","['4,391', '']","['775', '']","['619', '']"
3177,r036,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,35,"['23,476', '']","['0', '']","['20,616', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,860', '']","['0', '']"
3177,r037,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,36,"['23,371', '']","['795', '']","['172', '']","['6,009', '']","['0', '']","['346', '']","['180', '']","['90', '']","['0', '']","['9,653', '']","['6,126', '']"
3177,r038,All institutions -> Florida International U.,All institutions,Florida International U.,2,37,"['22,883', '']","['769', '']","['5,216', '']","['2,201', '']","['0', '']","['1,576', '']","['1,991', '']","['965', '']","['101', '']","['4,115', '']","['5,949', '']"
3177,r039,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,38,"['22,476', '']","['239', '']","['7,624', '']","['3,751', '']","['0', '']","['0', '']","['19', '']","['8,119', '']","['0', '']","['2,285', '']","['439', '']"
3177,r040,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,39,"['21,905', '']","['222', '']","['606', '']","['952', '']","['206', '']","['286', '']","['273', '']","['527', '']","['4', '']","['6,174', '']","['12,655', '']"
3177,r041,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,40,"['21,458', '']","['554', '']","['10,067', '']","['3,232', '']","['0', '']","['120', '']","['0', '']","['165', '']","['4,087', '']","['2,969', '']","['264', '']"
3177,r042,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,41,"['21,454', '']","['0', '']","['11,347', '']","['3,130', '']","['0', '']","['7', '']","['100', '']","['845', '']","['0', '']","['2,470', '']","['3,555', '']"
3177,r043,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,42,"['20,605', '']","['0', '']","['127', '']","['1,581', '']","['3,689', '']","['166', '']","['1,550', '']","['12', '']","['391', '']","['12,707', '']","['382', '']"
3177,r044,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,43,"['20,177', '']","['21', '']","['210', '']","['6,149', '']","['111', '']","['1,383', '']","['974', '']","['352', '']","['0', '']","['3,812', '']","['7,165', '']"
3177,r045,All institutions -> Florida State U.,All institutions,Florida State U.,2,44,"['20,146', '']","['3', '']","['1,667', '']","['802', '']","['165', '']","['0', '']","['867', '']","['1,068', '']","['0', '']","['2,360', '']","['13,214', '']"
3177,r046,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,45,"['19,876', '']","['0', '']","['0', '']","['19,876', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3177,r047,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,46,"['19,587', '']","['376', '']","['2,430', '']","['4,243', '']","['51', '']","['197', '']","['1,627', '']","['1,144', '']","['0', '']","['6,024', '']","['3,495', '']"
3177,r048,All institutions -> U. Southern California,All institutions,U. Southern California,2,47,"['19,583', '']","['2,448', '']","['2,785', '']","['2,150', '']","['0', '']","['0', '']","['944', '']","['4,436', '']","['0', '']","['2,679', '']","['4,141', '']"
3177,r049,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,48,"['19,470', '']","['6', '']","['15,203', '']","['698', '']","['0', '']","['881', '']","['21', '']","['285', '']","['181', '']","['1,262', '']","['933', '']"
3177,r050,All institutions -> Duke U.,All institutions,Duke U.,2,49,"['18,761', '']","['0', '']","['1,078', '']","['11,136', '']","['0', '']","['143', '']","['93', '']","['2,402', '']","['0', '']","['3,577', '']","['332', '']"
3177,r051,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,50,"['18,594', '']","['529', '']","['479', '']","['146', '']","['0', '']","['15', '']","['0', '']","['2', '']","['0', '']","['16,668', '']","['755', '']"
3177,r052,All institutions -> William & Mary,All institutions,William & Mary,2,51,"['18,123', '']","['0', '']","['9,758', '']","['291', '']","['0', '']","['25', '']","['1', '']","['4,411', '']","['0', '']","['0', '']","['3,637', '']"
3177,r053,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,52,"['18,096', '']","['8,008', '']","['0', '']","['0', '']","['618', '']","['615', '']","['1,548', '']","['74', '']","['209', '']","['7,024', '']","['0', '']"
3177,r054,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,53,"['18,091', '']","['104', '']","['3,066', '']","['2,474', '']","['0', '']","['0', '']","['2,342', '']","['577', '']","['0', '']","['7,206', '']","['2,322', '']"
3177,r055,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,54,"['17,772', '']","['0', '']","['16,891', '']","['761', '']","['0', '']","['3', '']","['0', '']","['103', '']","['0', '']","['2', '']","['12', '']"
3177,r056,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,55,"['17,593', '']","['0', '']","['1', '']","['1,051', '']","['0', '']","['911', '']","['293', '']","['1,642', '']","['0', '']","['1,451', '']","['12,244', '']"
3177,r057,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,56,"['16,213', '']","['0', '']","['106', '']","['4,410', '']","['189', '']","['0', '']","['3,125', '']","['707', '']","['0', '']","['7,103', '']","['573', '']"
3177,r058,All institutions -> U. Arizona,All institutions,U. Arizona,2,57,"['15,963', '']","['197', '']","['4,842', '']","['3,931', '']","['20', '']","['1,501', '']","['0', '']","['1,022', '']","['814', '']","['1,835', '']","['1,801', '']"
3177,r059,All institutions -> Harvard U.,All institutions,Harvard U.,2,58,"['15,689', '']","['686', '']","['2,952', '']","['2,665', '']","['278', '']","['334', '']","['981', '']","['2,461', '']","['0', '']","['2,768', '']","['2,564', '']"
3177,r060,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,59,"['15,325', '']","['1,375', '']","['3,418', '']","['200', '']","['0', '']","['1,009', '']","['0', '']","['1,122', '']","['160', '']","['6,791', '']","['1,250', '']"
3177,r061,All institutions -> U. Oregon,All institutions,U. Oregon,2,60,"['15,202', '']","['398', '']","['1,244', '']","['114', '']","['0', '']","['0', '']","['2,070', '']","['423', '']","['0', '']","['0', '']","['10,953', '']"
3177,r062,All institutions -> Texas State U.,All institutions,Texas State U.,2,61,"['14,851', '']","['85', '']","['850', '']","['626', '']","['0', '']","['0', '']","['0', '']","['1,332', '']","['0', '']","['22', '']","['11,936', '']"
3177,r063,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,62,"['14,478', '']","['225', '']","['256', '']","['3,721', '']","['0', '']","['119', '']","['6', '']","['60', '']","['362', '']","['9,571', '']","['158', '']"
3177,r064,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,63,"['14,312', '']","['21', '']","['0', '']","['5,009', '']","['0', '']","['0', '']","['395', '']","['3,380', '']","['0', '']","['894', '']","['4,613', '']"
3177,r065,All institutions -> George Mason U.,All institutions,George Mason U.,2,64,"['14,242', '']","['4,357', '']","['1,642', '']","['551', '']","['6', '']","['20', '']","['623', '']","['2,444', '']","['0', '']","['3,039', '']","['1,560', '']"
3177,r066,All institutions -> U. Georgia,All institutions,U. Georgia,2,65,"['14,212', '']","['0', '']","['2,993', '']","['8,183', '']","['0', '']","['3', '']","['731', '']","['727', '']","['0', '']","['974', '']","['601', '']"
3177,r067,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,66,"['14,188', '']","['46', '']","['222', '']","['2,768', '']","['48', '']","['3', '']","['1,486', '']","['14', '']","['0', '']","['584', '']","['9,017', '']"
3177,r068,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,67,"['14,104', '']","['410', '']","['70', '']","['10,238', '']","['57', '']","['5', '']","['51', '']","['108', '']","['0', '']","['3,024', '']","['141', '']"
3177,r069,All institutions -> Cornell U.,All institutions,Cornell U.,2,68,"['14,101', '']","['779', '']","['713', '']","['5,618', '']","['14', '']","['24', '']","['1,266', '']","['2,910', '']","['0', '']","['2,552', '']","['225', '']"
3177,r070,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,69,"['13,983', '']","['1,160', '']","['3,645', '']","['4,005', '']","['0', '']","['401', '']","['61', '']","['0', '']","['0', '']","['1,515', '']","['3,196', '']"
3177,r071,All institutions -> New York U.,All institutions,New York U.,2,70,"['13,894', '']","['569', '']","['18', '']","['2,448', '']","['81', '']","['0', '']","['0', '']","['2,314', '']","['0', '']","['3,307', '']","['5,157', '']"
3177,r072,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,71,"['13,844', '']","['15', '']","['260', '']","['3,508', '']","['0', '']","['110', '']","['5,724', '']","['517', '']","['0', '']","['1,854', '']","['1,856', '']"
3177,r073,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,72,"['13,436', '']","['2,325', '']","['393', '']","['1,968', '']","['0', '']","['572', '']","['356', '']","['5,526', '']","['0', '']","['519', '']","['1,777', '']"
3177,r074,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,73,"['12,425', '']","['3,472', '']","['72', '']","['74', '']","['0', '']","['74', '']","['179', '']","['732', '']","['0', '']","['6,437', '']","['1,385', '']"
3177,r075,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,74,"['12,318', '']","['0', '']","['0', '']","['159', '']","['0', '']","['0', '']","['13', '']","['26', '']","['0', '']","['11,173', '']","['947', '']"
3177,r076,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,75,"['12,009', '']","['140', '']","['4,626', '']","['5,198', '']","['0', '']","['0', '']","['343', '']","['661', '']","['0', '']","['448', '']","['593', '']"
3177,r077,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,76,"['11,876', '']","['24', '']","['397', '']","['7,474', '']","['0', '']","['0', '']","['4', '']","['255', '']","['985', '']","['1,014', '']","['1,723', '']"
3177,r078,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,77,"['11,816', '']","['482', '']","['64', '']","['294', '']","['0', '']","['831', '']","['148', '']","['2,238', '']","['0', '']","['1,546', '']","['6,213', '']"
3177,r079,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,78,"['11,597', '']","['671', '']","['0', '']","['7,413', '']","['0', '']","['1,360', '']","['0', '']","['1,641', '']","['0', '']","['0', '']","['512', '']"
3177,r080,All institutions -> U. Iowa,All institutions,U. Iowa,2,79,"['11,508', '']","['14', '']","['0', '']","['3,814', '']","['3', '']","['171', '']","['314', '']","['921', '']","['0', '']","['5,016', '']","['1,255', '']"
3177,r081,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,80,"['11,472', '']","['2', '']","['1,841', '']","['4,626', '']","['35', '']","['437', '']","['295', '']","['1,031', '']","['37', '']","['345', '']","['2,823', '']"
3177,r082,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,81,"['11,441', '']","['122', '']","['0', '']","['62', '']","['0', '']","['213', '']","['0', '']","['42', '']","['0', '']","['9,222', '']","['1,780', '']"
3177,r083,All institutions -> Princeton U.,All institutions,Princeton U.,2,82,"['11,393', '']","['155', '']","['5,775', '']","['3,145', '']","['0', '']","['0', '']","['51', '']","['1,008', '']","['0', '']","['663', '']","['596', '']"
3177,r084,All institutions -> U. Maryland Center for Environmental Science,All institutions,U. Maryland Center for Environmental Science,2,83,"['11,370', '']","['0', '']","['5,952', '']","['5,022', '']","['27', '']","['13', '']","['0', '']","['73', '']","['0', '']","['89', '']","['194', '']"
3177,r085,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,84,"['11,347', '']","['8', '']","['4,806', '']","['1,999', '']","['50', '']","['45', '']","['78', '']","['562', '']","['1', '']","['3,561', '']","['237', '']"
3177,r086,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,85,"['11,303', '']","['0', '']","['227', '']","['95', '']","['0', '']","['0', '']","['373', '']","['869', '']","['0', '']","['0', '']","['9,739', '']"
3177,r087,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,86,"['11,299', '']","['4,951', '']","['0', '']","['281', '']","['2', '']","['133', '']","['270', '']","['696', '']","['0', '']","['1,464', '']","['3,502', '']"
3177,r088,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,87,"['11,174', '']","['694', '']","['669', '']","['1,867', '']","['0', '']","['35', '']","['0', '']","['142', '']","['23', '']","['3,651', '']","['4,093', '']"
3177,r089,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,88,"['11,117', '']","['6', '']","['0', '']","['3,483', '']","['0', '']","['0', '']","['1,299', '']","['1,301', '']","['235', '']","['381', '']","['4,412', '']"
3177,r090,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,89,"['11,094', '']","['0', '']","['183', '']","['2,295', '']","['28', '']","['0', '']","['0', '']","['149', '']","['0', '']","['7,024', '']","['1,415', '']"
3177,r091,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,90,"['11,093', '']","['85', '']","['94', '']","['6,129', '']","['0', '']","['0', '']","['190', '']","['410', '']","['0', '']","['1,980', '']","['2,205', '']"
3177,r092,All institutions -> Eastern Virginia Medical School,All institutions,Eastern Virginia Medical School,2,91,"['11,023', '']","['0', '']","['0', '']","['11,023', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3177,r093,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,92,"['10,839', '']","['0', '']","['0', '']","['10,839', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3177,r094,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,93,"['10,793', '']","['10', '']","['4', '']","['3,222', '']","['46', '']","['0', '']","['0', '']","['21', '']","['0', '']","['2,204', '']","['5,286', '']"
3177,r095,All institutions -> U. Colorado Denver and Anschutz Medical Campus,All institutions,U. Colorado Denver and Anschutz Medical Campus,2,94,"['10,503', '']","['224', '']","['46', '']","['6,404', '']","['0', '']","['0', '']","['10', '']","['22', '']","['0', '']","['303', '']","['3,494', '']"
3177,r096,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,95,"['10,371', '']","['561', '']","['321', '']","['273', '']","['0', '']","['10', '']","['28', '']","['571', '']","['0', '']","['6,419', '']","['2,188', '']"
3177,r097,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,96,"['10,195', '']","['507', '']","['604', '']","['684', '']","['5', '']","['152', '']","['0', '']","['107', '']","['2,731', '']","['2,065', '']","['3,340', '']"
3177,r098,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,97,"['10,160', '']","['39', '']","['2,802', '']","['1,946', '']","['0', '']","['193', '']","['0', '']","['979', '']","['0', '']","['3,102', '']","['1,099', '']"
3177,r099,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,98,"['10,144', '']","['0', '']","['0', '']","['2,274', '']","['0', '']","['4,568', '']","['0', '']","['801', '']","['203', '']","['744', '']","['1,554', '']"
3177,r100,All institutions -> Yale U.,All institutions,Yale U.,2,99,"['10,016', '']","['277', '']","['0', '']","['6,386', '']","['0', '']","['0', '']","['218', '']","['68', '']","['0', '']","['352', '']","['2,715', '']"
3177,r101,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,100,"['9,631', '']","['0', '']","['3,550', '']","['5,158', '']","['0', '']","['180', '']","['1', '']","['152', '']","['0', '']","['220', '']","['370', '']"
3177,r102,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,101,"['9,630', '']","['295', '']","['10', '']","['4,502', '']","['0', '']","['215', '']","['0', '']","['801', '']","['0', '']","['1,262', '']","['2,545', '']"
3177,r103,All institutions -> U. West Florida,All institutions,U. West Florida,2,102,"['9,479', '']","['0', '']","['0', '']","['88', '']","['0', '']","['0', '']","['0', '']","['36', '']","['0', '']","['0', '']","['9,355', '']"
3177,r104,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,103,"['9,264', '']","['0', '']","['2,964', '']","['4,397', '']","['0', '']","['646', '']","['0', '']","['37', '']","['0', '']","['662', '']","['558', '']"
3177,r105,All institutions -> Boston U.,All institutions,Boston U.,2,104,"['8,840', '']","['513', '']","['918', '']","['4,939', '']","['0', '']","['104', '']","['11', '']","['137', '']","['72', '']","['1,254', '']","['892', '']"
3177,r106,All institutions -> George Washington U.,All institutions,George Washington U.,2,105,"['8,828', '']","['440', '']","['0', '']","['1,673', '']","['9', '']","['738', '']","['32', '']","['3,508', '']","['0', '']","['333', '']","['2,095', '']"
3177,r107,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,106,"['8,589', '']","['0', '']","['0', '']","['8,571', '']","['0', '']","['18', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3177,r108,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,107,"['8,571', '']","['0', '']","['54', '']","['1,713', '']","['135', '']","['0', '']","['58', '']","['903', '']","['0', '']","['4,611', '']","['1,097', '']"
3177,r109,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,108,"['8,390', '']","['26', '']","['356', '']","['301', '']","['0', '']","['45', '']","['751', '']","['33', '']","['134', '']","['6,054', '']","['690', '']"
3177,r110,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,109,"['8,358', '']","['0', '']","['5,180', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,191', '']","['24', '']","['1,963', '']"
3177,r111,All institutions -> U. Baltimore,All institutions,U. Baltimore,2,110,"['8,295', '']","['0', '']","['0', '']","['0', '']","['0', '']","['34', '']","['0', '']","['467', '']","['0', '']","['0', '']","['7,794', '']"
3177,r112,All institutions -> Portland State U.,All institutions,Portland State U.,2,111,"['8,130', '']","['48', '']","['698', '']","['676', '']","['0', '']","['0', '']","['272', '']","['825', '']","['0', '']","['1,050', '']","['4,561', '']"
