table_id,row_id,_b_state_or_territory_control_and_institution_b_full_path,_b_state_or_territory_control_and_institution_b_level_1,_b_state_or_territory_control_and_institution_b_level_2,_b_state_or_territory_control_and_institution_b_level_3,_b_state_or_territory_control_and_institution_b_hierarchy_depth,field_all_fields,field_agricultural_sciences,field_biological_and_biomedical_sciences,field_computer_and_information_sciences,field_engineering,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_health_sciences,field_mathematics_and_statistics,field_natural_resources_and_conservation,field_physical_sciences,field_psychology,field_social_sciences,field_other
7845,r011,Alabama -> Private,Alabama,Private,,2,"['309', '']","['96', '']","['28', '']","['13', '']","['153', '']","['0', '']","['19', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7845,r012,Alabama -> Private -> Tuskegee U.,Alabama,Private,Tuskegee U.,3,"['309', '']","['96', '']","['28', '']","['13', '']","['153', '']","['0', '']","['19', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7845,r013,Alaska,Alaska,,,1,"['920', '']","['124', '']","['184', '']","['52', '']","['171', '']","['166', '']","['26', '']","['9', '']","['84', '']","['29', '']","['9', '']","['48', '']","['18', '']"
7845,r014,Alaska -> Public,Alaska,Public,,2,"['912', '']","['124', '']","['183', '']","['51', '']","['171', '']","['166', '']","['25', '']","['9', '']","['80', '']","['28', '']","['9', '']","['48', '']","['18', '']"
7845,r015,"Alaska -> Public -> U. Alaska, Anchorage",Alaska,Public,"U. Alaska, Anchorage",3,"['90', '']","['0', '']","['26', '']","['5', '']","['31', '']","['4', '']","['2', '']","['*', '']","['3', '']","['6', '']","['3', '']","['10', '']","['0', '']"
7845,r016,"Alaska -> Public -> U. Alaska, Fairbanks",Alaska,Public,"U. Alaska, Fairbanks",3,"['810', '']","['124', '']","['151', '']","['46', '']","['140', '']","['159', '']","['23', '']","['9', '']","['76', '']","['21', '']","['6', '']","['37', '']","['18', '']"
7845,r017,"Alaska -> Public -> U. Alaska, Southeast",Alaska,Public,"U. Alaska, Southeast",3,"['12', '']","['0', '']","['6', '']","['0', '']","['0', '']","['3', '']","['0', '']","['0', '']","['1', '']","['1', '']","['*', '']","['0', '']","['0', '']"
7845,r018,Alaska -> Public -> Private,Alaska,Public,Private,3,"['7', '']","['0', '']","['1', '']","['1', '']","['0', '']","['0', '']","['1', '']","['0', '']","['5', '']","['1', '']","['0', '']","['0', '']","['0', '']"
7845,r019,Alaska -> Public -> Alaska Pacific U.,Alaska,Public,Alaska Pacific U.,3,"['7', '']","['0', '']","['1', '']","['1', '']","['0', '']","['0', '']","['1', '']","['0', '']","['5', '']","['1', '']","['0', '']","['0', '']","['0', '']"
7845,r020,Arizona,Arizona,,,1,"['3,326', '']","['328', '']","['865', '']","['23', '']","['589', '']","['310', '']","['251', '']","['5', '']","['75', '']","['578', '']","['72', '']","['106', '']","['124', '']"
7845,r021,Arizona -> Public,Arizona,Public,,2,"['3,326', '']","['328', '']","['865', '']","['23', '']","['589', '']","['310', '']","['251', '']","['5', '']","['75', '']","['578', '']","['72', '']","['106', '']","['124', '']"
7845,r022,Arizona -> Public -> Arizona State U.,Arizona,Public,Arizona State U.,3,"['1,384', '']","['0', '']","['425', '']","['1', '']","['449', '']","['109', '']","['65', '']","['*', '']","['0', '']","['168', '']","['50', '']","['61', '']","['56', '']"
7845,r023,Arizona -> Public -> Northern Arizona U.,Arizona,Public,Northern Arizona U.,3,"['250', '']","['0', '']","['117', '']","['12', '']","['18', '']","['18', '']","['16', '']","['2', '']","['25', '']","['22', '']","['7', '']","['13', '']","['0', '']"
7845,r024,Arizona -> Public -> U. Arizona,Arizona,Public,U. Arizona,3,"['1,692', '']","['328', '']","['324', '']","['10', '']","['122', '']","['183', '']","['169', '']","['3', '']","['50', '']","['387', '']","['16', '']","['33', '']","['68', '']"
7845,r025,Arkansas,Arkansas,,,1,"['1,448', '']","['440', '']","['372', '']","['26', '']","['262', '']","['31', '']","['114', '']","['7', '']","['20', '']","['138', '']","['18', '']","['18', '']","['3', '']"
7845,r026,Arkansas -> Public,Arkansas,Public,,2,"['1,448', '']","['440', '']","['372', '']","['26', '']","['262', '']","['31', '']","['114', '']","['7', '']","['20', '']","['138', '']","['18', '']","['18', '']","['3', '']"
7845,r027,"Arkansas -> Public -> Arkansas State U., Jonesboro",Arkansas,Public,"Arkansas State U., Jonesboro",3,"['102', '']","['7', '']","['60', '']","['1', '']","['4', '']","['1', '']","['2', '']","['1', '']","['4', '']","['19', '']","['*', '']","['2', '']","['0', '']"
7845,r028,Arkansas -> Public -> U. Arkansas for Medical Sciences,Arkansas,Public,U. Arkansas for Medical Sciences,3,"['241', '']","['0', '']","['154', '']","['0', '']","['0', '']","['0', '']","['88', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7845,r029,"Arkansas -> Public -> U. Arkansas, Fayetteville",Arkansas,Public,"U. Arkansas, Fayetteville",3,"['815', '']","['390', '']","['74', '']","['5', '']","['199', '']","['24', '']","['9', '']","['2', '']","['2', '']","['88', '']","['9', '']","['11', '']","['3', '']"
7845,r030,"Arkansas -> Public -> U. Arkansas, Little Rock",Arkansas,Public,"U. Arkansas, Little Rock",3,"['101', '']","['0', '']","['14', '']","['14', '']","['55', '']","['3', '']","['0', '']","['0', '']","['0', '']","['10', '']","['5', '']","['0', '']","['0', '']"
7845,r031,"Arkansas -> Public -> U. Arkansas, Pine Bluff",Arkansas,Public,"U. Arkansas, Pine Bluff",3,"['98', '']","['43', '']","['32', '']","['1', '']","['*', '']","['0', '']","['0', '']","['*', '']","['12', '']","['5', '']","['1', '']","['4', '']","['0', '']"
7845,r032,Arkansas -> Public -> U. Central Arkansas,Arkansas,Public,U. Central Arkansas,3,"['90', '']","['0', '']","['37', '']","['4', '']","['3', '']","['3', '']","['15', '']","['5', '']","['2', '']","['16', '']","['3', '']","['2', '']","['0', '']"
7845,r033,California,California,,,1,"['25,643', '']","['1,332', '']","['6,286', '']","['548', '']","['3,876', '']","['1,270', '']","['5,391', '']","['259', '']","['439', '']","['3,153', '']","['638', '']","['1,173', '']","['1,278', '']"
7845,r034,California -> Public,California,Public,,2,"['20,130', '']","['1,314', '']","['4,119', '']","['317', '']","['3,101', '']","['1,081', '']","['4,502', '']","['215', '']","['375', '']","['2,318', '']","['541', '']","['1,034', '']","['1,213', '']"
7845,r035,"California -> Public -> California Polytechnic State U., San Luis Obispo",California,Public,"California Polytechnic State U., San Luis Obispo",3,"['231', '']","['34', '']","['40', '']","['16', '']","['68', '']","['14', '']","['10', '']","['5', '']","['0', '']","['24', '']","['2', '']","['2', '']","['17', '']"
7845,r036,"California -> Public -> California State Polytechnic U., Pomona",California,Public,"California State Polytechnic U., Pomona",3,"['16', '']","['2', '']","['5', '']","['3', '']","['4', '']","['2', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']"
7845,r037,"California -> Public -> California State U., Bakersfield",California,Public,"California State U., Bakersfield",3,"['18', '']","['0', '']","['4', '']","['1', '']","['3', '']","['4', '']","['1', '']","['0', '']","['0', '']","['2', '']","['2', '']","['1', '']","['0', '']"
7845,r038,"California -> Public -> California State U., Channel Islands",California,Public,"California State U., Channel Islands",3,"['18', '']","['1', '']","['4', '']","['*', '']","['0', '']","['0', '']","['*', '']","['0', '']","['5', '']","['7', '']","['*', '']","['1', '']","['0', '']"
7845,r039,"California -> Public -> California State U., Chico",California,Public,"California State U., Chico",3,"['31', '']","['1', '']","['10', '']","['1', '']","['3', '']","['3', '']","['1', '']","['1', '']","['1', '']","['5', '']","['1', '']","['5', '']","['*', '']"
7845,r040,"California -> Public -> California State U., Dominguez Hills",California,Public,"California State U., Dominguez Hills",3,"['28', '']","['0', '']","['8', '']","['1', '']","['0', '']","['1', '']","['*', '']","['0', '']","['0', '']","['16', '']","['1', '']","['0', '']","['1', '']"
7845,r041,"California -> Public -> California State U., East Bay",California,Public,"California State U., East Bay",3,"['33', '']","['0', '']","['11', '']","['1', '']","['3', '']","['1', '']","['2', '']","['*', '']","['3', '']","['8', '']","['2', '']","['2', '']","['0', '']"
7845,r042,"California -> Public -> California State U., Fresno",California,Public,"California State U., Fresno",3,"['113', '']","['59', '']","['16', '']","['0', '']","['10', '']","['2', '']","['5', '']","['0', '']","['0', '']","['13', '']","['5', '']","['2', '']","['0', '']"
7845,r043,"California -> Public -> California State U., Fullerton",California,Public,"California State U., Fullerton",3,"['148', '']","['0', '']","['27', '']","['17', '']","['44', '']","['3', '']","['8', '']","['6', '']","['0', '']","['22', '']","['8', '']","['11', '']","['0', '']"
7845,r044,"California -> Public -> California State U., Long Beach",California,Public,"California State U., Long Beach",3,"['162', '']","['0', '']","['44', '']","['3', '']","['58', '']","['3', '']","['10', '']","['2', '']","['0', '']","['22', '']","['14', '']","['6', '']","['0', '']"
7845,r045,"California -> Public -> California State U., Los Angeles",California,Public,"California State U., Los Angeles",3,"['56', '']","['4', '']","['12', '']","['1', '']","['14', '']","['3', '']","['5', '']","['1', '']","['0', '']","['13', '']","['2', '']","['2', '']","['0', '']"
7845,r046,"California -> Public -> California State U., Maritime Academy",California,Public,"California State U., Maritime Academy",3,"['15', '']","['1', '']","['2', '']","['1', '']","['5', '']","['2', '']","['0', '']","['0', '']","['1', '']","['1', '']","['1', '']","['1', '']","['0', '']"
7845,r047,"California -> Public -> California State U., Monterey Bay",California,Public,"California State U., Monterey Bay",3,"['5', '']","['2', '']","['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7845,r048,"California -> Public -> California State U., Northridge",California,Public,"California State U., Northridge",3,"['130', '']","['0', '']","['29', '']","['4', '']","['36', '']","['6', '']","['17', '']","['0', '']","['0', '']","['28', '']","['8', '']","['3', '']","['0', '']"
7845,r049,"California -> Public -> California State U., Sacramento",California,Public,"California State U., Sacramento",3,"['89', '']","['0', '']","['5', '']","['20', '']","['28', '']","['2', '']","['12', '']","['*', '']","['1', '']","['6', '']","['1', '']","['8', '']","['5', '']"
7845,r050,"California -> Public -> California State U., San Bernardino",California,Public,"California State U., San Bernardino",3,"['61', '']","['0', '']","['9', '']","['2', '']","['0', '']","['1', '']","['10', '']","['1', '']","['0', '']","['10', '']","['13', '']","['14', '']","['0', '']"
7845,r051,"California -> Public -> California State U., San Marcos",California,Public,"California State U., San Marcos",3,"['30', '']","['0', '']","['11', '']","['1', '']","['2', '']","['1', '']","['2', '']","['0', '']","['0', '']","['3', '']","['9', '']","['1', '']","['0', '']"
7845,r052,"California -> Public -> California State U., Stanislaus",California,Public,"California State U., Stanislaus",3,"['9', '']","['0', '']","['3', '']","['*', '']","['0', '']","['*', '']","['0', '']","['*', '']","['0', '']","['3', '']","['0', '']","['1', '']","['0', '']"
7845,r053,California -> Public -> Humboldt State U.,California,Public,Humboldt State U.,3,"['101', '']","['0', '']","['30', '']","['1', '']","['12', '']","['8', '']","['6', '']","['2', '']","['29', '']","['7', '']","['4', '']","['4', '']","['0', '']"
7845,r054,California -> Public -> San Diego State U.,California,Public,San Diego State U.,3,"['484', '']","['5', '']","['63', '']","['4', '']","['47', '']","['32', '']","['118', '']","['5', '']","['0', '']","['38', '']","['64', '']","['55', '']","['54', '']"
7845,r055,California -> Public -> San Francisco State U.,California,Public,San Francisco State U.,3,"['131', '']","['0', '']","['42', '']","['2', '']","['7', '']","['41', '']","['0', '']","['1', '']","['0', '']","['25', '']","['9', '']","['4', '']","['0', '']"
7845,r056,California -> Public -> San Jose State U.,California,Public,San Jose State U.,3,"['177', '']","['13', '']","['32', '']","['4', '']","['38', '']","['34', '']","['12', '']","['3', '']","['1', '']","['33', '']","['3', '']","['4', '']","['0', '']"
7845,r057,California -> Public -> Sonoma State U.,California,Public,Sonoma State U.,3,"['85', '']","['0', '']","['24', '']","['10', '']","['8', '']","['8', '']","['2', '']","['5', '']","['0', '']","['15', '']","['5', '']","['8', '']","['0', '']"
7845,r058,"California -> Public -> U. California, Berkeley",California,Public,"U. California, Berkeley",3,"['2,398', '']","['25', '']","['649', '']","['22', '']","['559', '']","['72', '']","['90', '']","['34', '']","['190', '']","['377', '']","['44', '']","['219', '']","['117', '']"
7845,r059,"California -> Public -> U. California, Davis",California,Public,"U. California, Davis",3,"['3,108', '']","['881', '']","['895', '']","['25', '']","['331', '']","['85', '']","['408', '']","['14', '']","['29', '']","['188', '']","['38', '']","['77', '']","['136', '']"
7845,r060,"California -> Public -> U. California, Irvine",California,Public,"U. California, Irvine",3,"['1,611', '']","['0', '']","['443', '']","['60', '']","['267', '']","['41', '']","['408', '']","['17', '']","['0', '']","['220', '']","['50', '']","['105', '']","['0', '']"
7845,r061,"California -> Public -> U. California, Los Angeles",California,Public,"U. California, Los Angeles",3,"['2,860', '']","['0', '']","['421', '']","['30', '']","['264', '']","['124', '']","['1,184', '']","['40', '']","['19', '']","['322', '']","['81', '']","['149', '']","['226', '']"
7845,r062,"California -> Public -> U. California, Merced",California,Public,"U. California, Merced",3,"['499', '']","['27', '']","['70', '']","['18', '']","['114', '']","['3', '']","['16', '']","['13', '']","['29', '']","['128', '']","['16', '']","['25', '']","['42', '']"
7845,r063,"California -> Public -> U. California, Riverside",California,Public,"U. California, Riverside",3,"['1,160', '']","['258', '']","['271', '']","['41', '']","['148', '']","['37', '']","['28', '']","['25', '']","['37', '']","['141', '']","['29', '']","['40', '']","['106', '']"
7845,r064,"California -> Public -> U. California, San Diego",California,Public,"U. California, San Diego",3,"['2,895', '']","['0', '']","['335', '']","['0', '']","['659', '']","['339', '']","['814', '']","['19', '']","['0', '']","['292', '']","['61', '']","['135', '']","['242', '']"
7845,r065,"California -> Public -> U. California, San Francisco",California,Public,"U. California, San Francisco",3,"['1,861', '']","['0', '']","['334', '']","['0', '']","['0', '']","['0', '']","['1,330', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4', '']","['193', '']"
7845,r066,"California -> Public -> U. California, Santa Barbara",California,Public,"U. California, Santa Barbara",3,"['905', '']","['0', '']","['158', '']","['22', '']","['251', '']","['76', '']","['1', '']","['9', '']","['32', '']","['170', '']","['44', '']","['95', '']","['45', '']"
7845,r067,"California -> Public -> U. California, Santa Cruz",California,Public,"U. California, Santa Cruz",3,"['664', '']","['0', '']","['111', '']","['8', '']","['117', '']","['135', '']","['0', '']","['12', '']","['0', '']","['179', '']","['24', '']","['51', '']","['28', '']"
7845,r068,California -> Private,California,Private,,2,"['5,513', '']","['18', '']","['2,167', '']","['231', '']","['775', '']","['188', '']","['889', '']","['44', '']","['65', '']","['835', '']","['97', '']","['139', '']","['65', '']"
7845,r069,California -> Private -> Azusa Pacific U.,California,Private,Azusa Pacific U.,3,"['33', '']","['3', '']","['12', '']","['3', '']","['1', '']","['1', '']","['6', '']","['1', '']","['0', '']","['4', '']","['4', '']","['0', '']","['0', '']"
7845,r070,California -> Private -> Biola U.,California,Private,Biola U.,3,"['20', '']","['0', '']","['7', '']","['*', '']","['1', '']","['0', '']","['5', '']","['0', '']","['0', '']","['6', '']","['0', '']","['0', '']","['0', '']"
7845,r071,California -> Private -> California Institute of Technology,California,Private,California Institute of Technology,3,"['843', '']","['0', '']","['295', '']","['7', '']","['171', '']","['64', '']","['0', '']","['0', '']","['0', '']","['296', '']","['0', '']","['10', '']","['0', '']"
7845,r072,California -> Private -> Chapman U.,California,Private,Chapman U.,3,"['94', '']","['3', '']","['21', '']","['7', '']","['5', '']","['5', '']","['19', '']","['1', '']","['0', '']","['5', '']","['10', '']","['18', '']","['0', '']"
7845,r073,California -> Private -> Charles R. Drew U. of Medicine and Science,California,Private,Charles R. Drew U. of Medicine and Science,3,"['21', '']","['0', '']","['16', '']","['0', '']","['0', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7845,r074,California -> Private -> Claremont Graduate U.,California,Private,Claremont Graduate U.,3,"['21', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['9', '']","['*', '']","['0', '']","['0', '']","['4', '']","['8', '']","['0', '']"
7845,r075,California -> Private -> Claremont McKenna C.,California,Private,Claremont McKenna C.,3,"['22', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4', '']","['0', '']","['0', '']","['8', '']","['10', '']","['0', '']"
7845,r076,California -> Private -> Fielding Graduate U.,California,Private,Fielding Graduate U.,3,"['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3', '']","['0', '']"
7845,r077,California -> Private -> Harvey Mudd C.,California,Private,Harvey Mudd C.,3,"['68', '']","['0', '']","['8', '']","['14', '']","['23', '']","['0', '']","['0', '']","['3', '']","['0', '']","['18', '']","['1', '']","['0', '']","['0', '']"
7845,r078,California -> Private -> Keck Graduate Institute,California,Private,Keck Graduate Institute,3,"['20', '']","['0', '']","['11', '']","['0', '']","['1', '']","['0', '']","['8', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7845,r079,California -> Private -> Loma Linda U.,California,Private,Loma Linda U.,3,"['95', '']","['0', '']","['70', '']","['0', '']","['5', '']","['*', '']","['20', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7845,r080,California -> Private -> Loyola Marymount U.,California,Private,Loyola Marymount U.,3,"['54', '']","['0', '']","['14', '']","['1', '']","['12', '']","['1', '']","['3', '']","['2', '']","['1', '']","['8', '']","['5', '']","['7', '']","['0', '']"
7845,r081,California -> Private -> Marshall B. Ketchum U.,California,Private,Marshall B. Ketchum U.,3,"['5', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['4', '']","['*', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']"
7845,r082,California -> Private -> Occidental C.,California,Private,Occidental C.,3,"['163', '']","['0', '']","['48', '']","['0', '']","['0', '']","['21', '']","['1', '']","['10', '']","['0', '']","['48', '']","['2', '']","['33', '']","['0', '']"
7845,r083,California -> Private -> Pepperdine U.,California,Private,Pepperdine U.,3,"['40', '']","['0', '']","['13', '']","['*', '']","['0', '']","['0', '']","['4', '']","['1', '']","['1', '']","['9', '']","['4', '']","['7', '']","['0', '']"
7845,r084,California -> Private -> Pomona C.,California,Private,Pomona C.,3,"['112', '']","['2', '']","['31', '']","['6', '']","['0', '']","['8', '']","['0', '']","['6', '']","['3', '']","['40', '']","['9', '']","['8', '']","['0', '']"
7845,r085,California -> Private -> Santa Clara U.,California,Private,Santa Clara U.,3,"['134', '']","['0', '']","['20', '']","['1', '']","['65', '']","['0', '']","['1', '']","['4', '']","['2', '']","['31', '']","['5', '']","['5', '']","['0', '']"
7845,r086,California -> Private -> Scripps C.,California,Private,Scripps C.,3,"['27', '']","['1', '']","['10', '']","['*', '']","['0', '']","['1', '']","['0', '']","['1', '']","['2', '']","['6', '']","['3', '']","['3', '']","['0', '']"
7845,r087,California -> Private -> Scripps Research Institute,California,Private,Scripps Research Institute,3,"['748', '']","['0', '']","['748', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7845,r088,California -> Private -> Stanford U.,California,Private,Stanford U.,3,"['1,679', '']","['0', '']","['512', '']","['26', '']","['243', '']","['53', '']","['512', '']","['6', '']","['8', '']","['268', '']","['21', '']","['17', '']","['13', '']"
7845,r089,California -> Private -> Touro U.,California,Private,Touro U.,3,"['8', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7845,r090,California -> Private -> U. of the Pacific,California,Private,U. of the Pacific,3,"['63', '']","['0', '']","['3', '']","['2', '']","['18', '']","['4', '']","['8', '']","['4', '']","['0', '']","['19', '']","['2', '']","['3', '']","['0', '']"
7845,r091,California -> Private -> U. San Diego,California,Private,U. San Diego,3,"['40', '']","['0', '']","['19', '']","['0', '']","['4', '']","['5', '']","['6', '']","['*', '']","['0', '']","['3', '']","['4', '']","['*', '']","['0', '']"
7845,r092,California -> Private -> U. San Francisco,California,Private,U. San Francisco,3,"['21', '']","['2', '']","['7', '']","['2', '']","['0', '']","['1', '']","['7', '']","['0', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']"
7845,r093,California -> Private -> U. Southern California,California,Private,U. Southern California,3,"['1,128', '']","['0', '']","['273', '']","['161', '']","['226', '']","['24', '']","['249', '']","['0', '']","['48', '']","['69', '']","['16', '']","['9', '']","['52', '']"
7845,r094,California -> Private -> Western U. of Health Sciences,California,Private,Western U. of Health Sciences,3,"['50', '']","['6', '']","['25', '']","['*', '']","['0', '']","['0', '']","['18', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7845,r095,Colorado,Colorado,,,1,"['3,929', '']","['271', '']","['701', '']","['49', '']","['798', '']","['299', '']","['826', '']","['24', '']","['208', '']","['513', '']","['122', '']","['65', '']","['52', '']"
7845,r096,Colorado -> Public,Colorado,Public,,2,"['3,806', '']","['271', '']","['679', '']","['47', '']","['769', '']","['299', '']","['826', '']","['22', '']","['208', '']","['486', '']","['104', '']","['43', '']","['52', '']"
7845,r097,Colorado -> Public -> Colorado School of Mines,Colorado,Public,Colorado School of Mines,3,"['278', '']","['0', '']","['0', '']","['4', '']","['183', '']","['34', '']","['0', '']","['2', '']","['0', '']","['55', '']","['0', '']","['0', '']","['0', '']"
7845,r098,"Colorado -> Public -> Colorado State U., Fort Collins",Colorado,Public,"Colorado State U., Fort Collins",3,"['1,155', '']","['269', '']","['209', '']","['6', '']","['225', '']","['64', '']","['63', '']","['5', '']","['155', '']","['91', '']","['12', '']","['7', '']","['48', '']"
7845,r099,"Colorado -> Public -> Colorado State U., Pueblo",Colorado,Public,"Colorado State U., Pueblo",3,"['94', 'i']","['0', 'i']","['21', 'i']","['4', 'i']","['17', 'i']","['8', 'i']","['8', 'i']","['3', 'i']","['7', 'i']","['15', 'i']","['7', 'i']","['5', 'i']","['0', 'i']"
7845,r100,Colorado -> Public -> Fort Lewis C.,Colorado,Public,Fort Lewis C.,3,"['56', '']","['2', '']","['12', '']","['3', '']","['22', '']","['10', '']","['2', '']","['0', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']"
7845,r101,Colorado -> Public -> U. Colorado Boulder,Colorado,Public,U. Colorado Boulder,3,"['1,080', '']","['0', '']","['191', '']","['24', '']","['272', '']","['175', '']","['8', '']","['4', '']","['46', '']","['279', '']","['69', '']","['11', '']","['0', '']"
7845,r102,Colorado -> Public -> U. Colorado Colorado Springs,Colorado,Public,U. Colorado Colorado Springs,3,"['163', '']","['0', '']","['25', '']","['5', '']","['23', '']","['5', '']","['49', '']","['3', '']","['0', '']","['24', '']","['11', '']","['14', '']","['3', '']"
7845,r103,Colorado -> Public -> U. Colorado Denver and Anschutz Medical Campus,Colorado,Public,U. Colorado Denver and Anschutz Medical Campus,3,"['927', '']","['0', '']","['204', '']","['0', '']","['27', '']","['0', '']","['684', '']","['1', '']","['0', '']","['6', '']","['2', '']","['3', '']","['0', '']"
7845,r104,Colorado -> Public -> U. Northern Colorado,Colorado,Public,U. Northern Colorado,3,"['53', '']","['0', '']","['16', '']","['1', '']","['0', '']","['3', '']","['12', '']","['5', '']","['*', '']","['10', '']","['4', '']","['3', '']","['0', '']"
7845,r105,Colorado -> Private,Colorado,Private,,2,"['123', '']","['0', '']","['23', '']","['1', '']","['29', '']","['1', '']","['0', '']","['1', '']","['0', '']","['28', '']","['18', '']","['22', '']","['0', '']"
7845,r106,Colorado -> Private -> U. Denver,Colorado,Private,U. Denver,3,"['123', '']","['0', '']","['23', '']","['1', '']","['29', '']","['1', '']","['0', '']","['1', '']","['0', '']","['28', '']","['18', '']","['22', '']","['0', '']"
7845,r107,Connecticut,Connecticut,,,1,"['3,952', '']","['94', '']","['1,116', '']","['51', '']","['274', '']","['94', '']","['1,306', '']","['33', '']","['75', '']","['489', '']","['132', '']","['234', '']","['53', '']"
7845,r108,Connecticut -> Public,Connecticut,Public,,2,"['1,064', '']","['94', '']","['318', '']","['13', '']","['116', '']","['44', '']","['285', '']","['3', '']","['16', '']","['108', '']","['53', '']","['11', '']","['3', '']"
7845,r109,Connecticut -> Public -> Eastern Connecticut State U.,Connecticut,Public,Eastern Connecticut State U.,3,"['18', '']","['1', '']","['5', '']","['1', '']","['0', '']","['2', '']","['1', '']","['*', '']","['2', '']","['3', '']","['2', '']","['1', '']","['0', '']"
7845,r110,Connecticut -> Public -> Southern Connecticut State U.,Connecticut,Public,Southern Connecticut State U.,3,"['106', '']","['1', '']","['10', '']","['4', '']","['5', '']","['10', '']","['35', '']","['1', '']","['5', '']","['20', '']","['6', '']","['5', '']","['3', '']"
