table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures_passed_through,field_total_to_higher_education_subrecipients,field_total_to_businesses,field_total_to_nonprofit_organizations,field_total_to_other_subrecipients,field_federally_financed_all_r_d_expenditures_passed_through,field_federally_financed_to_higher_education_subrecipients,field_federally_financed_to_businesses,field_federally_financed_to_nonprofit_organizations,field_federally_financed_to_other_subrecipients
12724,r017,"United States -> Alaska -> Public -> U. Alaska, Fairbanks",United States,Alaska,Public,"U. Alaska, Fairbanks",4,"['24,303', '']","['30', '&nbsp;']","['NA', '&nbsp;']","['21', 'i']","['24,252', 'i']","['24,303', '']","['30', '']","['0', 'i']","['21', 'i']","['24,252', 'i']"
12724,r018,"United States -> Alaska -> Public -> U. Alaska, Southeast",United States,Alaska,Public,"U. Alaska, Southeast",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12724,r019,United States -> Alaska -> Private,United States,Alaska,Private,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12724,r020,United States -> Alaska -> Private -> Alaska Pacific U.,United States,Alaska,Private,Alaska Pacific U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12724,r021,United States -> Arizona,United States,Arizona,,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12724,r022,United States -> Arizona -> Public,United States,Arizona,Public,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12724,r023,United States -> Arizona -> Public -> Arizona State U.,United States,Arizona,Public,Arizona State U.,4,"['63,564', '']","['32,692', '']","['9,279', '']","['16,137', '']","['5,456', '']","['53,848', '']","['28,269', '']","['8,188', '']","['13,272', '']","['4,119', '']"
12724,r024,United States -> Arizona -> Public -> Dine C.,United States,Arizona,Public,Dine C.,4,"['762', '']","['699', '']","['0', '']","['0', '']","['63', '']","['699', '']","['699', '']","['0', '']","['0', '']","['0', '']"
12724,r025,United States -> Arizona -> Public -> Northern Arizona U.,United States,Arizona,Public,Northern Arizona U.,4,"['6,535', '']","['3,588', '']","['427', '']","['1,702', '']","['818', '']","['5,901', '']","['2,967', '']","['427', '']","['1,693', '']","['814', '']"
12724,r026,United States -> Arizona -> Public -> U. Arizona,United States,Arizona,Public,U. Arizona,4,"['73,221', '']","['31,486', '']","['26,858', '']","['12,556', '']","['2,321', '']","['70,817', '']","['29,634', '']","['26,522', '']","['12,340', '']","['2,321', '']"
12724,r027,United States -> Arkansas,United States,Arkansas,,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12724,r028,United States -> Arkansas -> Public,United States,Arkansas,Public,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12724,r029,"United States -> Arkansas -> Public -> Arkansas State U., Jonesboro",United States,Arkansas,Public,"Arkansas State U., Jonesboro",4,"['372', '']","['372', '']","['0', '']","['0', '']","['0', '']","['367', '']","['367', '']","['0', '']","['0', '']","['0', '']"
12724,r030,United States -> Arkansas -> Public -> U. Arkansas for Medical Sciences,United States,Arkansas,Public,U. Arkansas for Medical Sciences,4,"['12,293', '']","['10,246', '']","['487', '']","['1,460', '']","['100', '']","['11,798', '']","['9,851', '']","['484', '']","['1,363', '']","['100', '']"
12724,r031,"United States -> Arkansas -> Public -> U. Arkansas, Fayetteville",United States,Arkansas,Public,"U. Arkansas, Fayetteville",4,"['14,359', '']","['12,127', '']","['859', '']","['818', '']","['555', '']","['12,671', '']","['11,044', '']","['859', '']","['593', '']","['175', '']"
12724,r032,"United States -> Arkansas -> Public -> U. Arkansas, Little Rock",United States,Arkansas,Public,"U. Arkansas, Little Rock",4,"['1,321', '']","['1,321', '']","['0', '']","['0', '']","['0', '']","['1,282', '']","['1,282', '']","['0', '']","['0', '']","['0', '']"
12724,r033,"United States -> Arkansas -> Public -> U. Arkansas, Pine Bluff",United States,Arkansas,Public,"U. Arkansas, Pine Bluff",4,"['521', '']","['461', '']","['0', '']","['0', '']","['60', '']","['521', '']","['461', '']","['0', '']","['0', '']","['60', '']"
12724,r034,United States -> Arkansas -> Public -> U. Central Arkansas,United States,Arkansas,Public,U. Central Arkansas,4,"['191', '']","['41', '']","['57', '']","['0', '']","['93', '']","['191', '']","['41', '']","['57', '']","['0', '']","['93', '']"
12724,r035,United States -> California,United States,California,,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12724,r036,United States -> California -> Public,United States,California,Public,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12724,r037,"United States -> California -> Public -> California Polytechnic State U., San Luis Obispo",United States,California,Public,"California Polytechnic State U., San Luis Obispo",4,"['1,292', '']","['776', '']","['0', '']","['304', '']","['212', '']","['857', '']","['381', '']","['0', '']","['301', '']","['175', '']"
12724,r038,"United States -> California -> Public -> California State Polytechnic U., Humboldt",United States,California,Public,"California State Polytechnic U., Humboldt",4,"['829', '']","['198', '']","['372', '']","['94', '']","['165', '']","['100', '']","['0', '']","['55', '']","['45', '']","['0', '']"
12724,r039,"United States -> California -> Public -> California State Polytechnic U., Pomona",United States,California,Public,"California State Polytechnic U., Pomona",4,"['185', '']","['99', '']","['37', '']","['0', '']","['49', '']","['185', '']","['99', '']","['37', '']","['0', '']","['49', '']"
12724,r040,"United States -> California -> Public -> California State U., Bakersfield",United States,California,Public,"California State U., Bakersfield",4,"['72', '']","['72', '']","['0', '']","['0', '']","['0', '']","['72', '']","['72', '']","['0', '']","['0', '']","['0', '']"
12724,r041,"United States -> California -> Public -> California State U., Channel Islands",United States,California,Public,"California State U., Channel Islands",4,"['81', '']","['81', '']","['0', '']","['0', '']","['0', '']","['81', '']","['81', '']","['0', '']","['0', '']","['0', '']"
12724,r042,"United States -> California -> Public -> California State U., Chico",United States,California,Public,"California State U., Chico",4,"['991', '']","['956', '']","['0', '']","['3', '']","['32', '']","['951', '']","['951', '']","['0', '']","['0', '']","['0', '']"
12724,r043,"United States -> California -> Public -> California State U., Dominguez Hills",United States,California,Public,"California State U., Dominguez Hills",4,"['312', '']","['214', '']","['0', '']","['0', '']","['98', '']","['214', '']","['214', '']","['0', '']","['0', '']","['0', '']"
12724,r044,"United States -> California -> Public -> California State U., East Bay",United States,California,Public,"California State U., East Bay",4,"['4,775', '']","['1,004', '']","['404', '']","['922', '']","['2,445', '']","['4,555', '']","['840', '']","['404', '']","['922', '']","['2,389', '']"
12724,r045,"United States -> California -> Public -> California State U., Fresno",United States,California,Public,"California State U., Fresno",4,"['428', '']","['302', '']","['126', '']","['0', '']","['0', '']","['311', '']","['251', '']","['60', '']","['0', '']","['0', '']"
12724,r046,"United States -> California -> Public -> California State U., Fullerton",United States,California,Public,"California State U., Fullerton",4,"['729', '']","['282', '']","['395', '']","['52', '']","['0', '']","['668', '']","['282', '']","['386', '']","['0', '']","['0', '']"
12724,r047,"United States -> California -> Public -> California State U., Long Beach",United States,California,Public,"California State U., Long Beach",4,"['1,621', '']","['903', '']","['22', '']","['524', '']","['172', '']","['1,212', '']","['853', '']","['15', '']","['172', '']","['172', '']"
12724,r048,"United States -> California -> Public -> California State U., Los Angeles",United States,California,Public,"California State U., Los Angeles",4,"['195', '']","['149', '']","['0', '']","['46', '']","['0', '']","['181', '']","['135', '']","['0', '']","['46', '']","['0', '']"
12724,r049,"United States -> California -> Public -> California State U., Monterey Bay",United States,California,Public,"California State U., Monterey Bay",4,"['1,365', '']","['1,365', '']","['0', '']","['0', '']","['0', '']","['575', '']","['575', '']","['0', '']","['0', '']","['0', '']"
12724,r050,"United States -> California -> Public -> California State U., Northridge",United States,California,Public,"California State U., Northridge",4,"['976', '']","['804', '']","['56', '']","['116', '']","['0', '']","['911', '']","['763', '']","['32', '']","['116', '']","['0', '']"
12724,r051,"United States -> California -> Public -> California State U., Sacramento",United States,California,Public,"California State U., Sacramento",4,"['6,076', '']","['49', '']","['3,581', '']","['2,416', '']","['30', '']","['2,860', '']","['29', '']","['415', '']","['2,416', '']","['0', '']"
12724,r052,"United States -> California -> Public -> California State U., San Bernardino",United States,California,Public,"California State U., San Bernardino",4,"['577', '']","['547', '']","['0', '']","['30', '']","['0', '']","['264', '']","['264', '']","['0', '']","['0', '']","['0', '']"
12724,r053,"United States -> California -> Public -> California State U., San Marcos",United States,California,Public,"California State U., San Marcos",4,"['593', '']","['459', '']","['0', '']","['134', '']","['0', '']","['585', '']","['451', '']","['0', '']","['134', '']","['0', '']"
12724,r054,"United States -> California -> Public -> California State U., Stanislaus",United States,California,Public,"California State U., Stanislaus",4,"['28', '']","['28', '']","['0', '']","['0', '']","['0', '']","['16', '']","['16', '']","['0', '']","['0', '']","['0', '']"
12724,r055,United States -> California -> Public -> Naval Postgraduate School,United States,California,Public,Naval Postgraduate School,4,"['NA', '']","['NA', '']","['NA', '']","['NA', '']","['NA', '']","['NA', '']","['NA', '']","['NA', '']","['NA', '']","['NA', '']"
12724,r056,United States -> California -> Public -> San Diego State U.,United States,California,Public,San Diego State U.,4,"['7,429', '']","['3,675', '']","['199', '']","['2,592', '']","['963', '']","['6,414', '']","['3,262', '']","['199', '']","['2,300', '']","['653', '']"
12724,r057,United States -> California -> Public -> San Francisco State U.,United States,California,Public,San Francisco State U.,4,"['1,233', '']","['1,063', '']","['2', '']","['116', '']","['52', '']","['1,032', '']","['949', '']","['0', '']","['51', '']","['32', '']"
12724,r058,United States -> California -> Public -> San Jose State U.,United States,California,Public,San Jose State U.,4,"['3,528', '']","['3,112', '']","['0', '']","['133', '']","['283', '']","['1,118', '']","['1,111', '']","['0', '']","['0', '']","['7', '']"
12724,r059,United States -> California -> Public -> Sonoma State U.,United States,California,Public,Sonoma State U.,4,"['830', '']","['342', '']","['0', '']","['488', '']","['0', '']","['830', '']","['342', '']","['0', '']","['488', '']","['0', '']"
12724,r060,"United States -> California -> Public -> U. California, Berkeley",United States,California,Public,"U. California, Berkeley",4,"['100,754', '']","['56,989', 'i']","['19,010', 'i']","['13,328', 'i']","['11,427', 'i']","['81,745', '']","['46,525', 'i']","['15,491', 'i']","['10,934', 'i']","['8,795', 'i']"
12724,r061,"United States -> California -> Public -> U. California, Davis",United States,California,Public,"U. California, Davis",4,"['69,085', '']","['38,714', 'i']","['13,206', 'i']","['9,259', 'i']","['7,906', 'i']","['56,144', '']","['31,952', 'i']","['10,641', 'i']","['7,510', 'i']","['6,041', 'i']"
12724,r062,"United States -> California -> Public -> U. California, Irvine",United States,California,Public,"U. California, Irvine",4,"['37,809', '']","['32,002', 'i']","['2,024', 'i']","['3,442', 'i']","['341', 'i']","['31,070', '']","['26,411', 'i']","['1,551', 'i']","['3,108', 'i']","['0', 'i']"
12724,r063,"United States -> California -> Public -> U. California, Los Angeles",United States,California,Public,"U. California, Los Angeles",4,"['182,123', '']","['101,463', 'i']","['35,125', 'i']","['24,665', 'i']","['20,870', 'i']","['157,887', '']","['89,863', 'i']","['29,921', 'i']","['21,124', 'i']","['16,979', 'i']"
12724,r064,"United States -> California -> Public -> U. California, Merced",United States,California,Public,"U. California, Merced",4,"['2,653', '']","['971', 'i']","['345', 'i']","['242', 'i']","['1,095', 'i']","['1,758', '']","['971', 'i']","['345', 'i']","['242', 'i']","['200', 'i']"
12724,r065,"United States -> California -> Public -> U. California, Office of the President",United States,California,Public,"U. California, Office of the President",4,"['224', '']","['0', 'i']","['0', 'i']","['0', 'i']","['224', 'i']","['0', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12724,r066,"United States -> California -> Public -> U. California, Riverside",United States,California,Public,"U. California, Riverside",4,"['14,755', '']","['13,876', 'i']","['365', 'i']","['514', 'i']","['0', 'i']","['11,846', '']","['11,074', 'i']","['258', 'i']","['514', 'i']","['0', 'i']"
12724,r067,"United States -> California -> Public -> U. California, San Diego",United States,California,Public,"U. California, San Diego",4,"['130,404', '']","['73,290', 'i']","['24,827', 'i']","['17,413', 'i']","['14,874', 'i']","['108,080', '']","['61,512', 'i']","['20,482', 'i']","['14,458', 'i']","['11,628', 'i']"
12724,r068,"United States -> California -> Public -> U. California, San Francisco",United States,California,Public,"U. California, San Francisco",4,"['152,782', '']","['84,722', 'i']","['29,428', 'i']","['20,582', 'i']","['18,050', 'i']","['115,724', '']","['65,863', 'i']","['21,931', 'i']","['15,481', 'i']","['12,449', 'i']"
12724,r069,"United States -> California -> Public -> U. California, Santa Barbara",United States,California,Public,"U. California, Santa Barbara",4,"['30,574', '']","['23,448', 'i']","['2,955', 'i']","['1,076', 'i']","['3,095', 'i']","['24,178', '']","['19,611', 'i']","['2,955', 'i']","['1,076', 'i']","['536', 'i']"
12724,r070,"United States -> California -> Public -> U. California, Santa Cruz",United States,California,Public,"U. California, Santa Cruz",4,"['12,376', '']","['8,963', 'i']","['2,053', 'i']","['1,360', 'i']","['0', 'i']","['10,546', '']","['7,372', 'i']","['1,814', 'i']","['1,360', 'i']","['0', 'i']"
12724,r071,United States -> California -> Private,United States,California,Private,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12724,r072,United States -> California -> Private -> Azusa Pacific U.,United States,California,Private,Azusa Pacific U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12724,r073,United States -> California -> Private -> Biola U.,United States,California,Private,Biola U.,4,"['131', 'i']","['70', 'i']","['19', 'i']","['33', 'i']","['9', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12724,r074,United States -> California -> Private -> California Institute of Technology,United States,California,Private,California Institute of Technology,4,"['49,617', '']","['29,476', '']","['15,959', '']","['2,806', '']","['1,376', '']","['47,328', '']","['28,000', '']","['15,444', '']","['2,640', '']","['1,244', '']"
12724,r075,United States -> California -> Private -> Chapman U.,United States,California,Private,Chapman U.,4,"['3,171', '']","['2,878', '']","['0', '']","['293', '']","['0', '']","['2,143', '']","['1,981', '']","['0', '']","['162', '']","['0', '']"
12724,r076,United States -> California -> Private -> Charles R. Drew U. of Medicine and Science,United States,California,Private,Charles R. Drew U. of Medicine and Science,4,"['171', '']","['53', '']","['0', '']","['118', '']","['0', '']","['118', '']","['0', '']","['0', '']","['118', '']","['0', '']"
12724,r077,United States -> California -> Private -> Claremont Graduate U.,United States,California,Private,Claremont Graduate U.,4,"['357', '']","['13', '']","['0', '']","['344', '']","['0', '']","['4', '']","['4', '']","['0', '']","['0', '']","['0', '']"
12724,r078,United States -> California -> Private -> Claremont McKenna C.,United States,California,Private,Claremont McKenna C.,4,"['126', '']","['126', '']","['0', '']","['0', '']","['0', '']","['126', '']","['126', '']","['0', '']","['0', '']","['0', '']"
12724,r079,United States -> California -> Private -> Harvey Mudd C.,United States,California,Private,Harvey Mudd C.,4,"['118', '']","['118', '']","['0', '']","['0', '']","['0', '']","['118', '']","['118', '']","['0', '']","['0', '']","['0', '']"
12724,r080,United States -> California -> Private -> High Tech High Graduate School of Ed.,United States,California,Private,High Tech High Graduate School of Ed.,4,"['147', '']","['147', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12724,r081,United States -> California -> Private -> Keck Graduate Institute,United States,California,Private,Keck Graduate Institute,4,"['390', '']","['390', '']","['0', '']","['0', '']","['0', '']","['390', '']","['390', '']","['0', '']","['0', '']","['0', '']"
12724,r082,United States -> California -> Private -> La Sierra U.,United States,California,Private,La Sierra U.,4,"['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12724,r083,United States -> California -> Private -> Loma Linda U.,United States,California,Private,Loma Linda U.,4,"['1,034', '']","['767', '']","['150', '']","['88', '']","['29', '']","['859', '']","['760', '']","['70', '']","['0', '']","['29', '']"
12724,r084,United States -> California -> Private -> Loyola Marymount U.,United States,California,Private,Loyola Marymount U.,4,"['571', '']","['487', '']","['0', '']","['84', '']","['0', '']","['268', '']","['268', '']","['0', '']","['0', '']","['0', '']"
12724,r085,United States -> California -> Private -> Marshall B. Ketchum U.,United States,California,Private,Marshall B. Ketchum U.,4,"['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12724,r086,United States -> California -> Private -> Occidental C.,United States,California,Private,Occidental C.,4,"['154', 'i']","['134', 'i']","['0', 'i']","['0', 'i']","['20', 'i']","['134', 'i']","['134', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12724,r087,United States -> California -> Private -> Pepperdine U.,United States,California,Private,Pepperdine U.,4,"['22', '']","['7', '']","['0', '']","['15', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12724,r088,United States -> California -> Private -> Pomona C.,United States,California,Private,Pomona C.,4,"['14', '']","['14', '']","['0', '']","['0', '']","['0', '']","['14', '']","['14', '']","['0', '']","['0', '']","['0', '']"
12724,r089,United States -> California -> Private -> Santa Clara U.,United States,California,Private,Santa Clara U.,4,"['14', '']","['14', '']","['0', '']","['0', '']","['0', '']","['14', '']","['14', '']","['0', '']","['0', '']","['0', '']"
12724,r090,United States -> California -> Private -> Scripps Research Institute,United States,California,Private,Scripps Research Institute,4,"['80,754', '']","['29,156', '']","['21,737', '']","['26,569', '']","['3,292', '']","['80,255', '']","['28,657', '']","['21,737', '']","['26,569', '']","['3,292', '']"
12724,r091,United States -> California -> Private -> Stanford U.,United States,California,Private,Stanford U.,4,"['111,205', '']","['64,226', '']","['18,482', '']","['21,442', '']","['7,055', '']","['92,307', '']","['55,490', '']","['15,715', '']","['16,626', '']","['4,476', '']"
12724,r092,"United States -> California -> Private -> Touro U., California",United States,California,Private,"Touro U., California",4,"['15', '']","['15', '']","['0', '']","['0', '']","['0', '']","['15', '']","['15', '']","['0', '']","['0', '']","['0', '']"
12724,r093,United States -> California -> Private -> U. of the Pacific,United States,California,Private,U. of the Pacific,4,"['41', '']","['2', '']","['39', '']","['0', '']","['0', '']","['17', '']","['2', '']","['15', '']","['0', '']","['0', '']"
12724,r094,United States -> California -> Private -> U. San Diego,United States,California,Private,U. San Diego,4,"['2,117', '']","['1,598', '']","['145', '']","['233', '']","['141', '']","['1,594', '']","['1,491', '']","['90', '']","['13', '']","['0', '']"
12724,r095,United States -> California -> Private -> U. San Francisco,United States,California,Private,U. San Francisco,4,"['59', '']","['59', '']","['0', '']","['0', '']","['0', '']","['59', '']","['59', '']","['0', '']","['0', '']","['0', '']"
12724,r096,United States -> California -> Private -> U. Southern California,United States,California,Private,U. Southern California,4,"['168,243', '']","['101,978', '']","['27,708', '']","['32,977', '']","['5,580', '']","['130,097', '']","['84,581', '']","['16,330', '']","['23,755', '']","['5,431', '']"
12724,r097,United States -> California -> Private -> Western U. of Health Sciences,United States,California,Private,Western U. of Health Sciences,4,"['626', '']","['414', '']","['137', '']","['0', '']","['75', '']","['626', '']","['414', '']","['137', '']","['0', '']","['75', '']"
12724,r098,United States -> Colorado,United States,Colorado,,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12724,r099,United States -> Colorado -> Public,United States,Colorado,Public,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
