table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2016,field_2017,field_2018,field_2019_all_physical_sciences,field_2019_astronomy_and_astrophysics,field_2019_chemistry,field_2019_materials_science,field_2019_physics,field_2019_physical_sciences_nec
3164,r034,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,33,"['41,411', '']","['41,291', '']","['42,506', '']","['45,062', '']","['0', '']","['28,342', '']","['0', '']","['16,720', '']","['0', '']"
3164,r035,All institutions -> U. Houston,All institutions,U. Houston,2,34,"['29,938', '']","['30,672', '']","['32,572', '']","['43,378', '']","['36', '']","['34,730', '']","['64', '']","['7,839', '']","['709', '']"
3164,r036,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,35,"['37,300', '']","['33,115', '']","['39,938', '']","['41,679', '']","['1,930', '']","['12,052', '']","['0', '']","['27,697', '']","['0', '']"
3164,r037,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,36,"['35,534', '']","['39,032', '']","['37,914', '']","['40,872', '']","['0', '']","['22,169', '']","['0', '']","['18,441', '']","['262', '']"
3164,r038,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,37,"['24,170', '']","['27,491', '']","['42,277', '']","['40,040', '']","['0', '']","['12,549', '']","['10,905', '']","['16,586', '']","['0', '']"
3164,r039,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,38,"['40,248', '']","['37,000', '']","['37,983', '']","['38,229', '']","['0', '']","['25,802', '']","['0', '']","['12,427', '']","['0', '']"
3164,r040,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,39,"['33,624', '']","['34,740', '']","['37,542', '']","['38,081', '']","['0', '']","['22,763', '']","['0', '']","['15,318', '']","['0', '']"
3164,r041,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,40,"['35,524', '']","['33,807', '']","['35,118', '']","['37,055', '']","['444', '']","['24,143', '']","['0', '']","['8,412', '']","['4,056', '']"
3164,r042,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,41,"['37,518', '']","['46,452', '']","['32,070', '']","['35,369', '']","['7,288', '']","['11,749', '']","['5,230', '']","['11,102', '']","['0', '']"
3164,r043,All institutions -> Rice U.,All institutions,Rice U.,2,42,"['33,165', '']","['32,195', '']","['29,448', '']","['34,759', '']","['1,456', '']","['16,975', '']","['94', '']","['16,234', '']","['0', '']"
3164,r044,All institutions -> Washington State U.,All institutions,Washington State U.,2,43,"['40,781', '']","['35,985', '']","['34,955', '']","['33,403', '']","['321', '']","['10,871', '']","['1,146', '']","['16,949', '']","['4,116', '']"
3164,r045,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,44,"['30,051', '']","['27,698', '']","['29,547', '']","['32,576', '']","['14,779', '']","['10,719', '']","['0', '']","['7,057', '']","['21', '']"
3164,r046,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,45,"['23,246', '']","['22,383', '']","['24,443', '']","['31,623', '']","['4,768', '']","['19,452', '']","['0', '']","['7,403', '']","['0', '']"
3164,r047,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,46,"['31,444', '']","['31,873', '']","['26,019', '']","['31,099', '']","['1,358', '']","['19,039', '']","['0', '']","['10,702', '']","['0', '']"
3164,r048,All institutions -> Boston U.,All institutions,Boston U.,2,47,"['25,220', '']","['27,450', '']","['29,879', '']","['30,805', '']","['2,335', '']","['13,712', '']","['0', '']","['14,758', '']","['0', '']"
3164,r049,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,48,"['27,163', '']","['31,009', '']","['27,810', '']","['30,415', '']","['0', '']","['4,148', '']","['0', '']","['26,198', '']","['69', '']"
3164,r050,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,49,"['29,135', '']","['32,546', '']","['30,869', '']","['30,196', '']","['3,202', '']","['17,222', '']","['0', '']","['9,772', '']","['0', '']"
3164,r051,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,50,"['44,532', '']","['35,580', '']","['26,313', '']","['29,660', '']","['2,378', '']","['7,258', '']","['3,301', '']","['11,380', '']","['5,343', '']"
3164,r052,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,51,"['28,783', '']","['31,035', '']","['29,053', '']","['28,951', '']","['0', '']","['12,997', '']","['0', '']","['15,954', '']","['0', '']"
3164,r053,All institutions -> U. Delaware,All institutions,U. Delaware,2,52,"['23,187', '']","['23,387', '']","['23,634', '']","['27,410', '']","['1,070', '']","['9,124', '']","['11,717', '']","['5,499', '']","['0', '']"
3164,r054,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,53,"['27,388', '']","['24,974', '']","['23,775', '']","['27,285', '']","['17,461', '']","['1,876', '']","['0', '']","['4,040', '']","['3,908', '']"
3164,r055,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,54,"['15,547', '']","['18,453', '']","['21,049', '']","['26,835', '']","['176', '']","['16,338', '']","['1,188', '']","['7,909', '']","['1,224', '']"
3164,r056,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,55,"['31,756', '']","['34,663', '']","['25,154', '']","['26,742', '']","['3,301', '']","['11,511', '']","['0', '']","['11,930', '']","['0', '']"
3164,r057,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,56,"['32,156', '']","['27,092', '']","['23,212', '']","['26,589', '']","['0', '']","['13,683', '']","['0', '']","['10,672', '']","['2,234', '']"
3164,r058,All institutions -> U. Florida,All institutions,U. Florida,2,57,"['28,226', '']","['28,062', '']","['25,940', '']","['26,341', '']","['1,792', '']","['12,084', '']","['0', '']","['11,707', '']","['758', '']"
3164,r059,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,58,"['26,829', '']","['24,191', '']","['28,112', '']","['26,100', '']","['0', '']","['9,916', '']","['276', '']","['15,908', '']","['0', '']"
3164,r060,All institutions -> New York U.,All institutions,New York U.,2,59,"['17,360', '']","['20,631', '']","['23,915', '']","['26,098', '']","['0', '']","['14,483', '']","['0', '']","['11,615', '']","['0', '']"
3164,r061,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,60,"['19,340', '']","['26,376', '']","['24,779', '']","['26,050', '']","['0', '']","['14,026', '']","['0', '']","['11,934', '']","['90', '']"
3164,r062,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,61,"['17,602', '']","['22,091', '']","['24,307', '']","['25,677', '']","['0', '']","['7,780', '']","['0', '']","['17,897', '']","['0', '']"
3164,r063,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,62,"['18,225', '']","['30,701', '']","['25,776', '']","['25,535', '']","['6,817', '']","['5,931', '']","['0', '']","['1,762', '']","['11,025', '']"
3164,r064,All institutions -> Florida International U.,All institutions,Florida International U.,2,63,"['8,447', '']","['13,119', '']","['18,688', '']","['24,968', '']","['0', '']","['17,688', '']","['0', '']","['5,911', '']","['1,369', '']"
3164,r065,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,64,"['18,899', '']","['21,811', '']","['22,345', '']","['24,852', '']","['0', '']","['14,244', '']","['5,132', '']","['5,476', '']","['0', '']"
3164,r066,All institutions -> U. Iowa,All institutions,U. Iowa,2,65,"['22,073', '']","['21,629', '']","['25,142', '']","['24,300', '']","['1,178', '']","['4,659', '']","['0', '']","['18,463', '']","['0', '']"
3164,r067,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,66,"['21,641', '']","['19,472', '']","['24,133', '']","['23,944', '']","['0', '']","['8,558', '']","['0', '']","['14,926', '']","['460', '']"
3164,r068,All institutions -> Emory U.,All institutions,Emory U.,2,67,"['23,528', '']","['21,099', '']","['22,517', '']","['23,150', '']","['0', '']","['20,261', '']","['0', '']","['2,882', '']","['7', '']"
3164,r069,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,68,"['18,127', '']","['19,270', '']","['21,204', '']","['22,753', '']","['0', '']","['10,796', '']","['0', '']","['11,957', '']","['0', '']"
3164,r070,All institutions -> Duke U.,All institutions,Duke U.,2,69,"['19,074', '']","['17,992', '']","['19,322', '']","['21,176', '']","['0', '']","['10,711', '']","['0', '']","['10,465', '']","['0', '']"
3164,r071,All institutions -> U. Southern California,All institutions,U. Southern California,2,70,"['20,210', '']","['16,075', '']","['17,751', '']","['20,109', '']","['14', '']","['14,258', '']","['1,427', '']","['4,410', '']","['0', '']"
3164,r072,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,71,"['15,652', '']","['14,693', '']","['17,898', '']","['20,013', '']","['0', '']","['12,192', '']","['0', '']","['4,317', '']","['3,504', '']"
3164,r073,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,72,"['14,883', '']","['18,921', '']","['20,096', '']","['19,508', '']","['0', '']","['8,868', '']","['85', '']","['9,879', '']","['676', '']"
3164,r074,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,73,"['17,121', '']","['16,426', '']","['17,483', '']","['19,445', '']","['0', '']","['7,067', '']","['66', '']","['11,698', '']","['614', '']"
3164,r075,All institutions -> Brown U.,All institutions,Brown U.,2,74,"['25,132', '']","['18,050', '']","['20,720', '']","['19,259', '']","['0', '']","['5,250', '']","['0', '']","['7,636', '']","['6,373', '']"
3164,r076,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,75,"['15,303', '']","['12,763', '']","['15,858', '']","['19,017', '']","['0', '']","['0', '']","['0', '']","['19,017', '']","['0', '']"
3164,r077,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,76,"['11,423', '']","['19,855', '']","['18,977', '']","['18,757', '']","['0', '']","['8,125', '']","['0', '']","['10,632', '']","['0', '']"
3164,r078,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,77,"['11,992', '']","['12,393', '']","['12,578', '']","['18,059', '']","['0', '']","['651', '']","['0', '']","['3,369', '']","['14,039', '']"
3164,r079,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,78,"['13,841', '']","['13,425', '']","['14,184', '']","['17,976', '']","['0', '']","['4,105', '']","['0', '']","['13,871', '']","['0', '']"
3164,r080,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,79,"['15,268', '']","['17,949', '']","['17,221', '']","['17,836', '']","['4,379', '']","['8,366', '']","['0', '']","['4,948', '']","['143', '']"
3164,r081,All institutions -> Catholic U. of America,All institutions,Catholic U. of America,2,80,"['18,956', '']","['18,592', '']","['19,319', '']","['17,660', '']","['0', '']","['551', '']","['0', '']","['11,192', '']","['5,917', '']"
3164,r082,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,81,"['13,934', '']","['14,000', '']","['13,821', '']","['17,039', '']","['12,299', '']","['1,714', '']","['284', '']","['2,742', '']","['0', '']"
3164,r083,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,82,"['14,796', '']","['15,352', '']","['16,816', '']","['16,829', '']","['0', '']","['4,713', '']","['5,786', '']","['6,330', '']","['0', '']"
3164,r084,All institutions -> Temple U.,All institutions,Temple U.,2,83,"['14,548', '']","['17,047', '']","['15,235', '']","['16,205', '']","['0', '']","['7,522', '']","['0', '']","['5,717', '']","['2,966', '']"
3164,r085,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,84,"['17,972', '']","['17,562', '']","['16,505', '']","['16,166', '']","['0', '']","['9,249', '']","['0', '']","['6,917', '']","['0', '']"
3164,r086,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,85,"['10,791', '']","['14,282', '']","['13,242', '']","['15,894', '']","['0', '']","['4,454', '']","['0', '']","['11,440', '']","['0', '']"
3164,r087,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,86,"['11,550', '']","['11,528', '']","['13,416', '']","['15,682', '']","['0', '']","['13,266', '']","['199', '']","['307', '']","['1,910', '']"
3164,r088,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,87,"['12,629', '']","['13,273', '']","['16,067', '']","['15,576', '']","['0', '']","['5,232', '']","['0', '']","['9,386', '']","['958', '']"
3164,r089,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,88,"['13,644', '']","['14,048', '']","['12,433', '']","['15,515', '']","['3,513', '']","['4,093', '']","['1,542', '']","['2,216', '']","['4,151', '']"
3164,r090,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,89,"['11,711', '']","['12,061', '']","['14,899', '']","['15,362', '']","['0', '']","['11,836', '']","['0', '']","['3,526', '']","['0', '']"
3164,r091,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,90,"['9,006', '']","['12,988', '']","['13,042', '']","['15,338', '']","['7,687', '']","['3,128', '']","['433', '']","['4,090', '']","['0', '']"
3164,r092,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,91,"['11,910', '']","['16,534', '']","['14,662', '']","['15,038', '']","['0', '']","['6,393', '']","['0', '']","['4,936', '']","['3,709', '']"
3164,r093,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,92,"['15,519', '']","['12,248', '']","['10,912', '']","['15,021', '']","['0', '']","['7,838', '']","['0', '']","['7,183', '']","['0', '']"
3164,r094,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,93,"['14,161', '']","['16,304', '']","['20,446', '']","['14,920', '']","['0', '']","['10,839', '']","['0', '']","['3,930', '']","['151', '']"
3164,r095,All institutions -> U. Oregon,All institutions,U. Oregon,2,94,"['11,456', '']","['13,591', '']","['13,908', '']","['14,773', '']","['0', '']","['5,867', '']","['1,383', '']","['7,523', '']","['0', '']"
3164,r096,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,95,"['12,648', '']","['13,606', '']","['10,951', '']","['14,617', '']","['0', '']","['6,256', '']","['0', '']","['8,361', '']","['0', '']"
3164,r097,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,96,"['12,926', '']","['10,825', '']","['13,908', '']","['14,464', '']","['0', '']","['10,311', '']","['1,022', '']","['2,837', '']","['294', '']"
3164,r098,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,97,"['13,920', '']","['13,332', '']","['12,602', '']","['14,456', '']","['0', '']","['8,664', '']","['0', '']","['5,792', '']","['0', '']"
3164,r099,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,98,"['9,808', '']","['9,960', '']","['13,475', '']","['14,413', '']","['0', '']","['5,535', '']","['0', '']","['8,878', '']","['0', '']"
3164,r100,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,99,"['13,978', '']","['14,532', '']","['15,455', '']","['14,408', '']","['0', '']","['7,368', '']","['399', '']","['6,641', '']","['0', '']"
3164,r101,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,100,"['9,475', '']","['12,133', '']","['15,392', '']","['14,339', '']","['0', '']","['5,632', '']","['0', '']","['8,707', '']","['0', '']"
3164,r102,"All institutions -> U. South Florida, Tampa",All institutions,"U. South Florida, Tampa",2,101,"['10,427', '']","['11,895', '']","['12,725', '']","['14,060', '']","['0', '']","['8,838', '']","['0', '']","['4,440', '']","['782', '']"
3164,r103,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,102,"['12,644', '']","['14,459', '']","['13,107', '']","['13,534', '']","['13,390', '']","['75', '']","['0', '']","['0', '']","['69', '']"
3164,r104,All institutions -> U. Georgia,All institutions,U. Georgia,2,103,"['13,066', '']","['11,280', '']","['19,257', '']","['13,275', '']","['2,180', '']","['10,042', '']","['0', '']","['1,053', '']","['0', '']"
3164,r105,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,104,"['6,415', '']","['9,622', '']","['11,626', '']","['13,220', '']","['0', '']","['6,440', '']","['15', '']","['6,710', '']","['55', '']"
3164,r106,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,105,"['9,888', '']","['10,415', '']","['14,459', '']","['12,963', '']","['9,766', '']","['1,466', '']","['0', '']","['1,724', '']","['7', '']"
3164,r107,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,106,"['13,533', '']","['13,498', '']","['13,301', '']","['11,644', '']","['0', '']","['7,311', '']","['97', '']","['4,236', '']","['0', '']"
3164,r108,All institutions -> Clemson U.,All institutions,Clemson U.,2,107,"['9,288', '']","['9,963', '']","['12,320', '']","['11,401', '']","['0', '']","['5,030', '']","['0', '']","['5,861', '']","['510', '']"
3164,r109,All institutions -> Tufts U.,All institutions,Tufts U.,2,108,"['9,492', '']","['7,207', '']","['68,855', '']","['11,377', '']","['2,028', '']","['5,517', '']","['2,835', '']","['234', '']","['763', '']"
3164,r110,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,109,"['8,942', '']","['8,992', '']","['10,131', '']","['11,312', '']","['2', '']","['6,348', '']","['252', '']","['4,710', '']","['0', '']"
3164,r111,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,110,"['12,875', '']","['13,372', '']","['14,409', '']","['11,076', '']","['0', '']","['2,749', '']","['0', '']","['8,327', '']","['0', '']"
3164,r112,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,111,"['11,300', '']","['11,782', '']","['5,756', '']","['10,756', '']","['112', '']","['3,471', '']","['4,256', '']","['2,476', '']","['441', '']"
3164,r113,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,112,"['6,935', '']","['12,884', '']","['11,561', '']","['10,617', '']","['0', '']","['6,843', '']","['0', '']","['3,774', '']","['0', '']"
3164,r114,"All institutions -> California Polytechnic State U., San Luis Obispo",All institutions,"California Polytechnic State U., San Luis Obispo",2,113,"['1,647', '']","['2,057', '']","['1,884', '']","['10,500', '']","['0', '']","['385', '']","['0', '']","['2,783', '']","['7,332', '']"
3164,r115,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,114,"['6,324', '']","['6,594', '']","['11,017', '']","['10,153', '']","['494', '']","['4,373', '']","['138', '']","['3,942', '']","['1,206', '']"
3164,r116,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,115,"['10,344', '']","['12,506', '']","['10,496', '']","['9,935', '']","['0', '']","['6,308', '']","['0', '']","['3,207', '']","['420', '']"
3164,r117,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,116,"['8,790', '']","['10,684', 'i']","['10,266', '']","['9,838', '']","['0', '']","['2,287', '']","['0', '']","['7,551', '']","['0', '']"
3164,r118,All institutions -> U. Akron,All institutions,U. Akron,2,117,"['11,686', '']","['11,144', '']","['10,305', '']","['9,643', '']","['0', '']","['9,571', '']","['0', '']","['72', '']","['0', '']"
3164,r119,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,118,"['8,398', '']","['8,699', '']","['9,056', '']","['9,641', '']","['0', '']","['5,968', '']","['0', '']","['3,673', '']","['0', '']"
3164,r120,All institutions -> Boston C.,All institutions,Boston C.,2,119,"['7,978', '']","['8,233', '']","['8,313', '']","['9,572', '']","['0', '']","['7,188', '']","['0', '']","['2,384', '']","['0', '']"
