table_id,row_id,_b_state_or_territory_control_and_institution_b_full_path,_b_state_or_territory_control_and_institution_b_level_1,_b_state_or_territory_control_and_institution_b_level_2,_b_state_or_territory_control_and_institution_b_level_3,_b_state_or_territory_control_and_institution_b_hierarchy_depth,field_started_in_fy_2006_or_fy_2007,field_started_in_fy_2008_or_fy_2009,field_started_in_fy_2010_or_fy_2011,field_started_in_fy_2012_or_fy_2013,field_started_in_fy_2014_or_fy_2015,field_started_in_fy_2016_or_fy_2017,field_started_in_fy_2018_or_fy_2019,field_started_in_fy_2020_or_fy_2021,field_started_in_fy_2022_or_fy_2023,field_planned_to_start_in_fy_2024_or_fy_2025,field_deferred_projects_included_in_institutional_plan,field_deferred_projects_not_included_in_institutional_plan
12864,r011,Alabama -> Private,Alabama,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12864,r012,Alabama -> Private -> Tuskegee U.,Alabama,Private,Tuskegee U.,3,"['11,529', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r013,Alaska,Alaska,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12864,r014,Alaska -> Public,Alaska,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12864,r015,"Alaska -> Public -> U. Alaska, Anchorage",Alaska,Public,"U. Alaska, Anchorage",3,"['0', '']","['NA', '']","['NA', '']","['27,900', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,000', '']"
12864,r016,"Alaska -> Public -> U. Alaska, Fairbanks",Alaska,Public,"U. Alaska, Fairbanks",3,"['NA', '']","['9,000', '']","['2,942', '']","['13,427', '']","['18,288', '']","['6,498', '']","['6,487', '']","['6,853', '']","['6,823', '']","['4,011', '']","['93,563', '']","['172,000', '']"
12864,r017,"Alaska -> Public -> U. Alaska, Southeast",Alaska,Public,"U. Alaska, Southeast",3,"['ne', '']","['NA', '']","['3,450', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,125', '']","['0', '']","['1,500', '']","['2,100', '']","['0', '']"
12864,r018,Alaska -> Private,Alaska,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12864,r019,Alaska -> Private -> Alaska Pacific U.,Alaska,Private,Alaska Pacific U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['500', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r020,Arizona,Arizona,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12864,r021,Arizona -> Public,Arizona,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12864,r022,Arizona -> Public -> Arizona State U.,Arizona,Public,Arizona State U.,3,"['2,366', '']","['7,449', '']","['21,375', '']","['34,247', '']","['26,180', '']","['29,478', '']","['33,748', '']","['53,198', '']","['139,579', '']","['90,323', '']","['0', '']","['0', '']"
12864,r023,Arizona -> Public -> Dine C.,Arizona,Public,Dine C.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', 'i']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r024,Arizona -> Public -> Northern Arizona U.,Arizona,Public,Northern Arizona U.,3,"['750', '']","['500', '']","['5,000', '']","['1,889', '']","['3,641', '']","['4,474', '']","['498', '']","['0', '']","['2,906', '']","['10,000', '']","['7,000', '']","['0', '']"
12864,r025,Arizona -> Public -> U. Arizona,Arizona,Public,U. Arizona,3,"['11,685', '']","['2,918', '']","['5,725', '']","['53,029', '']","['8,607', '']","['21,000', '']","['24,320', '']","['23,859', '']","['16,872', '']","['143,161', '']","['0', '']","['67,000', '']"
12864,r026,Arkansas,Arkansas,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12864,r027,Arkansas -> Public,Arkansas,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12864,r028,"Arkansas -> Public -> Arkansas State U., Jonesboro",Arkansas,Public,"Arkansas State U., Jonesboro",3,"['403', '']","['0', '']","['2,000', '']","['1,800', '']","['1,800', '']","['0', '']","['0', '']","['350', '']","['1,000', '']","['850', '']","['0', '']","['1,100', '']"
12864,r029,Arkansas -> Public -> U. Arkansas for Medical Sciences,Arkansas,Public,U. Arkansas for Medical Sciences,3,"['0', '']","['2,267', '']","['10,974', '']","['430', '']","['0', '']","['2,879', '']","['3,511', '']","['20,221', '']","['9,000', '']","['0', '']","['0', '']","['0', '']"
12864,r030,"Arkansas -> Public -> U. Arkansas, Fayetteville",Arkansas,Public,"U. Arkansas, Fayetteville",3,"['6,165', '']","['0', '']","['0', '']","['463', '']","['2,571', '']","['2,920', '']","['1,805', '']","['4,470', '']","['22,280', '']","['0', '']","['32,000', '']","['0', '']"
12864,r031,"Arkansas -> Public -> U. Arkansas, Little Rock",Arkansas,Public,"U. Arkansas, Little Rock",3,"['3,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,600', '']","['0', '']","['0', '']","['300', '']","['0', '']","['0', '']"
12864,r032,"Arkansas -> Public -> U. Arkansas, Pine Bluff",Arkansas,Public,"U. Arkansas, Pine Bluff",3,"['0', '']","['0', '']","['0', '']","['1,200', '']","['0', '']","['0', '']","['0', '']","['14,529', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r033,Arkansas -> Public -> U. Central Arkansas,Arkansas,Public,U. Central Arkansas,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['260', '']","['530', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r034,California,California,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12864,r035,California -> Public,California,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12864,r036,"California -> Public -> California Polytechnic State U., San Luis Obispo",California,Public,"California Polytechnic State U., San Luis Obispo",3,"['1,650', '']","['0', '']","['250', '']","['0', '']","['0', '']","['1,044', '']","['922', '']","['600', '']","['5,500', '']","['3,600', '']","['0', '']","['1,250', '']"
12864,r037,"California -> Public -> California State Polytechnic U., Humboldt",California,Public,"California State Polytechnic U., Humboldt",3,"['0', '']","['NA', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,460', '']","['12,200', '']","['0', '']","['0', '']"
12864,r038,"California -> Public -> California State Polytechnic U., Pomona",California,Public,"California State Polytechnic U., Pomona",3,"['0', '']","['463', '']","['1,592', '']","['15,014', '']","['250', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r039,"California -> Public -> California State U., Bakersfield",California,Public,"California State U., Bakersfield",3,"['0', '']","['1,025', '']","['675', '']","['0', '']","['0', '']","['0', '']","['643', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r040,"California -> Public -> California State U., Channel Islands",California,Public,"California State U., Channel Islands",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r041,"California -> Public -> California State U., Chico",California,Public,"California State U., Chico",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r042,"California -> Public -> California State U., Dominguez Hills",California,Public,"California State U., Dominguez Hills",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r043,"California -> Public -> California State U., East Bay",California,Public,"California State U., East Bay",3,"['0', '']","['0', '']","['0', '']","['0', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r044,"California -> Public -> California State U., Fresno",California,Public,"California State U., Fresno",3,"['0', '']","['667', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r045,"California -> Public -> California State U., Fullerton",California,Public,"California State U., Fullerton",3,"['800', '']","['900', '']","['3,440', '']","['0', '']","['3,000', '']","['0', '']","['0', '']","['0', '']","['27,000', '']","['0', '']","['0', '']","['0', '']"
12864,r046,"California -> Public -> California State U., Long Beach",California,Public,"California State U., Long Beach",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['14,061', '']","['0', '']","['1,500', '']","['5,000', '']","['4,200', '']","['15,000', '']"
12864,r047,"California -> Public -> California State U., Los Angeles",California,Public,"California State U., Los Angeles",3,"['0', '']","['0', '']","['0', '']","['1,734', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r048,"California -> Public -> California State U., Monterey Bay",California,Public,"California State U., Monterey Bay",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r049,"California -> Public -> California State U., Northridge",California,Public,"California State U., Northridge",3,"['921', '']","['0', '']","['0', '']","['342', '']","['679', '']","['1,504', '']","['1,345', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r050,"California -> Public -> California State U., Sacramento",California,Public,"California State U., Sacramento",3,"['0', '']","['0', '']","['1,300', '']","['0', '']","['360', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['16,511', '']"
12864,r051,"California -> Public -> California State U., San Bernardino",California,Public,"California State U., San Bernardino",3,"['1,254', '']","['787', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,004', '']","['0', '']","['0', '']"
12864,r052,"California -> Public -> California State U., San Marcos",California,Public,"California State U., San Marcos",3,"['ne', '']","['ne', '']","['NA', '']","['0', '']","['0', '']","['0', '']","['250', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r053,"California -> Public -> California State U., Stanislaus",California,Public,"California State U., Stanislaus",3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r054,California -> Public -> San Diego State U.,California,Public,San Diego State U.,3,"['1,877', '']","['1,400', '']","['1,516', '']","['1,400', '']","['0', '']","['6,060', '']","['1,050', '']","['5,813', '']","['3,306', '']","['807', '']","['0', '']","['0', '']"
12864,r055,California -> Public -> San Francisco State U.,California,Public,San Francisco State U.,3,"['NA', '']","['3,210', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['314', '']","['0', '']","['0', '']","['0', '']"
12864,r056,California -> Public -> San Jose State U.,California,Public,San Jose State U.,3,"['0', '']","['0', '']","['1,500', '']","['14,035', '']","['500', '']","['1,476', '']","['0', '']","['0', '']","['2,000', '']","['0', '']","['0', '']","['0', '']"
12864,r057,California -> Public -> Sonoma State U.,California,Public,Sonoma State U.,3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r058,"California -> Public -> U. California, Berkeley",California,Public,"U. California, Berkeley",3,"['20,055', '']","['19,534', '']","['72,051', '']","['20,100', '']","['34,860', '']","['35,450', '']","['44,000', '']","['43,300', '']","['65,612', '']","['128,500', '']","['741,020', '']","['3,300', '']"
12864,r059,"California -> Public -> U. California, Davis",California,Public,"U. California, Davis",3,"['110,181', '']","['57,272', '']","['41,200', '']","['22,443', '']","['2,395', '']","['67,069', '']","['68,454', '']","['20,172', '']","['29,535', '']","['109,399', '']","['234,411', '']","['0', '']"
12864,r060,"California -> Public -> U. California, Irvine",California,Public,"U. California, Irvine",3,"['10,265', '']","['8,999', '']","['39,102', '']","['17,453', '']","['4,900', '']","['26,910', '']","['23,703', '']","['63,568', '']","['61,995', '']","['15,000', '']","['248,292', '']","['27,824', '']"
12864,r061,"California -> Public -> U. California, Los Angeles",California,Public,"U. California, Los Angeles",3,"['5,790', '']","['9,524', '']","['48,619', '']","['179,184', '']","['202,438', '']","['116,150', '']","['14,998', '']","['14,578', '']","['42,789', '']","['360', '']","['0', '']","['0', '']"
12864,r062,"California -> Public -> U. California, Merced",California,Public,"U. California, Merced",3,"['1,225', '']","['7,447', '']","['0', '']","['0', '']","['0', '']","['524', '']","['8,974', '']","['5,132', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r063,"California -> Public -> U. California, Riverside",California,Public,"U. California, Riverside",3,"['4,102', '']","['15,535', '']","['15,173', '']","['15,341', '']","['0', '']","['10,000', '']","['114,678', '']","['28,000', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r064,"California -> Public -> U. California, San Diego",California,Public,"U. California, San Diego",3,"['18,353', '']","['16,121', '']","['8,305', '']","['40,894', '']","['44,218', '']","['21,739', '']","['158,364', '']","['148,277', '']","['56,097', '']","['35,800', '']","['0', '']","['0', '']"
12864,r065,"California -> Public -> U. California, San Francisco",California,Public,"U. California, San Francisco",3,"['68,852', '']","['7,631', '']","['47,452', '']","['88,318', '']","['37,000', '']","['135,000', '']","['162,600', '']","['229,600', '']","['293,200', '']","['290,900', '']","['200,000', '']","['0', '']"
12864,r066,"California -> Public -> U. California, Santa Barbara",California,Public,"U. California, Santa Barbara",3,"['11,850', '']","['11,770', '']","['12,478', '']","['3,817', '']","['12,282', '']","['11,499', '']","['16,700', '']","['7,573', '']","['28,950', '']","['2,122', '']","['645,842', '']","['0', '']"
12864,r067,"California -> Public -> U. California, Santa Cruz",California,Public,"U. California, Santa Cruz",3,"['14,078', '']","['3,721', '']","['10,369', '']","['1,512', '']","['15,821', '']","['40,191', '']","['2,698', '']","['14,861', '']","['19,095', '']","['7,000', '']","['383,808', '']","['0', '']"
12864,r068,California -> Private,California,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12864,r069,California -> Private -> Azusa Pacific U.,California,Private,Azusa Pacific U.,3,"['ne', '']","['ne', '']","['ne', '']","['0', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r070,California -> Private -> Biola U.,California,Private,Biola U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['500', '']","['0', '']","['0', '']","['0', '']"
12864,r071,California -> Private -> California Institute of Technology,California,Private,California Institute of Technology,3,"['10,212', '']","['24,993', '']","['9,668', '']","['48,840', '']","['26,887', '']","['42,614', '']","['34,617', '']","['35,486', '']","['45,862', '']","['7,923', '']","['0', '']","['0', '']"
12864,r072,California -> Private -> Chapman U.,California,Private,Chapman U.,3,"['ne', '']","['ne', '']","['0', '']","['3,060', '']","['0', 'i']","['8,296', '']","['7,280', '']","['21,530', '']","['2,474', '']","['7,800', '']","['1,009', '']","['0', '']"
12864,r073,California -> Private -> Charles R. Drew U. of Medicine and Science,California,Private,Charles R. Drew U. of Medicine and Science,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,600', '']","['0', '']","['0', '']"
12864,r074,California -> Private -> Claremont Graduate U.,California,Private,Claremont Graduate U.,3,"['0', '']","['400', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r075,California -> Private -> Claremont McKenna C.<sup>a</sup>,California,Private,Claremont McKenna C.<sup>a</sup>,3,"['ne', '']","['ne', '']","['1,750', '']","['0', '']","['375', '']","['745', '']","['1,750', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r076,California -> Private -> Harvey Mudd C.,California,Private,Harvey Mudd C.,3,"['0', '']","['0', '']","['0', '']","['300', '']","['500', '']","['0', '']","['314', '']","['0', '']","['0', '']","['350', '']","['450', '']","['0', '']"
12864,r077,California -> Private -> Keck Graduate Institute,California,Private,Keck Graduate Institute,3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,500', '']"
12864,r078,California -> Private -> Loma Linda U.,California,Private,Loma Linda U.,3,"['600', '']","['0', '']","['250', '']","['9,500', '']","['1,734', '']","['2,666', '']","['3,344', '']","['0', '']","['1,186', '']","['0', '']","['0', '']","['0', '']"
12864,r079,California -> Private -> Loyola Marymount U.,California,Private,Loyola Marymount U.,3,"['250', '']","['0', '']","['1,500', '']","['0', '']","['0', '']","['825', '']","['0', '']","['438', '']","['262', '']","['600', '']","['0', '']","['0', '']"
12864,r080,California -> Private -> Marshall B. Ketchum U.,California,Private,Marshall B. Ketchum U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r081,California -> Private -> Occidental C.,California,Private,Occidental C.,3,"['277', '']","['0', '']","['600', '']","['0', '']","['0', '']","['6,258', '']","['14,415', '']","['6,470', '']","['0', '']","['16,000', '']","['26,100', '']","['0', '']"
12864,r082,California -> Private -> Pepperdine U.,California,Private,Pepperdine U.,3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['ne', '']","['0', '']","['911', '']","['0', '']","['0', '']","['0', '']"
12864,r083,California -> Private -> Pomona C.,California,Private,Pomona C.,3,"['0', '']","['14,336', '']","['0', '']","['510', '']","['250', '']","['0', '']","['600', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r084,California -> Private -> Santa Clara U.,California,Private,Santa Clara U.,3,"['962', '']","['3,485', '']","['700', '']","['0', '']","['3,000', '']","['500', '']","['23,360', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r085,California -> Private -> Scripps Research Institute,California,Private,Scripps Research Institute,3,"['ne', '']","['ne', '']","['14,586', '']","['8,350', '']","['10,967', '']","['9,511', '']","['25,173', '']","['31,597', '']","['109,500', '']","['6,000', '']","['0', '']","['0', '']"
12864,r086,California -> Private -> Stanford U.,California,Private,Stanford U.,3,"['52,542', '']","['51,436', '']","['19,156', '']","['58,278', '']","['77,952', '']","['43,823', '']","['7,862', '']","['26,735', '']","['75,456', '']","['37,839', '']","['0', '']","['0', '']"
12864,r087,California -> Private -> Touro U.,California,Private,Touro U.,3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['1,500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r088,California -> Private -> U. of the Pacific,California,Private,U. of the Pacific,3,"['0', '']","['0', '']","['0', '']","['2,877', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r089,California -> Private -> U. San Diego,California,Private,U. San Diego,3,"['ne', '']","['ne', '']","['0', '']","['0', '']","['4,500', '']","['5,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12864,r090,California -> Private -> U. San Francisco,California,Private,U. San Francisco,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5,000', '']","['0', '']","['770', '']","['0', '']","['0', '']","['0', '']"
12864,r091,California -> Private -> U. Southern California,California,Private,U. Southern California,3,"['9,784', '']","['10,151', '']","['6,242', '']","['118,709', '']","['70,470', 'i']","['28,596', '']","['71,880', '']","['28,955', '']","['72,365', '']","['15,643', '']","['344', '']","['0', '']"
12864,r092,California -> Private -> Western U. of Health Sciences,California,Private,Western U. of Health Sciences,3,"['315', '']","['0', '']","['0', '']","['800', '']","['0', '']","['0', '']","['0', '']","['5,125', '']","['3,000', '']","['2,500', '']","['0', '']","['0', '']"
12864,r093,Colorado,Colorado,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
