table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_2019,field_2020,field_2021,field_2022
10174,r028,California -> Private -> Whittier C.,California,Private,Whittier C.,3,"['388', '']","['248', '']","['300', '']","['346', 'i']"
10174,r029,Colorado,Colorado,,,1,"['', '']","['', '']","['', '']","['', '']"
10174,r030,Colorado -> Public,Colorado,Public,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r031,Colorado -> Public -> Colorado Mesa U.,Colorado,Public,Colorado Mesa U.,3,"['372', '']","['452', '']","['823', '']","['802', '']"
10174,r032,Colorado -> Public -> Metropolitan State U. of Denver,Colorado,Public,Metropolitan State U. of Denver,3,"['574', '']","['496', '']","['416', '']","['666', '']"
10174,r033,Colorado -> Public -> Western Colorado U.,Colorado,Public,Western Colorado U.,3,"['460', '']","['571', '']","['559', '']","['826', '']"
10174,r034,Colorado -> Private,Colorado,Private,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r035,Colorado -> Private -> Regis U.,Colorado,Private,Regis U.,3,"['706', '']","['311', '']","['476', '']","['744', '']"
10174,r036,Connecticut,Connecticut,,,1,"['', '']","['', '']","['', '']","['', '']"
10174,r037,Connecticut -> Public,Connecticut,Public,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r038,Connecticut -> Public -> U.S. Coast Guard Academy,Connecticut,Public,U.S. Coast Guard Academy,3,"['708', '']","['398', '']","['155', '']","['1,019', '']"
10174,r039,Connecticut -> Public -> Western Connecticut State U.,Connecticut,Public,Western Connecticut State U.,3,"['713', '']","['539', '']","['353', '']","['399', '']"
10174,r040,Connecticut -> Private,Connecticut,Private,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r041,Connecticut -> Private -> Fairfield U.,Connecticut,Private,Fairfield U.,3,"['1,279', '']","['1,210', '']","['849', '']","['1,097', '']"
10174,r042,Connecticut -> Private -> Hartford International U. for Religion and Peace,Connecticut,Private,Hartford International U. for Religion and Peace,3,"['ne', '']","['345', '']","['512', '']","['1,105', '']"
10174,r043,Connecticut -> Private -> Quinnipiac U.,Connecticut,Private,Quinnipiac U.,3,"['980', 'i']","['930', 'i']","['926', 'i']","['1,069', 'i']"
10174,r044,Connecticut -> Private -> Sacred Heart U.,Connecticut,Private,Sacred Heart U.,3,"['563', '']","['1,298', '']","['972', '']","['3,741', '']"
10174,r045,Florida,Florida,,,1,"['', '']","['', '']","['', '']","['', '']"
10174,r046,Florida -> Public,Florida,Public,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r047,Florida -> Public -> New C. Florida,Florida,Public,New C. Florida,3,"['962', '']","['999', '']","['960', '']","['1,252', '']"
10174,r048,Florida -> Private,Florida,Private,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r049,Florida -> Private -> Barry U.,Florida,Private,Barry U.,3,"['295', '']","['237', '']","['343', '']","['367', '']"
10174,r050,Florida -> Private -> Bethune-Cookman U.,Florida,Private,Bethune-Cookman U.,3,"['735', '']","['636', '']","['928', '']","['707', '']"
10174,r051,Florida -> Private -> Eckerd C.,Florida,Private,Eckerd C.,3,"['435', '']","['406', '']","['367', '']","['596', '']"
10174,r052,Florida -> Private -> Jacksonville U.,Florida,Private,Jacksonville U.,3,"['365', '']","['459', '']","['460', '']","['162', '']"
10174,r053,Florida -> Private -> Keiser U.,Florida,Private,Keiser U.,3,"['450', '']","['423', '']","['443', 'i']","['485', 'i']"
10174,r054,Florida -> Private -> Rollins C.,Florida,Private,Rollins C.,3,"['626', '']","['414', '']","['533', '']","['532', '']"
10174,r055,Florida -> Private -> Stetson U.,Florida,Private,Stetson U.,3,"['476', '']","['670', '']","['611', '']","['580', '']"
10174,r056,Florida -> Private -> U. Tampa,Florida,Private,U. Tampa,3,"['489', '']","['559', '']","['551', '']","['886', '']"
10174,r057,Georgia,Georgia,,,1,"['', '']","['', '']","['', '']","['', '']"
10174,r058,Georgia -> Public,Georgia,Public,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r059,Georgia -> Public -> Albany State U.,Georgia,Public,Albany State U.,3,"['1,491', '']","['1,060', '']","['880', '']","['1,059', '']"
10174,r060,Georgia -> Public -> Clayton State U.,Georgia,Public,Clayton State U.,3,"['330', '']","['346', '']","['616', '']","['600', '']"
10174,r061,Georgia -> Public -> Columbus State U.,Georgia,Public,Columbus State U.,3,"['ne', '']","['261', '']","['206', '']","['271', '']"
10174,r062,Georgia -> Public -> Georgia C. and State U.,Georgia,Public,Georgia C. and State U.,3,"['548', '']","['270', '']","['247', '']","['216', '']"
10174,r063,Georgia -> Public -> Georgia Gwinnett C.,Georgia,Public,Georgia Gwinnett C.,3,"['610', '']","['478', '']","['489', '']","['367', '']"
10174,r064,Georgia -> Public -> U. West Georgia,Georgia,Public,U. West Georgia,3,"['508', '']","['483', '']","['396', 'i']","['309', '']"
10174,r065,Georgia -> Public -> Valdosta State U.,Georgia,Public,Valdosta State U.,3,"['424', '']","['496', '']","['423', '']","['262', '']"
10174,r066,Georgia -> Private,Georgia,Private,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r067,Georgia -> Private -> Agnes Scott C.,Georgia,Private,Agnes Scott C.,3,"['229', '']","['152', '']","['351', '']","['433', '']"
10174,r068,Georgia -> Private -> Berry C.,Georgia,Private,Berry C.,3,"['553', '']","['646', '']","['371', '']","['541', '']"
10174,r069,Georgia -> Private -> Life U.,Georgia,Private,Life U.,3,"['207', '']","['429', '']","['364', '']","['419', '']"
10174,r070,Hawaii,Hawaii,,,1,"['', '']","['', '']","['', '']","['', '']"
10174,r071,Hawaii -> Public,Hawaii,Public,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r072,"Hawaii -> Public -> U. Hawaii, Maui C.",Hawaii,Public,"U. Hawaii, Maui C.",3,"['833', '']","['1,033', '']","['967', '']","['1,147', '']"
10174,r073,Idaho,Idaho,,,1,"['', '']","['', '']","['', '']","['', '']"
10174,r074,Idaho -> Public,Idaho,Public,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r075,Idaho -> Public -> Lewis-Clark State C.,Idaho,Public,Lewis-Clark State C.,3,"['599', '']","['660', '']","['401', '']","['582', '']"
10174,r076,Idaho -> Private,Idaho,Private,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r077,Idaho -> Private -> Northwest Nazarene U.,Idaho,Private,Northwest Nazarene U.,3,"['447', '']","['408', '']","['442', '']","['509', '']"
10174,r078,Illinois,Illinois,,,1,"['', '']","['', '']","['', '']","['', '']"
10174,r079,Illinois -> Public,Illinois,Public,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r080,Illinois -> Public -> Eastern Illinois U.,Illinois,Public,Eastern Illinois U.,3,"['700', '']","['540', '']","['529', '']","['553', '']"
10174,r081,Illinois -> Private,Illinois,Private,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r082,Illinois -> Private -> Augustana C.,Illinois,Private,Augustana C.,3,"['237', '']","['205', '']","['271', '']","['353', '']"
10174,r083,Illinois -> Private -> Benedictine U.,Illinois,Private,Benedictine U.,3,"['175', '']","['ne', '']","['ne', '']","['150', '']"
10174,r084,Illinois -> Private -> Bradley U.,Illinois,Private,Bradley U.,3,"['1,357', '']","['851', '']","['416', '']","['240', '']"
10174,r085,Illinois -> Private -> Elmhurst U.,Illinois,Private,Elmhurst U.,3,"['224', '']","['209', '']","['464', '']","['676', '']"
10174,r086,Illinois -> Private -> Illinois C. of Optometry,Illinois,Private,Illinois C. of Optometry,3,"['326', '']","['478', '']","['490', '']","['831', '']"
10174,r087,Illinois -> Private -> Lake Forest C.,Illinois,Private,Lake Forest C.,3,"['416', 'i']","['372', '']","['267', '']","['493', '']"
10174,r088,"Illinois -> Private -> Wheaton C., Wheaton",Illinois,Private,"Wheaton C., Wheaton",3,"['2,173', '']","['1,322', '']","['729', '']","['1,784', '']"
10174,r089,Indiana,Indiana,,,1,"['', '']","['', '']","['', '']","['', '']"
10174,r090,Indiana -> Public,Indiana,Public,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r091,"Indiana -> Public -> Indiana U., Kokomo",Indiana,Public,"Indiana U., Kokomo",3,"['393', '']","['483', '']","['441', '']","['490', '']"
10174,r092,"Indiana -> Public -> Indiana U., Northwest",Indiana,Public,"Indiana U., Northwest",3,"['509', '']","['488', '']","['553', '']","['495', '']"
10174,r093,"Indiana -> Public -> Indiana U., South Bend",Indiana,Public,"Indiana U., South Bend",3,"['968', '']","['1,249', '']","['898', '']","['1,075', '']"
10174,r094,"Indiana -> Public -> Indiana U., Southeast",Indiana,Public,"Indiana U., Southeast",3,"['557', '']","['582', '']","['591', '']","['523', '']"
10174,r095,Indiana -> Private,Indiana,Private,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r096,Indiana -> Private -> DePauw U.,Indiana,Private,DePauw U.,3,"['308', '']","['253', '']","['304', '']","['175', '']"
10174,r097,Indiana -> Private -> Earlham C.,Indiana,Private,Earlham C.,3,"['456', '']","['165', '']","['287', '']","['405', '']"
10174,r098,Indiana -> Private -> Indiana Wesleyan U.,Indiana,Private,Indiana Wesleyan U.,3,"['706', '']","['316', '']","['878', '']","['722', '']"
10174,r099,Indiana -> Private -> Manchester U.,Indiana,Private,Manchester U.,3,"['541', '']","['286', '']","['266', '']","['303', '']"
10174,r100,Indiana -> Private -> Taylor U.,Indiana,Private,Taylor U.,3,"['225', '']","['232', '']","['214', '']","['204', '']"
10174,r101,Indiana -> Private -> U. Evansville,Indiana,Private,U. Evansville,3,"['350', '']","['245', '']","['284', '']","['285', '']"
10174,r102,Indiana -> Private -> Valparaiso U.,Indiana,Private,Valparaiso U.,3,"['763', '']","['718', '']","['925', '']","['688', '']"
10174,r103,Indiana -> Private -> Wabash C.,Indiana,Private,Wabash C.,3,"['320', '']","['ne', '']","['ne', '']","['465', '']"
10174,r104,Iowa,Iowa,,,1,"['', '']","['', '']","['', '']","['', '']"
10174,r105,Iowa -> Private,Iowa,Private,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r106,Iowa -> Private -> Coe C.,Iowa,Private,Coe C.,3,"['699', '']","['561', '']","['538', '']","['614', '']"
10174,r107,Iowa -> Private -> Cornell C.,Iowa,Private,Cornell C.,3,"['397', 'i']","['370', '']","['464', '']","['409', '']"
10174,r108,Iowa -> Private -> Dordt U.,Iowa,Private,Dordt U.,3,"['920', '']","['1,106', '']","['696', '']","['679', '']"
10174,r109,Iowa -> Private -> Loras C.,Iowa,Private,Loras C.,3,"['ne', '']","['ne', '']","['ne', '']","['150', 'i']"
10174,r110,Iowa -> Private -> Luther C.,Iowa,Private,Luther C.,3,"['451', '']","['365', '']","['289', 'i']","['212', '']"
10174,r111,Kansas,Kansas,,,1,"['', '']","['', '']","['', '']","['', '']"
10174,r112,Kansas -> Public,Kansas,Public,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r113,Kansas -> Public -> Emporia State U.,Kansas,Public,Emporia State U.,3,"['777', '']","['594', '']","['586', '']","['510', '']"
10174,r114,Kansas -> Public -> Fort Hays State U.,Kansas,Public,Fort Hays State U.,3,"['1,143', '']","['1,172', '']","['800', '']","['641', '']"
10174,r115,Kentucky,Kentucky,,,1,"['', '']","['', '']","['', '']","['', '']"
10174,r116,Kentucky -> Public,Kentucky,Public,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r117,Kentucky -> Public -> Eastern Kentucky U.,Kentucky,Public,Eastern Kentucky U.,3,"['1,125', '']","['1,010', '']","['986', '']","['1,089', '']"
10174,r118,Kentucky -> Private,Kentucky,Private,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r119,Kentucky -> Private -> Centre C.,Kentucky,Private,Centre C.,3,"['506', '']","['376', '']","['265', '']","['314', '']"
10174,r120,Louisiana,Louisiana,,,1,"['', '']","['', '']","['', '']","['', '']"
10174,r121,Louisiana -> Public,Louisiana,Public,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r122,"Louisiana -> Public -> Louisiana State U., Shreveport",Louisiana,Public,"Louisiana State U., Shreveport",3,"['572', '']","['494', '']","['462', '']","['723', '']"
10174,r123,Louisiana -> Public -> McNeese State U.,Louisiana,Public,McNeese State U.,3,"['370', '']","['585', '']","['664', '']","['432', '']"
10174,r124,Louisiana -> Public -> Nicholls State U.,Louisiana,Public,Nicholls State U.,3,"['738', '']","['650', '']","['551', '']","['687', '']"
10174,r125,"Louisiana -> Public -> Southern U., New Orleans",Louisiana,Public,"Southern U., New Orleans",3,"['596', '']","['310', '']","['297', '']","['1,317', '']"
10174,r126,Louisiana -> Private,Louisiana,Private,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r127,"Louisiana -> Private -> Loyola U., New Orleans",Louisiana,Private,"Loyola U., New Orleans",3,"['443', '']","['338', '']","['476', '']","['911', '']"
10174,r128,Maine,Maine,,,1,"['', '']","['', '']","['', '']","['', '']"
10174,r129,Maine -> Public,Maine,Public,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r130,Maine -> Public -> Maine Maritime Academy,Maine,Public,Maine Maritime Academy,3,"['358', '']","['ne', '']","['ne', '']","['198', '']"
10174,r131,Maine -> Public -> U. Maine Farmington,Maine,Public,U. Maine Farmington,3,"['526', '']","['961', '']","['996', 'i']","['1,174', 'i']"
10174,r132,"Maine -> Public -> U. Maine, Presque Isle",Maine,Public,"U. Maine, Presque Isle",3,"['ne', '']","['ne', '']","['ne', '']","['161', '']"
10174,r133,Maryland,Maryland,,,1,"['', '']","['', '']","['', '']","['', '']"
10174,r134,Maryland -> Public,Maryland,Public,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r135,Maryland -> Public -> Coppin State U.,Maryland,Public,Coppin State U.,3,"['243', '']","['202', '']","['299', '']","['398', '']"
10174,r136,Maryland -> Public -> St. Mary's C. Maryland,Maryland,Public,St. Mary's C. Maryland,3,"['369', '']","['556', '']","['349', '']","['1,063', '']"
10174,r137,Maryland -> Private,Maryland,Private,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r138,"Maryland -> Private -> Loyola U., Maryland",Maryland,Private,"Loyola U., Maryland",3,"['663', '']","['672', '']","['628', '']","['866', '']"
10174,r139,Maryland -> Private -> Maryland Institute C. of Art,Maryland,Private,Maryland Institute C. of Art,3,"['494', '']","['618', '']","['634', '']","['407', '']"
10174,r140,Massachusetts,Massachusetts,,,1,"['', '']","['', '']","['', '']","['', '']"
10174,r141,Massachusetts -> Public,Massachusetts,Public,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r142,Massachusetts -> Public -> Bridgewater State U.,Massachusetts,Public,Bridgewater State U.,3,"['331', '']","['345', '']","['522', '']","['954', '']"
10174,r143,Massachusetts -> Private,Massachusetts,Private,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r144,Massachusetts -> Private -> C. of the Holy Cross,Massachusetts,Private,C. of the Holy Cross,3,"['477', '']","['321', '']","['445', '']","['688', '']"
10174,r145,Massachusetts -> Private -> Emerson C.,Massachusetts,Private,Emerson C.,3,"['1,145', '']","['919', '']","['581', '']","['581', '']"
10174,r146,Massachusetts -> Private -> Hult International Business School,Massachusetts,Private,Hult International Business School,3,"['959', 'i']","['910', 'i']","['953', 'i']","['1,043', 'i']"
10174,r147,Massachusetts -> Private -> MCPHS U.,Massachusetts,Private,MCPHS U.,3,"['606', '']","['473', '']","['346', '']","['290', '']"
10174,r148,Massachusetts -> Private -> Merrimack C.,Massachusetts,Private,Merrimack C.,3,"['1,097', '']","['503', '']","['407', '']","['1,010', '']"
10174,r149,Massachusetts -> Private -> Simmons U.,Massachusetts,Private,Simmons U.,3,"['472', '']","['604', '']","['487', '']","['668', '']"
10174,r150,Massachusetts -> Private -> Stonehill C.,Massachusetts,Private,Stonehill C.,3,"['1,019', '']","['833', '']","['695', '']","['772', '']"
10174,r151,Michigan,Michigan,,,1,"['', '']","['', '']","['', '']","['', '']"
10174,r152,Michigan -> Public,Michigan,Public,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r153,Michigan -> Public -> Ferris State U.,Michigan,Public,Ferris State U.,3,"['366', '']","['394', '']","['853', '']","['1,929', '']"
10174,r154,"Michigan -> Public -> U. Michigan, Flint",Michigan,Public,"U. Michigan, Flint",3,"['1,448', '']","['1,247', '']","['752', '']","['933', '']"
10174,r155,Michigan -> Private,Michigan,Private,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r156,Michigan -> Private -> Andrews U.,Michigan,Private,Andrews U.,3,"['1,126', '']","['1,033', '']","['802', '']","['1,043', '']"
10174,r157,Michigan -> Private -> Kalamazoo C.,Michigan,Private,Kalamazoo C.,3,"['635', 'i']","['603', 'i']","['600', 'i']","['692', 'i']"
10174,r158,Minnesota,Minnesota,,,1,"['', '']","['', '']","['', '']","['', '']"
10174,r159,Minnesota -> Public,Minnesota,Public,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r160,Minnesota -> Public -> Metropolitan State U.,Minnesota,Public,Metropolitan State U.,3,"['150', 'i']","['156', 'i']","['162', 'i']","['176', 'i']"
10174,r161,"Minnesota -> Public -> Minnesota State U., Moorhead",Minnesota,Public,"Minnesota State U., Moorhead",3,"['209', '']","['169', '']","['462', '']","['502', 'i']"
10174,r162,"Minnesota -> Public -> U. Minnesota, Morris",Minnesota,Public,"U. Minnesota, Morris",3,"['1,234', '']","['1,004', '']","['855', '']","['805', '']"
10174,r163,"Minnesota -> Public -> U. Minnesota, Rochester",Minnesota,Public,"U. Minnesota, Rochester",3,"['639', '']","['733', '']","['730', '']","['784', '']"
10174,r164,Minnesota -> Private,Minnesota,Private,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r165,Minnesota -> Private -> Augsburg U.,Minnesota,Private,Augsburg U.,3,"['991', '']","['883', '']","['815', '']","['815', '']"
10174,r166,"Minnesota -> Private -> Concordia C., Moorhead",Minnesota,Private,"Concordia C., Moorhead",3,"['ne', '']","['275', '']","['308', '']","['291', '']"
10174,r167,Minnesota -> Private -> Gustavus Adolphus C.,Minnesota,Private,Gustavus Adolphus C.,3,"['808', '']","['843', '']","['953', '']","['1,136', '']"
10174,r168,Minnesota -> Private -> Hamline U.,Minnesota,Private,Hamline U.,3,"['ne', '']","['ne', '']","['493', '']","['162', '']"
10174,r169,Minnesota -> Private -> Saint Mary's U. Minnesota,Minnesota,Private,Saint Mary's U. Minnesota,3,"['603', '']","['610', '']","['640', '']","['889', '']"
10174,r170,Minnesota -> Private -> St. Olaf C.,Minnesota,Private,St. Olaf C.,3,"['1,010', '']","['1,032', '']","['816', '']","['1,532', '']"
10174,r171,Mississippi,Mississippi,,,1,"['', '']","['', '']","['', '']","['', '']"
10174,r172,Mississippi -> Public,Mississippi,Public,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r173,Mississippi -> Public -> Delta State U.,Mississippi,Public,Delta State U.,3,"['204', '']","['592', '']","['238', '']","['673', '']"
10174,r174,Mississippi -> Public -> Mississippi Valley State U.,Mississippi,Public,Mississippi Valley State U.,3,"['986', '']","['653', '']","['391', '']","['344', '']"
10174,r175,Missouri,Missouri,,,1,"['', '']","['', '']","['', '']","['', '']"
10174,r176,Missouri -> Public,Missouri,Public,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r177,Missouri -> Public -> Northwest Missouri State U.,Missouri,Public,Northwest Missouri State U.,3,"['192', '']","['239', '']","['190', '']","['231', '']"
10174,r178,Missouri -> Public -> Southeast Missouri State U.,Missouri,Public,Southeast Missouri State U.,3,"['372', '']","['232', '']","['228', '']","['228', '']"
10174,r179,Missouri -> Public -> Truman State U.,Missouri,Public,Truman State U.,3,"['285', '']","['296', '']","['237', '']","['327', '']"
10174,r180,Missouri -> Public -> U. Central Missouri,Missouri,Public,U. Central Missouri,3,"['415', '']","['401', '']","['495', '']","['642', '']"
10174,r181,Missouri -> Private,Missouri,Private,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r182,Missouri -> Private -> A. T. Still U. of Health Sciences,Missouri,Private,A. T. Still U. of Health Sciences,3,"['644', '']","['656', '']","['448', '']","['517', '']"
10174,r183,Missouri -> Private -> Graduate School of the Stowers Institute for Medical Research,Missouri,Private,Graduate School of the Stowers Institute for Medical Research,3,"['ne', '']","['416', '']","['555', '']","['780', '']"
10174,r184,Montana,Montana,,,1,"['', '']","['', '']","['', '']","['', '']"
10174,r185,Montana -> Public,Montana,Public,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r186,Montana -> Public -> Aaniiih Nakoda C.,Montana,Public,Aaniiih Nakoda C.,3,"['ne', '']","['ne', '']","['ne', '']","['864', '']"
10174,r187,"Montana -> Public -> Montana State U., Billings",Montana,Public,"Montana State U., Billings",3,"['545', '']","['399', '']","['522', '']","['685', '']"
10174,r188,"Montana -> Public -> Montana State U., Northern",Montana,Public,"Montana State U., Northern",3,"['236', '']","['322', '']","['372', '']","['214', '']"
10174,r189,Montana -> Public -> Salish Kootenai C.,Montana,Public,Salish Kootenai C.,3,"['1,252', '']","['807', '']","['596', '']","['782', '']"
10174,r190,Nebraska,Nebraska,,,1,"['', '']","['', '']","['', '']","['', '']"
10174,r191,Nebraska -> Private,Nebraska,Private,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r192,Nebraska -> Private -> Doane U.,Nebraska,Private,Doane U.,3,"['1,093', '']","['896', 'i']","['699', 'i']","['502', '']"
10174,r193,Nevada,Nevada,,,1,"['', '']","['', '']","['', '']","['', '']"
10174,r194,Nevada -> Public,Nevada,Public,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r195,Nevada -> Public -> C. Southern Nevada,Nevada,Public,C. Southern Nevada,3,"['232', '']","['194', '']","['335', '']","['303', '']"
10174,r196,Nevada -> Public -> Truckee Meadows Community C.,Nevada,Public,Truckee Meadows Community C.,3,"['ne', '']","['ne', '']","['ne', '']","['334', '']"
10174,r197,Nevada -> Public -> Western Nevada C.,Nevada,Public,Western Nevada C.,3,"['ne', '']","['ne', '']","['ne', '']","['171', '']"
10174,r198,Nevada -> Private,Nevada,Private,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r199,"Nevada -> Private -> Touro U., Nevada",Nevada,Private,"Touro U., Nevada",3,"['ne', '']","['ne', '']","['ne', '']","['697', '']"
10174,r200,New Hampshire,New Hampshire,,,1,"['', '']","['', '']","['', '']","['', '']"
10174,r201,New Hampshire -> Public,New Hampshire,Public,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r202,New Hampshire -> Public -> Keene State C.,New Hampshire,Public,Keene State C.,3,"['1,061', '']","['1,063', '']","['919', '']","['770', '']"
10174,r203,New Jersey,New Jersey,,,1,"['', '']","['', '']","['', '']","['', '']"
10174,r204,New Jersey -> Public,New Jersey,Public,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r205,New Jersey -> Public -> Ramapo C. New Jersey,New Jersey,Public,Ramapo C. New Jersey,3,"['351', '']","['441', '']","['408', '']","['365', '']"
10174,r206,New Jersey -> Private,New Jersey,Private,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r207,New Jersey -> Private -> Fairleigh Dickinson U.,New Jersey,Private,Fairleigh Dickinson U.,3,"['791', '']","['656', '']","['318', '']","['225', '']"
10174,r208,New Jersey -> Private -> Rider U.,New Jersey,Private,Rider U.,3,"['228', '']","['170', '']","['322', '']","['353', '']"
10174,r209,New Mexico,New Mexico,,,1,"['', '']","['', '']","['', '']","['', '']"
10174,r210,New Mexico -> Public,New Mexico,Public,,2,"['', '']","['', '']","['', '']","['', '']"
10174,r211,"New Mexico -> Public -> Eastern New Mexico U., Portales",New Mexico,Public,"Eastern New Mexico U., Portales",3,"['292', '']","['358', '']","['355', '']","['303', '']"
10174,r212,New Mexico -> Public -> Northern New Mexico C.,New Mexico,Public,Northern New Mexico C.,3,"['581', '']","['404', '']","['350', '']","['239', '']"
10174,r213,New York,New York,,,1,"['', '']","['', '']","['', '']","['', '']"
10174,r214,New York -> Public,New York,Public,,2,"['', '']","['', '']","['', '']","['', '']"
