table_id,row_id,selected_characteristic_full_path,selected_characteristic_level_1,selected_characteristic_level_2,selected_characteristic_level_3,selected_characteristic_level_4,selected_characteristic_hierarchy_depth,field_increased_subject_matter_knowledge,field_conducted_own_independent_research,field_published_papers,field_presented_papers_at_a_professional_conference,field_taught_courses,field_provided_clinical_or_professional_services,field_supervised_others,field_wrote_grant_proposals,field_worked_in_interdisciplinary_research_environments,field_collaborated_or_networked_with_colleagues,field_developed_marketable_products
3836,r023,Number of early career doctorates for whom the item was applicable (denominator) -> Age quartile -> 36&#8211;40 years,Number of early career doctorates for whom the item was applicable (denominator),Age quartile,36&#8211;40 years,,3,22.5,16.2,9.4,12.3,20.8,8.4,25.5,14.2,16.7,19.2,6.7
3836,r024,Number of early career doctorates for whom the item was applicable (denominator) -> Age quartile -> 41 years or older,Number of early career doctorates for whom the item was applicable (denominator),Age quartile,41 years or older,,3,22.9,13.1,10.6,12.8,24.3,8.5,19.6,10.5,13.8,18.5,6.5
3836,r025,Number of early career doctorates for whom the item was applicable (denominator) -> Marital status,Number of early career doctorates for whom the item was applicable (denominator),Marital status,,,2,,,,,,,,,,,
3836,r026,Number of early career doctorates for whom the item was applicable (denominator) -> Marital status -> Never married,Number of early career doctorates for whom the item was applicable (denominator),Marital status,Never married,,3,26.0,18.6,11.0,15.4,20.8,5.6,22.3,14.2,21.1,22.3,8.6
3836,r027,Number of early career doctorates for whom the item was applicable (denominator) -> Marital status -> Married,Number of early career doctorates for whom the item was applicable (denominator),Marital status,Married,,3,24.0,17.5,12.1,14.3,19.9,8.6,22.7,13.6,17.6,20.0,8.1
3836,r028,Number of early career doctorates for whom the item was applicable (denominator) -> Marital status -> Marriage-like relationship,Number of early career doctorates for whom the item was applicable (denominator),Marital status,Marriage-like relationship,,3,23.1,15.8,10.7,12.6,26.7,11.0,26.0,14.8,13.8,17.3,7.9
3836,r029,"Number of early career doctorates for whom the item was applicable (denominator) -> Marital status -> Separated, divorced, widowed",Number of early career doctorates for whom the item was applicable (denominator),Marital status,"Separated, divorced, widowed",,3,27.6,11.0,7.5,10.8,29.5,6.6,24.4,12.0,14.5,19.2,3.7
3836,r030,Number of early career doctorates for whom the item was applicable (denominator) -> Dependents,Number of early career doctorates for whom the item was applicable (denominator),Dependents,,,2,,,,,,,,,,,
3836,r031,Number of early career doctorates for whom the item was applicable (denominator) -> Dependents -> With dependents,Number of early career doctorates for whom the item was applicable (denominator),Dependents,With dependents,,3,23.4,16.8,11.9,14.0,20.9,8.7,22.6,14.0,16.7,19.2,6.9
3836,r032,Number of early career doctorates for whom the item was applicable (denominator) -> Dependents -> Without dependents,Number of early career doctorates for whom the item was applicable (denominator),Dependents,Without dependents,,3,25.6,17.6,11.4,14.4,21.0,7.5,23.4,13.4,18.9,21.2,9.1
3836,r033,Number of early career doctorates for whom the item was applicable (denominator) -> Disability status,Number of early career doctorates for whom the item was applicable (denominator),Disability status,,,2,,,,,,,,,,,
3836,r034,Number of early career doctorates for whom the item was applicable (denominator) -> Disability status -> With disability,Number of early career doctorates for whom the item was applicable (denominator),Disability status,With disability,,3,23.3,16.0,10.0,13.0,22.8,8.3,25.5,13.7,16.5,19.7,8.8
3836,r035,Number of early career doctorates for whom the item was applicable (denominator) -> Disability status -> Without disability,Number of early career doctorates for whom the item was applicable (denominator),Disability status,Without disability,,3,24.9,17.6,12.2,14.7,20.3,8.0,22.0,13.7,18.2,20.4,7.6
