table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures,field_total_clinical_trials,field_federal_all_r_d_expenditures,field_federal_clinical_trials,field_nonfederal_all_r_d_expenditures,field_nonfederal_clinical_trials
5454,r029,Colorado,Colorado,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r030,Colorado -> Public,Colorado,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r031,Colorado -> Public -> U. Colorado Denver and Anschutz Medical Campus,Colorado,Public,U. Colorado Denver and Anschutz Medical Campus,3,"['554,643', '']","['49,978', '']","['348,724', '']","['3,221', '']","['205,919', '']","['46,757', '']"
5454,r032,Colorado -> Private,Colorado,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r033,Colorado -> Private -> U. Denver,Colorado,Private,U. Denver,3,"['41,349', '']","['168', '']","['24,753', '']","['168', '']","['16,596', '']","['0', '']"
5454,r034,Connecticut,Connecticut,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r035,Connecticut -> Public,Connecticut,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r036,Connecticut -> Public -> Southern Connecticut State U.,Connecticut,Public,Southern Connecticut State U.,3,"['5,413', '']","['23', '']","['1,026', '']","['23', '']","['4,387', '']","['0', '']"
5454,r037,Connecticut -> Public -> U. Connecticut,Connecticut,Public,U. Connecticut,3,"['280,131', '']","['8,381', '']","['164,848', '']","['6,128', '']","['115,283', '']","['2,253', '']"
5454,r038,Connecticut -> Private,Connecticut,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r039,Connecticut -> Private -> Yale U.,Connecticut,Private,Yale U.,3,"['1,094,135', '']","['39,349', '']","['585,170', '']","['0', '']","['508,965', '']","['39,349', '']"
5454,r040,Delaware,Delaware,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r041,Delaware -> Public,Delaware,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r042,Delaware -> Public -> U. Delaware,Delaware,Public,U. Delaware,3,"['220,445', '']","['3,221', '']","['144,142', '']","['3,213', '']","['76,303', '']","['8', '']"
5454,r043,District of Columbia,District of Columbia,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r044,District of Columbia -> Private,District of Columbia,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r045,District of Columbia -> Private -> George Washington U.,District of Columbia,Private,George Washington U.,3,"['270,369', '']","['13,767', '']","['157,533', '']","['11,177', '']","['112,836', '']","['2,590', '']"
5454,r046,District of Columbia -> Private -> Georgetown U.,District of Columbia,Private,Georgetown U.,3,"['258,659', '']","['15,912', '']","['98,682', '']","['41', '']","['159,977', '']","['15,871', '']"
5454,r047,District of Columbia -> Private -> Howard U.,District of Columbia,Private,Howard U.,3,"['44,933', '']","['523', '']","['29,256', '']","['28', '']","['15,677', '']","['495', '']"
5454,r048,Florida,Florida,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r049,Florida -> Public,Florida,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r050,Florida -> Public -> Florida Atlantic U.,Florida,Public,Florida Atlantic U.,3,"['53,845', '']","['398', '']","['23,695', '']","['0', '']","['30,150', '']","['398', '']"
5454,r051,Florida -> Public -> Florida International U.,Florida,Public,Florida International U.,3,"['236,842', '']","['10,136', '']","['103,366', '']","['8,683', '']","['133,476', '']","['1,453', '']"
5454,r052,Florida -> Public -> Florida State U.,Florida,Public,Florida State U.,3,"['350,430', '']","['9,542', '']","['162,296', '']","['9,154', '']","['188,134', '']","['388', '']"
5454,r053,Florida -> Public -> U. Central Florida,Florida,Public,U. Central Florida,3,"['239,343', '']","['3,424', '']","['114,575', '']","['3,342', '']","['124,768', '']","['82', '']"
5454,r054,Florida -> Public -> U. Florida,Florida,Public,U. Florida,3,"['942,223', '']","['45,022', '']","['397,202', '']","['13,118', '']","['545,021', '']","['31,904', '']"
5454,r055,"Florida -> Public -> U. South Florida, Tampa",Florida,Public,"U. South Florida, Tampa",3,"['333,344', '']","['13,490', '']","['158,958', '']","['9', '']","['174,386', '']","['13,481', '']"
5454,r056,Florida -> Public -> U. West Florida,Florida,Public,U. West Florida,3,"['40,051', '']","['30', '']","['12,369', '']","['0', '']","['27,682', '']","['30', '']"
5454,r057,Florida -> Private,Florida,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r058,Florida -> Private -> Nova Southeastern U.,Florida,Private,Nova Southeastern U.,3,"['26,035', '']","['82', '']","['10,452', '']","['0', '']","['15,583', '']","['82', '']"
5454,r059,Florida -> Private -> U. Miami,Florida,Private,U. Miami,3,"['381,410', '']","['36,184', '']","['224,184', '']","['4,878', '']","['157,226', '']","['31,306', '']"
5454,r060,Georgia,Georgia,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r061,Georgia -> Public,Georgia,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r062,Georgia -> Public -> Augusta U.,Georgia,Public,Augusta U.,3,"['103,961', '']","['3,594', '']","['55,797', '']","['9', '']","['48,164', '']","['3,585', '']"
5454,r063,Georgia -> Public -> U. Georgia,Georgia,Public,U. Georgia,3,"['482,786', '']","['944', '']","['171,351', '']","['783', '']","['311,435', '']","['161', '']"
5454,r064,Georgia -> Private,Georgia,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r065,Georgia -> Private -> Emory U.,Georgia,Private,Emory U.,3,"['808,792', '']","['53,946', '']","['452,636', '']","['7,269', '']","['356,156', '']","['46,677', '']"
5454,r066,Georgia -> Private -> Mercer U.,Georgia,Private,Mercer U.,3,"['49,116', '']","['609', '']","['31,572', '']","['164', '']","['17,544', '']","['445', '']"
5454,r067,Georgia -> Private -> Morehouse School of Medicine,Georgia,Private,Morehouse School of Medicine,3,"['29,813', '']","['2', '']","['22,500', '']","['0', '']","['7,313', '']","['2', '']"
5454,r068,Hawaii,Hawaii,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r069,Hawaii -> Public,Hawaii,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r070,"Hawaii -> Public -> U. Hawaii, Manoa",Hawaii,Public,"U. Hawaii, Manoa",3,"['275,929', '']","['310', '']","['163,694', '']","['137', '']","['112,235', '']","['173', '']"
5454,r071,Illinois,Illinois,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r072,Illinois -> Public,Illinois,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r073,"Illinois -> Public -> Southern Illinois U., Carbondale",Illinois,Public,"Southern Illinois U., Carbondale",3,"['41,617', '']","['1,429', '']","['12,735', '']","['4', '']","['28,882', '']","['1,425', '']"
5454,r074,"Illinois -> Public -> U. Illinois, Chicago",Illinois,Public,"U. Illinois, Chicago",3,"['412,147', '']","['12,174', '']","['223,030', '']","['7,612', '']","['189,117', '']","['4,562', '']"
5454,r075,"Illinois -> Public -> U. Illinois, Urbana-Champaign",Illinois,Public,"U. Illinois, Urbana-Champaign",3,"['689,176', '']","['173', '']","['387,853', '']","['173', '']","['301,323', '']","['0', '']"
5454,r076,Illinois -> Private,Illinois,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r077,"Illinois -> Private -> Loyola U., Chicago",Illinois,Private,"Loyola U., Chicago",3,"['39,365', '']","['3,486', '']","['24,018', '']","['550', '']","['15,347', '']","['2,936', '']"
5454,r078,Illinois -> Private -> Midwestern U.,Illinois,Private,Midwestern U.,3,"['10,479', '']","['27', '']","['936', '']","['2', '']","['9,543', '']","['25', '']"
5454,r079,Illinois -> Private -> Northwestern U.,Illinois,Private,Northwestern U.,3,"['874,671', '']","['56,872', 'i']","['531,654', '']","['19,147', 'i']","['343,017', '']","['37,725', 'i']"
5454,r080,Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,Illinois,Private,Rosalind Franklin U. of Medicine and Science,3,"['14,601', '']","['51', '']","['8,504', '']","['9', '']","['6,097', '']","['42', '']"
5454,r081,Illinois -> Private -> Rush U.,Illinois,Private,Rush U.,3,"['94,438', '']","['13,611', '']","['65,343', '']","['1,692', '']","['29,095', '']","['11,919', '']"
5454,r082,Illinois -> Private -> U. Chicago,Illinois,Private,U. Chicago,3,"['458,891', '']","['28,057', '']","['352,447', '']","['276', '']","['106,444', '']","['27,781', '']"
5454,r083,Indiana,Indiana,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r084,Indiana -> Public,Indiana,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r085,Indiana -> Public -> Ball State U.,Indiana,Public,Ball State U.,3,"['9,429', '']","['308', '']","['2,397', '']","['308', '']","['7,032', '']","['0', '']"
5454,r086,"Indiana -> Public -> Indiana U., Bloomington",Indiana,Public,"Indiana U., Bloomington",3,"['728,554', '']","['47,210', '']","['343,876', '']","['18,888', '']","['384,678', '']","['28,322', '']"
5454,r087,"Indiana -> Public -> Indiana U.-Purdue U., Indianapolis",Indiana,Public,"Indiana U.-Purdue U., Indianapolis",3,"['71,387', '']","['4,171', '']","['31,622', '']","['3,040', '']","['39,765', '']","['1,131', '']"
5454,r088,Iowa,Iowa,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r089,Iowa -> Public,Iowa,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r090,Iowa -> Public -> U. Iowa,Iowa,Public,U. Iowa,3,"['538,583', '']","['17,586', '']","['259,639', '']","['0', '']","['278,944', '']","['17,586', '']"
5454,r091,Iowa -> Private,Iowa,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r092,Iowa -> Private -> Des Moines U.,Iowa,Private,Des Moines U.,3,"['5,021', '']","['4', '']","['449', '']","['0', '']","['4,572', '']","['4', '']"
5454,r093,"Iowa -> Private -> Palmer C. of Chiropractic, Davenport",Iowa,Private,"Palmer C. of Chiropractic, Davenport",3,"['1,900', '']","['1,600', '']","['1,400', '']","['1,100', '']","['500', '']","['500', '']"
5454,r094,Kansas,Kansas,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r095,Kansas -> Public,Kansas,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r096,Kansas -> Public -> U. Kansas,Kansas,Public,U. Kansas,3,"['368,811', '']","['21,561', '']","['185,007', '']","['1,667', '']","['183,804', '']","['19,894', '']"
5454,r097,Kentucky,Kentucky,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r098,Kentucky -> Public,Kentucky,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r099,Kentucky -> Public -> U. Kentucky,Kentucky,Public,U. Kentucky,3,"['417,674', '']","['6,378', '']","['200,664', '']","['540', '']","['217,010', '']","['5,838', '']"
5454,r100,Kentucky -> Public -> U. Louisville,Kentucky,Public,U. Louisville,3,"['198,818', '']","['7,207', '']","['88,251', '']","['832', '']","['110,567', '']","['6,375', '']"
5454,r101,Louisiana,Louisiana,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r102,Louisiana -> Public,Louisiana,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r103,"Louisiana -> Public -> Louisiana State U., Baton Rouge",Louisiana,Public,"Louisiana State U., Baton Rouge",3,"['286,733', '']","['13,073', '']","['87,895', '']","['9,293', '']","['198,838', '']","['3,780', '']"
5454,r104,"Louisiana -> Public -> Louisiana State U., Health Sciences Center, New Orleans",Louisiana,Public,"Louisiana State U., Health Sciences Center, New Orleans",3,"['43,419', '']","['562', '']","['31,381', '']","['0', '']","['12,038', '']","['562', '']"
5454,r105,"Louisiana -> Public -> Louisiana State U., Health Sciences Center, Shreveport",Louisiana,Public,"Louisiana State U., Health Sciences Center, Shreveport",3,"['25,321', '']","['156', '']","['11,452', '']","['1', '']","['13,869', '']","['155', '']"
5454,r106,Louisiana -> Private,Louisiana,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r107,Louisiana -> Private -> Tulane U.,Louisiana,Private,Tulane U.,3,"['204,430', '']","['5,245', '']","['107,290', '']","['139', '']","['97,140', '']","['5,106', '']"
5454,r108,Maine,Maine,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r109,Maine -> Private,Maine,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r110,Maine -> Private -> Bowdoin C.,Maine,Private,Bowdoin C.,3,"['2,719', '']","['18', '']","['1,862', '']","['0', '']","['857', '']","['18', '']"
5454,r111,Maine -> Private -> U. New England,Maine,Private,U. New England,3,"['6,886', '']","['125', '']","['5,064', '']","['125', '']","['1,822', '']","['0', '']"
5454,r112,Maryland,Maryland,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r113,Maryland -> Public,Maryland,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r114,Maryland -> Public -> Towson U.,Maryland,Public,Towson U.,3,"['3,612', '']","['31', '']","['2,010', '']","['31', '']","['1,602', '']","['0', '']"
5454,r115,Maryland -> Public -> U. Maryland<sup>a</sup>,Maryland,Public,U. Maryland<sup>a</sup>,3,"['1,103,062', '']","['28,779', '']","['689,125', '']","['1,807', '']","['413,937', '']","['26,972', '']"
5454,r116,Maryland -> Private,Maryland,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r117,Maryland -> Private -> Johns Hopkins U.<sup>b</sup>,Maryland,Private,Johns Hopkins U.<sup>b</sup>,3,"['3,110,494', '']","['48,241', '']","['2,682,410', '']","['487', '']","['428,084', '']","['47,754', '']"
5454,r118,Massachusetts,Massachusetts,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r119,Massachusetts -> Public,Massachusetts,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r120,"Massachusetts -> Public -> U. Massachusetts, Medical School",Massachusetts,Public,"U. Massachusetts, Medical School",3,"['279,096', '']","['5,219', '']","['192,938', '']","['285', '']","['86,158', '']","['4,934', '']"
5454,r121,Massachusetts -> Private,Massachusetts,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r122,Massachusetts -> Private -> Boston C.,Massachusetts,Private,Boston C.,3,"['63,063', '']","['746', '']","['31,038', '']","['746', '']","['32,025', '']","['0', '']"
5454,r123,Massachusetts -> Private -> Boston U.,Massachusetts,Private,Boston U.,3,"['583,267', '']","['2,451', '']","['339,172', '']","['55', '']","['244,095', '']","['2,396', '']"
5454,r124,Massachusetts -> Private -> Harvard U.,Massachusetts,Private,Harvard U.,3,"['1,239,983', '']","['44,622', '']","['605,603', '']","['38,716', '']","['634,380', '']","['5,906', '']"
5454,r125,Massachusetts -> Private -> New England C. of Optometry,Massachusetts,Private,New England C. of Optometry,3,"['1,150', '']","['502', '']","['785', '']","['146', '']","['365', '']","['356', '']"
5454,r126,Massachusetts -> Private -> Tufts U.,Massachusetts,Private,Tufts U.,3,"['216,241', '']","['3,157', '']","['148,320', '']","['1,274', '']","['67,921', '']","['1,883', '']"
5454,r127,Michigan,Michigan,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r128,Michigan -> Public,Michigan,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r129,Michigan -> Public -> Central Michigan U.,Michigan,Public,Central Michigan U.,3,"['17,448', '']","['193', '']","['7,450', '']","['164', '']","['9,998', '']","['29', '']"
5454,r130,Michigan -> Public -> Grand Valley State U.,Michigan,Public,Grand Valley State U.,3,"['6,792', '']","['674', '']","['1,831', '']","['674', '']","['4,961', '']","['0', '']"
5454,r131,Michigan -> Public -> Michigan State U.,Michigan,Public,Michigan State U.,3,"['713,197', '']","['6,316', '']","['329,748', '']","['5,027', '']","['383,449', '']","['1,289', '']"
5454,r132,Michigan -> Public -> Michigan Technological U.,Michigan,Public,Michigan Technological U.,3,"['77,927', '']","['213', '']","['36,172', '']","['166', '']","['41,755', '']","['47', '']"
5454,r133,"Michigan -> Public -> U. Michigan, Ann Arbor",Michigan,Public,"U. Michigan, Ann Arbor",3,"['1,673,862', '']","['31,192', '']","['884,880', '']","['3,148', '']","['788,982', '']","['28,044', '']"
5454,r134,"Michigan -> Public -> U. Michigan, Flint",Michigan,Public,"U. Michigan, Flint",3,"['1,247', '']","['105', '']","['276', '']","['105', '']","['971', '']","['0', '']"
5454,r135,Michigan -> Public -> Wayne State U.,Michigan,Public,Wayne State U.,3,"['243,259', '']","['18,248', '']","['113,137', '']","['417', '']","['130,122', '']","['17,831', '']"
5454,r136,Michigan -> Public -> Western Michigan U. and Homer Stryker M.D. School of Medicine,Michigan,Public,Western Michigan U. and Homer Stryker M.D. School of Medicine,3,"['24,541', '']","['455', '']","['13,187', '']","['1', '']","['11,354', '']","['454', '']"
5454,r137,Minnesota,Minnesota,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r138,Minnesota -> Public,Minnesota,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r139,"Minnesota -> Public -> U. Minnesota, Twin Cities",Minnesota,Public,"U. Minnesota, Twin Cities",3,"['1,042,382', '']","['43,756', '']","['514,092', '']","['23,313', '']","['528,290', '']","['20,443', '']"
5454,r140,Mississippi,Mississippi,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r141,Mississippi -> Public,Mississippi,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r142,Mississippi -> Public -> U. Mississippi,Mississippi,Public,U. Mississippi,3,"['122,960', '']","['5,191', '']","['82,361', '']","['4,520', '']","['40,599', '']","['671', '']"
5454,r143,Mississippi -> Public -> U. Southern Mississippi,Mississippi,Public,U. Southern Mississippi,3,"['72,322', '']","['2', '']","['42,870', '']","['2', '']","['29,452', '']","['0', '']"
5454,r144,Missouri,Missouri,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r145,Missouri -> Public,Missouri,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r146,"Missouri -> Public -> U. Missouri, Columbia",Missouri,Public,"U. Missouri, Columbia",3,"['332,180', '']","['2,436', '']","['156,190', '']","['207', '']","['175,990', '']","['2,229', '']"
5454,r147,"Missouri -> Public -> U. Missouri, Kansas City",Missouri,Public,"U. Missouri, Kansas City",3,"['36,356', '']","['106', '']","['22,320', '']","['0', '']","['14,036', '']","['106', '']"
5454,r148,Missouri -> Private,Missouri,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r149,Missouri -> Private -> Saint Louis U.,Missouri,Private,Saint Louis U.,3,"['69,528', '']","['2,833', '']","['34,419', '']","['524', '']","['35,109', '']","['2,309', '']"
5454,r150,"Missouri -> Private -> Washington U., Saint Louis",Missouri,Private,"Washington U., Saint Louis",3,"['920,215', '']","['32,706', '']","['559,882', '']","['11,011', 'i']","['360,333', '']","['21,695', 'i']"
5454,r151,Montana,Montana,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r152,Montana -> Public,Montana,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r153,"Montana -> Public -> Montana State U., Bozeman",Montana,Public,"Montana State U., Bozeman",3,"['166,285', '']","['1,210', '']","['93,759', '']","['1,065', '']","['72,526', '']","['145', '']"
5454,r154,Nebraska,Nebraska,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r155,Nebraska -> Public,Nebraska,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r156,"Nebraska -> Public -> U. Nebraska, Kearney",Nebraska,Public,"U. Nebraska, Kearney",3,"['2,640', '']","['322', '']","['1,259', '']","['316', '']","['1,381', '']","['6', '']"
5454,r157,"Nebraska -> Public -> U. Nebraska, Lincoln",Nebraska,Public,"U. Nebraska, Lincoln",3,"['320,463', '']","['1,382', '']","['107,299', '']","['1,289', '']","['213,164', '']","['93', '']"
5454,r158,"Nebraska -> Public -> U. Nebraska, Medical Center",Nebraska,Public,"U. Nebraska, Medical Center",3,"['202,406', '']","['14,335', '']","['105,158', '']","['6,612', '']","['97,248', '']","['7,723', '']"
5454,r159,Nebraska -> Private,Nebraska,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r160,Nebraska -> Private -> Creighton U.,Nebraska,Private,Creighton U.,3,"['20,339', '']","['1,058', 'i']","['7,583', '']","['303', 'i']","['12,756', '']","['755', 'i']"
5454,r161,Nevada,Nevada,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r162,Nevada -> Public,Nevada,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r163,"Nevada -> Public -> U. Nevada, Reno",Nevada,Public,"U. Nevada, Reno",3,"['159,790', '']","['165', '']","['64,793', '']","['165', '']","['94,997', '']","['0', '']"
5454,r164,New Hampshire,New Hampshire,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r165,New Hampshire -> Private,New Hampshire,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r166,New Hampshire -> Private -> Dartmouth C. and Dartmouth Hitchcock Medical Center,New Hampshire,Private,Dartmouth C. and Dartmouth Hitchcock Medical Center,3,"['326,349', '']","['14,253', '']","['142,219', '']","['10,328', '']","['184,130', '']","['3,925', '']"
5454,r167,New Jersey,New Jersey,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r168,New Jersey -> Public,New Jersey,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r169,New Jersey -> Public -> Rowan U.,New Jersey,Public,Rowan U.,3,"['26,018', '']","['4', '']","['15,551', '']","['0', '']","['10,467', '']","['4', '']"
5454,r170,"New Jersey -> Public -> Rutgers, State U. New Jersey, New Brunswick",New Jersey,Public,"Rutgers, State U. New Jersey, New Brunswick",3,"['688,077', '']","['12,456', '']","['311,743', '']","['1,637', '']","['376,334', '']","['10,819', '']"
5454,r171,New Mexico,New Mexico,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5454,r172,New Mexico -> Public,New Mexico,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
