table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_hhs_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
10154,r015,All institutions -> Yale U.,All institutions,Yale U.,2,14,"['599,703', '']","['129', '']","['0', '']","['578,141', '']","['249', '']","['8,907', '']","['5,117', '']","['461', '']","['0', '']","['6,628', '']","['71', '']"
10154,r016,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,15,"['585,539', '']","['0', '']","['0', '']","['585,539', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r017,All institutions -> New York U.,All institutions,New York U.,2,16,"['583,692', '']","['1,353', '']","['0', '']","['544,411', '']","['1,545', '']","['5,618', '']","['18,887', '']","['1,690', '']","['0', '']","['1,859', '']","['8,329', '']"
10154,r018,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,17,"['570,513', '']","['101', '']","['0', '']","['527,559', '']","['39', '']","['11,755', '']","['5,995', '']","['50', '']","['0', '']","['20,028', '']","['4,986', '']"
10154,r019,All institutions -> Emory U.,All institutions,Emory U.,2,18,"['532,883', '']","['435', '']","['1,258', '']","['511,965', '']","['119', '']","['5,942', '']","['3,668', '']","['235', '']","['0', '']","['8,539', '']","['722', '']"
10154,r020,All institutions -> Harvard U.,All institutions,Harvard U.,2,19,"['472,585', '']","['5,146', '']","['14,900', '']","['378,512', '']","['14,680', '']","['11,777', '']","['2,204', '']","['25,987', '']","['239', '']","['16,780', '']","['2,360', '']"
10154,r021,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,20,"['467,367', '']","['58', '']","['0', '']","['434,016', '']","['0', '']","['7,932', '']","['2,067', '']","['5,022', '']","['1,727', '']","['15,917', '']","['628', '']"
10154,r022,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,21,"['453,718', '']","['1,622', '']","['342', '']","['391,282', '']","['558', '']","['5,224', '']","['15,256', '']","['19,154', '']","['0', '']","['16,346', '']","['3,934', '']"
10154,r023,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,22,"['423,835', '']","['209', '']","['91', '']","['357,029', '']","['25', '']","['9,002', '']","['3,376', '']","['17,011', '']","['22,465', '']","['13,079', '']","['1,548', '']"
10154,r024,All institutions -> U. Southern California,All institutions,U. Southern California,2,23,"['397,767', '']","['8,897', '']","['0', '']","['321,890', '']","['35', '']","['2,288', '']","['2,313', '']","['45,690', '']","['0', '']","['7,098', '']","['9,556', '']"
10154,r025,All institutions -> U. Colorado Anschutz Medical Campus<sup>b</sup>,All institutions,U. Colorado Anschutz Medical Campus<sup>b</sup>,2,24,"['395,404', '']","['0', '']","['19', '']","['393,978', '']","['0', '']","['224', '']","['254', '']","['97', '']","['0', '']","['433', '']","['399', '']"
10154,r026,All institutions -> Cornell U.,All institutions,Cornell U.,2,25,"['389,731', '']","['1,218', '']","['0', '']","['346,614', '']","['112', '']","['21,095', '']","['3,141', '']","['1,415', '']","['0', '']","['14,794', '']","['1,342', '']"
10154,r027,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,26,"['383,114', '']","['335', '']","['67', '']","['339,157', '']","['385', '']","['1,599', '']","['3,805', '']","['3,538', '']","['6,711', '']","['12,166', '']","['15,351', '']"
10154,r028,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,27,"['380,585', '']","['0', '']","['0', '']","['367,449', '']","['0', '']","['137', '']","['5,301', '']","['308', '']","['0', '']","['5,809', '']","['1,581', '']"
10154,r029,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,28,"['358,696', '']","['0', '']","['0', '']","['358,696', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r030,All institutions -> U. Maryland<sup>c</sup>,All institutions,U. Maryland<sup>c</sup>,2,29,"['355,651', '']","['2,185', '']","['420', '']","['308,462', '']","['143', '']","['2,939', '']","['7,733', '']","['6,140', '']","['488', '']","['15,981', '']","['11,160', '']"
10154,r031,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,30,"['340,332', '']","['683', '']","['0', '']","['325,302', '']","['145', '']","['1,463', '']","['1,291', '']","['178', '']","['36', '']","['11,220', '']","['14', '']"
10154,r032,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,31,"['333,732', '']","['0', '']","['0', '']","['323,804', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['9,928', '']","['0', '']"
10154,r033,All institutions -> Boston U.,All institutions,Boston U.,2,32,"['329,129', '']","['68', '']","['0', '']","['275,178', '']","['1,815', '']","['8,304', '']","['13,015', '']","['183', '']","['292', '']","['26,980', '']","['3,294', '']"
10154,r034,All institutions -> U. Chicago,All institutions,U. Chicago,2,33,"['324,202', '']","['8,583', '']","['0', '']","['284,492', '']","['496', '']","['12,860', '']","['2,912', '']","['5,063', '']","['0', '']","['6,283', '']","['3,513', '']"
10154,r035,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,34,"['310,961', '']","['0', '']","['0', '']","['298,582', '']","['67', '']","['1,173', '']","['7,852', '']","['1,293', '']","['0', '']","['1,254', '']","['740', '']"
10154,r036,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,35,"['290,032', '']","['54', '']","['260', '']","['255,075', '']","['591', '']","['6,284', '']","['1,546', '']","['11,414', '']","['0', '']","['14,671', '']","['137', '']"
10154,r037,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,36,"['282,769', '']","['0', '']","['0', '']","['282,769', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r038,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,37,"['276,691', '']","['969', '']","['0', '']","['254,711', '']","['599', '']","['6,036', '']","['5,726', '']","['2,953', '']","['527', '']","['3,378', '']","['1,792', '']"
10154,r039,All institutions -> U. Florida,All institutions,U. Florida,2,38,"['249,511', '']","['1,159', '']","['706', '']","['217,568', '']","['257', '']","['5,053', '']","['11,079', '']","['1,736', '']","['0', '']","['10,310', '']","['1,643', '']"
10154,r040,"All institutions -> U. Massachusetts, Medical School",All institutions,"U. Massachusetts, Medical School",2,39,"['247,901', '']","['0', '']","['0', '']","['247,901', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r041,All institutions -> U. Utah,All institutions,U. Utah,2,40,"['245,834', '']","['6,632', '']","['14,725', '']","['201,152', '']","['315', '']","['3,454', '']","['1,919', '']","['7,752', '']","['0', '']","['3,094', '']","['6,791', '']"
10154,r042,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,41,"['234,754', '']","['0', '']","['0', '']","['234,754', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r043,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,42,"['231,018', '']","['679', '']","['30', '']","['215,078', '']","['591', '']","['1,577', '']","['4,782', '']","['160', '']","['0', '']","['5,692', '']","['2,429', '']"
10154,r044,All institutions -> U. Iowa,All institutions,U. Iowa,2,43,"['223,247', '']","['1,039', '']","['0', '']","['205,186', '']","['9', '']","['980', '']","['7,472', '']","['140', '']","['0', '']","['4,494', '']","['3,927', '']"
10154,r045,All institutions -> Albert Einstein C. of Medicine,All institutions,Albert Einstein C. of Medicine,2,44,"['214,688', '']","['0', '']","['0', '']","['214,688', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r046,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,45,"['212,368', '']","['616', '']","['0', '']","['185,782', '']","['0', '']","['4,897', '']","['3,801', '']","['119', '']","['2,393', '']","['8,244', '']","['6,516', '']"
10154,r047,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,46,"['211,709', '']","['0', '']","['0', '']","['183,889', '']","['9,456', '']","['8,176', '']","['5,279', '']","['4,909', '']","['0', '']","['0', '']","['0', '']"
10154,r048,All institutions -> U. Rochester,All institutions,U. Rochester,2,47,"['207,285', '']","['86', '']","['0', '']","['186,802', '']","['0', '']","['2,358', '']","['4,684', '']","['0', '']","['6,600', '']","['6,754', '']","['1', '']"
10154,r049,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,48,"['192,025', '']","['869', '']","['0', '']","['174,365', '']","['84', '']","['3,461', '']","['926', '']","['562', '']","['154', '']","['9,626', '']","['1,978', '']"
10154,r050,All institutions -> U. Miami,All institutions,U. Miami,2,49,"['189,650', '']","['1,030', '']","['1,149', '']","['174,555', '']","['0', '']","['48', '']","['9,761', '']","['561', '']","['0', '']","['2,546', '']","['0', '']"
10154,r051,All institutions -> U. Arizona,All institutions,U. Arizona,2,50,"['187,114', '']","['719', '']","['0', '']","['172,086', '']","['565', '']","['2,840', '']","['4,444', '']","['1,731', '']","['5', '']","['4,416', '']","['308', '']"
10154,r052,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,51,"['185,563', '']","['1,764', '']","['0', '']","['155,810', '']","['645', '']","['6,410', '']","['3,275', '']","['911', '']","['0', '']","['12,825', '']","['3,923', '']"
10154,r053,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,52,"['180,292', '']","['0', '']","['56', '']","['164,448', '']","['474', '']","['1,647', '']","['3,912', '']","['1,114', '']","['420', '']","['6,807', '']","['1,414', '']"
10154,r054,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,53,"['169,289', '']","['1,762', '']","['555', '']","['114,958', '']","['2,327', '']","['4,030', '']","['22,424', '']","['5,319', '']","['0', '']","['14,205', '']","['3,709', '']"
10154,r055,All institutions -> Thomas Jefferson U.,All institutions,Thomas Jefferson U.,2,54,"['168,466', '']","['0', '']","['0', '']","['168,466', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r056,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,55,"['167,117', '']","['0', '']","['0', '']","['167,117', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r057,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,56,"['166,783', '']","['187', '']","['629', '']","['108,274', '']","['480', '']","['9,378', '']","['7,557', '']","['3,362', '']","['25,915', '']","['10,746', '']","['255', '']"
10154,r058,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,57,"['164,717', '']","['27', '']","['0', '']","['163,883', '']","['30', '']","['257', '']","['133', '']","['0', '']","['0', '']","['362', '']","['25', '']"
10154,r059,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,58,"['156,055', '']","['35', '']","['0', '']","['147,958', '']","['29', '']","['662', '']","['4,750', '']","['1,441', '']","['0', '']","['909', '']","['271', '']"
10154,r060,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,59,"['154,901', '']","['0', '']","['0', '']","['154,901', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r061,All institutions -> Brown U.,All institutions,Brown U.,2,60,"['149,308', '']","['1,888', '']","['22', '']","['107,172', '']","['914', '']","['1,069', '']","['7,431', '']","['21,642', '']","['6,326', '']","['2,538', '']","['306', '']"
10154,r062,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,61,"['148,759', '']","['8,994', '']","['297', '']","['64,748', '']","['0', '']","['12,910', '']","['298', '']","['1,432', '']","['272', '']","['59,708', '']","['100', '']"
10154,r063,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,62,"['142,490', '']","['0', '']","['0', '']","['139,081', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,409', '']","['0', '']"
10154,r064,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,63,"['133,931', '']","['929', '']","['2,691', '']","['103,063', '']","['370', '']","['5,052', '']","['3,803', '']","['4,742', '']","['547', '']","['11,854', '']","['880', '']"
10154,r065,All institutions -> U. Kansas,All institutions,U. Kansas,2,64,"['131,767', '']","['70', '']","['0', '']","['106,512', '']","['0', '']","['4,776', '']","['5,439', '']","['425', '']","['21', '']","['1,588', '']","['12,936', '']"
10154,r066,All institutions -> U. South Florida<sup>d</sup>,All institutions,U. South Florida<sup>d</sup>,2,65,"['126,254', '']","['301', '']","['0', '']","['110,202', '']","['0', '']","['2,266', '']","['1,586', '']","['8,486', '']","['0', '']","['3,134', '']","['279', '']"
10154,r067,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,66,"['125,345', '']","['63', '']","['0', '']","['103,362', '']","['18', '']","['631', '']","['7,895', '']","['306', '']","['0', '']","['2,958', '']","['10,112', '']"
10154,r068,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,67,"['125,263', '']","['699', '']","['109', '']","['104,380', '']","['72', '']","['2,105', '']","['10,130', '']","['1,808', '']","['0', '']","['4,354', '']","['1,606', '']"
10154,r069,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,68,"['122,689', '']","['0', '']","['0', '']","['107,931', '']","['175', '']","['1,733', '']","['2,698', '']","['669', '']","['173', '']","['9,040', '']","['270', '']"
10154,r070,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,69,"['119,022', '']","['1,485', '']","['0', '']","['70,422', '']","['397', '']","['4,592', '']","['7,287', '']","['9,450', '']","['1', '']","['12,881', '']","['12,507', '']"
10154,r071,All institutions -> George Washington U.,All institutions,George Washington U.,2,70,"['118,969', '']","['254', '']","['0', '']","['111,466', '']","['76', '']","['864', '']","['1,970', '']","['942', '']","['319', '']","['2,679', '']","['399', '']"
10154,r072,All institutions -> U. Texas Medical Branch,All institutions,U. Texas Medical Branch,2,71,"['116,827', '']","['0', '']","['0', '']","['116,272', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['555', '']","['0', '']"
10154,r073,All institutions -> Temple U.,All institutions,Temple U.,2,72,"['113,603', '']","['96', '']","['0', '']","['101,147', '']","['124', '']","['1,681', '']","['7,887', '']","['485', '']","['0', '']","['1,301', '']","['882', '']"
10154,r074,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,73,"['112,729', '']","['931', '']","['462', '']","['89,914', '']","['325', '']","['2,731', '']","['7,536', '']","['199', '']","['0', '']","['10,297', '']","['334', '']"
10154,r075,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,74,"['108,578', '']","['0', '']","['0', '']","['108,578', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r076,All institutions -> Tulane U.,All institutions,Tulane U.,2,75,"['106,598', '']","['0', '']","['355', '']","['101,353', '']","['48', '']","['283', '']","['1,202', '']","['835', '']","['0', '']","['2,208', '']","['314', '']"
10154,r077,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,76,"['104,978', '']","['1,003', '']","['28', '']","['79,563', '']","['1,406', '']","['4,878', '']","['6,595', '']","['1,435', '']","['40', '']","['7,649', '']","['2,381', '']"
10154,r078,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,77,"['102,915', '']","['271', '']","['0', '']","['90,008', '']","['0', '']","['5,014', '']","['1,581', '']","['98', '']","['1,011', '']","['1,702', '']","['3,230', '']"
10154,r079,"All institutions -> U. Nebraska, Medical Center",All institutions,"U. Nebraska, Medical Center",2,78,"['102,014', '']","['0', '']","['0', '']","['102,014', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r080,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,79,"['95,785', '']","['43', '']","['0', '']","['91,615', '']","['0', '']","['1,359', '']","['883', '']","['1,862', '']","['0', '']","['0', '']","['23', '']"
10154,r081,All institutions -> U. Georgia,All institutions,U. Georgia,2,80,"['95,248', '']","['96', '']","['0', '']","['74,341', '']","['6', '']","['1,551', '']","['16,040', '']","['147', '']","['80', '']","['1,975', '']","['1,012', '']"
10154,r082,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,81,"['92,030', '']","['1,341', '']","['0', '']","['74,357', '']","['1,708', '']","['3,459', '']","['4,412', '']","['180', '']","['29', '']","['5,605', '']","['939', '']"
10154,r083,All institutions -> U. Louisville,All institutions,U. Louisville,2,82,"['91,269', '']","['0', '']","['0', '']","['84,029', '']","['205', '']","['503', '']","['747', '']","['19', '']","['0', '']","['3,576', '']","['2,190', '']"
10154,r084,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,83,"['90,882', '']","['0', '']","['0', '']","['88,838', '']","['38', '']","['2,006', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r085,All institutions -> U. Arkansas for Medical Sciences,All institutions,U. Arkansas for Medical Sciences,2,84,"['89,958', '']","['0', '']","['0', '']","['89,958', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r086,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,85,"['89,631', '']","['248', '']","['0', '']","['65,248', '']","['0', '']","['11,059', '']","['0', '']","['0', '']","['0', '']","['9,839', '']","['3,237', '']"
10154,r087,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,86,"['89,116', '']","['594', '']","['0', '']","['78,860', '']","['39', '']","['936', '']","['3,051', '']","['8', '']","['0', '']","['2,023', '']","['3,605', '']"
10154,r088,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,87,"['85,136', '']","['166', '']","['49', '']","['76,051', '']","['0', '']","['5,161', '']","['1,753', '']","['95', '']","['0', '']","['1,472', '']","['389', '']"
10154,r089,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,88,"['83,915', '']","['938', '']","['1', '']","['39,583', '']","['121', '']","['10,684', '']","['3,968', '']","['275', '']","['43', '']","['22,763', '']","['5,539', '']"
10154,r090,All institutions -> Tufts U.,All institutions,Tufts U.,2,89,"['83,882', '']","['17', '']","['0', '']","['57,913', '']","['759', '']","['3,952', '']","['855', '']","['218', '']","['11,980', '']","['7,900', '']","['288', '']"
10154,r091,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,90,"['79,143', '']","['622', '']","['0', '']","['47,875', '']","['383', '']","['2,688', '']","['4,762', '']","['3,823', '']","['798', '']","['13,005', '']","['5,187', '']"
10154,r092,All institutions -> U. Vermont,All institutions,U. Vermont,2,91,"['79,120', '']","['0', '']","['0', '']","['75,548', '']","['69', '']","['806', '']","['2,277', '']","['5', '']","['0', '']","['415', '']","['0', '']"
10154,r093,All institutions -> Rush U.,All institutions,Rush U.,2,92,"['79,068', '']","['0', '']","['0', '']","['75,621', '']","['0', '']","['0', '']","['3,447', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r094,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,93,"['78,444', '']","['242', '']","['0', '']","['52,822', '']","['809', '']","['5,585', '']","['5,397', '']","['586', '']","['0', '']","['11,276', '']","['1,727', '']"
10154,r095,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,94,"['63,352', '']","['383', '']","['0', '']","['36,943', '']","['640', '']","['987', '']","['11,230', '']","['4,007', '']","['436', '']","['8,568', '']","['158', '']"
10154,r096,All institutions -> Washington State U.,All institutions,Washington State U.,2,95,"['62,684', '']","['1,032', '']","['0', '']","['51,596', '']","['0', '']","['1,291', '']","['1,339', '']","['2,401', '']","['574', '']","['1,014', '']","['3,437', '']"
10154,r097,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,96,"['61,984', '']","['0', '']","['0', '']","['61,509', '']","['0', '']","['101', '']","['25', '']","['16', '']","['0', '']","['137', '']","['196', '']"
10154,r098,All institutions -> Augusta U.,All institutions,Augusta U.,2,97,"['61,395', '']","['0', '']","['0', '']","['61,110', '']","['0', '']","['187', '']","['98', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r099,All institutions -> Drexel U.,All institutions,Drexel U.,2,98,"['60,693', '']","['526', '']","['0', '']","['49,810', '']","['0', '']","['96', '']","['1,407', '']","['11', '']","['0', '']","['5,246', '']","['3,597', '']"
10154,r100,All institutions -> Princeton U.,All institutions,Princeton U.,2,99,"['58,925', '']","['1,334', '']","['102', '']","['46,504', '']","['372', '']","['4,398', '']","['898', '']","['2,969', '']","['0', '']","['2,348', '']","['0', '']"
10154,r101,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,100,"['58,509', '']","['466', '']","['0', '']","['51,084', '']","['203', '']","['14', '']","['5,276', '']","['66', '']","['0', '']","['319', '']","['1,081', '']"
10154,r102,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,101,"['57,818', '']","['0', '']","['19', '']","['42,878', '']","['278', '']","['2,038', '']","['2,197', '']","['1,688', '']","['4,905', '']","['3,630', '']","['185', '']"
10154,r103,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,102,"['56,193', '']","['6,889', '']","['0', '']","['8,612', '']","['538', '']","['6,339', '']","['798', '']","['786', '']","['0', '']","['32,173', '']","['58', '']"
10154,r104,"All institutions -> U. Tennessee, Health Science Center",All institutions,"U. Tennessee, Health Science Center",2,103,"['55,803', '']","['0', '']","['0', '']","['55,803', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10154,r105,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,104,"['54,726', '']","['0', '']","['3,653', '']","['10,999', '']","['0', '']","['6,536', '']","['0', '']","['47', '']","['0', '']","['33,491', '']","['0', '']"
10154,r106,All institutions -> U. Delaware,All institutions,U. Delaware,2,105,"['54,711', '']","['1,655', '']","['0', '']","['22,970', '']","['0', '']","['8,208', '']","['6,162', '']","['1,129', '']","['1,663', '']","['11,826', '']","['1,098', '']"
10154,r107,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,106,"['54,374', '']","['157', '']","['0', '']","['32,947', '']","['308', '']","['3,627', '']","['2,995', '']","['10,668', '']","['0', '']","['0', '']","['3,672', '']"
10154,r108,All institutions -> U. Oregon,All institutions,U. Oregon,2,107,"['54,309', '']","['0', '']","['126', '']","['32,651', '']","['0', '']","['698', '']","['16,376', '']","['0', '']","['0', '']","['2,804', '']","['1,654', '']"
10154,r109,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,108,"['51,694', '']","['384', '']","['1,196', '']","['24,929', '']","['2,974', '']","['5,125', '']","['198', '']","['1,601', '']","['1,084', '']","['12,955', '']","['1,248', '']"
10154,r110,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,109,"['50,973', '']","['0', '']","['0', '']","['50,973', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
