table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_federal_r_d_expenditures,field_dod,field_doe,field_hhs,field_nasa,field_nsf,field_usda,field_othera
3138,r019,All institutions -> Yale U.,All institutions,Yale U.,2,18,"['576,776', '']","['28,512', '']","['11,213', '']","['495,232', '']","['4,436', '']","['26,830', '']","['537', '']","['10,016', '']"
3138,r020,All institutions -> U. Southern California,All institutions,U. Southern California,2,19,"['543,607', '']","['133,937', '']","['7,490', '']","['328,895', '']","['2,676', '']","['50,376', '']","['650', '']","['19,583', '']"
3138,r021,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,20,"['543,508', '']","['14,733', '']","['9,068', '']","['488,527', '']","['7,088', '']","['20,740', '']","['92', '']","['3,260', '']"
3138,r022,All institutions -> Cornell U.,All institutions,Cornell U.,2,21,"['525,182', '']","['39,524', '']","['23,747', '']","['282,465', '']","['12,034', '']","['115,526', '']","['37,785', '']","['14,101', '']"
3138,r023,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,22,"['502,300', '']","['43,448', '']","['21,580', '']","['374,302', '']","['3,961', '']","['48,728', '']","['137', '']","['10,144', '']"
3138,r024,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,23,"['497,651', '']","['39,550', '']","['26,718', '']","['277,710', '']","['10,014', '']","['51,067', '']","['33,905', '']","['58,687', '']"
3138,r025,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,24,"['494,549', '']","['33,159', '']","['21,696', '']","['315,135', '']","['11,391', '']","['69,610', '']","['29,714', '']","['13,844', '']"
3138,r026,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,25,"['492,808', '']","['35,452', '']","['13,681', '']","['402,645', '']","['4,141', '']","['18,768', '']","['528', '']","['17,593', '']"
3138,r027,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,26,"['489,345', '']","['139,924', '']","['67,337', '']","['136,305', '']","['34,456', '']","['95,998', '']","['0', '']","['15,325', '']"
3138,r028,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,27,"['443,745', '']","['11,889', '']","['0', '']","['429,104', '']","['694', '']","['715', '']","['0', '']","['1,343', '']"
3138,r029,All institutions -> New York U.,All institutions,New York U.,2,28,"['436,850', '']","['23,849', '']","['4,094', '']","['353,281', '']","['1,353', '']","['39,534', '']","['845', '']","['13,894', '']"
3138,r030,All institutions -> Emory U.,All institutions,Emory U.,2,29,"['424,461', '']","['14,064', '']","['1,115', '']","['387,530', '']","['1,772', '']","['12,586', '']","['211', '']","['7,183', '']"
3138,r031,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,30,"['412,691', '']","['39,172', '']","['25,423', '']","['56,794', '']","['110,640', '']","['81,711', '']","['1,832', '']","['97,119', '']"
3138,r032,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,31,"['407,981', '']","['156,351', '']","['35,772', '']","['89,062', '']","['17,529', '']","['78,379', '']","['455', '']","['30,433', '']"
3138,r033,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,32,"['398,403', '']","['29,147', '']","['5,778', '']","['337,055', '']","['11,500', '']","['7,462', '']","['89', '']","['7,372', '']"
3138,r034,All institutions -> U. Florida,All institutions,U. Florida,2,33,"['387,906', '']","['30,329', '']","['15,780', '']","['213,038', '']","['5,810', '']","['49,165', '']","['40,427', '']","['33,357', '']"
3138,r035,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,34,"['382,206', '']","['50,403', '']","['66,545', '']","['69,420', '']","['8,403', '']","['141,078', '']","['19,682', '']","['26,675', '']"
3138,r036,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,35,"['374,707', '']","['18,306', '']","['15,451', '']","['215,535', '']","['3,840', '']","['33,320', '']","['36,057', '']","['52,198', '']"
3138,r037,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,36,"['359,609', '']","['27,953', '']","['33,433', '']","['82,965', '']","['6,772', '']","['114,590', '']","['37,402', '']","['56,494', '']"
3138,r038,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,37,"['357,549', '']","['15,037', '']","['4,949', '']","['321,105', '']","['3,377', '']","['12,156', '']","['66', '']","['859', '']"
3138,r039,All institutions -> U. Colorado Denver and Anschutz Medical Campus,All institutions,U. Colorado Denver and Anschutz Medical Campus,2,38,"['353,021', '']","['14,505', '']","['0', '']","['322,277', '']","['275', '']","['5,324', '']","['137', '']","['10,503', '']"
3138,r040,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,39,"['347,601', '']","['38,213', '']","['42,917', '']","['124,119', '']","['37,109', '']","['71,030', '']","['3,686', '']","['30,527', '']"
3138,r041,All institutions -> U. Chicago,All institutions,U. Chicago,2,40,"['332,776', '']","['23,339', '']","['8,892', '']","['236,745', '']","['6,033', '']","['51,803', '']","['78', '']","['5,886', '']"
3138,r042,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,41,"['331,148', '']","['14,519', '']","['78,917', '']","['80,546', '']","['2,890', '']","['83,070', '']","['34,267', '']","['36,939', '']"
3138,r043,All institutions -> U. Arizona,All institutions,U. Arizona,2,42,"['327,025', '']","['31,083', '']","['8,641', '']","['145,350', '']","['55,641', '']","['54,281', '']","['16,066', '']","['15,963', '']"
3138,r044,All institutions -> Boston U.,All institutions,Boston U.,2,43,"['318,511', '']","['16,585', '']","['5,270', '']","['245,176', '']","['6,618', '']","['35,582', '']","['440', '']","['8,840', '']"
3138,r045,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,44,"['309,354', '']","['13,693', '']","['0', '']","['260,814', '']","['18,414', '']","['1,445', '']","['14,812', '']","['176', '']"
3138,r046,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,45,"['308,586', '']","['15,170', '']","['5,572', '']","['236,336', '']","['1,075', '']","['36,456', '']","['541', '']","['13,436', '']"
3138,r047,All institutions -> U. Rochester,All institutions,U. Rochester,2,46,"['306,551', '']","['10,738', '']","['94,427', '']","['180,234', '']","['1,946', '']","['18,569', '']","['85', '']","['552', '']"
3138,r048,All institutions -> U. Utah,All institutions,U. Utah,2,47,"['302,585', '']","['29,860', '']","['23,822', '']","['204,671', '']","['3,430', '']","['35,354', '']","['499', '']","['4,949', '']"
3138,r049,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,48,"['298,227', '']","['15,415', '']","['265', '']","['279,218', '']","['117', '']","['2,383', '']","['17', '']","['812', '']"
3138,r050,All institutions -> Uniformed Services U. of the Health Sciences,All institutions,Uniformed Services U. of the Health Sciences,2,49,"['297,808', '']","['281,375', '']","['0', '']","['15,945', '']","['0', '']","['0', '']","['0', '']","['488', '']"
3138,r051,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,50,"['297,609', '']","['15,508', '']","['11,321', '']","['173,721', '']","['4,110', '']","['46,590', '']","['17,022', '']","['29,337', '']"
3138,r052,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,51,"['287,198', '']","['34,316', '']","['21,103', '']","['78,102', '']","['64,954', '']","['82,563', '']","['20', '']","['6,140', '']"
3138,r053,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,52,"['284,482', '']","['92,283', '']","['14,861', '']","['45,335', '']","['9,328', '']","['31,344', '']","['41,555', '']","['49,776', '']"
3138,r054,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,53,"['276,335', '']","['34,119', '']","['12,829', '']","['174,207', '']","['4,056', '']","['28,989', '']","['230', '']","['21,905', '']"
3138,r055,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,54,"['267,122', '']","['2,444', '']","['168', '']","['240,749', '']","['317', '']","['3,568', '']","['0', '']","['19,876', '']"
3138,r056,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,55,"['267,087', '']","['34,800', '']","['14,454', '']","['59,233', '']","['65,490', '']","['62,370', '']","['2,452', '']","['28,288', '']"
3138,r057,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,56,"['252,892', '']","['9,751', '']","['2,518', '']","['221,849', '']","['771', '']","['9,306', '']","['126', '']","['8,571', '']"
3138,r058,All institutions -> U. Iowa,All institutions,U. Iowa,2,57,"['252,563', '']","['15,346', '']","['2,412', '']","['198,962', '']","['14,128', '']","['9,713', '']","['494', '']","['11,508', '']"
3138,r059,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,58,"['249,831', '']","['39,470', '']","['27,012', '']","['58,699', '']","['7,770', '']","['69,718', '']","['23,791', '']","['23,371', '']"
3138,r060,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,59,"['228,945', '']","['34,051', '']","['32,368', '']","['33,362', '']","['2,633', '']","['58,142', '']","['42,846', '']","['25,543', '']"
3138,r061,All institutions -> Utah State U.,All institutions,Utah State U.,2,60,"['220,504', '']","['144,630', '']","['3,559', '']","['7,018', '']","['18,277', '']","['9,060', '']","['13,648', '']","['24,312', '']"
3138,r062,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,61,"['217,094', '']","['17,400', '']","['13,229', '']","['130,420', '']","['8,076', '']","['39,979', '']","['120', '']","['7,870', '']"
3138,r063,All institutions -> U. Miami,All institutions,U. Miami,2,62,"['212,023', '']","['14,765', '']","['556', '']","['156,134', '']","['3,765', '']","['11,269', '']","['314', '']","['25,220', '']"
3138,r064,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,63,"['209,607', '']","['54,557', '']","['16,887', '']","['37,013', '']","['4,914', '']","['43,603', '']","['19,204', '']","['33,429', '']"
3138,r065,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,64,"['208,603', '']","['8,076', '']","['6,348', '']","['162,454', '']","['856', '']","['19,341', '']","['411', '']","['11,117', '']"
3138,r066,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,65,"['203,544', '']","['5,770', '']","['12', '']","['193,286', '']","['1,583', '']","['1,123', '']","['684', '']","['1,086', '']"
3138,r067,All institutions -> Albert Einstein C. of Medicine,All institutions,Albert Einstein C. of Medicine,2,66,"['202,513', '']","['5,252', '']","['0', '']","['196,923', '']","['0', '']","['199', '']","['0', '']","['139', '']"
3138,r068,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,67,"['197,978', '']","['73,262', '']","['13,668', '']","['32,874', '']","['3,043', '']","['56,350', '']","['685', '']","['18,096', '']"
3138,r069,"All institutions -> U. Massachusetts, Medical School",All institutions,"U. Massachusetts, Medical School",2,68,"['197,388', '']","['5,190', '']","['0', '']","['189,993', '']","['0', '']","['1,133', '']","['320', '']","['752', '']"
3138,r070,All institutions -> Princeton U.,All institutions,Princeton U.,2,69,"['193,453', '']","['29,077', '']","['14,676', '']","['58,592', '']","['15,165', '']","['64,442', '']","['108', '']","['11,393', '']"
3138,r071,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,70,"['192,945', '']","['5,902', '']","['11,548', '']","['135,877', '']","['1,733', '']","['15,733', '']","['13,762', '']","['8,390', '']"
3138,r072,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,71,"['184,995', '']","['37,859', '']","['3,113', '']","['1,659', '']","['6,624', '']","['112,251', '']","['13', '']","['23,476', '']"
3138,r073,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,72,"['182,983', '']","['27,532', '']","['3,260', '']","['111,965', '']","['782', '']","['29,533', '']","['281', '']","['9,630', '']"
3138,r074,"All institutions -> U. South Florida, Tampa",All institutions,"U. South Florida, Tampa",2,73,"['181,882', '']","['4,436', '']","['995', '']","['115,498', '']","['2,635', '']","['14,002', '']","['471', '']","['43,845', '']"
3138,r075,All institutions -> Brown U.,All institutions,Brown U.,2,74,"['178,460', '']","['19,359', '']","['6,030', '']","['117,046', '']","['4,342', '']","['28,077', '']","['0', '']","['3,606', '']"
3138,r076,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,75,"['176,156', '']","['6,706', '']","['0', '']","['168,105', '']","['190', '']","['671', '']","['0', '']","['484', '']"
3138,r077,All institutions -> U. Kansas,All institutions,U. Kansas,2,76,"['169,694', '']","['6,412', '']","['3,816', '']","['113,725', '']","['2,364', '']","['18,954', '']","['686', '']","['23,737', '']"
3138,r078,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,77,"['168,571', '']","['17,167', '']","['16,521', '']","['22,770', '']","['6,760', '']","['48,625', '']","['31,364', '']","['25,364', '']"
3138,r079,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,78,"['167,816', '']","['33,197', '']","['5,024', '']","['50,545', '']","['12,706', '']","['30,530', '']","['8,739', '']","['27,075', '']"
3138,r080,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,79,"['165,702', '']","['21,182', '']","['267', '']","['137,998', '']","['952', '']","['2,865', '']","['139', '']","['2,299', '']"
3138,r081,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,80,"['164,855', '']","['8,387', '']","['4,549', '']","['70,271', '']","['26,364', '']","['14,257', '']","['1,367', '']","['39,660', '']"
3138,r082,All institutions -> Temple U.,All institutions,Temple U.,2,81,"['161,673', '']","['15,132', '']","['5,216', '']","['121,229', '']","['888', '']","['11,781', '']","['19', '']","['7,408', '']"
3138,r083,All institutions -> U. Georgia,All institutions,U. Georgia,2,82,"['159,948', '']","['3,413', '']","['10,682', '']","['73,320', '']","['1,463', '']","['30,287', '']","['26,571', '']","['14,212', '']"
3138,r084,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,83,"['159,940', '']","['19,604', '']","['11,784', '']","['89,949', '']","['1,979', '']","['28,112', '']","['1,120', '']","['7,392', '']"
3138,r085,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,84,"['159,220', '']","['10,573', '']","['5,187', '']","['92,365', '']","['1,309', '']","['26,288', '']","['5,407', '']","['18,091', '']"
3138,r086,All institutions -> Washington State U.,All institutions,Washington State U.,2,85,"['158,982', '']","['8,900', '']","['21,283', '']","['48,792', '']","['622', '']","['18,546', '']","['36,317', '']","['24,522', '']"
3138,r087,All institutions -> George Washington U.,All institutions,George Washington U.,2,86,"['155,697', '']","['8,153', '']","['4,882', '']","['116,414', '']","['1,102', '']","['15,721', '']","['597', '']","['8,828', '']"
3138,r088,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,87,"['154,597', '']","['7,873', '']","['2,263', '']","['120,373', '']","['3,904', '']","['16,470', '']","['897', '']","['2,817', '']"
3138,r089,All institutions -> U. Dayton,All institutions,U. Dayton,2,88,"['153,328', '']","['72,068', '']","['3,108', '']","['141', '']","['754', '']","['1,314', '']","['0', '']","['75,943', '']"
3138,r090,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,89,"['153,226', '']","['3,218', '']","['0', '']","['137,077', '']","['0', '']","['2,092', '']","['0', '']","['10,839', '']"
3138,r091,All institutions -> Florida State U.,All institutions,Florida State U.,2,90,"['149,784', '']","['20,105', '']","['9,365', '']","['39,161', '']","['3,673', '']","['56,341', '']","['993', '']","['20,146', '']"
3138,r092,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,91,"['147,866', '']","['11,859', '']","['30,266', '']","['19,072', '']","['2,108', '']","['34,620', '']","['29,336', '']","['20,605', '']"
3138,r093,All institutions -> Tufts U.,All institutions,Tufts U.,2,92,"['146,630', '']","['13,592', '']","['1,754', '']","['78,249', '']","['512', '']","['13,165', '']","['15,811', '']","['23,547', '']"
3138,r094,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,93,"['144,618', '']","['5,589', '']","['20,413', '']","['70,474', '']","['3,308', '']","['38,189', '']","['120', '']","['6,525', '']"
3138,r095,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,94,"['142,293', '']","['11,570', '']","['2,312', '']","['108,040', '']","['416', '']","['5,709', '']","['58', '']","['14,188', '']"
3138,r096,All institutions -> U. Delaware,All institutions,U. Delaware,2,95,"['133,020', '']","['18,681', '']","['12,097', '']","['37,168', '']","['3,697', '']","['29,868', '']","['5,352', '']","['26,157', '']"
3138,r097,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,96,"['132,647', '']","['8,108', '']","['0', '']","['118,544', '']","['158', '']","['644', '']","['1,917', '']","['3,276', '']"
3138,r098,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,97,"['126,762', '']","['32,931', '']","['3,584', '']","['41,700', '']","['844', '']","['37,270', '']","['62', '']","['10,371', '']"
3138,r099,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,98,"['123,434', '']","['13,516', '']","['61,485', '']","['7,307', '']","['5,395', '']","['26,275', '']","['2,031', '']","['7,425', '']"
3138,r100,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,99,"['123,252', '']","['13,195', '']","['4,554', '']","['58,464', '']","['481', '']","['20,270', '']","['15,495', '']","['10,793', '']"
3138,r101,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,100,"['119,036', '']","['6,661', '']","['0', '']","['109,049', '']","['286', '']","['318', '']","['0', '']","['2,722', '']"
3138,r102,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,101,"['118,517', '']","['34,067', '']","['13,094', '']","['16,583', '']","['6,128', '']","['41,311', '']","['463', '']","['6,871', '']"
3138,r103,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,102,"['118,043', '']","['8,296', '']","['2,859', '']","['93,144', '']","['216', '']","['8,995', '']","['394', '']","['4,139', '']"
3138,r104,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,103,"['117,359', '']","['17,180', '']","['6,097', '']","['33,895', '']","['2,694', '']","['38,320', '']","['7,999', '']","['11,174', '']"
3138,r105,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,104,"['109,954', '']","['7,654', '']","['8,023', '']","['24,842', '']","['1,013', '']","['31,035', '']","['21,174', '']","['16,213', '']"
3138,r106,All institutions -> U. Texas Medical Branch,All institutions,U. Texas Medical Branch,2,105,"['107,806', '']","['4,424', '']","['46', '']","['101,079', '']","['1,323', '']","['363', '']","['157', '']","['414', '']"
3138,r107,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,106,"['106,411', '']","['24,399', '']","['14,122', '']","['27,117', '']","['830', '']","['28,416', '']","['228', '']","['11,299', '']"
3138,r108,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,107,"['104,738', '']","['22,249', '']","['5,157', '']","['14,938', '']","['1,272', '']","['7,509', '']","['31,137', '']","['22,476', '']"
3138,r109,All institutions -> Tulane U.,All institutions,Tulane U.,2,108,"['104,219', '']","['3,849', '']","['908', '']","['87,609', '']","['2,093', '']","['3,396', '']","['6', '']","['6,358', '']"
3138,r110,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,109,"['102,992', '']","['3,607', '']","['7,010', '']","['52,076', '']","['3,487', '']","['16,053', '']","['582', '']","['20,177', '']"
3138,r111,"All institutions -> U. Nebraska, Medical Center",All institutions,"U. Nebraska, Medical Center",2,110,"['102,604', '']","['4,365', '']","['60', '']","['95,693', '']","['212', '']","['1,271', '']","['179', '']","['824', '']"
3138,r112,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,111,"['99,310', '']","['35,072', '']","['6,794', '']","['15,037', '']","['7,772', '']","['21,024', '']","['1,795', '']","['11,816', '']"
3138,r113,All institutions -> Florida International U.,All institutions,Florida International U.,2,112,"['96,912', '']","['7,295', '']","['7,422', '']","['33,326', '']","['764', '']","['23,890', '']","['1,332', '']","['22,883', '']"
3138,r114,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,113,"['96,502', '']","['7,751', '']","['0', '']","['84,060', '']","['0', '']","['85', '']","['0', '']","['4,606', '']"
3138,r115,All institutions -> George Mason U.,All institutions,George Mason U.,2,114,"['96,307', '']","['53,390', '']","['611', '']","['8,138', '']","['6,957', '']","['12,713', '']","['256', '']","['14,242', '']"
3138,r116,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,115,"['94,050', '']","['9,956', '']","['1,266', '']","['62,767', '']","['1,917', '']","['6,547', '']","['0', '']","['11,597', '']"
3138,r117,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,116,"['92,964', '']","['8,011', '']","['5,118', '']","['5,605', '']","['18,059', '']","['32,807', '']","['1,906', '']","['21,458', '']"
3138,r118,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,117,"['92,709', '']","['3,128', '']","['502', '']","['73,370', '']","['654', '']","['8,145', '']","['441', '']","['6,469', '']"
3138,r119,All institutions -> U. Vermont,All institutions,U. Vermont,2,118,"['90,405', '']","['1,753', '']","['1,263', '']","['66,169', '']","['1,165', '']","['10,286', '']","['7,413', '']","['2,356', '']"
3138,r120,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,119,"['90,241', '']","['3,195', '']","['3,255', '']","['18,096', '']","['19,213', '']","['18,567', '']","['6,461', '']","['21,454', '']"
3138,r121,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,120,"['89,846', '']","['18,121', '']","['441', '']","['23,247', '']","['2,903', '']","['11,136', '']","['52', '']","['33,946', '']"
3138,r122,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,121,"['88,955', '']","['22,807', '']","['4,773', '']","['23,631', '']","['5,146', '']","['12,131', '']","['9,373', '']","['11,094', '']"
3138,r123,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,122,"['88,721', '']","['7,961', '']","['6,947', '']","['33,109', '']","['3,548', '']","['16,222', '']","['9,587', '']","['11,347', '']"
3138,r124,All institutions -> U. Louisville,All institutions,U. Louisville,2,123,"['87,563', '']","['3,200', '']","['112', '']","['72,903', '']","['1,024', '']","['7,089', '']","['0', '']","['3,235', '']"
3138,r125,All institutions -> Drexel U.,All institutions,Drexel U.,2,124,"['85,278', '']","['9,200', '']","['2,599', '']","['53,332', '']","['537', '']","['13,706', '']","['368', '']","['5,536', '']"
3138,r126,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,125,"['85,211', '']","['47,429', '']","['462', '']","['696', '']","['23,676', '']","['8,654', '']","['246', '']","['4,048', '']"
3138,r127,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,126,"['84,566', '']","['2,830', '']","['0', '']","['78,685', '']","['0', '']","['2,493', '']","['366', '']","['192', '']"
