table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_other_agency_r_d_expendituresa,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
12747,r027,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,26,"['35,574', '']","['336', '']","['0', '']","['0', '']","['0', '']","['92', '']","['0', '']","['0', '']","['0', '']","['34,427', '']","['719', '']"
12747,r028,All institutions -> U. Florida,All institutions,U. Florida,2,27,"['35,159', '']","['827', '']","['667', '']","['13,012', '']","['177', '']","['0', '']","['42', '']","['907', '']","['0', '']","['8,168', '']","['11,359', '']"
12747,r029,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,28,"['34,282', '']","['574', '']","['1,288', '']","['7', '']","['0', '']","['0', '']","['464', '']","['0', '']","['0', '']","['29,936', '']","['2,013', '']"
12747,r030,All institutions -> Florida International U.,All institutions,Florida International U.,2,29,"['34,255', '']","['1,198', '']","['8,966', '']","['1,467', '']","['0', '']","['2,591', '']","['4,108', '']","['3,728', '']","['108', '']","['6,379', '']","['5,710', '']"
12747,r031,All institutions -> Florida State U.,All institutions,Florida State U.,2,30,"['33,631', '']","['459', '']","['1,718', '']","['1,193', '']","['0', '']","['75', '']","['14', '']","['1,291', '']","['792', '']","['1,985', '']","['26,104', '']"
12747,r032,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,31,"['33,599', '']","['7', '']","['8,308', '']","['13,968', '']","['23', '']","['10', '']","['701', '']","['1,469', '']","['54', '']","['6,793', '']","['2,266', '']"
12747,r033,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,32,"['33,352', '']","['434', '']","['1,926', '']","['13,329', '']","['2', '']","['152', '']","['959', '']","['227', '']","['459', '']","['14,109', '']","['1,755', '']"
12747,r034,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,33,"['32,677', '']","['2,224', '']","['1,048', '']","['1,200', '']","['0', '']","['6', '']","['0', '']","['3,735', '']","['0', '']","['5,634', '']","['18,830', '']"
12747,r035,All institutions -> U. Miami,All institutions,U. Miami,2,34,"['32,501', '']","['0', '']","['25,676', '']","['1,350', '']","['0', '']","['2,592', '']","['1,500', '']","['36', '']","['0', '']","['613', '']","['734', '']"
12747,r036,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,35,"['31,766', '']","['24', '']","['4,162', '']","['7,957', '']","['88', '']","['631', '']","['0', '']","['5,069', '']","['0', '']","['9,779', '']","['4,056', '']"
12747,r037,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,36,"['31,759', '']","['1,933', '']","['3,835', '']","['1,445', '']","['63', '']","['152', '']","['515', '']","['412', '']","['0', '']","['4,842', '']","['18,562', '']"
12747,r038,All institutions -> Washington State U.,All institutions,Washington State U.,2,37,"['31,740', '']","['153', '']","['962', '']","['8,640', '']","['12', '']","['111', '']","['2', '']","['1,250', '']","['35', '']","['5,208', '']","['15,367', '']"
12747,r039,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,38,"['30,989', '']","['148', '']","['69', '']","['4,485', '']","['239', '']","['92', '']","['271', '']","['576', '']","['0', '']","['3,420', '']","['21,689', '']"
12747,r040,All institutions -> U. Kansas,All institutions,U. Kansas,2,39,"['30,382', '']","['433', '']","['1,307', '']","['523', '']","['0', '']","['0', '']","['814', '']","['181', '']","['59', '']","['2,938', '']","['24,127', '']"
12747,r041,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,40,"['30,024', '']","['0', '']","['4,223', '']","['6,719', '']","['1,189', '']","['43', '']","['1,576', '']","['1,284', '']","['0', '']","['11,542', '']","['3,448', '']"
12747,r042,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,41,"['29,655', '']","['2', '']","['61', '']","['8,393', '']","['26', '']","['5,449', '']","['11', '']","['3,655', '']","['460', '']","['3,791', '']","['7,807', '']"
12747,r043,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,42,"['29,059', '']","['0', '']","['18,123', '']","['6,046', '']","['0', '']","['5', '']","['0', '']","['752', '']","['1,190', '']","['2,424', '']","['519', '']"
12747,r044,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,43,"['28,684', '']","['0', 'i']","['24,483', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,201', '']","['0', '']"
12747,r045,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,44,"['27,662', '']","['3,125', '']","['12,037', '']","['1,419', '']","['0', '']","['0', '']","['140', '']","['785', '']","['0', '']","['6,626', '']","['3,530', '']"
12747,r046,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,45,"['27,015', '']","['0', '']","['665', '']","['4,143', '']","['5,032', '']","['112', '']","['571', '']","['304', '']","['0', '']","['15,277', '']","['911', '']"
12747,r047,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,46,"['26,477', '']","['318', '']","['4,178', '']","['5,303', '']","['0', '']","['0', '']","['5,757', '']","['548', '']","['0', '']","['9,177', '']","['1,196', '']"
12747,r048,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,47,"['26,218', '']","['1,641', '']","['529', '']","['764', '']","['229', '']","['314', '']","['99', '']","['549', '']","['0', '']","['4,360', '']","['17,733', '']"
12747,r049,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,48,"['24,949', '']","['26', '']","['16,815', '']","['2,194', '']","['0', '']","['588', '']","['0', '']","['517', '']","['0', '']","['4,546', '']","['263', '']"
12747,r050,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,49,"['24,507', '']","['0', '']","['15,129', '']","['3,122', '']","['0', '']","['61', '']","['16', '']","['1,887', '']","['0', '']","['3,467', '']","['825', '']"
12747,r051,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,50,"['24,342', '']","['158', '']","['7', '']","['6,445', '']","['51', '']","['223', '']","['975', '']","['156', '']","['0', '']","['665', '']","['15,662', '']"
12747,r052,All institutions -> U. Arizona,All institutions,U. Arizona,2,51,"['24,245', '']","['533', '']","['6,820', '']","['9,067', '']","['362', '']","['1,402', '']","['19', '']","['2,830', '']","['405', '']","['1,042', '']","['1,765', '']"
12747,r053,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,52,"['23,718', '']","['131', '']","['14,274', '']","['4,938', '']","['0', '']","['0', '']","['0', '']","['313', '']","['1,363', '']","['2,593', '']","['106', '']"
12747,r054,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,53,"['23,266', '']","['0', '']","['3,540', '']","['6,093', '']","['0', '']","['0', '']","['82', '']","['124', '']","['0', '']","['1,480', '']","['11,947', '']"
12747,r055,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,54,"['22,662', '']","['1,149', '']","['807', '']","['8,447', '']","['17', '']","['0', '']","['0', '']","['318', '']","['212', '']","['11,449', '']","['263', '']"
12747,r056,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,55,"['22,106', '']","['1,623', '']","['0', '']","['4,585', '']","['0', '']","['168', '']","['0', '']","['3,091', '']","['0', '']","['2,115', '']","['10,524', '']"
12747,r057,All institutions -> U. Southern California,All institutions,U. Southern California,2,56,"['21,824', '']","['1,694', '']","['4,576', '']","['1,069', '']","['0', '']","['33', '']","['2,401', '']","['5,639', '']","['0', '']","['1,904', '']","['4,508', '']"
12747,r058,All institutions -> U. Georgia,All institutions,U. Georgia,2,57,"['21,726', '']","['40', '']","['2,800', '']","['8,640', '']","['0', '']","['0', '']","['2,837', '']","['809', '']","['98', '']","['1,337', '']","['5,165', '']"
12747,r059,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,58,"['21,118', '']","['0', '']","['0', '']","['1', '']","['0', '']","['2', '']","['228', '']","['24', '']","['0', '']","['20,234', '']","['629', '']"
12747,r060,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,59,"['21,088', '']","['356', '']","['2,657', '']","['1,180', '']","['0', '']","['692', '']","['0', '']","['5,896', '']","['253', '']","['8,900', '']","['1,154', '']"
12747,r061,All institutions -> George Mason U.,All institutions,George Mason U.,2,60,"['20,281', '']","['3,947', '']","['3,825', '']","['1,513', '']","['38', '']","['29', '']","['437', '']","['4,122', '']","['0', '']","['4,186', '']","['2,184', '']"
12747,r062,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,61,"['20,255', '']","['101', '']","['1,593', '']","['7,102', '']","['0', '']","['76', '']","['152', '']","['2,522', '']","['63', '']","['1,775', '']","['6,871', '']"
12747,r063,All institutions -> Texas State U.,All institutions,Texas State U.,2,62,"['19,765', '']","['0', '']","['1,383', '']","['1,421', '']","['0', '']","['0', '']","['0', '']","['297', '']","['0', '']","['1,299', '']","['15,365', '']"
12747,r064,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,63,"['19,058', '']","['33', '']","['40', '']","['8,292', '']","['0', '']","['0', '']","['593', '']","['4,024', '']","['180', '']","['544', '']","['5,352', '']"
12747,r065,All institutions -> Cornell U.,All institutions,Cornell U.,2,64,"['18,976', '']","['29', '']","['212', '']","['14,771', '']","['0', '']","['6', '']","['283', '']","['1,162', '']","['0', '']","['1,676', '']","['837', '']"
12747,r066,All institutions -> New York U.,All institutions,New York U.,2,65,"['18,257', '']","['456', '']","['130', '']","['2,507', '']","['812', '']","['0', '']","['377', '']","['5,643', '']","['0', '']","['3,436', '']","['4,896', '']"
12747,r067,"All institutions -> U. Nebraska, Lincoln and Medical Center<sup>d</sup>",All institutions,"U. Nebraska, Lincoln and Medical Center<sup>d</sup>",2,66,"['18,028', '']","['0', '']","['80', '']","['5,817', '']","['142', '']","['0', '']","['3,478', '']","['518', '']","['0', '']","['7,141', '']","['852', '']"
12747,r068,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,67,"['17,566', '']","['32', '']","['393', '']","['5,142', '']","['56', '']","['53', '']","['4,125', '']","['461', '']","['0', '']","['3,436', '']","['3,868', '']"
12747,r069,All institutions -> Tufts U.,All institutions,Tufts U.,2,68,"['17,293', '']","['0', '']","['1,431', '']","['13,552', '']","['0', '']","['0', '']","['0', '']","['1,180', '']","['0', '']","['964', '']","['166', '']"
12747,r070,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,69,"['17,232', '']","['1,610', '']","['0', '']","['462', '']","['0', '']","['121', '']","['1,021', '']","['930', '']","['388', '']","['1,348', '']","['11,352', '']"
12747,r071,All institutions -> Harvard U.,All institutions,Harvard U.,2,70,"['16,718', '']","['218', '']","['592', '']","['3,740', '']","['979', '']","['26', '']","['0', '']","['5,779', '']","['0', '']","['519', '']","['4,865', '']"
12747,r072,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,71,"['16,690', '']","['684', '']","['6,743', '']","['1,435', '']","['266', '']","['735', '']","['21', '']","['952', '']","['25', '']","['5,202', '']","['627', '']"
12747,r073,All institutions -> William & Mary,All institutions,William & Mary,2,72,"['16,466', '']","['233', '']","['12,367', '']","['301', '']","['0', '']","['21', '']","['4', '']","['1,478', '']","['0', '']","['0', '']","['2,062', '']"
12747,r074,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,73,"['16,326', '']","['102', '']","['2,346', '']","['5,049', '']","['30', '']","['439', '']","['170', '']","['255', '']","['0', '']","['7,008', '']","['927', '']"
12747,r075,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,74,"['15,847', '']","['7,363', '']","['767', '']","['390', '']","['0', '']","['295', '']","['611', '']","['4,022', '']","['142', '']","['1,300', '']","['957', '']"
12747,r076,All institutions -> U. Iowa,All institutions,U. Iowa,2,75,"['15,837', '']","['0', '']","['166', '']","['5,616', '']","['0', '']","['63', '']","['202', '']","['11', '']","['0', '']","['8,853', '']","['926', '']"
12747,r077,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,76,"['15,571', '']","['1,081', '']","['709', '']","['2,907', '']","['0', '']","['45', '']","['1', '']","['188', '']","['0', '']","['8,668', '']","['1,972', '']"
12747,r078,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,77,"['15,363', '']","['164', '']","['819', '']","['76', '']","['0', '']","['1,263', '']","['70', '']","['1,312', '']","['0', '']","['8,528', '']","['3,131', '']"
12747,r079,All institutions -> Boston U.,All institutions,Boston U.,2,78,"['14,849', '']","['1,269', '']","['1,289', '']","['6,825', '']","['0', '']","['0', '']","['0', '']","['143', '']","['25', '']","['1,568', '']","['3,730', '']"
12747,r080,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,79,"['14,761', '']","['519', '']","['510', '']","['1,939', '']","['243', '']","['0', '']","['0', '']","['606', '']","['0', '']","['8,429', '']","['2,515', '']"
12747,r081,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,80,"['13,840', '']","['102', '']","['21', '']","['152', '']","['0', '']","['0', '']","['565', '']","['1,772', '']","['0', '']","['0', '']","['11,228', '']"
12747,r082,All institutions -> Princeton U.,All institutions,Princeton U.,2,81,"['13,759', '']","['0', '']","['10,411', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,305', '']","['0', '']","['361', '']","['682', '']"
12747,r083,All institutions -> George Washington U.,All institutions,George Washington U.,2,82,"['13,689', '']","['224', '']","['0', '']","['1,743', '']","['0', '']","['32', '']","['0', '']","['7,553', '']","['2,105', '']","['639', '']","['1,393', '']"
12747,r084,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,83,"['13,396', '']","['479', '']","['195', '']","['1,105', '']","['107', '']","['400', '']","['766', '']","['424', '']","['39', '']","['944', '']","['8,937', '']"
12747,r085,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,84,"['13,233', '']","['2,205', '']","['24', '']","['0', '']","['94', '']","['213', '']","['51', '']","['102', '']","['0', '']","['10,544', '']","['0', '']"
12747,r086,All institutions -> U. Oregon,All institutions,U. Oregon,2,85,"['13,198', '']","['357', '']","['2,688', '']","['70', '']","['0', '']","['0', '']","['2,418', '']","['283', '']","['5', '']","['0', '']","['7,377', '']"
12747,r087,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,86,"['12,968', '']","['3,380', '']","['0', '']","['1,730', '']","['0', '']","['1,152', '']","['55', '']","['874', '']","['492', '']","['2,060', '']","['3,225', '']"
12747,r088,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,87,"['12,689', '']","['261', '']","['979', '']","['5,480', '']","['0', '']","['34', '']","['0', '']","['173', '']","['0', '']","['3,126', '']","['2,636', '']"
12747,r089,All institutions -> Embry-Riddle Aeronautical U.,All institutions,Embry-Riddle Aeronautical U.,2,88,"['12,647', '']","['515', '']","['823', '']","['203', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['10,442', '']","['664', '']"
12747,r090,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,89,"['12,624', '']","['630', '']","['71', '']","['9,349', '']","['19', '']","['0', '']","['0', '']","['0', '']","['1,248', '']","['891', '']","['416', '']"
12747,r091,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,90,"['12,495', '']","['13', '']","['304', '']","['11,493', '']","['0', '']","['285', '']","['0', '']","['282', '']","['0', '']","['0', '']","['118', '']"
12747,r092,All institutions -> U. Maine,All institutions,U. Maine,2,91,"['12,233', '']","['0', '']","['5,426', '']","['1,414', '']","['0', '']","['13', '']","['0', '']","['117', '']","['0', '']","['4,697', '']","['566', '']"
12747,r093,"All institutions -> U. North Carolina, Greensboro",All institutions,"U. North Carolina, Greensboro",2,91,"['12,233', '']","['466', '']","['0', '']","['145', '']","['35', '']","['0', '']","['37', '']","['106', '']","['0', '']","['0', '']","['11,444', '']"
12747,r094,All institutions -> Duke U.,All institutions,Duke U.,2,93,"['11,963', '']","['0', '']","['832', '']","['4,500', '']","['0', '']","['289', '']","['9', '']","['2,822', '']","['0', '']","['2,919', '']","['592', '']"
12747,r095,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,94,"['11,944', '']","['171', '']","['3,055', '']","['4,767', '']","['0', '']","['0', '']","['0', '']","['393', '']","['18', '']","['2,879', '']","['661', '']"
12747,r096,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,95,"['11,919', '']","['142', '']","['40', '']","['42', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['9,699', '']","['1,996', '']"
12747,r097,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,96,"['11,714', '']","['62', '']","['5,199', '']","['5,108', '']","['0', '']","['1', '']","['0', '']","['215', '']","['0', '']","['453', '']","['676', '']"
12747,r098,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,97,"['11,204', '']","['383', '']","['7,250', '']","['1,741', '']","['1', '']","['0', '']","['153', '']","['131', '']","['49', '']","['774', '']","['722', '']"
12747,r099,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,98,"['11,084', '']","['3', '']","['39', '']","['5,058', '']","['0', '']","['10', '']","['84', '']","['1,566', '']","['0', '']","['1,123', '']","['3,201', '']"
12747,r100,All institutions -> Yale U.,All institutions,Yale U.,2,99,"['10,744', '']","['4', '']","['77', '']","['8,057', '']","['0', '']","['209', '']","['281', '']","['952', '']","['0', '']","['516', '']","['648', '']"
12747,r101,"All institutions -> U. Nebraska, Omaha",All institutions,"U. Nebraska, Omaha",2,100,"['10,460', '']","['180', '']","['8', '']","['257', '']","['0', '']","['0', '']","['0', '']","['1,158', '']","['8,317', '']","['515', '']","['25', '']"
12747,r102,All institutions -> U. Chicago,All institutions,U. Chicago,2,101,"['10,376', '']","['452', '']","['0', '']","['3,620', '']","['38', '']","['0', '']","['1,255', '']","['2,631', '']","['0', '']","['1,191', '']","['1,189', '']"
12747,r103,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,102,"['10,144', '']","['18', '']","['2,377', '']","['1,321', '']","['0', '']","['0', '']","['297', '']","['3,049', '']","['0', '']","['1,144', '']","['1,938', '']"
12747,r104,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,103,"['10,122', '']","['0', '']","['17', '']","['2,658', '']","['0', '']","['4,521', '']","['0', '']","['678', '']","['92', '']","['484', '']","['1,672', '']"
12747,r105,All institutions -> U. West Florida,All institutions,U. West Florida,2,104,"['10,111', '']","['650', '']","['0', '']","['277', '']","['0', '']","['521', '']","['0', '']","['87', '']","['0', '']","['0', '']","['8,576', '']"
12747,r106,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,105,"['10,085', '']","['0', '']","['215', '']","['3,584', '']","['0', '']","['17', '']","['36', '']","['667', '']","['679', '']","['3,970', '']","['917', '']"
12747,r107,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,106,"['9,916', '']","['1,030', '']","['1,648', '']","['749', '']","['0', '']","['3,428', '']","['12', '']","['21', '']","['0', '']","['2,938', '']","['90', '']"
12747,r108,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,107,"['9,914', '']","['71', '']","['643', '']","['1,709', '']","['3', '']","['1,106', '']","['0', '']","['444', '']","['35', '']","['3,683', '']","['2,220', '']"
12747,r109,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,108,"['9,761', '']","['19', '']","['1,169', '']","['1,019', '']","['0', '']","['14', '']","['534', '']","['0', '']","['0', '']","['6,398', '']","['608', '']"
12747,r110,All institutions -> Stanford U.,All institutions,Stanford U.,2,109,"['9,606', '']","['254', '']","['381', '']","['1,005', '']","['0', '']","['0', '']","['0', '']","['615', '']","['0', '']","['4,346', '']","['3,005', '']"
12747,r111,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,110,"['9,427', '']","['7', '']","['126', '']","['4,013', '']","['48', '']","['0', '']","['18', '']","['69', '']","['0', '']","['4,829', '']","['317', '']"
