table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_dod_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
3178,r011,All institutions -> U. Maryland<sup>b</sup>,All institutions,U. Maryland<sup>b</sup>,2,10,"['94,079', '']","['11,705', '']","['174', '']","['24,390', '']","['374', '']","['17,641', '']","['1,192', '']","['6,545', '']","['857', '']","['30,681', '']","['520', '']"
3178,r012,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,11,"['93,841', '']","['5,791', '']","['20,984', '']","['29,518', '']","['1,289', '']","['2,042', '']","['331', '']","['378', '']","['0', '']","['32,930', '']","['578', '']"
3178,r013,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,12,"['92,283', '']","['885', '']","['19,768', '']","['64,137', '']","['801', '']","['787', '']","['41', '']","['2,540', '']","['0', '']","['3,275', '']","['49', '']"
3178,r014,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,13,"['83,880', '']","['129', '']","['56', '']","['19,460', '']","['917', '']","['4,540', '']","['244', '']","['3,503', '']","['0', '']","['55,031', '']","['0', '']"
3178,r015,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,14,"['73,262', '']","['54,642', '']","['0', '']","['0', '']","['272', '']","['489', '']","['1,609', '']","['2,299', '']","['473', '']","['13,478', '']","['0', '']"
3178,r016,All institutions -> U. Dayton,All institutions,U. Dayton,2,15,"['72,068', '']","['3,453', '']","['0', '']","['126', '']","['0', '']","['549', '']","['0', '']","['0', '']","['0', '']","['67,737', '']","['203', '']"
3178,r017,All institutions -> Stanford U.,All institutions,Stanford U.,2,16,"['69,469', '']","['8,663', '']","['410', '']","['16,864', '']","['731', '']","['16,948', '']","['793', '']","['664', '']","['0', '']","['24,396', '']","['0', '']"
3178,r018,All institutions -> Duke U.,All institutions,Duke U.,2,17,"['64,374', '']","['885', '']","['2,245', '']","['34,487', '']","['848', '']","['1,078', '']","['0', '']","['136', '']","['0', '']","['24,547', '']","['148', '']"
3178,r019,All institutions -> Harvard U.,All institutions,Harvard U.,2,18,"['57,390', '']","['2,078', '']","['1,971', '']","['17,698', '']","['697', '']","['16,851', '']","['0', '']","['3,414', '']","['0', '']","['14,681', '']","['0', '']"
3178,r020,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,19,"['54,557', '']","['4,034', '']","['0', '']","['7,320', '']","['215', '']","['2,750', '']","['0', '']","['333', '']","['104', '']","['39,800', '']","['1', '']"
3178,r021,All institutions -> George Mason U.,All institutions,George Mason U.,2,20,"['53,390', '']","['21,982', '']","['205', '']","['3,362', '']","['246', '']","['2,169', '']","['739', '']","['770', '']","['0', '']","['23,830', '']","['87', '']"
3178,r022,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,21,"['51,682', '']","['6,837', '']","['3,988', '']","['1,939', '']","['1,688', '']","['7,505', '']","['0', '']","['2,821', '']","['2,019', '']","['19,973', '']","['4,912', '']"
3178,r023,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,22,"['50,405', '']","['2,503', '']","['1,352', '']","['16,770', '']","['5,205', '']","['4,172', '']","['803', '']","['790', '']","['1,017', '']","['16,981', '']","['812', '']"
3178,r024,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,23,"['50,403', '']","['6,501', '']","['110', '']","['5,121', '']","['168', '']","['5,256', '']","['399', '']","['11', '']","['0', '']","['32,505', '']","['332', '']"
3178,r025,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,24,"['49,467', '']","['11,430', '']","['79', '']","['11,903', '']","['164', '']","['3,250', '']","['1,905', '']","['4,895', '']","['0', '']","['14,406', '']","['1,435', '']"
3178,r026,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,25,"['48,604', '']","['13,346', '']","['705', '']","['13,187', '']","['430', '']","['4,374', '']","['305', '']","['1,025', '']","['0', '']","['14,406', '']","['826', '']"
3178,r027,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,26,"['47,429', '']","['23,034', '']","['92', '']","['18', '']","['6', '']","['324', '']","['0', '']","['1,786', '']","['0', '']","['22,073', '']","['96', '']"
3178,r028,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,27,"['47,299', '']","['1,020', '']","['346', '']","['32,607', '']","['348', '']","['6,230', '']","['0', '']","['129', '']","['544', '']","['6,069', '']","['6', '']"
3178,r029,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,28,"['43,448', '']","['0', '']","['0', '']","['12,020', '']","['0', '']","['13,885', '']","['1,083', '']","['101', '']","['1,846', '']","['13,740', '']","['773', '']"
3178,r030,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,29,"['39,550', '']","['1,253', '']","['272', '']","['8,018', '']","['540', '']","['4,502', '']","['837', '']","['202', '']","['132', '']","['23,345', '']","['449', '']"
3178,r031,All institutions -> Cornell U.,All institutions,Cornell U.,2,30,"['39,524', '']","['4,166', '']","['113', '']","['10,896', '']","['3', '']","['8,585', '']","['220', '']","['670', '']","['0', '']","['14,871', '']","['0', '']"
3178,r032,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,31,"['39,470', '']","['3,969', '']","['0', '']","['1,758', '']","['407', '']","['3,132', '']","['0', '']","['294', '']","['148', '']","['28,757', '']","['1,005', '']"
3178,r033,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,32,"['39,172', '']","['3,339', '']","['2,537', '']","['3,596', '']","['193', '']","['10,347', '']","['801', '']","['0', '']","['51', '']","['18,308', '']","['0', '']"
3178,r034,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,33,"['38,213', '']","['13', '']","['0', '']","['3,885', '']","['566', '']","['6,727', '']","['114', '']","['139', '']","['2,026', '']","['24,321', '']","['422', '']"
3178,r035,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,34,"['37,859', '']","['0', '']","['17,239', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['20,620', '']","['0', '']"
3178,r036,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,35,"['36,636', '']","['2,877', '']","['1,476', '']","['9,790', '']","['236', '']","['7,848', '']","['299', '']","['281', '']","['284', '']","['13,162', '']","['383', '']"
3178,r037,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,36,"['35,452', '']","['0', '']","['0', '']","['19,746', '']","['0', '']","['782', '']","['0', '']","['47', '']","['0', '']","['14,877', '']","['0', '']"
3178,r038,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,37,"['35,072', '']","['14,197', '']","['0', '']","['905', '']","['16', '']","['11,480', '']","['1,952', '']","['127', '']","['0', '']","['6,384', '']","['11', '']"
3178,r039,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,38,"['34,800', '']","['5,959', '']","['0', '']","['4,655', '']","['164', '']","['1,720', '']","['763', '']","['592', '']","['1,759', '']","['17,305', '']","['1,883', '']"
3178,r040,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,39,"['34,316', '']","['6,308', '']","['1,220', '']","['2,625', '']","['0', '']","['13,633', '']","['0', '']","['0', '']","['0', '']","['10,208', '']","['322', '']"
3178,r041,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,40,"['34,119', '']","['9,245', '']","['7', '']","['6,562', '']","['0', '']","['1,097', '']","['599', '']","['219', '']","['0', '']","['16,299', '']","['91', '']"
3178,r042,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,41,"['34,067', '']","['3,331', '']","['617', '']","['1,038', '']","['0', '']","['11,380', '']","['131', '']","['0', '']","['0', '']","['17,313', '']","['257', '']"
3178,r043,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,42,"['34,051', '']","['1,855', '']","['343', '']","['3,339', '']","['2,410', '']","['1,319', '']","['0', '']","['170', '']","['8,340', '']","['16,025', '']","['250', '']"
3178,r044,All institutions -> U.S. Air Force Academy,All institutions,U.S. Air Force Academy,2,43,"['33,955', '']","['640', '']","['0', '']","['0', '']","['0', '']","['2,113', '']","['274', '']","['2,439', '']","['0', '']","['28,489', '']","['0', '']"
3178,r045,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,44,"['33,197', '']","['7,609', '']","['11,483', '']","['1,433', '']","['90', '']","['5,695', '']","['0', '']","['0', '']","['0', '']","['6,883', '']","['4', '']"
3178,r046,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,45,"['33,159', '']","['1,083', '']","['0', '']","['11,945', '']","['1,803', '']","['2,213', '']","['31', '']","['0', '']","['0', '']","['14,738', '']","['1,346', '']"
3178,r047,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,46,"['32,931', '']","['5,325', '']","['0', '']","['458', '']","['0', '']","['945', '']","['497', '']","['1,270', '']","['0', '']","['23,870', '']","['566', '']"
3178,r048,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,47,"['32,837', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['32,837', '']","['0', '']"
3178,r049,All institutions -> U. Arizona,All institutions,U. Arizona,2,48,"['31,083', '']","['3,561', '']","['196', '']","['9,386', '']","['131', '']","['2,247', '']","['240', '']","['718', '']","['91', '']","['14,204', '']","['309', '']"
3178,r050,All institutions -> Wright State U.,All institutions,Wright State U.,2,49,"['30,799', '']","['708', '']","['0', '']","['2,146', '']","['0', '']","['624', '']","['1,998', '']","['0', '']","['0', '']","['25,322', '']","['1', '']"
3178,r051,All institutions -> U. Florida,All institutions,U. Florida,2,50,"['30,329', '']","['1,452', '']","['0', '']","['11,776', '']","['429', '']","['664', '']","['134', '']","['1,028', '']","['0', '']","['14,740', '']","['106', '']"
3178,r052,All institutions -> U. Utah,All institutions,U. Utah,2,51,"['29,860', '']","['5,610', '']","['279', '']","['6,283', '']","['232', '']","['5,364', '']","['2,780', '']","['312', '']","['0', '']","['8,175', '']","['825', '']"
3178,r053,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,52,"['29,636', '']","['0', '']","['0', '']","['28,123', '']","['0', '']","['1,513', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3178,r054,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,53,"['29,147', '']","['0', '']","['0', '']","['12,558', '']","['0', '']","['841', '']","['156', '']","['0', '']","['0', '']","['15,592', '']","['0', '']"
3178,r055,All institutions -> Princeton U.,All institutions,Princeton U.,2,54,"['29,077', '']","['2,765', '']","['294', '']","['3,016', '']","['883', '']","['5,085', '']","['329', '']","['378', '']","['0', '']","['16,218', '']","['109', '']"
3178,r056,All institutions -> Yale U.,All institutions,Yale U.,2,55,"['28,512', '']","['1,642', '']","['4', '']","['10,198', '']","['149', '']","['10,086', '']","['87', '']","['20', '']","['0', '']","['6,326', '']","['0', '']"
3178,r057,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,56,"['27,953', '']","['2,987', '']","['444', '']","['10,049', '']","['422', '']","['831', '']","['179', '']","['562', '']","['144', '']","['11,834', '']","['501', '']"
3178,r058,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,57,"['27,532', '']","['51', '']","['42', '']","['3,602', '']","['6', '']","['948', '']","['0', '']","['0', '']","['0', '']","['22,883', '']","['0', '']"
3178,r059,All institutions -> Mercer U.,All institutions,Mercer U.,2,58,"['25,307', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['25,307', '']","['0', '']"
3178,r060,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,59,"['24,399', '']","['1,299', '']","['0', '']","['651', '']","['488', '']","['349', '']","['183', '']","['0', '']","['801', '']","['20,628', '']","['0', '']"
3178,r061,All institutions -> New York U.,All institutions,New York U.,2,60,"['23,849', '']","['2,205', '']","['0', '']","['13,217', '']","['1,374', '']","['2,490', '']","['1,638', '']","['0', '']","['0', '']","['2,925', '']","['0', '']"
3178,r062,All institutions -> U. Chicago,All institutions,U. Chicago,2,61,"['23,339', '']","['1,414', '']","['0', '']","['4,023', '']","['837', '']","['9,262', '']","['726', '']","['1,724', '']","['0', '']","['5,353', '']","['0', '']"
3178,r063,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,62,"['22,807', '']","['437', '']","['0', '']","['1,499', '']","['213', '']","['953', '']","['0', '']","['0', '']","['0', '']","['13,766', '']","['5,939', '']"
3178,r064,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,63,"['22,249', '']","['2,056', '']","['0', '']","['207', '']","['0', '']","['1,550', '']","['201', '']","['420', '']","['0', '']","['17,815', '']","['0', '']"
3178,r065,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,64,"['21,182', '']","['0', '']","['0', '']","['21,013', '']","['0', '']","['169', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3178,r066,All institutions -> Air Force Institute of Technology,All institutions,Air Force Institute of Technology,2,65,"['20,782', '']","['1,707', '']","['876', '']","['0', '']","['691', '']","['4,055', '']","['0', '']","['0', '']","['0', '']","['13,453', '']","['0', '']"
3178,r067,All institutions -> Florida State U.,All institutions,Florida State U.,2,66,"['20,105', '']","['626', '']","['1,136', '']","['282', '']","['125', '']","['892', '']","['3,077', '']","['0', '']","['0', '']","['13,967', '']","['0', '']"
3178,r068,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,67,"['19,604', '']","['428', '']","['13', '']","['3,485', '']","['0', '']","['1,982', '']","['464', '']","['320', '']","['315', '']","['12,223', '']","['374', '']"
3178,r069,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,68,"['19,487', '']","['0', '']","['89', '']","['2,962', '']","['0', '']","['10,357', '']","['0', '']","['0', '']","['0', '']","['6,079', '']","['0', '']"
3178,r070,All institutions -> Brown U.,All institutions,Brown U.,2,69,"['19,359', '']","['4,540', '']","['109', '']","['3,036', '']","['1,960', '']","['1,821', '']","['17', '']","['189', '']","['39', '']","['7,648', '']","['0', '']"
3178,r071,All institutions -> U. Delaware,All institutions,U. Delaware,2,70,"['18,681', '']","['250', '']","['1,382', '']","['2,076', '']","['886', '']","['3,421', '']","['0', '']","['17', '']","['0', '']","['10,649', '']","['0', '']"
3178,r072,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,71,"['18,306', '']","['1,659', '']","['66', '']","['7,539', '']","['140', '']","['1,371', '']","['0', '']","['439', '']","['0', '']","['6,941', '']","['151', '']"
3178,r073,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,72,"['18,121', '']","['1,694', '']","['0', '']","['168', '']","['395', '']","['1,105', '']","['0', '']","['0', '']","['2', '']","['14,307', '']","['450', '']"
3178,r074,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,73,"['17,400', '']","['2,858', '']","['0', '']","['8,843', '']","['183', '']","['1,161', '']","['70', '']","['0', '']","['0', '']","['4,278', '']","['7', '']"
3178,r075,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,74,"['17,280', '']","['1,411', '']","['2,277', '']","['0', '']","['0', '']","['1,647', '']","['0', '']","['0', '']","['0', '']","['11,556', '']","['389', '']"
3178,r076,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,75,"['17,180', '']","['5,320', '']","['0', '']","['979', '']","['766', '']","['2,212', '']","['44', '']","['0', '']","['0', '']","['7,859', '']","['0', '']"
3178,r077,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,76,"['17,167', '']","['2,651', '']","['4,834', '']","['2,967', '']","['391', '']","['383', '']","['18', '']","['0', '']","['39', '']","['5,174', '']","['710', '']"
3178,r078,All institutions -> Boston U.,All institutions,Boston U.,2,77,"['16,585', '']","['365', '']","['195', '']","['6,187', '']","['413', '']","['1,216', '']","['207', '']","['0', '']","['0', '']","['7,426', '']","['576', '']"
3178,r079,"All institutions -> U. Nebraska, central administration",All institutions,"U. Nebraska, central administration",2,78,"['16,454', '']","['3,634', '']","['0', '']","['9,908', '']","['0', '']","['2', '']","['0', '']","['60', '']","['0', '']","['1,687', '']","['1,163', '']"
3178,r080,All institutions -> Rice U.,All institutions,Rice U.,2,79,"['16,311', '']","['4,383', '']","['16', '']","['681', '']","['215', '']","['2,765', '']","['22', '']","['0', '']","['0', '']","['8,229', '']","['0', '']"
3178,r081,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,80,"['15,828', '']","['191', '']","['3,569', '']","['13', '']","['60', '']","['5,502', '']","['0', '']","['4,291', '']","['0', '']","['2,161', '']","['41', '']"
3178,r082,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,81,"['15,508', '']","['0', '']","['201', '']","['4,320', '']","['1,113', '']","['2,631', '']","['0', '']","['64', '']","['0', '']","['7,179', '']","['0', '']"
3178,r083,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,82,"['15,415', '']","['0', '']","['0', '']","['14,589', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['826', '']","['0', '']"
3178,r084,All institutions -> U. Iowa,All institutions,U. Iowa,2,83,"['15,346', '']","['1,053', '']","['0', '']","['5,113', '']","['60', '']","['2,902', '']","['0', '']","['589', '']","['0', '']","['5,585', '']","['44', '']"
3178,r085,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,84,"['15,170', '']","['1,547', '']","['139', '']","['12,243', '']","['0', '']","['571', '']","['373', '']","['71', '']","['137', '']","['59', '']","['30', '']"
3178,r086,All institutions -> Temple U.,All institutions,Temple U.,2,85,"['15,132', '']","['174', '']","['0', '']","['6,426', '']","['0', '']","['4,038', '']","['0', '']","['0', '']","['0', '']","['1,318', '']","['3,176', '']"
3178,r087,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,86,"['15,037', '']","['0', '']","['0', '']","['7,253', '']","['18', '']","['1,999', '']","['0', '']","['51', '']","['16', '']","['5,700', '']","['0', '']"
3178,r088,All institutions -> U. Miami,All institutions,U. Miami,2,87,"['14,765', '']","['0', '']","['5,279', '']","['7,994', '']","['0', '']","['275', '']","['366', '']","['0', '']","['0', '']","['851', '']","['0', '']"
3178,r089,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,88,"['14,733', '']","['1,044', '']","['0', '']","['11,232', '']","['0', '']","['603', '']","['313', '']","['0', '']","['0', '']","['1,526', '']","['15', '']"
3178,r090,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,89,"['14,519', '']","['2,998', '']","['0', '']","['2,731', '']","['362', '']","['552', '']","['467', '']","['76', '']","['16', '']","['6,903', '']","['414', '']"
3178,r091,All institutions -> U. Colorado Denver and Anschutz Medical Campus,All institutions,U. Colorado Denver and Anschutz Medical Campus,2,90,"['14,505', '']","['0', '']","['0', '']","['13,110', '']","['7', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,059', '']","['329', '']"
3178,r092,All institutions -> Emory U.,All institutions,Emory U.,2,91,"['14,064', '']","['0', '']","['228', '']","['10,499', '']","['171', '']","['2,642', '']","['208', '']","['0', '']","['0', '']","['265', '']","['51', '']"
3178,r093,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,92,"['13,693', '']","['0', '']","['0', '']","['13,693', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3178,r094,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,93,"['13,688', '']","['2,680', '']","['0', '']","['1,948', '']","['0', '']","['2,466', '']","['0', '']","['76', '']","['0', '']","['6,518', '']","['0', '']"
3178,r095,All institutions -> Tufts U.,All institutions,Tufts U.,2,94,"['13,592', '']","['2,800', '']","['0', '']","['4,219', '']","['98', '']","['0', '']","['104', '']","['0', '']","['139', '']","['6,232', '']","['0', '']"
3178,r096,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,95,"['13,516', '']","['361', '']","['97', '']","['293', '']","['279', '']","['481', '']","['0', '']","['169', '']","['534', '']","['11,113', '']","['189', '']"
3178,r097,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,96,"['13,444', '']","['1,976', '']","['480', '']","['7,680', '']","['521', '']","['1,850', '']","['0', '']","['392', '']","['0', '']","['413', '']","['132', '']"
3178,r098,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,97,"['13,195', '']","['2,223', '']","['195', '']","['2,640', '']","['49', '']","['2,674', '']","['748', '']","['0', '']","['0', '']","['4,666', '']","['0', '']"
3178,r099,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,98,"['13,147', '']","['1,017', '']","['514', '']","['82', '']","['0', '']","['5,306', '']","['0', '']","['205', '']","['0', '']","['6,023', '']","['0', '']"
3178,r100,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,99,"['11,889', '']","['0', '']","['0', '']","['11,889', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3178,r101,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,100,"['11,860', '']","['113', '']","['1,043', '']","['0', '']","['0', '']","['253', '']","['0', '']","['0', '']","['0', '']","['10,303', '']","['148', '']"
3178,r102,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,101,"['11,859', '']","['489', '']","['0', '']","['3,058', '']","['0', '']","['2,138', '']","['144', '']","['0', '']","['139', '']","['5,859', '']","['32', '']"
3178,r103,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,102,"['11,570', '']","['14', '']","['45', '']","['8,961', '']","['20', '']","['295', '']","['0', '']","['0', '']","['0', '']","['2,188', '']","['47', '']"
3178,r104,All institutions -> U.S. Naval Academy,All institutions,U.S. Naval Academy,2,103,"['11,083', '']","['868', '']","['844', '']","['0', '']","['478', '']","['1,740', '']","['0', '']","['0', '']","['0', '']","['7,013', '']","['140', '']"
3178,r105,All institutions -> U. Rochester,All institutions,U. Rochester,2,104,"['10,738', '']","['843', '']","['0', '']","['3,993', '']","['0', '']","['4,713', '']","['18', '']","['5', '']","['0', '']","['1,166', '']","['0', '']"
3178,r106,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,105,"['10,592', '']","['738', '']","['0', '']","['1,635', '']","['0', '']","['391', '']","['107', '']","['5', '']","['22', '']","['7,616', '']","['78', '']"
3178,r107,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,106,"['10,573', '']","['233', '']","['361', '']","['2,029', '']","['73', '']","['765', '']","['0', '']","['0', '']","['0', '']","['7,112', '']","['0', '']"
3178,r108,"All institutions -> U. Hawaii, system office",All institutions,"U. Hawaii, system office",2,107,"['10,477', '']","['0', '']","['10,477', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3178,r109,All institutions -> U.S. Military Academy,All institutions,U.S. Military Academy,2,108,"['10,412', '']","['1,571', '']","['111', '']","['578', '']","['116', '']","['35', '']","['28', '']","['78', '']","['0', '']","['3,799', '']","['4,096', '']"
3178,r110,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,109,"['10,182', '']","['1,979', '']","['0', '']","['0', '']","['371', '']","['353', '']","['2,277', '']","['0', '']","['0', '']","['4,601', '']","['601', '']"
3178,r111,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,110,"['10,128', '']","['440', '']","['3', '']","['359', '']","['1', '']","['1,288', '']","['0', '']","['0', '']","['0', '']","['8,022', '']","['15', '']"
3178,r112,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,111,"['9,956', '']","['416', '']","['0', '']","['9,164', '']","['0', '']","['193', '']","['0', '']","['183', '']","['0', '']","['0', '']","['0', '']"
