table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_usda_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
10157,r032,All institutions -> Tufts U.,All institutions,Tufts U.,2,31,"['16,090', '']","['0', '']","['136', '']","['15,242', '']","['0', '']","['0', '']","['0', '']","['307', '']","['0', '']","['405', '']","['0', '']"
10157,r033,All institutions -> U. Maine,All institutions,U. Maine,2,32,"['15,852', '']","['26', '']","['369', '']","['14,089', '']","['0', '']","['0', '']","['0', '']","['12', '']","['0', '']","['328', '']","['1,028', '']"
10157,r034,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,33,"['15,671', '']","['0', '']","['0', '']","['15,671', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10157,r035,All institutions -> U. Arizona,All institutions,U. Arizona,2,34,"['15,395', '']","['59', '']","['305', '']","['13,013', '']","['54', '']","['0', '']","['0', '']","['110', '']","['0', '']","['1,790', '']","['64', '']"
10157,r036,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,35,"['14,355', '']","['0', '']","['330', '']","['12,861', '']","['0', '']","['0', '']","['0', '']","['111', '']","['0', '']","['843', '']","['210', '']"
10157,r037,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,36,"['14,183', '']","['0', '']","['0', '']","['12,506', '']","['0', '']","['105', '']","['0', '']","['404', '']","['0', '']","['1,168', '']","['0', '']"
10157,r038,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,37,"['14,045', '']","['21', '']","['0', '']","['11,147', '']","['0', '']","['9', '']","['0', '']","['852', '']","['0', '']","['1,308', '']","['708', '']"
10157,r039,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,38,"['11,972', '']","['43', '']","['0', '']","['8,827', '']","['0', '']","['22', '']","['47', '']","['1,190', '']","['0', '']","['868', '']","['975', '']"
10157,r040,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,39,"['11,265', '']","['0', '']","['0', '']","['10,027', '']","['0', '']","['0', '']","['0', '']","['22', '']","['748', '']","['463', '']","['5', '']"
10157,r041,All institutions -> Utah State U.,All institutions,Utah State U.,2,40,"['10,736', '']","['4', '']","['0', '']","['9,733', '']","['0', '']","['155', '']","['0', '']","['413', '']","['0', '']","['203', '']","['228', '']"
10157,r042,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,41,"['10,699', '']","['0', '']","['327', '']","['9,997', '']","['0', '']","['0', '']","['0', '']","['158', '']","['0', '']","['131', '']","['86', '']"
10157,r043,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,42,"['10,093', '']","['0', '']","['38', '']","['9,403', '']","['0', '']","['0', '']","['0', '']","['56', '']","['317', '']","['188', '']","['91', '']"
10157,r044,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,43,"['9,730', '']","['0', '']","['1,346', '']","['6,968', '']","['0', '']","['332', '']","['0', '']","['80', '']","['529', '']","['391', '']","['84', '']"
10157,r045,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,44,"['9,476', '']","['0', '']","['65', '']","['9,210', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['201', '']","['0', '']"
10157,r046,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,45,"['9,268', '']","['0', '']","['77', '']","['7,973', '']","['0', '']","['29', '']","['93', '']","['334', '']","['0', '']","['762', '']","['0', '']"
10157,r047,All institutions -> Clemson U.,All institutions,Clemson U.,2,46,"['9,177', '']","['795', '']","['0', '']","['4,414', '']","['0', '']","['0', '']","['0', '']","['545', '']","['0', '']","['257', '']","['3,166', '']"
10157,r048,All institutions -> Alcorn State U.,All institutions,Alcorn State U.,2,47,"['8,824', 'i']","['0', 'i']","['0', 'i']","['4,470', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['4,354', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
10157,r049,"All institutions -> Lincoln U., Jefferson City",All institutions,"Lincoln U., Jefferson City",2,48,"['8,723', '']","['0', '']","['0', '']","['8,655', '']","['0', '']","['0', '']","['0', '']","['47', '']","['21', '']","['0', '']","['0', '']"
10157,r050,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,49,"['8,702', '']","['0', '']","['0', '']","['6,727', '']","['0', '']","['0', '']","['40', '']","['1,713', '']","['0', '']","['222', '']","['0', '']"
10157,r051,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,50,"['8,113', '']","['0', '']","['468', '']","['7,613', '']","['0', '']","['0', '']","['0', '']","['27', '']","['0', '']","['0', '']","['5', '']"
10157,r052,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,51,"['7,702', '']","['0', '']","['490', '']","['6,811', '']","['0', '']","['0', '']","['0', '']","['6', '']","['0', '']","['23', '']","['372', '']"
10157,r053,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,52,"['7,395', '']","['0', '']","['275', '']","['6,398', '']","['6', '']","['33', '']","['0', '']","['453', '']","['0', '']","['230', '']","['0', '']"
10157,r054,All institutions -> Tennessee State U.,All institutions,Tennessee State U.,2,53,"['7,328', '']","['0', '']","['0', '']","['7,328', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10157,r055,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,54,"['7,212', '']","['0', '']","['2,917', '']","['3,275', '']","['0', '']","['0', '']","['0', '']","['847', '']","['173', '']","['0', '']","['0', '']"
10157,r056,All institutions -> North Carolina A&T State U.,All institutions,North Carolina A&T State U.,2,55,"['7,131', '']","['0', '']","['0', '']","['7,119', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['12', '']"
10157,r057,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,56,"['6,701', '']","['0', '']","['13', '']","['6,673', '']","['0', '']","['0', '']","['0', '']","['15', '']","['0', '']","['0', '']","['0', '']"
10157,r058,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,57,"['6,167', '']","['49', '']","['0', '']","['4,791', '']","['0', '']","['175', '']","['0', '']","['1,049', '']","['0', '']","['99', '']","['4', '']"
10157,r059,All institutions -> Fort Valley State U.,All institutions,Fort Valley State U.,2,58,"['6,131', '']","['0', '']","['0', '']","['6,131', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10157,r060,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,59,"['5,717', '']","['0', '']","['81', '']","['3,249', '']","['0', '']","['694', '']","['0', '']","['0', '']","['0', '']","['794', '']","['899', '']"
10157,r061,All institutions -> Prairie View A&M U.,All institutions,Prairie View A&M U.,2,60,"['5,610', '']","['0', '']","['0', '']","['5,107', '']","['0', '']","['40', '']","['0', '']","['120', '']","['0', '']","['272', '']","['71', '']"
10157,r062,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,61,"['5,310', '']","['227', '']","['75', '']","['4,086', '']","['0', '']","['0', '']","['0', '']","['841', '']","['0', '']","['0', '']","['81', '']"
10157,r063,All institutions -> U. Delaware,All institutions,U. Delaware,2,62,"['5,134', '']","['0', '']","['63', '']","['4,264', '']","['0', '']","['0', '']","['0', '']","['638', '']","['83', '']","['86', '']","['0', '']"
10157,r064,All institutions -> Kentucky State U.,All institutions,Kentucky State U.,2,63,"['4,615', '']","['0', '']","['0', '']","['4,615', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10157,r065,All institutions -> Tarleton State U.,All institutions,Tarleton State U.,2,64,"['4,523', '']","['0', '']","['219', '']","['4,304', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10157,r066,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,65,"['4,501', '']","['0', '']","['61', '']","['4,068', '']","['0', '']","['0', '']","['0', '']","['167', '']","['150', '']","['55', '']","['0', '']"
10157,r067,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,66,"['4,334', '']","['0', '']","['0', '']","['3,762', '']","['0', '']","['0', '']","['3', '']","['320', '']","['0', '']","['85', '']","['164', '']"
10157,r068,"All institutions -> U. Maryland, Eastern Shore",All institutions,"U. Maryland, Eastern Shore",2,67,"['4,266', '']","['0', '']","['0', '']","['4,266', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10157,r069,All institutions -> Tuskegee U.,All institutions,Tuskegee U.,2,68,"['4,193', '']","['0', '']","['0', '']","['4,193', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10157,r070,"All institutions -> Southern U. and A&M C., Agricultural Research and Extension Center",All institutions,"Southern U. and A&M C., Agricultural Research and Extension Center",2,69,"['4,121', '']","['0', '']","['0', '']","['4,121', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10157,r071,All institutions -> Central State U.,All institutions,Central State U.,2,70,"['4,103', '']","['0', '']","['85', '']","['4,018', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10157,r072,All institutions -> U. of the Virgin Islands,All institutions,U. of the Virgin Islands,2,71,"['4,090', '']","['0', '']","['24', '']","['4,066', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10157,r073,All institutions -> Delaware State U.,All institutions,Delaware State U.,2,72,"['3,919', '']","['0', '']","['0', '']","['3,731', '']","['23', '']","['0', '']","['0', '']","['78', '']","['0', '']","['0', '']","['87', '']"
10157,r074,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,73,"['3,904', '']","['0', '']","['0', '']","['3,045', '']","['0', '']","['0', '']","['0', '']","['12', '']","['300', '']","['490', '']","['57', '']"
10157,r075,All institutions -> West Virginia State U.,All institutions,West Virginia State U.,2,74,"['3,827', '']","['2', '']","['0', '']","['3,825', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10157,r076,All institutions -> Virginia State U.,All institutions,Virginia State U.,2,75,"['3,811', '']","['0', '']","['37', '']","['3,774', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10157,r077,All institutions -> U. Guam,All institutions,U. Guam,2,76,"['3,434', '']","['0', '']","['132', '']","['3,266', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['36', '']"
10157,r078,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,77,"['3,195', '']","['0', '']","['0', '']","['1,062', '']","['0', '']","['0', '']","['0', '']","['1,162', '']","['356', '']","['615', '']","['0', '']"
10157,r079,"All institutions -> U. Arkansas, Pine Bluff",All institutions,"U. Arkansas, Pine Bluff",2,78,"['2,790', '']","['0', '']","['0', '']","['2,749', '']","['0', '']","['0', '']","['0', '']","['0', '']","['41', '']","['0', '']","['0', '']"
10157,r080,All institutions -> Texas A&M U.-Kingsville,All institutions,Texas A&M U.-Kingsville,2,79,"['2,701', '']","['0', '']","['0', '']","['2,598', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['103', '']","['0', '']"
10157,r081,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,80,"['2,692', '']","['0', '']","['0', '']","['2,692', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10157,r082,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,81,"['2,654', '']","['0', '']","['365', '']","['1,322', '']","['0', '']","['67', '']","['0', '']","['0', '']","['0', '']","['0', '']","['900', '']"
10157,r083,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,82,"['2,599', '']","['0', '']","['0', '']","['2,303', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['296', '']"
10157,r084,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,83,"['2,511', '']","['0', '']","['59', '']","['2,272', '']","['0', '']","['0', '']","['0', '']","['60', '']","['0', '']","['112', '']","['8', '']"
10157,r085,All institutions -> Langston U.,All institutions,Langston U.,2,84,"['2,495', '']","['0', '']","['0', '']","['2,394', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['101', '']"
10157,r086,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,85,"['2,462', '']","['0', '']","['0', '']","['2,209', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['253', '']","['0', '']"
10157,r087,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,86,"['2,279', '']","['0', '']","['0', '']","['10', '']","['0', '']","['0', '']","['0', '']","['201', '']","['0', '']","['45', '']","['2,023', '']"
10157,r088,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,87,"['2,075', '']","['228', '']","['46', '']","['1,074', '']","['87', '']","['0', '']","['0', '']","['323', '']","['0', '']","['314', '']","['3', '']"
10157,r089,All institutions -> Baylor U.,All institutions,Baylor U.,2,88,"['2,063', '']","['0', '']","['60', '']","['1,948', '']","['0', '']","['0', '']","['0', '']","['55', '']","['0', '']","['0', '']","['0', '']"
10157,r090,All institutions -> U. of the District of Columbia,All institutions,U. of the District of Columbia,2,89,"['1,978', '']","['0', '']","['0', '']","['1,978', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10157,r091,"All institutions -> SUNY, C. of Environmental Science and Forestry",All institutions,"SUNY, C. of Environmental Science and Forestry",2,90,"['1,957', '']","['0', '']","['140', '']","['1,708', '']","['0', '']","['0', '']","['0', '']","['2', '']","['0', '']","['107', '']","['0', '']"
10157,r092,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,91,"['1,935', '']","['0', '']","['169', '']","['400', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5', '']","['757', '']","['604', '']"
10157,r093,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,92,"['1,919', '']","['0', '']","['105', '']","['234', '']","['0', '']","['86', '']","['0', '']","['0', '']","['0', '']","['262', '']","['1,232', '']"
10157,r094,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,93,"['1,809', '']","['0', '']","['1,615', '']","['119', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['75', '']","['0', '']"
10157,r095,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,94,"['1,786', '']","['0', '']","['0', '']","['1,786', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10157,r096,All institutions -> U.S. Army War C.,All institutions,U.S. Army War C.,2,95,"['1,755', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['1,755', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
10157,r097,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,96,"['1,694', '']","['0', '']","['34', '']","['1,525', '']","['0', '']","['0', '']","['0', '']","['133', '']","['0', '']","['0', '']","['2', '']"
10157,r098,All institutions -> Western Illinois U.,All institutions,Western Illinois U.,2,97,"['1,650', '']","['0', '']","['0', '']","['1,650', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10157,r099,"All institutions -> California Polytechnic State U., San Luis Obispo",All institutions,"California Polytechnic State U., San Luis Obispo",2,98,"['1,645', '']","['0', '']","['0', '']","['1,191', '']","['0', '']","['0', '']","['0', '']","['432', '']","['0', '']","['0', '']","['22', '']"
10157,r100,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,99,"['1,635', '']","['0', '']","['1,290', '']","['204', '']","['0', '']","['0', '']","['0', '']","['86', '']","['0', '']","['0', '']","['55', '']"
10157,r101,All institutions -> U. Texas Rio Grande Valley,All institutions,U. Texas Rio Grande Valley,2,100,"['1,624', '']","['77', '']","['0', '']","['1,465', '']","['0', '']","['0', '']","['0', '']","['0', '']","['48', '']","['0', '']","['34', '']"
10157,r102,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,101,"['1,556', '']","['0', '']","['1,486', '']","['0', '']","['0', '']","['0', '']","['0', '']","['70', '']","['0', '']","['0', '']","['0', '']"
10157,r103,All institutions -> Princeton U.,All institutions,Princeton U.,2,102,"['1,385', '']","['0', '']","['1,385', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10157,r104,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,103,"['1,377', '']","['162', '']","['3', '']","['314', '']","['0', '']","['0', '']","['26', '']","['0', '']","['0', '']","['73', '']","['799', '']"
10157,r105,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,104,"['1,360', '']","['0', '']","['36', '']","['257', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,067', '']"
10157,r106,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,105,"['1,296', '']","['0', '']","['0', '']","['928', '']","['0', '']","['203', '']","['0', '']","['0', '']","['0', '']","['165', '']","['0', '']"
10157,r107,All institutions -> U. Toledo,All institutions,U. Toledo,2,106,"['1,263', '']","['0', '']","['596', '']","['583', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['84', '']","['0', '']"
10157,r108,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,107,"['1,259', '']","['1,048', '']","['0', '']","['211', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10157,r109,"All institutions -> California State Polytechnic U., Humboldt",All institutions,"California State Polytechnic U., Humboldt",2,108,"['1,256', '']","['0', '']","['0', '']","['429', '']","['0', '']","['0', '']","['0', '']","['827', '']","['0', '']","['0', '']","['0', '']"
10157,r110,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,109,"['1,237', '']","['0', '']","['0', '']","['1,065', '']","['0', '']","['25', '']","['0', '']","['136', '']","['0', '']","['0', '']","['11', '']"
10157,r111,All institutions -> Middle Tennessee State U.,All institutions,Middle Tennessee State U.,2,110,"['1,230', '']","['19', '']","['0', '']","['1,172', '']","['0', '']","['36', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3', '']"
10157,r112,All institutions -> Johns Hopkins U.<sup>b</sup>,All institutions,Johns Hopkins U.<sup>b</sup>,2,111,"['1,226', '']","['0', '']","['517', '']","['524', '']","['0', '']","['63', '']","['0', '']","['0', '']","['0', '']","['122', '']","['0', '']"
10157,r113,All institutions -> Boise State U.,All institutions,Boise State U.,2,112,"['1,207', '']","['0', '']","['36', '']","['948', '']","['0', '']","['26', '']","['4', '']","['0', '']","['0', '']","['166', '']","['27', '']"
10157,r114,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,113,"['1,190', '']","['0', '']","['82', '']","['1,009', '']","['0', '']","['0', '']","['0', '']","['63', '']","['0', '']","['12', '']","['24', '']"
10157,r115,"All institutions -> Southern Illinois U., Carbondale",All institutions,"Southern Illinois U., Carbondale",2,114,"['1,095', '']","['0', '']","['0', '']","['787', '']","['0', '']","['0', '']","['0', '']","['0', '']","['308', '']","['0', '']","['0', '']"
10157,r116,All institutions -> Yale U.,All institutions,Yale U.,2,115,"['990', '']","['0', '']","['0', '']","['905', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['85', '']"
