table_id,row_id,_b_citizenship_ethnicity_race_and_field_b_full_path,_b_citizenship_ethnicity_race_and_field_b_level_1,_b_citizenship_ethnicity_race_and_field_b_level_2,_b_citizenship_ethnicity_race_and_field_b_level_3,_b_citizenship_ethnicity_race_and_field_b_level_4,_b_citizenship_ethnicity_race_and_field_b_level_5,_b_citizenship_ethnicity_race_and_field_b_level_6,_b_citizenship_ethnicity_race_and_field_b_hierarchy_depth,field_graduate_students_all_graduate_students_total_number,field_graduate_students_all_graduate_students_percent_female,field_graduate_students_master_s_total_number,field_graduate_students_master_s_percent_female,field_graduate_students_doctoral_total_number,field_graduate_students_doctoral_percent_female,field_postdoctoral_appointees_total_number,field_postdoctoral_appointees_percent_female,field_doctorate_holding_nonfaculty_researchers_total_number,field_doctorate_holding_nonfaculty_researchers_percent_female
8311,r014,All surveyed fields -> Health -> U.S. citizens and permanent residents<sup>a</sup>,All surveyed fields,Health,U.S. citizens and permanent residents<sup>a</sup>,,,,3,73483,78.7,60779,80.0,12704,72.2,8988,56.0,na,na
8311,r015,All surveyed fields -> Health -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All surveyed fields,Health,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,,4,10010,77.8,8682,79.3,1328,68.2,671,56.5,na,na
8311,r016,All surveyed fields -> Health -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All surveyed fields,Health,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,,4,,,,,,,,,,
8311,r017,All surveyed fields -> Health -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All surveyed fields,Health,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,,5,376,79.3,306,79.4,70,78.6,22,63.6,na,na
8311,r018,All surveyed fields -> Health -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All surveyed fields,Health,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,,5,7378,74.5,6127,76.0,1251,67.1,2122,52.2,na,na
8311,r019,All surveyed fields -> Health -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All surveyed fields,Health,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,,5,9434,79.2,7731,79.5,1703,77.5,501,66.1,na,na
8311,r020,All surveyed fields -> Health -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All surveyed fields,Health,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,5,133,73.7,117,73.5,16,75.0,13,69.2,na,na
8311,r021,All surveyed fields -> Health -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All surveyed fields,Health,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,,5,40262,79.9,32836,81.5,7426,72.7,4571,56.1,na,na
8311,r022,All surveyed fields -> Health -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All surveyed fields,Health,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,,5,2525,77.2,2124,78.5,401,70.3,179,58.7,na,na
8311,r023,All surveyed fields -> Health -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All surveyed fields,Health,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,,4,3365,75.8,2856,76.7,509,70.5,909,57.4,na,na
8311,r024,All surveyed fields -> Health -> Temporary visa holders,All surveyed fields,Health,Temporary visa holders,,,,3,8839,63.7,4912,66.4,3927,60.4,8811,45.2,na,na
8311,r025,All surveyed fields -> Health -> Clinical medicine<sup>b</sup>,All surveyed fields,Health,Clinical medicine<sup>b</sup>,,,,3,39633,76.4,34021,77.2,5612,71.7,15561,50.3,6751,53.1
8311,r026,All surveyed fields -> Health -> Clinical medicine<sup>b</sup> -> U.S. citizens and permanent residents<sup>a</sup>,All surveyed fields,Health,Clinical medicine<sup>b</sup>,U.S. citizens and permanent residents<sup>a</sup>,,,4,35769,77.5,31243,78.1,4526,73.7,7788,55.0,na,na
8311,r027,All surveyed fields -> Health -> Clinical medicine<sup>b</sup> -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All surveyed fields,Health,Clinical medicine<sup>b</sup>,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,5,4957,76.7,4362,77.7,595,69.4,590,55.1,na,na
8311,r028,All surveyed fields -> Health -> Clinical medicine<sup>b</sup> -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All surveyed fields,Health,Clinical medicine<sup>b</sup>,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,5,,,,,,,,,,
8311,r029,All surveyed fields -> Health -> Clinical medicine<sup>b</sup> -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All surveyed fields,Health,Clinical medicine<sup>b</sup>,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,6,249,79.5,199,79.4,50,80.0,17,58.8,na,na
8311,r030,All surveyed fields -> Health -> Clinical medicine<sup>b</sup> -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All surveyed fields,Health,Clinical medicine<sup>b</sup>,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,6,4527,75.0,4021,75.7,506,69.4,1914,51.5,na,na
8311,r031,All surveyed fields -> Health -> Clinical medicine<sup>b</sup> -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All surveyed fields,Health,Clinical medicine<sup>b</sup>,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,6,6017,80.9,5275,81.3,742,78.0,406,65.3,na,na
8311,r032,All surveyed fields -> Health -> Clinical medicine<sup>b</sup> -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All surveyed fields,Health,Clinical medicine<sup>b</sup>,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,6,81,79.0,70,78.6,11,81.8,10,60.0,na,na
8311,r033,All surveyed fields -> Health -> Clinical medicine<sup>b</sup> -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All surveyed fields,Health,Clinical medicine<sup>b</sup>,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,6,16667,77.5,14392,78.0,2275,74.2,3974,55.2,na,na
8311,r034,All surveyed fields -> Health -> Clinical medicine<sup>b</sup> -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All surveyed fields,Health,Clinical medicine<sup>b</sup>,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,6,1404,78.9,1232,79.7,172,73.3,151,58.9,na,na
8311,r035,All surveyed fields -> Health -> Clinical medicine<sup>b</sup> -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All surveyed fields,Health,Clinical medicine<sup>b</sup>,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,5,1867,74.4,1692,74.3,175,74.9,726,56.7,na,na
8311,r036,All surveyed fields -> Health -> Clinical medicine<sup>b</sup> -> Temporary visa holders,All surveyed fields,Health,Clinical medicine<sup>b</sup>,Temporary visa holders,,,4,3864,66.2,2778,67.3,1086,63.4,7773,45.6,na,na
8311,r037,All surveyed fields -> Health -> Other health,All surveyed fields,Health,Other health,,,,3,42689,77.7,31670,80.9,11019,68.2,2238,53.0,1077,56.6
8311,r038,All surveyed fields -> Health -> Other health -> U.S. citizens and permanent residents<sup>a</sup>,All surveyed fields,Health,Other health,U.S. citizens and permanent residents<sup>a</sup>,,,4,37714,79.7,29536,82.1,8178,71.3,1200,62.1,na,na
8311,r039,All surveyed fields -> Health -> Other health -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All surveyed fields,Health,Other health,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,5,5053,78.9,4320,80.9,733,67.3,81,66.7,na,na
8311,r040,All surveyed fields -> Health -> Other health -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All surveyed fields,Health,Other health,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,5,,,,,,,,,,
8311,r041,All surveyed fields -> Health -> Other health -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All surveyed fields,Health,Other health,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,6,127,78.7,107,79.4,20,75.0,5,80.0,na,na
8311,r042,All surveyed fields -> Health -> Other health -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All surveyed fields,Health,Other health,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,6,2851,73.7,2106,76.5,745,65.6,208,58.7,na,na
8311,r043,All surveyed fields -> Health -> Other health -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All surveyed fields,Health,Other health,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,6,3417,76.1,2456,75.7,961,77.1,95,69.5,na,na
8311,r044,All surveyed fields -> Health -> Other health -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All surveyed fields,Health,Other health,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,6,52,65.4,47,66.0,5,60.0,3,100.0,na,na
8311,r045,All surveyed fields -> Health -> Other health -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All surveyed fields,Health,Other health,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,6,23595,81.6,18444,84.3,5151,72.0,597,62.0,na,na
8311,r046,All surveyed fields -> Health -> Other health -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All surveyed fields,Health,Other health,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,6,1121,75.1,892,76.9,229,68.1,28,57.1,na,na
8311,r047,All surveyed fields -> Health -> Other health -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All surveyed fields,Health,Other health,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,5,1498,77.5,1164,80.2,334,68.3,183,60.1,na,na
8311,r048,All surveyed fields -> Health -> Other health -> Temporary visa holders,All surveyed fields,Health,Other health,Temporary visa holders,,,4,4975,61.8,2134,65.2,2841,59.2,1038,42.5,na,na
