table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_local_government,field_source_of_funds_institution_funds,field_source_of_funds_business,field_source_of_funds_nonprofit_organizations,field_source_of_funds_all_other_sources
12630,r028,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,27,"['1,168,861', '']","['758,464', '']","['571', '']","['188,985', '']","['129,843', '']","['89,041', '']","['1,957', '']"
12630,r029,All institutions -> U. Southern California,All institutions,U. Southern California,2,28,"['1,154,804', '']","['683,819', '']","['11,881', '']","['239,488', '']","['93,933', '']","['72,744', '']","['52,939', '']"
12630,r030,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,29,"['1,114,269', '']","['678,062', '']","['586', '']","['303,778', '']","['67,114', '']","['58,196', '']","['6,533', '']"
12630,r031,All institutions -> Emory U.,All institutions,Emory U.,2,30,"['1,094,328', '']","['664,370', '']","['244', '']","['279,302', '']","['64,772', '']","['81,897', '']","['3,743', '']"
12630,r032,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,31,"['1,076,754', '']","['496,298', '']","['47,005', '']","['242,494', '']","['75,493', '']","['188,887', '']","['26,577', '']"
12630,r033,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,32,"['1,035,838', '']","['621,223', '']","['37,601', '']","['235,987', '']","['79,753', '']","['52,764', '']","['8,510', '']"
12630,r034,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,33,"['1,000,081', '']","['559,766', '']","['2,079', '']","['73,497', '']","['176,277', '']","['112,591', '']","['75,871', '']"
12630,r035,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,34,"['972,476', '']","['658,916', '']","['8,359', '']","['147,069', '']","['80,437', '']","['62,202', '']","['15,493', '']"
12630,r036,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,35,"['962,399', '']","['494,847', '']","['78,096', '']","['244,082', '']","['55,403', '']","['48,643', '']","['41,328', '']"
12630,r037,All institutions -> U. Arizona,All institutions,U. Arizona,2,36,"['955,424', '']","['434,700', '']","['37,173', '']","['304,671', '']","['25,328', '']","['31,154', '']","['122,398', '']"
12630,r038,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,37,"['903,779', '']","['340,880', '']","['102,208', '']","['310,531', '']","['24,693', '']","['99,781', '']","['25,686', '']"
12630,r039,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,38,"['853,056', '']","['432,223', '']","['5,804', '']","['303,085', '']","['36,938', '']","['69,773', '']","['5,233', '']"
12630,r040,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,39,"['847,305', '']","['440,345', '']","['34,061', '']","['282,695', '']","['33,100', '']","['57,104', '']","['0', '']"
12630,r041,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,40,"['844,570', '']","['385,738', '']","['42,119', '']","['267,313', '']","['78,298', '']","['31,453', '']","['39,649', '']"
12630,r042,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,41,"['844,076', '']","['435,564', '']","['46,353', '']","['300,588', '']","['18,603', '']","['22,693', '']","['20,275', '']"
12630,r043,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,42,"['831,719', '']","['400,930', '']","['117,514', '']","['207,008', '']","['37,495', '']","['64,220', '']","['4,552', '']"
12630,r044,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,43,"['821,023', '']","['460,491', '']","['24,473', '']","['234,686', '']","['44,275', '']","['35,768', '']","['21,330', '']"
12630,r045,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,44,"['800,391', '']","['336,126', '']","['95,710', '']","['191,493', '']","['46,325', '']","['66,076', '']","['64,661', '']"
12630,r046,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,45,"['780,479', '']","['451,880', '']","['14,884', '']","['184,658', '']","['74,171', '']","['36,533', '']","['18,353', '']"
12630,r047,All institutions -> Boston U.,All institutions,Boston U.,2,46,"['773,200', '']","['409,551', '']","['500', '']","['230,370', '']","['23,362', '']","['93,532', '']","['15,885', '']"
12630,r048,All institutions -> U. Utah,All institutions,U. Utah,2,47,"['723,713', '']","['416,079', '']","['4,670', '']","['214,320', '']","['48,761', '']","['35,413', '']","['4,470', '']"
12630,r049,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,48,"['714,457', '']","['354,748', '']","['13,101', '']","['214,946', '']","['31,588', '']","['31,392', '']","['68,682', '']"
12630,r050,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,49,"['698,642', '']","['391,943', '']","['7,782', '']","['185,586', '']","['49,685', '']","['44,304', '']","['19,342', '']"
12630,r051,All institutions -> U. Colorado Anschutz Medical Campus,All institutions,U. Colorado Anschutz Medical Campus,2,50,"['686,026', '']","['474,523', '']","['28,973', '']","['52,000', '']","['59,129', '']","['51,546', '']","['19,855', '']"
12630,r052,All institutions -> U. Iowa,All institutions,U. Iowa,2,51,"['662,134', '']","['331,824', '']","['7,627', '']","['228,803', '']","['34,039', '']","['24,365', '']","['35,476', '']"
12630,r053,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,52,"['651,924', '']","['538,715', '']","['5,264', '']","['42,462', '']","['15,045', '']","['18,275', '']","['32,163', '']"
12630,r054,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,53,"['633,251', '']","['279,179', '']","['134,547', '']","['150,288', '']","['64,505', '']","['4,472', '']","['260', '']"
12630,r055,All institutions -> U. Chicago,All institutions,U. Chicago,2,54,"['628,302', '']","['476,689', '']","['3,902', '']","['46,651', '']","['44,990', '']","['53,670', '']","['2,400', '']"
12630,r056,"All institutions -> U. Nebraska, Lincoln and Medical Center<sup>c</sup>",All institutions,"U. Nebraska, Lincoln and Medical Center<sup>c</sup>",2,55,"['617,372', '']","['280,120', '']","['76,042', '']","['177,595', '']","['32,720', '']","['27,961', '']","['22,934', '']"
12630,r057,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,56,"['609,614', '']","['335,393', '']","['19,360', '']","['132,261', '']","['46,182', '']","['33,514', '']","['42,904', '']"
12630,r058,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,57,"['598,113', '']","['282,152', '']","['78,279', '']","['179,590', '']","['35,761', '']","['13,021', '']","['9,310', '']"
12630,r059,All institutions -> U. Georgia,All institutions,U. Georgia,2,58,"['570,956', '']","['221,804', '']","['61,887', '']","['257,757', '']","['12,988', '']","['11,982', '']","['4,538', '']"
12630,r060,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,59,"['553,740', '']","['431,736', '']","['11,202', '']","['80,506', '']","['4,659', '']","['23,331', '']","['2,306', '']"
12630,r061,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,60,"['517,742', '']","['374,043', '']","['1,348', '']","['48,537', '']","['53,139', '']","['40,419', '']","['256', '']"
12630,r062,All institutions -> Princeton U.,All institutions,Princeton U.,2,61,"['513,365', '']","['219,600', '']","['1,252', '']","['144,341', '']","['20,077', '']","['76,101', '']","['51,994', '']"
12630,r063,All institutions -> U. Miami,All institutions,U. Miami,2,62,"['509,951', '']","['291,783', '']","['16,251', '']","['128,438', '']","['48,022', '']","['25,118', '']","['339', '']"
12630,r064,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,63,"['504,005', '']","['265,543', '']","['34,829', '']","['151,066', '']","['11,737', '']","['12,511', '']","['28,319', '']"
12630,r065,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,64,"['498,073', '']","['354,401', '']","['22,951', '']","['75,358', '']","['13,597', '']","['21,049', '']","['10,717', '']"
12630,r066,All institutions -> Uniformed Services U. of the Health Sciences,All institutions,Uniformed Services U. of the Health Sciences,2,65,"['496,441', '']","['403,671', '']","['0', '']","['88,281', '']","['0', '']","['4,489', '']","['0', '']"
12630,r067,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,66,"['494,946', '']","['278,099', '']","['3,331', '']","['146,451', '']","['31,164', '']","['35,901', '']","['0', '']"
12630,r068,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,67,"['492,936', '']","['274,424', '']","['9,293', '']","['158,846', '']","['9,469', '']","['30,905', '']","['9,999', '']"
12630,r069,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,68,"['490,672', '']","['310,519', '']","['3,870', '']","['53,950', '']","['35,867', '']","['29,024', '']","['57,442', '']"
12630,r070,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,69,"['484,757', '']","['279,954', '']","['3,623', '']","['128,082', '']","['47,152', '']","['15,669', '']","['10,277', '']"
12630,r071,All institutions -> U. Rochester,All institutions,U. Rochester,2,70,"['481,227', '']","['368,190', '']","['3,666', '']","['57,142', '']","['30,075', '']","['16,014', '']","['6,140', '']"
12630,r072,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,71,"['479,930', '']","['184,852', '']","['47,846', '']","['207,023', '']","['22,681', '']","['17,458', '']","['70', '']"
12630,r073,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,72,"['471,569', '']","['257,857', '']","['32,647', '']","['124,197', '']","['20,309', '']","['29,292', '']","['7,267', '']"
12630,r074,All institutions -> U. Kansas,All institutions,U. Kansas,2,73,"['466,222', '']","['211,111', '']","['44,851', '']","['152,432', '']","['30,988', '']","['13,436', '']","['13,404', '']"
12630,r075,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,74,"['462,435', '']","['217,091', '']","['65,868', '']","['146,211', '']","['15,816', '']","['11,225', '']","['6,224', '']"
12630,r076,All institutions -> U. South Florida,All institutions,U. South Florida,2,75,"['461,390', '']","['242,224', '']","['25,735', '']","['160,703', '']","['13,502', '']","['16,015', '']","['3,211', '']"
12630,r077,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,76,"['436,964', '']","['219,964', '']","['22,816', '']","['169,611', '']","['12,753', '']","['10,096', '']","['1,724', '']"
12630,r078,All institutions -> U. Delaware,All institutions,U. Delaware,2,77,"['428,128', '']","['202,469', '']","['13,161', '']","['188,645', '']","['5,204', '']","['8,191', '']","['10,458', '']"
12630,r079,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,78,"['420,823', '']","['195,394', '']","['34,183', '']","['156,282', '']","['21,246', '']","['13,084', '']","['634', '']"
12630,r080,All institutions -> Florida State U.,All institutions,Florida State U.,2,79,"['414,463', '']","['195,323', '']","['36,977', '']","['166,809', '']","['5,614', '']","['3,466', '']","['6,274', '']"
12630,r081,All institutions -> Utah State U.,All institutions,Utah State U.,2,80,"['401,437', '']","['322,336', '']","['27,831', '']","['30,207', '']","['9,204', '']","['813', '']","['11,046', '']"
12630,r082,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,81,"['390,165', '']","['238,701', '']","['5,973', '']","['117,252', '']","['11,251', '']","['12,293', '']","['4,695', '']"
12630,r083,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,82,"['385,168', '']","['101,422', '']","['101', '']","['244,237', '']","['3,089', '']","['35,953', '']","['366', '']"
12630,r084,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,83,"['384,268', '']","['127,243', '']","['73,829', '']","['156,614', '']","['14,807', '']","['6,295', '']","['5,480', '']"
12630,r085,All institutions -> Washington State U.,All institutions,Washington State U.,2,84,"['378,744', '']","['207,086', '']","['61,333', '']","['84,199', '']","['12,077', '']","['12,411', '']","['1,638', '']"
12630,r086,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,85,"['374,105', '']","['197,759', '']","['48,815', '']","['66,008', '']","['17,466', '']","['34,341', '']","['9,716', '']"
12630,r087,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,86,"['366,856', '']","['168,740', '']","['46', '']","['166,114', '']","['2,415', '']","['20,865', '']","['8,676', '']"
12630,r088,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,87,"['366,848', '']","['142,371', '']","['19,008', '']","['33,911', '']","['171,010', '']","['504', '']","['44', '']"
12630,r089,All institutions -> George Washington U.,All institutions,George Washington U.,2,88,"['360,260', '']","['162,892', '']","['1,890', '']","['141,746', '']","['5,655', '']","['30,534', '']","['17,543', '']"
12630,r090,All institutions -> Brown U.,All institutions,Brown U.,2,89,"['353,591', '']","['239,744', '']","['32', '']","['63,031', '']","['6,120', '']","['34,721', '']","['9,943', '']"
12630,r091,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,90,"['349,273', '']","['125,783', '']","['34,950', '']","['158,454', '']","['11,570', '']","['5,092', '']","['13,424', '']"
12630,r092,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,91,"['346,691', '']","['155,403', '']","['754', '']","['113,726', '']","['38,419', '']","['33,075', '']","['5,314', '']"
12630,r093,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,92,"['338,847', '']","['153,637', '']","['13,175', '']","['151,783', '']","['7,899', '']","['7,696', '']","['4,657', '']"
12630,r094,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,93,"['337,985', '']","['222,169', '']","['57,839', '']","['30,449', '']","['9,154', '']","['3,260', '']","['15,114', '']"
12630,r095,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,94,"['337,006', '']","['127,370', '']","['1,719', '']","['87,408', '']","['17,345', '']","['68,114', '']","['35,050', '']"
12630,r096,All institutions -> Albert Einstein C. of Medicine,All institutions,Albert Einstein C. of Medicine,2,95,"['336,238', '']","['230,151', '']","['2,032', '']","['81,552', '']","['5,637', '']","['16,866', '']","['0', '']"
12630,r097,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,96,"['333,826', '']","['168,957', '']","['7,944', '']","['110,106', '']","['26,042', '']","['8,152', '']","['12,625', '']"
12630,r098,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,97,"['331,943', '']","['147,985', '']","['712', '']","['115,906', '']","['14,640', '']","['25,449', '']","['27,251', '']"
12630,r099,"All institutions -> U. Massachusetts, Medical School",All institutions,"U. Massachusetts, Medical School",2,98,"['326,731', '']","['223,490', '']","['2,975', '']","['50,479', '']","['21,942', '']","['20,295', '']","['7,550', '']"
12630,r100,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,99,"['324,531', '']","['192,448', '']","['15,436', '']","['92,936', '']","['10,779', '']","['10,329', '']","['2,603', '']"
12630,r101,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,100,"['319,684', '']","['150,804', '']","['92,674', '']","['63,773', '']","['3,140', '']","['7,858', '']","['1,435', '']"
12630,r102,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,101,"['316,026', '']","['205,351', '']","['7,072', '']","['79,298', '']","['5,469', '']","['16,855', '']","['1,981', '']"
12630,r103,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,102,"['313,143', '']","['192,205', '']","['17,555', '']","['78,084', '']","['3,390', '']","['20,472', '']","['1,437', '']"
12630,r104,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,103,"['308,972', '']","['204,713', '']","['7,673', '']","['26,886', '']","['33,508', '']","['23,868', '']","['12,324', '']"
12630,r105,All institutions -> Florida International U.,All institutions,Florida International U.,2,104,"['306,434', '']","['156,381', '']","['21,887', '']","['115,737', '']","['3,019', '']","['7,971', '']","['1,439', '']"
12630,r106,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,105,"['305,483', '']","['179,896', '']","['7,230', '']","['65,230', '']","['14,790', '']","['27,455', '']","['10,882', '']"
12630,r107,All institutions -> Temple U.,All institutions,Temple U.,2,106,"['292,029', '']","['154,516', '']","['6,867', '']","['81,497', '']","['25,150', '']","['16,517', '']","['7,482', '']"
12630,r108,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,107,"['288,558', '']","['186,013', '']","['3,336', '']","['68,663', '']","['11,524', '']","['18,604', '']","['418', '']"
12630,r109,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,108,"['287,825', '']","['238,554', '']","['882', '']","['15,591', '']","['5,431', '']","['10,476', '']","['16,891', '']"
12630,r110,All institutions -> Clemson U.,All institutions,Clemson U.,2,109,"['286,503', '']","['129,955', '']","['29,268', '']","['100,954', '']","['21,139', '']","['5,110', '']","['77', '']"
12630,r111,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,110,"['284,677', '']","['34,393', '']","['31,886', '']","['25,429', '']","['188,351', '']","['181', '']","['4,437', '']"
12630,r112,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,111,"['281,078', '']","['143,730', '']","['30,582', '']","['70,676', '']","['10,393', '']","['25,514', '']","['183', '']"
12630,r113,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,112,"['268,657', '']","['138,849', '']","['11,465', '']","['90,429', '']","['9,220', '']","['12,373', '']","['6,321', '']"
12630,r114,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,113,"['262,207', '']","['124,330', '']","['13,916', '']","['110,716', '']","['3,629', '']","['7,960', '']","['1,656', '']"
12630,r115,All institutions -> Tulane U.,All institutions,Tulane U.,2,114,"['258,439', '']","['152,468', '']","['4,121', '']","['60,978', '']","['8,428', '']","['16,709', '']","['15,735', '']"
12630,r116,All institutions -> Thomas Jefferson U.,All institutions,Thomas Jefferson U.,2,115,"['258,345', '']","['110,366', '']","['10,315', '']","['76,704', '']","['21,845', '']","['13,815', '']","['25,300', '']"
12630,r117,All institutions -> Rice U.,All institutions,Rice U.,2,116,"['255,115', '']","['119,853', '']","['9,801', '']","['78,447', '']","['7,506', '']","['33,684', '']","['5,824', '']"
12630,r118,All institutions -> George Mason U.,All institutions,George Mason U.,2,117,"['252,239', '']","['125,437', '']","['4,311', '']","['66,769', '']","['8,346', '']","['40,831', '']","['6,545', '']"
12630,r119,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,118,"['250,911', '']","['128,521', '']","['6,525', '']","['81,136', '']","['5,339', '']","['25,618', '']","['3,772', '']"
12630,r120,All institutions -> Tufts U.,All institutions,Tufts U.,2,119,"['247,276', '']","['154,458', '']","['2,328', '']","['33,998', '']","['15,988', '']","['29,439', '']","['11,065', '']"
12630,r121,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,120,"['247,259', '']","['124,256', '']","['5,893', '']","['99,427', '']","['9,659', '']","['3,642', '']","['4,382', '']"
12630,r122,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,121,"['246,173', '']","['114,708', '']","['11,687', '']","['92,314', '']","['4,977', '']","['2,874', '']","['19,613', '']"
12630,r123,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,122,"['240,107', '']","['58,922', '']","['28,095', '']","['122,202', '']","['15,461', '']","['14,994', '']","['433', '']"
12630,r124,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,123,"['237,493', '']","['91,331', '']","['4,392', '']","['125,011', '']","['3,269', '']","['12,131', '']","['1,359', '']"
12630,r125,All institutions -> U. Vermont,All institutions,U. Vermont,2,124,"['233,806', '']","['128,645', '']","['632', '']","['85,988', '']","['4,622', '']","['7,305', '']","['6,614', '']"
12630,r126,All institutions -> U. Texas Medical Branch,All institutions,U. Texas Medical Branch,2,125,"['233,192', '']","['150,272', '']","['7,479', '']","['58,807', '']","['6,138', '']","['10,496', '']","['0', '']"
12630,r127,All institutions -> U. Houston,All institutions,U. Houston,2,126,"['231,942', '']","['99,450', '']","['28,641', '']","['84,315', '']","['8,565', '']","['6,492', '']","['4,479', '']"
12630,r128,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,127,"['229,682', '']","['142,965', '']","['18,379', '']","['59,067', '']","['956', '']","['4,403', '']","['3,912', '']"
12630,r129,All institutions -> U. Dayton,All institutions,U. Dayton,2,128,"['228,723', '']","['216,729', '']","['1,274', '']","['861', '']","['8,193', '']","['1,022', '']","['644', '']"
12630,r130,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,129,"['226,498', '']","['64,098', '']","['24,323', '']","['124,314', '']","['12,528', '']","['773', '']","['462', '']"
12630,r131,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,130,"['225,924', '']","['84,898', '']","['11,605', '']","['46,907', '']","['82,197', '']","['317', '']","['0', '']"
12630,r132,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,131,"['223,683', '']","['152,377', '']","['1,031', '']","['52,786', '']","['8,471', '']","['7,984', '']","['1,034', '']"
12630,r133,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,132,"['221,525', '']","['82,164', '']","['41,687', '']","['72,849', '']","['7,368', '']","['7,514', '']","['9,943', '']"
12630,r134,All institutions -> U. Louisville,All institutions,U. Louisville,2,133,"['220,568', '']","['100,890', '']","['8,924', '']","['73,255', '']","['9,580', '']","['6,261', '']","['21,658', '']"
