table_id,row_id,_b_state_or_territory_control_and_institution_b_full_path,_b_state_or_territory_control_and_institution_b_level_1,_b_state_or_territory_control_and_institution_b_level_2,_b_state_or_territory_control_and_institution_b_level_3,_b_state_or_territory_control_and_institution_b_hierarchy_depth,field_all_fields,field_agricultural_sciences,field_biological_and_biomedical_sciences,field_computer_and_information_sciences,field_engineering,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_health_sciences,field_mathematics_and_statistics,field_natural_resources_and_conservation,field_physical_sciences,field_psychology,field_social_sciences,field_other_fields_of_s_e
12863,r011,Alabama -> Private -> Tuskegee U.,Alabama,Private,Tuskegee U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r012,Alaska,Alaska,,,1,"['5,511', '']","['400', '']","['2,100', '']","['0', '']","['2,424', '']","['587', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r013,Alaska -> Public,Alaska,Public,,2,"['5,511', '']","['400', '']","['2,100', '']","['0', '']","['2,424', '']","['587', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r014,"Alaska -> Public -> U. Alaska, Anchorage",Alaska,Public,"U. Alaska, Anchorage",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r015,"Alaska -> Public -> U. Alaska, Fairbanks",Alaska,Public,"U. Alaska, Fairbanks",3,"['4,011', '']","['400', '']","['600', '']","['0', '']","['2,424', '']","['587', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r016,"Alaska -> Public -> U. Alaska, Southeast",Alaska,Public,"U. Alaska, Southeast",3,"['1,500', '']","['0', '']","['1,500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r017,Alaska -> Public -> Private,Alaska,Public,Private,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r018,Alaska -> Public -> Alaska Pacific U.,Alaska,Public,Alaska Pacific U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r019,Arizona,Arizona,,,1,"['243,483', '']","['96,455', '']","['560', '']","['478', '']","['96,821', '']","['3,328', '']","['26,947', '']","['0', '']","['0', '']","['7,554', '']","['7,856', '']","['427', '']","['3,058', '']"
12863,r020,Arizona -> Public,Arizona,Public,,2,"['243,483', '']","['96,455', '']","['560', '']","['478', '']","['96,821', '']","['3,328', '']","['26,947', '']","['0', '']","['0', '']","['7,554', '']","['7,856', '']","['427', '']","['3,058', '']"
12863,r021,Arizona -> Public -> Arizona State U.,Arizona,Public,Arizona State U.,3,"['90,323', '']","['0', '']","['270', '']","['478', '']","['78,091', '']","['0', '']","['2,647', '']","['0', '']","['0', '']","['554', '']","['7,856', '']","['427', '']","['0', '']"
12863,r022,Arizona -> Public -> Dine C.,Arizona,Public,Dine C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r023,Arizona -> Public -> Northern Arizona U.,Arizona,Public,Northern Arizona U.,3,"['10,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,000', '']","['0', '']","['0', '']","['0', '']","['7,000', '']","['0', '']","['0', '']","['0', '']"
12863,r024,Arizona -> Public -> U. Arizona,Arizona,Public,U. Arizona,3,"['143,161', '']","['96,455', '']","['290', '']","['0', '']","['18,730', '']","['328', '']","['24,300', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,058', '']"
12863,r025,Arkansas,Arkansas,,,1,"['1,150', '']","['0', '']","['850', '']","['300', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r026,Arkansas -> Public,Arkansas,Public,,2,"['1,150', '']","['0', '']","['850', '']","['300', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r027,"Arkansas -> Public -> Arkansas State U., Jonesboro",Arkansas,Public,"Arkansas State U., Jonesboro",3,"['850', '']","['0', '']","['850', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r028,Arkansas -> Public -> U. Arkansas for Medical Sciences,Arkansas,Public,U. Arkansas for Medical Sciences,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r029,"Arkansas -> Public -> U. Arkansas, Fayetteville",Arkansas,Public,"U. Arkansas, Fayetteville",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r030,"Arkansas -> Public -> U. Arkansas, Little Rock",Arkansas,Public,"U. Arkansas, Little Rock",3,"['300', '']","['0', '']","['0', '']","['300', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r031,"Arkansas -> Public -> U. Arkansas, Pine Bluff",Arkansas,Public,"U. Arkansas, Pine Bluff",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r032,Arkansas -> Public -> U. Central Arkansas,Arkansas,Public,U. Central Arkansas,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r033,California,California,,,1,"['707,948', '']","['21,312', '']","['147,324', '']","['5,200', '']","['49,440', '']","['13,248', '']","['273,126', '']","['14,530', '']","['44,000', '']","['51,411', '']","['25,225', '']","['62,273', '']","['860', '']"
12863,r034,California -> Public,California,Public,,2,"['611,692', '']","['20,812', '']","['124,104', '']","['5,200', '']","['27,000', '']","['6,029', '']","['252,700', '']","['14,530', '']","['44,000', '']","['30,959', '']","['23,225', '']","['62,273', '']","['860', '']"
12863,r035,"California -> Public -> California Polytechnic State U., San Luis Obispo",California,Public,"California Polytechnic State U., San Luis Obispo",3,"['3,600', '']","['0', '']","['0', '']","['0', '']","['3,600', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r036,"California -> Public -> California State Polytechnic U., Humboldt",California,Public,"California State Polytechnic U., Humboldt",3,"['12,200', '']","['0', '']","['1,200', '']","['0', '']","['2,500', '']","['0', '']","['0', '']","['0', '']","['500', '']","['8,000', '']","['0', '']","['0', '']","['0', '']"
12863,r037,"California -> Public -> California State Polytechnic U., Pomona",California,Public,"California State Polytechnic U., Pomona",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r038,"California -> Public -> California State U., Bakersfield",California,Public,"California State U., Bakersfield",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r039,"California -> Public -> California State U., Channel Islands",California,Public,"California State U., Channel Islands",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r040,"California -> Public -> California State U., Chico",California,Public,"California State U., Chico",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r041,"California -> Public -> California State U., Dominguez Hills",California,Public,"California State U., Dominguez Hills",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r042,"California -> Public -> California State U., East Bay",California,Public,"California State U., East Bay",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r043,"California -> Public -> California State U., Fresno",California,Public,"California State U., Fresno",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r044,"California -> Public -> California State U., Fullerton",California,Public,"California State U., Fullerton",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r045,"California -> Public -> California State U., Long Beach",California,Public,"California State U., Long Beach",3,"['5,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r046,"California -> Public -> California State U., Los Angeles",California,Public,"California State U., Los Angeles",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r047,"California -> Public -> California State U., Monterey Bay",California,Public,"California State U., Monterey Bay",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r048,"California -> Public -> California State U., Northridge",California,Public,"California State U., Northridge",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r049,"California -> Public -> California State U., Sacramento",California,Public,"California State U., Sacramento",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r050,"California -> Public -> California State U., San Bernardino",California,Public,"California State U., San Bernardino",3,"['1,004', '']","['0', '']","['1,004', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r051,"California -> Public -> California State U., San Marcos",California,Public,"California State U., San Marcos",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r052,"California -> Public -> California State U., Stanislaus",California,Public,"California State U., Stanislaus",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r053,California -> Public -> San Diego State U.,California,Public,San Diego State U.,3,"['807', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['807', '']","['0', '']","['0', '']","['0', '']"
12863,r054,California -> Public -> San Francisco State U.,California,Public,San Francisco State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r055,California -> Public -> San Jose State U.,California,Public,San Jose State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r056,California -> Public -> Sonoma State U.,California,Public,Sonoma State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r057,"California -> Public -> U. California, Berkeley",California,Public,"U. California, Berkeley",3,"['128,500', '']","['0', '']","['19,600', '']","['0', '']","['11,400', '']","['0', '']","['34,000', '']","['0', '']","['43,500', '']","['6,500', '']","['0', '']","['13,000', '']","['500', '']"
12863,r058,"California -> Public -> U. California, Davis",California,Public,"U. California, Davis",3,"['109,399', '']","['20,812', '']","['0', '']","['0', '']","['0', '']","['5,530', '']","['0', '']","['5,530', '']","['0', '']","['6,030', '']","['23,225', '']","['48,273', '']","['0', '']"
12863,r059,"California -> Public -> U. California, Irvine",California,Public,"U. California, Irvine",3,"['15,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['15,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r060,"California -> Public -> U. California, Los Angeles",California,Public,"U. California, Los Angeles",3,"['360', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['360', '']"
12863,r061,"California -> Public -> U. California, Merced",California,Public,"U. California, Merced",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r062,"California -> Public -> U. California, Riverside",California,Public,"U. California, Riverside",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r063,"California -> Public -> U. California, San Diego",California,Public,"U. California, San Diego",3,"['35,800', '']","['0', '']","['1,200', '']","['5,200', '']","['6,000', '']","['0', '']","['4,800', '']","['9,000', '']","['0', '']","['8,600', '']","['0', '']","['1,000', '']","['0', '']"
12863,r064,"California -> Public -> U. California, San Francisco",California,Public,"U. California, San Francisco",3,"['290,900', '']","['0', '']","['97,000', '']","['0', '']","['0', '']","['0', '']","['193,900', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r065,"California -> Public -> U. California, Santa Barbara",California,Public,"U. California, Santa Barbara",3,"['2,122', '']","['0', '']","['601', '']","['0', '']","['0', '']","['499', '']","['0', '']","['0', '']","['0', '']","['1,023', '']","['0', '']","['0', '']","['0', '']"
12863,r066,"California -> Public -> U. California, Santa Cruz",California,Public,"U. California, Santa Cruz",3,"['7,000', '']","['0', '']","['3,500', '']","['0', '']","['3,500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r067,California -> Private,California,Private,,2,"['96,256', '']","['500', '']","['23,220', '']","['0', '']","['22,440', '']","['7,218', '']","['20,426', '']","['0', '']","['0', '']","['20,452', '']","['2,000', '']","['0', '']","['0', '']"
12863,r068,California -> Private -> Azusa Pacific U.,California,Private,Azusa Pacific U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r069,California -> Private -> Biola U.,California,Private,Biola U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r070,California -> Private -> California Institute of Technology,California,Private,California Institute of Technology,3,"['7,923', '']","['0', '']","['1,373', '']","['0', '']","['2,175', '']","['657', '']","['0', '']","['0', '']","['0', '']","['3,718', '']","['0', '']","['0', '']","['0', '']"
12863,r071,California -> Private -> Chapman U.,California,Private,Chapman U.,3,"['7,800', '']","['0', '']","['7,800', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r072,California -> Private -> Charles R. Drew U. of Medicine and Science,California,Private,Charles R. Drew U. of Medicine and Science,3,"['1,600', '']","['0', '']","['1,600', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r073,California -> Private -> Claremont Graduate U.,California,Private,Claremont Graduate U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r074,California -> Private -> Claremont McKenna C.,California,Private,Claremont McKenna C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r075,California -> Private -> Harvey Mudd C.,California,Private,Harvey Mudd C.,3,"['350', '']","['0', '']","['0', '']","['0', '']","['350', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r076,California -> Private -> Keck Graduate Institute,California,Private,Keck Graduate Institute,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r077,California -> Private -> Loma Linda U.,California,Private,Loma Linda U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r078,California -> Private -> Loyola Marymount U.,California,Private,Loyola Marymount U.,3,"['600', '']","['0', '']","['350', '']","['0', '']","['250', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r079,California -> Private -> Marshall B. Ketchum U.,California,Private,Marshall B. Ketchum U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r080,California -> Private -> Occidental C.,California,Private,Occidental C.,3,"['16,000', '']","['0', '']","['500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['14,000', '']","['1,500', '']","['0', '']","['0', '']"
12863,r081,California -> Private -> Pepperdine U.,California,Private,Pepperdine U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r082,California -> Private -> Pomona C.,California,Private,Pomona C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r083,California -> Private -> Santa Clara U.,California,Private,Santa Clara U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r084,California -> Private -> Scripps Research Institute,California,Private,Scripps Research Institute,3,"['6,000', '']","['0', '']","['6,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r085,California -> Private -> Stanford U.,California,Private,Stanford U.,3,"['37,839', '']","['0', '']","['0', '']","['0', '']","['19,665', '']","['0', '']","['15,441', '']","['0', '']","['0', '']","['2,734', '']","['0', '']","['0', '']","['0', '']"
12863,r086,California -> Private -> Touro U.,California,Private,Touro U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r087,California -> Private -> U. of the Pacific,California,Private,U. of the Pacific,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r088,California -> Private -> U. San Diego,California,Private,U. San Diego,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r089,California -> Private -> U. San Francisco,California,Private,U. San Francisco,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r090,California -> Private -> U. Southern California,California,Private,U. Southern California,3,"['15,643', '']","['0', '']","['4,597', '']","['0', '']","['0', '']","['6,561', '']","['3,985', '']","['0', '']","['0', '']","['0', '']","['500', '']","['0', '']","['0', '']"
12863,r091,California -> Private -> Western U. of Health Sciences,California,Private,Western U. of Health Sciences,3,"['2,500', '']","['500', '']","['1,000', '']","['0', '']","['0', '']","['0', '']","['1,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r092,Colorado,Colorado,,,1,"['73,608', '']","['0', '']","['1,079', '']","['0', '']","['48,546', '']","['0', '']","['5,798', '']","['0', '']","['0', '']","['13,727', '']","['0', '']","['4,458', '']","['0', '']"
12863,r093,Colorado -> Public,Colorado,Public,,2,"['73,608', '']","['0', '']","['1,079', '']","['0', '']","['48,546', '']","['0', '']","['5,798', '']","['0', '']","['0', '']","['13,727', '']","['0', '']","['4,458', '']","['0', '']"
12863,r094,Colorado -> Public -> Colorado School of Mines,Colorado,Public,Colorado School of Mines,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r095,"Colorado -> Public -> Colorado State U., Fort Collins",Colorado,Public,"Colorado State U., Fort Collins",3,"['4,481', '']","['0', '']","['554', '']","['0', '']","['1,448', '']","['0', '']","['734', '']","['0', '']","['0', '']","['1,745', '']","['0', '']","['0', '']","['0', '']"
12863,r096,"Colorado -> Public -> Colorado State U., Pueblo",Colorado,Public,"Colorado State U., Pueblo",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r097,Colorado -> Public -> Fort Lewis C.,Colorado,Public,Fort Lewis C.,3,"['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12863,r098,Colorado -> Public -> U. Colorado Anschutz Medical Campus,Colorado,Public,U. Colorado Anschutz Medical Campus,3,"['5,064', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5,064', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r099,Colorado -> Public -> U. Colorado Boulder,Colorado,Public,U. Colorado Boulder,3,"['16,966', '']","['0', '']","['525', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['11,983', '']","['0', '']","['4,458', '']","['0', '']"
12863,r100,Colorado -> Public -> U. Colorado Colorado Springs,Colorado,Public,U. Colorado Colorado Springs,3,"['47,097', '']","['0', '']","['0', '']","['0', '']","['47,097', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r101,Colorado -> Public -> U. Colorado Denver,Colorado,Public,U. Colorado Denver,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r102,Colorado -> Public -> U. Northern Colorado,Colorado,Public,U. Northern Colorado,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r103,Colorado -> Private,Colorado,Private,,2,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r104,Colorado -> Private -> Colorado C.,Colorado,Private,Colorado C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r105,Colorado -> Private -> U. Denver,Colorado,Private,U. Denver,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12863,r106,Connecticut,Connecticut,,,1,"['671,981', '']","['1,433', '']","['274,766', '']","['3,055', '']","['14,089', '']","['20,970', '']","['280,355', '']","['0', '']","['4,672', '']","['39,850', '']","['0', '']","['32,791', '']","['0', '']"
12863,r107,Connecticut -> Public,Connecticut,Public,,2,"['2,672', '']","['1,433', '']","['0', '']","['0', '']","['1,239', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
