table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
2751,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['3,544', '&nbsp;']","['2,905', '&nbsp;']","['2,696', '&nbsp;']","['3,581', '&nbsp;']","['3,810', '&nbsp;']","['4,259', '&nbsp;']","['4,546', '&nbsp;']","['4,380', '&nbsp;']","['5,416', '  ']","['6,606', '  ']","['8,370 - 8,379', '  ']"
2751,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology,5,541711,"['NA', '&nbsp;']","['683', '&nbsp;']","['729', '&nbsp;']","['942', '&nbsp;']","['977', '&nbsp;']","['1,398', '&nbsp;']","['1,438', '&nbsp;']","['1,520', '&nbsp;']","['1,616', '  ']","['1,869', '  ']","['2,590', '  ']"
2751,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except biotechnology)",5,541712,"['NA', '&nbsp;']","['2,213', '&nbsp;']","['1,962', '&nbsp;']","['2,638', '&nbsp;']","['2,830', '&nbsp;']","['2,859', '&nbsp;']","['3,103', '&nbsp;']","['2,858', '&nbsp;']","['3,796', '  ']","['4,733', '  ']","['5,778', '  ']"
2751,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['NA', '&nbsp;']","['9', '&nbsp;']","['5', '&nbsp;']","['1', '&nbsp;']","['2', '&nbsp;']","['3', '&nbsp;']","['4', 'i']","['3', '&nbsp;']","['4', '  ']","['3', '  ']","['1 - 12', '  ']"
2751,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['241', '&nbsp;']","['338', '&nbsp;']","['366', '&nbsp;']","['D', '&nbsp;']","['458', '&nbsp;']","['825', '&nbsp;']","['398', 'i']","['322', '&nbsp;']","['273', '  ']","['418', '  ']","['507', '  ']"
2751,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['1', '&nbsp;']","['10', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['36', '&nbsp;']","['7', '&nbsp;']","['*', '&nbsp;']","['12', 'i']","['154', '  ']","['211', '  ']","['22', '  ']"
2751,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['0 - 5,132', '  ']","['162', '  ']","['0 - 3,801', '  ']"
2751,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['61,475', '&nbsp;']","['54,066', '&nbsp;']","['59,162', '&nbsp;']","['69,251', '&nbsp;']","['72,157', '&nbsp;']","['73,245', '&nbsp;']","['75,804', '&nbsp;']","['73,503', '&nbsp;']","['79,001', '&nbsp;']","['87,761', '  ']","['100,376', '  ']"
2751,r074,All companies (number of domestic employees) -> Micro companies,All companies (number of domestic employees),Micro companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2751,r075,All companies (number of domestic employees) -> Micro companies -> 5&#8211;9<sup>a</sup>,All companies (number of domestic employees),Micro companies,5&#8211;9<sup>a</sup>,,,3,–,"['NA', '&nbsp;']","['NA', '&nbsp;']","['178', '&nbsp;']","['83', '&nbsp;']","['99', 'i']","['52', 'i']","['95', 'i']","['118', 'i']","['145', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']"
2751,r076,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2751,r077,All companies (number of domestic employees) -> Small companies -> 10&#8211;19,All companies (number of domestic employees),Small companies,10&#8211;19,,,3,–,"['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['76', '&nbsp;']","['101', '&nbsp;']","['142', '  ']","['128', '&nbsp;']"
2751,r078,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['373', '&nbsp;']","['337', '&nbsp;']","['429', '  ']","['569', '&nbsp;']"
2751,r079,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2751,r080,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['976', '&nbsp;']","['509', '&nbsp;']","['688', 'i']","['539', '&nbsp;']","['628', '&nbsp;']","['351', '&nbsp;']","['547', '&nbsp;']","['407', '&nbsp;']","['364', '&nbsp;']","['471', '  ']","['692', '&nbsp;']"
2751,r081,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['1,735', '&nbsp;']","['1,574', '&nbsp;']","['1,358', 'i']","['1,051', '&nbsp;']","['1,212', '&nbsp;']","['1,276', '&nbsp;']","['1,475', '&nbsp;']","['1,378', '&nbsp;']","['1,300', '&nbsp;']","['1,379', '  ']","['1,872', '&nbsp;']"
2751,r082,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2751,r083,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['1,178', '&nbsp;']","['985', '&nbsp;']","['1,245', '&nbsp;']","['1,561', '&nbsp;']","['1,306', '&nbsp;']","['1,359', '&nbsp;']","['1,446', '&nbsp;']","['1,151', '&nbsp;']","['1,773', '&nbsp;']","['2,210', '  ']","['2,179', '&nbsp;']"
2751,r084,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['1,753', '&nbsp;']","['1,992', '&nbsp;']","['1,741', '&nbsp;']","['1,396', '&nbsp;']","['1,455', '&nbsp;']","['1,650', '&nbsp;']","['2,293', '&nbsp;']","['2,437', '&nbsp;']","['2,159', '&nbsp;']","['2,437', '  ']","['2,557', '&nbsp;']"
2751,r085,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['11,350', '&nbsp;']","['10,403', '&nbsp;']","['11,674', '&nbsp;']","['12,691', '&nbsp;']","['12,419', '&nbsp;']","['13,238', '&nbsp;']","['14,343', '&nbsp;']","['13,261', '&nbsp;']","['15,587', '&nbsp;']","['14,656', '  ']","['15,184', '&nbsp;']"
2751,r086,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['7,000', '&nbsp;']","['5,692', '&nbsp;']","['6,907', '&nbsp;']","['8,126', '&nbsp;']","['10,298', '&nbsp;']","['11,430', '&nbsp;']","['12,979', '&nbsp;']","['9,541', '&nbsp;']","['8,949', '&nbsp;']","['14,232', '  ']","['15,538', '&nbsp;']"
2751,r087,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['11,785', '&nbsp;']","['10,442', '&nbsp;']","['8,856', '&nbsp;']","['12,485', '&nbsp;']","['10,317', '&nbsp;']","['9,741', '&nbsp;']","['9,366', '&nbsp;']","['11,534', '&nbsp;']","['15,515', '&nbsp;']","['14,425', '  ']","['22,356', '&nbsp;']"
2751,r088,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['24,671', '&nbsp;']","['21,368', '&nbsp;']","['25,777', '&nbsp;']","['30,497', '&nbsp;']","['34,056', '&nbsp;']","['33,054', '&nbsp;']","['32,647', '&nbsp;']","['33,226', '&nbsp;']","['32,771', '&nbsp;']","['37,381', '  ']","['39,301', '&nbsp;']"
