table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_usda_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
7996,r012,All institutions -> U. Georgia,All institutions,U. Georgia,2,11,"['33,772', '']","['21', '']","['83', '']","['26,599', '']","['0', '']","['0', '']","['37', '']","['6,441', '']","['0', '']","['523', '']","['68', '']"
7996,r013,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,12,"['32,604', '']","['9', '']","['324', '']","['23,743', '']","['3', '']","['55', '']","['2,713', '']","['2,935', '']","['0', '']","['939', '']","['1,883', '']"
7996,r014,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,13,"['32,602', '']","['2,697', '']","['195', '']","['25,963', '']","['26', '']","['19', '']","['0', '']","['680', '']","['0', '']","['2,981', '']","['41', '']"
7996,r015,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,14,"['32,154', '']","['88', '']","['744', '']","['26,841', '']","['43', '']","['6', '']","['0', '']","['1,754', '']","['7', '']","['2,494', '']","['177', '']"
7996,r016,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,15,"['31,679', '']","['54', '']","['44', '']","['29,777', '']","['0', '']","['184', '']","['0', '']","['612', '']","['337', '']","['663', '']","['8', '']"
7996,r017,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,16,"['31,334', '']","['0', '']","['0', '']","['30,224', '']","['0', '']","['41', '']","['0', '']","['810', '']","['0', '']","['259', '']","['0', '']"
7996,r018,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,17,"['26,285', '']","['0', '']","['18', '']","['22,383', '']","['0', '']","['0', '']","['0', '']","['1,383', '']","['164', '']","['2,313', '']","['24', '']"
7996,r019,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,18,"['24,457', '']","['63', '']","['0', '']","['18,187', '']","['16', '']","['0', '']","['0', '']","['1,370', '']","['0', '']","['4,457', '']","['364', '']"
7996,r020,All institutions -> U. Maryland<sup>a</sup>,All institutions,U. Maryland<sup>a</sup>,2,19,"['23,512', '']","['137', '']","['1,254', '']","['20,400', '']","['0', '']","['34', '']","['0', '']","['36', '']","['0', '']","['1,591', '']","['60', '']"
7996,r021,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,20,"['22,553', '']","['126', '']","['3', '']","['17,670', '']","['23', '']","['0', '']","['839', '']","['2,272', '']","['0', '']","['857', '']","['763', '']"
7996,r022,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,21,"['22,400', '']","['0', '']","['0', '']","['21,959', '']","['0', '']","['0', '']","['0', '']","['118', '']","['0', '']","['288', '']","['35', '']"
7996,r023,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,22,"['20,979', '']","['62', '']","['0', '']","['18,309', '']","['67', '']","['0', '']","['29', '']","['66', '']","['0', '']","['2,102', '']","['344', '']"
7996,r024,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,23,"['20,941', '']","['315', '']","['20', '']","['17,709', '']","['76', '']","['186', '']","['0', '']","['1,711', '']","['0', '']","['662', '']","['262', '']"
7996,r025,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,24,"['19,849', '']","['619', '']","['0', '']","['16,148', '']","['2', '']","['42', '']","['607', '']","['42', '']","['2', '']","['2,250', '']","['137', '']"
7996,r026,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,25,"['18,227', '']","['0', '']","['652', '']","['16,381', '']","['0', '']","['360', '']","['0', '']","['34', '']","['79', '']","['597', '']","['124', '']"
7996,r027,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,26,"['16,954', '']","['0', '']","['56', '']","['12,821', '']","['0', '']","['0', '']","['0', '']","['99', '']","['1,819', '']","['2,159', '']","['0', '']"
7996,r028,All institutions -> U. Maine,All institutions,U. Maine,2,27,"['15,518', '']","['4', '']","['548', '']","['13,687', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['483', '']","['796', '']"
7996,r029,All institutions -> U. Idaho,All institutions,U. Idaho,2,28,"['14,711', '']","['0', '']","['241', '']","['12,053', '']","['0', '']","['0', '']","['0', '']","['1,882', '']","['0', '']","['509', '']","['26', '']"
7996,r030,All institutions -> U. Arizona,All institutions,U. Arizona,2,29,"['14,356', '']","['86', '']","['102', '']","['11,860', '']","['13', '']","['0', '']","['0', '']","['119', '']","['0', '']","['2,115', '']","['61', '']"
7996,r031,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,30,"['14,129', '']","['0', '']","['0', '']","['14,129', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7996,r032,All institutions -> Tufts U.,All institutions,Tufts U.,2,31,"['13,500', '']","['0', '']","['0', '']","['13,265', '']","['0', '']","['120', '']","['0', '']","['112', '']","['0', '']","['0', '']","['3', '']"
7996,r033,All institutions -> U. Vermont,All institutions,U. Vermont,2,32,"['12,829', '']","['0', '']","['0', '']","['12,522', '']","['0', '']","['0', '']","['0', '']","['307', '']","['0', '']","['0', '']","['0', '']"
7996,r034,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,33,"['12,722', '']","['39', '']","['192', '']","['12,089', '']","['0', '']","['0', '']","['0', '']","['9', '']","['0', '']","['369', '']","['24', '']"
7996,r035,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,34,"['12,525', '']","['0', '']","['0', '']","['10,958', '']","['15', '']","['14', '']","['0', '']","['185', '']","['0', '']","['1,260', '']","['93', '']"
7996,r036,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,35,"['12,511', '']","['187', '']","['0', '']","['9,978', '']","['0', '']","['0', '']","['0', '']","['720', '']","['0', '']","['1,075', '']","['551', '']"
7996,r037,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,36,"['12,071', '']","['99', '']","['1,817', '']","['9,688', '']","['0', '']","['52', '']","['0', '']","['18', '']","['0', '']","['397', '']","['0', '']"
7996,r038,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,37,"['11,136', '']","['9', '']","['320', '']","['9,427', '']","['0', '']","['0', '']","['0', '']","['12', '']","['0', '']","['1,077', '']","['291', '']"
7996,r039,All institutions -> Tennessee State U.,All institutions,Tennessee State U.,2,38,"['10,744', 'i']","['67', 'i']","['0', 'i']","['10,589', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['88', 'i']"
7996,r040,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,39,"['10,229', '']","['48', '']","['0', '']","['8,233', '']","['0', '']","['0', '']","['0', '']","['60', '']","['0', '']","['952', '']","['936', '']"
7996,r041,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,40,"['10,062', '']","['0', '']","['113', '']","['8,977', '']","['0', '']","['0', '']","['0', '']","['380', '']","['0', '']","['473', '']","['119', '']"
7996,r042,All institutions -> Utah State U.,All institutions,Utah State U.,2,41,"['9,611', '']","['0', '']","['0', '']","['8,744', '']","['2', '']","['136', '']","['34', '']","['505', '']","['0', '']","['170', '']","['20', '']"
7996,r043,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,42,"['9,378', '']","['0', '']","['774', '']","['7,900', '']","['0', '']","['0', '']","['0', '']","['80', '']","['146', '']","['386', '']","['92', '']"
7996,r044,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,43,"['9,056', '']","['0', '']","['0', '']","['7,866', '']","['0', '']","['0', '']","['0', '']","['43', '']","['909', '']","['238', '']","['0', '']"
7996,r045,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,44,"['8,232', '']","['0', '']","['432', '']","['7,603', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['197', '']","['0', '']"
7996,r046,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,45,"['7,980', '']","['0', '']","['404', '']","['7,573', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3', '']"
7996,r047,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,46,"['7,977', '']","['0', '']","['25', '']","['7,355', '']","['0', '']","['0', '']","['0', '']","['112', '']","['212', '']","['261', '']","['12', '']"
7996,r048,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,47,"['7,815', '']","['0', '']","['540', '']","['7,170', '']","['0', '']","['0', '']","['0', '']","['11', '']","['0', '']","['94', '']","['0', '']"
7996,r049,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,48,"['7,605', '']","['0', '']","['163', '']","['6,813', '']","['17', '']","['57', '']","['0', '']","['312', '']","['0', '']","['243', '']","['0', '']"
7996,r050,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,49,"['7,540', '']","['0', '']","['57', '']","['6,368', '']","['0', '']","['15', '']","['202', '']","['270', '']","['0', '']","['625', '']","['3', '']"
7996,r051,All institutions -> Alcorn State U.,All institutions,Alcorn State U.,2,50,"['7,158', '']","['0', '']","['0', '']","['3,626', '']","['0', '']","['0', '']","['0', '']","['3,532', '']","['0', '']","['0', '']","['0', '']"
7996,r052,All institutions -> Clemson U.,All institutions,Clemson U.,2,51,"['6,387', '']","['687', '']","['0', '']","['3,239', '']","['0', '']","['0', '']","['0', '']","['488', '']","['0', '']","['140', '']","['1,833', '']"
7996,r053,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,52,"['6,119', '']","['105', '']","['338', '']","['4,285', '']","['0', '']","['52', '']","['0', '']","['1,083', '']","['0', '']","['256', '']","['0', '']"
7996,r054,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,53,"['5,986', '']","['0', '']","['43', '']","['3,072', '']","['0', '']","['1,135', '']","['0', '']","['0', '']","['0', '']","['774', '']","['962', '']"
7996,r055,All institutions -> North Carolina Agricultural and Technical State U.,All institutions,North Carolina Agricultural and Technical State U.,2,54,"['5,837', '']","['0', '']","['0', '']","['5,806', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['31', '']","['0', '']"
7996,r056,All institutions -> Tuskegee U.,All institutions,Tuskegee U.,2,55,"['5,460', '']","['0', '']","['0', '']","['5,220', '']","['0', '']","['0', '']","['0', '']","['240', '']","['0', '']","['0', '']","['0', '']"
7996,r057,"All institutions -> Lincoln U., Jefferson City",All institutions,"Lincoln U., Jefferson City",2,56,"['5,330', '']","['0', '']","['37', '']","['5,272', '']","['0', '']","['0', '']","['0', '']","['21', '']","['0', '']","['0', '']","['0', '']"
7996,r058,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,57,"['5,251', '']","['0', '']","['0', '']","['3,965', '']","['0', '']","['0', '']","['40', '']","['1,148', '']","['0', '']","['98', '']","['0', '']"
7996,r059,All institutions -> Prairie View A&M U.,All institutions,Prairie View A&M U.,2,58,"['5,141', '']","['0', '']","['0', '']","['4,915', '']","['0', '']","['0', '']","['0', '']","['17', '']","['0', '']","['209', '']","['0', '']"
7996,r060,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,59,"['5,129', '']","['0', '']","['2,754', '']","['1,695', '']","['0', '']","['0', '']","['0', '']","['564', '']","['116', '']","['0', '']","['0', '']"
7996,r061,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,60,"['5,006', '']","['90', '']","['52', '']","['4,071', '']","['0', '']","['0', '']","['0', '']","['762', '']","['0', '']","['0', '']","['31', '']"
7996,r062,All institutions -> U. Delaware,All institutions,U. Delaware,2,61,"['4,394', '']","['0', '']","['105', '']","['3,926', '']","['0', '']","['0', '']","['0', '']","['363', '']","['0', '']","['0', '']","['0', '']"
7996,r063,All institutions -> U. of the Virgin Islands,All institutions,U. of the Virgin Islands,2,62,"['4,251', '']","['0', '']","['0', '']","['4,251', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7996,r064,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,63,"['4,199', '']","['0', '']","['74', '']","['3,934', '']","['0', '']","['0', '']","['0', '']","['49', '']","['56', '']","['86', '']","['0', '']"
7996,r065,All institutions -> Tarleton State U.,All institutions,Tarleton State U.,2,64,"['4,186', '']","['0', '']","['414', '']","['3,772', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7996,r066,All institutions -> Fort Valley State U.,All institutions,Fort Valley State U.,2,65,"['3,976', '']","['0', '']","['0', '']","['3,976', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7996,r067,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,66,"['3,679', '']","['0', '']","['0', '']","['109', '']","['0', '']","['2', '']","['0', '']","['2,006', '']","['0', '']","['5', '']","['1,557', '']"
7996,r068,All institutions -> Texas A&M U.-Kingsville,All institutions,Texas A&M U.-Kingsville,2,67,"['3,631', '']","['0', '']","['0', '']","['3,528', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['103', '']","['0', '']"
7996,r069,All institutions -> Central State U.,All institutions,Central State U.,2,68,"['3,549', '']","['0', '']","['102', '']","['3,447', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7996,r070,All institutions -> U. Guam,All institutions,U. Guam,2,69,"['3,536', '']","['0', '']","['12', '']","['3,446', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['78', '']"
7996,r071,"All institutions -> U. Maryland, Eastern Shore",All institutions,"U. Maryland, Eastern Shore",2,70,"['3,516', '']","['0', '']","['0', '']","['3,407', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['109', '']","['0', '']"
7996,r072,All institutions -> Kentucky State U.,All institutions,Kentucky State U.,2,71,"['3,506', '']","['0', '']","['0', '']","['3,506', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7996,r073,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,72,"['3,468', '']","['0', '']","['0', '']","['2,488', '']","['0', '']","['0', '']","['0', '']","['0', '']","['386', '']","['536', '']","['58', '']"
7996,r074,"All institutions -> Southern U. and A&M C., Agricultural Research and Extension Center",All institutions,"Southern U. and A&M C., Agricultural Research and Extension Center",2,73,"['3,448', '']","['0', '']","['0', '']","['3,448', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7996,r075,All institutions -> West Virginia State U.,All institutions,West Virginia State U.,2,74,"['3,295', '']","['2', '']","['0', '']","['3,293', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7996,r076,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,75,"['3,142', '']","['0', '']","['0', '']","['3,142', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7996,r077,All institutions -> Virginia State U.,All institutions,Virginia State U.,2,76,"['3,092', '']","['0', '']","['8', '']","['3,084', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7996,r078,"All institutions -> U. Arkansas, Pine Bluff",All institutions,"U. Arkansas, Pine Bluff",2,77,"['2,861', '']","['0', '']","['0', '']","['2,861', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7996,r079,All institutions -> Delaware State U.,All institutions,Delaware State U.,2,78,"['2,791', '']","['0', '']","['164', '']","['2,538', '']","['0', '']","['0', '']","['0', '']","['89', '']","['0', '']","['0', '']","['0', '']"
7996,r080,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,79,"['2,659', '']","['0', '']","['2', '']","['2,500', '']","['0', '']","['0', '']","['0', '']","['11', '']","['0', '']","['0', '']","['146', '']"
7996,r081,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,80,"['2,554', '']","['0', '']","['124', '']","['2,078', '']","['0', '']","['87', '']","['0', '']","['2', '']","['0', '']","['6', '']","['257', '']"
7996,r082,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,81,"['2,351', '']","['0', '']","['0', '']","['2,035', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['316', '']","['0', '']"
7996,r083,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,82,"['2,321', '']","['0', '']","['0', '']","['2,045', '']","['0', '']","['0', '']","['0', '']","['47', '']","['0', '']","['111', '']","['118', '']"
7996,r084,All institutions -> Langston U.,All institutions,Langston U.,2,83,"['2,125', '']","['0', '']","['0', '']","['1,980', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['145', '']"
7996,r085,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,84,"['2,102', '']","['0', '']","['0', '']","['637', '']","['0', '']","['0', '']","['0', '']","['827', '']","['109', '']","['529', '']","['0', '']"
7996,r086,All institutions -> Baylor U.,All institutions,Baylor U.,2,85,"['2,087', '']","['0', '']","['4', '']","['2,056', '']","['0', '']","['0', '']","['0', '']","['27', '']","['0', '']","['0', '']","['0', '']"
7996,r087,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,86,"['2,059', '']","['123', '']","['8', '']","['1,078', '']","['47', '']","['0', '']","['0', '']","['248', '']","['0', '']","['555', '']","['0', '']"
7996,r088,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,87,"['1,997', '']","['0', '']","['1,737', '']","['260', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7996,r089,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,88,"['1,988', '']","['16', '']","['0', '']","['1,732', '']","['0', '']","['0', '']","['0', '']","['221', '']","['0', '']","['11', '']","['8', '']"
7996,r090,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,89,"['1,962', '']","['0', '']","['0', '']","['1,962', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7996,r091,All institutions -> U. of the District of Columbia,All institutions,U. of the District of Columbia,2,90,"['1,833', '']","['0', '']","['0', '']","['1,833', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7996,r092,All institutions -> Western Illinois U.,All institutions,Western Illinois U.,2,91,"['1,831', '']","['0', '']","['0', '']","['1,831', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7996,r093,"All institutions -> SUNY, C. of Environmental Science and Forestry",All institutions,"SUNY, C. of Environmental Science and Forestry",2,92,"['1,630', '']","['0', '']","['120', '']","['1,338', '']","['0', '']","['0', '']","['0', '']","['7', '']","['0', '']","['165', '']","['0', '']"
7996,r094,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,93,"['1,626', '']","['0', '']","['0', '']","['1,626', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7996,r095,All institutions -> U. Texas Rio Grande Valley,All institutions,U. Texas Rio Grande Valley,2,94,"['1,602', '']","['74', '']","['0', '']","['1,336', '']","['0', '']","['0', '']","['0', '']","['0', '']","['63', '']","['0', '']","['129', '']"
7996,r096,All institutions -> Drexel U.,All institutions,Drexel U.,2,95,"['1,581', '']","['0', '']","['0', '']","['1,483', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['98', '']","['0', '']"
7996,r097,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,96,"['1,557', '']","['0', '']","['80', '']","['269', '']","['0', '']","['0', '']","['0', '']","['0', '']","['43', '']","['650', '']","['515', '']"
7996,r098,All institutions -> U.S. Army War C.,All institutions,U.S. Army War C.,2,97,"['1,488', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['1,488', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
7996,r099,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,98,"['1,472', '']","['0', '']","['0', '']","['1,342', '']","['0', '']","['0', '']","['0', '']","['79', '']","['0', '']","['51', '']","['0', '']"
7996,r100,All institutions -> Temple U.,All institutions,Temple U.,2,99,"['1,463', '']","['0', '']","['0', '']","['287', '']","['0', '']","['1,056', '']","['0', '']","['0', '']","['0', '']","['120', '']","['0', '']"
7996,r101,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,100,"['1,436', '']","['0', '']","['22', '']","['64', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['104', '']","['1,246', '']"
7996,r102,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,101,"['1,402', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5', '']","['0', '']","['99', '']","['0', '']","['1,281', '']","['17', '']"
7996,r103,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,102,"['1,317', '']","['0', '']","['34', '']","['243', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,040', '']"
7996,r104,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,103,"['1,306', '']","['0', '']","['820', '']","['364', '']","['0', '']","['0', '']","['0', '']","['75', '']","['0', '']","['0', '']","['47', '']"
7996,r105,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,104,"['1,291', '']","['0', '']","['1,290', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']"
7996,r106,All institutions -> Johns Hopkins U.<sup>b</sup>,All institutions,Johns Hopkins U.<sup>b</sup>,2,105,"['1,284', '']","['2', '']","['303', '']","['512', '']","['0', '']","['6', '']","['0', '']","['0', '']","['0', '']","['461', '']","['0', '']"
7996,r107,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,106,"['1,236', '']","['0', '']","['18', '']","['1,156', '']","['0', '']","['0', '']","['0', '']","['52', '']","['0', '']","['0', '']","['10', '']"
7996,r108,"All institutions -> California Polytechnic State U., San Luis Obispo",All institutions,"California Polytechnic State U., San Luis Obispo",2,107,"['1,224', '']","['0', '']","['0', '']","['841', '']","['0', '']","['0', '']","['0', '']","['375', '']","['0', '']","['0', '']","['8', '']"
7996,r109,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,108,"['1,222', '']","['11', '']","['609', '']","['423', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['179', '']","['0', '']"
7996,r110,"All institutions -> Southern Illinois U., Carbondale",All institutions,"Southern Illinois U., Carbondale",2,109,"['1,073', '']","['0', '']","['0', '']","['767', '']","['0', '']","['0', '']","['0', '']","['0', '']","['306', '']","['0', '']","['0', '']"
7996,r111,All institutions -> U. Toledo,All institutions,U. Toledo,2,110,"['1,066', '']","['0', '']","['142', '']","['906', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['18', '']","['0', '']"
7996,r112,"All institutions -> U. Puerto Rico, Mayaguez",All institutions,"U. Puerto Rico, Mayaguez",2,111,"['1,044', '']","['0', '']","['0', '']","['834', '']","['0', '']","['53', '']","['0', '']","['24', '']","['0', '']","['133', '']","['0', '']"
7996,r113,All institutions -> Florida International U.,All institutions,Florida International U.,2,112,"['1,034', '']","['27', '']","['0', '']","['876', '']","['0', '']","['65', '']","['20', '']","['0', '']","['0', '']","['46', '']","['0', '']"
7996,r114,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,113,"['1,014', '']","['0', '']","['0', '']","['888', '']","['0', '']","['51', '']","['0', '']","['0', '']","['0', '']","['51', '']","['24', '']"
7996,r115,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,114,"['1,009', '']","['753', '']","['0', '']","['256', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
