table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_local_government,field_source_of_funds_institution_funds,field_source_of_funds_business,field_source_of_funds_nonprofit_organizations,field_source_of_funds_all_other_sources
5415,r063,All HHE institutions -> West Texas A&M U.,All HHE institutions,West Texas A&M U.,2,62,"['6,220', '']","['1,542', '']","['2,440', '']","['1,327', '']","['805', '']","['67', '']","['39', '']"
5415,r064,"All HHE institutions -> California State U., Fullerton",All HHE institutions,"California State U., Fullerton",2,63,"['5,929', '']","['4,121', '']","['262', '']","['1,163', '']","['49', '']","['334', '']","['0', '']"
5415,r065,"All HHE institutions -> California State U., Monterey Bay",All HHE institutions,"California State U., Monterey Bay",2,64,"['5,874', '']","['3,889', '']","['1,042', '']","['683', '']","['8', '']","['252', '']","['0', '']"
5415,r066,"All HHE institutions -> CUNY, Graduate Center",All HHE institutions,"CUNY, Graduate Center",2,65,"['4,787', '']","['2,561', '']","['78', '']","['169', '']","['0', '']","['825', '']","['1,154', '']"
5415,r067,"All HHE institutions -> California State U., Chico",All HHE institutions,"California State U., Chico",2,66,"['4,305', '']","['2,520', '']","['747', '']","['491', '']","['16', '']","['148', '']","['383', '']"
5415,r068,"All HHE institutions -> CUNY, Lehman C.",All HHE institutions,"CUNY, Lehman C.",2,67,"['4,154', '']","['3,197', '']","['0', '']","['500', '']","['82', '']","['44', '']","['331', '']"
5415,r069,All HHE institutions -> Texas Woman's U.,All HHE institutions,Texas Woman's U.,2,68,"['4,135', '']","['1,700', '']","['699', '']","['1,058', '']","['59', '']","['619', '']","['0', '']"
5415,r070,All HHE institutions -> U. Central del Caribe,All HHE institutions,U. Central del Caribe,2,69,"['3,931', '']","['2,743', '']","['267', '']","['846', '']","['0', '']","['0', '']","['75', '']"
5415,r071,"All HHE institutions -> CUNY, C. Staten Island",All HHE institutions,"CUNY, C. Staten Island",2,70,"['3,682', '']","['2,295', '']","['603', '']","['483', '']","['2', '']","['84', '']","['215', '']"
5415,r072,"All HHE institutions -> Colorado State U., Pueblo",All HHE institutions,"Colorado State U., Pueblo",2,71,"['3,104', '']","['1,161', '']","['1,791', '']","['152', '']","['0', '']","['0', '']","['0', '']"
5415,r073,All HHE institutions -> Texas A&M International U.,All HHE institutions,Texas A&M International U.,2,72,"['3,067', '']","['986', '']","['707', '']","['647', '']","['63', '']","['637', '']","['27', '']"
5415,r074,All HHE institutions -> U. Houston-Downtown,All HHE institutions,U. Houston-Downtown,2,73,"['2,299', '']","['1,392', '']","['120', '']","['280', '']","['0', '']","['507', '']","['0', '']"
5415,r075,All HHE institutions -> Kean U.,All HHE institutions,Kean U.,2,74,"['2,201', '']","['775', '']","['447', '']","['885', '']","['29', '']","['26', '']","['39', '']"
5415,r076,"All HHE institutions -> CUNY, New York City C. of Technology",All HHE institutions,"CUNY, New York City C. of Technology",2,75,"['2,130', '']","['1,585', '']","['0', '']","['136', '']","['404', '']","['5', '']","['0', '']"
5415,r077,All HHE institutions -> U. Texas of the Permian Basin,All HHE institutions,U. Texas of the Permian Basin,2,76,"['2,105', '']","['757', '']","['32', '']","['562', '']","['0', '']","['754', '']","['0', '']"
5415,r078,All HHE institutions -> Sul Ross State U.,All HHE institutions,Sul Ross State U.,2,77,"['2,068', '']","['481', '']","['126', '']","['119', '']","['25', '']","['785', '']","['532', '']"
5415,r079,"All HHE institutions -> California State U., Dominguez Hills",All HHE institutions,"California State U., Dominguez Hills",2,78,"['2,065', '']","['1,433', '']","['32', '']","['600', '']","['0', '']","['0', '']","['0', '']"
5415,r080,"All HHE institutions -> U. Ana G. Mendez, Gurabo",All HHE institutions,"U. Ana G. Mendez, Gurabo",2,79,"['2,049', '']","['946', '']","['0', '']","['1,103', '']","['0', '']","['0', '']","['0', '']"
5415,r081,All HHE institutions -> Northeastern Illinois U.,All HHE institutions,Northeastern Illinois U.,2,80,"['2,018', '']","['2,018', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5415,r082,"All HHE institutions -> U. Puerto Rico, Cayey",All HHE institutions,"U. Puerto Rico, Cayey",2,81,"['1,974', '']","['1,210', '']","['0', '']","['639', '']","['13', '']","['112', '']","['0', '']"
5415,r083,"All HHE institutions -> California State U., Stanislaus",All HHE institutions,"California State U., Stanislaus",2,82,"['1,843', '']","['1,284', '']","['73', '']","['79', '']","['399', '']","['8', '']","['0', '']"
5415,r084,"All HHE institutions -> CUNY, York C.",All HHE institutions,"CUNY, York C.",2,83,"['1,691', '']","['1,513', '']","['0', '']","['156', '']","['0', '']","['22', '']","['0', '']"
5415,r085,All HHE institutions -> La Sierra U.,All HHE institutions,La Sierra U.,2,84,"['1,647', '']","['618', '']","['0', '']","['531', '']","['0', '']","['498', '']","['0', '']"
5415,r086,All HHE institutions -> Sonoma State U.,All HHE institutions,Sonoma State U.,2,85,"['1,545', '']","['936', '']","['310', '']","['247', '']","['16', '']","['36', '']","['0', '']"
5415,r087,All HHE institutions -> Mills C.,All HHE institutions,Mills C.,2,86,"['1,541', '']","['1,341', '']","['24', '']","['70', '']","['0', '']","['90', '']","['16', '']"
5415,r088,"All HHE institutions -> California State U., Channel Islands",All HHE institutions,"California State U., Channel Islands",2,87,"['1,497', '']","['553', '']","['574', '']","['339', '']","['31', '']","['0', '']","['0', '']"
5415,r089,All HHE institutions -> U. of the Incarnate Word,All HHE institutions,U. of the Incarnate Word,2,88,"['1,469', '']","['869', '']","['130', '']","['155', '']","['42', '']","['268', '']","['5', '']"
5415,r090,"All HHE institutions -> U. Puerto Rico, Humacao",All HHE institutions,"U. Puerto Rico, Humacao",2,89,"['1,456', '']","['1,279', '']","['0', '']","['177', '']","['0', '']","['0', '']","['0', '']"
5415,r091,All HHE institutions -> U. Houston-Clear Lake,All HHE institutions,U. Houston-Clear Lake,2,90,"['1,363', '']","['632', '']","['513', '']","['33', '']","['102', '']","['83', '']","['0', '']"
5415,r092,All HHE institutions -> New Mexico Highlands U.,All HHE institutions,New Mexico Highlands U.,2,91,"['1,090', '']","['1,034', '']","['0', '']","['0', '']","['0', '']","['56', '']","['0', '']"
5415,r093,All HHE institutions -> Polytechnic U. Puerto Rico,All HHE institutions,Polytechnic U. Puerto Rico,2,92,"['813', '']","['813', '']","['0', '']","['NA', '']","['0', '']","['0', '']","['0', '']"
5415,r094,"All HHE institutions -> U. Ana G. Mendez, Carolina",All HHE institutions,"U. Ana G. Mendez, Carolina",2,93,"['647', '']","['520', '']","['0', '']","['127', '']","['0', '']","['0', '']","['0', '']"
5415,r095,All HHE institutions -> California Lutheran U.,All HHE institutions,California Lutheran U.,2,94,"['630', '']","['271', '']","['0', '']","['359', '']","['0', '']","['0', '']","['0', '']"
5415,r096,All HHE institutions -> New Jersey City U.,All HHE institutions,New Jersey City U.,2,95,"['262', '']","['223', '']","['0', '']","['39', '']","['0', '']","['0', '']","['0', '']"
