table_id,row_id,time_period,longer_term_trends_level_1,longer_term_trends_level_2,longer_term_trends_hierarchy_depth,value
6756,r036,"Total R&D, all performers -> Federal government",Most recent years,2016–17,2,2.7
6756,r037,"Total R&D, all performers -> Federal government",Most recent years,2017–18,2,11.0
6756,r038,"Total R&D, all performers -> Federal government",Most recent years,2018–19,2,7.6
6756,r039,"Total R&D, all performers -> Federal government",Most recent years,2019–20a,2,4.6
6756,r040,"Total R&D, all performers -> Federal government -> Federal intramural<sup>a</sup>",Longer-term trends,1990–2000,2,2.1
6756,r041,"Total R&D, all performers -> Federal government -> Federal intramural<sup>a</sup>",Longer-term trends,2000–10,2,5.2
6756,r042,"Total R&D, all performers -> Federal government -> Federal intramural<sup>a</sup>",Longer-term trends,2010–19,2,2.5
6756,r043,"Total R&D, all performers -> Federal government -> Federal intramural<sup>a</sup>",Most recent years,2010–11,2,9.3
6756,r044,"Total R&D, all performers -> Federal government -> Federal intramural<sup>a</sup>",Most recent years,2011–12,2,-2.7
6756,r045,"Total R&D, all performers -> Federal government -> Federal intramural<sup>a</sup>",Most recent years,2012–13,2,-1.8
6756,r046,"Total R&D, all performers -> Federal government -> Federal intramural<sup>a</sup>",Most recent years,2013–14,2,4.1
6756,r047,"Total R&D, all performers -> Federal government -> Federal intramural<sup>a</sup>",Most recent years,2014–15,2,-1.7
6756,r048,"Total R&D, all performers -> Federal government -> Federal intramural<sup>a</sup>",Most recent years,2015–16,2,-7.1
6756,r049,"Total R&D, all performers -> Federal government -> Federal intramural<sup>a</sup>",Most recent years,2016–17,2,1.5
6756,r050,"Total R&D, all performers -> Federal government -> Federal intramural<sup>a</sup>",Most recent years,2017–18,2,14.2
6756,r051,"Total R&D, all performers -> Federal government -> Federal intramural<sup>a</sup>",Most recent years,2018–19,2,8.4
6756,r052,"Total R&D, all performers -> Federal government -> Federal intramural<sup>a</sup>",Most recent years,2019–20a,2,5.2
6756,r053,"Total R&D, all performers -> Federal government -> FFRDCs",Longer-term trends,1990–2000,2,1.7
6756,r054,"Total R&D, all performers -> Federal government -> FFRDCs",Longer-term trends,2000–10,2,7.3
6756,r055,"Total R&D, all performers -> Federal government -> FFRDCs",Longer-term trends,2010–19,2,2.2
6756,r056,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2010–11,2,-1.4
6756,r057,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2011–12,2,-2.4
6756,r058,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2012–13,2,-2.5
6756,r059,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2013–14,2,1.3
6756,r060,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2014–15,2,4.2
6756,r061,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2015–16,2,4.2
6756,r062,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2016–17,2,4.6
6756,r063,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2017–18,2,6.1
6756,r064,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2018–19,2,6.3
6756,r065,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2019–20a,2,3.6
6756,r066,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Longer-term trends,1990–2000,2,NA
6756,r067,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Longer-term trends,2000–10,2,NA
6756,r068,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Longer-term trends,2010–19,2,-0.3
6756,r069,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2010–11,2,0.4
6756,r070,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2011–12,2,-4.2
6756,r071,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2012–13,2,-6.8
6756,r072,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2013–14,2,-5.9
6756,r073,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2014–15,2,2.0
6756,r074,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2015–16,2,4.3
6756,r075,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2016–17,2,1.9
6756,r076,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2017–18,2,1.7
6756,r077,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2018–19,2,5.0
6756,r078,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2019–20a,2,3.1
6756,r079,"Total R&D, all performers -> Higher education",Longer-term trends,1990–2000,2,5.9
6756,r080,"Total R&D, all performers -> Higher education",Longer-term trends,2000–10,2,6.9
6756,r081,"Total R&D, all performers -> Higher education",Longer-term trends,2010–19,2,3.4
6756,r082,"Total R&D, all performers -> Higher education",Most recent years,2010–11,2,3.4
6756,r083,"Total R&D, all performers -> Higher education",Most recent years,2011–12,2,1.3
6756,r084,"Total R&D, all performers -> Higher education",Most recent years,2012–13,2,1.1
6756,r085,"Total R&D, all performers -> Higher education",Most recent years,2013–14,2,1.3
6756,r086,"Total R&D, all performers -> Higher education",Most recent years,2014–15,2,3.7
6756,r087,"Total R&D, all performers -> Higher education",Most recent years,2015–16,2,4.9
6756,r088,"Total R&D, all performers -> Higher education",Most recent years,2016–17,2,4.9
6756,r089,"Total R&D, all performers -> Higher education",Most recent years,2017–18,2,5.3
6756,r090,"Total R&D, all performers -> Higher education",Most recent years,2018–19,2,4.4
6756,r091,"Total R&D, all performers -> Higher education",Most recent years,2019–20a,2,3.8
6756,r092,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Longer-term trends,1990–2000,2,8.8
6756,r093,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Longer-term trends,2000–10,2,6.6
6756,r094,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Longer-term trends,2010–19,2,4.6
6756,r095,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2010–11,2,-1.3
6756,r096,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2011–12,2,-0.3
6756,r097,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2012–13,2,4.1
6756,r098,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2013–14,2,6.1
6756,r099,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2014–15,2,5.0
6756,r100,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2015–16,2,9.6
6756,r101,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2016–17,2,6.0
6756,r102,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2017–18,2,6.0
6756,r103,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2018–19,2,6.7
6756,r104,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2019–20a,2,5.5
6756,r105,Gross domestic product,Longer-term trends,1990–2000,2,5.6
6756,r106,Gross domestic product,Longer-term trends,2000–10,2,3.9
6756,r107,Gross domestic product,Longer-term trends,2010–19,2,4.0
6756,r108,Gross domestic product,Most recent years,2010–11,2,3.7
6756,r109,Gross domestic product,Most recent years,2011–12,2,4.2
6756,r110,Gross domestic product,Most recent years,2012–13,2,3.6
6756,r111,Gross domestic product,Most recent years,2013–14,2,4.2
6756,r112,Gross domestic product,Most recent years,2014–15,2,3.7
6756,r113,Gross domestic product,Most recent years,2015–16,2,2.7
6756,r114,Gross domestic product,Most recent years,2016–17,2,4.2
6756,r115,Gross domestic product,Most recent years,2017–18,2,5.4
6756,r116,Gross domestic product,Most recent years,2018–19,2,4.1
6756,r117,Gross domestic product,Most recent years,2019–20a,2,-2.2
6756,r118,"Total R&D, all performers",Longer-term trends,1990–2000,2,3.7
6756,r119,"Total R&D, all performers",Longer-term trends,2000–10,2,2.1
6756,r120,"Total R&D, all performers",Longer-term trends,2010–19,2,3.8
6756,r121,"Total R&D, all performers",Most recent years,2010–11,2,2.7
6756,r122,"Total R&D, all performers",Most recent years,2011–12,2,-0.1
6756,r123,"Total R&D, all performers",Most recent years,2012–13,2,2.9
6756,r124,"Total R&D, all performers",Most recent years,2013–14,2,2.9
6756,r125,"Total R&D, all performers",Most recent years,2014–15,2,2.9
6756,r126,"Total R&D, all performers",Most recent years,2015–16,2,4.5
6756,r127,"Total R&D, all performers",Most recent years,2016–17,2,4.2
6756,r128,"Total R&D, all performers",Most recent years,2017–18,2,6.6
6756,r129,"Total R&D, all performers",Most recent years,2018–19,2,8.3
6756,r130,"Total R&D, all performers",Most recent years,2019–20a,2,4.9
6756,r131,"Total R&D, all performers -> Business",Longer-term trends,1990–2000,2,4.3
6756,r132,"Total R&D, all performers -> Business",Longer-term trends,2000–10,2,1.2
6756,r133,"Total R&D, all performers -> Business",Longer-term trends,2010–19,2,4.8
6756,r134,"Total R&D, all performers -> Business",Most recent years,2010–11,2,3.3
6756,r135,"Total R&D, all performers -> Business",Most recent years,2011–12,2,0.9
6756,r136,"Total R&D, all performers -> Business",Most recent years,2012–13,2,4.9
6756,r137,"Total R&D, all performers -> Business",Most recent years,2013–14,2,3.7
6756,r138,"Total R&D, all performers -> Business",Most recent years,2014–15,2,3.4
6756,r139,"Total R&D, all performers -> Business",Most recent years,2015–16,2,5.6
6756,r140,"Total R&D, all performers -> Business",Most recent years,2016–17,2,4.9
6756,r141,"Total R&D, all performers -> Business",Most recent years,2017–18,2,7.2
6756,r142,"Total R&D, all performers -> Business",Most recent years,2018–19,2,9.8
6756,r143,"Total R&D, all performers -> Business",Most recent years,2019–20a,2,5.5
6756,r144,"Total R&D, all performers -> Federal government",Longer-term trends,1990–2000,2,-0.1
6756,r145,"Total R&D, all performers -> Federal government",Longer-term trends,2000–10,2,3.8
6756,r146,"Total R&D, all performers -> Federal government",Longer-term trends,2010–19,2,0.6
6756,r147,"Total R&D, all performers -> Federal government",Most recent years,2010–11,2,3.2
6756,r148,"Total R&D, all performers -> Federal government",Most recent years,2011–12,2,-4.4
6756,r149,"Total R&D, all performers -> Federal government",Most recent years,2012–13,2,-3.7
6756,r150,"Total R&D, all performers -> Federal government",Most recent years,2013–14,2,1.2
6756,r151,"Total R&D, all performers -> Federal government",Most recent years,2014–15,2,-0.7
6756,r152,"Total R&D, all performers -> Federal government",Most recent years,2015–16,2,-4.1
6756,r153,"Total R&D, all performers -> Federal government",Most recent years,2016–17,2,0.8
6756,r154,"Total R&D, all performers -> Federal government",Most recent years,2017–18,2,8.5
6756,r155,"Total R&D, all performers -> Federal government",Most recent years,2018–19,2,5.7
6756,r156,"Total R&D, all performers -> Federal government",Most recent years,2019–20a,2,3.3
6756,r157,"Total R&D, all performers -> Federal government -> Federal intramural<sup>a</sup>",Longer-term trends,1990–2000,2,0.0
6756,r158,"Total R&D, all performers -> Federal government -> Federal intramural<sup>a</sup>",Longer-term trends,2000–10,2,3.0
6756,r159,"Total R&D, all performers -> Federal government -> Federal intramural<sup>a</sup>",Longer-term trends,2010–19,2,0.7
6756,r160,"Total R&D, all performers -> Federal government -> Federal intramural<sup>a</sup>",Most recent years,2010–11,2,7.1
6756,r161,"Total R&D, all performers -> Federal government -> Federal intramural<sup>a</sup>",Most recent years,2011–12,2,-4.5
6756,r162,"Total R&D, all performers -> Federal government -> Federal intramural<sup>a</sup>",Most recent years,2012–13,2,-3.5
6756,r163,"Total R&D, all performers -> Federal government -> Federal intramural<sup>a</sup>",Most recent years,2013–14,2,2.2
6756,r164,"Total R&D, all performers -> Federal government -> Federal intramural<sup>a</sup>",Most recent years,2014–15,2,-2.7
6756,r165,"Total R&D, all performers -> Federal government -> Federal intramural<sup>a</sup>",Most recent years,2015–16,2,-8.0
6756,r166,"Total R&D, all performers -> Federal government -> Federal intramural<sup>a</sup>",Most recent years,2016–17,2,-0.4
6756,r167,"Total R&D, all performers -> Federal government -> Federal intramural<sup>a</sup>",Most recent years,2017–18,2,11.5
6756,r168,"Total R&D, all performers -> Federal government -> Federal intramural<sup>a</sup>",Most recent years,2018–19,2,6.5
6756,r169,"Total R&D, all performers -> Federal government -> Federal intramural<sup>a</sup>",Most recent years,2019–20a,2,3.9
6756,r170,"Total R&D, all performers -> Federal government -> FFRDCs",Longer-term trends,1990–2000,2,-0.4
6756,r171,"Total R&D, all performers -> Federal government -> FFRDCs",Longer-term trends,2000–10,2,5.1
6756,r172,"Total R&D, all performers -> Federal government -> FFRDCs",Longer-term trends,2010–19,2,0.5
6756,r173,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2010–11,2,-3.4
6756,r174,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2011–12,2,-4.2
6756,r175,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2012–13,2,-4.1
6756,r176,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2013–14,2,-0.6
6756,r177,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2014–15,2,3.1
6756,r178,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2015–16,2,3.1
6756,r179,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2016–17,2,2.7
6756,r180,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2017–18,2,3.6
6756,r181,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2018–19,2,4.5
6756,r182,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2019–20a,2,2.3
6756,r183,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Longer-term trends,1990–2000,2,NA
6756,r184,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Longer-term trends,2000–10,2,NA
6756,r185,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Longer-term trends,2010–19,2,-2.0
6756,r186,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2010–11,2,-1.7
6756,r187,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2011–12,2,-5.9
6756,r188,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2012–13,2,-8.4
6756,r189,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2013–14,2,-7.6
6756,r190,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2014–15,2,0.9
6756,r191,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2015–16,2,3.3
6756,r192,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2016–17,2,0.0
6756,r193,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2017–18,2,-0.7
6756,r194,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2018–19,2,3.2
6756,r195,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2019–20a,2,1.9
6756,r196,"Total R&D, all performers -> Higher education",Longer-term trends,1990–2000,2,3.7
6756,r197,"Total R&D, all performers -> Higher education",Longer-term trends,2000–10,2,4.6
6756,r198,"Total R&D, all performers -> Higher education",Longer-term trends,2010–19,2,1.6
6756,r199,"Total R&D, all performers -> Higher education",Most recent years,2010–11,2,1.3
6756,r200,"Total R&D, all performers -> Higher education",Most recent years,2011–12,2,-0.5
6756,r201,"Total R&D, all performers -> Higher education",Most recent years,2012–13,2,-0.7
6756,r202,"Total R&D, all performers -> Higher education",Most recent years,2013–14,2,-0.6
6756,r203,"Total R&D, all performers -> Higher education",Most recent years,2014–15,2,2.6
6756,r204,"Total R&D, all performers -> Higher education",Most recent years,2015–16,2,3.8
6756,r205,"Total R&D, all performers -> Higher education",Most recent years,2016–17,2,2.9
6756,r206,"Total R&D, all performers -> Higher education",Most recent years,2017–18,2,2.9
6756,r207,"Total R&D, all performers -> Higher education",Most recent years,2018–19,2,2.5
6756,r208,"Total R&D, all performers -> Higher education",Most recent years,2019–20a,2,2.5
6756,r209,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Longer-term trends,1990–2000,2,6.6
6756,r210,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Longer-term trends,2000–10,2,4.4
6756,r211,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Longer-term trends,2010–19,2,2.8
6756,r212,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2010–11,2,-3.3
6756,r213,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2011–12,2,-2.1
6756,r214,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2012–13,2,2.3
6756,r215,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2013–14,2,4.2
6756,r216,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2014–15,2,4.0
6756,r217,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2015–16,2,8.5
6756,r218,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2016–17,2,4.0
6756,r219,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2017–18,2,3.5
6756,r220,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2018–19,2,4.8
6756,r221,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Most recent years,2019–20a,2,4.2
6756,r222,Gross domestic product,Longer-term trends,1990–2000,2,3.4
6756,r223,Gross domestic product,Longer-term trends,2000–10,2,1.8
6756,r224,Gross domestic product,Longer-term trends,2010–19,2,2.2
6756,r225,Gross domestic product,Most recent years,2010–11,2,1.5
6756,r226,Gross domestic product,Most recent years,2011–12,2,2.3
6756,r227,Gross domestic product,Most recent years,2012–13,2,1.8
6756,r228,Gross domestic product,Most recent years,2013–14,2,2.3
6756,r229,Gross domestic product,Most recent years,2014–15,2,2.7
6756,r230,Gross domestic product,Most recent years,2015–16,2,1.7
6756,r231,Gross domestic product,Most recent years,2016–17,2,2.3
6756,r232,Gross domestic product,Most recent years,2017–18,2,2.9
6756,r233,Gross domestic product,Most recent years,2018–19,2,2.3
6756,r234,Gross domestic product,Most recent years,2019–20a,2,-3.4
