table_id,row_id,state_or_territory_control_and_institution_full_path,state_or_territory_control_and_institution_level_1,state_or_territory_control_and_institution_level_2,state_or_territory_control_and_institution_level_3,state_or_territory_control_and_institution_hierarchy_depth,field_all_fields,field_agricultural_sciences,field_biological_and_biomedical_sciences,field_computer_and_information_sciences,field_engineering,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_health_sciences,field_mathematics_and_statistics,field_natural_resources_and_conservation,field_physical_sciences,field_psychology,field_social_sciences,field_other
3037,r033,California -> Public,California,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r034,"California -> Public -> California Polytechnic State U., San Luis Obispo",California,Public,"California Polytechnic State U., San Luis Obispo",3,"['922', '']","['922', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r035,"California -> Public -> California State Polytechnic U., Pomona",California,Public,"California State Polytechnic U., Pomona",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r036,"California -> Public -> California State U., Bakersfield",California,Public,"California State U., Bakersfield",3,"['643', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['643', '']","['0', '']","['0', '']","['0', '']"
3037,r037,"California -> Public -> California State U., Channel Islands",California,Public,"California State U., Channel Islands",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r038,"California -> Public -> California State U., Chico",California,Public,"California State U., Chico",3,"['500', '']","['0', '']","['0', '']","['0', '']","['500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r039,"California -> Public -> California State U., Dominguez Hills",California,Public,"California State U., Dominguez Hills",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r040,"California -> Public -> California State U., Fresno",California,Public,"California State U., Fresno",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r041,"California -> Public -> California State U., Fullerton",California,Public,"California State U., Fullerton",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r042,"California -> Public -> California State U., Long Beach",California,Public,"California State U., Long Beach",3,"['14,061', '']","['0', '']","['9,099', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,962', '']","['0', '']","['0', '']"
3037,r043,"California -> Public -> California State U., Los Angeles",California,Public,"California State U., Los Angeles",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r044,"California -> Public -> California State U., Maritime Academy",California,Public,"California State U., Maritime Academy",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r045,"California -> Public -> California State U., Monterey Bay",California,Public,"California State U., Monterey Bay",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r046,"California -> Public -> California State U., Northridge",California,Public,"California State U., Northridge",3,"['1,345', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,345', '']","['0', '']","['0', '']","['0', '']"
3037,r047,"California -> Public -> California State U., Sacramento",California,Public,"California State U., Sacramento",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r048,"California -> Public -> California State U., San Bernardino",California,Public,"California State U., San Bernardino",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r049,"California -> Public -> California State U., San Marcos",California,Public,"California State U., San Marcos",3,"['250', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['250', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r050,"California -> Public -> California State U., Stanislaus",California,Public,"California State U., Stanislaus",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r051,California -> Public -> Humboldt State U.,California,Public,Humboldt State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r052,California -> Public -> San Diego State U.,California,Public,San Diego State U.,3,"['1,050', '']","['0', '']","['0', '']","['0', '']","['1,050', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r053,California -> Public -> San Francisco State U.,California,Public,San Francisco State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r054,California -> Public -> San Jose State U.,California,Public,San Jose State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r055,"California -> Public -> U. California, Berkeley",California,Public,"U. California, Berkeley",3,"['44,000', '']","['0', '']","['5,500', '']","['0', '']","['1,000', '']","['300', '']","['3,000', '']","['0', '']","['23,900', '']","['8,000', '']","['0', '']","['300', '']","['2,000', '']"
3037,r056,"California -> Public -> U. California, Davis",California,Public,"U. California, Davis",3,"['68,454', '']","['0', '']","['39,476', '']","['0', '']","['921', '']","['0', '']","['4,229', '']","['0', '']","['0', '']","['23,828', '']","['0', '']","['0', '']","['0', '']"
3037,r057,"California -> Public -> U. California, Irvine",California,Public,"U. California, Irvine",3,"['23,703', '']","['0', '']","['2,427', '']","['0', '']","['14,120', '']","['0', '']","['4,899', '']","['0', '']","['0', '']","['623', '']","['0', '']","['1,634', '']","['0', '']"
3037,r058,"California -> Public -> U. California, Los Angeles",California,Public,"U. California, Los Angeles",3,"['14,998', '']","['0', '']","['1,631', '']","['0', '']","['1,621', '']","['545', '']","['9,480', '']","['0', '']","['0', '']","['685', '']","['0', '']","['0', '']","['1,037', '']"
3037,r059,"California -> Public -> U. California, Merced",California,Public,"U. California, Merced",3,"['8,974', '']","['0', '']","['2,870', '']","['808', '']","['1,617', '']","['2,870', '']","['0', '']","['0', '']","['0', '']","['808', '']","['0', '']","['0', '']","['0', '']"
3037,r060,"California -> Public -> U. California, Riverside",California,Public,"U. California, Riverside",3,"['114,678', '']","['2,240', '']","['3,788', '']","['0', '']","['1,720', '']","['64,778', '']","['12,340', '']","['299', '']","['0', '']","['29,513', '']","['0', '']","['0', '']","['0', '']"
3037,r061,"California -> Public -> U. California, San Diego",California,Public,"U. California, San Diego",3,"['158,364', '']","['0', '']","['27,415', '']","['0', '']","['1,652', '']","['52,397', '']","['61,561', '']","['1,010', '']","['0', '']","['13,510', '']","['0', '']","['0', '']","['820', '']"
3037,r062,"California -> Public -> U. California, San Francisco",California,Public,"U. California, San Francisco",3,"['162,600', '']","['0', '']","['54,200', '']","['0', '']","['0', '']","['0', '']","['108,400', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r063,"California -> Public -> U. California, Santa Barbara",California,Public,"U. California, Santa Barbara",3,"['16,700', '']","['0', '']","['4,337', '']","['504', '']","['1,433', '']","['2,363', '']","['0', '']","['0', '']","['0', '']","['4,173', '']","['616', '']","['3,274', '']","['0', '']"
3037,r064,"California -> Public -> U. California, Santa Cruz",California,Public,"U. California, Santa Cruz",3,"['2,698', '']","['0', '']","['0', '']","['0', '']","['361', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,581', '']","['0', '']","['757', '']","['0', '']"
3037,r065,California -> Private,California,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r066,California -> Private -> Azusa Pacific U.,California,Private,Azusa Pacific U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r067,California -> Private -> Biola U.,California,Private,Biola U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r068,California -> Private -> California Institute of Technology,California,Private,California Institute of Technology,3,"['34,617', '']","['0', '']","['12,905', '']","['0', '']","['7,159', '']","['4,753', '']","['0', '']","['0', '']","['0', '']","['9,800', '']","['0', '']","['0', '']","['0', '']"
3037,r069,California -> Private -> Chapman U.,California,Private,Chapman U.,3,"['7,280', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,380', '']","['5,900', '']","['0', '']"
3037,r070,California -> Private -> Charles R. Drew U. of Medicine and Science,California,Private,Charles R. Drew U. of Medicine and Science,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r071,California -> Private -> Claremont Graduate U.,California,Private,Claremont Graduate U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r072,California -> Private -> Claremont McKenna C.,California,Private,Claremont McKenna C.,3,"['1,750', '']","['0', '']","['850', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['900', '']","['0', '']","['0', '']","['0', '']"
3037,r073,California -> Private -> Harvey Mudd C.,California,Private,Harvey Mudd C.,3,"['314', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['314', '']","['0', '']","['0', '']","['0', '']"
3037,r074,California -> Private -> Keck Graduate Institute,California,Private,Keck Graduate Institute,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r075,California -> Private -> Loma Linda U.,California,Private,Loma Linda U.,3,"['3,344', '']","['0', '']","['605', '']","['0', '']","['0', '']","['0', '']","['2,739', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r076,California -> Private -> Loyola Marymount U.,California,Private,Loyola Marymount U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r077,California -> Private -> Marshall B. Ketchum U.,California,Private,Marshall B. Ketchum U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r078,California -> Private -> Occidental C.,California,Private,Occidental C.,3,"['14,415', '']","['0', '']","['13,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['387', '']","['0', '']","['778', '']","['0', '']","['250', '']","['0', '']"
3037,r079,California -> Private -> Pomona C.,California,Private,Pomona C.,3,"['600', '']","['0', '']","['0', '']","['300', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['300', '']","['0', '']","['0', '']"
3037,r080,California -> Private -> Scripps Research Institute,California,Private,Scripps Research Institute,3,"['25,173', '']","['0', '']","['25,173', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r081,California -> Private -> Stanford U.,California,Private,Stanford U.,3,"['7,862', '']","['0', '']","['574', '']","['0', '']","['0', '']","['401', '']","['1,728', '']","['0', '']","['0', '']","['5,159', '']","['0', '']","['0', '']","['0', '']"
3037,r082,California -> Private -> Touro U.,California,Private,Touro U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r083,California -> Private -> U. of the Pacific,California,Private,U. of the Pacific,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r084,California -> Private -> U. San Diego,California,Private,U. San Diego,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r085,California -> Private -> U. San Francisco,California,Private,U. San Francisco,3,"['5,000', '']","['0', '']","['0', '']","['0', '']","['5,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r086,California -> Private -> U. Southern California,California,Private,U. Southern California,3,"['71,880', '']","['0', '']","['27,911', '']","['5,054', '']","['21,109', '']","['6,259', '']","['4,990', '']","['0', '']","['0', '']","['4,670', '']","['0', '']","['1,888', '']","['0', '']"
3037,r087,California -> Private -> Western U. of Health Sciences,California,Private,Western U. of Health Sciences,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r088,Colorado,Colorado,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r089,Colorado -> Public,Colorado,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r090,Colorado -> Public -> Colorado School of Mines,Colorado,Public,Colorado School of Mines,3,"['872', '']","['0', '']","['307', '']","['0', '']","['565', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r091,"Colorado -> Public -> Colorado State U., Fort Collins",Colorado,Public,"Colorado State U., Fort Collins",3,"['3,498', '']","['0', '']","['2,339', '']","['0', '']","['270', '']","['0', '']","['0', '']","['0', '']","['0', '']","['580', '']","['0', '']","['0', '']","['310', '']"
3037,r092,Colorado -> Public -> Fort Lewis C.,Colorado,Public,Fort Lewis C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r093,Colorado -> Public -> U. Colorado Boulder,Colorado,Public,U. Colorado Boulder,3,"['13,492', '']","['0', '']","['797', '']","['0', '']","['5,163', '']","['5,541', '']","['0', '']","['0', '']","['316', '']","['1,037', '']","['638', '']","['0', '']","['0', '']"
3037,r094,Colorado -> Public -> U. Colorado Colorado Springs,Colorado,Public,U. Colorado Colorado Springs,3,"['1,471', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['478', '']","['0', '']","['0', '']","['993', '']","['0', '']","['0', '']","['0', '']"
3037,r095,Colorado -> Public -> U. Colorado Denver and Anschutz Medical Campus,Colorado,Public,U. Colorado Denver and Anschutz Medical Campus,3,"['6,249', '']","['0', '']","['459', '']","['0', '']","['0', '']","['0', '']","['5,790', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r096,Colorado -> Public -> U. Northern Colorado,Colorado,Public,U. Northern Colorado,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r097,Colorado -> Private,Colorado,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r098,Colorado -> Private -> Colorado C.,Colorado,Private,Colorado C.,3,"['280', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['280', '']","['0', '']","['0', '']","['0', '']"
3037,r099,Colorado -> Private -> U. Denver,Colorado,Private,U. Denver,3,"['394', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['394', '']","['0', '']","['0', '']","['0', '']"
3037,r100,Connecticut,Connecticut,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r101,Connecticut -> Public,Connecticut,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r102,Connecticut -> Public -> Central Connecticut State U.,Connecticut,Public,Central Connecticut State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r103,Connecticut -> Public -> Southern Connecticut State U.,Connecticut,Public,Southern Connecticut State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r104,Connecticut -> Public -> U. Connecticut,Connecticut,Public,U. Connecticut,3,"['73,762', '']","['0', '']","['51,976', '']","['0', '']","['324', '']","['2,689', '']","['0', '']","['0', '']","['0', '']","['18,773', '']","['0', '']","['0', '']","['0', '']"
3037,r105,Connecticut -> Private,Connecticut,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3037,r106,Connecticut -> Private -> Connecticut C.,Connecticut,Private,Connecticut C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r107,"Connecticut -> Private -> Trinity C., Hartford",Connecticut,Private,"Trinity C., Hartford",3,"['400', '']","['0', '']","['0', '']","['400', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3037,r108,Connecticut -> Private -> U. New Haven,Connecticut,Private,U. New Haven,3,"['9,672', '']","['0', '']","['3,004', '']","['2,361', '']","['1,777', '']","['0', '']","['266', '']","['0', '']","['0', '']","['2,265', '']","['0', '']","['0', '']","['0', '']"
3037,r109,Connecticut -> Private -> Wesleyan U.,Connecticut,Private,Wesleyan U.,3,"['2,201', '']","['0', '']","['999', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['920', '']","['282', '']","['0', '']","['0', '']"
3037,r110,Connecticut -> Private -> Yale U.,Connecticut,Private,Yale U.,3,"['114,062', '']","['0', '']","['50,069', '']","['0', '']","['8,146', '']","['881', '']","['39,703', '']","['0', '']","['3,259', '']","['9,009', '']","['2,694', '']","['301', '']","['0', '']"
3037,r111,Delaware,Delaware,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
