table_id,row_id,characteristic_full_path,characteristic_level_1,characteristic_level_2,characteristic_level_3,characteristic_level_4,characteristic_level_5,characteristic_level_6,characteristic_hierarchy_depth,field_all_fields,field_life_sciencesa,field_physical_sciences_and_earth_sciences,field_mathematics_and_computer_sciences,field_psychology_and_social_sciences,field_engineering,field_education,field_humanities_and_arts,field_otherb
999,r011,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Academe,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Academe,,,4,48.2,42.6,25.7,33.3,58.3,17.1,61.6,76.7,80.3
999,r012,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Government,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Government,,,4,7.7,10.6,8.9,4.3,11.9,8.9,4.1,2.7,5.1
999,r013,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Industry or business<sup>i</sup>,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Industry or business<sup>i</sup>,,,4,32.9,35.2,59.7,58.1,18.1,69.9,5.3,5.9,9.8
999,r014,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Nonprofit organization,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Nonprofit organization,,,4,6.2,9.8,3.6,3.1,8.3,3.4,6.0,9.2,3.7
999,r015,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Other or unknown<sup>j</sup>,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Other or unknown<sup>j</sup>,,,4,5.0,1.8,2.0,1.2,3.4,0.7,23.0,5.5,1.1
999,r016,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Primary activity<sup>k</sup>,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Primary activity<sup>k</sup>,,,4,,,,,,,,,
999,r017,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Primary activity<sup>k</sup> -> R&D,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Primary activity<sup>k</sup>,R&D,,5,41.6,44.9,62.1,62.0,35.7,71.0,12.8,8.8,34.4
999,r018,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Primary activity<sup>k</sup> -> Teaching,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Primary activity<sup>k</sup>,Teaching,,5,32.9,24.7,19.8,24.3,35.5,9.8,41.6,71.1,48.0
999,r019,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Primary activity<sup>k</sup> -> Management or administration,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Primary activity<sup>k</sup>,Management or administration,,5,10.4,9.4,3.5,2.3,8.4,4.3,32.7,9.5,9.9
999,r020,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Primary activity<sup>k</sup> -> Professional services,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Primary activity<sup>k</sup>,Professional services,,5,10.0,14.7,8.7,6.1,16.0,8.5,8.6,5.0,5.7
999,r021,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Primary activity<sup>k</sup> -> Other,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Primary activity<sup>k</sup>,Other,,5,5.1,6.3,5.9,5.2,4.4,6.5,4.3,5.6,1.9
999,r022,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup>,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,,,4,,,,,,,,,
999,r023,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup> -> R&D,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,R&D,,5,28.0,26.0,16.6,23.6,32.4,14.3,30.2,43.0,42.6
999,r024,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup> -> Teaching,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,Teaching,,5,14.6,12.2,4.6,8.9,20.5,7.3,18.8,11.3,33.1
999,r025,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup> -> Management or administration,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,Management or administration,,5,10.2,13.2,14.2,6.5,10.7,11.4,9.6,8.0,5.4
999,r026,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup> -> Professional services,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,Professional services,,5,4.9,7.3,4.0,3.6,5.6,3.8,7.0,3.1,2.9
999,r027,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup> -> Other,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,Other,,5,2.3,2.0,3.0,2.1,2.0,2.9,2.0,3.6,1.1
999,r028,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup> -> No secondary activity,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,No secondary activity,,5,40.0,39.3,57.7,55.4,28.8,60.3,32.4,31.1,14.9
999,r029,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Activity unknown,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Activity unknown,,,4,3.6,3.4,4.3,3.7,3.7,4.3,3.6,2.6,3.2
999,r030,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup>,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,,,,3,,,,,,,,,
999,r031,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup>,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,,,4,90.4,92.8,89.1,89.0,88.9,90.3,93.7,88.9,87.9
999,r032,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> New England,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,New England,,5,8.5,10.3,10.0,8.1,9.0,7.9,4.6,8.2,5.5
999,r033,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> Middle Atlantic,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,Middle Atlantic,,5,12.7,12.8,11.2,14.1,14.0,10.7,10.8,15.4,14.6
999,r034,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> East North Central,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,East North Central,,5,11.9,11.4,12.1,9.2,12.0,11.5,13.7,13.3,13.6
999,r035,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> West North Central,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,West North Central,,5,5.2,6.6,3.7,3.4,5.3,3.6,8.5,5.4,4.8
999,r036,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> South Atlantic,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,South Atlantic,,5,15.9,17.7,13.7,12.5,17.5,13.8,18.3,15.3,16.7
999,r037,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> East South Central,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,East South Central,,5,4.0,4.1,2.4,2.5,3.1,3.1,8.8,5.0,5.4
999,r038,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> West South Central,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,West South Central,,5,7.2,6.8,5.7,5.8,6.5,6.7,10.8,8.3,9.5
999,r039,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> Mountain,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,Mountain,,5,5.5,4.6,6.5,4.3,5.2,6.0,7.6,4.9,5.0
999,r040,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> Pacific and insular,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,Pacific and insular,,5,18.9,17.8,23.2,28.5,15.6,26.3,10.3,12.8,11.9
999,r041,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> Not in United States,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,Not in United States,,,4,9.5,7.2,10.9,11.0,11.1,9.7,6.3,11.0,12.0
999,r042,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> Location unknown,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,Location unknown,,,4,0.05,0,0.1,0.05,0.05,0.05,0,0.05,0.1
999,r043,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number),All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),,,,,2,29146,5629,4068,2866,3693,7389,1521,2581,1399
999,r044,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup>,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,,,,3,,,,,,,,,
999,r045,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite postgraduation study,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite postgraduation study,,,4,7036,2155,1537,602,732,1609,66,264,71
999,r046,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment,,,4,10658,1260,990,1318,1614,2753,856,1010,857
999,r047,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Seeking employment or study,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Seeking employment or study,,,4,7890,1479,1176,643,858,2195,352,933,254
999,r048,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Other<sup>e</sup>,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Other<sup>e</sup>,,,4,899,309,84,61,71,200,52,92,30
999,r049,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite postgraduation study (%)<sup>f</sup>,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite postgraduation study (%)<sup>f</sup>,,,4,,,,,,,,,
999,r050,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite postgraduation study (%)<sup>f</sup> -> Postdoc fellowship or research associateship,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite postgraduation study (%)<sup>f</sup>,Postdoc fellowship or research associateship,,5,94.8,93.3,98.1,96.5,92.3,94.2,87.9,96.6,88.7
999,r051,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite postgraduation study (%)<sup>f</sup> -> Other or unknown<sup>g</sup>,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite postgraduation study (%)<sup>f</sup>,Other or unknown<sup>g</sup>,,5,5.2,6.7,1.9,3.5,7.7,5.8,12.1,3.4,11.3
999,r052,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup>,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,,,4,,,,,,,,,
999,r053,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Academe,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Academe,,5,41.5,39.6,23.9,30.0,57.7,15.3,60.9,73.4,79.0
999,r054,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Government,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Government,,5,8.0,9.8,8.4,4.1,12.8,9.3,5.4,3.6,5.8
999,r055,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Industry or business<sup>i</sup>,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Industry or business<sup>i</sup>,,5,41.8,41.5,62.2,62.1,19.6,71.4,5.3,6.8,11.3
999,r056,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Nonprofit organization,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Nonprofit organization,,5,5.3,7.5,3.6,3.0,7.1,3.3,6.5,11.1,2.8
999,r057,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Other or unknown<sup>j</sup>,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Other or unknown<sup>j</sup>,,5,3.4,1.6,1.8,0.9,2.7,0.7,22.0,5.1,1.1
999,r058,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Primary activity<sup>k</sup>,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Primary activity<sup>k</sup>,,5,,,,,,,,,
999,r059,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Primary activity<sup>k</sup> -> R&D,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Primary activity<sup>k</sup>,R&D,6,50.3,53.1,65.0,64.7,40.8,73.9,12.8,8.6,37.8
999,r060,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Primary activity<sup>k</sup> -> Teaching,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Primary activity<sup>k</sup>,Teaching,6,27.6,20.6,18.1,23.1,33.9,8.2,39.0,68.8,45.2
999,r061,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Primary activity<sup>k</sup> -> Management or administration,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Primary activity<sup>k</sup>,Management or administration,6,8.4,7.8,2.9,2.1,7.6,4.1,37.3,9.5,10.6
999,r062,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Primary activity<sup>k</sup> -> Professional services,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Primary activity<sup>k</sup>,Professional services,6,8.6,13.2,8.7,5.8,12.8,7.7,7.1,6.4,5.2
999,r063,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Primary activity<sup>k</sup> -> Other,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Primary activity<sup>k</sup>,Other,6,5.0,5.4,5.3,4.4,4.9,6.1,3.7,6.7,1.3
999,r064,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup>,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,,5,,,,,,,,,
999,r065,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup> -> R&D,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,R&D,6,25.0,25.1,15.6,22.1,31.9,13.0,30.5,40.9,41.2
999,r066,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup> -> Teaching,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,Teaching,6,14.0,12.1,4.6,7.6,23.1,7.2,21.1,12.5,36.8
999,r067,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup> -> Management or administration,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,Management or administration,6,10.3,13.5,15.3,6.5,9.2,11.8,9.0,8.6,5.5
999,r068,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup> -> Professional services,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,Professional services,6,4.5,6.9,4.5,3.1,5.8,3.9,6.7,3.6,2.2
999,r069,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup> -> Other,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,Other,6,2.3,2.0,2.8,2.1,1.5,2.9,2.3,3.6,0.7
999,r070,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup> -> No secondary activity,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,No secondary activity,6,43.9,40.5,57.4,58.5,28.5,61.3,30.4,30.9,13.5
999,r071,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Activity unknown,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Activity unknown,,5,3.8,4.1,4.7,3.8,3.5,4.4,3.0,2.6,2.7
