table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2017,field_2018,field_2019,field_2020_all_life_sciences,field_2020_agricultural_sciences,field_2020_biological_and_biomedical_sciences,field_2020_health_sciences,field_2020_natural_resources_and_conservation,field_2020_life_sciences_nec
5424,r017,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,16,"['378,779', '']","['393,698', '']","['408,818', '']","['413,628', '']","['0', '']","['36,347', '']","['377,281', '']","['0', '']","['0', '']"
5424,r018,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,17,"['370,386', '']","['382,263', '']","['391,543', '']","['413,212', '']","['0', '']","['109,381', '']","['303,327', '']","['10', '']","['494', '']"
5424,r019,All institutions -> Harvard U.,All institutions,Harvard U.,2,18,"['373,441', '']","['389,289', '']","['423,934', '']","['401,466', '']","['0', '']","['325,366', '']","['54,439', '']","['1,884', 'i']","['19,777', 'i']"
5424,r020,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,19,"['317,695', '']","['339,676', '']","['370,062', '']","['393,156', '']","['0', '']","['99,378', '']","['287,948', '']","['0', '']","['5,830', '']"
5424,r021,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,20,"['305,361', '']","['330,313', '']","['366,311', '']","['373,989', '']","['33,836', '']","['162,347', '']","['177,594', '']","['34', '']","['178', '']"
5424,r022,All institutions -> U. Maryland<sup>b</sup>,All institutions,U. Maryland<sup>b</sup>,2,21,"['na', '']","['na', '']","['377,610', '']","['360,827', '']","['23,976', '']","['114,209', '']","['215,647', '']","['905', '']","['6,090', '']"
5424,r023,All institutions -> New York U.,All institutions,New York U.,2,22,"['296,101', '']","['318,869', '']","['335,764', '']","['353,092', '']","['0', '']","['147,771', '']","['203,772', '']","['0', '']","['1,549', '']"
5424,r024,All institutions -> Cornell U.,All institutions,Cornell U.,2,23,"['259,662', '']","['278,645', '']","['321,219', '']","['352,059', '']","['34,520', '']","['153,222', '']","['161,371', '']","['2,946', '']","['0', '']"
5424,r025,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,24,"['308,882', '']","['319,449', '']","['345,887', '']","['341,725', '']","['0', '']","['98,997', '']","['242,728', '']","['0', '']","['0', '']"
5424,r026,All institutions -> U. Colorado Denver and Anschutz Medical Campus,All institutions,U. Colorado Denver and Anschutz Medical Campus,2,25,"['300,551', '']","['318,122', '']","['338,009', '']","['334,819', '']","['15', '']","['2,578', '']","['331,959', '']","['31', '']","['236', '']"
5424,r027,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,26,"['289,172', '']","['290,484', '']","['312,158', '']","['334,529', '']","['23,557', '']","['63,674', '']","['231,480', '']","['11,236', '']","['4,582', '']"
5424,r028,All institutions -> U. Southern California,All institutions,U. Southern California,2,27,"['251,662', '']","['280,016', '']","['304,604', '']","['321,802', '']","['0', '']","['91,893', '']","['215,128', '']","['0', '']","['14,781', '']"
5424,r029,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,28,"['270,201', '']","['270,596', '']","['289,023', '']","['321,704', '']","['28,620', '']","['58,581', '']","['225,112', '']","['5,589', '']","['3,802', '']"
5424,r030,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,29,"['281,390', '']","['304,739', '']","['314,870', '']","['316,948', '']","['0', '']","['69,339', '']","['231,431', '']","['0', '']","['16,178', '']"
5424,r031,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,30,"['292,806', '']","['300,098', '']","['309,354', '']","['315,101', '']","['0', '']","['166,676', '']","['148,425', '']","['0', '']","['0', '']"
5424,r032,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,31,"['223,779', '']","['255,794', '']","['287,578', '']","['312,023', '']","['0', '']","['20,651', '']","['184,045', '']","['799', '']","['106,528', '']"
5424,r033,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,32,"['258,236', '']","['277,842', '']","['287,847', '']","['293,608', '']","['34,067', '']","['136,739', '']","['122,802', '']","['0', '']","['0', '']"
5424,r034,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,33,"['106,590', '']","['112,702', '']","['127,756', '']","['275,643', '']","['43,309', '']","['50,356', '']","['171,384', '']","['8,712', '']","['1,882', '']"
5424,r035,All institutions -> U. Florida,All institutions,U. Florida,2,34,"['223,811', '']","['247,852', '']","['261,847', '']","['265,894', '']","['55,335', '']","['61,336', '']","['142,251', '']","['6,479', '']","['493', '']"
5424,r036,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,35,"['173,986', '']","['185,135', '']","['235,383', '']","['265,276', '']","['0', '']","['81,032', '']","['183,742', '']","['0', '']","['502', '']"
5424,r037,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,36,"['218,631', '']","['225,026', '']","['228,266', '']","['263,035', '']","['0', '']","['35,074', '']","['223,432', '']","['0', '']","['4,529', '']"
5424,r038,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,37,"['250,090', '']","['267,088', '']","['267,122', '']","['243,502', '']","['0', '']","['243,502', '']","['0', '']","['0', '']","['0', '']"
5424,r039,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,38,"['200,085', '']","['197,910', '']","['203,544', '']","['242,679', '']","['0', '']","['88,551', '']","['154,128', '']","['0', '']","['0', '']"
5424,r040,All institutions -> U. Chicago,All institutions,U. Chicago,2,39,"['194,758', '']","['188,680', '']","['212,983', '']","['231,277', '']","['0', '']","['67,334', '']","['163,943', '']","['0', '']","['0', '']"
5424,r041,All institutions -> Uniformed Services U. of the Health Sciences,All institutions,Uniformed Services U. of the Health Sciences,2,40,"['196,161', '']","['211,620', '']","['289,658', '']","['229,498', '']","['0', '']","['902', '']","['228,596', '']","['0', '']","['0', '']"
5424,r042,All institutions -> Boston U.,All institutions,Boston U.,2,41,"['175,702', '']","['175,980', '']","['217,748', '']","['228,882', '']","['0', '']","['110,627', '']","['118,255', '']","['0', '']","['0', '']"
5424,r043,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,42,"['219,679', '']","['238,865', '']","['205,955', '']","['218,451', '']","['24,468', '']","['57,418', '']","['131,115', '']","['0', '']","['5,450', '']"
5424,r044,All institutions -> Albert Einstein C. of Medicine,All institutions,Albert Einstein C. of Medicine,2,43,"['188,259', '']","['196,457', '']","['202,513', '']","['204,635', '']","['0', '']","['0', '']","['204,635', '']","['0', '']","['0', '']"
5424,r045,All institutions -> U. Iowa,All institutions,U. Iowa,2,44,"['184,184', '']","['186,334', '']","['192,564', '']","['202,824', '']","['0', '']","['78,419', '']","['123,855', '']","['0', '']","['550', '']"
5424,r046,All institutions -> U. Utah,All institutions,U. Utah,2,45,"['151,578', '']","['213,459', '']","['164,525', '']","['202,404', '']","['0', '']","['24,860', '']","['177,544', '']","['0', '']","['0', '']"
5424,r047,"All institutions -> U. Massachusetts, Medical School",All institutions,"U. Massachusetts, Medical School",2,46,"['200,232', '']","['194,953', '']","['197,388', '']","['192,938', '']","['0', '']","['96,954', '']","['61,778', '']","['0', '']","['34,206', '']"
5424,r048,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,47,"['139,653', '']","['154,913', '']","['167,585', '']","['186,706', '']","['0', '']","['128,995', '']","['57,711', '']","['0', '']","['0', '']"
5424,r049,All institutions -> U. Arizona,All institutions,U. Arizona,2,48,"['139,722', '']","['157,629', '']","['177,953', '']","['179,457', '']","['14,157', '']","['101,105', '']","['58,241', '']","['5,954', '']","['0', '']"
5424,r050,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,49,"['153,240', '']","['152,074', '']","['162,930', '']","['173,236', '']","['0', '']","['42,919', '']","['128,953', '']","['1,364', '']","['0', '']"
5424,r051,All institutions -> U. Rochester,All institutions,U. Rochester,2,50,"['160,836', '']","['171,199', '']","['172,698', '']","['173,198', '']","['0', '']","['44,908', '']","['128,290', '']","['0', '']","['0', '']"
5424,r052,All institutions -> U. Miami,All institutions,U. Miami,2,51,"['135,319', '']","['138,701', '']","['159,479', '']","['167,153', '']","['0', '']","['64,201', '']","['98,788', '']","['603', '']","['3,561', '']"
5424,r053,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,52,"['145,170', '']","['151,899', '']","['163,236', '']","['164,482', '']","['0', '']","['2,459', '']","['162,023', '']","['0', '']","['0', '']"
5424,r054,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,53,"['146,757', '']","['153,711', '']","['154,878', '']","['163,540', '']","['8,112', '']","['64,702', '']","['90,726', '']","['0', '']","['0', '']"
5424,r055,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,54,"['78,952', '']","['101,725', '']","['144,035', '']","['160,153', '']","['24,101', '']","['23,865', '']","['19,151', '']","['90,361', '']","['2,675', '']"
5424,r056,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,55,"['120,508', '']","['124,665', '']","['146,907', '']","['154,842', '']","['13,703', '']","['93,567', '']","['47,572', '']","['0', '']","['0', '']"
5424,r057,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,56,"['134,072', '']","['142,639', '']","['153,226', '']","['153,802', '']","['0', '']","['49,032', '']","['44,041', '']","['0', '']","['60,729', '']"
5424,r058,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,57,"['134,317', '']","['131,739', '']","['134,964', '']","['146,249', '']","['39,012', '']","['56,971', '']","['49,889', '']","['377', '']","['0', '']"
5424,r059,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,58,"['103,628', '']","['115,983', '']","['128,408', '']","['142,756', '']","['0', '']","['64,157', '']","['78,599', '']","['0', '']","['0', '']"
5424,r060,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,59,"['138,923', '']","['143,557', '']","['155,127', '']","['136,029', '']","['36,914', '']","['61,131', '']","['27,534', '']","['1,980', '']","['8,470', '']"
5424,r061,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,60,"['124,461', '']","['128,232', '']","['132,647', '']","['133,624', '']","['0', '']","['35,502', '']","['53,123', '']","['0', '']","['44,999', '']"
5424,r062,All institutions -> U. Georgia,All institutions,U. Georgia,2,61,"['113,776', '']","['108,494', '']","['114,935', '']","['124,753', '']","['32,666', '']","['78,657', '']","['12,548', '']","['0', '']","['882', '']"
5424,r063,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,62,"['108,276', '']","['106,409', '']","['113,007', '']","['122,394', '']","['0', '']","['47,297', '']","['75,097', '']","['0', '']","['0', '']"
5424,r064,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,63,"['108,037', '']","['112,538', '']","['115,309', '']","['119,018', '']","['253', '']","['67,501', '']","['25,243', '']","['26,021', '']","['0', '']"
5424,r065,All institutions -> Temple U.,All institutions,Temple U.,2,64,"['112,783', '']","['110,881', '']","['122,159', '']","['118,429', '']","['0', '']","['34,298', '']","['58,687', '']","['0', '']","['25,444', '']"
5424,r066,All institutions -> George Washington U.,All institutions,George Washington U.,2,65,"['109,968', '']","['117,015', '']","['114,065', '']","['117,325', '']","['0', '']","['33,137', '']","['84,188', '']","['0', '']","['0', '']"
5424,r067,All institutions -> U. Texas Medical Branch,All institutions,U. Texas Medical Branch,2,66,"['103,732', '']","['103,263', '']","['107,395', '']","['113,827', '']","['0', '']","['86,048', '']","['27,779', '']","['0', '']","['0', '']"
5424,r068,All institutions -> U. Kansas,All institutions,U. Kansas,2,67,"['85,392', '']","['94,896', '']","['102,440', '']","['113,305', '']","['306', '']","['38,670', '']","['69,398', '']","['4,352', '']","['579', '']"
5424,r069,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,68,"['84,273', '']","['81,037', '']","['97,918', '']","['110,331', '']","['30,482', '']","['44,234', '']","['722', '']","['34,893', '']","['0', '']"
5424,r070,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,69,"['105,606', '']","['100,472', '']","['101,127', '']","['108,867', '']","['0', '']","['40,720', '']","['57,194', '']","['0', '']","['10,953', '']"
5424,r071,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,70,"['105,530', '']","['102,258', '']","['102,425', '']","['108,496', '']","['0', '']","['47,604', '']","['59,728', '']","['0', '']","['1,164', '']"
5424,r072,"All institutions -> U. Nebraska, Medical Center",All institutions,"U. Nebraska, Medical Center",2,71,"['84,814', '']","['93,463', '']","['102,604', '']","['105,158', '']","['0', '']","['70,536', '']","['34,622', '']","['0', '']","['0', '']"
5424,r073,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,72,"['85,455', '']","['86,956', '']","['96,502', '']","['102,959', '']","['0', '']","['49,214', '']","['53,745', '']","['0', '']","['0', '']"
5424,r074,All institutions -> Tufts U.,All institutions,Tufts U.,2,73,"['110,859', '']","['48,260', '']","['83,149', '']","['102,746', '']","['2,693', '']","['69,674', '']","['25,561', '']","['0', '']","['4,818', '']"
5424,r075,All institutions -> Brown U.,All institutions,Brown U.,2,74,"['76,256', '']","['89,486', '']","['94,797', '']","['99,779', '']","['0', '']","['41,143', '']","['31,743', '']","['0', '']","['26,893', '']"
5424,r076,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,75,"['87,908', '']","['88,197', '']","['92,664', '']","['99,475', '']","['17,807', '']","['39,472', '']","['35,673', '']","['6,460', '']","['63', '']"
5424,r077,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,76,"['99,280', '']","['107,957', '']","['96,789', '']","['94,977', '']","['0', '']","['23,802', '']","['68,385', '']","['2,230', '']","['560', '']"
5424,r078,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,77,"['99,646', '']","['100,337', '']","['110,949', '']","['94,419', '']","['0', '']","['49,057', '']","['43,926', '']","['605', '']","['831', '']"
5424,r079,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,78,"['90,872', '']","['84,253', '']","['94,232', '']","['93,227', '']","['3,661', '']","['49,480', '']","['38,304', '']","['1,782', '']","['0', '']"
5424,r080,All institutions -> Tulane U.,All institutions,Tulane U.,2,79,"['80,943', '']","['89,243', '']","['90,615', '']","['92,019', '']","['0', '']","['26,219', '']","['16,346', '']","['94', '']","['49,360', '']"
5424,r081,"All institutions -> U. South Florida, Tampa",All institutions,"U. South Florida, Tampa",2,80,"['157,613', '']","['103,580', '']","['105,807', '']","['89,644', '']","['0', '']","['64,867', '']","['24,754', '']","['0', '']","['23', '']"
5424,r082,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,81,"['88,338', '']","['88,216', '']","['92,845', '']","['89,306', '']","['0', '']","['14,506', '']","['74,025', '']","['0', '']","['775', '']"
5424,r083,All institutions -> Washington State U.,All institutions,Washington State U.,2,82,"['82,888', '']","['78,651', '']","['86,617', '']","['84,222', '']","['28,774', '']","['21,674', '']","['32,030', '']","['452', '']","['1,292', '']"
5424,r084,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,83,"['81,732', '']","['82,864', '']","['81,326', '']","['82,626', '']","['0', '']","['78,153', '']","['4,473', '']","['0', '']","['0', '']"
5424,r085,All institutions -> U. Vermont,All institutions,U. Vermont,2,84,"['62,350', '']","['70,687', '']","['74,193', '']","['81,752', '']","['9,977', '']","['37,701', '']","['33,364', '']","['710', '']","['0', '']"
5424,r086,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,85,"['79,254', '']","['74,985', '']","['77,391', '']","['77,133', '']","['0', '']","['9,790', '']","['66,199', '']","['0', '']","['1,144', '']"
5424,r087,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,86,"['75,247', '']","['80,693', '']","['80,200', '']","['76,829', '']","['0', '']","['42,112', '']","['14,516', '']","['0', '']","['20,201', '']"
5424,r088,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,87,"['71,258', '']","['74,981', '']","['73,576', '']","['76,677', '']","['33,464', '']","['13,534', '']","['29,679', '']","['0', '']","['0', '']"
5424,r089,All institutions -> Thomas Jefferson U.,All institutions,Thomas Jefferson U.,2,88,"['62,029', '']","['64,869', '']","['74,816', '']","['74,594', '']","['0', '']","['42,244', '']","['32,350', '']","['0', '']","['0', '']"
5424,r090,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,89,"['66,701', '']","['64,447', '']","['66,880', '']","['72,245', '']","['0', '']","['28,155', '']","['43,535', '']","['0', '']","['555', '']"
5424,r091,All institutions -> U. Louisville,All institutions,U. Louisville,2,90,"['61,281', '']","['67,365', '']","['71,330', '']","['71,342', '']","['0', '']","['39,447', '']","['28,362', '']","['0', '']","['3,533', '']"
5424,r092,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,91,"['61,316', '']","['64,925', '']","['68,066', '']","['70,516', '']","['25,271', '']","['27,860', '']","['5,837', '']","['11,483', '']","['65', '']"
5424,r093,All institutions -> U. Arkansas for Medical Sciences,All institutions,U. Arkansas for Medical Sciences,2,92,"['51,298', '']","['57,523', '']","['63,498', '']","['70,508', '']","['0', '']","['38,357', '']","['31,804', '']","['0', '']","['347', '']"
5424,r094,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,93,"['56,797', '']","['71,862', '']","['70,469', '']","['70,386', '']","['30', '']","['38,317', '']","['28,826', '']","['986', '']","['2,227', '']"
5424,r095,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,94,"['67,975', '']","['68,297', '']","['70,069', '']","['68,962', '']","['19,714', '']","['42,625', '']","['0', '']","['0', '']","['6,623', '']"
5424,r096,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,95,"['56,047', '']","['62,230', '']","['63,440', '']","['66,263', '']","['0', '']","['39,569', '']","['26,694', '']","['0', '']","['0', '']"
5424,r097,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,96,"['52,373', '']","['54,071', '']","['60,735', '']","['65,063', '']","['0', '']","['65,017', '']","['46', '']","['0', '']","['0', '']"
5424,r098,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,97,"['62,211', '']","['62,829', '']","['67,390', '']","['64,084', '']","['18,675', '']","['15,769', '']","['19,730', '']","['9,736', '']","['174', '']"
5424,r099,All institutions -> Rush U.,All institutions,Rush U.,2,98,"['48,442', '']","['61,445', '']","['66,527', '']","['63,438', '']","['0', '']","['12,252', '']","['51,186', '']","['0', '']","['0', '']"
5424,r100,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,99,"['65,001', '']","['65,897', '']","['66,036', '']","['62,548', '']","['7,319', '']","['16,953', '']","['32,477', '']","['1,391', '']","['4,408', '']"
5424,r101,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,100,"['54,260', '']","['67,139', '']","['73,854', '']","['62,068', '']","['1,581', '']","['60,487', '']","['0', '']","['0', '']","['0', '']"
5424,r102,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,101,"['54,681', '']","['54,201', '']","['54,905', '']","['60,272', '']","['17,311', '']","['18,255', '']","['5,715', '']","['6,713', '']","['12,278', '']"
5424,r103,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,102,"['49,446', '']","['51,426', '']","['57,460', '']","['59,546', '']","['96', '']","['11,028', '']","['46,807', '']","['0', '']","['1,615', '']"
5424,r104,All institutions -> Augusta U.,All institutions,Augusta U.,2,103,"['48,869', '']","['48,749', '']","['46,970', '']","['55,685', '']","['0', '']","['29,605', '']","['25,747', '']","['0', '']","['333', '']"
5424,r105,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,104,"['51,715', '']","['48,945', '']","['53,489', '']","['53,870', '']","['0', '']","['10,663', '']","['43,207', '']","['0', '']","['0', '']"
5424,r106,All institutions -> Princeton U.,All institutions,Princeton U.,2,105,"['42,993', '']","['47,385', '']","['55,044', '']","['53,867', '']","['0', '']","['50,581', '']","['0', '']","['3,286', '']","['0', '']"
5424,r107,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,106,"['59,205', '']","['64,121', '']","['47,334', '']","['51,775', '']","['0', '']","['35,741', '']","['15,960', '']","['57', '']","['17', '']"
5424,r108,All institutions -> Drexel U.,All institutions,Drexel U.,2,107,"['39,000', '']","['47,522', '']","['51,968', '']","['49,999', '']","['0', '']","['24,521', '']","['25,113', '']","['365', '']","['0', '']"
5424,r109,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,108,"['46,486', '']","['46,984', '']","['48,939', '']","['48,702', '']","['25,974', '']","['12,887', '']","['5,797', '']","['4,044', '']","['0', '']"
5424,r110,"All institutions -> U. Tennessee, Health Science Center",All institutions,"U. Tennessee, Health Science Center",2,109,"['39,073', '']","['38,895', '']","['42,347', '']","['48,264', '']","['0', '']","['19,859', '']","['28,260', '']","['0', '']","['145', '']"
5424,r111,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,110,"['35,648', '']","['39,026', '']","['40,114', '']","['45,895', '']","['17', '']","['15,437', '']","['21,652', '']","['8,789', '']","['0', '']"
5424,r112,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,111,"['47,443', '']","['44,434', '']","['47,731', '']","['45,823', '']","['15,981', '']","['26,797', '']","['527', '']","['2,518', '']","['0', '']"
5424,r113,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,112,"['53,211', '']","['65,947', '']","['71,179', '']","['45,162', '']","['0', '']","['17,227', '']","['27,935', '']","['0', '']","['0', '']"
5424,r114,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,113,"['47,445', '']","['47,740', '']","['46,819', '']","['43,367', '']","['28,326', '']","['14,289', '']","['752', '']","['0', '']","['0', '']"
5424,r115,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,114,"['31,000', '']","['33,518', '']","['42,813', '']","['42,667', '']","['802', '']","['34,958', '']","['3,939', '']","['381', '']","['2,587', '']"
5424,r116,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,115,"['28,876', '']","['28,846', '']","['31,966', '']","['41,696', '']","['6,876', '']","['25,037', '']","['9,783', '']","['0', '']","['0', '']"
5424,r117,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,116,"['35,201', '']","['35,726', '']","['39,527', '']","['41,367', '']","['5,230', '']","['12,150', '']","['18,908', '']","['4,068', '']","['1,011', '']"
5424,r118,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,117,"['41,832', '']","['44,887', '']","['38,942', '']","['40,809', '']","['0', '']","['40,320', '']","['433', '']","['0', '']","['56', '']"
5424,r119,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,118,"['33,309', '']","['31,543', '']","['35,061', '']","['37,520', '']","['26,432', '']","['5,110', '']","['206', '']","['5,689', '']","['83', '']"
