table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_federal_r_d_expenditures,field_dod,field_doe,field_hhs,field_nasa,field_nsf,field_usda,field_othera
12748,r012,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,11,"['907,710', '']","['26,942', '']","['10,693', '']","['729,970', '']","['1,887', '']","['48,106', '']","['2,554', '']","['87,558', '']"
12748,r013,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,12,"['878,571', '']","['53,640', '']","['45,265', '']","['652,981', '']","['30,978', '']","['74,397', '']","['1,055', '']","['20,255', '']"
12748,r014,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,13,"['858,066', '']","['41,031', '']","['1,296', '']","['795,553', '']","['606', '']","['10,746', '']","['370', '']","['8,464', '']"
12748,r015,All institutions -> U. Maryland<sup>c</sup>,All institutions,U. Maryland<sup>c</sup>,2,14,"['825,546', '']","['146,036', '']","['26,542', '']","['382,208', '']","['83,337', '']","['66,780', '']","['30,601', '']","['90,042', '']"
12748,r016,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,15,"['816,814', '']","['44,782', '']","['90,201', '']","['465,199', '']","['16,235', '']","['113,712', '']","['36,525', '']","['50,160', '']"
12748,r017,All institutions -> New York U.,All institutions,New York U.,2,16,"['787,204', '']","['21,849', '']","['4,386', '']","['696,483', '']","['1,829', '']","['43,877', '']","['523', '']","['18,257', '']"
12748,r018,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,17,"['781,303', '']","['343,365', '']","['44,141', '']","['186,358', '']","['20,924', '']","['84,781', '']","['34,662', '']","['67,072', '']"
12748,r019,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,18,"['758,464', '']","['25,612', '']","['8,503', '']","['689,724', '']","['10,851', '']","['21,715', '']","['431', '']","['1,628', '']"
12748,r020,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,19,"['751,019', '']","['35,148', '']","['11,932', '']","['647,384', '']","['3,815', '']","['29,839', '']","['795', '']","['22,106', '']"
12748,r021,All institutions -> Yale U.,All institutions,Yale U.,2,20,"['741,198', '']","['37,473', '']","['10,539', '']","['639,636', '']","['2,624', '']","['39,036', '']","['1,146', '']","['10,744', '']"
12748,r022,All institutions -> Cornell U.,All institutions,Cornell U.,2,21,"['705,132', '']","['50,537', '']","['31,129', '']","['423,066', '']","['11,790', '']","['125,089', '']","['44,545', '']","['18,976', '']"
12748,r023,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,22,"['702,483', '']","['39,589', '']","['28,058', '']","['479,309', '']","['9,283', '']","['81,018', '']","['47,660', '']","['17,566', '']"
12748,r024,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,23,"['694,647', '']","['57,248', '']","['32,099', '']","['428,792', '']","['8,020', '']","['68,295', '']","['34,371', '']","['65,822', '']"
12748,r025,All institutions -> U. Southern California,All institutions,U. Southern California,2,24,"['683,819', '']","['132,806', '']","['10,477', '']","['456,503', '']","['3,560', '']","['58,556', '']","['93', '']","['21,824', '']"
12748,r026,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,25,"['678,062', '']","['51,407', '']","['33,607', '']","['521,988', '']","['4,253', '']","['56,367', '']","['318', '']","['10,122', '']"
12748,r027,All institutions -> Emory U.,All institutions,Emory U.,2,26,"['664,370', '']","['11,443', '']","['2,346', '']","['630,229', '']","['937', '']","['12,370', '']","['466', '']","['6,579', '']"
12748,r028,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,27,"['658,916', '']","['25,359', '']","['66', '']","['629,952', '']","['460', '']","['1,230', '']","['96', '']","['1,753', '']"
12748,r029,All institutions -> Harvard U.,All institutions,Harvard U.,2,28,"['639,953', '']","['49,624', '']","['20,120', '']","['490,149', '']","['7,992', '']","['54,965', '']","['385', '']","['16,718', '']"
12748,r030,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,29,"['621,223', '']","['252,267', '']","['59,115', '']","['128,822', '']","['26,172', '']","['122,660', '']","['428', '']","['31,759', '']"
12748,r031,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,30,"['559,766', '']","['130,434', '']","['89,574', '']","['163,137', '']","['38,045', '']","['117,488', '']","['0', '']","['21,088', '']"
12748,r032,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,31,"['546,481', '']","['88,719', '']","['47,421', '']","['123,004', '']","['10,485', '']","['142,660', '']","['52,842', '']","['81,350', '']"
12748,r033,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,32,"['538,715', '']","['41,391', '']","['34,983', '']","['70,737', '']","['166,802', '']","['119,866', '']","['1,640', '']","['103,296', '']"
12748,r034,All institutions -> U. Florida,All institutions,U. Florida,2,33,"['529,391', '']","['49,481', '']","['15,711', '']","['304,254', '']","['14,102', '']","['60,602', '']","['50,082', '']","['35,159', '']"
12748,r035,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,34,"['496,298', '']","['44,502', '']","['51,123', '']","['164,520', '']","['100,825', '']","['101,951', '']","['3,722', '']","['29,655', '']"
12748,r036,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,35,"['494,847', '']","['24,576', '']","['21,400', '']","['303,877', '']","['8,390', '']","['46,849', '']","['57,989', '']","['31,766', '']"
12748,r037,All institutions -> U. Chicago,All institutions,U. Chicago,2,36,"['476,689', '']","['27,455', '']","['19,106', '']","['333,843', '']","['9,904', '']","['75,499', '']","['506', '']","['10,376', '']"
12748,r038,All institutions -> U. Colorado Anschutz Medical Campus,All institutions,U. Colorado Anschutz Medical Campus,2,37,"['474,523', '']","['15,486', '']","['0', '']","['447,861', '']","['580', '']","['3,343', '']","['32', '']","['7,221', '']"
12748,r039,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,38,"['460,491', '']","['59,094', '']","['95,415', '']","['95,343', '']","['12,335', '']","['137,092', '']","['27,860', '']","['33,352', '']"
12748,r040,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,39,"['451,880', '']","['13,923', '']","['1,949', '']","['417,750', '']","['4,278', '']","['7,969', '']","['166', '']","['5,845', '']"
12748,r041,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,40,"['440,345', '']","['17,986', '']","['0', '']","['377,953', '']","['15,272', '']","['5,527', '']","['16,990', '']","['6,617', '']"
12748,r042,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,41,"['435,564', '']","['15,763', '']","['156,742', '']","['118,142', '']","['4,094', '']","['61,082', '']","['37,842', '']","['41,899', '']"
12748,r043,All institutions -> U. Arizona,All institutions,U. Arizona,2,42,"['434,700', '']","['35,142', '']","['10,952', '']","['219,085', '']","['70,176', '']","['57,350', '']","['17,750', '']","['24,245', '']"
12748,r044,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,43,"['432,223', '']","['26,468', '']","['6,277', '']","['331,669', '']","['977', '']","['50,384', '']","['601', '']","['15,847', '']"
12748,r045,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,44,"['431,736', '']","['15,146', '']","['9,990', '']","['388,194', '']","['3,836', '']","['10,356', '']","['1,083', '']","['3,131', '']"
12748,r046,All institutions -> U. Utah,All institutions,U. Utah,2,45,"['416,079', '']","['23,494', '']","['54,890', '']","['277,075', '']","['4,649', '']","['51,343', '']","['764', '']","['3,864', '']"
12748,r047,All institutions -> Boston U.,All institutions,Boston U.,2,46,"['409,551', '']","['20,847', '']","['8,055', '']","['319,715', '']","['11,762', '']","['33,870', '']","['453', '']","['14,849', '']"
12748,r048,All institutions -> Uniformed Services U. of the Health Sciences,All institutions,Uniformed Services U. of the Health Sciences,2,47,"['403,671', '']","['396,092', '']","['0', '']","['7,579', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12748,r049,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,48,"['400,930', '']","['19,246', '']","['9,245', '']","['270,149', '']","['4,150', '']","['47,501', '']","['20,615', '']","['30,024', '']"
12748,r050,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,49,"['391,943', '']","['16,982', '']","['4,401', '']","['346,063', '']","['745', '']","['14,900', '']","['21', '']","['8,831', '']"
12748,r051,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,50,"['385,738', '']","['86,728', '']","['35,887', '']","['83,845', '']","['15,323', '']","['84,597', '']","['33,628', '']","['45,730', '']"
12748,r052,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,51,"['374,043', '']","['11,688', '']","['118', '']","['359,424', '']","['74', '']","['1,537', '']","['0', '']","['1,202', '']"
12748,r053,All institutions -> U. Rochester,All institutions,U. Rochester,2,52,"['368,190', '']","['14,305', '']","['106,915', '']","['221,412', '']","['1,766', '']","['21,335', '']","['0', '']","['2,457', '']"
12748,r054,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,53,"['354,748', '']","['34,976', '']","['13,314', '']","['233,253', '']","['4,779', '']","['41,133', '']","['1,075', '']","['26,218', '']"
12748,r055,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,54,"['354,401', '']","['106,769', '']","['21,728', '']","['66,714', '']","['12,578', '']","['37,561', '']","['53,462', '']","['55,589', '']"
12748,r056,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,55,"['340,880', '']","['46,290', '']","['23,210', '']","['88,827', '']","['43,106', '']","['87,368', '']","['3,609', '']","['48,470', '']"
12748,r057,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,56,"['336,126', '']","['13,067', '']","['212', '']","['317,632', '']","['1,717', '']","['2,091', '']","['151', '']","['1,256', '']"
12748,r058,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,57,"['335,393', '']","['18,949', '']","['21,818', '']","['221,676', '']","['5,564', '']","['53,841', '']","['149', '']","['13,396', '']"
12748,r059,All institutions -> U. Iowa,All institutions,U. Iowa,2,58,"['331,824', '']","['16,153', '']","['4,514', '']","['232,801', '']","['49,232', '']","['12,035', '']","['1,252', '']","['15,837', '']"
12748,r060,All institutions -> Utah State U.,All institutions,Utah State U.,2,59,"['322,336', '']","['170,044', '']","['4,134', '']","['10,845', '']","['37,647', '']","['16,532', '']","['11,413', '']","['71,721', '']"
12748,r061,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,60,"['310,519', '']","['30,414', '']","['23,660', '']","['81,652', '']","['72,312', '']","['96,199', '']","['2', '']","['6,280', '']"
12748,r062,All institutions -> U. Miami,All institutions,U. Miami,2,61,"['291,783', '']","['28,129', '']","['1,772', '']","['210,961', '']","['4,350', '']","['13,748', '']","['322', '']","['32,501', '']"
12748,r063,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,62,"['282,152', '']","['71,734', '']","['19,297', '']","['61,996', '']","['8,028', '']","['58,394', '']","['26,449', '']","['36,254', '']"
12748,r064,"All institutions -> U. Nebraska, Lincoln and Medical Center<sup>d</sup>",All institutions,"U. Nebraska, Lincoln and Medical Center<sup>d</sup>",2,63,"['280,120', '']","['42,877', '']","['12,226', '']","['138,888', '']","['805', '']","['38,292', '']","['29,004', '']","['18,028', '']"
12748,r065,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,64,"['279,954', '']","['121,019', '']","['16,363', '']","['47,817', '']","['5,753', '']","['73,377', '']","['2,392', '']","['13,233', '']"
12748,r066,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,65,"['279,179', '']","['33,966', '']","['29,033', '']","['52,326', '']","['2,743', '']","['66,411', '']","['58,599', '']","['36,101', '']"
12748,r067,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,66,"['278,099', '']","['4,693', '']","['388', '']","['269,196', '']","['1,084', '']","['2,301', '']","['0', '']","['437', '']"
12748,r068,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,67,"['274,424', '']","['17,074', '']","['12,844', '']","['205,543', '']","['448', '']","['27,352', '']","['79', '']","['11,084', '']"
12748,r069,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,68,"['265,543', '']","['14,714', '']","['10,455', '']","['191,087', '']","['2,597', '']","['20,442', '']","['16,487', '']","['9,761', '']"
12748,r070,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,69,"['259,285', '']","['17,584', '']","['0', '']","['239,726', '']","['267', '']","['988', '']","['3', '']","['717', '']"
12748,r071,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,70,"['257,857', '']","['62,081', '']","['9,551', '']","['137,564', '']","['1,728', '']","['33,542', '']","['702', '']","['12,689', '']"
12748,r072,All institutions -> U. South Florida,All institutions,U. South Florida,2,71,"['242,224', '']","['18,617', '']","['2,748', '']","['139,899', '']","['2,697', '']","['16,541', '']","['82', '']","['61,640', '']"
12748,r073,All institutions -> Brown U.,All institutions,Brown U.,2,72,"['239,744', '']","['19,737', '']","['7,733', '']","['165,621', '']","['5,747', '']","['34,145', '']","['195', '']","['6,566', '']"
12748,r074,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,73,"['238,701', '']","['22,360', '']","['8,592', '']","['135,171', '']","['3,343', '']","['31,244', '']","['11,514', '']","['26,477', '']"
12748,r075,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,74,"['238,554', '']","['46,139', '']","['2,666', '']","['1,638', '']","['10,949', '']","['148,403', '']","['75', '']","['28,684', '']"
12748,r076,All institutions -> Albert Einstein C. of Medicine,All institutions,Albert Einstein C. of Medicine,2,75,"['230,151', '']","['6,328', '']","['314', '']","['223,495', '']","['0', '']","['9', '']","['5', '']","['0', '']"
12748,r077,"All institutions -> U. Massachusetts, Medical School",All institutions,"U. Massachusetts, Medical School",2,76,"['223,490', '']","['6,450', '']","['187', '']","['214,698', '']","['0', '']","['1,270', '']","['243', '']","['642', '']"
12748,r078,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,77,"['222,169', '']","['18,957', '']","['20,667', '']","['30,512', '']","['6,084', '']","['68,243', '']","['44,107', '']","['33,599', '']"
12748,r079,All institutions -> U. Georgia,All institutions,U. Georgia,2,78,"['221,804', '']","['8,571', '']","['16,977', '']","['98,339', '']","['1,184', '']","['32,580', '']","['42,427', '']","['21,726', '']"
12748,r080,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,79,"['219,964', '']","['17,814', '']","['9,640', '']","['92,264', '']","['27,360', '']","['23,986', '']","['840', '']","['48,060', '']"
12748,r081,All institutions -> Princeton U.,All institutions,Princeton U.,2,80,"['219,600', '']","['25,234', '']","['28,060', '']","['58,218', '']","['22,689', '']","['70,709', '']","['931', '']","['13,759', '']"
12748,r082,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,81,"['217,091', '']","['14,006', '']","['4,912', '']","['114,981', '']","['1,763', '']","['18,383', '']","['32,057', '']","['30,989', '']"
12748,r083,All institutions -> U. Dayton,All institutions,U. Dayton,2,82,"['216,729', '']","['204,029', '']","['987', '']","['2,274', '']","['341', '']","['1,533', '']","['0', '']","['7,565', '']"
12748,r084,All institutions -> U. Kansas,All institutions,U. Kansas,2,83,"['211,111', '']","['8,006', '']","['6,051', '']","['134,942', '']","['2,357', '']","['28,554', '']","['819', '']","['30,382', '']"
12748,r085,All institutions -> Washington State U.,All institutions,Washington State U.,2,84,"['207,086', '']","['7,770', '']","['21,866', '']","['65,634', '']","['1,021', '']","['17,645', '']","['61,410', '']","['31,740', '']"
12748,r086,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,85,"['205,351', '']","['24,162', '']","['15,295', '']","['120,363', '']","['2,729', '']","['33,744', '']","['2,473', '']","['6,585', '']"
12748,r087,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,86,"['204,713', '']","['10,658', '']","['446', '']","['186,595', '']","['901', '']","['2,939', '']","['381', '']","['2,793', '']"
12748,r088,All institutions -> U. Delaware,All institutions,U. Delaware,2,87,"['202,469', '']","['24,933', '']","['15,436', '']","['53,333', '']","['6,369', '']","['42,731', '']","['7,014', '']","['52,653', '']"
12748,r089,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,88,"['197,759', '']","['10,005', '']","['25', '']","['179,002', '']","['371', '']","['1,861', '']","['2,383', '']","['4,112', '']"
12748,r090,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,89,"['195,394', '']","['12,259', '']","['34,045', '']","['31,326', '']","['4,612', '']","['35,809', '']","['50,328', '']","['27,015', '']"
12748,r091,All institutions -> Florida State U.,All institutions,Florida State U.,2,90,"['195,323', '']","['24,311', '']","['10,765', '']","['46,547', '']","['3,808', '']","['75,363', '']","['898', '']","['33,631', '']"
12748,r092,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,91,"['192,448', '']","['16,848', '']","['24,003', '']","['90,679', '']","['4,743', '']","['44,682', '']","['289', '']","['11,204', '']"
12748,r093,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,92,"['192,205', '']","['43,913', '']","['5,895', '']","['49,521', '']","['12,685', '']","['38,423', '']","['12,709', '']","['29,059', '']"
12748,r094,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,93,"['186,013', '']","['43,759', '']","['5,837', '']","['61,331', '']","['1,983', '']","['57,624', '']","['116', '']","['15,363', '']"
12748,r095,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,94,"['184,852', '']","['11,522', '']","['1,708', '']","['138,334', '']","['885', '']","['6,997', '']","['1,064', '']","['24,342', '']"
12748,r096,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,95,"['179,896', '']","['51,327', '']","['24,864', '']","['29,897', '']","['7,085', '']","['57,467', '']","['693', '']","['8,563', '']"
12748,r097,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,96,"['168,957', '']","['1,201', 'i']","['0', 'i']","['160,174', 'i']","['0', 'i']","['423', 'i']","['0', 'i']","['7,159', 'i']"
12748,r098,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,97,"['168,740', '']","['11,106', '']","['5,618', '']","['118,308', '']","['4,760', '']","['23,150', '']","['408', '']","['5,390', '']"
12748,r099,All institutions -> George Washington U.,All institutions,George Washington U.,2,98,"['162,892', '']","['12,721', '']","['2,739', '']","['114,480', '']","['2,659', '']","['16,167', '']","['437', '']","['13,689', '']"
12748,r100,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,99,"['156,702', '']","['41,062', '']","['9,402', '']","['8,005', '']","['25,141', '']","['46,220', '']","['3,154', '']","['23,718', '']"
12748,r101,All institutions -> Florida International U.,All institutions,Florida International U.,2,100,"['156,381', '']","['23,309', '']","['10,226', '']","['52,808', '']","['2,929', '']","['31,761', '']","['1,093', '']","['34,255', '']"
12748,r102,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,101,"['155,403', '']","['7,510', '']","['0', '']","['143,675', '']","['262', '']","['446', '']","['199', '']","['3,311', '']"
12748,r103,All institutions -> Temple U.,All institutions,Temple U.,2,102,"['154,516', '']","['13,822', '']","['3,408', '']","['118,846', '']","['221', '']","['12,823', '']","['295', '']","['5,101', '']"
12748,r104,All institutions -> Tufts U.,All institutions,Tufts U.,2,103,"['154,458', '']","['13,073', '']","['3,281', '']","['88,814', '']","['1,192', '']","['12,117', '']","['18,688', '']","['17,293', '']"
12748,r105,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,104,"['153,637', '']","['26,963', '']","['57,048', '']","['13,316', '']","['2,738', '']","['23,328', '']","['20,159', '']","['10,085', '']"
12748,r106,All institutions -> Tulane U.,All institutions,Tulane U.,2,105,"['152,468', '']","['4,515', '']","['1,202', '']","['128,199', '']","['793', '']","['9,465', '']","['862', '']","['7,432', '']"
12748,r107,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,106,"['152,377', '']","['6,308', '']","['5,360', '']","['21,742', '']","['64,820', '']","['20,540', '']","['9,100', '']","['24,507', '']"
12748,r108,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,107,"['150,804', '']","['34,737', '']","['9,088', '']","['9,637', '']","['2,751', '']","['13,209', '']","['39,042', '']","['42,340', '']"
12748,r109,All institutions -> U. Texas Medical Branch,All institutions,U. Texas Medical Branch,2,108,"['150,272', '']","['13,840', '']","['389', '']","['133,123', '']","['851', '']","['735', '']","['742', '']","['592', '']"
12748,r110,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,109,"['147,985', '']","['35,688', '']","['15,960', '']","['31,968', '']","['4,448', '']","['41,477', '']","['1,212', '']","['17,232', '']"
12748,r111,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,110,"['143,730', '']","['7,197', '']","['0', '']","['133,227', '']","['0', '']","['422', '']","['0', '']","['2,884', '']"
12748,r112,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,111,"['142,965', '']","['52,929', '']","['5,355', '']","['19,246', '']","['8,720', '']","['22,324', '']","['19,630', '']","['14,761', '']"
12748,r113,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,112,"['142,371', '']","['112,906', '']","['749', '']","['1,559', '']","['3,233', '']","['2,787', '']","['19', '']","['21,118', '']"
12748,r114,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,113,"['138,849', '']","['14,781', '']","['7,985', '']","['46,582', '']","['5,263', '']","['38,784', '']","['9,883', '']","['15,571', '']"
12748,r115,All institutions -> Clemson U.,All institutions,Clemson U.,2,114,"['129,955', '']","['20,118', '']","['8,141', '']","['20,724', '']","['2,098', '']","['23,552', '']","['11,985', '']","['43,337', '']"
12748,r116,All institutions -> U. Vermont,All institutions,U. Vermont,2,115,"['128,645', '']","['4,713', '']","['886', '']","['80,259', '']","['1,797', '']","['10,563', '']","['21,988', '']","['8,439', '']"
12748,r117,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,116,"['128,521', '']","['7,942', '']","['3,296', '']","['103,377', '']","['261', '']","['10,093', '']","['246', '']","['3,306', '']"
12748,r118,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,117,"['127,370', '']","['12,035', '']","['1,253', '']","['96,381', '']","['2,462', '']","['6,527', '']","['57', '']","['8,655', '']"
12748,r119,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,118,"['127,243', '']","['15,251', '']","['6,220', '']","['50,097', '']","['6,837', '']","['20,103', '']","['12,045', '']","['16,690', '']"
12748,r120,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,119,"['126,040', '']","['67,527', '']","['1,177', '']","['671', '']","['36,648', '']","['10,710', '']","['264', '']","['9,043', '']"
12748,r121,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,120,"['125,783', '']","['23,535', '']","['6,113', '']","['18,920', '']","['7,446', '']","['15,636', '']","['31,471', '']","['22,662', '']"
12748,r122,All institutions -> George Mason U.,All institutions,George Mason U.,2,121,"['125,437', '']","['54,139', '']","['1,057', '']","['24,211', '']","['9,030', '']","['16,347', '']","['372', '']","['20,281', '']"
12748,r123,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,122,"['124,330', '']","['15,506', '']","['10,157', '']","['66,974', '']","['4,304', '']","['16,472', '']","['773', '']","['10,144', '']"
12748,r124,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,123,"['124,256', '']","['37,555', '']","['10,896', '']","['23,008', '']","['12,752', '']","['26,673', '']","['404', '']","['12,968', '']"
12748,r125,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,124,"['120,524', '']","['11,529', '']","['7,693', '']","['42,967', '']","['3,008', '']","['29,853', '']","['19,062', '']","['6,412', '']"
12748,r126,All institutions -> Rice U.,All institutions,Rice U.,2,125,"['119,853', '']","['27,925', '']","['11,116', '']","['32,746', '']","['4,323', '']","['40,654', '']","['375', '']","['2,714', '']"
