table_id,row_id,_b_state_and_department_or_agency_b_full_path,_b_state_and_department_or_agency_b_level_1,_b_state_and_department_or_agency_b_level_2,_b_state_and_department_or_agency_b_level_3,_b_state_and_department_or_agency_b_hierarchy_depth,field_all_r_d_expenditures,field_agriculture,field_energy,field_environment_and_natural_resources,field_health,field_transportation,field_othera
12539,r017,United States<sup>b</sup> -> Alaska -> Railroad Corporation,United States<sup>b</sup>,Alaska,Railroad Corporation,3,3098866,0,0,0,0,3098866,0
12539,r018,United States<sup>b</sup> -> Alaska -> Seafood Marketing Institute,United States<sup>b</sup>,Alaska,Seafood Marketing Institute,3,74015,74015,0,0,0,0,0
12539,r019,"United States<sup>b</sup> -> Alaska -> Transportation and Public Facilities, Department of",United States<sup>b</sup>,Alaska,"Transportation and Public Facilities, Department of",3,3130320,0,0,528215,75579,2526526,0
12539,r020,United States<sup>b</sup> -> Arizona,United States<sup>b</sup>,Arizona,,2,14011612,1810237,0,1552790,7868651,2064934,715000
12539,r021,"United States<sup>b</sup> -> Arizona -> Agriculture, Department of",United States<sup>b</sup>,Arizona,"Agriculture, Department of",3,1943155,1810237,0,132918,0,0,0
12539,r022,United States<sup>b</sup> -> Arizona -> Deaf and Hard of Hearing,United States<sup>b</sup>,Arizona,Deaf and Hard of Hearing,3,115000,0,0,0,0,0,115000
12539,r023,United States<sup>b</sup> -> Arizona -> Game and Fish Department,United States<sup>b</sup>,Arizona,Game and Fish Department,3,1419872,0,0,1419872,0,0,0
12539,r024,"United States<sup>b</sup> -> Arizona -> Health Services, Department of",United States<sup>b</sup>,Arizona,"Health Services, Department of",3,7868651,0,0,0,7868651,0,0
12539,r025,"United States<sup>b</sup> -> Arizona -> Juvenile Corrections, Department of ",United States<sup>b</sup>,Arizona,"Juvenile Corrections, Department of ",3,600000,0,0,0,0,0,600000
12539,r026,"United States<sup>b</sup> -> Arizona -> Transportation, Department of",United States<sup>b</sup>,Arizona,"Transportation, Department of",3,2064934,0,0,0,0,2064934,0
12539,r027,United States<sup>b</sup> -> Arkansas,United States<sup>b</sup>,Arkansas,,2,9521076,4804257,50000,2270144,242686,1936385,217604
12539,r028,United States<sup>b</sup> -> Arkansas -> Beef Council,United States<sup>b</sup>,Arkansas,Beef Council,3,76605,76605,0,0,0,0,0
12539,r029,United States<sup>b</sup> -> Arkansas -> Corn and Grain Sorghum Promotion Board,United States<sup>b</sup>,Arkansas,Corn and Grain Sorghum Promotion Board,3,965315,965315,0,0,0,0,0
12539,r030,United States<sup>b</sup> -> Arkansas -> Economic Development Commission,United States<sup>b</sup>,Arkansas,Economic Development Commission,3,605749,0,50000,95459,242686,0,217604
12539,r031,United States<sup>b</sup> -> Arkansas -> Game and Fish Commission,United States<sup>b</sup>,Arkansas,Game and Fish Commission,3,1966097,0,0,1966097,0,0,0
12539,r032,"United States<sup>b</sup> -> Arkansas -> Midwest Dairy Association, Arkansas Division",United States<sup>b</sup>,Arkansas,"Midwest Dairy Association, Arkansas Division",3,7425,7425,0,0,0,0,0
12539,r033,United States<sup>b</sup> -> Arkansas -> Natural Heritage Commission,United States<sup>b</sup>,Arkansas,Natural Heritage Commission,3,208588,0,0,208588,0,0,0
12539,r034,United States<sup>b</sup> -> Arkansas -> Rice Research and Promotion Board,United States<sup>b</sup>,Arkansas,Rice Research and Promotion Board,3,2500050,2500050,0,0,0,0,0
12539,r035,United States<sup>b</sup> -> Arkansas -> Soybean Promotion Board,United States<sup>b</sup>,Arkansas,Soybean Promotion Board,3,1221170,1221170,0,0,0,0,0
12539,r036,"United States<sup>b</sup> -> Arkansas -> Transportation, Department of",United States<sup>b</sup>,Arkansas,"Transportation, Department of",3,1936385,0,0,0,0,1936385,0
12539,r037,United States<sup>b</sup> -> Arkansas -> Wheat Promotion Board,United States<sup>b</sup>,Arkansas,Wheat Promotion Board,3,33692,33692,0,0,0,0,0
12539,r038,United States<sup>b</sup> -> California,United States<sup>b</sup>,California,,2,594541351,11794814,225709133,63966691,234563834,49446825,9060054
12539,r039,United States<sup>b</sup> -> California -> Air Resources Board,United States<sup>b</sup>,California,Air Resources Board,3,17641553,0,0,17641553,0,0,0
12539,r040,United States<sup>b</sup> -> California -> Coachella Valley Mountains,United States<sup>b</sup>,California,Coachella Valley Mountains,3,215912,0,0,215912,0,0,0
12539,r041,"United States<sup>b</sup> -> California -> Conservation, Department of",United States<sup>b</sup>,California,"Conservation, Department of",3,1490818,0,0,1101821,34500,0,354497
12539,r042,"United States<sup>b</sup> -> California -> Corrections and Rehabilitation, Department of",United States<sup>b</sup>,California,"Corrections and Rehabilitation, Department of",3,6466366,0,0,0,0,0,6466366
12539,r043,United States<sup>b</sup> -> California -> Covered California,United States<sup>b</sup>,California,Covered California,3,5765443,0,0,0,5765443,0,0
12539,r044,United States<sup>b</sup> -> California -> Dairy Council,United States<sup>b</sup>,California,Dairy Council,3,69421,0,0,0,69421,0,0
12539,r045,United States<sup>b</sup> -> California -> Delta Stewardship Council,United States<sup>b</sup>,California,Delta Stewardship Council,3,5138976,0,0,5138976,0,0,0
12539,r046,United States<sup>b</sup> -> California -> Emergency Services Governor's Office,United States<sup>b</sup>,California,Emergency Services Governor's Office,3,2020000,0,0,0,0,0,2020000
12539,r047,United States<sup>b</sup> -> California -> Energy Commission,United States<sup>b</sup>,California,Energy Commission,3,170673193,0,170673193,0,0,0,0
12539,r048,"United States<sup>b</sup> -> California -> Environmental Health Hazard Assessment, Office of",United States<sup>b</sup>,California,"Environmental Health Hazard Assessment, Office of",3,25263123,0,0,0,25263123,0,0
12539,r049,United States<sup>b</sup> -> California -> First 5 California (Children and Families Commission),United States<sup>b</sup>,California,First 5 California (Children and Families Commission),3,6000000,0,0,0,6000000,0,0
12539,r050,"United States<sup>b</sup> -> California -> Food and Agriculture, Department of",United States<sup>b</sup>,California,"Food and Agriculture, Department of",3,6187795,6187795,0,0,0,0,0
12539,r051,"United States<sup>b</sup> -> California -> Forestry and Fire Protection, Department of",United States<sup>b</sup>,California,"Forestry and Fire Protection, Department of",3,16600000,0,0,16600000,0,0,0
12539,r052,United States<sup>b</sup> -> California -> Horse Racing Board,United States<sup>b</sup>,California,Horse Racing Board,3,976291,976291,0,0,0,0,0
12539,r053,"United States<sup>b</sup> -> California -> Housing and Community Development, Department of",United States<sup>b</sup>,California,"Housing and Community Development, Department of",3,79000,0,0,0,0,0,79000
12539,r054,United States<sup>b</sup> -> California -> Institute for Regenerative Medicine,United States<sup>b</sup>,California,Institute for Regenerative Medicine,3,152261013,0,0,0,152261013,0,0
12539,r055,"United States<sup>b</sup> -> California -> Motor Vehicles, Department of",United States<sup>b</sup>,California,"Motor Vehicles, Department of",3,1714131,0,0,0,1714131,0,0
12539,r056,"United States<sup>b</sup> -> California -> Parks And Recreation, Department of",United States<sup>b</sup>,California,"Parks And Recreation, Department of",3,3297362,0,0,3297362,0,0,0
12539,r057,"United States<sup>b</sup> -> California -> Pesticide Regulation, Department of ",United States<sup>b</sup>,California,"Pesticide Regulation, Department of ",3,20772486,4630728,0,3383820,12757938,0,0
12539,r058,"United States<sup>b</sup> -> California -> Public Health, Department of",United States<sup>b</sup>,California,"Public Health, Department of",3,8500000,0,0,0,8500000,0,0
12539,r059,"United States<sup>b</sup> -> California -> Public Utilities Commission, Executive Division",United States<sup>b</sup>,California,"Public Utilities Commission, Executive Division",3,55035940,0,55035940,0,0,0,0
12539,r060,"United States<sup>b</sup> -> California -> Resources Recycling and Recovery, Department of",United States<sup>b</sup>,California,"Resources Recycling and Recovery, Department of",3,250112,0,0,250112,0,0,0
12539,r061,United States<sup>b</sup> -> California -> San Diego River Conservancy ,United States<sup>b</sup>,California,San Diego River Conservancy ,3,495155,0,0,495155,0,0,0
12539,r062,United States<sup>b</sup> -> California -> State Coastal Conservancy,United States<sup>b</sup>,California,State Coastal Conservancy,3,751289,0,0,751289,0,0,0
12539,r063,United States<sup>b</sup> -> California -> State Water Resources Control Board,United States<sup>b</sup>,California,State Water Resources Control Board,3,24800361,0,0,2602096,22198265,0,0
12539,r064,"United States<sup>b</sup> -> California -> Toxic Substances Control, Department of",United States<sup>b</sup>,California,"Toxic Substances Control, Department of",3,221058,0,0,221058,0,0,0
12539,r065,"United States<sup>b</sup> -> California -> Transportation, Department of",United States<sup>b</sup>,California,"Transportation, Department of",3,49446825,0,0,0,0,49446825,0
12539,r066,"United States<sup>b</sup> -> California -> Water Resources, Department of",United States<sup>b</sup>,California,"Water Resources, Department of",3,12407728,0,0,12267537,0,0,140191
12539,r067,United States<sup>b</sup> -> Colorado,United States<sup>b</sup>,Colorado,,2,39665229,1999706,3247418,10539540,8971048,4408335,10499182
12539,r068,"United States<sup>b</sup> -> Colorado -> Agriculture, Department of",United States<sup>b</sup>,Colorado,"Agriculture, Department of",3,362802,25125,0,0,337677,0,0
12539,r069,"United States<sup>b</sup> -> Colorado -> Economic Development and International Trade, Office of",United States<sup>b</sup>,Colorado,"Economic Development and International Trade, Office of",3,22767255,1787500,3203540,401927,7836906,250000,9287382
12539,r070,United States<sup>b</sup> -> Colorado -> Higher Education Competitive Research Authority,United States<sup>b</sup>,Colorado,Higher Education Competitive Research Authority,3,1843141,0,43878,652463,0,0,1146800
12539,r071,"United States<sup>b</sup> -> Colorado -> Natural Resources, Department of",United States<sup>b</sup>,Colorado,"Natural Resources, Department of",3,6892590,0,0,6842590,0,5000,45000
12539,r072,"United States<sup>b</sup> -> Colorado -> Public Health and Environment, Department of",United States<sup>b</sup>,Colorado,"Public Health and Environment, Department of",3,3439025,0,0,2642560,796465,0,0
12539,r073,"United States<sup>b</sup> -> Colorado -> Transportation, Department of",United States<sup>b</sup>,Colorado,"Transportation, Department of",3,4153335,0,0,0,0,4153335,0
12539,r074,United States<sup>b</sup> -> Colorado -> Wine Industry Development Board,United States<sup>b</sup>,Colorado,Wine Industry Development Board,3,207081,187081,0,0,0,0,20000
12539,r075,United States<sup>b</sup> -> Connecticut,United States<sup>b</sup>,Connecticut,,2,55924506,4521698,2928267,12908890,24164742,3907816,7493093
12539,r076,United States<sup>b</sup> -> Connecticut -> Agricultural Experiment Station,United States<sup>b</sup>,Connecticut,Agricultural Experiment Station,3,14165952,4521698,0,4822890,4821364,0,0
12539,r077,"United States<sup>b</sup> -> Connecticut -> Energy and Environmental Protection, Department of",United States<sup>b</sup>,Connecticut,"Energy and Environmental Protection, Department of",3,8086000,0,0,8086000,0,0,0
12539,r078,United States<sup>b</sup> -> Connecticut -> Innovation Inc.,United States<sup>b</sup>,Connecticut,Innovation Inc.,3,22043617,0,2928267,0,12263562,0,6851788
12539,r079,"United States<sup>b</sup> -> Connecticut -> Mental Health and Addiction Services, Department of",United States<sup>b</sup>,Connecticut,"Mental Health and Addiction Services, Department of",3,7079816,0,0,0,7079816,0,0
12539,r080,"United States<sup>b</sup> -> Connecticut -> Social Services, Department of",United States<sup>b</sup>,Connecticut,"Social Services, Department of",3,641305,0,0,0,0,0,641305
12539,r081,"United States<sup>b</sup> -> Connecticut -> Transportation, Department of",United States<sup>b</sup>,Connecticut,"Transportation, Department of",3,3907816,0,0,0,0,3907816,0
12539,r082,United States<sup>b</sup> -> Delaware,United States<sup>b</sup>,Delaware,,2,3584063,0,50500,2096191,0,1437372,0
12539,r083,United States<sup>b</sup> -> Delaware -> Geological Survey,United States<sup>b</sup>,Delaware,Geological Survey,3,1651264,0,0,1608099,0,43165,0
12539,r084,"United States<sup>b</sup> -> Delaware -> Natural Resources and Environmental Control, Department of",United States<sup>b</sup>,Delaware,"Natural Resources and Environmental Control, Department of",3,488092,0,0,488092,0,0,0
12539,r085,United States<sup>b</sup> -> Delaware -> Sustainable Energy Utility,United States<sup>b</sup>,Delaware,Sustainable Energy Utility,3,50500,0,50500,0,0,0,0
12539,r086,"United States<sup>b</sup> -> Delaware -> Transportation, Department of",United States<sup>b</sup>,Delaware,"Transportation, Department of",3,1394207,0,0,0,0,1394207,0
12539,r087,United States<sup>b</sup> -> District of Columbia,United States<sup>b</sup>,District of Columbia,,2,10563918,0,0,1848077,7909103,623962,182776
12539,r088,"United States<sup>b</sup> -> District of Columbia -> Energy and Environment, Department of",United States<sup>b</sup>,District of Columbia,"Energy and Environment, Department of",3,348077,0,0,348077,0,0,0
12539,r089,"United States<sup>b</sup> -> District of Columbia -> Health, Department of",United States<sup>b</sup>,District of Columbia,"Health, Department of",3,7909103,0,0,0,7909103,0,0
12539,r090,"United States<sup>b</sup> -> District of Columbia -> Transportation, Department of",United States<sup>b</sup>,District of Columbia,"Transportation, Department of",3,806738,0,0,0,0,623962,182776
12539,r091,United States<sup>b</sup> -> District of Columbia -> Water and Sewer Authority,United States<sup>b</sup>,District of Columbia,Water and Sewer Authority,3,1500000,0,0,1500000,0,0,0
12539,r092,United States<sup>b</sup> -> Florida,United States<sup>b</sup>,Florida,,2,222882689,17742469,188602,66897373,122453101,15501144,100000
12539,r093,"United States<sup>b</sup> -> Florida -> Agriculture and Consumer Services, Department of",United States<sup>b</sup>,Florida,"Agriculture and Consumer Services, Department of",3,22629310,15879671,188602,5846951,689302,24784,0
12539,r094,"United States<sup>b</sup> -> Florida -> Citrus, Department of",United States<sup>b</sup>,Florida,"Citrus, Department of",3,2067852,1862798,0,0,205054,0,0
12539,r095,"United States<sup>b</sup> -> Florida -> Environmental Protection, Department of",United States<sup>b</sup>,Florida,"Environmental Protection, Department of",3,60125,0,0,60125,0,0,0
12539,r096,United States<sup>b</sup> -> Florida -> Fish and Wildlife Conservation Commission,United States<sup>b</sup>,Florida,Fish and Wildlife Conservation Commission,3,60990297,0,0,60990297,0,0,0
12539,r097,United States<sup>b</sup> -> Florida -> Gaming Control Commission,United States<sup>b</sup>,Florida,Gaming Control Commission,3,100000,0,0,0,0,0,100000
12539,r098,"United States<sup>b</sup> -> Florida -> Health, Department of",United States<sup>b</sup>,Florida,"Health, Department of",3,121558745,0,0,0,121558745,0,0
12539,r099,United States<sup>b</sup> -> Florida -> Space Florida,United States<sup>b</sup>,Florida,Space Florida,3,1110000,0,0,0,0,1110000,0
12539,r100,"United States<sup>b</sup> -> Florida -> Transportation, Department of",United States<sup>b</sup>,Florida,"Transportation, Department of",3,14366360,0,0,0,0,14366360,0
12539,r101,United States<sup>b</sup> -> Georgia,United States<sup>b</sup>,Georgia,,2,20739193,2513762,8294642,2927411,0,7003378,0
12539,r102,"United States<sup>b</sup> -> Georgia -> Commodity Commission, Agriculture, Department of",United States<sup>b</sup>,Georgia,"Commodity Commission, Agriculture, Department of",3,2513762,2513762,0,0,0,0,0
12539,r103,"United States<sup>b</sup> -> Georgia -> Natural Resources, Department of",United States<sup>b</sup>,Georgia,"Natural Resources, Department of",3,2297557,0,0,2297557,0,0,0
12539,r104,United States<sup>b</sup> -> Georgia -> Southern States Energy Board,United States<sup>b</sup>,Georgia,Southern States Energy Board,3,9213432,0,8294642,629854,0,288936,0
12539,r105,"United States<sup>b</sup> -> Georgia -> Transportation, Department of",United States<sup>b</sup>,Georgia,"Transportation, Department of",3,6714442,0,0,0,0,6714442,0
12539,r106,United States<sup>b</sup> -> Hawaii,United States<sup>b</sup>,Hawaii,,2,5280407,1007998,710125,513210,508672,1735402,805000
12539,r107,"United States<sup>b</sup> -> Hawaii -> Agriculture, Department of",United States<sup>b</sup>,Hawaii,"Agriculture, Department of",3,652670,533998,0,0,118672,0,0
12539,r108,"United States<sup>b</sup> -> Hawaii -> Business, Economic Development, and Tourism, Department of",United States<sup>b</sup>,Hawaii,"Business, Economic Development, and Tourism, Department of",3,2447125,474000,710125,68000,390000,0,805000
12539,r109,"United States<sup>b</sup> -> Hawaii -> Land and Natural Resources, Department of",United States<sup>b</sup>,Hawaii,"Land and Natural Resources, Department of",3,445210,0,0,445210,0,0,0
12539,r110,"United States<sup>b</sup> -> Hawaii -> Transportation, Department of",United States<sup>b</sup>,Hawaii,"Transportation, Department of",3,1735402,0,0,0,0,1735402,0
12539,r111,United States<sup>b</sup> -> Idaho,United States<sup>b</sup>,Idaho,,2,18670602,6558129,0,9232224,0,2862749,17500
12539,r112,"United States<sup>b</sup> -> Idaho -> Agriculture, Department of",United States<sup>b</sup>,Idaho,"Agriculture, Department of",3,1020066,1020066,0,0,0,0,0
12539,r113,United States<sup>b</sup> -> Idaho -> Barley Commission,United States<sup>b</sup>,Idaho,Barley Commission,3,254646,254646,0,0,0,0,0
12539,r114,United States<sup>b</sup> -> Idaho -> Bean Commission,United States<sup>b</sup>,Idaho,Bean Commission,3,33575,33575,0,0,0,0,0
12539,r115,"United States<sup>b</sup> -> Idaho -> Commerce, Department of ",United States<sup>b</sup>,Idaho,"Commerce, Department of ",3,784945,754945,0,0,0,30000,0
12539,r116,United States<sup>b</sup> -> Idaho -> Dairy West,United States<sup>b</sup>,Idaho,Dairy West,3,2843786,2843786,0,0,0,0,0
12539,r117,"United States<sup>b</sup> -> Idaho -> Fish and Game, Department of",United States<sup>b</sup>,Idaho,"Fish and Game, Department of",3,9232224,0,0,9232224,0,0,0
12539,r118,United States<sup>b</sup> -> Idaho -> Oilseed Commission,United States<sup>b</sup>,Idaho,Oilseed Commission,3,66548,66548,0,0,0,0,0
12539,r119,United States<sup>b</sup> -> Idaho -> Pea and Lentil Commission,United States<sup>b</sup>,Idaho,Pea and Lentil Commission,3,61179,61179,0,0,0,0,0
12539,r120,United States<sup>b</sup> -> Idaho -> Potato Commission,United States<sup>b</sup>,Idaho,Potato Commission,3,650880,633380,0,0,0,0,17500
12539,r121,United States<sup>b</sup> -> Idaho -> Transportation Department,United States<sup>b</sup>,Idaho,Transportation Department,3,2832749,0,0,0,0,2832749,0
12539,r122,United States<sup>b</sup> -> Idaho -> Wheat Commission,United States<sup>b</sup>,Idaho,Wheat Commission,3,890004,890004,0,0,0,0,0
12539,r123,United States<sup>b</sup> -> Illinois,United States<sup>b</sup>,Illinois,,2,45907372,15345,0,32327079,516000,10233989,2814959
12539,r124,"United States<sup>b</sup> -> Illinois -> Children and Family Services, Department of",United States<sup>b</sup>,Illinois,"Children and Family Services, Department of",3,2814959,0,0,0,0,0,2814959
12539,r125,United States<sup>b</sup> -> Illinois -> Great Lakes - St. Lawrence River Basin,United States<sup>b</sup>,Illinois,Great Lakes - St. Lawrence River Basin,3,100000,0,0,100000,0,0,0
12539,r126,"United States<sup>b</sup> -> Illinois -> Midwest Dairy Association, Illinois Division",United States<sup>b</sup>,Illinois,"Midwest Dairy Association, Illinois Division",3,15345,15345,0,0,0,0,0
12539,r127,"United States<sup>b</sup> -> Illinois -> Natural Resources, Department of",United States<sup>b</sup>,Illinois,"Natural Resources, Department of",3,27317164,0,0,27317164,0,0,0
12539,r128,United States<sup>b</sup> -> Illinois -> Nature Preserves Commission,United States<sup>b</sup>,Illinois,Nature Preserves Commission,3,1065000,0,0,1065000,0,0,0
12539,r129,United States<sup>b</sup> -> Illinois -> Nutrient Research and Education Council,United States<sup>b</sup>,Illinois,Nutrient Research and Education Council,3,3844915,0,0,3844915,0,0,0
12539,r130,"United States<sup>b</sup> -> Illinois -> Public Health, Department of",United States<sup>b</sup>,Illinois,"Public Health, Department of",3,516000,0,0,0,516000,0,0
12539,r131,"United States<sup>b</sup> -> Illinois -> Transportation, Department of",United States<sup>b</sup>,Illinois,"Transportation, Department of",3,10233989,0,0,0,0,10233989,0
12539,r132,United States<sup>b</sup> -> Indiana,United States<sup>b</sup>,Indiana,,2,24179311,500000,748289,3866329,0,12624242,6440451
12539,r133,United States<sup>b</sup> -> Indiana -> Economic Development Corporation,United States<sup>b</sup>,Indiana,Economic Development Corporation,3,9961588,0,748289,0,0,2772848,6440451
12539,r134,"United States<sup>b</sup> -> Indiana -> Natural Resources, Department of",United States<sup>b</sup>,Indiana,"Natural Resources, Department of",3,4366329,500000,0,3866329,0,0,0
12539,r135,"United States<sup>b</sup> -> Indiana -> Transportation, Department of",United States<sup>b</sup>,Indiana,"Transportation, Department of",3,9851394,0,0,0,0,9851394,0
12539,r136,United States<sup>b</sup> -> Iowa,United States<sup>b</sup>,Iowa,,2,9809708,113850,0,1945868,0,7117988,632002
12539,r137,"United States<sup>b</sup> -> Iowa -> Human Rights, Criminal and Juvenile Justice Planning, Division of, Department of",United States<sup>b</sup>,Iowa,"Human Rights, Criminal and Juvenile Justice Planning, Division of, Department of",3,632002,0,0,0,0,0,632002
12539,r138,"United States<sup>b</sup> -> Iowa -> Midwest Dairy Association, Iowa Division",United States<sup>b</sup>,Iowa,"Midwest Dairy Association, Iowa Division",3,113850,113850,0,0,0,0,0
12539,r139,"United States<sup>b</sup> -> Iowa -> Natural Resources, Department of",United States<sup>b</sup>,Iowa,"Natural Resources, Department of",3,1945868,0,0,1945868,0,0,0
12539,r140,"United States<sup>b</sup> -> Iowa -> Transportation, Department of",United States<sup>b</sup>,Iowa,"Transportation, Department of",3,7117988,0,0,0,0,7117988,0
12539,r141,United States<sup>b</sup> -> Kansas,United States<sup>b</sup>,Kansas,,2,10364853,3625892,139676,1716521,0,3882450,1000314
12539,r142,United States<sup>b</sup> -> Kansas -> Corn Commission,United States<sup>b</sup>,Kansas,Corn Commission,3,375941,173904,139676,62361,0,0,0
12539,r143,United States<sup>b</sup> -> Kansas -> Grain Sorghum Commission,United States<sup>b</sup>,Kansas,Grain Sorghum Commission,3,553341,553341,0,0,0,0,0
12539,r144,"United States<sup>b</sup> -> Kansas -> Midwest Dairy Association, Kansas Division",United States<sup>b</sup>,Kansas,"Midwest Dairy Association, Kansas Division",3,13860,13860,0,0,0,0,0
12539,r145,United States<sup>b</sup> -> Kansas -> Soybean Commission,United States<sup>b</sup>,Kansas,Soybean Commission,3,1400000,1400000,0,0,0,0,0
12539,r146,United States<sup>b</sup> -> Kansas -> State Board of Regents,United States<sup>b</sup>,Kansas,State Board of Regents,3,1000314,0,0,0,0,0,1000314
12539,r147,United States<sup>b</sup> -> Kansas -> Sunflower Commission,United States<sup>b</sup>,Kansas,Sunflower Commission,3,11248,11248,0,0,0,0,0
12539,r148,"United States<sup>b</sup> -> Kansas -> Transportation, Department of",United States<sup>b</sup>,Kansas,"Transportation, Department of",3,3882450,0,0,0,0,3882450,0
12539,r149,United States<sup>b</sup> -> Kansas -> Water Office,United States<sup>b</sup>,Kansas,Water Office,3,1805720,151560,0,1654160,0,0,0
12539,r150,United States<sup>b</sup> -> Kansas -> Wheat Commission,United States<sup>b</sup>,Kansas,Wheat Commission,3,1321979,1321979,0,0,0,0,0
12539,r151,United States<sup>b</sup> -> Kentucky,United States<sup>b</sup>,Kentucky,,2,37765916,588967,143957,7622379,19723210,8125749,1561654
12539,r152,"United States<sup>b</sup> -> Kentucky -> Economic Development, Cabinet for",United States<sup>b</sup>,Kentucky,"Economic Development, Cabinet for",3,3126802,86074,143957,0,1297346,37771,1561654
12539,r153,"United States<sup>b</sup> -> Kentucky -> Fish and Wildlife Resources, Department of ",United States<sup>b</sup>,Kentucky,"Fish and Wildlife Resources, Department of ",3,7566970,0,0,7566970,0,0,0
12539,r154,United States<sup>b</sup> -> Kentucky -> Horse Racing Commission,United States<sup>b</sup>,Kentucky,Horse Racing Commission,3,140153,0,0,0,140153,0,0
12539,r155,"United States<sup>b</sup> -> Kentucky -> Nature Preserves, Office of Kentucky",United States<sup>b</sup>,Kentucky,"Nature Preserves, Office of Kentucky",3,55409,0,0,55409,0,0,0
12539,r156,"United States<sup>b</sup> -> Kentucky -> Postsecondary Education, Council on",United States<sup>b</sup>,Kentucky,"Postsecondary Education, Council on",3,11029618,0,0,0,11029618,0,0
12539,r157,"United States<sup>b</sup> -> Kentucky -> Public Health, Department for ",United States<sup>b</sup>,Kentucky,"Public Health, Department for ",3,7256093,0,0,0,7256093,0,0
12539,r158,United States<sup>b</sup> -> Kentucky -> Soybean Promotion Board,United States<sup>b</sup>,Kentucky,Soybean Promotion Board,3,502893,502893,0,0,0,0,0
12539,r159,United States<sup>b</sup> -> Kentucky -> Transportation Cabinet,United States<sup>b</sup>,Kentucky,Transportation Cabinet,3,8087978,0,0,0,0,8087978,0
12539,r160,United States<sup>b</sup> -> Louisiana,United States<sup>b</sup>,Louisiana,,2,31663714,177190,626150,11664250,1139543,8562086,9494495
12539,r161,United States<sup>b</sup> -> Louisiana -> Board of Regents,United States<sup>b</sup>,Louisiana,Board of Regents,3,12395006,177190,626150,895542,1139543,62086,9494495
12539,r162,United States<sup>b</sup> -> Louisiana -> Coastal Protection and Restoration Authority,United States<sup>b</sup>,Louisiana,Coastal Protection and Restoration Authority,3,3791442,0,0,3791442,0,0,0
12539,r163,"United States<sup>b</sup> -> Louisiana -> Transportation and Development, Department of ",United States<sup>b</sup>,Louisiana,"Transportation and Development, Department of ",3,8500000,0,0,0,0,8500000,0
