table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_level_5,_b_characteristic_b_level_6,_b_characteristic_b_hierarchy_depth,field_all_other_fieldsa,field_business_management_and_administration,field_communication,field_non_s_e_fields_nec
4636,r029,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Activity unknown,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Activity unknown,,,4,5.5,4.9,5.2,6.9
4636,r030,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup>,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,,,,3,,,,
4636,r031,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup>,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,,,4,86.0,84.0,89.8,87.2
4636,r032,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> New England,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,New England,,5,6.9,7.7,6.0,5.9
4636,r033,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> Middle Atlantic,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,Middle Atlantic,,5,13.1,13.0,11.5,14.2
4636,r034,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> East North Central,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,East North Central,,5,11.9,11.4,14.4,11.1
4636,r035,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> West North Central,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,West North Central,,5,5.3,5.4,5.2,5.2
4636,r036,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> South Atlantic,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,South Atlantic,,5,17.6,15.3,17.6,21.8
4636,r037,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> East South Central,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,East South Central,,5,5.1,4.8,5.8,5.2
4636,r038,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> West South Central,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,West South Central,,5,10.0,11.2,10.0,7.8
4636,r039,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> Mountain,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,Mountain,,5,5.0,4.2,6.3,5.5
4636,r040,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> Pacific and insular,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,Pacific and insular,,5,9.9,9.9,10.8,9.2
4636,r041,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> Not in United States,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,Not in United States,,,4,14.0,15.9,10.2,12.8
4636,r042,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> Location unknown,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,Location unknown,,,4,0.05,0.1,0.0,0.0
4636,r043,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number),All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),,,,,2,1417,851,230,336
4636,r044,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,,,,3,,,,
4636,r045,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite postgraduation study,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite postgraduation study,,,4,88,39,18,31
4636,r046,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment,,,4,870,579,121,170
4636,r047,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Seeking employment or study,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Seeking employment or study,,,4,240,98,60,82
4636,r048,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Other<sup>d</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Other<sup>d</sup>,,,4,22,12,4,6
4636,r049,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite postgraduation study (%)<sup>e</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite postgraduation study (%)<sup>e</sup>,,,4,,,,
4636,r050,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite postgraduation study (%)<sup>e</sup> -> Postdoc fellowship or research associateship,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite postgraduation study (%)<sup>e</sup>,Postdoc fellowship or research associateship,,5,96.6,94.9,100.0,96.8
4636,r051,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite postgraduation study (%)<sup>e</sup> -> Other or unknown<sup>f</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite postgraduation study (%)<sup>e</sup>,Other or unknown<sup>f</sup>,,5,3.4,5.1,0.0,3.2
4636,r052,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,,,4,,,,
4636,r053,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Academe,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Academe,,5,73.3,77.7,75.2,57.1
4636,r054,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Government,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Government,,5,6.4,3.8,,
4636,r055,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Industry or business<sup>h</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Industry or business<sup>h</sup>,,5,14.3,13.8,14.0,15.9
4636,r056,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Nonprofit organization,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Nonprofit organization,,5,3.6,2.1,,
4636,r057,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Other or unknown<sup>i</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Other or unknown<sup>i</sup>,,5,2.4,2.6,2.5,1.8
4636,r058,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,,5,,,,
4636,r059,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> R&D,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,R&D,6,42.4,49.4,23.0,31.6
4636,r060,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> Teaching,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,Teaching,6,39.3,36.2,59.3,35.5
4636,r061,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> Management or administration,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,Management or administration,6,9.6,8.6,8.0,14.5
4636,r062,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> Professional services,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,Professional services,6,8.0,5.1,8.8,17.8
4636,r063,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> Other,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,Other,6,0.7,0.7,0.9,0.7
4636,r064,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,,5,,,,
4636,r065,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> R&D,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,R&D,6,35.3,32.2,49.6,36.2
4636,r066,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> Teaching,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,Teaching,6,37.2,45.9,15.9,21.7
4636,r067,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> Management or administration,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,Management or administration,6,5.2,3.7,5.3,10.5
4636,r068,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> Professional services,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,Professional services,6,3.8,2.7,4.4,7.2
4636,r069,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> Other,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,Other,6,0.2,0.4,0.0,0.0
4636,r070,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> No secondary activity,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,No secondary activity,6,18.2,15.2,24.8,24.3
4636,r071,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Activity unknown,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Activity unknown,,5,6.7,5.5,6.6,10.6
4636,r072,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,,,4,,,,
4636,r073,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,,5,82.4,82.0,89.9,78.1
4636,r074,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> New England,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,New England,6,6.2,6.8,,
4636,r075,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> Middle Atlantic,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,Middle Atlantic,6,12.1,12.3,12.2,11.4
4636,r076,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> East North Central,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,East North Central,6,12.6,11.5,,
4636,r077,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> West North Central,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,West North Central,6,5.1,5.5,3.6,5.0
