table_id,row_id,time_period,all_employed_level_1,all_employed_level_2,all_employed_level_3,all_employed_hierarchy_depth,value
3751,r035,On postdoc in February 2019 -> Years since doctorate -> &#8804; 5 years,Science,Social sciences,Number,3,550
3751,r036,On postdoc in February 2019 -> Years since doctorate -> &#8804; 5 years,Science,Social sciences,SE,3,100
3751,r037,On postdoc in February 2019 -> Years since doctorate -> &#8804; 5 years,Engineering,Number,,2,2850
3751,r038,On postdoc in February 2019 -> Years since doctorate -> &#8804; 5 years,Engineering,SE,,2,275
3751,r039,On postdoc in February 2019 -> Years since doctorate -> &#8804; 5 years,Health,Number,,2,850
3751,r040,On postdoc in February 2019 -> Years since doctorate -> &#8804; 5 years,Health,SE,,2,150
3751,r041,On postdoc in February 2019 -> Years since doctorate -> 6&#8211;10 years,All employed,Number,,2,3900
3751,r042,On postdoc in February 2019 -> Years since doctorate -> 6&#8211;10 years,All employed,SE,,2,350
3751,r043,On postdoc in February 2019 -> Years since doctorate -> 6&#8211;10 years,Science,Total,Number,3,3250
3751,r044,On postdoc in February 2019 -> Years since doctorate -> 6&#8211;10 years,Science,Total,SE,3,325
3751,r045,On postdoc in February 2019 -> Years since doctorate -> 6&#8211;10 years,Science,"Biological, agricultural, and environmental life sciences",Number,3,2500
3751,r046,On postdoc in February 2019 -> Years since doctorate -> 6&#8211;10 years,Science,"Biological, agricultural, and environmental life sciences",SE,3,250
3751,r047,On postdoc in February 2019 -> Years since doctorate -> 6&#8211;10 years,Science,Physical sciences,Number,3,550
3751,r048,On postdoc in February 2019 -> Years since doctorate -> 6&#8211;10 years,Science,Physical sciences,SE,3,125
3751,r049,On postdoc in February 2019 -> Years since doctorate -> 6&#8211;10 years,Science,Psychology,Number,3,50
3751,r050,On postdoc in February 2019 -> Years since doctorate -> 6&#8211;10 years,Science,Psychology,SE,3,50
3751,r051,On postdoc in February 2019 -> Years since doctorate -> 6&#8211;10 years,Science,Social sciences,Number,3,50
3751,r052,On postdoc in February 2019 -> Years since doctorate -> 6&#8211;10 years,Science,Social sciences,SE,3,25
3751,r053,On postdoc in February 2019 -> Years since doctorate -> 6&#8211;10 years,Engineering,Number,,2,450
3751,r054,On postdoc in February 2019 -> Years since doctorate -> 6&#8211;10 years,Engineering,SE,,2,125
3751,r055,On postdoc in February 2019 -> Years since doctorate -> 6&#8211;10 years,Health,Number,,2,200
3751,r056,On postdoc in February 2019 -> Years since doctorate -> 6&#8211;10 years,Health,SE,,2,100
3751,r057,On postdoc in February 2019 -> Years since doctorate -> 11&#8211;15 years,All employed,Number,,2,650
3751,r058,On postdoc in February 2019 -> Years since doctorate -> 11&#8211;15 years,All employed,SE,,2,125
3751,r059,On postdoc in February 2019 -> Years since doctorate -> 11&#8211;15 years,Science,Total,Number,3,550
3751,r060,On postdoc in February 2019 -> Years since doctorate -> 11&#8211;15 years,Science,Total,SE,3,125
3751,r061,On postdoc in February 2019 -> Years since doctorate -> 11&#8211;15 years,Science,"Biological, agricultural, and environmental life sciences",Number,3,350
3751,r062,On postdoc in February 2019 -> Years since doctorate -> 11&#8211;15 years,Science,"Biological, agricultural, and environmental life sciences",SE,3,100
3751,r063,On postdoc in February 2019 -> Years since doctorate -> 11&#8211;15 years,Science,Physical sciences,Number,3,150
3751,r064,On postdoc in February 2019 -> Years since doctorate -> 11&#8211;15 years,Science,Physical sciences,SE,3,100
3751,r065,On postdoc in February 2019 -> Years since doctorate -> 11&#8211;15 years,Engineering,Number,,2,S
3751,r066,On postdoc in February 2019 -> Years since doctorate -> 11&#8211;15 years,Engineering,SE,,2,S
3751,r067,On postdoc in February 2019 -> Years since doctorate -> > 15 years,All employed,Number,,2,200
3751,r068,On postdoc in February 2019 -> Years since doctorate -> > 15 years,All employed,SE,,2,75
3751,r069,On postdoc in February 2019 -> Years since doctorate -> > 15 years,Science,Total,Number,3,200
3751,r070,On postdoc in February 2019 -> Years since doctorate -> > 15 years,Science,Total,SE,3,75
3751,r071,On postdoc in February 2019 -> Sex -> Male,All employed,Number,,2,14650
3751,r072,On postdoc in February 2019 -> Sex -> Male,All employed,SE,,2,625
3751,r073,On postdoc in February 2019 -> Sex -> Male,Science,Total,Number,3,11700
3751,r074,On postdoc in February 2019 -> Sex -> Male,Science,Total,SE,3,575
3751,r075,On postdoc in February 2019 -> Sex -> Male,Science,"Biological, agricultural, and environmental life sciences",Number,3,6650
3751,r076,On postdoc in February 2019 -> Sex -> Male,Science,"Biological, agricultural, and environmental life sciences",SE,3,400
3751,r077,On postdoc in February 2019 -> Sex -> Male,Science,Computer and information sciences,Number,3,250
3751,r078,On postdoc in February 2019 -> Sex -> Male,Science,Computer and information sciences,SE,3,100
3751,r079,On postdoc in February 2019 -> Sex -> Male,Science,Mathematics and statistics,Number,3,700
3751,r080,On postdoc in February 2019 -> Sex -> Male,Science,Mathematics and statistics,SE,3,125
3751,r081,On postdoc in February 2019 -> Sex -> Male,Science,Physical sciences,Number,3,3500
3751,r082,On postdoc in February 2019 -> Sex -> Male,Science,Physical sciences,SE,3,300
3751,r083,On postdoc in February 2019 -> Sex -> Male,Science,Psychology,Number,3,450
3751,r084,On postdoc in February 2019 -> Sex -> Male,Science,Psychology,SE,3,100
3751,r085,On postdoc in February 2019 -> Sex -> Male,Science,Social sciences,Number,3,200
3751,r086,On postdoc in February 2019 -> Sex -> Male,Science,Social sciences,SE,3,50
3751,r087,On postdoc in February 2019 -> Sex -> Male,Engineering,Number,,2,2450
3751,r088,On postdoc in February 2019 -> Sex -> Male,Engineering,SE,,2,250
3751,r089,On postdoc in February 2019 -> Sex -> Male,Health,Number,,2,450
3751,r090,On postdoc in February 2019 -> Sex -> Male,Health,SE,,2,125
3751,r091,On postdoc in February 2019 -> Sex -> Female,All employed,Number,,2,10800
3751,r092,On postdoc in February 2019 -> Sex -> Female,All employed,SE,,2,475
3751,r093,On postdoc in February 2019 -> Sex -> Female,Science,Total,Number,3,9350
3751,r094,On postdoc in February 2019 -> Sex -> Female,Science,Total,SE,3,425
3751,r095,On postdoc in February 2019 -> Sex -> Female,Science,"Biological, agricultural, and environmental life sciences",Number,3,6700
3751,r096,On postdoc in February 2019 -> Sex -> Female,Science,"Biological, agricultural, and environmental life sciences",SE,3,375
3751,r097,On postdoc in February 2019 -> Sex -> Female,Science,Computer and information sciences,Number,3,0.05
3751,r098,On postdoc in February 2019 -> Sex -> Female,Science,Computer and information sciences,SE,3,0.05
3751,r099,On postdoc in February 2019 -> Sex -> Female,Science,Mathematics and statistics,Number,3,150
3751,r100,On postdoc in February 2019 -> Sex -> Female,Science,Mathematics and statistics,SE,3,75
3751,r101,On postdoc in February 2019 -> Sex -> Female,Science,Physical sciences,Number,3,1400
3751,r102,On postdoc in February 2019 -> Sex -> Female,Science,Physical sciences,SE,3,175
3751,r103,On postdoc in February 2019 -> Sex -> Female,Science,Psychology,Number,3,600
3751,r104,On postdoc in February 2019 -> Sex -> Female,Science,Psychology,SE,3,125
3751,r105,On postdoc in February 2019 -> Sex -> Female,Science,Social sciences,Number,3,450
3751,r106,On postdoc in February 2019 -> Sex -> Female,Science,Social sciences,SE,3,75
3751,r107,On postdoc in February 2019 -> Sex -> Female,Engineering,Number,,2,900
3751,r108,On postdoc in February 2019 -> Sex -> Female,Engineering,SE,,2,150
3751,r109,On postdoc in February 2019 -> Sex -> Female,Health,Number,,2,550
3751,r110,On postdoc in February 2019 -> Sex -> Female,Health,SE,,2,125
3751,r111,On postdoc in February 2019 -> Ethnicity -> Hispanic or Latino<sup>a</sup>,All employed,Number,,2,1300
3751,r112,On postdoc in February 2019 -> Ethnicity -> Hispanic or Latino<sup>a</sup>,All employed,SE,,2,125
3751,r113,On postdoc in February 2019 -> Ethnicity -> Hispanic or Latino<sup>a</sup>,Science,Total,Number,3,1100
3751,r114,On postdoc in February 2019 -> Ethnicity -> Hispanic or Latino<sup>a</sup>,Science,Total,SE,3,125
3751,r115,On postdoc in February 2019 -> Ethnicity -> Hispanic or Latino<sup>a</sup>,Science,"Biological, agricultural, and environmental life sciences",Number,3,800
3751,r116,On postdoc in February 2019 -> Ethnicity -> Hispanic or Latino<sup>a</sup>,Science,"Biological, agricultural, and environmental life sciences",SE,3,100
3751,r117,On postdoc in February 2019 -> Ethnicity -> Hispanic or Latino<sup>a</sup>,Science,Mathematics and statistics,Number,3,0.05
3751,r118,On postdoc in February 2019 -> Ethnicity -> Hispanic or Latino<sup>a</sup>,Science,Mathematics and statistics,SE,3,0.05
3751,r119,On postdoc in February 2019 -> Ethnicity -> Hispanic or Latino<sup>a</sup>,Science,Physical sciences,Number,3,150
3751,r120,On postdoc in February 2019 -> Ethnicity -> Hispanic or Latino<sup>a</sup>,Science,Physical sciences,SE,3,50
3751,r121,On postdoc in February 2019 -> Ethnicity -> Hispanic or Latino<sup>a</sup>,Science,Psychology,Number,3,50
3751,r122,On postdoc in February 2019 -> Ethnicity -> Hispanic or Latino<sup>a</sup>,Science,Psychology,SE,3,50
3751,r123,On postdoc in February 2019 -> Ethnicity -> Hispanic or Latino<sup>a</sup>,Science,Social sciences,Number,3,50
3751,r124,On postdoc in February 2019 -> Ethnicity -> Hispanic or Latino<sup>a</sup>,Science,Social sciences,SE,3,25
3751,r125,On postdoc in February 2019 -> Ethnicity -> Hispanic or Latino<sup>a</sup>,Engineering,Number,,2,150
3751,r126,On postdoc in February 2019 -> Ethnicity -> Hispanic or Latino<sup>a</sup>,Engineering,SE,,2,50
3751,r127,On postdoc in February 2019 -> Ethnicity -> Hispanic or Latino<sup>a</sup>,Health,Number,,2,50
3751,r128,On postdoc in February 2019 -> Ethnicity -> Hispanic or Latino<sup>a</sup>,Health,SE,,2,25
3751,r129,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,All employed,Number,,2,50
3751,r130,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,All employed,SE,,2,25
3751,r131,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Asian,All employed,Number,,2,11150
3751,r132,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Asian,All employed,SE,,2,525
3751,r133,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Asian,Science,Total,Number,3,8650
3751,r134,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Asian,Science,Total,SE,3,475
3751,r135,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Asian,Science,"Biological, agricultural, and environmental life sciences",Number,3,5350
3751,r136,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Asian,Science,"Biological, agricultural, and environmental life sciences",SE,3,375
3751,r137,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Asian,Science,Computer and information sciences,Number,3,S
3751,r138,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Asian,Science,Computer and information sciences,SE,3,S
3751,r139,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Asian,Science,Mathematics and statistics,Number,3,450
3751,r140,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Asian,Science,Mathematics and statistics,SE,3,125
3751,r141,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Asian,Science,Physical sciences,Number,3,2400
3751,r142,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Asian,Science,Physical sciences,SE,3,300
3751,r143,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Asian,Science,Psychology,Number,3,200
3751,r144,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Asian,Science,Psychology,SE,3,75
3751,r145,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Asian,Science,Social sciences,Number,3,100
3751,r146,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Asian,Science,Social sciences,SE,3,50
3751,r147,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Asian,Engineering,Number,,2,2050
3751,r148,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Asian,Engineering,SE,,2,275
3751,r149,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Asian,Health,Number,,2,450
3751,r150,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Asian,Health,SE,,2,100
3751,r151,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,All employed,Number,,2,1000
3751,r152,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,All employed,SE,,2,150
3751,r153,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Science,Total,Number,3,750
3751,r154,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Science,Total,SE,3,125
3751,r155,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Science,"Biological, agricultural, and environmental life sciences",Number,3,400
3751,r156,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Science,"Biological, agricultural, and environmental life sciences",SE,3,75
3751,r157,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Science,Physical sciences,Number,3,200
3751,r158,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Science,Physical sciences,SE,3,100
3751,r159,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Science,Psychology,Number,3,50
3751,r160,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Science,Psychology,SE,3,50
3751,r161,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Science,Social sciences,Number,3,50
3751,r162,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Science,Social sciences,SE,3,25
3751,r163,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Engineering,Number,,2,100
3751,r164,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Engineering,SE,,2,50
3751,r165,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Health,Number,,2,S
3751,r166,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Health,SE,,2,S
3751,r167,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> White,All employed,Number,,2,11450
3751,r168,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> White,All employed,SE,,2,400
3751,r169,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> White,Science,Total,Number,3,10050
3751,r170,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> White,Science,Total,SE,3,400
3751,r171,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> White,Science,"Biological, agricultural, and environmental life sciences",Number,3,6450
3751,r172,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> White,Science,"Biological, agricultural, and environmental life sciences",SE,3,350
3751,r173,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> White,Science,Computer and information sciences,Number,3,100
3751,r174,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> White,Science,Computer and information sciences,SE,3,50
3751,r175,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> White,Science,Mathematics and statistics,Number,3,350
3751,r176,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> White,Science,Mathematics and statistics,SE,3,100
3751,r177,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> White,Science,Physical sciences,Number,3,2000
3751,r178,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> White,Science,Physical sciences,SE,3,175
3751,r179,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> White,Science,Psychology,Number,3,700
3751,r180,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> White,Science,Psychology,SE,3,125
3751,r181,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> White,Science,Social sciences,Number,3,450
3751,r182,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> White,Science,Social sciences,SE,3,75
3751,r183,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> White,Engineering,Number,,2,1000
3751,r184,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> White,Engineering,SE,,2,150
3751,r185,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> White,Health,Number,,2,350
3751,r186,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> White,Health,SE,,2,100
3751,r187,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Other race<sup>c</sup>,All employed,Number,,2,500
3751,r188,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Other race<sup>c</sup>,All employed,SE,,2,100
3751,r189,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Other race<sup>c</sup>,Science,Total,Number,3,450
3751,r190,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Other race<sup>c</sup>,Science,Total,SE,3,100
3751,r191,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Other race<sup>c</sup>,Science,"Biological, agricultural, and environmental life sciences",Number,3,350
3751,r192,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Other race<sup>c</sup>,Science,"Biological, agricultural, and environmental life sciences",SE,3,75
3751,r193,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Other race<sup>c</sup>,Science,Physical sciences,Number,3,100
3751,r194,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Other race<sup>c</sup>,Science,Physical sciences,SE,3,50
3751,r195,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Other race<sup>c</sup>,Engineering,Number,,2,50
3751,r196,On postdoc in February 2019 -> Ethnicity -> Not Hispanic or Latino<sup>b</sup> -> Other race<sup>c</sup>,Engineering,SE,,2,25
3751,r197,On postdoc in February 2019 -> Age -> Under 35,All employed,Number,,2,14450
3751,r198,On postdoc in February 2019 -> Age -> Under 35,All employed,SE,,2,525
3751,r199,On postdoc in February 2019 -> Age -> Under 35,Science,Total,Number,3,12000
3751,r200,On postdoc in February 2019 -> Age -> Under 35,Science,Total,SE,3,475
3751,r201,On postdoc in February 2019 -> Age -> Under 35,Science,"Biological, agricultural, and environmental life sciences",Number,3,7100
3751,r202,On postdoc in February 2019 -> Age -> Under 35,Science,"Biological, agricultural, and environmental life sciences",SE,3,375
3751,r203,On postdoc in February 2019 -> Age -> Under 35,Science,Computer and information sciences,Number,3,200
3751,r204,On postdoc in February 2019 -> Age -> Under 35,Science,Computer and information sciences,SE,3,100
3751,r205,On postdoc in February 2019 -> Age -> Under 35,Science,Mathematics and statistics,Number,3,650
3751,r206,On postdoc in February 2019 -> Age -> Under 35,Science,Mathematics and statistics,SE,3,150
3751,r207,On postdoc in February 2019 -> Age -> Under 35,Science,Physical sciences,Number,3,3350
3751,r208,On postdoc in February 2019 -> Age -> Under 35,Science,Physical sciences,SE,3,300
3751,r209,On postdoc in February 2019 -> Age -> Under 35,Science,Psychology,Number,3,550
3751,r210,On postdoc in February 2019 -> Age -> Under 35,Science,Psychology,SE,3,125
3751,r211,On postdoc in February 2019 -> Age -> Under 35,Science,Social sciences,Number,3,150
3751,r212,On postdoc in February 2019 -> Age -> Under 35,Science,Social sciences,SE,3,50
3751,r213,On postdoc in February 2019 -> Age -> Under 35,Engineering,Number,,2,2000
3751,r214,On postdoc in February 2019 -> Age -> Under 35,Engineering,SE,,2,225
3751,r215,On postdoc in February 2019 -> Age -> Under 35,Health,Number,,2,450
3751,r216,On postdoc in February 2019 -> Age -> Under 35,Health,SE,,2,100
3751,r217,On postdoc in February 2019 -> Age -> 35&#8211;44,All employed,Number,,2,9650
3751,r218,On postdoc in February 2019 -> Age -> 35&#8211;44,All employed,SE,,2,500
3751,r219,On postdoc in February 2019 -> Age -> 35&#8211;44,Science,Total,Number,3,8000
3751,r220,On postdoc in February 2019 -> Age -> 35&#8211;44,Science,Total,SE,3,475
3751,r221,On postdoc in February 2019 -> Age -> 35&#8211;44,Science,"Biological, agricultural, and environmental life sciences",Number,3,5700
3751,r222,On postdoc in February 2019 -> Age -> 35&#8211;44,Science,"Biological, agricultural, and environmental life sciences",SE,3,425
3751,r223,On postdoc in February 2019 -> Age -> 35&#8211;44,Science,Computer and information sciences,Number,3,S
3751,r224,On postdoc in February 2019 -> Age -> 35&#8211;44,Science,Computer and information sciences,SE,3,S
3751,r225,On postdoc in February 2019 -> Age -> 35&#8211;44,Science,Mathematics and statistics,Number,3,150
3751,r226,On postdoc in February 2019 -> Age -> 35&#8211;44,Science,Mathematics and statistics,SE,3,75
3751,r227,On postdoc in February 2019 -> Age -> 35&#8211;44,Science,Physical sciences,Number,3,1300
3751,r228,On postdoc in February 2019 -> Age -> 35&#8211;44,Science,Physical sciences,SE,3,200
3751,r229,On postdoc in February 2019 -> Age -> 35&#8211;44,Science,Psychology,Number,3,350
3751,r230,On postdoc in February 2019 -> Age -> 35&#8211;44,Science,Psychology,SE,3,100
3751,r231,On postdoc in February 2019 -> Age -> 35&#8211;44,Science,Social sciences,Number,3,400
3751,r232,On postdoc in February 2019 -> Age -> 35&#8211;44,Science,Social sciences,SE,3,75
3751,r233,On postdoc in February 2019 -> Age -> 35&#8211;44,Engineering,Number,,2,1200
3751,r234,On postdoc in February 2019 -> Age -> 35&#8211;44,Engineering,SE,,2,200
3751,r235,On postdoc in February 2019 -> Age -> 35&#8211;44,Health,Number,,2,450
3751,r236,On postdoc in February 2019 -> Age -> 35&#8211;44,Health,SE,,2,100
3751,r237,On postdoc in February 2019 -> Age -> 45&#8211;75,All employed,Number,,2,1350
3751,r238,On postdoc in February 2019 -> Age -> 45&#8211;75,All employed,SE,,2,175
3751,r239,On postdoc in February 2019 -> Age -> 45&#8211;75,Science,Total,Number,3,1000
3751,r240,On postdoc in February 2019 -> Age -> 45&#8211;75,Science,Total,SE,3,150
3751,r241,On postdoc in February 2019 -> Age -> 45&#8211;75,Science,"Biological, agricultural, and environmental life sciences",Number,3,600
3751,r242,On postdoc in February 2019 -> Age -> 45&#8211;75,Science,"Biological, agricultural, and environmental life sciences",SE,3,125
3751,r243,On postdoc in February 2019 -> Age -> 45&#8211;75,Science,Physical sciences,Number,3,250
3751,r244,On postdoc in February 2019 -> Age -> 45&#8211;75,Science,Physical sciences,SE,3,100
3751,r245,On postdoc in February 2019 -> Age -> 45&#8211;75,Science,Psychology,Number,3,S
3751,r246,On postdoc in February 2019 -> Age -> 45&#8211;75,Science,Psychology,SE,3,S
3751,r247,On postdoc in February 2019 -> Age -> 45&#8211;75,Science,Social sciences,Number,3,50
3751,r248,On postdoc in February 2019 -> Age -> 45&#8211;75,Science,Social sciences,SE,3,50
3751,r249,On postdoc in February 2019 -> Age -> 45&#8211;75,Engineering,Number,,2,150
3751,r250,On postdoc in February 2019 -> Age -> 45&#8211;75,Engineering,SE,,2,75
3751,r251,On postdoc in February 2019 -> Age -> 45&#8211;75,Health,Number,,2,S
3751,r252,On postdoc in February 2019 -> Age -> 45&#8211;75,Health,SE,,2,S
3751,r253,On postdoc in February 2019 -> Citizenship -> U.S. citizen,All employed,Number,,2,13800
3751,r254,On postdoc in February 2019 -> Citizenship -> U.S. citizen,All employed,SE,,2,425
3751,r255,On postdoc in February 2019 -> Citizenship -> U.S. citizen,Science,Total,Number,3,12050
