table_id,row_id,citizenship_ethnicity_race_sex_and_enrollment_status_full_path,citizenship_ethnicity_race_sex_and_enrollment_status_level_1,citizenship_ethnicity_race_sex_and_enrollment_status_level_2,citizenship_ethnicity_race_sex_and_enrollment_status_level_3,citizenship_ethnicity_race_sex_and_enrollment_status_level_4,citizenship_ethnicity_race_sex_and_enrollment_status_level_5,citizenship_ethnicity_race_sex_and_enrollment_status_level_6,citizenship_ethnicity_race_sex_and_enrollment_status_hierarchy_depth,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016
1144,r016,All enrolled -> Female -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All enrolled,Female,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,4,560694,585411,642976,688719,764614,804894,813689,835353,857400,873512,843592
1144,r017,All enrolled -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino  ,All enrolled,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,,,4,3212341,3219479,3347312,3597806,3623474,3498920,3279057,3108153,2936763,2766824,2578424
1144,r018,All enrolled -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> American Indian or Alaska Native,All enrolled,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,American Indian or Alaska Native,,5,47268,47134,48529,49818,48804,46435,43229,40583,37717,36305,33839
1144,r019,All enrolled -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Asian,All enrolled,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Asian,,5,na,na,na,na,216864,209212,201454,197784,194751,193391,183424
1144,r020,All enrolled -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Asian or Pacific Islander<sup>b</sup>,All enrolled,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Asian or Pacific Islander<sup>b</sup>,,5,227509,231363,239734,241908,na,na,na,na,na,na,na
1144,r021,All enrolled -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Black or African American,All enrolled,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Black or African American,,5,570480,578059,616786,676000,712632,718650,667307,632051,601008,555746,519181
1144,r022,All enrolled -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Native Hawaiian or Other Pacific Islander  ,All enrolled,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Native Hawaiian or Other Pacific Islander  ,,5,na,na,na,na,18582,18782,15982,15160,14135,12970,11941
1144,r023,All enrolled -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> White,All enrolled,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,White,,5,2146940,2135474,2184852,2275388,2278055,2185067,2064316,1946744,1825581,1717741,1596474
1144,r024,All enrolled -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> More than one race<sup>c</sup>,All enrolled,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,More than one race<sup>c</sup>,,5,na,na,na,na,na,86312,94744,104101,110296,116747,110551
1144,r025,All enrolled -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Other or unknown race or ethnicity,All enrolled,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Other or unknown race or ethnicity,,5,220144,227449,257411,354692,348537,234462,192025,171730,153275,133924,123014
1144,r026,All enrolled -> Female -> Temporary resident ,All enrolled,Female,Temporary resident ,,,,3,52060,52640,57295,53077,53294,49959,48124,46202,47305,51192,46248
1144,r027,All enrolled -> Male,All enrolled,Male,,,,,2,2716519,2781408,2947180,3210522,3287204,3194573,3064606,3016265,2912734,2832217,2650731
1144,r028,All enrolled -> Male -> U.S. citizen and permanent resident,All enrolled,Male,U.S. citizen and permanent resident,,,,3,2675290,2738296,2899624,3164568,3240881,3148851,3019213,2970705,2864175,2778530,2603242
1144,r029,All enrolled -> Male -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All enrolled,Male,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,4,400836,424320,468333,507049,565692,589869,599610,623976,639985,651188,625884
1144,r030,All enrolled -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino  ,All enrolled,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,,,4,2274454,2313976,2431291,2657519,2675189,2558982,2419603,2346729,2224190,2127342,1977358
1144,r031,All enrolled -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> American Indian or Alaska Native,All enrolled,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,American Indian or Alaska Native,,5,29499,29827,31666,33672,33401,30611,28418,27429,25846,24261,22723
1144,r032,All enrolled -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Asian,All enrolled,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Asian,,5,na,na,na,na,189093,185137,179844,179562,177635,176131,165737
1144,r033,All enrolled -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Asian or Pacific Islander<sup>b</sup>,All enrolled,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Asian or Pacific Islander<sup>b</sup>,,5,187926,193822,202327,206543,na,na,na,na,na,na,na
1144,r034,All enrolled -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Black or African American,All enrolled,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Black or African American,,5,299182,313307,341419,386455,410972,416205,396539,393285,370503,344985,315997
1144,r035,All enrolled -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Native Hawaiian or Other Pacific Islander  ,All enrolled,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Native Hawaiian or Other Pacific Islander  ,,5,na,na,na,na,15462,15168,13529,12807,11892,11632,9862
1144,r036,All enrolled -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> White,All enrolled,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,White,,5,1578600,1585953,1643298,1738478,1745047,1652333,1568933,1506358,1420187,1357939,1266562
1144,r037,All enrolled -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> More than one race<sup>c</sup>,All enrolled,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,More than one race<sup>c</sup>,,5,na,na,na,na,na,62617,70284,78364,83191,87724,82937
1144,r038,All enrolled -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Other or unknown race or ethnicity,All enrolled,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Other or unknown race or ethnicity,,5,179247,191067,212581,292371,281214,196911,162056,148924,134936,124670,113540
1144,r039,All enrolled -> Male -> Temporary resident ,All enrolled,Male,Temporary resident ,,,,3,41229,43112,47556,45954,46323,45722,45393,45560,48559,53687,47489
1144,r040,All enrolled -> Full time,All enrolled,Full time,,,,,2,2660663,2709633,2851302,3270459,3405851,3202129,2979459,2865169,2695584,2539126,2335202
1144,r041,All enrolled -> Full time -> U.S. citizen and permanent resident,All enrolled,Full time,U.S. citizen and permanent resident,,,,3,2602270,2648390,2784284,3205852,3342035,3140511,2920293,2806125,2634539,2471426,2273487
1144,r042,All enrolled -> Full time -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All enrolled,Full time,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,4,354407,371412,402705,470164,550018,570878,558978,570059,577197,564158,533131
1144,r043,All enrolled -> Full time -> U.S. citizen and permanent resident -> Non-Hispanic or Latino  ,All enrolled,Full time,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,,,4,2247863,2276978,2381579,2735688,2792017,2569633,2361315,2236066,2057342,1907268,1740356
1144,r044,All enrolled -> Full time -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> American Indian or Alaska Native,All enrolled,Full time,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,American Indian or Alaska Native,,5,34483,34319,35492,39460,39932,36014,33418,31341,28659,26454,24340
1144,r045,All enrolled -> Full time -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Asian,All enrolled,Full time,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Asian,,5,na,na,na,na,154536,148657,143287,142464,139834,137835,128278
1144,r046,All enrolled -> Full time -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Asian or Pacific Islander<sup>b</sup>,All enrolled,Full time,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Asian or Pacific Islander<sup>b</sup>,,5,153590,157945,163888,170444,na,na,na,na,na,na,na
1144,r047,All enrolled -> Full time -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Black or African American,All enrolled,Full time,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Black or African American,,5,375241,385627,414699,497375,534210,518356,473096,451335,412097,373493,341365
1144,r048,All enrolled -> Full time -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Native Hawaiian or Other Pacific Islander  ,All enrolled,Full time,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Native Hawaiian or Other Pacific Islander  ,,5,na,na,na,na,15549,15919,13322,13008,12029,11019,9863
1144,r049,All enrolled -> Full time -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> White,All enrolled,Full time,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,White,,5,1538842,1550875,1599272,1773313,1779886,1614149,1492232,1400701,1282658,1187436,1086563
1144,r050,All enrolled -> Full time -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> More than one race<sup>c</sup>,All enrolled,Full time,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,More than one race<sup>c</sup>,,5,na,na,na,na,na,68150,73978,81693,84094,87171,79212
1144,r051,All enrolled -> Full time -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Other or unknown race or ethnicity,All enrolled,Full time,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Other or unknown race or ethnicity,,5,145707,148212,168228,255096,267904,168388,131982,115524,97971,83860,70735
1144,r052,All enrolled -> Full time -> Temporary resident ,All enrolled,Full time,Temporary resident ,,,,3,58393,61243,67018,64607,63816,61618,59166,59044,61045,67700,61715
1144,r053,All enrolled -> Full time -> Female,All enrolled,Full time,Female,,,,3,1491735,1510803,1592373,1811495,1903771,1793898,1656193,1571189,1478987,1380571,1264747
1144,r054,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident,All enrolled,Full time,Female,U.S. citizen and permanent resident,,,4,1460743,1478724,1557416,1778156,1871033,1762778,1626902,1542922,1450584,1349261,1235808
1144,r055,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All enrolled,Full time,Female,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,5,204847,213179,232236,268167,315375,326553,317439,321101,325822,317914,298149
1144,r056,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino  ,All enrolled,Full time,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,,5,1255896,1265545,1325180,1509989,1555658,1436225,1309463,1221821,1124762,1031347,937659
1144,r057,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> American Indian or Alaska Native,All enrolled,Full time,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,American Indian or Alaska Native,6,20817,20844,21164,22756,23312,21211,19769,18275,16494,15406,14176
1144,r058,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Asian,All enrolled,Full time,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Asian,6,na,na,na,na,77667,74232,71160,70171,69000,67914,63069
1144,r059,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Asian or Pacific Islander<sup>b</sup>,All enrolled,Full time,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Asian or Pacific Islander<sup>b</sup>,6,77887,79377,82865,86525,na,na,na,na,na,na,na
1144,r060,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Black or African American,All enrolled,Full time,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Black or African American,6,238621,242041,259464,306621,329616,318913,286341,265262,244585,220477,202672
1144,r061,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Native Hawaiian or Other Pacific Islander  ,All enrolled,Full time,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Native Hawaiian or Other Pacific Islander  ,6,na,na,na,na,8432,8723,7006,6937,6400,5654,5310
1144,r062,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> White,All enrolled,Full time,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,White,6,839566,844230,870498,954720,968251,883491,811461,751610,688657,630736,572707
1144,r063,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> More than one race<sup>c</sup>,All enrolled,Full time,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,More than one race<sup>c</sup>,6,na,na,na,na,na,38385,41247,45113,46459,48343,43547
1144,r064,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Other or unknown race or ethnicity,All enrolled,Full time,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Other or unknown race or ethnicity,6,79005,79053,91189,139367,148380,91270,72479,64453,53167,42817,36178
1144,r065,All enrolled -> Full time -> Female -> Temporary resident ,All enrolled,Full time,Female,Temporary resident ,,,4,30992,32079,34957,33339,32738,31120,29291,28267,28403,31310,28939
1144,r066,All enrolled -> Full time -> Male,All enrolled,Full time,Male,,,,3,1168928,1198830,1258929,1458964,1502080,1408231,1323266,1293980,1216597,1158555,1070455
1144,r067,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident,All enrolled,Full time,Male,U.S. citizen and permanent resident,,,4,1141527,1169666,1226868,1427696,1471002,1377733,1293391,1263203,1183955,1122165,1037679
1144,r068,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All enrolled,Full time,Male,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,5,149560,158233,170469,201997,234643,244325,241539,248958,251375,246244,234982
1144,r069,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino  ,All enrolled,Full time,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,,5,991967,1011433,1056399,1225699,1236359,1133408,1051852,1014245,932580,875921,802697
1144,r070,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> American Indian or Alaska Native,All enrolled,Full time,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,American Indian or Alaska Native,6,13666,13475,14328,16704,16620,14803,13649,13066,12165,11048,10164
1144,r071,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Asian,All enrolled,Full time,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Asian,6,na,na,na,na,76869,74425,72127,72293,70834,69921,65209
1144,r072,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Asian or Pacific Islander<sup>b</sup>,All enrolled,Full time,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Asian or Pacific Islander<sup>b</sup>,6,75703,78568,81023,83919,na,na,na,na,na,na,na
1144,r073,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Black or African American,All enrolled,Full time,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Black or African American,6,136620,143586,155235,190754,204594,199443,186755,186073,167512,153016,138693
1144,r074,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Native Hawaiian or Other Pacific Islander  ,All enrolled,Full time,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Native Hawaiian or Other Pacific Islander  ,6,na,na,na,na,7117,7196,6316,6071,5629,5365,4553
1144,r075,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> White,All enrolled,Full time,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,White,6,699276,706645,728774,818593,811635,730658,680771,649091,594001,556700,513856
1144,r076,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> More than one race<sup>c</sup>,All enrolled,Full time,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,More than one race<sup>c</sup>,6,na,na,na,na,na,29765,32731,36580,37635,38828,35665
1144,r077,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Other or unknown race or ethnicity,All enrolled,Full time,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Other or unknown race or ethnicity,6,66702,69159,77039,115729,119524,77118,59503,51071,44804,41043,34557
1144,r078,All enrolled -> Full time -> Male -> Temporary resident ,All enrolled,Full time,Male,Temporary resident ,,,4,27401,29164,32061,31268,31078,30498,29875,30777,32642,36390,32776
