table_id,row_id,class_prevalence_2015_2017_2019_full_path,class_prevalence_2015_2017_2019_level_1,class_prevalence_2015_2017_2019_level_2,class_prevalence_2015_2017_2019_hierarchy_depth,field_response_very_important_2015,field_response_very_important_2017,field_response_very_important_2019,field_response_somewhat_important_2015,field_response_somewhat_important_2017,field_response_somewhat_important_2019,field_response_unimportant_2015,field_response_unimportant_2017,field_response_unimportant_2019
6775,r011,"Class 2 (27.2, 26.7, 26.7%): Challenge and Independence Are More Important Than Salary and Benefits","Class 2 (27.2, 26.7, 26.7%): Challenge and Independence Are More Important Than Salary and Benefits",,1,,,,,,,,,
6775,r012,"Class 2 (27.2, 26.7, 26.7%): Challenge and Independence Are More Important Than Salary and Benefits -> Salary","Class 2 (27.2, 26.7, 26.7%): Challenge and Independence Are More Important Than Salary and Benefits",Salary,2,0.135,0.169,0.164,0.843,0.806,0.81,0.022,0.024,0.027
6775,r013,"Class 2 (27.2, 26.7, 26.7%): Challenge and Independence Are More Important Than Salary and Benefits -> Benefits","Class 2 (27.2, 26.7, 26.7%): Challenge and Independence Are More Important Than Salary and Benefits",Benefits,2,0.177,0.194,0.198,0.781,0.767,0.754,0.042,0.039,0.048
6775,r014,"Class 2 (27.2, 26.7, 26.7%): Challenge and Independence Are More Important Than Salary and Benefits -> Security","Class 2 (27.2, 26.7, 26.7%): Challenge and Independence Are More Important Than Salary and Benefits",Security,2,0.347,0.331,0.344,0.578,0.594,0.582,0.075,0.075,0.074
6775,r015,"Class 2 (27.2, 26.7, 26.7%): Challenge and Independence Are More Important Than Salary and Benefits -> Location","Class 2 (27.2, 26.7, 26.7%): Challenge and Independence Are More Important Than Salary and Benefits",Location,2,0.501,0.495,0.525,0.44,0.454,0.429,0.059,0.051,0.046
6775,r016,"Class 2 (27.2, 26.7, 26.7%): Challenge and Independence Are More Important Than Salary and Benefits -> Advancement","Class 2 (27.2, 26.7, 26.7%): Challenge and Independence Are More Important Than Salary and Benefits",Advancement,2,0.397,0.396,0.373,0.503,0.509,0.527,0.1,0.095,0.1
6775,r017,"Class 2 (27.2, 26.7, 26.7%): Challenge and Independence Are More Important Than Salary and Benefits -> Challenge","Class 2 (27.2, 26.7, 26.7%): Challenge and Independence Are More Important Than Salary and Benefits",Challenge,2,0.958,0.959,0.956,0.042,0.04,0.044,0.0,0.0,0.0
6775,r018,"Class 2 (27.2, 26.7, 26.7%): Challenge and Independence Are More Important Than Salary and Benefits -> Responsibility","Class 2 (27.2, 26.7, 26.7%): Challenge and Independence Are More Important Than Salary and Benefits",Responsibility,2,0.636,0.613,0.601,0.349,0.371,0.378,0.015,0.016,0.021
6775,r019,"Class 2 (27.2, 26.7, 26.7%): Challenge and Independence Are More Important Than Salary and Benefits -> Independence","Class 2 (27.2, 26.7, 26.7%): Challenge and Independence Are More Important Than Salary and Benefits",Independence,2,0.884,0.868,0.869,0.114,0.13,0.129,0.002,0.002,0.002
6775,r020,"Class 2 (27.2, 26.7, 26.7%): Challenge and Independence Are More Important Than Salary and Benefits -> Contribution","Class 2 (27.2, 26.7, 26.7%): Challenge and Independence Are More Important Than Salary and Benefits",Contribution,2,0.712,0.728,0.735,0.266,0.254,0.246,0.023,0.018,0.019
6775,r021,"Class 3 (24.6, 26.0, 26.0%): Benefits and Salary Are More Important Than Responsibility","Class 3 (24.6, 26.0, 26.0%): Benefits and Salary Are More Important Than Responsibility",,1,,,,,,,,,
6775,r022,"Class 3 (24.6, 26.0, 26.0%): Benefits and Salary Are More Important Than Responsibility -> Salary","Class 3 (24.6, 26.0, 26.0%): Benefits and Salary Are More Important Than Responsibility",Salary,2,0.795,0.805,0.803,0.201,0.192,0.196,0.004,0.003,0.001
6775,r023,"Class 3 (24.6, 26.0, 26.0%): Benefits and Salary Are More Important Than Responsibility -> Benefits","Class 3 (24.6, 26.0, 26.0%): Benefits and Salary Are More Important Than Responsibility",Benefits,2,0.874,0.908,0.905,0.12,0.087,0.092,0.006,0.006,0.004
6775,r024,"Class 3 (24.6, 26.0, 26.0%): Benefits and Salary Are More Important Than Responsibility -> Security","Class 3 (24.6, 26.0, 26.0%): Benefits and Salary Are More Important Than Responsibility",Security,2,0.723,0.752,0.748,0.253,0.228,0.237,0.024,0.02,0.015
6775,r025,"Class 3 (24.6, 26.0, 26.0%): Benefits and Salary Are More Important Than Responsibility -> Location","Class 3 (24.6, 26.0, 26.0%): Benefits and Salary Are More Important Than Responsibility",Location,2,0.524,0.547,0.569,0.421,0.407,0.387,0.054,0.047,0.044
6775,r026,"Class 3 (24.6, 26.0, 26.0%): Benefits and Salary Are More Important Than Responsibility -> Advancement","Class 3 (24.6, 26.0, 26.0%): Benefits and Salary Are More Important Than Responsibility",Advancement,2,0.349,0.326,0.312,0.54,0.563,0.572,0.111,0.112,0.116
6775,r027,"Class 3 (24.6, 26.0, 26.0%): Benefits and Salary Are More Important Than Responsibility -> Challenge","Class 3 (24.6, 26.0, 26.0%): Benefits and Salary Are More Important Than Responsibility",Challenge,2,0.514,0.504,0.485,0.455,0.462,0.482,0.031,0.034,0.032
6775,r028,"Class 3 (24.6, 26.0, 26.0%): Benefits and Salary Are More Important Than Responsibility -> Responsibility","Class 3 (24.6, 26.0, 26.0%): Benefits and Salary Are More Important Than Responsibility",Responsibility,2,0.11,0.109,0.091,0.773,0.756,0.772,0.116,0.135,0.136
6775,r029,"Class 3 (24.6, 26.0, 26.0%): Benefits and Salary Are More Important Than Responsibility -> Independence","Class 3 (24.6, 26.0, 26.0%): Benefits and Salary Are More Important Than Responsibility",Independence,2,0.464,0.456,0.453,0.494,0.499,0.501,0.041,0.045,0.046
6775,r030,"Class 3 (24.6, 26.0, 26.0%): Benefits and Salary Are More Important Than Responsibility -> Contribution","Class 3 (24.6, 26.0, 26.0%): Benefits and Salary Are More Important Than Responsibility",Contribution,2,0.349,0.34,0.339,0.546,0.558,0.554,0.104,0.102,0.106
6775,r031,"Class 4 (13.7, 13.9, 10.9%): Everything Is Somewhat Important","Class 4 (13.7, 13.9, 10.9%): Everything Is Somewhat Important",,1,,,,,,,,,
6775,r032,"Class 4 (13.7, 13.9, 10.9%): Everything Is Somewhat Important -> Salary","Class 4 (13.7, 13.9, 10.9%): Everything Is Somewhat Important",Salary,2,0.093,0.113,0.12,0.888,0.874,0.862,0.019,0.013,0.017
6775,r033,"Class 4 (13.7, 13.9, 10.9%): Everything Is Somewhat Important -> Benefits","Class 4 (13.7, 13.9, 10.9%): Everything Is Somewhat Important",Benefits,2,0.063,0.067,0.055,0.894,0.898,0.909,0.042,0.035,0.036
6775,r034,"Class 4 (13.7, 13.9, 10.9%): Everything Is Somewhat Important -> Security","Class 4 (13.7, 13.9, 10.9%): Everything Is Somewhat Important",Security,2,0.243,0.191,0.188,0.692,0.744,0.755,0.064,0.065,0.056
6775,r035,"Class 4 (13.7, 13.9, 10.9%): Everything Is Somewhat Important -> Location","Class 4 (13.7, 13.9, 10.9%): Everything Is Somewhat Important",Location,2,0.391,0.373,0.371,0.541,0.565,0.573,0.068,0.063,0.056
6775,r036,"Class 4 (13.7, 13.9, 10.9%): Everything Is Somewhat Important -> Advancement","Class 4 (13.7, 13.9, 10.9%): Everything Is Somewhat Important",Advancement,2,0.157,0.095,0.091,0.676,0.73,0.722,0.166,0.175,0.187
6775,r037,"Class 4 (13.7, 13.9, 10.9%): Everything Is Somewhat Important -> Challenge","Class 4 (13.7, 13.9, 10.9%): Everything Is Somewhat Important",Challenge,2,0.366,0.302,0.28,0.608,0.676,0.696,0.026,0.022,0.024
6775,r038,"Class 4 (13.7, 13.9, 10.9%): Everything Is Somewhat Important -> Responsibility","Class 4 (13.7, 13.9, 10.9%): Everything Is Somewhat Important",Responsibility,2,0.015,0.01,0.006,0.84,0.852,0.852,0.145,0.138,0.143
6775,r039,"Class 4 (13.7, 13.9, 10.9%): Everything Is Somewhat Important -> Independence","Class 4 (13.7, 13.9, 10.9%): Everything Is Somewhat Important",Independence,2,0.274,0.239,0.249,0.67,0.713,0.701,0.056,0.047,0.049
6775,r040,"Class 4 (13.7, 13.9, 10.9%): Everything Is Somewhat Important -> Contribution","Class 4 (13.7, 13.9, 10.9%): Everything Is Somewhat Important",Contribution,2,0.229,0.202,0.2,0.676,0.713,0.714,0.095,0.085,0.086
6775,r041,"Class 5 (7.0, 5.8, 7.7%): Advancement, Security, and Benefits Are Unimportant","Class 5 (7.0, 5.8, 7.7%): Advancement, Security, and Benefits Are Unimportant",,1,,,,,,,,,
6775,r042,"Class 5 (7.0, 5.8, 7.7%): Advancement, Security, and Benefits Are Unimportant -> Salary","Class 5 (7.0, 5.8, 7.7%): Advancement, Security, and Benefits Are Unimportant",Salary,2,0.15,0.183,0.174,0.408,0.43,0.416,0.442,0.387,0.411
6775,r043,"Class 5 (7.0, 5.8, 7.7%): Advancement, Security, and Benefits Are Unimportant -> Benefits","Class 5 (7.0, 5.8, 7.7%): Advancement, Security, and Benefits Are Unimportant",Benefits,2,0.07,0.092,0.097,0.228,0.263,0.253,0.702,0.646,0.651
6775,r044,"Class 5 (7.0, 5.8, 7.7%): Advancement, Security, and Benefits Are Unimportant -> Security","Class 5 (7.0, 5.8, 7.7%): Advancement, Security, and Benefits Are Unimportant",Security,2,0.073,0.084,0.086,0.227,0.218,0.212,0.7,0.698,0.702
6775,r045,"Class 5 (7.0, 5.8, 7.7%): Advancement, Security, and Benefits Are Unimportant -> Location","Class 5 (7.0, 5.8, 7.7%): Advancement, Security, and Benefits Are Unimportant",Location,2,0.527,0.529,0.545,0.271,0.261,0.243,0.202,0.21,0.212
6775,r046,"Class 5 (7.0, 5.8, 7.7%): Advancement, Security, and Benefits Are Unimportant -> Advancement","Class 5 (7.0, 5.8, 7.7%): Advancement, Security, and Benefits Are Unimportant",Advancement,2,0.11,0.067,0.056,0.174,0.149,0.118,0.716,0.783,0.826
6775,r047,"Class 5 (7.0, 5.8, 7.7%): Advancement, Security, and Benefits Are Unimportant -> Challenge","Class 5 (7.0, 5.8, 7.7%): Advancement, Security, and Benefits Are Unimportant",Challenge,2,0.683,0.646,0.612,0.214,0.247,0.239,0.103,0.108,0.149
6775,r048,"Class 5 (7.0, 5.8, 7.7%): Advancement, Security, and Benefits Are Unimportant -> Responsibility","Class 5 (7.0, 5.8, 7.7%): Advancement, Security, and Benefits Are Unimportant",Responsibility,2,0.325,0.281,0.256,0.355,0.369,0.334,0.32,0.35,0.41
6775,r049,"Class 5 (7.0, 5.8, 7.7%): Advancement, Security, and Benefits Are Unimportant -> Independence","Class 5 (7.0, 5.8, 7.7%): Advancement, Security, and Benefits Are Unimportant",Independence,2,0.647,0.603,0.614,0.243,0.275,0.236,0.11,0.123,0.151
6775,r050,"Class 5 (7.0, 5.8, 7.7%): Advancement, Security, and Benefits Are Unimportant -> Contribution","Class 5 (7.0, 5.8, 7.7%): Advancement, Security, and Benefits Are Unimportant",Contribution,2,0.548,0.542,0.532,0.295,0.296,0.293,0.157,0.162,0.175
