table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2018,field_2019,field_2020,field_2021_all_physical_sciences,field_2021_astronomy_and_astrophysics,field_2021_chemistry,field_2021_materials_science,field_2021_physics,field_2021_physical_sciences_nec
7990,r022,All institutions -> U. Chicago,All institutions,U. Chicago,2,21,"['42,683', '']","['43,322', '']","['43,904', '']","['47,425', '']","['7,997', '']","['20,993', '']","['4,861', '']","['13,574', '']","['0', '']"
7990,r023,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,22,"['27,308', '']","['29,085', '']","['31,519', '']","['40,994', '']","['7,577', '']","['14,024', '']","['4,290', '']","['15,103', '']","['0', '']"
7990,r024,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,23,"['36,065', '']","['38,518', '']","['38,206', '']","['39,630', '']","['0', '']","['15,115', '']","['9,947', '']","['14,568', '']","['0', '']"
7990,r025,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,24,"['36,588', '']","['37,944', '']","['35,572', '']","['38,670', '']","['3,308', '']","['19,179', '']","['0', '']","['16,183', '']","['0', '']"
7990,r026,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,25,"['35,467', '']","['38,491', '']","['41,413', '']","['37,312', '']","['0', '']","['37,311', '']","['0', '']","['1', '']","['0', '']"
7990,r027,All institutions -> Florida State U.,All institutions,Florida State U.,2,26,"['38,693', '']","['35,376', '']","['42,211', '']","['37,224', '']","['593', '']","['11,182', '']","['2,984', '']","['22,154', '']","['311', '']"
7990,r028,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,27,"['36,558', '']","['39,856', '']","['37,430', '']","['36,246', '']","['0', '']","['16,178', '']","['0', '']","['20,068', '']","['0', '']"
7990,r029,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,28,"['32,011', '']","['38,560', '']","['36,695', '']","['34,841', '']","['2,565', '']","['6,502', '']","['9,572', '']","['16,106', '']","['96', '']"
7990,r030,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,29,"['28,239', '']","['32,009', '']","['30,902', '']","['33,285', '']","['2,491', '']","['10,030', '']","['0', '']","['20,764', '']","['0', '']"
7990,r031,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,30,"['29,565', '']","['33,493', '']","['32,576', '']","['32,702', '']","['1,447', '']","['15,439', '']","['0', '']","['15,816', '']","['0', '']"
7990,r032,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,31,"['31,707', '']","['35,564', '']","['44,079', '']","['30,584', '']","['2,324', '']","['12,211', '']","['46', '']","['16,003', '']","['0', '']"
7990,r033,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,32,"['26,977', '']","['29,077', '']","['28,853', '']","['29,976', '']","['0', '']","['19,720', '']","['0', '']","['10,256', '']","['0', '']"
7990,r034,All institutions -> Yale U.,All institutions,Yale U.,2,33,"['35,815', '']","['33,736', '']","['28,840', '']","['29,641', '']","['1,182', '']","['12,340', '']","['0', '']","['16,119', '']","['0', '']"
7990,r035,All institutions -> U. Iowa,All institutions,U. Iowa,2,34,"['22,483', '']","['21,267', '']","['18,913', '']","['28,692', '']","['246', '']","['4,065', '']","['0', '']","['24,381', '']","['0', '']"
7990,r036,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,35,"['23,430', '']","['24,236', '']","['27,083', '']","['25,924', '']","['410', '']","['16,230', '']","['0', '']","['7,344', '']","['1,940', '']"
7990,r037,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,36,"['24,213', '']","['27,916', '']","['26,725', '']","['24,451', '']","['0', '']","['12,676', '']","['0', '']","['11,775', '']","['0', '']"
7990,r038,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,37,"['19,253', '']","['20,328', '']","['21,579', '']","['24,204', '']","['0', '']","['14,122', '']","['0', '']","['10,082', '']","['0', '']"
7990,r039,All institutions -> Boston U.,All institutions,Boston U.,2,38,"['19,197', '']","['19,469', '']","['20,726', '']","['23,002', '']","['1,426', '']","['11,004', '']","['0', '']","['10,572', '']","['0', '']"
7990,r040,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,39,"['18,933', '']","['21,954', '']","['21,208', '']","['22,946', '']","['1,315', '']","['8,988', '']","['1,681', '']","['10,514', '']","['448', '']"
7990,r041,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,40,"['23,459', '']","['25,844', '']","['22,417', '']","['22,213', '']","['0', '']","['15,425', '']","['0', '']","['6,788', '']","['0', '']"
7990,r042,All institutions -> U. Delaware,All institutions,U. Delaware,2,41,"['19,454', '']","['21,923', '']","['19,931', '']","['21,099', '']","['877', '']","['7,732', '']","['8,914', '']","['3,576', '']","['0', '']"
7990,r043,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,42,"['18,490', '']","['18,300', '']","['18,837', '']","['20,915', '']","['0', '']","['1,645', '']","['0', '']","['19,270', '']","['0', '']"
7990,r044,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,43,"['26,683', '']","['25,466', '']","['17,815', '']","['20,463', '']","['0', '']","['9,139', '']","['0', '']","['11,324', '']","['0', '']"
7990,r045,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,44,"['17,616', '']","['17,967', '']","['19,333', '']","['20,408', '']","['2,765', '']","['8,676', '']","['0', '']","['8,967', '']","['0', '']"
7990,r046,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,45,"['16,350', '']","['18,746', '']","['18,393', '']","['20,017', '']","['0', '']","['8,809', '']","['5,953', '']","['5,255', '']","['0', '']"
7990,r047,All institutions -> Duke U.,All institutions,Duke U.,2,46,"['16,332', '']","['18,436', '']","['19,178', '']","['19,826', '']","['0', '']","['10,066', '']","['0', '']","['9,760', '']","['0', '']"
7990,r048,All institutions -> New York U.,All institutions,New York U.,2,47,"['17,870', '']","['19,720', '']","['18,606', '']","['19,664', '']","['0', '']","['12,181', '']","['0', '']","['7,483', '']","['0', '']"
7990,r049,All institutions -> U. Utah,All institutions,U. Utah,2,48,"['15,844', '']","['31,461', '']","['19,006', '']","['19,543', '']","['0', '']","['12,874', '']","['1,288', '']","['5,381', '']","['0', '']"
7990,r050,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,49,"['19,047', '']","['20,230', '']","['21,233', '']","['19,340', '']","['453', '']","['10,812', '']","['0', '']","['8,075', '']","['0', '']"
7990,r051,All institutions -> Catholic U. of America,All institutions,Catholic U. of America,2,50,"['16,408', '']","['16,992', '']","['17,261', '']","['18,569', '']","['0', '']","['84', '']","['0', '']","['13,555', '']","['4,930', '']"
7990,r052,All institutions -> Emory U.,All institutions,Emory U.,2,51,"['14,297', '']","['15,695', '']","['15,380', '']","['18,181', '']","['0', '']","['15,197', '']","['0', '']","['2,984', '']","['0', '']"
7990,r053,All institutions -> U. Florida,All institutions,U. Florida,2,52,"['14,100', '']","['15,416', '']","['16,445', '']","['17,471', '']","['681', '']","['7,415', '']","['0', '']","['9,375', '']","['0', '']"
7990,r054,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,53,"['11,959', '']","['14,774', '']","['17,092', '']","['17,339', '']","['12,915', '']","['1,723', '']","['131', '']","['2,570', '']","['0', '']"
7990,r055,All institutions -> Rice U.,All institutions,Rice U.,2,54,"['15,712', '']","['17,279', '']","['16,313', '']","['17,271', '']","['1,996', '']","['7,002', '']","['0', '']","['8,273', '']","['0', '']"
7990,r056,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,55,"['14,930', '']","['17,554', '']","['17,230', '']","['17,078', '']","['0', '']","['9,954', '']","['0', '']","['6,595', '']","['529', '']"
7990,r057,All institutions -> Washington State U.,All institutions,Washington State U.,2,56,"['16,798', '']","['18,436', '']","['14,813', '']","['16,946', '']","['124', '']","['7,937', '']","['320', '']","['8,560', '']","['5', '']"
7990,r058,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,57,"['9,333', '']","['9,841', '']","['10,794', '']","['16,551', '']","['0', '']","['9,290', '']","['0', '']","['7,261', '']","['0', '']"
7990,r059,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,58,"['15,075', '']","['17,498', '']","['19,021', '']","['16,519', '']","['10,763', '']","['1,204', '']","['0', '']","['3,763', '']","['789', '']"
7990,r060,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,59,"['17,541', '']","['18,857', '']","['17,786', '']","['16,509', '']","['806', '']","['9,776', '']","['0', '']","['5,927', '']","['0', '']"
7990,r061,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,60,"['12,442', '']","['15,755', '']","['17,723', '']","['16,115', '']","['3,893', '']","['7,556', '']","['0', '']","['4,666', '']","['0', '']"
7990,r062,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,61,"['12,632', '']","['12,859', '']","['13,194', '']","['16,081', '']","['0', '']","['6,872', '']","['0', '']","['9,014', '']","['195', '']"
7990,r063,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,62,"['14,724', '']","['14,537', '']","['15,195', '']","['15,636', '']","['0', '']","['9,126', '']","['0', '']","['6,510', '']","['0', '']"
7990,r064,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,63,"['17,422', '']","['18,047', '']","['15,583', '']","['15,445', '']","['0', '']","['6,867', '']","['0', '']","['8,578', '']","['0', '']"
7990,r065,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,64,"['14,703', '']","['16,405', '']","['18,261', '']","['15,054', '']","['3,152', '']","['6,635', '']","['0', '']","['5,267', '']","['0', '']"
7990,r066,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,65,"['14,391', '']","['13,392', '']","['13,657', '']","['15,032', '']","['0', '']","['7,120', '']","['0', '']","['7,912', '']","['0', '']"
7990,r067,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,66,"['13,554', '']","['12,908', '']","['14,276', '']","['14,667', '']","['0', '']","['8,133', '']","['0', '']","['6,534', '']","['0', '']"
7990,r068,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,67,"['19,047', '']","['18,114', '']","['18,373', '']","['14,524', '']","['4,072', '']","['612', '']","['0', '']","['1,322', '']","['8,518', '']"
7990,r069,All institutions -> Florida International U.,All institutions,Florida International U.,2,68,"['8,984', '']","['9,893', '']","['11,642', '']","['14,476', '']","['0', '']","['12,085', '']","['0', '']","['2,345', '']","['46', '']"
7990,r070,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,69,"['11,911', '']","['11,735', '']","['12,385', '']","['14,065', '']","['0', '']","['5,232', '']","['0', '']","['8,833', '']","['0', '']"
7990,r071,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,70,"['10,816', '']","['14,250', '']","['13,854', '']","['13,944', '']","['97', '']","['8,643', '']","['0', '']","['5,196', '']","['8', '']"
7990,r072,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,71,"['12,376', '']","['12,967', '']","['13,295', '']","['13,940', '']","['0', '']","['5,423', '']","['0', '']","['8,305', '']","['212', '']"
7990,r073,All institutions -> U. Southern California,All institutions,U. Southern California,2,72,"['11,958', '']","['12,667', '']","['13,605', '']","['13,175', '']","['0', '']","['6,787', '']","['1,327', '']","['5,061', '']","['0', '']"
7990,r074,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,73,"['18,582', '']","['17,535', '']","['12,991', '']","['13,160', '']","['1,058', '']","['3,276', '']","['1,956', '']","['6,736', '']","['134', '']"
7990,r075,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,74,"['8,196', '']","['9,941', '']","['10,533', '']","['12,875', '']","['0', '']","['6,060', '']","['0', '']","['6,815', '']","['0', '']"
7990,r076,All institutions -> U. Kansas,All institutions,U. Kansas,2,75,"['6,763', '']","['7,110', '']","['6,488', '']","['12,448', '']","['735', '']","['9,348', '']","['0', '']","['2,365', '']","['0', '']"
7990,r077,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,76,"['9,469', '']","['11,130', '']","['9,101', '']","['12,051', '']","['0', '']","['8,355', '']","['0', '']","['3,071', '']","['625', '']"
7990,r078,"All institutions -> U. Tennessee, Knoxville<sup>c</sup>",All institutions,"U. Tennessee, Knoxville<sup>c</sup>",2,77,"['15,120', '']","['16,674', '']","['12,121', '']","['11,804', '']","['0', '']","['2,699', '']","['0', '']","['9,105', '']","['0', '']"
7990,r079,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,78,"['8,639', '']","['9,357', '']","['8,527', '']","['11,564', '']","['223', '']","['11,026', '']","['0', '']","['0', '']","['315', '']"
7990,r080,All institutions -> Brown U.,All institutions,Brown U.,2,79,"['12,878', '']","['14,103', '']","['11,133', '']","['11,410', '']","['0', '']","['3,552', '']","['0', '']","['5,221', '']","['2,637', '']"
7990,r081,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,80,"['9,606', '']","['10,233', '']","['11,165', '']","['11,139', '']","['0', '']","['3,985', '']","['592', '']","['6,000', '']","['562', '']"
7990,r082,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,81,"['8,928', '']","['9,634', '']","['9,919', '']","['11,116', '']","['11,024', '']","['87', '']","['0', '']","['0', '']","['5', '']"
7990,r083,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,82,"['7,204', '']","['8,207', '']","['11,202', '']","['11,048', '']","['0', '']","['1,387', '']","['0', '']","['9,661', '']","['0', '']"
7990,r084,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,83,"['10,570', '']","['9,213', '']","['9,595', '']","['10,716', '']","['9,304', '']","['219', '']","['0', '']","['1,172', '']","['21', '']"
7990,r085,All institutions -> Temple U.,All institutions,Temple U.,2,84,"['11,036', '']","['11,881', '']","['10,820', '']","['10,707', '']","['0', '']","['5,501', '']","['0', '']","['3,387', '']","['1,819', '']"
7990,r086,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,85,"['9,920', '']","['10,106', '']","['7,884', '']","['10,355', '']","['0', '']","['6,716', '']","['731', '']","['2,460', '']","['448', '']"
7990,r087,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,86,"['11,050', '']","['11,524', '']","['13,754', '']","['10,035', '']","['1,753', '']","['5,193', '']","['0', '']","['2,893', '']","['196', '']"
7990,r088,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,87,"['7,698', '']","['7,404', '']","['9,353', '']","['9,963', '']","['47', '']","['3,022', '']","['1,626', '']","['4,957', '']","['311', '']"
7990,r089,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,88,"['7,389', '']","['7,777', '']","['7,218', '']","['9,885', '']","['0', '']","['5,363', '']","['0', '']","['4,522', '']","['0', '']"
7990,r090,All institutions -> U. Oregon,All institutions,U. Oregon,2,89,"['8,467', '']","['8,572', '']","['9,034', '']","['9,747', '']","['0', '']","['4,686', '']","['120', '']","['2,937', '']","['2,004', '']"
7990,r091,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,90,"['6,186', '']","['7,812', '']","['9,295', '']","['9,314', '']","['3,479', '']","['3,247', '']","['0', '']","['2,588', '']","['0', '']"
7990,r092,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,91,"['5,824', '']","['6,303', '']","['7,751', '']","['9,181', '']","['0', '']","['3,880', '']","['0', '']","['5,301', '']","['0', '']"
7990,r093,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,92,"['9,103', '']","['9,827', '']","['8,746', '']","['9,082', '']","['0', '']","['2,466', '']","['0', '']","['6,616', '']","['0', '']"
7990,r094,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,93,"['9,185', '']","['9,683', '']","['8,805', '']","['8,900', '']","['2,178', '']","['2,965', '']","['0', '']","['3,757', '']","['0', '']"
7990,r095,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,94,"['7,156', '']","['7,459', '']","['8,422', '']","['8,778', '']","['0', '']","['2,204', '']","['0', '']","['6,574', '']","['0', '']"
7990,r096,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,95,"['10,937', '']","['12,491', '']","['11,446', '']","['8,751', '']","['0', '']","['5,844', '']","['0', '']","['2,907', '']","['0', '']"
7990,r097,All institutions -> Boston C.,All institutions,Boston C.,2,96,"['6,275', '']","['7,406', '']","['7,098', '']","['8,597', '']","['0', '']","['6,600', '']","['0', '']","['1,997', '']","['0', '']"
7990,r098,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,97,"['7,630', '']","['8,077', '']","['7,787', '']","['8,426', '']","['0', '']","['246', '']","['0', '']","['2,165', '']","['6,015', '']"
7990,r099,All institutions -> Xavier U. Louisiana,All institutions,Xavier U. Louisiana,2,98,"['6,697', '']","['5,797', '']","['7,077', '']","['8,325', '']","['0', '']","['8,325', '']","['0', '']","['0', '']","['0', '']"
7990,r100,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,99,"['4,582', '']","['5,133', '']","['7,424', '']","['8,304', '']","['0', '']","['2,185', '']","['0', '']","['6,119', '']","['0', '']"
7990,r101,All institutions -> Tufts U.,All institutions,Tufts U.,2,100,"['43,589', '']","['2,102', '']","['6,118', '']","['8,268', '']","['0', '']","['6,470', '']","['0', '']","['1,798', '']","['0', '']"
7990,r102,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,101,"['6,607', '']","['7,922', '']","['8,114', '']","['8,179', '']","['0', '']","['0', '']","['0', '']","['8,179', '']","['0', '']"
7990,r103,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,102,"['6,750', '']","['8,044', '']","['8,354', '']","['8,145', '']","['5,669', '']","['836', '']","['0', '']","['1,640', '']","['0', '']"
7990,r104,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,103,"['8,747', '']","['7,714', '']","['7,195', '']","['8,075', '']","['0', '']","['5,756', '']","['0', '']","['2,319', '']","['0', '']"
7990,r105,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,104,"['7,255', '']","['9,127', '']","['7,140', '']","['8,073', '']","['0', '']","['2,036', '']","['0', '']","['6,037', '']","['0', '']"
7990,r106,All institutions -> Air Force Institute of Technology,All institutions,Air Force Institute of Technology,2,105,"['4,241', '']","['4,457', '']","['4,973', '']","['8,037', '']","['0', '']","['0', '']","['0', '']","['8,037', '']","['0', '']"
7990,r107,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,106,"['10,604', '']","['7,884', '']","['5,010', '']","['7,800', '']","['5,318', '']","['497', '']","['0', '']","['1,985', '']","['0', '']"
7990,r108,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,107,"['7,140', '']","['9,706', '']","['7,993', '']","['7,712', '']","['0', '']","['2,022', '']","['0', '']","['5,690', '']","['0', '']"
7990,r109,All institutions -> U. Toledo,All institutions,U. Toledo,2,108,"['4,629', '']","['4,915', '']","['5,136', '']","['7,627', '']","['569', '']","['2,290', '']","['0', '']","['4,768', '']","['0', '']"
7990,r110,All institutions -> Jackson State U.,All institutions,Jackson State U.,2,109,"['8,265', '']","['8,463', '']","['9,305', '']","['7,625', '']","['0', '']","['6,614', '']","['0', '']","['1,011', '']","['0', '']"
7990,r111,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,110,"['4,669', '']","['8,213', '']","['7,203', '']","['7,538', '']","['213', '']","['2,191', '']","['3,658', '']","['1,476', '']","['0', '']"
7990,r112,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,111,"['6,968', '']","['6,696', '']","['8,124', '']","['7,346', '']","['0', '']","['3,316', '']","['0', '']","['4,030', '']","['0', '']"
7990,r113,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,112,"['7,611', '']","['6,681', '']","['7,007', '']","['7,213', '']","['0', '']","['3,808', '']","['0', '']","['3,228', '']","['177', '']"
7990,r114,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,113,"['4,929', '']","['6,607', '']","['6,785', '']","['7,061', '']","['0', '']","['4,627', '']","['0', '']","['2,434', '']","['0', '']"
7990,r115,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,114,"['3,369', '']","['3,546', '']","['2,853', '']","['6,937', '']","['0', '']","['2,245', '']","['4,178', '']","['514', '']","['0', '']"
7990,r116,All institutions -> U. Houston,All institutions,U. Houston,2,115,"['5,978', '']","['6,147', '']","['6,336', '']","['6,931', '']","['85', '']","['3,476', '']","['308', '']","['2,809', '']","['253', '']"
7990,r117,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,116,"['12,176', '']","['6,686', '']","['7,654', '']","['6,710', '']","['0', '']","['4,640', '']","['0', '']","['2,070', '']","['0', '']"
7990,r118,"All institutions -> California State U., Northridge",All institutions,"California State U., Northridge",2,117,"['2,579', '']","['3,063', '']","['4,750', '']","['6,665', '']","['225', '']","['274', '']","['0', '']","['1,508', '']","['4,658', '']"
7990,r119,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,118,"['4,937', '']","['6,107', '']","['6,866', '']","['6,649', '']","['19', '']","['1,645', '']","['360', '']","['4,549', '']","['76', '']"
7990,r120,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,119,"['5,513', '']","['5,718', '']","['5,428', '']","['6,313', '']","['0', '']","['1,655', '']","['0', '']","['117', '']","['4,541', '']"
7990,r121,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,120,"['7,889', '']","['6,320', '']","['7,146', '']","['6,179', '']","['766', '']","['1,882', '']","['0', '']","['3,524', '']","['7', '']"
