table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2018,field_2019,field_2020,field_2021_all_social_sciences,field_2021_anthropology,field_2021_economics,field_2021_political_science_and_government,field_2021_sociology_demography_and_population_studies,field_2021_social_sciences_nec
7979,r011,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,10,"['18,301', '']","['22,385', '']","['21,158', '']","['19,939', '']","['2,894', '']","['1,102', '']","['1,086', '']","['1,628', '']","['13,229', '']"
7979,r012,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,11,"['17,575', '']","['17,160', '']","['15,486', '']","['18,265', '']","['38', '']","['1,914', '']","['581', '']","['15,226', '']","['506', '']"
7979,r013,All institutions -> U. South Florida<sup>b</sup>,All institutions,U. South Florida<sup>b</sup>,2,12,"['11,837', '']","['14,684', '']","['14,278', '']","['15,894', '']","['279', '']","['21', '']","['0', '']","['964', '']","['14,630', '']"
7979,r014,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,13,"['9,557', '']","['10,773', '']","['12,384', '']","['13,706', '']","['0', '']","['3,586', '']","['3,426', '']","['945', '']","['5,749', '']"
7979,r015,All institutions -> U. Chicago,All institutions,U. Chicago,2,14,"['8,647', '']","['9,073', '']","['10,380', '']","['13,190', '']","['47', '']","['1,808', '']","['547', '']","['1,952', '']","['8,836', '']"
7979,r016,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,15,"['9,066', '']","['9,604', '']","['10,339', '']","['12,928', '']","['928', '']","['88', '']","['70', '']","['8,821', '']","['3,021', '']"
7979,r017,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,16,"['15,056', '']","['14,723', '']","['16,651', '']","['12,742', '']","['373', '']","['701', '']","['232', '']","['10,089', '']","['1,347', '']"
7979,r018,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,17,"['5,326', '']","['6,433', '']","['8,526', '']","['11,898', '']","['69', '']","['3,877', '']","['88', '']","['0', '']","['7,864', '']"
7979,r019,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,18,"['9,652', '']","['9,649', '']","['8,838', '']","['11,023', '']","['744', '']","['2,538', '']","['841', '']","['1,105', '']","['5,795', '']"
7979,r020,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,19,"['17,953', '']","['18,611', '']","['17,297', '']","['10,795', '']","['7', '']","['114', '']","['0', '']","['1,135', '']","['9,539', '']"
7979,r021,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,20,"['12,966', '']","['11,862', '']","['12,255', '']","['10,718', '']","['12', '']","['2,547', '']","['403', '']","['7,756', '']","['0', '']"
7979,r022,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,21,"['3,176', '']","['3,784', '']","['5,873', '']","['10,424', '']","['73', '']","['598', '']","['101', '']","['3,775', '']","['5,877', '']"
7979,r023,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,22,"['7,671', '']","['8,342', '']","['10,746', '']","['9,443', '']","['256', '']","['2,148', '']","['209', '']","['3,315', '']","['3,515', '']"
7979,r024,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,23,"['9,127', '']","['10,425', '']","['9,654', '']","['9,435', '']","['92', '']","['1,788', '']","['3,460', '']","['1,454', '']","['2,641', '']"
7979,r025,All institutions -> U. Georgia,All institutions,U. Georgia,2,24,"['6,882', '']","['5,083', '']","['6,118', '']","['9,262', '']","['372', '']","['6,760', '']","['101', '']","['15', '']","['2,014', '']"
7979,r026,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,25,"['11,913', '']","['13,373', '']","['11,527', '']","['9,168', '']","['57', '']","['172', '']","['0', '']","['6,833', '']","['2,106', '']"
7979,r027,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,26,"['2,799', '']","['3,890', '']","['6,208', '']","['8,913', '']","['0', '']","['1,245', '']","['92', '']","['1,567', '']","['6,009', '']"
7979,r028,All institutions -> George Washington U.,All institutions,George Washington U.,2,27,"['9,194', '']","['8,306', '']","['8,955', '']","['8,227', '']","['679', '']","['463', '']","['72', '']","['1,731', '']","['5,282', '']"
7979,r029,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,28,"['4,097', '']","['3,542', '']","['4,688', '']","['8,200', '']","['0', '']","['3,485', '']","['479', '']","['1,561', '']","['2,675', '']"
7979,r030,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,29,"['2,354', '']","['6,019', '']","['7,078', '']","['7,877', '']","['1,022', '']","['0', '']","['69', '']","['5,861', '']","['925', '']"
7979,r031,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,30,"['11,416', '']","['9,826', '']","['9,105', '']","['7,673', '']","['0', '']","['20', '']","['11', '']","['1,033', '']","['6,609', '']"
7979,r032,All institutions -> George Mason U.,All institutions,George Mason U.,2,31,"['3,375', '']","['3,999', '']","['6,074', '']","['7,601', '']","['0', '']","['0', '']","['187', '']","['263', '']","['7,151', '']"
7979,r033,All institutions -> Washington State U.,All institutions,Washington State U.,2,32,"['4,860', '']","['3,496', '']","['4,140', '']","['7,120', '']","['183', '']","['1,587', '']","['12', '']","['143', '']","['5,195', '']"
7979,r034,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,33,"['10,318', '']","['6,874', '']","['6,333', '']","['6,899', '']","['33', '']","['48', '']","['1,670', '']","['4,380', '']","['768', '']"
7979,r035,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,34,"['4,918', '']","['7,399', '']","['8,715', '']","['6,894', '']","['2,401', '']","['824', '']","['277', '']","['1,210', '']","['2,182', '']"
7979,r036,All institutions -> Princeton U.,All institutions,Princeton U.,2,35,"['2,818', '']","['5,606', '']","['5,802', '']","['6,743', '']","['60', '']","['453', '']","['2,212', '']","['3,984', '']","['34', '']"
7979,r037,All institutions -> New York U.,All institutions,New York U.,2,36,"['5,584', '']","['5,936', '']","['5,450', '']","['6,585', '']","['0', '']","['387', '']","['1,112', '']","['1,886', '']","['3,200', '']"
7979,r038,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,37,"['6,057', '']","['6,863', '']","['6,531', '']","['6,531', '']","['0', '']","['0', '']","['5,298', '']","['1', '']","['1,232', '']"
7979,r039,All institutions -> U. Arizona,All institutions,U. Arizona,2,38,"['4,993', '']","['6,362', '']","['6,264', '']","['6,333', '']","['1,694', '']","['81', '']","['267', '']","['1,221', '']","['3,070', '']"
7979,r040,All institutions -> Stanford U.,All institutions,Stanford U.,2,39,"['5,498', '']","['5,655', '']","['5,291', '']","['5,926', '']","['49', '']","['1,014', '']","['1,327', '']","['164', '']","['3,372', '']"
7979,r041,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,40,"['7,698', '']","['7,192', '']","['5,801', '']","['5,898', '']","['0', '']","['0', '']","['0', '']","['233', '']","['5,665', '']"
7979,r042,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,41,"['7,395', '']","['9,093', '']","['6,882', '']","['5,849', '']","['5', '']","['0', '']","['56', '']","['721', '']","['5,067', '']"
7979,r043,All institutions -> U. Delaware,All institutions,U. Delaware,2,42,"['7,286', '']","['6,373', '']","['6,459', '']","['5,713', '']","['0', '']","['1,085', '']","['47', '']","['1,172', '']","['3,409', '']"
7979,r044,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,43,"['3,480', '']","['3,663', '']","['4,623', '']","['5,622', '']","['0', '']","['112', '']","['1,317', '']","['680', '']","['3,513', '']"
7979,r045,All institutions -> U. Florida,All institutions,U. Florida,2,44,"['4,583', '']","['4,981', '']","['4,981', '']","['5,584', '']","['581', '']","['1,039', '']","['1,063', '']","['22', '']","['2,879', '']"
7979,r046,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,45,"['5,763', '']","['5,668', '']","['6,424', '']","['5,534', '']","['0', '']","['3,165', '']","['199', '']","['24', '']","['2,146', '']"
7979,r047,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,46,"['5,761', '']","['6,390', '']","['5,489', '']","['5,495', '']","['51', '']","['2,653', '']","['291', '']","['434', '']","['2,066', '']"
7979,r048,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,47,"['5,467', '']","['6,886', '']","['6,959', '']","['5,443', '']","['0', '']","['482', '']","['41', '']","['4,549', '']","['371', '']"
7979,r049,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,48,"['844', '']","['708', '']","['1,186', '']","['5,410', '']","['0', '']","['452', '']","['71', '']","['2,096', '']","['2,791', '']"
7979,r050,All institutions -> Cornell U.,All institutions,Cornell U.,2,49,"['11,736', '']","['9,839', '']","['7,441', '']","['5,374', '']","['21', '']","['1,547', '']","['64', '']","['1,880', '']","['1,862', '']"
7979,r051,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,50,"['4,671', '']","['3,367', '']","['2,924', '']","['5,282', '']","['0', '']","['572', '']","['1,315', '']","['3,388', '']","['7', '']"
7979,r052,All institutions -> Clemson U.,All institutions,Clemson U.,2,51,"['3,092', '']","['3,458', '']","['3,840', '']","['4,781', '']","['0', '']","['0', '']","['7', '']","['947', '']","['3,827', '']"
7979,r053,"All institutions -> Teachers C., Columbia U.",All institutions,"Teachers C., Columbia U.",2,52,"['5,262', '']","['4,267', '']","['3,856', '']","['4,698', '']","['0', '']","['4,247', '']","['0', '']","['0', '']","['451', '']"
7979,r054,All institutions -> U.S. Army War C.,All institutions,U.S. Army War C.,2,53,"['ne', '']","['2,146', 'i']","['ne', '']","['4,662', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['4,662', 'i']"
7979,r055,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,54,"['4,049', '']","['1,732', '']","['5,955', '']","['4,550', '']","['196', '']","['3,358', '']","['27', '']","['879', '']","['90', '']"
7979,r056,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,55,"['2,923', '']","['3,151', '']","['3,537', '']","['4,445', '']","['0', '']","['2,622', '']","['114', '']","['1,709', '']","['0', '']"
7979,r057,All institutions -> William & Mary,All institutions,William & Mary,2,56,"['5,574', '']","['4,521', '']","['5,018', '']","['4,366', '']","['120', '']","['0', '']","['4,125', '']","['0', '']","['121', '']"
7979,r058,All institutions -> Florida International U.,All institutions,Florida International U.,2,57,"['1,439', '']","['4,506', '']","['2,885', '']","['4,126', '']","['0', '']","['134', '']","['73', '']","['2', '']","['3,917', '']"
7979,r059,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,58,"['858', '']","['2,212', '']","['3,021', '']","['4,000', '']","['0', '']","['0', '']","['0', '']","['2,204', '']","['1,796', '']"
7979,r060,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,59,"['4,220', '']","['4,231', '']","['4,420', '']","['3,915', '']","['749', '']","['236', '']","['8', '']","['785', '']","['2,137', '']"
7979,r061,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,60,"['680', '']","['270', '']","['0', '']","['3,730', '']","['0', '']","['154', '']","['3,576', '']","['0', '']","['0', '']"
7979,r062,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,61,"['1,666', '']","['2,098', '']","['3,246', '']","['3,713', '']","['204', '']","['464', '']","['9', '']","['416', '']","['2,620', '']"
7979,r063,All institutions -> American U.,All institutions,American U.,2,62,"['4,905', '']","['7,055', '']","['6,887', '']","['3,675', '']","['0', '']","['78', '']","['222', '']","['505', '']","['2,870', '']"
7979,r064,All institutions -> Boston C.,All institutions,Boston C.,2,63,"['3,046', '']","['2,549', '']","['3,307', '']","['3,631', '']","['0', '']","['145', '']","['107', '']","['2,991', '']","['388', '']"
7979,r065,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,64,"['4,117', '']","['3,749', '']","['3,621', '']","['3,562', '']","['196', '']","['1,283', '']","['186', '']","['1,334', '']","['563', '']"
7979,r066,All institutions -> Alcorn State U.,All institutions,Alcorn State U.,2,65,"['1,961', '']","['2,377', '']","['2,807', '']","['3,532', '']","['0', '']","['3,532', '']","['0', '']","['0', '']","['0', '']"
7979,r067,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,66,"['8,099', '']","['9,485', '']","['13,505', '']","['3,475', '']","['648', '']","['0', '']","['1,830', '']","['0', '']","['997', '']"
7979,r068,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,67,"['725', '']","['720', '']","['4,175', '']","['3,447', '']","['0', '']","['2,417', '']","['62', '']","['480', '']","['488', '']"
7979,r069,All institutions -> U. Utah,All institutions,U. Utah,2,68,"['4,479', '']","['1,897', '']","['8,098', '']","['3,396', '']","['661', '']","['0', '']","['273', '']","['2,462', '']","['0', '']"
7979,r070,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,69,"['1,866', '']","['1,821', '']","['3,051', '']","['3,291', '']","['107', '']","['0', '']","['0', '']","['142', '']","['3,042', '']"
7979,r071,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,70,"['1,787', '']","['2,352', '']","['2,968', '']","['3,279', '']","['0', '']","['0', '']","['0', '']","['3,279', '']","['0', '']"
7979,r072,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,71,"['2,509', '']","['2,989', '']","['3,007', '']","['3,260', '']","['46', '']","['0', '']","['1,446', '']","['379', '']","['1,389', '']"
7979,r073,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,72,"['2,852', '']","['2,723', '']","['3,220', '']","['3,251', '']","['21', '']","['684', '']","['0', '']","['456', '']","['2,090', '']"
7979,r074,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,73,"['6,788', '']","['5,919', '']","['4,678', '']","['3,225', '']","['0', '']","['354', '']","['51', '']","['140', '']","['2,680', '']"
7979,r075,All institutions -> Texas State U.,All institutions,Texas State U.,2,74,"['2,110', '']","['3,217', '']","['3,931', '']","['3,212', '']","['0', '']","['0', '']","['0', '']","['1,117', '']","['2,095', '']"
7979,r076,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,75,"['2,794', '']","['3,176', '']","['3,481', '']","['3,169', '']","['230', '']","['0', '']","['153', '']","['2,478', '']","['308', '']"
7979,r077,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,76,"['5,024', '']","['3,667', '']","['4,272', '']","['3,156', '']","['0', '']","['1,836', '']","['183', '']","['572', '']","['565', '']"
7979,r078,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,77,"['3,059', '']","['2,412', '']","['21,373', '']","['3,055', '']","['0', '']","['55', '']","['31', '']","['124', '']","['2,845', '']"
7979,r079,All institutions -> Tufts U.,All institutions,Tufts U.,2,78,"['2,365', '']","['2,609', '']","['1,200', '']","['2,961', '']","['134', '']","['431', '']","['22', '']","['85', '']","['2,289', '']"
7979,r080,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,79,"['2,022', '']","['2,126', '']","['2,189', '']","['2,959', '']","['65', '']","['16', '']","['2,523', '']","['26', '']","['329', '']"
7979,r081,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,80,"['2,666', '']","['2,837', '']","['2,573', '']","['2,819', '']","['0', '']","['10', '']","['5', '']","['113', '']","['2,691', '']"
7979,r082,All institutions -> U. Idaho,All institutions,U. Idaho,2,81,"['1,104', '']","['1,625', '']","['3,073', '']","['2,779', '']","['0', '']","['1,293', '']","['5', '']","['679', '']","['802', '']"
7979,r083,All institutions -> Johns Hopkins U.<sup>c</sup>,All institutions,Johns Hopkins U.<sup>c</sup>,2,82,"['6,083', '']","['7,453', '']","['4,910', '']","['2,726', '']","['51', '']","['0', '']","['0', '']","['2,407', '']","['268', '']"
7979,r084,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,83,"['3,445', '']","['2,055', '']","['1,795', '']","['2,719', '']","['388', '']","['2,095', '']","['0', '']","['230', '']","['6', '']"
7979,r085,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,84,"['2,500', '']","['2,068', '']","['2,376', '']","['2,660', '']","['65', '']","['0', '']","['197', '']","['541', '']","['1,857', '']"
7979,r086,All institutions -> Tulane U.,All institutions,Tulane U.,2,85,"['771', '']","['1,331', '']","['2,175', '']","['2,598', '']","['10', '']","['2,161', '']","['0', '']","['402', '']","['25', '']"
7979,r087,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,86,"['4,042', '']","['2,951', '']","['3,357', '']","['2,513', '']","['0', '']","['0', '']","['58', '']","['1,680', '']","['775', '']"
7979,r088,All institutions -> Tuskegee U.,All institutions,Tuskegee U.,2,87,"['24', '']","['2,065', '']","['2,109', '']","['2,500', '']","['0', '']","['0', '']","['360', '']","['1,879', '']","['261', '']"
7979,r089,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,88,"['1,543', '']","['1,397', '']","['1,549', '']","['2,396', '']","['0', '']","['115', '']","['0', '']","['0', '']","['2,281', '']"
7979,r090,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,89,"['2,925', '']","['3,599', '']","['3,263', '']","['2,395', '']","['0', '']","['6', '']","['1,742', '']","['70', '']","['577', '']"
7979,r091,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,90,"['2,672', '']","['2,950', '']","['2,192', '']","['2,343', '']","['309', '']","['14', '']","['334', '']","['123', '']","['1,563', '']"
7979,r092,All institutions -> U. Iowa,All institutions,U. Iowa,2,91,"['2,465', '']","['2,976', '']","['2,393', '']","['2,309', '']","['0', '']","['136', '']","['184', '']","['472', '']","['1,517', '']"
7979,r093,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,92,"['1,465', '']","['1,418', '']","['2,273', '']","['2,243', '']","['321', '']","['102', '']","['11', '']","['1,714', '']","['95', '']"
7979,r094,All institutions -> Rice U.,All institutions,Rice U.,2,93,"['842', '']","['701', '']","['1,719', '']","['2,229', '']","['63', '']","['151', '']","['385', '']","['1,585', '']","['45', '']"
7979,r095,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,94,"['2,976', '']","['2,594', '']","['2,348', '']","['2,223', '']","['25', '']","['198', '']","['419', '']","['184', '']","['1,397', '']"
7979,r096,All institutions -> National Defense U.,All institutions,National Defense U.,2,95,"['2,219', '']","['2,155', '']","['2,383', '']","['2,186', '']","['0', '']","['0', '']","['2,186', '']","['0', '']","['0', '']"
7979,r097,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,96,"['2,386', '']","['1,510', '']","['1,829', '']","['2,142', '']","['317', '']","['235', '']","['524', '']","['354', '']","['712', '']"
7979,r098,All institutions -> Yale U.,All institutions,Yale U.,2,97,"['2,708', '']","['1,398', '']","['1,833', '']","['2,083', '']","['184', '']","['1,133', '']","['182', '']","['536', '']","['48', '']"
7979,r099,All institutions -> U. Memphis,All institutions,U. Memphis,2,98,"['412', '']","['423', '']","['973', '']","['2,072', '']","['0', '']","['0', '']","['0', '']","['998', '']","['1,074', '']"
7979,r100,All institutions -> Florida State U.,All institutions,Florida State U.,2,99,"['1,463', '']","['1,564', '']","['1,463', '']","['2,050', '']","['66', '']","['49', '']","['303', '']","['385', '']","['1,247', '']"
7979,r101,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,100,"['1,634', '']","['2,342', '']","['2,237', '']","['2,017', '']","['514', '']","['1,401', '']","['19', '']","['32', '']","['51', '']"
7979,r102,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,101,"['903', '']","['727', '']","['1,308', '']","['2,003', '']","['96', '']","['1,700', '']","['99', '']","['69', '']","['39', '']"
7979,r103,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,102,"['4,784', '']","['5,428', '']","['5,008', '']","['1,902', '']","['96', '']","['15', '']","['1,554', '']","['50', '']","['187', '']"
7979,r104,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,103,"['1,128', '']","['1,563', '']","['2,031', '']","['1,889', '']","['138', '']","['396', '']","['169', '']","['879', '']","['307', '']"
7979,r105,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,104,"['1,768', '']","['1,572', '']","['1,596', '']","['1,848', '']","['200', '']","['0', '']","['23', '']","['501', '']","['1,124', '']"
7979,r106,All institutions -> U. Southern Maine,All institutions,U. Southern Maine,2,105,"['2,085', '']","['2,236', '']","['2,034', '']","['1,827', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,827', '']"
7979,r107,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,106,"['1,926', '']","['2,035', '']","['1,549', '']","['1,711', '']","['139', '']","['2', '']","['0', '']","['263', '']","['1,307', '']"
7979,r108,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,107,"['696', '']","['816', '']","['1,238', '']","['1,686', '']","['0', '']","['0', '']","['30', '']","['0', '']","['1,656', '']"
7979,r109,All institutions -> Portland State U.,All institutions,Portland State U.,2,108,"['1,645', '']","['1,518', '']","['1,476', '']","['1,663', '']","['524', '']","['65', '']","['254', '']","['146', '']","['674', '']"
7979,r110,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,109,"['719', '']","['418', '']","['1,146', '']","['1,628', '']","['32', '']","['728', '']","['166', '']","['620', '']","['82', '']"
7979,r111,"All institutions -> U. Alaska, Anchorage",All institutions,"U. Alaska, Anchorage",2,110,"['788', '']","['896', '']","['1,564', '']","['1,625', '']","['161', '']","['84', '']","['0', '']","['0', '']","['1,380', '']"
7979,r112,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,111,"['2,310', '']","['1,568', '']","['1,391', '']","['1,611', '']","['14', '']","['293', '']","['1,056', '']","['232', '']","['16', '']"
7979,r113,"All institutions -> U. Tennessee, Knoxville<sup>d</sup>",All institutions,"U. Tennessee, Knoxville<sup>d</sup>",2,112,"['3,207', '']","['2,236', '']","['1,645', '']","['1,597', '']","['586', '']","['702', '']","['199', '']","['0', '']","['110', '']"
7979,r114,All institutions -> Boise State U.,All institutions,Boise State U.,2,113,"['2,539', '']","['3,032', '']","['1,884', '']","['1,566', '']","['0', '']","['54', '']","['83', '']","['10', '']","['1,419', '']"
7979,r115,All institutions -> U. Denver,All institutions,U. Denver,2,114,"['2,235', '']","['1,945', '']","['1,944', '']","['1,549', '']","['124', '']","['0', '']","['1,272', '']","['153', '']","['0', '']"
7979,r116,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,115,"['1,186', '']","['1,684', '']","['1,606', '']","['1,545', '']","['89', '']","['0', '']","['0', '']","['0', '']","['1,456', '']"
7979,r117,All institutions -> Temple U.,All institutions,Temple U.,2,116,"['1,637', '']","['1,476', '']","['1,614', '']","['1,486', '']","['0', '']","['196', '']","['207', '']","['8', '']","['1,075', '']"
7979,r118,All institutions -> U. Oregon,All institutions,U. Oregon,2,117,"['1,774', '']","['1,807', '']","['1,893', '']","['1,468', '']","['84', '']","['236', '']","['376', '']","['80', '']","['692', '']"
7979,r119,"All institutions -> California State U., East Bay",All institutions,"California State U., East Bay",2,118,"['ne', '']","['ne', '']","['171', '']","['1,414', '']","['0', '']","['0', '']","['1,414', '']","['0', '']","['0', '']"
7979,r120,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,119,"['1,706', '']","['1,984', '']","['2,252', '']","['1,401', '']","['31', '']","['73', '']","['685', '']","['482', '']","['130', '']"
7979,r121,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,120,"['1,303', '']","['1,157', '']","['1,272', '']","['1,363', '']","['0', '']","['323', '']","['17', '']","['218', '']","['805', '']"
7979,r122,All institutions -> San Francisco State U.,All institutions,San Francisco State U.,2,121,"['771', '']","['1,256', '']","['1,316', 'i']","['1,329', '']","['46', '']","['141', '']","['0', '']","['39', '']","['1,103', '']"
7979,r123,All institutions -> U. Kansas,All institutions,U. Kansas,2,122,"['4,497', '']","['4,167', '']","['4,390', '']","['1,319', '']","['127', '']","['158', '']","['223', '']","['614', '']","['197', '']"
7979,r124,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,123,"['552', '']","['663', '']","['1,272', '']","['1,301', '']","['0', '']","['43', '']","['510', '']","['133', '']","['615', '']"
