table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_total_2020,field_total_2021,field_total_2022,field_total_2023,field_federally_financed_2020,field_federally_financed_2021,field_federally_financed_2022,field_federally_financed_2023
12654,r021,All institutions -> Yale U.,All institutions,Yale U.,2,20,"['1,094,135', '']","['1,165,148', '']","['1,191,201', '']","['1,326,807', '']","['585,170', '']","['647,656', '']","['689,270', '']","['741,198', '']"
12654,r022,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,21,"['1,042,382', '']","['1,072,961', '']","['1,202,084', '']","['1,320,183', '']","['514,092', '']","['570,946', '']","['652,384', '']","['702,483', '']"
12654,r023,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,22,"['1,130,803', '']","['1,147,720', '']","['1,152,666', '']","['1,277,814', '']","['517,489', '']","['528,057', '']","['505,355', '']","['546,481', '']"
12654,r024,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,23,"['1,051,297', '']","['1,124,971', '']","['1,182,536', '']","['1,255,190', '']","['186,488', '']","['217,073', '']","['225,659', '']","['259,285', '']"
12654,r025,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,24,"['824,803', '']","['1,019,273', '']","['1,086,223', '']","['1,253,156', '']","['514,299', '']","['586,880', '']","['666,282', '']","['751,019', '']"
12654,r026,All institutions -> U. Florida,All institutions,U. Florida,2,25,"['942,223', '']","['959,965', '']","['1,085,834', '']","['1,250,201', '']","['397,202', '']","['423,154', '']","['467,739', '']","['529,391', '']"
12654,r027,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,26,"['991,923', '']","['970,544', '']","['1,019,940', '']","['1,206,793', '']","['638,930', '']","['622,532', '']","['681,159', '']","['781,303', '']"
12654,r028,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,27,"['920,215', '']","['989,214', '']","['1,047,098', '']","['1,168,861', '']","['559,882', '']","['606,127', '']","['681,353', '']","['758,464', '']"
12654,r029,All institutions -> U. Southern California,All institutions,U. Southern California,2,28,"['941,198', '']","['955,565', '']","['1,039,905', '']","['1,154,804', '']","['562,120', '']","['574,185', '']","['601,747', '']","['683,819', '']"
12654,r030,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,29,"['874,671', '']","['913,178', '']","['1,000,695', '']","['1,114,269', '']","['531,654', '']","['572,975', '']","['618,771', '']","['678,062', '']"
12654,r031,All institutions -> Emory U.,All institutions,Emory U.,2,30,"['808,792', '']","['852,922', '']","['958,281', '']","['1,094,328', '']","['452,636', '']","['515,940', '']","['568,149', '']","['664,370', '']"
12654,r032,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,31,"['840,000', '']","['846,872', '']","['981,035', '']","['1,076,754', '']","['349,989', '']","['354,478', '']","['468,542', '']","['496,298', '']"
12654,r033,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,32,"['797,199', '']","['779,348', '']","['845,896', '']","['1,035,838', '']","['500,409', '']","['489,827', '']","['536,296', '']","['621,223', '']"
12654,r034,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,33,"['987,968', '']","['949,076', '']","['989,166', '']","['1,000,081', '']","['488,741', '']","['483,526', '']","['531,056', '']","['559,766', '']"
12654,r035,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,34,"['747,014', '']","['820,260', '']","['893,968', '']","['972,476', '']","['480,452', '']","['554,582', '']","['610,646', '']","['658,916', '']"
12654,r036,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,35,"['816,693', '']","['817,409', '']","['883,807', '']","['962,399', '']","['380,965', '']","['373,719', '']","['468,468', '']","['494,847', '']"
12654,r037,All institutions -> U. Arizona,All institutions,U. Arizona,2,36,"['760,975', '']","['770,031', '']","['824,340', '']","['955,424', '']","['328,807', '']","['353,117', '']","['374,936', '']","['434,700', '']"
12654,r038,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,37,"['673,357', '']","['677,303', '']","['797,224', '']","['903,779', '']","['278,150', '']","['274,541', '']","['309,094', '']","['340,880', '']"
12654,r039,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,38,"['710,850', '']","['695,258', '']","['751,309', '']","['853,056', '']","['319,039', '']","['326,326', '']","['360,300', '']","['432,223', '']"
12654,r040,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,39,"['685,641', '']","['716,976', '']","['827,005', '']","['847,305', '']","['315,101', '']","['365,472', '']","['420,054', '']","['440,345', '']"
12654,r041,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,40,"['687,144', '']","['679,482', '']","['754,627', '']","['844,570', '']","['270,605', '']","['295,278', '']","['352,890', '']","['385,738', '']"
12654,r042,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,41,"['713,197', '']","['710,178', '']","['759,229', '']","['844,076', '']","['329,748', '']","['349,889', '']","['381,504', '']","['435,564', '']"
12654,r043,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,42,"['688,077', '']","['643,955', '']","['712,231', '']","['831,719', '']","['311,743', '']","['339,015', '']","['351,660', '']","['400,930', '']"
12654,r044,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,43,"['689,176', '']","['731,268', '']","['765,909', '']","['821,023', '']","['387,853', '']","['406,612', '']","['420,953', '']","['460,491', '']"
12654,r045,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,44,"['595,939', '']","['632,134', '']","['719,002', '']","['800,391', '']","['242,679', '']","['257,611', '']","['298,154', '']","['336,126', '']"
12654,r046,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,45,"['618,226', '']","['644,330', '']","['713,480', '']","['780,479', '']","['400,110', '']","['423,290', '']","['421,223', '']","['451,880', '']"
12654,r047,All institutions -> Boston U.,All institutions,Boston U.,2,46,"['583,267', '']","['652,096', '']","['725,402', '']","['773,200', '']","['339,172', '']","['402,443', '']","['413,102', '']","['409,551', '']"
12654,r048,All institutions -> U. Utah,All institutions,U. Utah,2,47,"['607,061', '']","['624,737', '']","['670,119', '']","['723,713', '']","['314,023', '']","['340,434', '']","['367,040', '']","['416,079', '']"
12654,r049,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,48,"['652,002', '']","['611,313', '']","['662,658', '']","['714,457', '']","['300,348', '']","['297,273', '']","['332,993', '']","['354,748', '']"
12654,r050,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,49,"['530,138', '']","['551,826', '']","['615,070', '']","['698,642', '']","['285,899', '']","['309,097', '']","['350,392', '']","['391,943', '']"
12654,r051,All institutions -> U. Colorado Anschutz Medical Campus<sup>c</sup>,All institutions,U. Colorado Anschutz Medical Campus<sup>c</sup>,2,50,"['na', '']","['562,855', '']","['611,358', '']","['686,026', '']","['na', '']","['363,999', '']","['429,949', '']","['474,523', '']"
12654,r052,All institutions -> U. Iowa,All institutions,U. Iowa,2,51,"['538,583', '']","['553,876', '']","['594,215', '']","['662,134', '']","['259,639', '']","['283,763', '']","['314,346', '']","['331,824', '']"
12654,r053,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,52,"['525,674', '']","['547,724', '']","['611,380', '']","['651,924', '']","['427,869', '']","['459,816', '']","['507,892', '']","['538,715', '']"
12654,r054,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,53,"['546,290', '']","['547,118', '']","['583,203', '']","['633,251', '']","['232,110', '']","['239,115', '']","['250,582', '']","['279,179', '']"
12654,r055,All institutions -> U. Chicago,All institutions,U. Chicago,2,54,"['458,891', '']","['497,651', '']","['591,805', '']","['628,302', '']","['352,447', '']","['394,275', '']","['456,806', '']","['476,689', '']"
12654,r056,"All institutions -> U. Nebraska, Lincoln and Medical Center<sup>d</sup>",All institutions,"U. Nebraska, Lincoln and Medical Center<sup>d</sup>",2,55,"['na', '']","['na', '']","['na', '']","['617,372', '']","['na', '']","['na', '']","['na', '']","['280,120', '']"
12654,r057,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,56,"['490,597', '']","['523,752', '']","['534,947', '']","['609,614', '']","['241,734', '']","['255,010', '']","['291,393', '']","['335,393', '']"
12654,r058,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,57,"['556,341', '']","['542,045', '']","['591,861', '']","['598,113', '']","['210,792', '']","['216,733', '']","['240,305', '']","['282,152', '']"
12654,r059,All institutions -> U. Georgia,All institutions,U. Georgia,2,58,"['482,786', '']","['493,944', '']","['545,631', '']","['570,956', '']","['171,351', '']","['188,451', '']","['220,343', '']","['221,804', '']"
12654,r060,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,59,"['439,778', '']","['421,868', '']","['467,389', '']","['553,740', '']","['357,589', '']","['340,438', '']","['380,423', '']","['431,736', '']"
12654,r061,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,60,"['446,890', '']","['452,812', '']","['479,226', '']","['517,742', '']","['321,572', '']","['329,016', '']","['346,724', '']","['374,043', '']"
12654,r062,All institutions -> Princeton U.,All institutions,Princeton U.,2,61,"['396,502', '']","['404,448', '']","['461,185', '']","['513,365', '']","['203,259', '']","['205,000', '']","['218,390', '']","['219,600', '']"
12654,r063,All institutions -> U. Miami,All institutions,U. Miami,2,62,"['381,410', '']","['375,841', '']","['439,300', '']","['509,951', '']","['224,184', '']","['231,001', '']","['265,212', '']","['291,783', '']"
12654,r064,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,63,"['417,674', '']","['429,241', '']","['476,517', '']","['504,005', '']","['200,664', '']","['220,703', '']","['253,852', '']","['265,543', '']"
12654,r065,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,64,"['407,302', '']","['447,197', '']","['456,911', '']","['498,073', '']","['287,100', '']","['303,901', '']","['316,727', '']","['354,401', '']"
12654,r066,All institutions -> Uniformed Services U. of the Health Sciences,All institutions,Uniformed Services U. of the Health Sciences,2,65,"['324,510', '']","['384,490', '']","['277,240', '']","['496,441', '']","['235,202', '']","['275,573', '']","['194,187', '']","['403,671', '']"
12654,r067,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,66,"['444,964', '']","['485,435', '']","['492,639', '']","['494,946', '']","['243,502', '']","['272,181', '']","['242,135', '']","['278,099', '']"
12654,r068,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,67,"['412,147', '']","['429,585', '']","['440,573', '']","['492,936', '']","['223,030', '']","['237,949', '']","['251,328', '']","['274,424', '']"
12654,r069,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,68,"['449,651', '']","['438,624', '']","['478,142', '']","['490,672', '']","['316,519', '']","['293,197', '']","['326,401', '']","['310,519', '']"
12654,r070,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,69,"['386,996', '']","['402,376', '']","['449,707', '']","['484,757', '']","['217,625', '']","['234,993', '']","['259,160', '']","['279,954', '']"
12654,r071,All institutions -> U. Rochester,All institutions,U. Rochester,2,70,"['397,211', '']","['409,255', '']","['450,805', '']","['481,227', '']","['296,241', '']","['309,647', '']","['334,503', '']","['368,190', '']"
12654,r072,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,71,"['283,874', '']","['364,096', '']","['411,729', '']","['479,930', '']","['152,751', '']","['160,995', '']","['169,450', '']","['184,852', '']"
12654,r073,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,72,"['422,038', '']","['425,349', '']","['439,709', '']","['471,569', '']","['200,155', '']","['210,257', '']","['218,231', '']","['257,857', '']"
12654,r074,All institutions -> U. Kansas,All institutions,U. Kansas,2,73,"['368,811', '']","['385,637', '']","['405,267', '']","['466,222', '']","['185,007', '']","['187,249', '']","['200,117', '']","['211,111', '']"
12654,r075,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,74,"['332,180', '']","['388,779', '']","['432,310', '']","['462,435', '']","['156,190', '']","['163,576', '']","['182,432', '']","['217,091', '']"
12654,r076,All institutions -> U. South Florida<sup>e</sup>,All institutions,U. South Florida<sup>e</sup>,2,75,"['333,344', '']","['385,965', '']","['405,166', '']","['461,390', '']","['158,958', '']","['185,364', '']","['206,552', '']","['242,224', '']"
12654,r077,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,76,"['362,209', '']","['380,048', '']","['408,656', '']","['436,964', '']","['183,728', '']","['193,639', '']","['210,994', '']","['219,964', '']"
12654,r078,All institutions -> U. Delaware,All institutions,U. Delaware,2,77,"['220,445', '']","['231,532', '']","['368,107', '']","['428,128', '']","['144,142', '']","['157,725', '']","['194,775', '']","['202,469', '']"
12654,r079,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,78,"['363,107', '']","['360,275', '']","['393,184', '']","['420,823', '']","['165,912', '']","['169,177', '']","['187,156', '']","['195,394', '']"
12654,r080,All institutions -> Florida State U.,All institutions,Florida State U.,2,79,"['350,430', '']","['328,604', '']","['355,986', '']","['414,463', '']","['162,296', '']","['150,108', '']","['163,744', '']","['195,323', '']"
12654,r081,All institutions -> Utah State U.,All institutions,Utah State U.,2,80,"['304,256', '']","['325,223', '']","['344,851', '']","['401,437', '']","['242,156', '']","['264,575', '']","['280,866', '']","['322,336', '']"
12654,r082,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,81,"['280,131', '']","['302,329', '']","['367,557', '']","['390,165', '']","['164,848', '']","['183,362', '']","['230,752', '']","['238,701', '']"
12654,r083,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,82,"['356,217', '']","['357,543', '']","['360,877', '']","['385,168', '']","['86,280', '']","['96,318', '']","['94,693', '']","['101,422', '']"
12654,r084,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,83,"['286,733', '']","['296,673', '']","['344,556', '']","['384,268', '']","['87,895', '']","['103,178', '']","['111,886', '']","['127,243', '']"
12654,r085,All institutions -> Washington State U.,All institutions,Washington State U.,2,84,"['335,201', '']","['357,648', '']","['368,396', '']","['378,744', '']","['154,623', '']","['179,536', '']","['187,580', '']","['207,086', '']"
12654,r086,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,85,"['273,862', '']","['308,823', '']","['342,633', '']","['374,105', '']","['133,624', '']","['165,139', '']","['184,205', '']","['197,759', '']"
12654,r087,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,86,"['326,349', '']","['330,226', '']","['344,126', '']","['366,856', '']","['142,219', '']","['152,335', '']","['155,445', '']","['168,740', '']"
12654,r088,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,87,"['153,816', '']","['192,042', '']","['261,519', '']","['366,848', '']","['53,540', '']","['77,427', '']","['93,367', '']","['142,371', '']"
12654,r089,All institutions -> George Washington U.,All institutions,George Washington U.,2,88,"['270,369', '']","['266,108', '']","['275,483', '']","['360,260', '']","['157,533', '']","['161,349', '']","['161,867', '']","['162,892', '']"
12654,r090,All institutions -> Brown U.,All institutions,Brown U.,2,89,"['266,127', '']","['276,331', '']","['310,780', '']","['353,591', '']","['185,676', '']","['198,574', '']","['215,067', '']","['239,744', '']"
12654,r091,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,90,"['255,281', '']","['266,374', '']","['304,439', '']","['349,273', '']","['73,468', '']","['91,157', '']","['104,883', '']","['125,783', '']"
12654,r092,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,91,"['264,325', '']","['276,850', '']","['309,244', '']","['346,691', '']","['128,783', '']","['136,385', '']","['152,301', '']","['155,403', '']"
12654,r093,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,92,"['320,407', '']","['316,273', '']","['324,435', '']","['338,847', '']","['138,402', '']","['135,202', '']","['149,260', '']","['153,637', '']"
12654,r094,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,93,"['268,385', '']","['276,955', '']","['297,934', '']","['337,985', '']","['167,494', '']","['179,180', '']","['192,621', '']","['222,169', '']"
12654,r095,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,94,"['258,659', '']","['279,932', '']","['313,220', '']","['337,006', '']","['98,682', '']","['130,419', '']","['127,213', '']","['127,370', '']"
12654,r096,All institutions -> Albert Einstein C. of Medicine,All institutions,Albert Einstein C. of Medicine,2,95,"['288,654', '']","['301,715', '']","['318,314', '']","['336,238', '']","['204,635', '']","['214,619', '']","['220,780', '']","['230,151', '']"
12654,r097,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,96,"['272,590', '']","['277,761', '']","['284,553', '']","['333,826', '']","['153,802', '']","['162,394', '']","['163,395', '']","['168,957', '']"
12654,r098,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,97,"['227,535', '']","['240,324', '']","['280,604', '']","['331,943', '']","['104,030', '']","['109,891', '']","['124,411', '']","['147,985', '']"
12654,r099,"All institutions -> U. Massachusetts, Medical School",All institutions,"U. Massachusetts, Medical School",2,98,"['279,096', '']","['347,337', '']","['358,204', '']","['326,731', '']","['192,938', '']","['248,873', '']","['258,147', '']","['223,490', '']"
12654,r100,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,99,"['263,470', '']","['274,516', '']","['312,698', '']","['324,531', '']","['146,478', '']","['162,972', '']","['184,154', '']","['192,448', '']"
12654,r101,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,100,"['280,485', '']","['275,143', '']","['303,418', '']","['319,684', '']","['120,616', '']","['116,713', '']","['138,207', '']","['150,804', '']"
12654,r102,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,101,"['243,375', '']","['332,566', '']","['331,164', '']","['316,026', '']","['161,627', '']","['242,212', '']","['232,774', '']","['205,351', '']"
12654,r103,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,102,"['275,929', '']","['271,768', '']","['277,323', '']","['313,143', '']","['163,694', '']","['157,772', '']","['169,762', '']","['192,205', '']"
12654,r104,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,103,"['244,643', '']","['264,216', '']","['269,109', '']","['308,972', '']","['166,596', '']","['188,887', '']","['180,754', '']","['204,713', '']"
12654,r105,All institutions -> Florida International U.,All institutions,Florida International U.,2,104,"['236,842', '']","['246,075', '']","['281,665', '']","['306,434', '']","['103,366', '']","['105,309', '']","['129,683', '']","['156,381', '']"
12654,r106,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,105,"['254,434', '']","['248,961', '']","['278,897', '']","['305,483', '']","['123,198', '']","['122,168', '']","['161,241', '']","['179,896', '']"
12654,r107,All institutions -> Temple U.,All institutions,Temple U.,2,106,"['299,707', '']","['299,778', '']","['301,395', '']","['292,029', '']","['154,600', '']","['153,316', '']","['143,580', '']","['154,516', '']"
12654,r108,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,107,"['200,068', '']","['211,342', '']","['231,607', '']","['288,558', '']","['136,273', '']","['143,421', '']","['150,093', '']","['186,013', '']"
12654,r109,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,108,"['227,573', '']","['262,048', '']","['255,017', '']","['287,825', '']","['191,186', '']","['222,351', '']","['211,550', '']","['238,554', '']"
12654,r110,All institutions -> Clemson U.,All institutions,Clemson U.,2,109,"['228,597', '']","['237,485', '']","['263,158', '']","['286,503', '']","['82,203', '']","['89,883', '']","['119,512', '']","['129,955', '']"
12654,r111,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,110,"['355,651', '']","['465,273', '']","['413,763', '']","['284,677', '']","['27,998', '']","['25,427', '']","['32,396', '']","['34,393', '']"
12654,r112,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,111,"['202,572', '']","['219,734', '']","['238,510', '']","['281,078', '']","['102,959', '']","['106,824', '']","['119,071', '']","['143,730', '']"
12654,r113,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,112,"['219,389', '']","['213,824', '']","['245,158', '']","['268,657', '']","['116,170', '']","['116,349', '']","['129,044', '']","['138,849', '']"
12654,r114,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,113,"['219,734', '']","['215,374', '']","['229,162', '']","['262,207', '']","['90,243', '']","['88,529', '']","['106,752', '']","['124,330', '']"
12654,r115,All institutions -> Tulane U.,All institutions,Tulane U.,2,114,"['204,430', '']","['205,206', '']","['222,605', '']","['258,439', '']","['107,290', '']","['113,819', '']","['127,544', '']","['152,468', '']"
12654,r116,All institutions -> Thomas Jefferson U.,All institutions,Thomas Jefferson U.,2,115,"['171,377', '']","['200,393', '']","['246,212', '']","['258,345', '']","['74,676', '']","['109,448', '']","['114,452', '']","['110,366', '']"
12654,r117,All institutions -> Rice U.,All institutions,Rice U.,2,116,"['198,681', '']","['207,404', '']","['216,202', '']","['255,115', '']","['88,768', '']","['95,648', '']","['105,345', '']","['119,853', '']"
12654,r118,All institutions -> George Mason U.,All institutions,George Mason U.,2,117,"['218,445', '']","['214,207', '']","['230,068', '']","['252,239', '']","['104,070', '']","['103,712', '']","['119,406', '']","['125,437', '']"
12654,r119,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,118,"['243,259', '']","['235,519', '']","['242,247', '']","['250,911', '']","['113,137', '']","['117,976', '']","['126,814', '']","['128,521', '']"
12654,r120,All institutions -> Tufts U.,All institutions,Tufts U.,2,119,"['216,241', '']","['224,956', '']","['231,224', '']","['247,276', '']","['148,320', '']","['166,809', '']","['150,081', '']","['154,458', '']"
12654,r121,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,120,"['213,757', '']","['218,596', '']","['221,488', '']","['247,259', '']","['101,332', '']","['109,310', '']","['110,131', '']","['124,256', '']"
12654,r122,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,121,"['188,452', '']","['199,907', '']","['214,081', '']","['246,173', '']","['79,657', '']","['89,802', '']","['97,327', '']","['114,708', '']"
